"createddate","casenumber","seibelnumber","mayorsnumber","casechannel","casetopic","caseissue","caseaddressedto","clienttype","clientcompanyname","translationneeded","pressname","initialtranslation","acknowledgetranslation","nativelanguage","coordinator","closeouttranslation","acknowledgesent","locationtype","locationdetail","borough","buildingnumber","streetname","fromstreet","crossstreet","bridgename","bridgedirection","otherbridgename","highwayname","directionname","segmentorexit","ferrydirection","ferrydatetime","facilityname","latitude","longitude","maplocation","communitydistrict","policeprecinct","xcoordinate","ycoordinate","zipcode","category","externaltrackingnumber","status","resolutionreason","closeddate","businessname","businessid","resolutiondetails"
"2020-06-27T11:50:36.000","DOT-461860-Z2S3",,,,"Open Streets","Other comments or concerns",,,,,,,,,,,,"Street or Sidewalk","Multiple Block - Stretch","Brooklyn",,"Lincoln Place","Bedford Ave","Franklin Avenue",,,,,,,,,,"40.671537","-73.957657",,"08",,"995996","183938",,,,"Resolved","Information Provided","2020-06-29T11:10:16.000",,,
"2020-06-18T16:01:47.000","DOT-460744-K1H9",,,,"Cameras","Speed",,,,,,,,,,,,"Street or Sidewalk","Intersection","Manhattan",,"E 135 St","Madison Av Br",,,,,,,,,,,"40.812074","-73.936033",,"11",,"1001957","235144",,,,"Resolved","Information Provided","2020-06-23T11:20:42.000",,,
"2020-10-16T11:06:55.000","DOT-478459-N8Y0",,,,"Street or Sidewalk Condition","Inspection",,,,,,,,,,,,"Street or Sidewalk","Multiple Block - Stretch","Queens",,"Utopia Parkway","12 Rd","14 Avenue",,,,,,,,,,"40.790489","-73.794546",,"07",,"1041141","227340",,,,"Resolved","Location Added for Consideration","2021-10-06T10:40:29.000",,,
"2016-03-07T14:12:00.000","DOT-290626-D6J4",,,,"Street or Sidewalk Condition",,,,,,,,,,,,,"Citywide Concern",,,,,,,,,,,,,,,,,,,,,,,,,,"Resolved","Responded via Phone Call’","2016-03-11T13:04:42.000",,,
"2020-06-30T10:20:09.000","DOT-462190-T6Z3",,,,"Literature Request","PPPD Permanent Vehicle Change",,,,,,,,,,,,"Street or Sidewalk","Exact Address","Brooklyn","1853","East 18 Street","AVENUE R","AVENUE S",,,,,,,,,,"40.604919","-73.954634",,"15",,"996847","159668",,,,"Resolved","Information Provided","2020-06-30T10:21:39.000",,,
"2020-06-16T08:19:01.000","DOT-460446-W6B2",,,,"Speeding","Concern",,,,,,,,,,,,"Street or Sidewalk","Multiple Block - Stretch","Brooklyn",,"73 Street","18 Ave","17 Ave",,,,,,,,,,"40.615995","-73.997165",,"11",,"985037","163700",,,,"Resolved","Referred","2020-06-21T14:39:17.000",,,
"2020-06-30T15:12:35.000","DOT-462328-C5K2",,,,"Literature Request","Mobility Management Resource Guide",,,,,,,,,,,,"Street or Sidewalk","Exact Address","Brooklyn","1765","Stuart Street","QUENTIN ROAD","AVENUE R",,,,,,,,,,"40.609267","-73.942091",,"15",,"1000329","161254",,,,"Resolved","Information Provided","2020-07-02T12:11:07.000",,,
"2020-06-26T00:14:55.000","DOT-461722-T1P1",,,,"Cameras","Speed",,,,,,,,,,,,"Street or Sidewalk","Intersection","Queens",,"Linden Blvd","134 St",,,,,,,,,,,"40.682286","-73.808047",,"10",,"1037489","187910",,,,"Resolved","Duplicate","2020-06-29T11:41:29.000",,,
"2014-09-25T01:52:01.000","DOT-241645-Z7W5",,,,"Signs",,,,,,,,,,,,,"Municipal Lot or Garage","Field","Queens",,,,,,,,,,,,,"Flushing #4 Municipal Parking Field","40.762764","-73.83548",,,,,,,,,"Resolved","Responded via Phone Call’",,,,
"2020-06-11T00:13:15.000","DOT-460014-X1H2",,,,"Safety Improvements","Concern",,,,,,,,,,,,"Citywide Concern",,"Staten Island",,,,,,,,,,,,,,"40.5464584","-74.1414633",,,,,,,,,"Active","Assigned - Researching/Inspecting",,,,
"2016-04-04T11:40:58.000","DOT-293274-W8G8",,,,"Street or Sidewalk Condition",,,,,,,,,,,,,"Street or Sidewalk","Exact Address","Queens","71-59","Kessel Street",,,,,,,,,,,,"40.712883845","-73.8478338718",,,,,,,,,"Resolved","Responded via Phone Call’","2016-04-13T15:30:21.000",,,
"2020-06-26T20:52:47.000","DOT-461831-V4Z2",,,,"Speeding","Concern",,,,,,,,,,,,"Street or Sidewalk","Exact Address","Bronx","2121","Virgil Place","OLMSTEAD AVENUE","CASTLE HILL AVENUE",,,,,,,,,,"40.822217","-73.851008",,"09",,"1025487","238868",,,,"Resolved","Referred","2020-06-29T11:17:35.000",,,
"2014-07-16T11:14:52.000","DOT-235009-X7R7",,,,"Speed Hump",,,,,,,,,,,,,"Street or Sidewalk","Multiple Block - Stretch","Manhattan",,"537 West 156th Street","Broadway","Amsterdam Avenue",,,,,,,,,,,,,,,,,,,,"Resolved","Responded via Phone Call’",,,,
"2014-02-28T10:50:25.000","DOT-222869-G4Z8",,,,"Bicycle Lanes & Programs","Comment",,,,,,,,,,,,"Citywide Concern",,,,,,,,,,,,,,,,,,,,,,,,,,"Resolved","Responded via Phone Call’",,,,
"2015-12-25T16:04:50.000","DOT-284612-C5Y5",,,,"Alternate Side Parking",,,,,,,,,,,,,"Citywide Concern",,,,,,,,,,,,,,,,,,,,,,,,,,"Resolved","Responded via Phone Call’",,,,
"2015-05-29T11:31:39.000","DOT-263107-L6G3",,,,"Other",,,,,,,,,,,,,"Street or Sidewalk","Exact Address","Brooklyn","1634","78th Street","16 AVENUE","NEW UTRECHT AVENUE",,,,,,,,,,"40.613849","-74.001838",,"11",,"983773","162989",,,,"Resolved","Responded via Phone Call’",,,,
"2014-03-31T15:08:51.000","DOT-225277-G6T9",,,,"Street or Sidewalk Condition","Study",,,,,,,,,,,,"Street or Sidewalk","Exact Address","Queens","5-02","127 Street","5 AVENUE","6 AVENUE",,,,,,,,,,"40.792350322","-73.8408286124",,"07",,"1028338","227987",,,,"Resolved","Responded via Phone Call’",,,,
"2014-03-24T14:53:36.000","DOT-224707-G0H4",,,,"Permits",,,,,,,,,,,,,"Citywide Concern",,,,,,,,,,,,,,,,,,,,,,,,,,"Resolved","Responded via Phone Call’",,,,
"2021-11-10T09:46:38.000","DOT-525511-X9Z7",,,,"Open Streets","Other comments or concerns",,,,,,,,,,,,"Street or Sidewalk","Multiple Block - Stretch","Brooklyn",,"White Street","1st Street","Carroll Street",,,,,,,,,,"40.7177356","-74.0019488",,,,,,,,,"Resolved","Information Provided","2021-11-19T10:38:03.000",,,
"2020-06-30T16:28:58.000","DOT-462358-P8T8",,,,"Open Restaurants","Cease & Desist",,,,,,,,,,,,"Street or Sidewalk","Exact Address","Manhattan","228","W 18 St","7 AVENUE","8 AVENUE",,,,,,,,,,"40.741467","-73.99886",,"04",,"984566","209413",,,,"Resolved","Information Provided","2020-06-30T16:31:20.000",,,
"2020-06-27T17:03:26.000","DOT-461879-C5J6",,,,"Open Restaurants","Other comments or concerns",,,,,,,,,,,,"Street or Sidewalk","Multiple Block - Stretch","Manhattan",,"York Avenue","East 83 Street","East 84 Street",,,,,,,,,,"40.773978","-73.948551",,"08",,"998500","221262",,,,"Resolved","Duplicate","2020-06-27T17:08:33.000",,,
"2020-01-21T14:25:04.000","DOT-448251-N3M8",,,,"Street Lights","Removal",,,,,,,,,,,,"Street or Sidewalk","Intersection","Manhattan",,"West Street","West Thames Street",,,,,,,,,,,"40.707684","-74.015679",,"01",,"979903","197105",,,,"Resolved","Repaired","2021-04-09T11:31:04.000",,,
"2020-06-26T18:29:32.000","DOT-461822-Y3C6",,,,"Street Conditions","Other",,,,,,,,,,,,"Citywide Concern",,,,,,,,,,,,,,,,"40.88563","-73.866055",,"12",,"1021287","261965",,,,"Resolved","Duplicate","2020-06-29T09:23:36.000",,,
"2016-02-18T12:33:43.000","DOT-289044-C4R0",,,,"Parking",,,,,,,,,,,,,"Street or Sidewalk","Exact Address","Brooklyn","2111","Albemarle Road","EAST   21 STREET","FLATBUSH AVENUE",,,,,,,,,,"40.64744398","-73.9589826018",,"14",,"995634","175151",,,,"Resolved","Responded via Phone Call’","2016-02-29T13:18:15.000",,,
"2015-06-10T12:12:33.000","DOT-264409-Z7C2",,,,"Street Lights",,,,,,,,,,,,,"Street or Sidewalk","Intersection","Queens",,"194th Street","Station Road",,,,,,,,,,,,,,"11",,"1042961","216675",,,,"Resolved","Information Provided",,,,
"2020-08-01T16:22:44.000","DOT-466530-Y5B3",,,,"Guardrail","Request",,,,,,,,,,,,"Street or Sidewalk","Multiple Block - Stretch","Queens",,"76th Street","Park Lane South","85th Road",,,,,,,,,,"40.695067","-73.866813",,"09",,"1021183","192536",,,,"Resolved","Denied","2020-09-10T16:31:30.000",,,
"2022-06-10T08:53:28.000","DOT-550431-K0M8",,,,"Street Conditions","Other",,,,,,,,,,,,"Citywide Concern",,,,,,,,,,,,,,,,,,,,,,,,,,"Resolved","More Information Needed","2022-06-10T12:12:25.000",,,
"2020-07-01T14:55:52.000","DOT-462588-R8F6",,,,"Open Restaurants","Other comments or concerns",,,,,,,,,,,,"Citywide Concern",,,,,,,,,,,,,,,,,,,,,,,,,,"Resolved","Information Provided","2020-07-01T16:22:58.000",,,
"2016-03-31T11:19:16.000","DOT-292918-K7T2",,,,"Signals","Traffic Signal Study",,,,,,,,,,,,"Street or Sidewalk","Intersection","Queens",,"Van Wyck Expwy","Queens Blvd",,,,,,,,,,,"40.709945","-73.820545",,,,,,,,,"Resolved","Study Completed","2021-09-22T13:53:35.000",,,
"2020-06-28T15:29:36.000","DOT-461924-Y0G4",,,,"Open Restaurants","Other comments or concerns",,,,,,,,,,,,"Citywide Concern",,,,,,,,,,,,,,,,,,,,,,,,,,"Resolved","Referred","2020-06-29T16:11:24.000",,,
"2020-06-22T23:38:36.000","DOT-461201-R9H5",,,,"Open Streets","Other comments or concerns",,,,,,,,,,,,"Street or Sidewalk","Multiple Block - Stretch","Manhattan",,"Bradhurst Avenue","401","West 155 Street",,,,,,,,,,"40.8257929","-73.9410556",,,,,,,,,"Resolved","Referred","2020-07-02T14:29:57.000",,,
"2020-05-19T14:44:52.000","DOT-458178-J8S4",,,,"Street Conditions","Pothole",,,,,,,,,,,,"Street or Sidewalk","Exact Address","Manhattan","1051","Riverside Drive.",,,,,,,,,,,,,,,,,,,,,,"Resolved","Repaired","2020-06-25T16:58:22.000",,,
"2014-01-30T14:01:32.000","DOT-220557-G2R8",,,,"Sidewalk Violations","Removal",,,,,,,,,,,,"Citywide Concern",,,,,,,,,,,,,,,,,,,,,,,,,,"Resolved","Responded via Phone Call’",,,,
"2014-08-29T13:18:39.000","DOT-239171-Q2Q7",,,,"Permits",,,,,,,,,,,,,"Street or Sidewalk","Exact Address","Brooklyn","47","Putnam Ave","DOWNING STREET","IRVING PLACE",,,,,,,,,,"40.683037","-73.96032",,"02",,"995264","188063",,,,"Resolved","Responded via Phone Call’",,,,
"2020-06-30T17:20:14.000","DOT-462379-R1N6",,,,"Open Restaurants","Cease & Desist",,,,,,,,,,,,"Street or Sidewalk","Exact Address","Manhattan","2418","Broadway","WEST   88 STREET","WEST   89 STREET",,,,,,,,,,"40.790112","-73.975078",,"07",,"991151","227137",,,,"Resolved","Information Provided","2020-06-30T17:27:55.000",,,
"2021-06-29T15:38:21.000","DOT-508757-M2R7",,,,"Bicycle Lanes & Programs","Bicycle Lane",,,,,,,,,,,,"Street or Sidewalk","Multiple Block - Stretch","Brooklyn",,"Navy Street","Flushing Avenue","Sands Street",,,,,,,,,,"40.699704","-73.980464",,"02",,"989667","194198",,,,"Resolved","Approved","2022-01-24T11:48:01.000",,,
"2018-08-08T09:01:50.000","DOT-385906-N2X0",,,,"Signs","Speed Limit",,,,,,,,,,,,"Street or Sidewalk","Multiple Block - Stretch","Queens",,"69th street","Juniper Bl South","Eliot ave",,,,,,,,,,"40.71936","-73.891365",,"05",,"1014420","201414",,,,"Resolved","Approved","2020-06-30T16:06:02.000",,,
"2020-06-18T15:56:59.000","DOT-460743-G3L3",,,,"Speeding","Concern",,,,,,,,,,,,"Street or Sidewalk","Multiple Block - Stretch","Bronx",,"Melville Street","Van Nest Avenue","Dead End",,,,,,,,,,"40.840548","-73.868245",,"11",,"1020706","245539",,,,"Resolved","Referred","2020-06-22T15:08:24.000",,,
"2016-01-06T07:46:47.000","DOT-285263-R4K6",,,,"Signals","Timing Repair",,,,,,,,,,,,"Bridge or Tunnel","Off Ramp","Queens",,,,,,,,,,,,,,,,,,,,,,,,"Resolved","Responded via Phone Call’","2016-03-02T11:52:55.000",,,
"2022-07-25T12:00:22.000","DOT-557296-K7X8",,,,"Speed Hump","Study",,,,,,,,,,,,"Street or Sidewalk","Exact Address","Queens","221-03","114 Road","221 STREET","222 STREET",,,,,,,,,,"40.701089","-73.736169",,"13",,"1057404","194812",,,,"Resolved","Duplicate","2022-07-25T16:33:34.000",,,
"2021-08-02T12:59:22.000","DOT-512755-L8T3",,,,"Signs","Alternate Side Parking (Street Cleaning Rules)",,,,,,,,,,,,"Street or Sidewalk","Multiple Block - Stretch","Manhattan",,"West End Avenue","W 59th Street","W 61st Street",,,,,,,,,,"40.771612","-73.990454",,"04",,"986894","220396",,,,"Resolved","Service Request Submitted","2021-08-09T17:18:58.000",,,
"2020-06-28T18:43:28.000","DOT-461934-Q7T9",,,,"Speeding","Concern",,,,,,,,,,,,"Street or Sidewalk","Exact Address","Brooklyn","603","E 4th St","CORTELYOU ROAD","DITMAS AVENUE",,,,,,,,,,"40.637306","-73.975294",,"12",,"991107","171465",,,,"Resolved","Information Provided","2020-06-29T14:00:50.000",,,
"2021-05-12T15:42:40.000","DOT-502448-M0B9",,,,"Pedestrian Ramp","Concern",,,,,,,,,,,,"Street or Sidewalk","Intersection","Brooklyn",,"East 17 Street","Ave P",,,,,,,,,,,"40.610613","-73.956705",,"14",,"996271","161742",,,,"Resolved","Location Added for Consideration","2021-05-27T16:37:15.000",,,
"2020-06-23T11:52:44.000","DOT-461254-Z6G1",,,,"Open Restaurants","Other comments or concerns",,,,,,,,,,,,"Street or Sidewalk","Exact Address","Manhattan","184","East 116th Street","LEXINGTON AVENUE","3 AVENUE",,,,,,,,,,"40.798158","-73.940547",,"11",,"1000711","230073",,,,"Resolved","Information Provided","2020-06-23T12:14:04.000",,,
"2014-10-23T08:12:21.000","DOT-244262-H9Y3",,,,"Safety Improvements",,,,,,,,,,,,,"Street or Sidewalk","Exact Address","Bronx","499","East 175 Street","WASHINGTON AVENUE","BATHGATE AVENUE",,,,,,,,,,"40.844482407","-73.8984035701",,"06",,"1012324","246959",,,,"Resolved","Responded via Phone Call’",,,,
"2015-05-29T12:31:35.000","DOT-263129-Y5J5",,,,"Street or Sidewalk Condition","Pothole",,,,,,,,,,,,"Street or Sidewalk","Intersection","Queens",,"228 St","134 Ave",,,,,,,,,,,"40.8149834722","-73.9451511204",,,,,,,,,"Resolved","Responded via Phone Call’",,,,
"2015-12-28T16:45:00.000","DOT-284722-D2X6",,,,"Street or Sidewalk Condition",,,,,,,,,,,,,"Street or Sidewalk","Exact Address","Queens","117-43","220 Street","LINDEN BOULEVARD","118 AVENUE",,,,,,,,,,"40.6983328611","-73.7384030968",,"13",,"1056212","192383",,,,"Resolved","Responded via Phone Call’","2016-01-07T10:24:53.000",,,
"2019-08-08T22:52:14.000","DOT-427465-Z3T3",,,,"Speed Hump","Study",,,,,,,,,,,,"Street or Sidewalk","Multiple Block - Stretch","Brooklyn",,"23rd Street","4th Ave","5th Ave",,,,,,,,,,"40.661592","-73.996846",,"07",,"985125","180312",,,,"Resolved","Denied","2020-06-26T00:20:35.000",,,
"2020-06-24T06:23:06.000","DOT-461361-H4K1",,,,"Street Conditions","Other",,,,,,,,,,,,"Citywide Concern",,,,,,,,,,,,,,,,"40.88563","-73.866055",,"12",,"1021287","261965",,,,"Resolved","Duplicate","2020-06-24T13:00:46.000",,,
"2020-06-30T11:03:57.000","DOT-462215-G4W5",,,,"Speeding","Concern",,,,,,,,,,,,"Street or Sidewalk","Multiple Block - Stretch","Staten Island",,"Richmond Avenue","Koch Blvd","Hylan Boulevard",,,,,,,,,,"40.538336","-74.159556",,"03",,"939901","135447",,,,"Resolved","Referred","2020-06-30T14:24:30.000",,,
"2021-01-16T12:07:38.000","DOT-488080-G3H5",,,,"Open Restaurants","Respond to Restaurant Inspection",,,,,,,,,,,,"Street or Sidewalk","Exact Address","Manhattan","1291","3 Avenue","EAST   74 STREET","EAST   75 STREET",,,,,,,,,,"40.771199","-73.959532",,"08",,"995459","220248",,,,"Resolved","Compliant","2021-01-27T12:39:15.000","J.G. Melon","40367241",
"2020-06-28T21:23:26.000","DOT-461940-P4N0",,,,"Cameras","Speed",,,,,,,,,,,,"Street or Sidewalk","Intersection","Queens",,"Borden Avenue","Jay Avenue",,,,,,,,,,,"40.726263","-73.901159",,"05",,"1011646","203889",,,,"Resolved","Location Added for Consideration","2020-07-01T15:50:56.000",,,
"2021-05-19T15:37:16.000","DOT-503360-F7Q7",,,,"Signs","Other Signage",,,,,,,,,,,,"Street or Sidewalk","Multiple Block - Stretch","Manhattan",,"Rivington Street","Bowery","Chrystie",,,,,,,,,,"40.721633","-73.993528",,"03",,"986044","202187",,,,"Resolved","Denied","2021-08-05T09:27:15.000",,,
"2014-06-16T13:53:44.000","DOT-232277-K2B2",,,,"Sidewalk Violations","Removal",,,,,,,,,,,,"Street or Sidewalk","Exact Address","Queens","92-01","Springfield Boulevard","92 AVENUE","DAVENPORT AVENUE",,,,,,,,,,"40.724655","-73.738792",,"13",,"1056601","203325",,,,"Resolved","Responded via Phone Call’",,,,
"2020-06-23T13:56:45.000","DOT-461281-Q7F0",,,,"Literature Request","PPPD - City",,,,,,,,,,,,"Citywide Concern",,,,,,,,,,,,,,,,,,,,,,,,,,"Resolved","Duplicate","2020-06-23T13:57:55.000",,,
"2020-06-28T11:14:09.000","DOT-461906-B0H0",,,,"Open Streets","Other comments or concerns",,,,,,,,,,,,"Street or Sidewalk","Multiple Block - Stretch","Queens",,"Ascan","Queens Blvd","Austin Street",,,,,,,,,,"40.718369","-73.840558",,"06",,"1028448","201038",,,,"Resolved","Duplicate","2020-06-29T15:09:46.000",,,
"2020-02-18T10:19:41.000","DOT-451722-V0J7",,,,"Contracts","Article",,,,,,,,,,,,"Citywide Concern",,,,,,,,,,,,,,,,,,,,,,,,,,"Resolved","Information Provided","2020-06-23T15:39:20.000",,,
"2021-01-07T15:38:29.000","DOT-486835-F8D6",,,,"Street Lights","Repair",,,,,,,,,,,,"Street or Sidewalk","Single Block - Block Face","Queens",,"13 Street","43 Avenue","Queens Plaza South",,,,,,,,,,"40.75245","-73.945063",,"02",,"999471","213419",,,,"Active","Assigned - Researching/Inspecting",,,,
"2020-06-16T13:22:43.000","DOT-460489-N5X0",,,,"Permits","Parking Permits for People with Disabilities",,,,,,,,,,,,"Citywide Concern",,,,,,,,,,,,,,,,,,,,,,,,,,"Resolved","Information Provided","2020-06-24T10:58:16.000",,,
"2013-12-02T08:03:59.000","DOT-216734-W6J1",,,,"Street or Sidewalk Condition",,,,,,,,,,,,,"Street or Sidewalk","Exact Address","Staten Island","44","College Avenue",,,,,,,,,,,,"40.621799469","-74.1222610474",,"01",,"950312","165916",,,,"Resolved","Responded via Phone Call’",,,,
