"objectid","boroughcode","buildingnumber","streetname","pssite","plantingspaceonstreet","width","length","parkname","parkzone","crossstreet1","crossstreet2","communityboard","sanitationzone","zipcode","citycouncil","statesenate","stateassembly","congressional","physicalid","psstatus","geometry","globalid","createddate","updateddate","jurisdiction","overheadutilities","treeguard","latitude","longitude","census_tract","bin","bbl","nta","location"
"150034","Staten Island","33","EVA AVENUE","Street","1F","0.00000000","0.00000000",,,"MANILA AVENUE","MILL ROAD","503",,"10306","50","24","64","11","0095327","Populated","POINT (953236.51437522471 143423.01333351433)","E877C501-DA90-4DC9-B270-6AB49F06C2AE","2015-03-24T04:00:00.000","2017-03-06T12:29:15.000",,"0",,"40.56026","-74.111699","12806","5056401","5040580324","Oakwood-Oakwood Beach","
,  
(40.560284599093336, -74.11161476890209)"
"150035","Brooklyn","2666","MILL AVENUE","Street","MILL AVENUE","0.00000000","0.00000000",,,"56 DRIVE","EAST  57 PLACE","318",,"11234","46","19","59","8","0070717","Populated","POINT (1008421.3100002259 161024.21104185283)","6CF8B153-394E-4507-B206-9D658EB9D796","2015-03-24T04:00:00.000","2018-11-06T15:39:25.000",,"0",,"40.608642","-73.9128","70201","3243821","3086450025","Georgetown-Marine Park-Bergen Beach-Mill Basin","
,  
(40.60861765689514, -73.91294664064884)"
"150036","Staten Island","57","EVA AVENUE","Street","1F","0.00000000","0.00000000",,,"MANILA AVENUE","MILL ROAD","503",,"10306","50","24","64","11","0095327","Populated","POINT (953432.84812523425 143277.53750018775)","3D8D5AB0-FBEC-4A6C-AF23-3F026C7EDB4D","2015-03-24T04:00:00.000","2017-03-06T12:23:36.000",,"0",,"40.560016","-74.111256","12806","5056395","5040580312","Oakwood-Oakwood Beach","
,  
(40.55988598074383, -74.11090751912684)"
"150037","Brooklyn","2001","MERMAID AVENUE","Street",,"0.00000000","0.00000000",,,"WEST   21 STREET","WEST   20 STREET","313",,"11224","47","23","46","8","0042412","Empty","POINT (987770.72416689992 149286.75979185104)","A87FC185-DFAE-418D-A258-C8821B418EF4","2015-03-24T04:00:00.000","2019-01-08T20:42:18.000",,"0",,"40.576384","-73.987055","326","3393791","3070180042","Seagate-Coney Island","
,  
(40.57643297626581, -73.98732616767961)"
"150038","Brooklyn","2025","MERMAID AVENUE","Street",,"0.00000000","0.00000000",,,"WEST   21 STREET","WEST   20 STREET","313",,"11224","47","23","46","8","0042412","Empty","POINT (987733.18062523007 149279.59833352268)","A518FF2E-0387-469D-A3B5-CEC345295B53","2015-03-24T04:00:00.000","2019-01-08T20:42:01.000",,"0",,"40.576363","-73.987235","326","3188983","3070180051","Seagate-Coney Island","
,  
(40.57641333430026, -73.987461319857)"
"150039","Staten Island","64","ROBERTS DRIVE","Street","1F","0.00000000","0.00000000",,,"MANILA AVENUE","MILL ROAD","503",,"10306","50","24","64","11","0095882","Populated","POINT (953371.41854189336 142965.25375019014)","F851FC19-5BDC-4885-AF85-130340986AEF","2015-03-24T04:00:00.000","2017-03-06T12:15:03.000",,"0",,"40.559067","-74.111078","12806","5057154","5041300424","Oakwood-Oakwood Beach","
,  
(40.55902860893178, -74.1111271713984)"
"150040","Staten Island","61","ROBERTS DRIVE","Street","1F","0.00000000","0.00000000",,,"MANILA AVENUE","MILL ROAD","503",,"10306","50","24","64","11","0095882","Populated","POINT (953379.44791689515 143011.04354184866)","4E31F687-4042-44E0-94E4-25FCA27FF0DC","2015-03-24T04:00:00.000","2017-03-06T12:12:48.000",,"0",,"40.55916","-74.111204","12806","5056428","5040580420","Oakwood-Oakwood Beach","
,  
(40.55915432095789, -74.11109848396951)"
"150041","Staten Island","57","ROBERTS DRIVE","Street",,"0.00000000","0.00000000",,,"MANILA AVENUE","MILL ROAD","503",,"10306","50","24","64","11","0095882","Populated","POINT (953348.19791689515 143033.61312519014)","DA66345A-AF54-4D0A-ACCB-159B1A738909","2015-03-24T04:00:00.000","2019-04-03T05:51:06.000",,"0",,"40.559396","-74.11163","12806","5056429","5040580422","Oakwood-Oakwood Beach","
,  
(40.55921616123038, -74.11121105102922)"
"150042","Brooklyn","1925","HARING STREET","Street","HARING STREET","0.00000000","0.00000000",,,"AVENUE T","AVENUE S","315",,"11229","46","22","41","9","0073262","Populated","POINT (1000473.9591668993 159513.01833350956)","96169E06-3386-468A-A2C1-42DB23F9FD68","2015-03-24T04:00:00.000","2019-04-02T14:42:23.000","DPR","1","None","40.604414","-73.941612","566","3197734","3073100067","Madison","
,  
(40.60448785729063, -73.94157277134244)"
"150043","Staten Island","40","ROBERTS DRIVE","Street","1F","0.00000000","0.00000000",,,"MANILA AVENUE","MILL ROAD","503",,"10306","50","24","64","11","0095882","Populated","POINT (953170.4656252265 143121.28750018775)","6899CB9B-FADE-40FB-8E0C-A1505C3F917C","2015-03-24T04:00:00.000","2017-03-06T12:10:09.000",,"0",,"40.559563","-74.111965","12806","5057159","5041300434","Oakwood-Oakwood Beach","
,  
(40.55945618919628, -74.11185108566238)"
"150044","Brooklyn","9125","SCHENCK STREET","Street",,"0.00000000","0.00000000",,,"EAST   92 STREET","BEND","318",,"11236","46","19","59","8","0090356","Populated","POINT (1014867.7847919017 168574.2114585191)","8457C229-A119-4731-8975-3CC08E1C1B3F","2015-03-24T04:00:00.000","2016-10-24T16:24:16.000",,"0",,"40.629093","-73.889951","1028","3235079","3083220014","Canarsie","
,  
(40.629320892818185, -73.88969534044651)"
"150045","Staten Island","32","ROBERTS DRIVE","Street",,"0.00000000","0.00000000",,,"MANILA AVENUE","MILL ROAD","503",,"10306","50","24","64","11","0095882","Empty","POINT (953091.00020855665 143180.66416685283)","7BAAF60E-736F-49B7-95A9-99CB3851993C","2015-03-24T04:00:00.000",,,"0",,"40.559664","-74.112152","12806","5057161","5041300439","Oakwood-Oakwood Beach","
,  
(40.55961888772163, -74.11213734430497)"
"150046","Brooklyn","2565","HARWAY AVENUE","Street",,"0.00000000","0.00000000",,,"26 AVENUE","BAY  41 STREET","311",,"11214","47","23","47","10","0055226","Populated","POINT (986857.57229189575 154833.52416685224)","AFEFBAAA-1E27-4FDC-813F-D26079834765","2015-03-24T04:00:00.000","2017-11-28T09:17:57.000",,"0",,"40.59172","-73.990822","304","3186713","3068960003","Bensonhurst East","
,  
(40.591658059247656, -73.99061117336264)"
"150047","Staten Island","358","MILL ROAD","Street","Roberts Dr","0.00000000","0.00000000",,,"ROBERTS DRIVE","EVA AVENUE","503",,"10306","50","24","64","11","0063116","Populated","POINT (952913.157083556 143353.13458351791)","F7DF270A-3858-478A-A0E8-DE971B08DC7F","2015-03-24T04:00:00.000","2021-08-12T13:45:21.000",,"0",,"40.560283","-74.113027","12806","5056443","5040580451","Oakwood-Oakwood Beach","
,  
(40.56009165874134, -74.11277817789716)"
"150048","Staten Island","358","MILL ROAD","Street","Roberts Dr","0.00000000","0.00000000",,,"ROBERTS DRIVE","EVA AVENUE","503",,"10306","50","24","64","11","0063116","Populated","POINT (952887.14562523365 143372.69791685045)","3316F7CC-CAB0-4489-AA83-1586A881E731","2015-03-24T04:00:00.000","2021-08-12T13:48:52.000",,"0",,"40.560283","-74.113027","12806","5056443","5040580451","Oakwood-Oakwood Beach","
,  
(40.56014526432117, -74.11287188116349)"
"150049","Staten Island","367","PETER AVENUE","Street",,"0.00000000","0.00000000",,,"MILL ROAD","FALCON AVENUE","503",,"10306","50","24","64","11","0035070","Populated","POINT (952633.67979189754 143503.01416684687)","8F4991D6-286E-4739-A6B9-2ECFC71867C6","2015-03-24T04:00:00.000","2016-10-13T15:33:38.000",,"0",,"40.560669","-74.114133","12806","5055470","5040070187","Oakwood-Oakwood Beach","
,  
(40.560502056951634, -74.113784688377)"
"150050","Staten Island","351","PETER AVENUE","Street",,"0.00000000","0.00000000",,,"MILL ROAD","FALCON AVENUE","503",,"10306","50","24","64","11","0035070","Populated","POINT (952504.77354189754 143606.31270851195)","D5E12977-EF23-4064-ADF5-92A096E04F89","2015-03-24T04:00:00.000","2016-10-13T15:32:50.000",,"0",,"40.560856","-74.114443","12806","5055466","5040070179","Oakwood-Oakwood Beach","
,  
(40.56078513076691, -74.11424909633844)"
"150051","Manhattan","239","EAST  5 STREET","Street",,"0.00000000","0.00000000",,,"2 AVENUE","COOPER SQUARE","103",,"10003","2","27","66","12","0103267","Populated","POINT (987251.702291891 204117.07208351791)","61A94C1D-E21C-49E1-8AA4-94976E9AFA82","2015-03-24T04:00:00.000","2019-08-13T16:20:54.000",,"0",,"40.727323","-73.990251","38","1006629","1004610035","East Village","
,  
(40.726930397461224, -73.98917012997482)"
"150052","Staten Island","339","PETER AVENUE","Street",,"0.00000000","0.00000000",,,"MILL ROAD","FALCON AVENUE","503",,"10306","50","24","64","11","0035070","Populated","POINT (952405.16416689754 143684.65479184687)","D43C6366-B060-4F6D-9531-345906421EE1","2015-03-24T04:00:00.000","2016-10-13T15:32:08.000",,"0",,"40.560995","-74.114677","12806","5055463","5040070172","Oakwood-Oakwood Beach","
,  
(40.56099980734773, -74.11460795276481)"
"150053","Manhattan","121","WEST 105 STREET","Street","W 105 ST","0.00000000","0.00000000",,,"AMSTERDAM AVENUE","COLUMBUS AVENUE","107",,"10025","7","30","69","13","0023429","Empty","POINT (994155.70416688919 230366.84875018895)","43789CB9-1A12-4FBA-AFC6-1B9406CCE39B","2015-03-24T04:00:00.000","2017-08-10T14:17:53.000",,"0",,"40.798818","-73.963936","189","1081585","1018600020","Upper West Side","
,  
(40.79897422753353, -73.9642224369138)"
"150054","Queens","139-058","228 STREET","Street",,"0.00000000","0.00000000",,,"141 AVENUE","139 AVENUE","413",,"11413","31","14","29","5",,"Populated","POINT (1054325.0920835584 182961.99833351374)","B099B4D0-4A3E-49B5-8684-0BE7BAD84C49","2015-03-24T04:00:00.000",,,"0",,"40.668791","-73.747115","650","4282497","4131540001","Laurelton","
,  
(40.66858783355738, -73.74739621331273)"
"150055","Brooklyn","215","CORBIN PLACE","Street",,"0.00000000","0.00000000",,,"ESPLANADE","ORIENTAL BOULEVARD","315",,"11235","48","23","45","8","0046690","Populated","POINT (997117.96520856023 149261.83854185045)","81613F5F-64C4-4ED0-BCA8-260377348CE8","2015-03-24T04:00:00.000",,,"0",,"40.576376","-73.95375","61002","3245781","3087240224","Brighton Beach","
,  
(40.57635593272462, -73.95367820807833)"
"150056","Bronx","3359","PALMER AVENUE","Street","PALMER AVENUE","0.00000000","0.00000000",,,"TILLOTSON AVENUE","GIVAN AVENUE","212",,"10475","12","36","83","16","0095045","Populated","POINT (1029688.2587502301 259713.19208352268)","9B021F4D-38E3-432D-8588-59F860683C64","2015-03-24T04:00:00.000","2019-05-31T16:42:00.000",,"0",,"40.878981","-73.835345","46202","2072393","2052270007","Co-op City","
,  
(40.87940998393788, -73.8356868140122)"
"150057","Staten Island","134","LIVERMORE AVENUE","Street","1f","0.00000000","0.00000000",,,"GARRISON AVENUE","MAINE AVENUE","501",,"10314","50","24","61","11","0061902","Populated","POINT (945985.17729189992 165495.76354184747)","748405C2-D6D4-4928-B4B0-E1358F50C224","2015-03-24T04:00:00.000","2021-08-25T18:02:30.000",,"0",,"40.620812","-74.137783","201","5011750","5004160017","Westerleigh","
,  
(40.620841477950755, -74.13783664295862)"
"150058","Staten Island","287","BANCROFT AVENUE","Street","1f","0.00000000","0.00000000",,,"BEND","CLAWSON STREET","502",,"10306","50","24","60","13",,"Empty","POINT (954704.75916689634 148677.33916684985)","4062F6A9-7EF0-47A4-8549-FB30C7839AC9","2015-03-24T04:00:00.000","2018-03-28T10:28:15.000",,"0",,"40.574703","-74.106432","122","5052213","5036160012","New Dorp-Midland Beach","
,  
(40.57471170524729, -74.10635365099724)"
"150059","Queens","78-46","64 STREET","Street",,"0.00000000","0.00000000",,,"80 AVENUE","78 AVENUE","405",,"11385","30","12","38","6","0032610","Populated","POINT (1014400.3112502247 192820.35458351672)","B58A680E-2C2C-439C-A6A5-0ECD05C04E4F","2015-03-24T04:00:00.000","2020-01-30T18:11:57.000",,"0",,"40.696877","-73.891602","567","4090753","4037160040","Glendale","
,  
(40.69587274371955, -73.8912710526004)"
"150060","Staten Island","266","KINGSLEY AVENUE","Street",,"0.00000000","0.00000000",,,"JEWETT AVENUE","NEW YORK PLACE","501",,"10314","50","24","61","11","0116118","Empty","POINT (948287.16125023365 165837.10708351433)","D4C8323D-2C5A-43B7-BD0A-6FBB208ABF23","2015-03-24T04:00:00.000","2020-04-14T21:05:10.000",,"0",,"40.621824","-74.129608","151","5010012","5003580036","Westerleigh","
,  
(40.621788036979005, -74.1295463214557)"
"150061","Queens","24-12","21 AVENUE","Street","21 AVENUE","0.00000000","0.00000000",,,"21 AV","CRESCENT ST","401",,"11105","22","12","36","14","27853","Populated","POINT (1008469.014791891 223741.51645851135)","AD959B8B-D2D6-43BC-A1D5-685D16865A17","2015-03-24T04:00:00.000","2020-06-18T11:54:09.000",,"0",,"40.780969","-73.912744","103","4019021","4008690133","Steinway","
,  
(40.78076184118847, -73.91254933181294)"
"150062","Staten Island","368","PETER AVENUE","Street",,"0.00000000","0.00000000",,,"MILL ROAD","FALCON AVENUE","503",,"10306","50","24","64","11","0035070","Populated","POINT (952608.18812522292 143478.83333352208)","6245D240-0D82-4C3F-8D5B-6F716919EBC3","2015-03-24T04:00:00.000",,,"0",,"40.560634","-74.114108","12806","5055449","5040070143","Oakwood-Oakwood Beach","
,  
(40.56043559435462, -74.11387631767592)"
"150063","Staten Island","364","PETER AVENUE","Street",,"0.00000000","0.00000000",,,"MILL ROAD","FALCON AVENUE","503",,"10306","50","24","64","11","0035070","Populated","POINT (952577.60187523067 143503.61541685462)","A471B338-6388-4588-B652-706AB91724F8","2015-03-24T04:00:00.000",,,"0",,"40.56068","-74.114187","12806","5055450","5040070145","Oakwood-Oakwood Beach","
,  
(40.560503507149576, -74.11398651104506)"
"150064","Staten Island","364","PETER AVENUE","Street",,"0.00000000","0.00000000",,,"MILL ROAD","FALCON AVENUE","503",,"10306","50","24","64","11","0035070","Populated","POINT (952565.59375022352 143513.56416684389)","91AFE53A-68DA-442C-A7D5-6071ED8AA72A","2015-03-24T04:00:00.000",,,"0",,"40.56068","-74.114187","12806","5055450","5040070145","Oakwood-Oakwood Beach","
,  
(40.5605307716309, -74.11402977391823)"
"150066","Staten Island","334","PETER AVENUE","Street",,"0.00000000","0.00000000",,,"MILL ROAD","FALCON AVENUE","503",,"10306","50","24","64","11","0035070","Populated","POINT (952355.62645855546 143679.03083351254)","CFE48652-39C0-48A5-8F79-C29B396CE6E6","2015-03-24T04:00:00.000",,,"0",,"40.561028","-74.114767","12806","5055457","5040070159","Oakwood-Oakwood Beach","
,  
(40.560984192642735, -74.11478620974388)"
"150067","Staten Island","327","PETER AVENUE","Street",,"0.00000000","0.00000000",,,"MILL ROAD","FALCON AVENUE","503",,"10306","50","24","64","11","0035070","Populated","POINT (952309.02708356082 143761.91166685522)","F4397DB2-8560-4E36-8425-CC5D4CBB8249","2015-03-24T04:00:00.000","2016-10-13T15:31:05.000",,"0",,"40.561132","-74.114911","12806","5055460","5040070166","Oakwood-Oakwood Beach","
,  
(40.56121151662626, -74.11495430974429)"
"150068","Staten Island","326","PETER AVENUE","Street",,"0.00000000","0.00000000",,,"MILL ROAD","FALCON AVENUE","503",,"10306","50","24","64","11","0035070","Populated","POINT (952293.23708356917 143728.36520852149)","7B3575A7-AC2C-42F2-BF04-339F45990288","2015-03-24T04:00:00.000","2019-07-18T15:53:26.000",,"0",,"40.561122","-74.114922","12806","5055459","5040070163","Oakwood-Oakwood Beach","
,  
(40.561119381255644, -74.1150109787544)"
"150422","Staten Island","15","NEWBERRY AVENUE","Street",,"0.00000000","0.00000000",,,"BANK PLACE","RICHMOND ROAD","502",,"10304","50","24","63","11","0098227","Empty","POINT (957767.45458355546 156348.90750017762)","7F549925-2D28-4D82-96ED-796AAD07B05F","2015-03-24T04:00:00.000","2015-03-24T04:00:00.000",,"0",,"40.595647","-74.095252","9601","5048377","5032890094","Old Town-Dongan Hills-South Beach","
,  
(40.5957783005097, -74.09535897420095)"
"150423","Staten Island","176","RYE AVENUE","Street",,"0.00000000","0.00000000",,,"ANNADALE ROAD","PETRUS AVENUE","503",,"10312","51","24","62","11","0085507","Populated","POINT (935713.85312522948 138381.8466668427)","DE616A7B-E3A4-4719-8962-1E01799CFDB0","2015-03-24T04:00:00.000","2020-11-17T14:38:58.000",,"0",,"40.546622","-74.17494","17011","5074983","5056210047","Annadale-Huguenot-Prince's Bay-Eltingville","
,  
(40.54636899085996, -74.17464095632427)"
"150424","Staten Island","5728","AMBOY ROAD","Street",,"0.00000000","0.00000000",,,"HAYNES STREET","QUEENSDALE STREET","503",,"10309","51","24","62","11","0015998","Empty","POINT (928768.4656252265 131596.32354184985)","74BA4F4C-9283-47FE-A143-2257900DDB3A","2015-03-24T04:00:00.000",,,"0",,"40.52798","-74.199622","198","5146219","5066540006","Annadale-Huguenot-Prince's Bay-Eltingville","
,  
(40.527703323127525, -74.19957588349249)"
"150425","Staten Island","205","FAIRBANKS AVENUE","Street",,"0.00000000","0.00000000",,,"HYLAN BOULEVARD","PLATT STREET","503",,"10306","50","24","64","11","0076822","Empty","POINT (948817.62458355725 143104.65750017762)","E0B42B3A-CB36-48FE-823A-14170A7902AD","2015-03-24T04:00:00.000","2015-07-30T13:10:00.000",,"0",,"40.559234","-74.127381","13204","5063392","5047130031","Oakwood-Oakwood Beach","
,  
(40.55939421899253, -74.12751627025123)"
"150426","Staten Island","28","SCRANTON AVENUE","Street","1F","0.00000000","0.00000000",,,"WAINWRIGHT AVENUE","RICHMOND AVENUE","503",,"10312","51","24","62","11","0085511","Empty","POINT (937177.46854189038 140870.93750017881)","44EC7C21-3C35-4C19-85FC-0766701801C4","2015-03-24T04:00:00.000","2017-12-11T14:21:50.000",,"0",,"40.553298","-74.169207","17012","5074442","5056060042","Annadale-Huguenot-Prince's Bay-Eltingville","
,  
(40.55320894760091, -74.16939196218948)"
"150427","Staten Island","10","ALLEN PLACE","Street","1F","0.00000000","0.00000000",,,"HYLAN BOULEVARD","KINGHORN STREET","503",,"10312","51","24","62","11","0096609","Populated","POINT (937213.092916891 131722.16625018418)","77060611-BE34-47E4-B032-6A7489B01398","2015-03-24T04:00:00.000","2017-07-03T12:21:40.000",,"0",,"40.527949","-74.169045","176","5082034","5064020039","Annadale-Huguenot-Prince's Bay-Eltingville","
,  
(40.52809752780021, -74.16920017576186)"
"150428","Queens","254-08","73 ROAD","Street",,"0.00000000","0.00000000",,,"73 AVENUE","LITTLE NECK PARKWAY","413",,"11004","23","11","24","3","0033439","Empty","POINT (1062042.1000002325 212409.91520851851)","2BA0E496-597D-4304-B8A7-F1C5A2688621","2015-03-24T04:00:00.000",,,"0",,"40.749398","-73.719531","155102","4460798","4084400001","Glen Oaks-Floral Park-New Hyde Park","
,  
(40.74935052518825, -73.71923821059639)"
"150429","Staten Island","342","MILL ROAD","Street","Eva Ave","0.00000000","0.00000000",,,"ROBERTS DRIVE","EVA AVENUE","503",,"10306","50","24","64","11","0063116","Populated","POINT (952979.81687523425 143559.98041684926)","88113D0F-311B-46A2-8794-890EE2615E27","2015-03-24T04:00:00.000","2021-08-13T12:34:39.000",,"0",,"40.560522","-74.112862","12806","5056300","5040580001","Oakwood-Oakwood Beach","
,  
(40.5606596455559, -74.11253923258633)"
"150430","Staten Island","11","EVA AVENUE","Street","1F","0.00000000","0.00000000",,,"MANILA AVENUE","MILL ROAD","503",,"10306","50","24","64","11","0095327","Populated","POINT (953053.81875023246 143553.46979184449)","9EFBA137-1C8C-4400-9AA1-C3B5CF625BF2","2015-03-24T04:00:00.000","2017-03-06T12:59:16.000",,"0",,"40.560485","-74.112106","12806","5056406","5040580334","Oakwood-Oakwood Beach","
,  
(40.56064203580713, -74.11227287520187)"
"150431","Staten Island","26","EVA AVENUE","Street","1F","0.00000000","0.00000000",,,"MANILA AVENUE","MILL ROAD","503",,"10306","50","24","64","11","0095327","Populated","POINT (953149.73875023425 143435.41416685283)","A6FB6971-5D2C-4AE1-A80D-31D18E3F8317","2015-03-24T04:00:00.000","2017-03-06T12:30:00.000",,"0",,"40.560323","-74.111851","12806","5056412","5040580348","Oakwood-Oakwood Beach","
,  
(40.560318333052486, -74.11192712332331)"
"150432","Staten Island","41","EVA AVENUE","Street",,"0.00000000","0.00000000",,,"MANILA AVENUE","MILL ROAD","503",,"10306","50","24","64","11","0095327","Populated","POINT (953286.48291689157 143387.69125019014)","75A23AD7-B4B8-48FA-9B2C-D91D2EA1B4F1","2015-03-24T04:00:00.000","2017-03-06T12:28:19.000",,"0",,"40.560178","-74.111552","12806","5056399","5040580320","Oakwood-Oakwood Beach","
,  
(40.56018782147408, -74.11143477505715)"
"150433","Staten Island","44","EVA AVENUE","Street","1F","0.00000000","0.00000000",,,"MANILA AVENUE","MILL ROAD","503",,"10306","50","24","64","11","0095327","Populated","POINT (953286.02354189754 143334.28583352268)","6B7B1E59-69C4-4A25-BD58-630C34FA3C32","2015-03-24T04:00:00.000","2017-03-06T12:26:15.000",,"0",,"40.560137","-74.111512","12806","5056416","5040580356","Oakwood-Oakwood Beach","
,  
(40.56004123240382, -74.11143618379556)"
"150434","Staten Island","49","EVA AVENUE","Street","2F","0.00000000","0.00000000",,,"MANILA AVENUE","MILL ROAD","503",,"10306","50","24","64","11","0095327","Populated","POINT (953380.48416689038 143312.91187518835)","DF9701E9-18DD-454D-960B-0BEA2D888AD3","2015-03-24T04:00:00.000","2017-03-06T12:24:46.000",,"0",,"40.560098","-74.111404","12806","5056397","5040580316","Oakwood-Oakwood Beach","
,  
(40.559982894383914, -74.11109613247622)"
"150435","Brooklyn","2004","MERMAID AVENUE","Street",,"0.00000000","0.00000000",,,"WEST   21 STREET","WEST   20 STREET","313",,"11224","47","23","46","8","0042412","Empty","POINT (987808.05041690171 149292.83625018597)","5F061562-99F8-4DE7-B64C-3F4B9F2F34E6","2015-03-24T04:00:00.000","2019-01-08T20:42:40.000",,"0",,"40.576363","-73.98708","326","3189555","3070590011","Seagate-Coney Island","
,  
(40.57644964004778, -73.98719179819622)"
"150436","Staten Island","33","ROBERTS DRIVE","Street","1F","0.00000000","0.00000000",,,"MANILA AVENUE","MILL ROAD","503",,"10306","50","24","64","11","0095882","Populated","POINT (953135.52229189873 143195.378541857)","F02700BC-A4E6-4128-AD13-2B8BD58075F5","2015-03-24T04:00:00.000","2017-03-06T12:07:10.000",,"0",,"40.55968","-74.112145","12806","5056435","5040580434","Oakwood-Oakwood Beach","
,  
(40.55965943214422, -74.11197718276206)"
"150437","Staten Island","22","ROBERTS DRIVE","Street","1F","0.00000000","0.00000000",,,"MANILA AVENUE","MILL ROAD","503",,"10306","50","24","64","11","0095882","Empty","POINT (953024.43687522411 143230.83270852268)","BFBDE8BA-781F-4FB6-B3F3-8145AC2D0A15","2015-03-24T04:00:00.000","2021-08-12T14:05:03.000",,"0",,"40.559793","-74.112382","12806","5057165","5041300447","Oakwood-Oakwood Beach","
,  
(40.55975635646246, -74.11237712878145)"
"150438","Brooklyn","705","AVENUE P","Street",,"0.00000000","0.00000000",,,"EAST  8 STREET","EAST  7 STREET","312",,"11223","44","22","45","10","0039759","Populated","POINT (993680.35479189456 161395.04291684926)","A27E86A9-A176-40F5-8DE7-085FEAF34247","2015-03-24T04:00:00.000","2021-12-10T18:17:27.000",,"0",,"40.609587","-73.966109","442","3175061","3066140058","Ocean Parkway South","
,  
(40.60966346293265, -73.9660358991549)"
"150439","Staten Island","14","ROBERTS DRIVE","Street","1F","0.00000000","0.00000000",,,"MANILA AVENUE","MILL ROAD","503",,"10306","50","24","64","11","0095882","Populated","POINT (952921.24437522888 143302.53666685522)","0650540B-0FAB-4377-8011-A55802C4D6C4","2015-03-24T04:00:00.000","2017-03-06T12:00:01.000",,"0",,"40.559894","-74.11257","12806","5057168","5041300454","Oakwood-Oakwood Beach","
,  
(40.559952805892806, -74.11274883818987)"
"150440","Brooklyn","798","NEW JERSEY AVENUE","Street","NEW JERSEY AV","22.00000000","0.00000000",,,"LINDEN BOULEVARD","HEGEMAN AVENUE","305",,"11207","42","19","60","8","0071962","Empty","POINT (1014614.5825002342 179684.87166684866)","D7DBF962-064B-4928-B52A-B78DD1B58CDC","2015-03-24T04:00:00.000","2018-10-01T15:26:17.000",,"0",,"40.659885","-73.890549","1104","3097311","3043230014","East New York","
,  
(40.659818108863696, -73.89055752475454)"
"150441","Staten Island","370","MILL ROAD","Street","Roberts Dr","0.00000000","0.00000000",,,"BEND","PETER AVENUE","503",,"10306","50","24","64","11","0063114","Populated","POINT (952885.3093752265 143327.28458352387)","AFDA6DED-F885-4939-92B2-20FF3AE471C7","2015-03-24T04:00:00.000","2021-08-12T13:55:53.000",,"0",,"40.55988","-74.113199","12806","5057126","5041300306","Oakwood-Oakwood Beach","
,  
(40.56002060707468, -74.11287827903519)"
"150442","Staten Island","9","ROBERTS DRIVE","Street","1F","0.00000000","0.00000000",,,"MANILA AVENUE","MILL ROAD","503",,"10306","50","24","64","11","0095882","Populated","POINT (952956.48791690171 143324.41166685522)","92786116-966F-4ECC-93BE-1F941A964D6A","2015-03-24T04:00:00.000","2017-03-06T11:59:28.000",,"0",,"40.559968","-74.112663","12806","5056442","5040580445","Oakwood-Oakwood Beach","
,  
(40.560012972949025, -74.11262210181177)"
"150443","Manhattan","19","PERRY STREET","Street","PERRY ST","0.00000000","0.00000000",,,"WEST    4 STREET","WAVERLY PLACE","102",,"10014","3","27","66","10","0000810","Populated","POINT (983718.99333356321 207339.22604185343)","23224FE7-9325-4649-8D12-915BB899D8FA","2015-03-24T04:00:00.000","2019-06-20T12:12:03.000",,"0",,"40.735711","-74.002179","73","1010920","1006130029","West Village","
,  
(40.7357749136091, -74.00191607825964)"
"150444","Staten Island","373","MILL ROAD","Street",,"0.00000000","0.00000000",,,"BEND","PETER AVENUE","503",,"10306","50","24","64","11","0063114","Empty","POINT (952755.99895855784 143334.620625183)","525EF244-5EE1-4216-9ECF-B0284334C23C","2015-03-24T04:00:00.000","2018-04-19T13:17:33.000",,"0",,"40.559786","-74.113203","12806","5055445","5040070133","Oakwood-Oakwood Beach","
,  
(40.560040284769386, -74.11334368749971)"
"150445","Staten Island","371","PETER AVENUE","Street",,"0.00000000","0.00000000",,,"MILL ROAD","FALCON AVENUE","503",,"10306","50","24","64","11","0035070","Populated","POINT (952672.74229189754 143471.98104184866)","87B0B8DB-D1B2-42C5-ADE7-43E85808F7BE","2015-03-24T04:00:00.000","2016-10-13T15:34:04.000",,"0",,"40.560623","-74.114057","12806","5055471","5040070189","Oakwood-Oakwood Beach","
,  
(40.560417016259976, -74.11364396072682)"
"150446","Staten Island","363","PETER AVENUE","Street",,"0.00000000","0.00000000",,,"MILL ROAD","FALCON AVENUE","503",,"10306","50","24","64","11","0035070","Populated","POINT (952604.81687523425 143527.10270851851)","BC21FFAE-21A9-4200-82B2-733AA04DDFE5","2015-03-24T04:00:00.000","2017-07-19T08:33:18.000",,"0",,"40.560716","-74.114212","12806","5055469","5040070185","Oakwood-Oakwood Beach","
,  
(40.560568072347586, -74.11388867637493)"
"150447","Staten Island","331","PETER AVENUE","Street",,"0.00000000","0.00000000",,,"MILL ROAD","FALCON AVENUE","503",,"10306","50","24","64","11","0035070","Populated","POINT (952342.66416689754 143735.21895851195)","1CC3AB7E-EB51-42C7-B157-FD320529FA30","2015-03-24T04:00:00.000","2016-10-13T15:30:48.000",,"0",,"40.561086","-74.114832","12806","5055461","5040070168","Oakwood-Oakwood Beach","
,  
(40.561138371449324, -74.11483312540342)"
