"lpc","landmark_name","street","street_name","boro","block","lot","vio_date","wl_date","nov_date","violation_class","rescinded","rescended_date","latitude","longitude","community_board","community_district","bin","nta","postcode"
"VIO-15-0011","Bedford Stuyvesant/Expanded Stuyvesant Heights - Historic District","382","Macon Street","BROOKLYN","1669","31","2014-07-08T00:00:00.000","2014-07-08T00:00:00.000","2014-09-05T00:00:00.000","Installation of exhaust duct in areaway without permit(s).","Rescinded","2014-10-06T00:00:00.000","40.6826589379756","-73.93583265843928","BK-3","36","3046744","Stuyvesant Heights","11233"
"VIO-15-0012","Crown Heights North - Historic District","1156","Dean Street","BROOKLYN","1212","24","2014-07-08T00:00:00.000","2014-07-08T00:00:00.000","2014-09-10T00:00:00.000","Painting base of building without permit(s).","Active",,"40.67694366645024","-73.95129007012825","BK-8","36","3030313","Crown Heights North","11216"
"VIO-15-0013","Crown Heights North - Historic District","1156","Dean Street","BROOKLYN","1212","24","2014-07-08T00:00:00.000","2014-07-08T00:00:00.000","2019-12-24T00:00:00.000","Installation of security cameras, conduits and light fixtures without permit(s).","Active",,"40.67694366645024","-73.95129007012825","BK-8","36","3030313","Crown Heights North","11216"
"VIO-15-0014","Bedford Stuyvesant/Expanded Stuyvesant Heights - Historic District","317","Decatur Street","BROOKLYN","1676","76","2014-07-08T00:00:00.000","2014-07-08T00:00:00.000",,"Installation of bracket sign without permit(s).","Rescinded","2014-08-19T00:00:00.000","40.68174756016806","-73.93089765251383","BK-3","36","3047191","Crown Heights North","11233"
"VIO-15-0015","Crown Heights North - Historic District","1201","Bergen Street","BROOKLYN","1214","65","2014-07-08T00:00:00.000","2014-07-08T00:00:00.000","2015-09-16T00:00:00.000","Resurfacing stoop and base of building without permit(s).","Active",,"40.67587621996269","-73.94576055255575","BK-8","36","3030445","Crown Heights North","11213"
"VIO-15-0016","Crown Heights North  II - Historic District","901","Sterling Place","BROOKLYN","1241","59","2014-07-08T00:00:00.000","2014-07-08T00:00:00.000","2014-09-05T00:00:00.000","Installation of exhaust vent at areaway without permit(s).","Active",,"40.67245761045315","-73.9487734771075","BK-8","36","3031569","Crown Heights North","11216"
"VIO-15-0017","Clinton Hill - Historic District","103","St. James Place","BROOKLYN","1964","24","2014-07-09T00:00:00.000","2014-07-09T00:00:00.000",,"Ongoing resetting of bluestone sidewalk without permit(s).","Rescinded","2014-07-14T00:00:00.000","40.68620382184529","-73.96432875102369","BK-2","35","3056130","Clinton Hill","11238"
"VIO-15-0018","Clinton Hill - Historic District","103","St. James Place","BROOKLYN","1964","24","2014-07-09T00:00:00.000","2014-07-09T00:00:00.000",,"Replacement of areaway paving without permit(s).","Rescinded","2014-09-08T00:00:00.000","40.68620382184529","-73.96432875102369","BK-2","35","3056130","Clinton Hill","11238"
"VIO-15-0019","Clinton Hill - Historic District","103","St. James Place","BROOKLYN","1964","24","2014-07-09T00:00:00.000","2014-07-09T00:00:00.000",,"Installation of garbage enclosure and light fixture without permit(s).","Rescinded","2014-10-22T00:00:00.000","40.68620382184529","-73.96432875102369","BK-2","35","3056130","Clinton Hill","11238"
"VIO-15-0021","Clinton Hill - Historic District","219","Clinton Avenue","BROOKLYN","1916","32","2014-07-11T00:00:00.000","2014-07-14T00:00:00.000","2015-09-16T00:00:00.000","Replacement of parlor floor entrance transom window without permit(s).","Active",,"40.69107148714547","-73.96839007433758","BK-2","35","3055036","Clinton Hill","11205"
"VIO-15-0022","Upper West Side/Central Park West - Historic District","351","Columbus Avenue","MANHATTAN","1129","64","2014-07-14T00:00:00.000","2014-07-14T00:00:00.000","2015-09-16T00:00:00.000","Alterations to awnings at northernmost Columbus Avenue storefront without permit(s).","Rescinded","2017-12-19T00:00:00.000","40.78027519687466","-73.97668867599748","MN-7","06","1028823","Upper West Side","10024"
"VIO-15-0023","Crown Heights North  II - Historic District","555","Eastern Parkway","BROOKLYN","1262","63","2014-07-14T00:00:00.000","2014-07-14T00:00:00.000","2015-09-16T00:00:00.000","Removal of ironwork and alteration to areaway wall without permit(s).","Rescinded","2017-08-18T00:00:00.000","40.66982851782779","-73.94968751610905","BK-8","35","3032711","Crown Heights North","11216"
"VIO-15-0024","Crown Heights North  II - Historic District","555","Eastern Parkway","BROOKLYN","1262","63","2014-07-14T00:00:00.000","2014-07-14T00:00:00.000","2014-09-10T00:00:00.000","Alteration to basement window and installation of vent without permit(s).","Rescinded","2017-08-18T00:00:00.000","40.66982851782779","-73.94968751610905","BK-8","35","3032711","Crown Heights North","11216"
"VIO-15-0025","Hunters Point - Historic District","21-45","45th Avenue","QUEENS","78","22","2014-07-15T00:00:00.000","2014-07-15T00:00:00.000",,"Painting front facade without permit(s).","Rescinded","2014-08-08T00:00:00.000","40.74728737428123","-73.9471965438141","QN-2","26","4000644","Hunters Point-Sunnyside-West Maspeth","11101"
"VIO-15-0026","Prospect Lefferts Gardens - Historic District","126","Rutland Road","BROOKLYN","5038","9","2014-07-15T00:00:00.000","2014-07-15T00:00:00.000","2015-09-16T00:00:00.000","Ongoing stoop work without permit(s).","Active",,"40.65905237442179","-73.95603910386333","BK-9","40","3115367","Prospect Lefferts Gardens-Wingate","11225"
"VIO-15-0029","Prospect Lefferts Gardens - Historic District","138","Sterling Street","BROOKLYN","1319","14","2014-07-16T00:00:00.000","2014-07-16T00:00:00.000","2019-12-24T00:00:00.000","Instillation of security grilles at parlor floor and light fixtures at entrance without permit(s).","Active",,"40.66278806692931","-73.9561627973424","BK-9","40","3034944","Prospect Lefferts Gardens-Wingate","11225"
"VIO-15-0027","Crown Heights North  II - Historic District","852","Park Place","BROOKLYN","1241","11","2014-07-16T00:00:00.000","2014-07-16T00:00:00.000",,"Ongoing stoop work without permit(s).","Active",,"40.67336360507932","-73.94926666791703","BK-8","36","3031527","Crown Heights North","11216"
"VIO-15-0028","Prospect Lefferts Gardens - Historic District","138","Sterling Street","BROOKLYN","1319","14","2014-07-16T00:00:00.000","2014-07-16T00:00:00.000","2014-09-10T00:00:00.000","Ongoing facade work without permit(s).","Active",,"40.66278806692931","-73.9561627973424","BK-9","40","3034944","Prospect Lefferts Gardens-Wingate","11225"
"VIO-15-0031","Bedford Stuyvesant/Expanded Stuyvesant Heights - Historic District","302","Stuyvesant Avenue","BROOKLYN","1660","38","2014-07-17T00:00:00.000","2014-07-17T00:00:00.000","2015-05-01T00:00:00.000","Installation of cornice in noncompliance with CNE 15-5100 (LPC 15-2606) issued 3/17/14.","Active",,"40.68445477872952","-73.93236593693952","BK-3","36","3046079","Stuyvesant Heights","11233"
"VIO-15-0030","Bedford Stuyvesant/Expanded Stuyvesant Heights - Historic District","302","Stuyvesant Avenue","BROOKLYN","1660","38","2014-07-17T00:00:00.000","2014-07-17T00:00:00.000","2015-05-01T00:00:00.000","Facade work in noncompliance with CNE 15-5100 (LPC 15-2606) issued 3/17/14.","Active",,"40.68445477872952","-73.93236593693952","BK-3","36","3046079","Stuyvesant Heights","11233"
"VIO-15-0044","Crown Heights North - Historic District","1263","Dean Street","BROOKLYN","1207","39","2014-07-21T00:00:00.000","2014-07-22T00:00:00.000",,"Removal of window without permit(s).","Rescinded","2014-10-03T00:00:00.000","40.676758144472544","-73.94759848516695","BK-8","36","3030055","Crown Heights North","11216"
"VIO-15-0037","Prospect Lefferts Gardens - Historic District","51","Maple Street","BROOKLYN","5028","78","2014-07-21T00:00:00.000","2014-07-21T00:00:00.000","2014-09-10T00:00:00.000","Recladding projecting door surround at east facade without permit(s).","Rescinded","2015-08-05T00:00:00.000","40.66032151811035","-73.95889287885093","BK-9","40","3114702","Prospect Lefferts Gardens-Wingate","11225"
"VIO-15-0036","Prospect Lefferts Gardens - Historic District","51","Maple Street","BROOKLYN","5028","78","2014-07-21T00:00:00.000","2014-07-21T00:00:00.000","2014-09-10T00:00:00.000","Replacement of windows without permit(s).","Rescinded","2015-08-05T00:00:00.000","40.66032151811035","-73.95889287885093","BK-9","40","3114702","Prospect Lefferts Gardens-Wingate","11225"
"VIO-15-0035","Prospect Lefferts Gardens - Historic District","51","Maple Street","BROOKLYN","5028","78","2014-07-21T00:00:00.000","2014-07-21T00:00:00.000","2014-09-10T00:00:00.000","Recladding eaves and alteration to roof without permit(s).","Rescinded","2015-08-05T00:00:00.000","40.66032151811035","-73.95889287885093","BK-9","40","3114702","Prospect Lefferts Gardens-Wingate","11225"
"VIO-15-0034","Crown Heights North  II - Historic District","903","Sterling Place","BROOKLYN","1241","58","2014-07-21T00:00:00.000","2014-07-21T00:00:00.000",,"Painting facade, parlor floor door, window trim and cornice without permit(s).","Rescinded","2014-09-17T00:00:00.000","40.67245484480163","-73.94872661471051","BK-8","36","3031568","Crown Heights North","11216"
"VIO-15-0033","Crown Heights North - Historic District","1209","Bergen Street","BROOKLYN","1214","60","2014-07-21T00:00:00.000","2014-07-21T00:00:00.000","2015-02-24T00:00:00.000","Replacement of parlor floor door and alteration to door surround without permit(s).","Active",,"40.67586789711171","-73.94557309164246","BK-8","36","3030440","Crown Heights North","11213"
"VIO-15-0032","Crown Heights North - Historic District","1201","Bergen Street","BROOKLYN","1214","65","2014-07-21T00:00:00.000","2014-07-21T00:00:00.000","2015-09-16T00:00:00.000","Replacement of parlor floor door without permit(s).","Active",,"40.67587621996269","-73.94576055255575","BK-8","36","3030445","Crown Heights North","11213"
"VIO-15-0039","Prospect Lefferts Gardens - Historic District","51","Maple Street","BROOKLYN","5028","78","2014-07-21T00:00:00.000","2014-07-21T00:00:00.000","2014-09-10T00:00:00.000","Replacement of sidewalk and driveway without permit(s).","Rescinded","2015-08-05T00:00:00.000","40.66032151811035","-73.95889287885093","BK-9","40","3114702","Prospect Lefferts Gardens-Wingate","11225"
"VIO-15-0040","Prospect Lefferts Gardens - Historic District","200","Sterling Street","BROOKLYN","1319","40","2014-07-21T00:00:00.000","2014-07-21T00:00:00.000","2014-01-06T00:00:00.000","Replacement of transom windows at parlor floor without permit(s).","Rescinded","2016-08-15T00:00:00.000","40.66287809465478","-73.9547425866676","BK-9","40","3034970","Prospect Lefferts Gardens-Wingate","11225"
"VIO-15-0041","Prospect Lefferts Gardens - Historic District","200","Sterling Street","BROOKLYN","1319","40","2014-07-21T00:00:00.000","2014-07-21T00:00:00.000","2019-12-24T00:00:00.000","Installation of security grilles at parlor floor without permit(s).","Active",,"40.66287809465478","-73.9547425866676","BK-9","40","3034970","Prospect Lefferts Gardens-Wingate","11225"
"VIO-15-0042","434 Lafayette Street Building - Individual Landmark;  NoHo - Historic District","434","Lafayette Street","MANHATTAN","545","37","2014-07-21T00:00:00.000","2014-07-21T00:00:00.000","2015-09-16T00:00:00.000","Installation of signage and lighting (""Blue Man Group"") without permit(s).","Rescinded","2017-07-14T00:00:00.000","40.7291810926244","-73.99202985887786","MN-2","02","1008801","West Village","10003"
"VIO-15-0043","Crown Heights North - Historic District","1263","Dean Street","BROOKLYN","1207","39","2014-07-21T00:00:00.000","2014-07-21T00:00:00.000",,"Ongoing construction of rear yard addition without permit(s).","Rescinded","2015-04-15T00:00:00.000","40.676758144472544","-73.94759848516695","BK-8","36","3030055","Crown Heights North","11216"
"VIO-15-0038","Prospect Lefferts Gardens - Historic District","51","Maple Street","BROOKLYN","5028","78","2014-07-21T00:00:00.000","2014-07-21T00:00:00.000","2014-09-10T00:00:00.000","Installation of fence without permit(s).","Rescinded","2015-08-05T00:00:00.000","40.66032151811035","-73.95889287885093","BK-9","40","3114702","Prospect Lefferts Gardens-Wingate","11225"
"VIO-15-0049","Greenwich Village - Historic District","40","Grove Street","MANHATTAN","588","17","2014-07-22T00:00:00.000","2014-07-22T00:00:00.000","2014-09-05T00:00:00.000","Installation of duct work at areaway without permit(s).","Active",,"40.73274397285505","-74.00449223913523","MN-2","03","1010015","West Village","10014"
"VIO-15-0047","Clinton Hill - Historic District","68","Cambridge Place","BROOKLYN","1964","65","2014-07-22T00:00:00.000","2014-07-22T00:00:00.000","2014-09-05T00:00:00.000","Replacement of areaway fence without permit(s).","Active",,"40.68527298332064","-73.96318265041445","BK-2","35","3056167","Clinton Hill","11238"
"VIO-15-0048","Clinton Hill - Historic District","68","Cambridge Place","BROOKLYN","1964","65","2014-07-22T00:00:00.000","2014-07-22T00:00:00.000","2014-09-05T00:00:00.000","Installation of satellite dish without permit(s).","Active",,"40.68527298332064","-73.96318265041445","BK-2","35","3056167","Clinton Hill","11238"
"VIO-15-0059","Greenwich Village - Historic District","41","Commerce Street","MANHATTAN","584","58","2014-07-23T00:00:00.000","2014-07-23T00:00:00.000",,"Installation of HVAC equipment in noncompliance with CNE 14-1332 (LPC 13-9114) issued 2/28/13.","Rescinded","2015-05-01T00:00:00.000","40.73141546536127","-74.0055529463427","MN-2","03","1009848","West Village","10014"
"VIO-15-0050","Ladies' Mile - Historic District","867","Broadway","MANHATTAN","846","60","2014-07-23T00:00:00.000","2014-07-23T00:00:00.000","2015-09-08T00:00:00.000","Installation of louvers at windows on the Broadway facade without permit(s).","Active",,"40.73756617584053","-73.99020657076271","MN-5","02","1016138","Hudson Yards-Chelsea-Flatiron-Union Square","10003"
