"number","street","borough","block","lot","bin","saf_type","primary","x","y","geocode_status","construction_status","assignment_type","created_date","last_modified_date","postcode","latitude","longitude","community_board","council_district","census_tract","bbl","nta"
"293","WEST 4 STREET","Manhattan","614","4","1010944",,"true","983259.74621582","207655.92022705","Successfully geocoded","Completed","New/Permanent","2013-06-18T00:00:00.000","2017-05-16T00:00:00.000","10014","40.736543","-74.003619","2","3","77","1006140004","West Village                                                               "
"164","EAST 122 STREET","Manhattan","1770","48","1088850",,"true","1001317.10900878","231520.641418457","Successfully geocoded","Completed","New/Permanent","2013-06-18T00:00:00.000","2017-05-16T00:00:00.000","10035","40.802184","-73.938239","11","8","196","1017700048","East Harlem North                                                          "
"53","WEST 126 STREET","Manhattan","1724","14","1053549",,"true","999835.636596679","233666.357421875","Successfully geocoded","Completed","New/Permanent","2013-06-18T00:00:00.000","2017-05-16T00:00:00.000","10027","40.807788","-73.943403","10","9","208","1017240014","Central Harlem North-Polo Grounds                                          "
"309","WEST 49 STREET","Manhattan","1040","29","1076203",,"true","987793.017822265","216914.37902832","Successfully geocoded","Completed","New/Permanent","2013-06-18T00:00:00.000","2017-05-16T00:00:00.000","10019","40.761915","-73.987145","4","3","127","1010400029","Clinton                                                                    "
"825","8 AVENUE","Manhattan","1040","29","1076203",,"true","987988.044006347","216912.539794921","Successfully geocoded","Completed","New/Permanent","2013-06-18T00:00:00.000","2017-05-16T00:00:00.000","10019","40.762074","-73.986275","4","3","127","1010400029","Clinton                                                                    "
"182","EAST 117 STREET","Manhattan","1644","41","1088163",,"true","1000834.34838867","230291.723205566","Successfully geocoded","Completed","New/Permanent","2013-06-18T00:00:00.000","2017-05-16T00:00:00.000","10035","40.798877","-73.940141","11","8","182","1016440041","East Harlem North                                                          "
"188","EAST 93 STREET","Manhattan","1521","40","1078545",,"true","997783.057006835","224666.643798828","Successfully geocoded","Completed","Verification","2013-06-18T00:00:00.000","2017-05-16T00:00:00.000","10128","40.783443","-73.951194","8","5","15801","1015210040","Upper East Side-Carnegie Hill                                              "
"1656","3 AVENUE","Manhattan","1521","40","1078543",,"false","997801.419799804","224587.936584472","Successfully geocoded","Completed","New/Permanent","2013-06-18T00:00:00.000","2017-05-16T00:00:00.000","10128","40.783062","-73.950898","8","5","15801","1015210040","Upper East Side-Carnegie Hill                                              "
"1658","3 AVENUE","Manhattan","1521","40","1078544",,"false","997813.680419921","224610.029785156","Successfully geocoded","Completed","New/Permanent","2013-06-18T00:00:00.000","2017-05-16T00:00:00.000","10128","40.783116","-73.950859","8","5","15801","1015210040","Upper East Side-Carnegie Hill                                              "
"1660","3 AVENUE","Manhattan","1521","40","1078545",,"false","997826.268615722","224632.71520996","Successfully geocoded","Completed","New/Permanent","2013-06-18T00:00:00.000","2017-05-16T00:00:00.000","10128","40.783171","-73.950819","8","5","15801","1015210040","Upper East Side-Carnegie Hill                                              "
"2145","FREDERICK DOUGLASS BOULEVARD","Manhattan","1848","7503",,,"false","996557.0","232270.0","Successfully geocoded","Application","New/Permanent","2013-06-18T00:00:00.000","2013-06-18T00:00:00.000","10026","40.804195","-73.955546","10","9","20102","1018487503","Central Harlem South                                                       "
"261","MADISON AVENUE","Manhattan","868","25","1017231",,"false","989582.218627929","212716.937438964","Successfully geocoded","Completed","Tentative","2013-09-05T00:00:00.000","2017-05-16T00:00:00.000","10016","40.750806","-73.98073","6","4","82","1008680025","Murray Hill-Kips Bay                                                       "
"18","WEST 11 STREET","Manhattan","574","35","1009535",,"false","985378.528991699","206792.549804687","Successfully geocoded","Completed","Tentative","2013-09-05T00:00:00.000","2017-05-16T00:00:00.000","10011","40.734388","-73.995915","2","3","63","1005740035","West Village                                                               "
"21","EAST 26 STREET","Manhattan","856","7504","1089338",,"true","987856.934204101","209990.153198242","Successfully geocoded","Completed","New/Permanent","2013-09-18T00:00:00.000","2017-05-16T00:00:00.000","10010","40.743017","-73.987149","5","2","56","1008567504","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"16","EAST 27 STREET","Manhattan","856","7504","1089338",,"false","987946.519409179","210152.417419433","Successfully geocoded","Completed","New/Permanent","2013-09-18T00:00:00.000","2017-05-16T00:00:00.000","10016","40.743627","-73.98673","5","2","56","1008567504","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"285","GRAND STREET","Manhattan","306","22","1077601",,"true","986332.600036621","200723.93182373","Successfully geocoded","Completed","New/Permanent","2013-09-18T00:00:00.000","2017-05-16T00:00:00.000","10002","40.71773","-73.992493","3","1","16","1003060022","Chinatown                                                                  "
"74","GRAND STREET","Manhattan","475","60","1007084",,"false","983517.584838867","202296.476623535","Successfully geocoded","Completed","Tentative","2013-09-19T00:00:00.000","2017-05-16T00:00:00.000","10013","40.721914","-74.002785","2","1","47","1004750060","SoHo-TriBeCa-Civic Center-Little Italy                                     "
"611","WEST 177 STREET","Manhattan","2144","29","1063546",,"false","1001804.79058837","247948.711425781","Successfully geocoded","Completed","Tentative","2013-09-20T00:00:00.000","2017-05-16T00:00:00.000","10033","40.846913","-73.936039","12","10","263","1021440029","Washington Heights South                                                   "
"448","WEST 51 STREET","Manhattan","1060","154","1026707",,"false","986896.905395507","217919.718383789","Successfully geocoded","Completed","Tentative","2013-09-20T00:00:00.000","2017-05-16T00:00:00.000","10019","40.764696","-73.989899","4","3","133","1010600154","Clinton                                                                    "
"530","WEST 33 STREET","Manhattan","702","110","1088961",,"false","984206.641235351","213990.175231933","Successfully geocoded","Completed","Tentative","2013-09-23T00:00:00.000","2017-05-16T00:00:00.000","10001","40.754639","-74.001361","4","3","99","1007027501","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"111","WEST 57 STREET","Manhattan","1010","25","1023729",,"false","990398.402221679","217897.557800292","Successfully geocoded","Completed","Tentative","2013-09-24T00:00:00.000","2017-05-16T00:00:00.000","10019","40.764562","-73.977745","5","4","137","1010100025","Midtown-Midtown South                                                      "
"700","8 AVENUE","Manhattan","1016","7501","1024711",,"true","987445.619812011","215705.458435058","Successfully geocoded","Completed","Verification","2013-09-24T00:00:00.000","2017-05-16T00:00:00.000","10036","40.758663","-73.988738","5","3","119","1010167501","Midtown-Midtown South                                                      "
"275","WEST 140 STREET","Manhattan","2026","60",,,"true","999933.0","237777.0","Successfully geocoded","Application","New/Permanent","2013-09-24T00:00:00.000","2017-05-09T00:00:00.000","10030","40.819305","-73.943339","10","9","230","1020260060","Central Harlem North-Polo Grounds                                          "
"411","WEST 35 STREET","Manhattan","733","23",,,"false","985261.0","214087.0","Successfully geocoded","Application","Tentative","2013-09-27T00:00:00.000","2013-09-27T00:00:00.000","10001","40.754296","-73.996351","4","3","111","1007330023","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"145","LEXINGTON AVENUE","Manhattan","885","7502","1087927",,"false","989324.63104248","210135.560241699","Successfully geocoded","Completed","Tentative","2013-10-03T00:00:00.000","2017-05-16T00:00:00.000","10016","40.743508","-73.981819","6","2","72","1008857502","Murray Hill-Kips Bay                                                       "
"424","WEST 55 STREET","Manhattan","1064","44","1026799",,"true","987631.456420898","218707.244995117","Successfully geocoded","Completed","New/Permanent","2013-10-04T00:00:00.000","2017-05-16T00:00:00.000","10019","40.766998","-73.987592","4","3","139","1010640044","Clinton                                                                    "
"444","10 AVENUE","Manhattan","732","70","1813175",,"false","984586.0","214366.0","Successfully geocoded","Application","Tentative","2013-10-04T00:00:00.000","2013-10-04T00:00:00.000","10001","40.755062","-73.998787","4","3","111","1007320070","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"120","PARK AVENUE","Manhattan","1276","33","1035334",,"false","990227.228393554","213135.963439941","Successfully geocoded","Completed","Tentative","2013-10-07T00:00:00.000","2017-05-16T00:00:00.000","10017","40.751684","-73.978428","5","4","82","1012760033","Murray Hill-Kips Bay                                                       "
"4452","BROADWAY","Manhattan","2170","62","1064053",,"false","1002912.54058837","251333.475402832","Successfully geocoded","Completed","Tentative","2013-10-08T00:00:00.000","2017-05-16T00:00:00.000","10040","40.856531","-73.932733","12","10","279","1021700062","Washington Heights North                                                   "
"438","EAST 12 STREET","Manhattan","439","26",,,"false","989070.0","205094.0","Successfully geocoded","Application","Tentative","2013-10-08T00:00:00.000","2013-10-08T00:00:00.000","10009","40.729493","-73.982328","3","2","34","1004390026","East Village                                                               "
"68","CHARLTON STREET","Manhattan","580","11","1009747",,"false","982524.0","204220.0","Successfully geocoded","Application","Tentative","2013-10-09T00:00:00.000","2013-10-09T00:00:00.000","10014","40.727235","-74.006433","2","3","37","1005800011","SoHo-TriBeCa-Civic Center-Little Italy                                     "
"99","BANK STREET","Manhattan","624","1","1011368",,"false","982494.320983886","207621.055603027","Successfully geocoded","Completed","Tentative","2013-10-10T00:00:00.000","2017-05-16T00:00:00.000","10014","40.736458","-74.006502","2","3","79","1006240001","West Village                                                               "
"426","WEST 58 STREET","Manhattan","1067","7502","1026892",,"true","988076.068786621","219405.78540039","Successfully geocoded","Completed","New/Permanent","2013-10-10T00:00:00.000","2017-05-16T00:00:00.000","10019","40.768991","-73.986177","4","3","139","1010677502","Clinton                                                                    "
"25","EAST 78 STREET","Manhattan","1393","14","1041863",,"true","994540.564208984","221939.106201171","Successfully geocoded","Completed","New/Permanent","2013-10-11T00:00:00.000","2017-05-16T00:00:00.000","10075","40.775842","-73.963086","8","4","142","1013930014","Upper East Side-Carnegie Hill                                              "
"1041","MADISON AVENUE","Manhattan","1393","14","1046436",,"false","994851.036804199","222214.316223144","Successfully geocoded","Completed","New/Permanent","2013-10-11T00:00:00.000","2017-05-16T00:00:00.000","10075","40.776717","-73.961825","8","4","142","1014910021","Upper East Side-Carnegie Hill                                              "
"35","EAST 125 STREET","Manhattan","1750","7","1087811",,"true","1000649.18719482","232914.835205078","Successfully geocoded","Completed","New/Permanent","2013-10-11T00:00:00.000","2017-05-16T00:00:00.000","10035","40.805934","-73.941096","11","9","198","1017500007","East Harlem North                                                          "
"24","HENRY STREET","Manhattan","277","46","1089361",,"true","985186.401611328","198949.456787109","Successfully geocoded","Completed","New/Permanent","2013-10-11T00:00:00.000","2017-05-16T00:00:00.000","10002","40.712856","-73.996346","3","1","8","1002770046","Chinatown                                                                  "
"310","WEST 137 STREET","Manhattan","1960","56","1059481",,"true","999107.263610839","237294.195800781","Successfully geocoded","Completed","New/Permanent","2013-10-11T00:00:00.000","2017-05-16T00:00:00.000","10030","40.818025","-73.946158","10","9","22102","1019600056","Central Harlem North-Polo Grounds                                          "
"55","EAST 110 STREET","Manhattan","1616","24","1087365",,"true","998935.729797363","229283.914611816","Successfully geocoded","Completed","New/Permanent","2013-10-11T00:00:00.000","2017-05-16T00:00:00.000","10029","40.796015","-73.947288","11","8","17402","1016160024","East Harlem South                                                          "
"171","7 AVENUE","Manhattan","796","1","1014742",,"false","985151.576782226","209704.606018066","Successfully geocoded","Completed","New/Permanent","2013-10-11T00:00:00.000","2017-05-16T00:00:00.000","10011","40.74231","-73.996936","4","3","87","1007960001","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"165","WEST 20 STREET","Manhattan","796","1","1014742",,"true","985160.516418457","209685.222229003","Successfully geocoded","Completed","New/Permanent","2013-10-11T00:00:00.000","2017-05-16T00:00:00.000","10011","40.741764","-73.995886","4","3","87","1007960001","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"126","PRINCE STREET","Manhattan","500","15","1079970",,"true","984240.496398925","203506.661804199","Successfully geocoded","Completed","Verification","2013-10-11T00:00:00.000","2017-05-16T00:00:00.000","10012","40.72532","-73.999993","2","1","49","1005000015","SoHo-TriBeCa-Civic Center-Little Italy                                     "
"128","WOOSTER STREET","Manhattan","50","15","1079970",,"false","984224.907226562","203507.12902832","Successfully geocoded","Completed","Verification","2013-10-11T00:00:00.000","2017-05-16T00:00:00.000","10012","40.725196","-74.000245","2","1","49","1005000015","SoHo-TriBeCa-Civic Center-Little Italy                                     "
"120","PRINCE STREET","Manhattan","500","16","1089012",,"false","984284.031982421","203478.594238281","Successfully geocoded","Completed","Verification","2013-10-11T00:00:00.000","2017-05-16T00:00:00.000","10012","40.725221","-73.999794","2","1","49","1005000016","SoHo-TriBeCa-Civic Center-Little Italy                                     "
"124","PRINCE STREET","Manhattan","500","16","1079971",,"false","984260.125","203494.006591796","Successfully geocoded","Completed","Verification","2013-10-11T00:00:00.000","2017-05-16T00:00:00.000","10012","40.725287","-73.999924","2","1","49","1005000015","SoHo-TriBeCa-Civic Center-Little Italy                                     "
"161","MULBERRY STREET","Manhattan","471","22","1006970",,"true","985002.098815917","201464.95739746","Successfully geocoded","Completed","New/Permanent","2013-10-11T00:00:00.000","2017-05-16T00:00:00.000","10013","40.719671","-73.997175","2","1","41","1004710022","SoHo-TriBeCa-Civic Center-Little Italy                                     "
"186","GRAND STREET","Manhattan","471","22","1006970",,"false","984969.799438476","201400.884216308","Successfully geocoded","Completed","New/Permanent","2013-10-11T00:00:00.000","2017-05-16T00:00:00.000","10013","40.719372","-73.997413","2","1","41","1004710022","SoHo-TriBeCa-Civic Center-Little Italy                                     "
"753","ST NICHOLAS AVENUE","Manhattan","2062","7501","1089332",,"true","999840.374816894","240163.988586425","Successfully geocoded","Completed","New/Permanent","2013-10-11T00:00:00.000","2017-05-16T00:00:00.000","10031","40.825802","-73.943481","9","9","231","1020627501","Hamilton Heights                                                           "
"350","ST NICHOLAS AVENUE","Manhattan","1954","7501","1089672",,"false","997832.694641113","235232.649414062","Successfully geocoded","Completed","New/Permanent","2013-10-11T00:00:00.000","2017-05-16T00:00:00.000","10027","40.812337","-73.951155","10","9","215","1019547501","Central Harlem North-Polo Grounds                                          "
"311","WEST 127 STREET","Manhattan","1954","7501","1089109",,"true","997812.694396972","235079.69342041","Successfully geocoded","Completed","New/Permanent","2013-10-11T00:00:00.000","2017-05-16T00:00:00.000","10027","40.811656","-73.950632","10","9","215","1019547501","Central Harlem North-Polo Grounds                                          "
"400","WEST 113 STREET","Manhattan","1865","20","1089808",,"false","994710.794189453","232377.82043457","Successfully geocoded","Completed","Tentative","2013-10-15T00:00:00.000","2017-05-16T00:00:00.000","10025","40.804117","-73.960646","9","7","19701","1018650020","Morningside Heights                                                        "
"252","SOUTH STREET","Manhattan","241","10",,,"false","986853.0","197945.0","Successfully geocoded","Application","Tentative","2013-10-15T00:00:00.000","2013-10-15T00:00:00.000","10002","40.710004","-73.990521","3","1","6","1002410010","Lower East Side                                                            "
"122","WEST 146 STREET","Manhattan","2014","45",,,"false","1001801.0","238562.0","Successfully geocoded","Application","Tentative","2013-10-17T00:00:00.000","2013-10-17T00:00:00.000","10039","40.821456","-73.936588","10","9","232","1020140045","Central Harlem North-Polo Grounds                                          "
"169","EAST 71 STREET","Manhattan","1406","28","1042814",,"true","994788.875610351","219648.710998535","Successfully geocoded","Completed","Verification","2013-10-17T00:00:00.000","2017-05-16T00:00:00.000","10021","40.769446","-73.961988","8","4","128","1014060028","Upper East Side-Carnegie Hill                                              "
"266","3 AVENUE","Manhattan","877","44","1017998",,"false","988656.57458496","208085.992797851","Successfully geocoded","Completed","Tentative","2013-10-17T00:00:00.000","2017-05-16T00:00:00.000","10010","40.737774","-73.983931","6","2","68","1008770044","Gramercy                                                                   "
"327","EAST 109 STREET","Manhattan","1681","14","1076384",,"true","1000936.10760498","227874.606384277","Successfully geocoded","Completed","Verification","2013-10-18T00:00:00.000","2017-05-16T00:00:00.000","10029","40.792224","-73.940231","11","8","180","1016810014","East Harlem North                                                          "
"327 Rear","EAST 109 STREET","Manhattan","1681","14","1077068",,"true","1000968.8840332","227933.885437011","Successfully geocoded","Completed","Verification","2013-10-18T00:00:00.000","2017-05-16T00:00:00.000",,,,,,,,
"201","EAST 93 STREET","Manhattan","1539","1","1089343",,"false","997985.917785644","224632.094604492","Successfully geocoded","Completed","New/Permanent","2013-10-18T00:00:00.000","2017-05-16T00:00:00.000","10128","40.783127","-73.9504","8","5","154","1015397502","Yorkville                                                                  "
"200","EAST 94 STREET","Manhattan","1539","1","1048916",,"true","998131.463806152","224769.406188964","Successfully geocoded","Completed","New/Permanent","2013-10-18T00:00:00.000","2017-05-16T00:00:00.000","10128","40.783742","-73.949952","8","5","154","1015397502","Yorkville                                                                  "
"445","LAFAYETTE STREET","Manhattan","544","7502","1087152",,"true","986634.03918457","205066.027404785","Successfully geocoded","Completed","New/Permanent","2013-10-18T00:00:00.000","2017-05-16T00:00:00.000","10003","40.729415","-73.991806","2","2","57","1005447502","West Village                                                               "
"26","ASTOR PLACE","Manhattan","544","7502","1087152",,"false","986668.017822265","205123.7421875","Successfully geocoded","Completed","New/Permanent","2013-10-18T00:00:00.000","2017-05-16T00:00:00.000","10003","40.729813","-73.9912","2","2","57","1005447502","West Village                                                               "
"64","COOPER SQUARE","Manhattan","544","7502","1087152",,"false","986715.611999511","205052.895996093","Successfully geocoded","Completed","New/Permanent","2013-10-18T00:00:00.000","2017-05-16T00:00:00.000","10003","40.729061","-73.990969","2","2","57","1005447502","West Village                                                               "
"40","WALL STREET","Manhattan","43","2","1001018",,"false","981488.246398925","196784.180786132","Successfully geocoded","Completed","Verification","2013-10-21T00:00:00.000","2017-05-16T00:00:00.000","10005","40.706625","-74.009875","1","1","7","1000430002","Battery Park City-Lower Manhattan                                          "
"130","WEST 95 STREET","Manhattan","1225","145","1032579",,"false","992756.247192382","228036.002624511","Successfully geocoded","Completed","Tentative","2013-10-21T00:00:00.000","2017-05-16T00:00:00.000","10025","40.792614","-73.969057","7","6","181","1012250145","Upper West Side                                                            "
"8","MAIDEN LANE","Manhattan","64","20","1001089",,"false","981616.250793457","197755.545593261","Successfully geocoded","Completed","Tentative","2013-10-22T00:00:00.000","2017-05-16T00:00:00.000","10038","40.709619","-74.009609","1","1","1502","1000640020","Battery Park City-Lower Manhattan                                          "
"10","BARCLAY STREET","Manhattan","88","14","1087947",,"true","981714.487426757","198808.417236328","Successfully geocoded","Completed","New/Permanent","2013-10-22T00:00:00.000","2017-05-16T00:00:00.000","10007","40.7122","-74.008563","1","1","21","1000880014","SoHo-TriBeCa-Civic Center-Little Italy                                     "
"6","BARCLAY STREET","Manhattan","88","14","1087947",,"false","981777.235229492","198770.087829589","Successfully geocoded","Completed","New/Permanent","2013-10-22T00:00:00.000","2017-05-16T00:00:00.000","10007","40.712147","-74.008451","1","1","21","1000880014","SoHo-TriBeCa-Civic Center-Little Italy                                     "
"219","GRAND STREET","Manhattan","238","19","1003105",,"true","985388.834838867","201124.833190917","Successfully geocoded","Completed","New/Permanent","2013-10-23T00:00:00.000","2017-05-16T00:00:00.000","10013","40.718834","-73.995887","2","1","41","1002380019","SoHo-TriBeCa-Civic Center-Little Italy                                     "
"445","WEST 35 STREET","Manhattan","733","8","1806007",,"false","984841.0","214317.0","Successfully geocoded","Application","Tentative","2013-10-23T00:00:00.000","2013-10-23T00:00:00.000","10001","40.754927","-73.997867","4","3","111","1007330008","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"310","WEST 114 STREET","Manhattan","1847","65","1807042",,"false","996222.0","231940.0","Successfully geocoded","Application","Tentative","2013-10-24T00:00:00.000","2013-10-24T00:00:00.000","10026","40.80329","-73.956757","10","9","19702","1018470065","Central Harlem South                                                       "
"480","2 AVENUE","Manhattan","934","1","1082731",,"false","990168.622985839","208993.173400878","Successfully geocoded","Completed","Tentative","2013-10-28T00:00:00.000","2017-05-16T00:00:00.000","10016","40.740485","-73.978998","6","2","66","1009340001","Murray Hill-Kips Bay                                                       "
"888","MADISON AVENUE","Manhattan","1386","56","1041371",,"true","993734.403991699","220391.322204589","Successfully geocoded","Completed","Verification","2013-10-29T00:00:00.000","2017-05-16T00:00:00.000","10021","40.77163","-73.965557","8","4","130","1013860056","Upper East Side-Carnegie Hill                                              "
"205","EAST 115 STREET","Manhattan","1665","5","1052519",,"false","1000876.62860107","229707.847412109","Successfully geocoded","Completed","Tentative","2013-10-29T00:00:00.000","2017-05-16T00:00:00.000","10029","40.797217","-73.940389","11","8","188","1016650005","East Harlem North                                                          "
"155","ATTORNEY STREET","Manhattan","350","69","1004278",,"false","988829.195007324","201782.302429199","Successfully geocoded","Completed","Tentative","2013-10-29T00:00:00.000","2017-05-16T00:00:00.000","10002","40.720436","-73.98342","3","2","2201","1003500069","Lower East Side                                                            "
"630","5 AVENUE","Manhattan","1266","1","1083860",,"false","990547.32458496","215717.182800292","Successfully geocoded","Completed","Tentative","2013-10-30T00:00:00.000","2017-05-16T00:00:00.000","10020","40.758782","-73.977036","5","4","104","1012660001","Midtown-Midtown South                                                      "
"34","WEST 21 STREET","Manhattan","822","59",,,"false","986535.0","209161.0","Successfully geocoded","Application","Tentative","2013-11-01T00:00:00.000","2015-02-09T00:00:00.000","10010","40.740775","-73.991754","5","3","54","1008220059","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"30","WEST 21 STREET","Manhattan","822","58","1015506",,"false","986384.179992675","209208.809814453","Successfully geocoded","Completed","Tentative","2013-11-01T00:00:00.000","2017-05-16T00:00:00.000","10010","40.740737","-73.99166","5","3","54","1008220058","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"130","EAST 82 STREET","Manhattan","1510","57","1047589",,"false","995919.606811523","222348.772399902","Successfully geocoded","Completed","Tentative","2013-11-01T00:00:00.000","2017-05-16T00:00:00.000","10028","40.777095","-73.957925","8","4","140","1015100057","Upper East Side-Carnegie Hill                                              "
"273","WEST 138 STREET","Manhattan","2024","1","1060264",,"false","999511.16418457","237452.648620605","Successfully geocoded","Completed","Tentative","2013-11-06T00:00:00.000","2017-05-16T00:00:00.000","10030","40.818232","-73.944662","10","9","230","1020240001","Central Harlem North-Polo Grounds                                          "
"419","WEST 145 STREET","Manhattan","2060","22","1061344",,"false","999291.065185546","239703.101196289","Successfully geocoded","Completed","Tentative","2013-11-06T00:00:00.000","2017-05-16T00:00:00.000","10031","40.82431","-73.94539","9","9","231","1020600022","Hamilton Heights                                                           "
"100","BARROW STREET","Manhattan","605","1",,,"false","982135.0","205882.0","Successfully geocoded","Application","Tentative","2013-11-06T00:00:00.000","2013-11-06T00:00:00.000","10014","40.731775","-74.007631","2","3","69","1006050001","West Village                                                               "
"16","EAST 30 STREET","Manhattan","859","75","1016943",,"false","988289.304626464","210846.53338623","Successfully geocoded","Completed","Tentative","2013-11-08T00:00:00.000","2017-05-16T00:00:00.000","10016","40.745512","-73.985449","5","4","74","1008590075","Midtown-Midtown South                                                      "
"529","WEST 113 STREET","Manhattan","1885","18","1057025",,"false","994290.55279541","232754.403625488","Successfully geocoded","Completed","Tentative","2013-11-12T00:00:00.000","2017-05-16T00:00:00.000","10025","40.805296","-73.963423","9","7","199","1018850018","Morningside Heights                                                        "
"425","PARK AVENUE","Manhattan","1310","1","1036505",,"false","992220.281433105","216358.057189941","Successfully geocoded","Completed","Tentative","2013-11-18T00:00:00.000","2017-05-16T00:00:00.000","10022","40.760512","-73.971541","5","4","100","1013100001","Turtle Bay-East Midtown                                                    "
"181","WEST 126 STREET","Manhattan","1911","1","1057839",,"false","998788.056396484","234243.022399902","Successfully geocoded","Completed","Tentative","2013-11-18T00:00:00.000","2017-05-16T00:00:00.000","10027","40.809294","-73.946988","10","9","224","1019110001","Central Harlem North-Polo Grounds                                          "
"227","WEST 77 STREET","Manhattan","1169","16",,,"true","989689.0","224288.0","Successfully geocoded","Application","New/Permanent","2013-11-19T00:00:00.000","2013-11-19T00:00:00.000","10024","40.782294","-73.98036","7","6","163","1011690016","Upper West Side                                                            "
"2180","BROADWAY","Manhattan","1169","16","1088838",,"false","989652.541992187","224371.668640136","Successfully geocoded","Completed","New/Permanent","2013-11-19T00:00:00.000","2017-05-16T00:00:00.000","10024","40.782574","-73.98075","7","6","163","1011690016","Upper West Side                                                            "
"2190","BROADWAY","Manhattan","1169","48","1030897",,"true","989686.587829589","224461.967834472","Successfully geocoded","Completed","New/Permanent","2013-11-19T00:00:00.000","2017-05-16T00:00:00.000","10024","40.782876","-73.980602","7","6","163","1011690048","Upper West Side                                                            "
"178","EAST 117 STREET","Manhattan","1644","7501","1088162",,"true","1000782.45440673","230286.953430175","Successfully geocoded","Completed","New/Permanent","2013-11-19T00:00:00.000","2017-05-16T00:00:00.000","10035","40.798918","-73.940235","11","8","182","1016447501","East Harlem North                                                          "
"160","EAST 117 STREET","Manhattan","1644","7502",,,"true","1000680.0","230414.0","Successfully geocoded","Application","New/Permanent","2013-11-19T00:00:00.000","2013-11-19T00:00:00.000","10035","40.799094","-73.940658","11","8","182","1016447502","East Harlem North                                                          "
"240","WEST 123 STREET","Manhattan","1928","50",,,"false","997936.0","233729.0","Successfully geocoded","Application","Tentative","2013-11-20T00:00:00.000","2013-11-20T00:00:00.000","10027","40.808198","-73.950562","10","9","222","1019280050","Central Harlem South                                                       "
"2132","FREDERICK DOUGLASS BOULEVARD","Manhattan","1831","2","1055220",,"false","996549.453186035","232137.865600585","Successfully geocoded","Completed","Tentative","2013-11-20T00:00:00.000","2017-05-16T00:00:00.000","10026","40.803896","-73.955738","10","9","218","1018310002","Central Harlem South                                                       "
"959","1 AVENUE","Manhattan","1345","28",,,"false","993965.0","214552.0","Successfully geocoded","Application","Tentative","2013-11-20T00:00:00.000","2013-11-20T00:00:00.000","10022","40.755567","-73.964934","6","4","98","1013457502","Turtle Bay-East Midtown                                                    "
"601","WEST 57 STREET","Manhattan","1105","29","1081009",,"true","986477.023986816","220085.637023925","Successfully geocoded","Completed","New/Permanent","2013-11-22T00:00:00.000","2017-05-16T00:00:00.000","10019","40.77052","-73.99187","4","6","135","1011050029","Clinton                                                                    "
"2360","AMSTERDAM AVENUE","Manhattan","2132","7501","1088439",,"true","1002820.51721191","247401.518798828","Successfully geocoded","Completed","New/Permanent","2013-11-22T00:00:00.000","2017-05-16T00:00:00.000","10033","40.845638","-73.932712","12","10","261","1021327501","Washington Heights South                                                   "
"14","CONVENT AVENUE","Manhattan","1967","76","1059579",,"true","997183.188415527","235552.305603027","Successfully geocoded","Completed","New/Permanent","2013-11-22T00:00:00.000","2017-05-16T00:00:00.000","10027","40.813189","-73.953127","9","7","21303","1019670076","Manhattanville                                                             "
"325","EAST 101 STREET","Manhattan","1673","7501","1052654",,"false","999919.503234863","226000.013793945","Successfully geocoded","Completed","New/Permanent","2013-11-22T00:00:00.000","2017-05-16T00:00:00.000","10029","40.787181","-73.944132","11","8","164","1016737501","East Harlem South                                                          "
"327","EAST 101 STREET","Manhattan","1673","7501","1052654",,"true","999957.233032226","225979.770385742","Successfully geocoded","Completed","New/Permanent","2013-11-22T00:00:00.000","2017-05-16T00:00:00.000","10029","40.78717","-73.944103","11","8","164","1016737501","East Harlem South                                                          "
"363","WEST 16 STREET","Manhattan","740","1","1013044",,"true","983136.739807128","209690.277221679","Successfully geocoded","Completed","New/Permanent","2013-11-22T00:00:00.000","2017-05-16T00:00:00.000","10011","40.741802","-74.003244","4","3","83","1007400001","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"369","WEST 16 STREET","Manhattan","740","1","1013044",,"false","983107.015197753","209705.778442382","Successfully geocoded","Completed","New/Permanent","2013-11-22T00:00:00.000","2017-05-16T00:00:00.000","10011","40.741854","-74.003367","4","3","83","1007400001","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"88","9 AVENUE","Manhattan","740","1","1013044",,"false","983137.075622558","209784.848205566","Successfully geocoded","Completed","New/Permanent","2013-11-22T00:00:00.000","2017-05-16T00:00:00.000","10011","40.742367","-74.004341","4","3","83","1007400001","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"92","9 AVENUE","Manhattan","740","1","1013044",,"false","983149.654785156","209805.681396484","Successfully geocoded","Completed","New/Permanent","2013-11-22T00:00:00.000","2017-05-16T00:00:00.000","10011","40.742469","-74.004262","4","3","83","1007400001","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
