"incident_key","occur_date","occur_time","boro","precinct","jurisdiction_code","location_desc","statistical_murder_flag","perp_age_group","perp_sex","perp_race","vic_age_group","vic_sex","vic_race","x_coord_cd","y_coord_cd","latitude","longitude","geocoded_column"
"24050482","2006-08-27T00:00:00.000","05:35:00","BRONX","52","0",,"true",,,,"25-44","F","BLACK HISPANIC","1017541.562500000000000","255918.875000000000000","40.869058190000032","-73.879631730999961","POINT (-73.87963173099996 40.86905819000003)"
"77673979","2011-03-11T00:00:00.000","12:03:00","QUEENS","106","0",,"false",,,,"65+","M","WHITE","1027543.000000000000000","186095.000000000000000","40.677366895000034","-73.843920191999985","POINT (-73.84392019199998 40.677366895000034)"
"226950018","2021-04-14T00:00:00.000","21:08:00","BRONX","42","0","COMMERCIAL BLDG","true",,,,"18-24","M","BLACK","1009489","243050","40.83376365400005","-73.90879517699994","POINT (-73.90879517699994 40.83376365400005)"
"237710987","2021-12-10T00:00:00.000","19:30:00","BRONX","52","0",,"false",,,,"25-44","M","BLACK","1017440","256046","40.86940749200004","-73.87999831299999","POINT (-73.87999831299999 40.86940749200004)"
"224701998","2021-02-22T00:00:00.000","00:18:00","MANHATTAN","34","0",,"false",,,,"25-44","M","BLACK HISPANIC","1005426","254690","40.86572268100008","-73.92344088699997","POINT (-73.92344088699997 40.86572268100008)"
"225295736","2021-03-07T00:00:00.000","06:15:00","BROOKLYN","75","0",,"true","25-44","M","BLACK HISPANIC","25-44","M","WHITE HISPANIC","1020492","187865","40.68225681500007","-73.86933111399996","POINT (-73.86933111399996 40.68225681500007)"
"231190175","2021-07-21T00:00:00.000","00:40:00","MANHATTAN","32","0",,"false","25-44","M","BLACK","25-44","M","BLACK","998094","235038","40.811798195000044","-73.94998985099994","POINT (-73.94998985099994 40.811798195000044)"
"233429421","2021-09-11T00:00:00.000","20:20:00","MANHATTAN","26","2","MULTI DWELL - PUBLIC HOUS","false",,,,"18-24","M","BLACK","995572","235674","40.81354743000002","-73.95909952999993","POINT (-73.95909952999993 40.81354743000002)"
"227950661","2021-05-09T00:00:00.000","02:50:00","BRONX","41","2","MULTI DWELL - PUBLIC HOUS","true","25-44","M","BLACK","25-44","M","BLACK HISPANIC","1014642","240068","40.82556269400004","-73.89018728699995","POINT (-73.89018728699995 40.82556269400004)"
"227344198","2021-04-23T00:00:00.000","13:25:00","BROOKLYN","67","0",,"false",,,,"18-24","M","BLACK","1004796","180307","40.66156215000007","-73.92594595499997","POINT (-73.92594595499997 40.66156215000007)"
