"election","officecd","candid","canclass","candlast","candfirst","candmi","committee","filing","schedule","pageno","sequenceno","refno","inv_date","date","name","c_code","org_ind","strno","strname","apartment","city","state","postcode","borough","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","pay_method","amnt","purposecd","purpose","explain","exemptcd","rr_ind","seg_ind"
"2009","5","821","P","Vacca","James",,"I","15","F",,,"R0002981","2009-10-26T00:00:00.000","2009-11-01T00:00:00.000",":Parkview Sports Inc.","CORP","Y","5973","Broadway",,"Bronx","NY","10471","BRONX","40.889629","-73.898203","208","11","285","2084211","2058011050","Spuyten Duyvil-Kingsbridge","Full","1235.00","OTHER","Other: explntion","Tshirts",,"N","N"
"2009","5","1164","P","Lander","Brad","S","H","6","F",,,"R0001319","2008-12-02T00:00:00.000","2009-01-09T00:00:00.000","@dvocacy","CORP","Y","1001","G Streeet, NW",,"Washington","DC","20001",,,,,,,,,,"Full","649.39","CMAIL","Campgn Mlngs","e-mail addresses",,"N","N"
"2009","5","60","P","Behar","Steven Anthony",,"H","5","F",,,"R0000278","2008-03-27T00:00:00.000","2008-03-27T00:00:00.000","1 & 1 Internet Inc.","CORP","Y","701","Lee Road",,"Chesterbrook","PA","19087",,,,,,,,,,"Full","17.47","OFFCE","Office Expenses","Internet Hosting",,"N","N"
"2009","5","1246","P","Leandre","Jacques","M","H","11","F",,,"R0001470","2009-07-31T00:00:00.000","2009-08-03T00:00:00.000","1 & 1 Internet Inc.","OTHR","Y","701","Lee Road","300","Chesterbrook","PA","19087",,,,,,,,,,"Full","29.97","OTHER","Other: explntion","Internet Domain Fee",,"N","N"
"2009","5","405","P","Hackshaw","Rock","H","H","13","F",,,"R0001370","2009-09-23T00:00:00.000","2009-09-23T00:00:00.000","1 & 1 Internet Inc.","CORP","Y",,,,,,,,,,,,,,,,"Full","29.97","PROFL","Prof. Srvcs.","website",,"N","N"
"2009","5","1232","P","Rice","Jerome","L","H","10","F",,,"R0000765","2009-04-02T00:00:00.000","2009-04-02T00:00:00.000","1 & 1 Internet Inc.","OTHR","Y","701","Lee Road","300","Chesterbrook","PA","19087",,,,,,,,,,"Full","29.94","OTHER","Other: explntion","committee web site",,"N","N"
"2009","5","1246","P","Leandre","Jacques","M","H","9","F",,,"R0001258","2009-01-15T00:00:00.000","2009-01-15T00:00:00.000","1 & 1 Internet Inc.","OTHR","Y","701","Lee Road","300","Chesterbrook","PA","19087",,,,,,,,,,"Full","29.97","OTHER","Other: explntion","Website host",,"N","N"
"2009","5","60","P","Behar","Steven Anthony",,"H","8","F",,,"R0000660","2009-03-22T00:00:00.000","2009-03-27T00:00:00.000","1 & 1 Internet Inc.","CORP","Y","701","Lee Road",,"Chesterbrook","PA","19087",,,,,,,,,,"Full","29.97","OTHER","Other: explntion","Web hosting",,"N","N"
"2009","5","60","P","Behar","Steven Anthony",,"H","8","F",,,"R0000697","2009-03-27T00:00:00.000","2009-03-27T00:00:00.000","1 & 1 Internet Inc.","CORP","Y","701","Lee Road",,"Chesterbrook","PA","19087",,,,,,,,,,"Full","29.97","OTHER","Other: explntion","Web Hosting",,"N","N"
"2009","5","405","P","Hackshaw","Rock","H","H","9","F",,,"R0000715","2009-06-26T00:00:00.000","2009-06-26T00:00:00.000","1 & 1 Internet Inc.","CORP","Y",,,,,,,,,,,,,,,,"Full","29.97","LITER","Campgn Lit.","website building",,"N","N"
"2009","5","1232","P","Rice","Jerome","L","H","6","F",,,"R0000113","2008-08-09T00:00:00.000","2008-08-14T00:00:00.000","1 & 1 Internet Inc.","OTHR","Y","701","Lee Road","300","Chesterbrook","PA","19087",,,,,,,,,,"Full","29.94","OTHER","Other: explntion","Internet Site",,"N","N"
"2009","5","60","P","Behar","Steven Anthony",,"H","5","F",,,"R0000295","2008-06-26T00:00:00.000","2008-06-26T00:00:00.000","1 & 1 Internet Inc.","CORP","Y","701","Lee Road",,"Chesterbrook","PA","19087",,,,,,,,,,"Full","17.47","OTHER","Other: explntion","Internet Hosting",,"N","N"
"2009","5","1246","P","Leandre","Jacques","M","H","8","F",,,"R0000925","2009-04-28T00:00:00.000","2009-05-04T00:00:00.000","1 & 1 Internet Inc.","OTHR","Y","701","Lee Road","300","Chesterbrook","PA","19087",,,,,,,,,,"Full","29.97","OTHER","Other: explntion","Website Fee",,"N","N"
