CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,ADDR_PCT_CD,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,BORO_NM,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,JURIS_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
506547392,03/29/2018,20:30:00,,,32,03/30/2018,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,PARKING LOT/GARAGE (PUBLIC),N.Y. POLICE DEPT,,,1000565,234704,40.81087724100007,-73.94106415099996,"(40.810877241, -73.941064151)",13095,18,4,36,20
629632833,02/06/2018,23:15:00,,,52,02/07/2018,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,BRONX,INSIDE,DEPARTMENT STORE,N.Y. POLICE DEPT,,,1009690,257590,40.87367103500002,-73.90801364899994,"(40.873671035, -73.908013649)",11272,48,4,39,33
787203902,11/21/2018,00:15:00,11/21/2018,00:20:00,75,11/21/2018,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,,,1016034,176756,40.651782232000066,-73.88545676099994,"(40.651782232, -73.885456761)",13830,45,2,25,47
280364018,06/09/2018,21:42:00,06/09/2018,21:43:00,10,06/10/2018,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,,,985717,215911,40.75931039900007,-73.99470607199999,"(40.759310399, -73.994706072)",13094,12,4,10,6
985800320,11/10/2018,19:40:00,11/10/2018,19:45:00,19,11/10/2018,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,,,992359,217816,40.76453553900007,-73.97072838799994,"(40.764535539, -73.970728388)",10090,23,4,51,11
777641183,03/12/2018,11:48:00,,,25,03/12/2018,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,MANHATTAN,,TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,,,1001575,232339,40.804384046000045,-73.93742166899995,"(40.804384046, -73.937421669)",13093,7,4,36,16
803743247,04/07/2013,16:00:00,,,103,04/07/2013,118,DANGEROUS WEAPONS,793,WEAPONS POSSESSION 3,COMPLETED,FELONY,QUEENS,FRONT OF,STREET,N.Y. POLICE DEPT,NA,,1039793,195661,40.703554914,-73.799677386,"(40.703554914, -73.799677386)",24340,41,3,24,61
683416529,09/12/2018,18:30:00,09/12/2018,18:35:00,46,09/12/2018,121,CRIMINAL MISCHIEF & RELATED OF,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",COMPLETED,FELONY,BRONX,FRONT OF,FAST FOOD,N.Y. POLICE DEPT,,,1010008,250297,40.85365304100003,-73.90689183099995,"(40.853653041, -73.906891831)",10931,6,5,29,29
570490441,01/16/2018,14:30:00,01/16/2018,15:00:00,69,01/16/2018,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET,N.Y. POLICE DEPT,,,1008320,170821,40.635516265000035,-73.91327799299995,"(40.635516265, -73.913277993)",13827,5,2,8,42
377132404,08/04/2018,22:15:00,,,44,08/04/2018,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,,,1007268,240281,40.82616961200006,-73.91683070899995,"(40.826169612, -73.916830709)",10929,50,5,43,27
