"objectid","radefect","radefectlocation","failure","impacttarget","consequence","riskrating","inspectionglobalid","globalid","createddate","failureimpact","workorderglobalid"
"426058","Decay","Branches","1","2","2","5","541DC58A-71C7-41ED-A3B5-41D298121A53","21B5EEC7-523A-4D7C-8A62-C35ED186DA2B","2019-10-16 12:59:00.0000000","3","446920AB-0E6E-4A16-B57D-D8A84F37A5C4"
"2907556","No Visible Defect","Entire Tree","1","1","1","3","D40020FB-7AE5-404B-B4C7-41949B7A1642","53487A06-AF62-4E72-8FCE-AD96275B1035","2020-11-04 21:03:31.0000000","2",
"1069521","Decay","Branches","3","4","2","9","12ED6669-C822-4D64-B4D0-57DDB6118D7A","723D7FE5-11E3-4992-9B4C-444CCC62172A","2020-02-19 16:47:00.0000000","7",
"1098990","Dead Wood","Stem","3","4","2","9","5A368CE2-4303-42AA-BDBB-B294523A2F84","30B8B240-CBFA-4777-837A-5ED064387739","2020-02-26 14:14:00.0000000","7","AFA74018-FD96-4B9B-8556-E117B5723EF3"
"672267","Dead Wood","Branches","2","2","2","6","73EFAE42-2786-43D5-B19C-F94000A66EE6","106EF7AB-EA44-4B73-A412-416777F0764E","2019-11-18 18:48:00.0000000","4",
"966473","Decay","Branches","3","2","3","8","65473DA8-1320-43E1-ACF2-9D775F13445F","F4C61D5E-1963-4BD8-97D4-2E40F03AAC1E","2020-01-24 18:34:00.0000000","5",
"773578","Decay","Stem","2","4","3","9","E222E769-5278-440A-A48F-31B7E25207F4","38ABCB3C-036E-40BF-9016-C4941EED48DC","2019-12-13 20:01:00.0000000","6",
"1011402","Dead Wood","Branches","3","1","4","8","D4459DEF-1873-4FA9-92D1-EA8BF32E5F8D","1B2493ED-88C2-4D58-8C0D-A4CD6D7EDA1B","2020-02-04 16:23:00.0000000","4",
"2907771","Dead Wood","Branches","2","2","1","5","A67FB1A7-2C33-4AB4-8E0D-D31AFD93247A","CDFD1020-A409-490D-BCE0-0F5939665A4C","2020-11-04 21:07:15.0000000","4",
"886963","Decay","Stem","1","3","2","6","E7AC576E-ADAE-4742-BED5-6831DCFAF597","2C31AE4D-7743-4B85-8373-F399BC57D75C","2020-01-09 16:52:00.0000000","4",
"180086","Cracks","Stem","1","1","3","5","9CC45F65-2FE1-459F-B2E2-EB4A67965C98","6722E106-469D-4BDA-8880-D55EE80E1A22","2018-03-05 15:21:04.0000000","2",
"1069490","Decay","Root Flare","2","4","3","9","F4FB2E13-E515-4AA8-9252-A94BD9FEFCD0","8539D6B6-F9DE-45F0-8043-1C3209991741","2020-02-19 15:58:00.0000000","6",
"1028746","Decay","Branches","3","4","2","9","65A14BA3-5EE0-40DF-88B5-0F9D3EDE1FC0","5E75452E-0FD6-4495-98B1-34370E01BB56","2020-02-10 16:09:00.0000000","7",
"1079586","Dead Wood","Branches","3","1","3","7","200A9992-C6AB-48DD-83A6-B997A430658E","54B35DF1-704B-4C86-9E24-63C83B1FF0A6","2020-02-20 19:18:00.0000000","4",
"1633708","Root Problems","Roots","2","2","2","6","910149FB-0881-4F6A-B265-5636C9492496","0C4A2116-0E4E-4B7A-AD22-B4A4446FF142","2020-06-05 14:41:00.0000000","4","0D942EBB-514C-4FC4-B698-93F8C5253ABD"
"1032516","Decay","Branches","2","4","1","7","26A03214-CEDE-4BD9-84BB-F1A443C75F69","B0A79A23-C049-4B57-9333-5F86386E3676","2020-02-11 14:14:00.0000000","6",
"986983","Decay","Stem","2","3","4","9","28E2CE07-801F-473C-8A68-6A6099F0A2F7","71872AB9-8021-490D-9B30-67074A04887A","2020-01-29 16:24:00.0000000","5","13804295-5265-4E46-B9DA-627E20E87A2D"
"406452","Decay","Stem","2","3","3","8","31823145-67AC-4E4C-BC3B-2E109DA08FE5","9145693A-AC5A-4501-89B3-0B9052DD302D","2019-02-28 07:22:14.0000000","5","F7F03646-026C-4C34-AD4C-3EC93C013497"
"1011374","Decay","Stem","1","3","2","6","6542334C-930A-4B51-88AA-1772045456C2","3192AA7A-3D13-4FD8-9C45-83A45BACE13E","2020-02-04 15:54:00.0000000","4",
"2907786","Dead Wood","Branches","2","2","1","5","66E6FABD-8940-4C2F-A3A6-9389947F7149","BA9FADF7-B6F6-4B4A-83D3-26808E3B55C1","2020-11-04 20:43:40.0000000","4",
"406455","Decay","Stem","2","2","3","7","31823145-67AC-4E4C-BC3B-2E109DA08FE5","B1BEC3B2-0223-47AE-8C31-69A1FC604F48","2019-02-28 07:53:07.0000000","4",
"43725","Cracks","Stem","1","4","1","6","6F0A83E0-C468-4483-B23F-099AD155FF7D","8CD88547-AE03-408F-BD41-76DAF335A39B","2017-02-28 12:11:22.0000000","5",
"882358","Root Problems","Root Flare","2","4","2","8","7F1CEA44-FFB9-42C6-A5FB-5261F409D4EA","0CE3879D-166B-4E9D-ADED-D3A4ADBCC405","2020-01-08 19:26:00.0000000","6",
"1076395","Decay","Stem","1","4","3","8","671588DE-A6BE-46B3-9B71-221B3639387C","395A3951-4A37-469E-A50F-6BBF508EAC09","2020-02-20 13:48:00.0000000","5",
"1779983","Dead Wood","Stem","3","2","3","8","444C6992-8E70-48A6-8324-09CD2B1A8846","7F1192B8-410D-49FD-9C90-7D3CC7508FFC","2020-06-29 14:51:00.0000000","5","03875C52-0EF8-4291-852A-6773BDA8B971"
"1002627","Decay","Stem","1","2","4","7","7F39ED93-749F-4583-9B0F-28EE91911CD1","3516E191-78D1-4286-9406-F2A3DB6B6778","2020-01-31 19:09:00.0000000","3",
"915777","Dead Wood","Branches","3","1","2","6","9918CDD3-A441-4EA4-97AA-3A62894B5B26","D0C035B9-10C1-4E9A-A4C5-3054C6277995","2020-01-14 15:02:00.0000000","4",
"1076441","Decay","Stem","2","4","3","9","930BB747-2608-4061-B184-E2B26251A0B4","D20D994F-4159-41BF-A63D-D194ACF9DFDA","2020-02-20 15:32:00.0000000","6",
"671072","Dead Wood","Branches","2","2","2","6","73EFAE42-2786-43D5-B19C-F94000A66EE6","906DBF21-FDA0-4EDF-A0D4-6FB46D091F18","2019-11-18 18:47:00.0000000","4",
"769715","Decay","Stem","2","3","4","9","FA8B2BD5-9FD6-4505-B882-1030ECE9C377","D71E43AD-09C1-4719-A1FE-649979312936","2019-12-12 20:29:00.0000000","5",
"1072136","Decay","Root Flare","3","4","3","10","9145830A-A9F2-49D5-8933-A3B778160123","ECC17CCB-794C-4A0D-BC13-4E314FDEE25A","2020-02-19 18:54:00.0000000","7","5EE9F85F-0715-4ADA-AB4D-943B17C7D969"
"883592","Decay","Stem","2","2","4","8","48DA6DAF-64F3-4E08-ADBD-DCABDE1D3A81","03079414-94BE-49F9-89B0-52AE86984CF5","2020-01-08 20:16:00.0000000","4","87191616-48FD-441A-841F-F1EB0CC095AA"
"1011372","Dead Wood","Branches","3","2","2","7","6542334C-930A-4B51-88AA-1772045456C2","3696D4CE-9B71-4B42-B7FA-0948BDE44747","2020-02-04 15:54:00.0000000","5",
"1028690","Decay","Root Flare","3","4","2","9","4B4AE610-5D25-4B8D-81DE-E3680C1F93C7","57369F76-87D8-4826-A185-CD54702156AD","2020-02-10 15:18:00.0000000","7","A1ADBBFA-C4FB-438D-BE97-A685C7BA06A2"
"886552","Dead Wood","Branches","3","4","2","9","CF726185-2BA5-4430-AF5F-9D297923FF23","AD17EF45-90FB-46F5-A976-CF01C84BF465","2020-01-09 15:53:00.0000000","7","D4C67DA2-5902-4E96-91DE-A5631006A155"
"1032517","Poor Tree Architecture","Stem","2","4","2","8","26A03214-CEDE-4BD9-84BB-F1A443C75F69","053449FF-42F2-4211-BBAF-8097D0A8C9CA","2020-02-11 14:14:00.0000000","6","F9FF85FB-513B-4065-8035-F5D4E4DA9EE9"
"1078425","Decay","Roots","3","4","2","9","200A9992-C6AB-48DD-83A6-B997A430658E","8F1DC5BE-39DE-4F31-905F-1C76A85269B0","2020-02-20 19:19:00.0000000","7","2D07C1B5-D470-46FF-871B-4808EC359AFA"
"2540010","Dead Wood","Branches","3","3","2","8","DFA145C6-CEC3-4209-B47F-2F84D39C4A0E","475E0686-BFD9-499E-8E2E-82A6592FC88D","2020-08-31 13:52:00.0000000","6",
"1069520","Decay","Stem","2","4","3","9","12ED6669-C822-4D64-B4D0-57DDB6118D7A","31A2A06C-4AF3-4DD7-9AAD-E205F586502C","2020-02-19 16:47:00.0000000","6","C16AB65F-AAF9-49CC-BCE3-E0840895BE33"
"773577","Decay","Stem","2","4","3","9","E222E769-5278-440A-A48F-31B7E25207F4","9ED46748-846C-425F-ADD8-1BF9EE078D22","2019-12-13 19:56:00.0000000","6","930B6145-52C5-4A1F-BCE4-CF6EE9336C6A"
"1069466","Decay","Stem","1","4","3","8","39746FAE-4A16-42E2-8083-5779DF8A8A36","29FA6FE3-2C96-4E2C-848D-8203BB5EC089","2020-02-19 15:18:00.0000000","5",
"406456","Dead Wood","Branches","2","2","3","7","31823145-67AC-4E4C-BC3B-2E109DA08FE5","16469B67-E968-4CE7-8495-8E99E89022F9","2019-02-28 07:52:42.0000000","4",
"421922","Dead Wood","Branches","3","1","3","7","BCC463AC-B91D-434A-BA80-6FE01F5D4C3C","8BD58EB1-77D4-4D77-A9CA-68A22747B6C3","2019-04-11 13:06:56.0000000","4",
"769335","Decay","Stem","3","4","3","10","5FBD1BCA-E448-4CFC-A9DF-9F782548E805","F7833C04-49B1-4F2A-B00F-96DDE518A569","2019-12-12 19:53:00.0000000","7","BDF1115A-DF1E-46C6-926E-AA41787251C8"
"2907512","No Visible Defect","Entire Tree","1","1","2","4","5976D1B0-1A67-4EF2-91DE-24DB881CB27C","0CF5622B-D466-4983-A6F9-590DB39A589C","2020-11-04 20:29:06.0000000","2",
"998603","Decay","Root Flare","2","4","3","9","9BA4119E-A797-4D12-A7CC-3D8CF36E921D","CAD70A6E-07E8-46DA-860B-37BA0605A9A2","2020-01-30 19:53:00.0000000","6","F9FF471C-8206-4BF4-AD70-D7CE0DF82CE1"
"777699","Decay","Stem","2","3","3","8","85F49287-05A9-4DAD-987C-BD9277247068","D58A23CB-0EC4-4F09-9D88-823EE2D4F202","2019-12-16 15:45:00.0000000","5",
"2286397","Root Problems","Roots","4","3","2","9","05327E75-B51E-47F5-BBC1-62CEB325AD13","F96A04E3-CBE8-4801-A54E-5F82F929361E","2020-08-12 14:02:16.0000000","7",
"1028782","Decay","Root Flare","2","4","2","8","321843FD-5E12-4BDA-AE2A-5002E9E2B73E","AD69ECA5-AB53-439C-9F87-6A607F7FDEA4","2020-02-10 16:49:00.0000000","6",
"991805","Dead Wood","Stem","3","3","4","10","683CAF0A-BCED-40FF-85BA-2B8E64A987D9","6EEAD287-5246-46E2-8967-A7CEFAD40A7E","2020-01-29 17:11:00.0000000","6","1843D7B3-EF8A-4867-9787-A1CD9A6DC213"
"958008","Decay","Branches","2","3","4","9","6117ACAB-5B46-460F-B37F-1915DABAA74C","9BD10D01-2ECD-4925-A2A1-95B80B0B292A","2020-01-23 15:32:00.0000000","5",
"883902","Root Problems","Root Flare","2","4","2","8","7F1CEA44-FFB9-42C6-A5FB-5261F409D4EA","17F5F73F-E067-4B5A-8E88-38727B96F18A","2020-01-08 19:24:00.0000000","6",
"2907615","Dead Wood","Branches","1","1","2","4","2F1F6750-6C95-44BB-9B83-8F5E6189F3B5","0AFBD83F-7301-40CC-81FE-970F64F84CE0","2020-11-04 20:51:57.0000000","2",
"954072","Decay","Stem","3","3","4","10","4DE14338-C8AC-41E9-8234-365583D57501","34FF7FA0-CB46-4178-A4D9-73C9F810E3E0","2020-01-22 19:55:00.0000000","6","5FF4E388-0FBE-4207-B74B-D248516E0DDB"
"111260","No Visible Defect","Entire Tree","1","1","1","3","E94A8055-7677-402A-BBBA-0B4684F6A2D8","89B9D761-1774-4555-A66E-A4B51542ABCB","2017-11-01 14:16:01.0000000","2",
"1002648","Decay","Stem","2","2","3","7","BBD48876-60D9-4B03-807A-CF562AE85138","01E76308-3944-4017-A58B-9F6AA403E22F","2020-01-31 19:40:00.0000000","4",
"2550739","Decay","Stem","2","3","3","8","328DD6C3-067C-4051-B678-F1EC250F2B43","4AC6FBF2-FBC8-4FC5-8AA5-54E3FAD34404","2020-09-01 16:50:28.0000000","5",
"1564069","Dead Wood","Branches","2","2","2","6","05B225AE-BF35-4733-A5DE-84547962B6D8","EBB027C3-4B5C-4810-9013-D0BC94025184","2020-05-27 14:14:47.0000000","4",
"514242","Decay","Root Flare","1","3","3","7","A724BAA2-077A-4E72-AD8C-C10432D4F56C","8CAA4FBC-2648-40E7-846A-598D5E1FFCA1","2019-10-22 18:44:00.0000000","4",
"1246987","Dead Wood","Branches","3","2","3","8","15220B31-63F7-46BC-8784-7D186349855E","C1F56A7F-BE2F-446E-9781-D60F4023CFAA","2020-03-19 16:12:15.0000000","5",
"1958326","No Visible Defect","Entire Tree","1","1","1","3","0B594651-50CF-4A21-9401-16A3281E7C11","DAA7375B-AF9E-4759-B99F-F3472B843D5B","2020-07-22 15:20:20.0000000","2",
"887274","Decay","Stem","2","4","2","8","CF726185-2BA5-4430-AF5F-9D297923FF23","898EFAF6-00DB-477F-B0EB-5AA7CEF0F393","2020-01-09 15:53:00.0000000","6",
"886527","Decay","Stem","2","1","4","7","ACDF730C-27D9-4FF3-A817-5AC82FC57008","4559E332-11E0-4D7C-B127-F4B6E66B0D0E","2020-01-09 15:18:00.0000000","3",
"1028748","Decay","Root Flare","2","4","3","9","65A14BA3-5EE0-40DF-88B5-0F9D3EDE1FC0","8EAA61E5-DDAF-4A2A-8FD2-ADA780D0DC4C","2020-02-10 16:09:00.0000000","6","AD37D254-5649-4EB5-8046-C0D8B6DCE2B7"
"707263","Dead Wood","Branches","1","2","2","5","DC6A86FB-AD2E-4D76-B355-A9741E285AA6","40139AAE-9E9A-432D-B13F-B42A82EF4E52","2019-11-27 14:53:00.0000000","3",
"1078423","Decay","Root Flare","3","1","4","8","200A9992-C6AB-48DD-83A6-B997A430658E","790D786F-9625-471C-9EBB-BDCD03408200","2020-02-20 19:18:00.0000000","4",
"996162","Dead Wood","Branches","3","1","3","7","321843FD-5E12-4BDA-AE2A-5002E9E2B73E","3FBF7215-759B-4499-9901-25F9F4B000F4","2020-02-10 16:49:00.0000000","4",
"1973357","Dead Wood","Branches","2","1","2","5","B8D459A2-C344-4819-8947-2EA4A0F68CBF","063A932A-3294-4658-8E8E-AF34437AC558","2020-07-23 12:11:49.0000000","3",
"950191","Dead Wood","Branches","2","2","3","7","3BBE8A1C-600C-4CF2-8550-21C229EB86F8","29FD1E08-4C3F-48FA-8B1B-3BB79AFBA011","2020-01-22 16:09:00.0000000","4",
"698478","Decay","Stem","2","4","1","7","4594B313-0EA2-4651-90D0-A25E4B31B298","DA6356A7-5A4D-45AC-B307-CDA7350DF6F7","2019-11-25 18:19:00.0000000","6",
"1973360","Dead Wood","Branches","3","1","2","6","4CE76433-A0E6-4C5C-A272-B053E8EC5D19","633F95EE-B230-4CED-96E7-CABA05D2BA5D","2020-07-23 11:50:44.0000000","4",
"1958295","No Visible Defect","Entire Tree","1","1","1","3","64EB0AD3-3216-4BE3-A805-769D3BF32F92","999C54F1-8356-4612-AE8A-1EFE3D88FC12","2020-07-22 15:31:30.0000000","2",
"1973463","No Visible Defect","Entire Tree","1","1","1","3","34DCE593-F6B7-4AFC-88EC-6973191CBAB2","4D5B4ED4-77BF-4074-AEAD-FD8A59758AD7","2020-07-23 12:18:04.0000000","2",
"1973403","No Visible Defect","Entire Tree","1","1","1","3","BF32E9F0-E2DF-4475-BAC4-303BB362C142","D34BD5B1-1D0D-4719-9CAA-FAD986E2B435","2020-07-23 12:27:42.0000000","2",
"1016777","Dead Wood","Branches","2","2","2","6","50DF7B1A-BC89-4FFC-835E-3B0AEE86FD2B","EAD555CE-8D73-49BE-8E8F-53FE22BE5BF0","2020-02-05 18:35:00.0000000","4",
"2907733","Dead Wood","Branches","2","2","3","7","DF884936-08E4-4275-91F4-12CE27E4E8DB","0A42008C-C17A-49BD-B07A-171B0A7C0155","2020-11-04 19:05:28.0000000","4",
"1223203","Poor Tree Architecture","Branches","1","1","1","3","C968023C-8B6B-4ED6-A94E-E3143D3DD84A","B5F7E59D-A1AC-47C1-AFCF-8CA2E6704E72","2020-03-17 13:49:00.0000000","2",
"2907713","Dead Wood","Branches","2","2","4","8","35F90F21-7C7F-414C-96B2-C5B1C3EAAE01","F51D4C49-1A2B-468D-950B-EBAB2F43D312","2020-11-04 20:35:46.0000000","4",
"1959566","Dead Wood","Branches","1","1","1","3","22EB91BC-E51B-4CA6-A857-8399E56FD2CD","ACB298BA-A18B-4F44-9B82-6E003E6A5F8D","2020-07-22 19:52:03.0000000","2",
"1958298","No Visible Defect","Entire Tree","1","1","1","3","AB628062-552F-40D1-8DC3-58C8F995511F","8B9EB043-66AD-48A9-8814-E76790D4DCAC","2020-07-22 15:28:43.0000000","2",
"600050","Decay","Branches","2","2","4","8","4847F0EB-DA36-4D4F-B432-2FC12E5E5BE6","C7CAB586-ECD2-4F56-8C14-66E7716ED4CA","2019-10-30 15:05:00.0000000","4",
"1770338","Decay","Stem","3","4","3","10","3CF539C8-4550-4080-8D67-B9F1157AEB46","198D06D4-672B-4DFE-AD73-A54D2878AB75","2020-06-25 18:45:00.0000000","7",
"3037223","Dead Wood","Branches","1","2","2","5","2027F0B6-2CCD-434A-BAF4-50A6198B5998","AEBB2D10-023B-439D-A7E9-89EA4DA6DB62","2020-12-02 15:21:27.0000000","3",
