CB Link ID,Borough,Community Board,Council District,Latitude,Longitude,Project Status,Street Address,Postcode,Link Site ID,Link Smoke Tested and Activated (A),Link Installation (A),Neighborhood Tabulation Area (NTA),Building Identification Number (BIN),Borough-Block-Lot (BBL),Census Tract (CT),Cross Street 1,Cross Street 2,IxN Corner,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
bx-01-102011,Bronx,201,8,40.80890966,-73.92220947,Live,417 EAST 138 STREET,10454,bx-01-102011,07/16/2018 12:00:00 AM,04/19/2018 12:00:00 AM,Mott Haven-Port Morris,2092092,2022830001,2003900,WILLIS AVENUE,BROWN PLACE,MIDBLOCK,"(40.80890966, -73.92220947)",10932,49,5,35,23
LINK-021097,Queens,401,26,40.7552199,-73.92244782,Live,38-02 35 AVENUE,11101,qu-01-145986,02/28/2018 12:00:00 AM,10/14/2017 12:00:00 AM,Astoria,4010866,4006680005,4015700,STEINWAY STREET,38 STREET,SW,"(40.7552199, -73.92244782)",16858,39,3,33,72
mn-06-133527,Manhattan,106,2,40.736214,-73.9849,Live,205 3 AVENUE,10003,mn-06-133527,07/14/2016 12:00:00 AM,05/21/2016 12:00:00 AM,Gramercy,1019580,1008990001,1004800,EAST 19 STREET,EAST 18 STREET,SE,"(40.736214, -73.9849)",11724,71,4,50,7
bk-02-126838,Brooklyn,302,33,40.68844943,-73.98247226,Removal Pending,275 LIVINGSTON STREET,11201,bk-02-126838,01/30/2017 12:00:00 AM,11/11/2016 12:00:00 AM,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3000461,3001610001,3003700,HANOVER PLACE,NEVINS STREET,NE,"(40.68844943, -73.98247226)",17619,68,2,38,54
LINK-018400,Bronx,207,14,40.86366546,-73.90051187,Live,2495 JEROME AVENUE,10468,bx-07-145840,06/13/2017 12:00:00 AM,05/10/2017 12:00:00 AM,Kingsbridge Heights,2014360,2032000016,2026500,EAST FORDHAM ROAD,EAST 190 STREET,MIDBLOCK,"(40.86366546, -73.90051187)",11606,24,5,29,34
mn-07-138046,Manhattan,107,6,40.775999,-73.983247,Live,155 WEST 68 STREET,10023,mn-07-138046,07/21/2016 12:00:00 AM,07/15/2016 12:00:00 AM,Lincoln Square,1028950,1011407501,1015300,AMSTERDAM AVENUE,BROADWAY,NE,"(40.775999, -73.983247)",12420,20,4,19,12
mn-04-122605,Manhattan,104,3,40.76305136,-73.98583017,Live,308 WEST 51 STREET,10019,mn-04-122605,10/26/2016 12:00:00 AM,10/15/2016 12:00:00 AM,Clinton,1025211,1010427501,1013300,8 AVENUE,9 AVENUE,NW,"(40.76305136, -73.98583017)",12081,12,4,10,10
LINK-019781,Queens,401,26,40.75114906,-73.93494274,Live,29-37 40 ROAD,11101,qu-01-145958,01/10/2018 12:00:00 AM,09/30/2017 12:00:00 AM,Queensbridge-Ravenswood-Long Island City,4000000,4004020012,4003100,NORTHERN BOULEVARD,29 STREET,SE,"(40.75114906, -73.93494274)",16858,39,3,33,72
bk-01-126657,Brooklyn,301,34,40.702247,-73.942287,Live,46 GRAHAM AVENUE,11206,bk-01-126657,08/02/2017 12:00:00 AM,07/01/2017 12:00:00 AM,East Williamsburg,3071613,3031200008,3049100,COOK STREET,DEBEVOISE STREET,SE,"(40.702247, -73.942287)",17213,36,2,30,56
mn-09-142532,Manhattan,109,9,40.8157996,-73.95436371,Live,1421 AMSTERDAM AVENUE,10027,mn-09-142532,09/22/2017 12:00:00 AM,06/20/2017 12:00:00 AM,Manhattanville,1059623,1019700001,1021303,WEST 130 STREET,WEST 131 STREET,NE,"(40.8157996, -73.95436371)",12424,37,4,36,17
LINK-010438,Bronx,207,11,40.86991808575079,-73.87929031997948,Live,3037 WEBSTER AVENUE,10467,bx-07-108745,06/23/2022 12:00:00 AM,12/10/2021 12:00:00 AM,Norwood,2017907,2033310080,2042500,EAST MOSHOLU PARKWAY NORTH,EAST 202 STREET,MIDBLOCK,"(40.86991808575079, -73.87929031997948)",11605,24,5,40,34
mn-11-120229,Manhattan,111,8,40.797303,-73.940337,Live,2105 3 AVENUE,10029,mn-11-120229,03/22/2016 12:00:00 AM,02/22/2016 12:00:00 AM,East Harlem North,1052515,1016650001,1018800,EAST 115 STREET,EAST 116 STREET,NE,"(40.797303, -73.940337)",12426,7,4,35,16
mn-03-131017,Manhattan,103,2,40.72848039,-73.98787592,Live,131 2 AVENUE,10003,mn-03-131017,09/15/2016 12:00:00 AM,09/02/2016 12:00:00 AM,East Village,1006677,1004630028,1003800,ST MARKS PLACE,EAST 7 STREET,SW,"(40.72848039, -73.98787592)",11724,70,4,50,5
mn-08-119830,Manhattan,108,5,40.78328877,-73.9505618,Live,1675 3 AVENUE,10128,mn-08-119830,07/15/2016 12:00:00 AM,07/01/2016 12:00:00 AM,Yorkville,1048916,1015397502,1015400,EAST 93 STREET,EAST 94 STREET,NE,"(40.78328877, -73.9505618)",10099,23,4,1,11
mn-07-121243,Manhattan,107,6,40.78945727,-73.97504101,Live,215 WEST 88 STREET,10024,mn-07-121243,08/07/2017 12:00:00 AM,06/30/2017 12:00:00 AM,Upper West Side,1087732,1012367502,1017500,BROADWAY,AMSTERDAM AVENUE,NE,"(40.78945727, -73.97504101)",12421,20,4,19,15
mn-08-134748,Manhattan,108,5,40.77860514,-73.95371545,Live,206 EAST 86 STREET,10028,mn-08-134748,04/15/2016 12:00:00 AM,02/22/2016 12:00:00 AM,Yorkville,1087920,1015317501,1014601,3 AVENUE,2 AVENUE,SE,"(40.77860514, -73.95371545)",12425,23,4,1,11
mn-04-122621,Manhattan,104,3,40.76696325,-73.98285321,Live,973 8 AVENUE,10019,mn-04-122621,07/21/2016 12:00:00 AM,07/19/2016 12:00:00 AM,Clinton,1076205,1010487503,1013900,WEST 57 STREET,WEST 58 STREET,NW,"(40.76696325, -73.98285321)",12081,12,4,10,10
mn-01-122319,Manhattan,101,1,40.7180331,-74.00101556,Live,106 LAFAYETTE STREET,10013,mn-01-122319,09/06/2016 12:00:00 AM,08/11/2016 12:00:00 AM,SoHo-TriBeCa-Civic Center-Little Italy,1002348,1001960022,1003100,WALKER STREET,CANAL STREET,NW,"(40.7180331, -74.00101556)",12076,56,4,32,2
mn-12-120655,Manhattan,112,10,40.85162018,-73.93218652,Live,1495 ST. NICHOLAS AVENUE,10033,mn-12-120655,02/20/2018 12:00:00 AM,11/22/2017 12:00:00 AM,Washington Heights North,1063962,1021660016,1027100,WEST 184 STREET,WEST 185 STREET,SW,"(40.85162018, -73.93218652)",13091,47,4,39,22
qu-01-137830,Queens,401,26,40.75577655,-73.92362684,Live,37-08 35 AVENUE,11101,qu-01-137830,10/09/2017 12:00:00 AM,08/31/2017 12:00:00 AM,Astoria,4009607,4006410009,4005700,37 STREET,38 STREET,SE,"(40.75577655, -73.92362684)",16858,39,3,33,72
mn-07-134318,Manhattan,107,6,40.7887051,-73.97641054,Live,2373 BROADWAY,10024,mn-07-134318,11/15/2017 12:00:00 AM,09/10/2017 12:00:00 AM,Upper West Side,1076251,1012347501,1017500,WEST 86 STREET,WEST 87 STREET,NW,"(40.7887051, -73.97641054)",12421,20,4,19,15
mn-10-142554,Manhattan,110,9,40.8240811,-73.93750775,Live,2570 ADAM CLAYTON POWELL JR. BOULEVARD,10039,mn-10-142554,09/15/2017 12:00:00 AM,07/19/2017 12:00:00 AM,Central Harlem North-Polo Grounds,1060566,1020340034,1023400,WEST 149 STREET,WEST 148 STREET,SW,"(40.8240811, -73.93750775)",13097,18,4,36,20
mn-10-119959,Manhattan,110,9,40.80404696,-73.95213993,Live,1940 ADAM CLAYTON POWELL JR. BOULEVARD,10026,mn-10-119959,01/09/2017 12:00:00 AM,10/29/2016 12:00:00 AM,Central Harlem South,1084042,1019230029,1021800,WEST 117 STREET,WEST 118 STREET,NW,"(40.80404696, -73.95213993)",12423,18,4,36,18
mn-07-107832,Manhattan,107,6,40.78409642,-73.97404944,Live,462 COLUMBUS AVENUE,10024,mn-07-107832,04/20/2018 12:00:00 AM,02/14/2018 12:00:00 AM,Upper West Side,1032070,1012130030,1016900,WEST 82 STREET,WEST 83 STREET,NW,"(40.78409642, -73.97404944)",12421,20,4,19,12
20038,Manhattan,104,3,40.753067,-74.003811,Live,314 11 AVENUE,10001,mn-04-138822,01/25/2019 12:00:00 AM,08/07/2018 12:00:00 AM,Hudson Yards-Chelsea-Flatiron-Union Square,1088120,1007010062,1009900,WEST 30 STREET,WEST 29 STREET,SE,"(40.753067, -74.003811)",11722,12,4,10,6
mn-09-134795,Manhattan,109,7,40.82831959,-73.94929876,Live,3599 BROADWAY,10031,mn-09-134795,03/13/2018 12:00:00 AM,10/20/2017 12:00:00 AM,Hamilton Heights,1083034,1020940036,1023300,WEST 148 STREET,WEST 147 STREET,SW,"(40.82831959, -73.94929876)",12428,37,4,23,19
LINK-021263,Brooklyn,301,33,40.71940433,-73.96047431,Live,145 WYTHE AVENUE,11249,bk-01-146010,02/14/2018 12:00:00 AM,11/30/2017 12:00:00 AM,North Side-South Side,3062048,3023260007,3055500,NORTH 7 STREET,NORTH 6 STREET,SW,"(40.71940433, -73.96047431)",17613,36,2,38,57
mn-07-102695,Manhattan,107,7,40.80104973,-73.96493891,Live,175 WEST 107 STREET,10025,mn-07-102695,12/02/2020 12:00:00 AM,04/03/2018 12:00:00 AM,Morningside Heights,1055983,1018620001,1019300,AMSTERDAM AVENUE,COLUMBUS AVENUE,NE,"(40.80104973, -73.96493891)",12422,20,4,23,15
mn-06-134374,Manhattan,106,2,40.74036856,-73.9792518,Live,479 2 AVENUE,10016,mn-06-134374,11/15/2017 12:00:00 AM,09/26/2017 12:00:00 AM,Murray Hill-Kips Bay,1019855,1009070025,1006600,EAST 27 STREET,EAST 26 STREET,NW,"(40.74036856, -73.9792518)",12078,71,4,50,7
mn-07-145539,Manhattan,107,6,40.78918247,-73.97007535,Live,625 COLUMBUS AVENUE,10024,mn-07-145539,06/05/2018 12:00:00 AM,02/14/2018 12:00:00 AM,Upper West Side,1031595,1012040001,1017700,WEST 90 STREET,WEST 91 STREET,NE,"(40.78918247, -73.97007535)",12421,20,4,19,15
mn-07-121255,Manhattan,107,6,40.79090129,-73.97430229,Live,2440 BROADWAY,10024,mn-07-121255,06/27/2016 12:00:00 AM,05/20/2016 12:00:00 AM,Upper West Side,1033556,1012387501,1017900,WEST 90 STREET,WEST 91 STREET,SE,"(40.79090129, -73.97430229)",12421,20,4,19,15
,Queens,412,27,40.6790498,-73.7596836,Installed,132-05 MERRICK BOULEVARD,11434,qu-12-159527,,04/28/2022 12:00:00 AM,St. Albans,4273590,4126970020,,BELKNAP STREET,180TH STREET,N,"(40.6790498, -73.7596836)",24669,41,3,6,71
LINK-020928,Queens,401,26,40.752724,-73.927183,Live,36-02 37 AVENUE,11101,qu-01-146068,04/24/2018 12:00:00 AM,03/09/2018 12:00:00 AM,Queensbridge-Ravenswood-Long Island City,4004571,4003780001,4005500,36 STREET,37 STREET,SE,"(40.752724, -73.927183)",16858,39,3,33,72
mn-05-133538,Manhattan,105,4,40.75233526,-73.97973824,Live,300 MADISON AVENUE,10017,mn-05-133538,05/04/2017 12:00:00 AM,02/11/2017 12:00:00 AM,Murray Hill-Kips Bay,1085972,1012760058,1008200,EAST 41 STREET,EAST 42 STREET,NW,"(40.75233526, -73.97973824)",12079,11,4,51,8
bx-05-102420,Bronx,205,14,40.857756,-73.901091,Live,126 EAST 183 STREET,10453,bx-05-102420,06/29/2016 12:00:00 AM,05/12/2016 12:00:00 AM,Fordham South,2013867,2031710023,2023704,CRESTON AVENUE,MORRIS AVENUE,SW,"(40.857756, -73.901091)",10931,6,5,29,29
mn-10-123361,Manhattan,110,9,40.807779,-73.945253,Live,83 WEST 125 STREET,10027,mn-10-123361,12/16/2016 12:00:00 AM,11/05/2016 12:00:00 AM,Central Harlem South,1053494,1017230001,1020000,MALCOLM X BOULEVARD,5 AVENUE,NE,"(40.807779, -73.945253)",12424,18,4,36,18
LINK-018408,Staten Island,502,50,40.58167685,-74.11135039,Live,2100 RICHMOND ROAD,10306,si-02-145824,05/25/2017 12:00:00 AM,04/10/2017 12:00:00 AM,New Dorp-Midland Beach,5051531,5035780014,5011402,COLFAX AVENUE,LINCOLN AVENUE,SW,"(40.58167685, -74.11135039)",10693,30,1,14,76
qu-01-125145,Queens,401,22,40.759169,-73.91894987,Live,31-90 STEINWAY STREET,11103,qu-01-125145,05/18/2017 12:00:00 AM,04/22/2017 12:00:00 AM,Astoria,4010496,4006580001,4015500,BROADWAY,31 AVENUE,NW,"(40.759169, -73.91894987)",16860,39,3,4,72
mn-06-121521,Manhattan,106,4,40.74838329,-73.9763443,Live,578 3 AVENUE,10016,mn-06-121521,03/10/2016 12:00:00 AM,02/28/2016 12:00:00 AM,Murray Hill-Kips Bay,1019272,1008947502,1008000,EAST 38 STREET,EAST 39 STREET,NW,"(40.74838329, -73.9763443)",12078,71,4,51,9
mn-07-120610,Manhattan,107,6,40.79331,-73.97104466,Live,718 AMSTERDAM AVENUE,10025,mn-07-120610,10/10/2016 12:00:00 AM,08/05/2016 12:00:00 AM,Upper West Side,1033681,1012420036,1018300,WEST 95 STREET,WEST 94 STREET,SW,"(40.79331, -73.97104466)",12422,20,4,19,15
mn-06-121669,Manhattan,106,4,40.75341389,-73.96665144,Live,877 1 AVENUE,10022,mn-06-121669,06/05/2018 12:00:00 AM,12/07/2017 12:00:00 AM,Turtle Bay-East Midtown,1039468,1013420023,1009800,MITCHELL PLACE,EAST 50 STREET,NW,"(40.75341389, -73.96665144)",12079,71,4,51,9
bx-01-138788,Bronx,201,8,40.813367,-73.91962478,Live,426 WILLIS AVENUE,10454,bx-01-138788,04/13/2018 12:00:00 AM,12/12/2017 12:00:00 AM,Mott Haven-Port Morris,2098220,2022890003,2004300,EAST 145 STREET,EAST 144 STREET,SE,"(40.813367, -73.91962478)",10932,49,5,35,23
qu-01-145452,Queens,401,22,40.75881765,-73.91849412,Live,40-13 BROADWAY,11103,qu-01-145452,12/19/2017 12:00:00 AM,08/19/2017 12:00:00 AM,Astoria,4436918,4006780003,4015500,STEINWAY STREET,41 STREET,MIDBLOCK,"(40.75881765, -73.91849412)",16860,39,3,4,72
mn-10-120042,Manhattan,110,9,40.80624896,-73.95009459,Live,2013 ADAM CLAYTON POWELL JR. BOULEVARD,10027,mn-10-120042,01/11/2017 12:00:00 AM,10/15/2016 12:00:00 AM,Central Harlem South,1057660,1019050063,1022000,WEST 121 STREET,WEST 120 STREET,SE,"(40.80624896, -73.95009459)",12424,18,4,36,18
mn-07-134388,Manhattan,107,7,40.802298,-73.967585,Live,2780 BROADWAY,10025,mn-07-134388,10/16/2017 12:00:00 AM,05/09/2017 12:00:00 AM,Morningside Heights,1056647,1018790001,1019500,WEST 107 STREET,WEST 108 STREET,NE,"(40.802298, -73.967585)",12422,20,4,23,15
LINK-021013,Queens,401,22,40.77074708,-73.92035427,Live,28-11 ASTORIA BOULEVARD,11102,qu-01-146090,06/28/2018 12:00:00 AM,05/19/2018 12:00:00 AM,Old Astoria,4431076,4008390012,4006900,27 STREET,29 STREET,MIDBLOCK,"(40.77074708, -73.92035427)",16859,39,3,4,72
,Bronx,202,17,40.8180465,-73.8994905,Installed,928 LONGWOOD AVENUE,10455,bx-02-GF22604,,07/01/2022 12:00:00 AM,Longwood,,2026950025,,LONGWOOD AVENUE,E 156TH STREET,NW,"(40.8180465, -73.8994905)",10933,8,5,43,24
mn-07-121253,Manhattan,107,6,40.791943,-73.973425,Live,214 WEST 92 STREET,10025,mn-07-121253,07/07/2016 12:00:00 AM,05/27/2016 12:00:00 AM,Upper West Side,1033598,1012390044,1017900,BROADWAY,AMSTERDAM AVENUE,SE,"(40.791943, -73.973425)",12422,20,4,19,15
LINK-021230,Brooklyn,301,34,40.71412964,-73.95028299,Live,561 METROPOLITAN AVENUE,11211,bk-01-145988,06/13/2018 12:00:00 AM,11/04/2017 12:00:00 AM,East Williamsburg,3068656,3027560036,3050100,LORIMER STREET,UNION AVENUE,MIDBLOCK,"(40.71412964, -73.95028299)",17613,36,2,30,57
mn-05-123077,Manhattan,105,2,40.739409,-73.986712,Live,100 EAST 22 STREET,10010,mn-05-123077,08/07/2017 12:00:00 AM,03/11/2017 12:00:00 AM,Gramercy,1018009,1008770089,1006800,PARK AVENUE,LEXINGTON AVENUE,SE,"(40.739409, -73.986712)",12073,11,4,50,7
mn-04-123517,Manhattan,104,3,40.74341383,-74.00372466,Live,121 9 AVENUE,10011,mn-04-123517,05/08/2018 12:00:00 AM,10/28/2017 12:00:00 AM,Hudson Yards-Chelsea-Flatiron-Union Square,1078418,1007150010,1008300,WEST 18 STREET,WEST 17 STREET,SW,"(40.74341383, -74.00372466)",12074,12,4,10,6
mn-01-122275,Manhattan,101,1,40.71780497,-74.00581491,Live,250 CHURCH STREET,10013,mn-01-122275,05/24/2018 12:00:00 AM,04/19/2018 12:00:00 AM,SoHo-TriBeCa-Civic Center-Little Italy,1001971,1001770002,1003300,LEONARD STREET,FRANKLIN STREET,NW,"(40.71780497, -74.00581491)",12076,56,4,32,1
LINK-021929,Brooklyn,305,37,40.67704253,-73.89921208,Live,22 GEORGIA AVENUE,11207,bk-05-145936,01/16/2018 12:00:00 AM,09/23/2017 12:00:00 AM,East New York,3083250,3036670018,3119800,FULTON STREET,JAMAICA AVENUE,SW,"(40.67704253, -73.89921208)",17214,45,2,37,47
LINK-020774,Brooklyn,301,34,40.707379,-73.943399,Live,145 MONTROSE AVENUE,11206,bk-01-145892,01/05/2018 12:00:00 AM,07/27/2017 12:00:00 AM,East Williamsburg,3071122,3030520026,3050500,MANHATTAN AVENUE,GRAHAM AVENUE,NW,"(40.707379, -73.943399)",17213,36,2,30,56
mn-09-120561,Manhattan,109,7,40.8196,-73.951942,Live,502 WEST 136 STREET,10031,mn-09-120561,09/30/2016 12:00:00 AM,07/10/2016 12:00:00 AM,Manhattanville,1059799,1019880109,1022301,AMSTERDAM AVENUE,BROADWAY,SW,"(40.8196, -73.951942)",12428,37,4,23,19
LINK-021194,Brooklyn,308,35,40.68064989,-73.97437496,Live,488 BERGEN STREET,11217,bk-08-145919,01/08/2018 12:00:00 AM,08/31/2017 12:00:00 AM,Prospect Heights,3028037,3011430014,3016100,6 AVENUE,CARLTON AVENUE,SE,"(40.68064989, -73.97437496)",17619,16,2,48,50
si-02-145544,Staten Island,502,50,40.56585176,-74.11422426,Live,2710 HYLAN BOULEVARD,10306,si-02-145544,02/22/2017 12:00:00 AM,01/31/2017 12:00:00 AM,Oakwood-Oakwood Beach,5107584,5039830013,5012806,ALLISON AVENUE,PRINCETON AVENUE,MIDBLOCK,"(40.56585176, -74.11422426)",10693,30,1,14,76
mn-07-120267,Manhattan,107,6,40.80298423,-73.96785533,Live,300 WEST 108 STREET,10025,mn-07-120267,10/25/2016 12:00:00 AM,10/08/2016 12:00:00 AM,Morningside Heights,1057285,1018920049,1019500,BROADWAY,RIVERSIDE DRIVE,SW,"(40.80298423, -73.96785533)",12422,20,4,19,15
LINK-018099,Brooklyn,308,35,40.676714,-73.955858,Live,634 FRANKLIN AVENUE,11238,bk-08-145990,01/22/2018 12:00:00 AM,11/03/2017 12:00:00 AM,Crown Heights North,3028306,3011490052,3030500,BERGEN STREET,ST MARKS AVENUE,SW,"(40.676714, -73.955858)",13829,16,2,48,49
mn-08-120980,Manhattan,108,4,40.76587983,-73.96358324,Live,1126 3 AVENUE,10065,mn-08-120980,04/22/2016 12:00:00 AM,03/19/2016 12:00:00 AM,Upper East Side-Carnegie Hill,1042435,1014000040,1012000,EAST 66 STREET,EAST 65 STREET,SW,"(40.76587983, -73.96358324)",10090,23,4,51,11
LINK-020965,Queens,402,26,40.74130348,-73.9190056,Repair Pending,45-59 46 STREET,11377,qu-02-145985,05/23/2018 12:00:00 AM,10/14/2017 12:00:00 AM,Hunters Point-Sunnyside-West Maspeth,4001553,4001530005,4023500,47 AVENUE,GREENPOINT AVENUE,NE,"(40.74130348, -73.9190056)",14787,53,3,33,66
mn-06-134810,Manhattan,106,2,40.7450706,-73.98037405,Live,205 LEXINGTON AVENUE,10016,mn-06-134810,02/01/2019 12:00:00 AM,06/05/2018 12:00:00 AM,Murray Hill-Kips Bay,1018475,1008880024,1007200,EAST 32 STREET,EAST 33 STREET,NE,"(40.7450706, -73.98037405)",12078,71,4,50,9
mn-11-120248,Manhattan,111,8,40.80263697,-73.93646798,Live,2265 3 AVENUE,10035,mn-11-120248,12/09/2020 12:00:00 AM,06/05/2018 12:00:00 AM,East Harlem North,1054630,1017880001,1019400,EAST 123 STREET,EAST 124 STREET,MIDBLOCK,"(40.80263697, -73.93646798)",13093,7,4,35,16
mn-06-121418,Manhattan,106,4,40.74929182,-73.97275057,Live,767 2 AVENUE,10017,mn-06-121418,02/09/2018 12:00:00 AM,11/04/2017 12:00:00 AM,Turtle Bay-East Midtown,1037546,1013157501,1008800,EAST 41 STREET,EAST 42 STREET,NW,"(40.74929182, -73.97275057)",12079,71,4,51,9
mn-03-139455,Manhattan,103,2,40.728824,-73.98468,Live,242 EAST 10 STREET,10003,mn-03-139455,10/06/2017 12:00:00 AM,08/26/2017 12:00:00 AM,East Village,1006417,1004510032,1004000,1 AVENUE,2 AVENUE,SW,"(40.728824, -73.98468)",11724,70,4,50,5
mn-05-121973,Manhattan,105,4,40.76232437,-73.97220317,Live,43 EAST 57 STREET,10022,mn-05-121973,06/07/2017 12:00:00 AM,04/30/2017 12:00:00 AM,Midtown-Midtown South,1035789,1012920052,1011202,MADISON AVENUE,PARK AVENUE,NE,"(40.76232437, -73.97220317)",12419,11,4,51,10
bk-09-127716,Brooklyn,309,35,40.66734613,-73.95080928,Live,900 NOSTRAND AVENUE,11225,bk-09-127716,04/28/2017 12:00:00 AM,03/11/2017 12:00:00 AM,Crown Heights South,3348092,3012890025,3032100,CARROLL STREET,PRESIDENT STREET,NW,"(40.66734613, -73.95080928)",13509,17,2,48,44
mn-10-142812,Manhattan,110,9,40.80943715,-73.95184032,Live,2307 FREDERICK DOUGLASS BOULEVARD,10027,mn-10-142812,10/14/2016 12:00:00 AM,09/17/2016 12:00:00 AM,Central Harlem South,1059275,1019500029,1025700,WEST 124 STREET,WEST 123 STREET,SW,"(40.80943715, -73.95184032)",12424,18,4,36,18
LINK-013190,Bronx,205,15,40.86191602,-73.89482975,Live,300 EAST FORDHAM ROAD,10458,bx-05-119635,05/02/2022 12:00:00 AM,11/17/2021 12:00:00 AM,Bedford Park-Fordham North,2011004,2030230015,2039902,E FORDHAM RD,E 188TH ST,SE,"(40.86191602, -73.89482975)",10936,6,5,22,29
mn-04-135855,Manhattan,104,3,40.73910655,-73.99915027,Live,77 7 AVENUE,10011,mn-04-135855,02/07/2018 12:00:00 AM,09/16/2017 12:00:00 AM,Hudson Yards-Chelsea-Flatiron-Union Square,1014515,1007900001,1008100,WEST 15 STREET,WEST 14 STREET,NW,"(40.73910655, -73.99915027)",12074,12,4,10,7
mn-04-139998,Manhattan,104,3,40.76445589,-73.99181959,Live,728 10 AVENUE,10019,mn-04-139998,04/30/2018 12:00:00 AM,10/07/2017 12:00:00 AM,Clinton,1026665,1010590163,1012700,WEST 50 STREET,WEST 49 STREET,MIDBLOCK,"(40.76445589, -73.99181959)",12081,12,4,10,10
LINK-019903,Queens,404,25,40.74576092,-73.88945075,Live,75-32 BROADWAY,11373,qu-04-145900,10/04/2017 12:00:00 AM,08/05/2017 12:00:00 AM,Elmhurst,4311943,4014860051,4026700,76 STREET,75 STREET,SW,"(40.74576092, -73.88945075)",14784,66,3,5,68
LINK-021527,Brooklyn,307,38,40.6554376,-74.00305032,Live,899 4 AVENUE,11232,bk-07-145862,08/22/2017 12:00:00 AM,07/01/2017 12:00:00 AM,Sunset Park West,3010172,3006850001,3008400,34 STREET,33 STREET,NE,"(40.6554376, -74.00305032)",13515,9,2,7,45
mn-04-135163,Manhattan,104,3,40.76578851,-73.99085201,Live,764 10 AVENUE,10019,mn-04-135163,11/08/2017 12:00:00 AM,09/23/2017 12:00:00 AM,Clinton,1026733,1010610061,1013300,WEST 52 STREET,WEST 51 STREET,SE,"(40.76578851, -73.99085201)",12081,12,4,10,10
qu-04-128504,Queens,404,25,40.7474512,-73.88498743,Live,80-20 ROOSEVELT AVENUE,11372,qu-04-128504,09/07/2017 12:00:00 AM,07/22/2017 12:00:00 AM,Elmhurst,4036845,4014910008,4026901,81 STREET,80 STREET,SW,"(40.7474512, -73.88498743)",14784,66,3,5,68
mn-12-121455,Manhattan,112,10,40.8471969,-73.9351479,Live,1358 ST. NICHOLAS AVENUE,10033,mn-12-121455,04/24/2018 12:00:00 AM,12/06/2017 12:00:00 AM,Washington Heights South,1063235,1021330066,1026100,WEST 178 STREET,WEST 177 STREET,SE,"(40.8471969, -73.9351479)",13091,47,4,39,21
mn-06-123261,Manhattan,106,2,40.73347,-73.987384,Live,133 EAST 14 STREET,10003,mn-06-123261,07/19/2016 12:00:00 AM,07/02/2016 12:00:00 AM,Gramercy,1084936,1008700024,1005000,3 AVENUE,IRVING PLACE,NW,"(40.73347, -73.987384)",11724,71,4,50,7
qu-09-124172,Queens,409,29,40.713983,-73.830838,Live,80-02 KEW GARDENS ROAD,11415,qu-09-124172,11/30/2016 12:00:00 AM,11/05/2016 12:00:00 AM,Kew Gardens,4312089,4033480037,4077300,UNION TURNPIKE,80 ROAD,SE,"(40.713983, -73.830838)",24011,46,3,28,60
bk-17-126233,Brooklyn,317,45,40.65104682,-73.9439693,Live,3524 CHURCH AVENUE,11203,bk-17-126233,10/30/2017 12:00:00 AM,08/31/2017 12:00:00 AM,East Flatbush-Farragut,3109473,3048890010,3085600,BROOKLYN AVENUE,EAST 35 STREET,SW,"(40.65104682, -73.9439693)",16866,61,2,26,40
mn-05-134211,Manhattan,105,4,40.76023532,-73.98401196,Live,736 7 AVENUE,10019,mn-05-134211,06/12/2017 12:00:00 AM,05/13/2017 12:00:00 AM,Midtown-Midtown South,1024777,1010200035,1012500,WEST 49 STREET,WEST 48 STREET,SW,"(40.76023532, -73.98401196)",12081,11,4,51,10
mn-12-120347,Manhattan,112,7,40.834974,-73.945436,Live,3 EDWARD MORGAN PLACE,10032,mn-12-120347,12/20/2016 12:00:00 AM,11/19/2016 12:00:00 AM,Washington Heights South,1076745,1021340180,1024100,WEST 158 STREET,WEST 157 STREET,SE,"(40.834974, -73.945436)",13090,47,4,23,21
mn-05-136868,Manhattan,105,3,40.7462509,-73.99050599,Live,819 6 AVENUE,10001,mn-05-136868,12/04/2017 12:00:00 AM,09/24/2017 12:00:00 AM,Midtown-Midtown South,1015118,1008040036,1009500,WEST 28 STREET,WEST 29 STREET,NW,"(40.7462509, -73.99050599)",11722,11,4,10,7
mn-04-140360,Manhattan,104,3,40.75074558,-74.00581555,Live,241 11 AVENUE,10001,mn-04-140360,06/27/2017 12:00:00 AM,05/26/2017 12:00:00 AM,Hudson Yards-Chelsea-Flatiron-Union Square,1075683,1006700070,1009900,WEST 26 STREET,WEST 25 STREET,SW,"(40.75074558, -74.00581555)",11722,12,4,10,6
mn-05-134626,Manhattan,105,3,40.74051298,-73.99439314,Live,636 6 AVENUE,10011,mn-05-134626,04/25/2018 12:00:00 AM,11/14/2017 12:00:00 AM,Hudson Yards-Chelsea-Flatiron-Union Square,1015460,1008217506,1005400,WEST 19 STREET,WEST 20 STREET,NE,"(40.74051298, -73.99439314)",12074,11,4,10,7
mn-01-123076,Manhattan,101,1,40.70624185,-74.00624351,Live,110 MAIDEN LANE,10005,mn-01-123076,02/09/2018 12:00:00 AM,11/04/2017 12:00:00 AM,Battery Park City-Lower Manhattan,1000880,1000390012,1000700,WATER STREET,PEARL STREET,SW,"(40.70624185, -74.00624351)",13096,56,4,32,1
