"election","officecd","candid","canclass","candlast","candfirst","candmi","committee","filing","schedule","pageno","sequenceno","refno","inv_date","date","name","c_code","org_ind","strno","strname","apartment","city","state","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","borough","pay_method","amnt","purposecd","purpose","explain","exemptcd","rr_ind","seg_ind"
"2005","2","263","P","Gotbaum","Betsy","F","J","14","F",,,"R0009402","2005-09-07T00:00:00.000","2005-09-07T00:00:00.000","109 CJK Corp","OTHR","Y","109","West 39th Street",,"New York","NY","10018","40.753178","-73.986043","105","4","113","1015277","1008150021","Midtown-Midtown South","MANHATTAN","Final","35.00","OTHER","Other: explntion","amex bill",,"N","N"
"2005","2","263","P","Gotbaum","Betsy","F","J","14","F",,,"R0009404","2005-09-07T00:00:00.000","2005-09-07T00:00:00.000","109 CJK Corp","OTHR","Y","109","West 39th Street",,"New York","NY","10018","40.753178","-73.986043","105","4","113","1015277","1008150021","Midtown-Midtown South","MANHATTAN","Final","13.00","OTHER","Other: explntion","amex bill",,"N","N"
"2005","2","263","P","Gotbaum","Betsy","F","J","14","F",,,"R0009406","2005-09-13T00:00:00.000","2005-09-13T00:00:00.000","109 CJK Corp","OTHR","Y","109","West 39th Street",,"New York","NY","10018","40.753178","-73.986043","105","4","113","1015277","1008150021","Midtown-Midtown South","MANHATTAN","Final","35.00","OTHER","Other: explntion","amex bill",,"N","N"
"2005","2","263","P","Gotbaum","Betsy","F","J","14","F",,,"R0009336","2005-08-05T00:00:00.000","2005-08-05T00:00:00.000","109 CJK Corp","OTHR","Y","109","West 39th Street",,"New York","NY","10018","40.753178","-73.986043","105","4","113","1015277","1008150021","Midtown-Midtown South","MANHATTAN","Final","10.00","OTHER","Other: explntion","amex bill",,"N","N"
"2005","2","263","P","Gotbaum","Betsy","F","J","14","F",,,"R0009338","2005-08-05T00:00:00.000","2005-08-05T00:00:00.000","109 CJK Corp","OTHR","Y","109","West 39th Street",,"New York","NY","10018","40.753178","-73.986043","105","4","113","1015277","1008150021","Midtown-Midtown South","MANHATTAN","Final","49.00","OTHER","Other: explntion","amex bill",,"N","N"
"2005","1","BB","P","Weiner","Anthony","D","H","7","F",,,"R0004624","2005-02-23T00:00:00.000","2005-02-23T00:00:00.000","110 William LLC","LLC","Y","770","Lexington Ave",,"New York","NY","10021","40.763097","-73.967562","108","4","11402","1041920","1013950017","Upper East Side-Carnegie Hill","MANHATTAN","Part","4660.00","RENTO","Office Rent","Security Depost offi",,"N","N"
"2005","1","BB","P","Weiner","Anthony","D","H","7","F",,,"R0004626","2005-02-23T00:00:00.000","2005-02-23T00:00:00.000","110 William LLC","LLC","Y","770","Lexington Ave",,"New York","NY","10021","40.763097","-73.967562","108","4","11402","1041920","1013950017","Upper East Side-Carnegie Hill","MANHATTAN","Part","7363.00","RENTO","Office Rent","March/April Rent",,"N","N"
"2005","1","BB","P","Weiner","Anthony","D","H","7","F",,,"R0005109","2005-02-23T00:00:00.000","2005-02-23T00:00:00.000","110 William LLC","LLC","Y","770","Lexington Ave",,"New York","NY","10021","40.763097","-73.967562","108","4","11402","1041920","1013950017","Upper East Side-Carnegie Hill","MANHATTAN","Final","340.00","RENTO","Office Rent","Office Security Depo","C","N","N"
"2005","1","BB","P","Weiner","Anthony","D","H","7","F",,,"R0005111","2005-02-23T00:00:00.000","2005-02-23T00:00:00.000","110 William LLC","LLC","Y","770","Lexington Ave",,"New York","NY","10021","40.763097","-73.967562","108","4","11402","1041920","1013950017","Upper East Side-Carnegie Hill","MANHATTAN","Final","537.00","RENTO","Office Rent","March/April Rent","C","N","N"
"2005","1","BB","P","Weiner","Anthony","D","H","17","F",,,"R0012722","2005-10-01T00:00:00.000","2005-11-01T00:00:00.000","110 William LLC","LLC","Y","770","Lexington Ave",,"New York","NY","10021","40.763097","-73.967562","108","4","11402","1041920","1013950017","Upper East Side-Carnegie Hill","MANHATTAN","Final","4048.00","RENTO","Office Rent","rent",,"N","N"
"2005","1","BB","P","Weiner","Anthony","D","H","10","F",,,"R0008299","2005-07-06T00:00:00.000","2005-07-06T00:00:00.000","110 William LLC","LLC","Y","770","Lexington Ave",,"New York","NY","10021","40.763097","-73.967562","108","4","11402","1041920","1013950017","Upper East Side-Carnegie Hill","MANHATTAN","Final","4015.00","RENTO","Office Rent","rent",,"N","N"
"2005","1","BB","P","Weiner","Anthony","D","H","10","F",,,"R0007400","2005-06-09T00:00:00.000","2005-06-09T00:00:00.000","110 William LLC","LLC","Y","770","Lexington Ave",,"New York","NY","10021","40.763097","-73.967562","108","4","11402","1041920","1013950017","Upper East Side-Carnegie Hill","MANHATTAN","Final","6220.00","RENTO","Office Rent","1st mo & security",,"N","N"
"2005","1","BB","P","Weiner","Anthony","D","H","10","F",,,"R0007047","2005-05-25T00:00:00.000","2005-05-25T00:00:00.000","110 William LLC","LLC","Y","770","Lexington Ave",,"New York","NY","10021","40.763097","-73.967562","108","4","11402","1041920","1013950017","Upper East Side-Carnegie Hill","MANHATTAN","Final","8004.00","RENTO","Office Rent","rent 2 months",,"N","N"
"2005","1","BB","P","Weiner","Anthony","D","H","11","F",,,"R0009691","2005-07-30T00:00:00.000","2005-08-03T00:00:00.000","110 William LLC","LLC","Y","770","Lexington Ave",,"New York","NY","10021","40.763097","-73.967562","108","4","11402","1041920","1013950017","Upper East Side-Carnegie Hill","MANHATTAN","Final","4058.00","RENTO","Office Rent","rent",,"N","N"
"2005","1","BB","P","Weiner","Anthony","D","H","13","F",,,"R0011801","2005-08-31T00:00:00.000","2005-09-12T00:00:00.000","110 William LLC","LLC","Y","770","Lexington Ave",,"New York","NY","10021","40.763097","-73.967562","108","4","11402","1041920","1013950017","Upper East Side-Carnegie Hill","MANHATTAN","Final","11985.00","RENTO","Office Rent","rent",,"N","N"
"2005","1","BB","P","Weiner","Anthony","D","H","17","L",,,"R0012895","2005-10-01T00:00:00.000","2005-12-30T00:00:00.000","110 William LLC","LLC","Y","770","Lexington Ave",,"New York","NY","10021","40.763097","-73.967562","108","4","11402","1041920","1013950017","Upper East Side-Carnegie Hill","MANHATTAN",,"-3555.00",,,,,"N","N"
"2005","3","260","P","Thompson, Jr.","William","C","J","17","F",,,"R0013241","2005-10-11T00:00:00.000","2005-12-12T00:00:00.000","111 8th Avenue Parking","CORP","Y","111","8th Avenue",,"New York","NY","10011","40.740704","-74.001844","104","3","83","1013043","1007390001","Hudson Yards-Chelsea-Flatiron-Union Square","MANHATTAN","Final","12.00","OTHER","Other: explntion","Travel/Parking",,"N","N"
"2005","5","420","NP","Comrie","Leroy","G","K","16","F",,,"R0002835","2005-10-26T00:00:00.000","2005-10-26T00:00:00.000","113th.PCT Community Council","OTHR","Y","167","Baisley Blvd.",,"Queens","NY","11434",,,,,,,,,,"Final","100.00","OTHER","Other: explntion","charity",,"N","N"
"2005","5","420","NP","Comrie","Leroy","G","K","6","F",,,"R0001534","2004-08-09T00:00:00.000","2004-08-09T00:00:00.000","113th.PCT Community Council","OTHR","Y","167","Baisley Blvd.",,"Queens","NY","11434",,,,,,,,,,"Final","100.00","OTHER","Other: explntion","comm.event",,"N","N"
"2005","6","DC","NP","Reed","Philip",,"K","5","F",,,"R0000770","2004-04-10T00:00:00.000","2004-04-10T00:00:00.000","1199 Plaza Services Corp.","CORP","Y",,,,,,,,,,,,,,,,"Final","75.00","CONSV","Constituent Svcs","donation to seniors",,"N","N"
"2005","1","AY","P","Ferrer","Fernando",,"I","16","F",,,"R0030833","2005-11-04T00:00:00.000","2005-11-04T00:00:00.000","1199 SEIU","EMPO","Y","310","West 43rd Street",,"New York","NY","10036","40.758166","-73.989933","104","3","121","1024945","1010330025","Clinton","MANHATTAN","Final","40.00","RENTO","Office Rent","Office Space",,"N","N"
"2005","1","AY","P","Ferrer","Fernando",,"I","17","N",,,"R0032374",,"2005-11-15T00:00:00.000","1199 SEIU","EMPO","Y","310","West 43rd Street",,"New York","NY","10036","40.758166","-73.989933","104","3","121","1024945","1010330025","Clinton","MANHATTAN",,"800.00","OTHER","Other: explntion","List Rental",,"N","N"
"2005","4","93","P","Espaillat","Adriano",,"H","7","F",,,"R0002032","2005-03-03T00:00:00.000","2005-03-03T00:00:00.000","1199 SEIU National Benefit Fun","OTHR","Y","330","West 42nd Street","31St","New York","NY","10036","40.757661","-73.990832","104","3","115","1024926","1010320048","Clinton","MANHATTAN","Final","1600.00","FUNDR","Fundraising","3/6 EVENT FEE",,"N","N"
"2005","5","743","P","Mark-Viverito","Melissa",,"I","13","F",,,"R0001402","2005-09-08T00:00:00.000","2005-09-09T00:00:00.000","1199 SEIU Political Action Fun","PCOMP","Y","310","W. 42nd Street",,"New York","NY","10036","40.757491","-73.990427","104","3","115","1083268","1010320029","Clinton","MANHATTAN","Final","6830.00","LITER","Campgn Lit.","palm cds, voter file",,"N","N"
"2005","3","260","P","Thompson, Jr.","William","C","J","5","F",,,"R0008520","2004-01-11T00:00:00.000","2004-02-19T00:00:00.000","1350 Sixth Parking","CORP","Y",,,,"New York","NY",,,,,,,,,,,"Final","35.00","OTHER","Other: explntion","Parking",,"N","N"
"2005","3","260","P","Thompson, Jr.","William","C","J","6","F",,,"R0010641","2004-11-21T00:00:00.000","2004-12-23T00:00:00.000","1350 Sixth Parking","CORP","Y",,,,"New York","NY",,,,,,,,,,,"Final","25.00","OTHER","Other: explntion","Travel",,"N","N"
"2005","3","260","P","Thompson, Jr.","William","C","J","16","F",,,"R0013086","2005-09-17T00:00:00.000","2005-11-16T00:00:00.000","1350 Sixth Parking","CORP","Y",,,,"New York","NY",,,,,,,,,,,"Final","22.00","OTHER","Other: explntion","Travel/Parking",,"N","N"
"2005","5","881","P","Rahman","Masud","M","H","15","F",,,"R0000499","2005-10-06T00:00:00.000","2005-10-06T00:00:00.000","136 W 40th Street LLC","LLC","Y","136","W 40th Street",,"New York","NY","10018","40.754375","-73.987024","105","3","113","1015275","1008150001","Midtown-Midtown South","MANHATTAN","Final","22.00","OTHER","Other: explntion","CAR PARKING",,"N","N"
"2005","1","605","NP","Bloomberg","Michael","R","H","10","F",,,"R0003322","2005-06-13T00:00:00.000","2005-06-29T00:00:00.000","136 W. 40th Parking","LLC","Y","136","W. 40th Parking",,"New York","NY","10018",,,,,,,,,,"Final","90.00","OFFCE","Office Expenses","Transportation",,"N","N"
"2005","1","605","NP","Bloomberg","Michael","R","H","14","F",,,"R0006276","2005-07-19T00:00:00.000","2005-09-09T00:00:00.000","136 W. 40th Parking","LLC","Y","136","W. 40th Street",,"New York","NY","10018","40.754375","-73.987024","105","3","113","1015275","1008150001","Midtown-Midtown South","MANHATTAN","Final","87.00","OFFCE","Office Expenses","Transportation",,"N","N"
"2005","5","804","P","Mendez","Rosie",,"H","7","F",,,"R0001328","2005-03-05T00:00:00.000","2005-03-05T00:00:00.000","14 Avenue A Reaaurant Corp","CORP","Y","14","Avenue A",,"New York","NY","10009","40.722709","-73.985959","103","2","3002","1083434","1003970006","East Village","MANHATTAN","Final","250.00","FUNDR","Fundraising","birthday party",,"N","N"
"2005","5","840","P","Carroll","Rodney","L","H","12","F",,,"R0000916","2005-08-01T00:00:00.000","2005-08-25T00:00:00.000","1400 5th Commercial LLC","CORP","Y","275","Lenox Avenue",,"New York","NY","10027","40.806911","-73.946127","110","9","222","1057789","1019080034","Central Harlem South","MANHATTAN","Part","3000.00","RENTO","Office Rent","Campaign Office",,"N","N"
"2005","5","840","P","Carroll","Rodney","L","H","14","F",,,"R0001031","2005-08-01T00:00:00.000","2005-08-11T00:00:00.000","1400 5th Commercial LLC","CORP","Y","275","Lenox Avenue",,"New York","NY","10027","40.806911","-73.946127","110","9","222","1057789","1019080034","Central Harlem South","MANHATTAN","Final","3000.00","RENTO","Office Rent","Campaign Office",,"N","N"
"2005","1","Y2","P","Miller","A. Gifford",,"H","11","F",,,"R0019442","2005-07-22T00:00:00.000","2005-07-22T00:00:00.000","150 Broadway NY Associates LP","PART","Y","150","Broadway",,"New York","NY","10038","40.70932","-74.010392","101","1","1502","1001087","1000640012","Battery Park City-Lower Manhattan","MANHATTAN","Final","4513.00","RENTO","Office Rent","Rent & sec dep","P","N","N"
"2005","1","Y2","P","Miller","A. Gifford",,"H","11","F",,,"R0020008","2005-07-21T00:00:00.000","2005-07-21T00:00:00.000","150 Broadway NY Associates LP","PART","Y","150","Broadway",,"New York","NY","10038","40.70932","-74.010392","101","1","1502","1001087","1000640012","Battery Park City-Lower Manhattan","MANHATTAN","Final","2257.00","RENTO","Office Rent","rent","P","N","N"
"2005","1","Y2","P","Miller","A. Gifford",,"H","11","F",,,"R0020064","2005-08-01T00:00:00.000","2005-08-01T00:00:00.000","150 Broadway NY Associates LP","PART","Y","150","Broadway",,"New York","NY","10038","40.70932","-74.010392","101","1","1502","1001087","1000640012","Battery Park City-Lower Manhattan","MANHATTAN","Part","1674.00","RENTO","Office Rent","rent","P","N","N"
"2005","1","Y2","P","Miller","A. Gifford",,"H","11","F",,,"R0020911","2005-08-01T00:00:00.000","2005-08-01T00:00:00.000","150 Broadway NY Associates LP","PART","Y","150","Broadway",,"New York","NY","10038","40.70932","-74.010392","101","1","1502","1001087","1000640012","Battery Park City-Lower Manhattan","MANHATTAN","Final","583.00","OFFCE","Office Expenses","Office Rent",,"N","N"
"2005","1","Y2","P","Miller","A. Gifford",,"H","13","F",,,"R0022711","2005-09-02T00:00:00.000","2005-09-02T00:00:00.000","150 Broadway NY Associates LP","PART","Y","150","Broadway",,"New York","NY","10038","40.70932","-74.010392","101","1","1502","1001087","1000640012","Battery Park City-Lower Manhattan","MANHATTAN","Final","978.00","RENTO","Office Rent","Primary rent 9/05",,"N","N"
"2005","1","Y2","P","Miller","A. Gifford",,"H","13","F",,,"R0022713","2005-09-02T00:00:00.000","2005-09-02T00:00:00.000","150 Broadway NY Associates LP","PART","Y","150","Broadway",,"New York","NY","10038","40.70932","-74.010392","101","1","1502","1001087","1000640012","Battery Park City-Lower Manhattan","MANHATTAN","Final","1279.00","RENTO","Office Rent","Rent post-PR 9/05",,"N","N"
"2005","1","Y2","P","Miller","A. Gifford",,"H","17","L",,,"R0024445","2005-07-22T00:00:00.000","2005-11-01T00:00:00.000","150 Broadway NY Associates LP","PART","Y","150","Broadway",,"New York","NY","10038","40.70932","-74.010392","101","1","1502","1001087","1000640012","Battery Park City-Lower Manhattan","MANHATTAN",,"-2257.00",,,,"P","N","N"
"2005","5","CP","P","Stewart","Kendall","B","K","13","F",,,"R0001290","2005-09-09T00:00:00.000","2005-09-09T00:00:00.000","1600 WWRL","CORP","Y","41-30","58th Street",,"Queens","NY","11377","40.743985","-73.906982","402","26","251","4519799","4013280067","Woodside","QUEENS","Final","1000.00","RADIO","Radio Ads.","radio ads",,"N","N"
"2005","4","828","P","Wright","Keith",,"H","13","F",,,"R0002224","2005-09-08T00:00:00.000","2005-09-08T00:00:00.000","1600 WWRL BROADCAST","CORP","Y","333","SEVENTH AVENUE",,"New York","NY","10001","40.747629","-73.99306","105","3","95","1015097","1008040001","Midtown-Midtown South","MANHATTAN","Final","4500.00","RADIO","Radio Ads.","RADIO ADS",,"N","N"
"2005","5","MT","P","Blackwell","Eric","S","H","17","N",,,"R0000617",,"2005-08-31T00:00:00.000","17 Green Farm","CORP","Y","17","Greene Avenue",,"Brooklyn","NY","11238","40.685935","-73.972608","302","35","181","3059369","3021180041","Fort Greene","BROOKLYN",,"21.00","FUNDR","Fundraising","Fund Raising",,"N","N"
"2005","5","223","NP","Martinez","Miguel",,"J","10","F",,,"R0001100","2005-05-10T00:00:00.000","2005-05-10T00:00:00.000","17 Murray","CORP","Y","17","Murray St",,"New York","NY","10007","40.713451","-74.008062","101","1","21","1001447","1001347502","SoHo-TriBeCa-Civic Center-Little Italy","MANHATTAN","Final","1266.00","FUNDR","Fundraising","fundraising",,"N","N"
"2005","2","263","P","Gotbaum","Betsy","F","J","17","F",,,"R0009739","2005-11-14T00:00:00.000","2005-11-14T00:00:00.000","17 Murray Bar","OTHR","Y","17","Murray Street",,"New York","NY","10007","40.713451","-74.008062","101","1","21","1001447","1001347502","SoHo-TriBeCa-Civic Center-Little Italy","MANHATTAN","Final","37.00","OTHER","Other: explntion","amex bill",,"N","N"
"2005","2","263","P","Gotbaum","Betsy","F","J","17","F",,,"R0009747","2005-12-05T00:00:00.000","2005-12-05T00:00:00.000","17 Murray Bar","OTHR","Y","17","Murray Street",,"New York","NY","10007","40.713451","-74.008062","101","1","21","1001447","1001347502","SoHo-TriBeCa-Civic Center-Little Italy","MANHATTAN","Final","22.00","OTHER","Other: explntion","amex bill",,"N","N"
"2005","4","ED","P","Carrion, Jr.","Adolfo",,"J","14","F",,,"R0006590","2005-08-19T00:00:00.000","2005-08-19T00:00:00.000","17 MURRAY BAR","CORP","Y","17","MURRAY STREET",,"New York","NY","10007","40.713451","-74.008062","101","1","21","1001447","1001347502","SoHo-TriBeCa-Civic Center-Little Italy","MANHATTAN","Final","87.00","OTHER","Other: explntion","FOOD",,"N","N"
"2005","4","ED","P","Carrion, Jr.","Adolfo",,"J","10","F",,,"R0005730","2005-06-08T00:00:00.000","2005-06-08T00:00:00.000","17 MURRAY BAR","CORP","Y","17","MURRAY STREET",,"New York","NY","10007","40.713451","-74.008062","101","1","21","1001447","1001347502","SoHo-TriBeCa-Civic Center-Little Italy","MANHATTAN","Final","54.00","OTHER","Other: explntion","FOOD",,"N","N"
"2005","2","263","P","Gotbaum","Betsy","F","J","10","F",,,"R0008377","2005-07-01T00:00:00.000","2005-07-01T00:00:00.000","17 Murray Bar","OTHR","Y","17","Murray Street",,"New York","NY","10007","40.713451","-74.008062","101","1","21","1001447","1001347502","SoHo-TriBeCa-Civic Center-Little Italy","MANHATTAN","Final","36.00","OFFCE","Office Expenses","amex bill",,"N","N"
"2005","5","511","P","Clarke","Yvette","D","M","12","F",,,"R0000897","2005-08-17T00:00:00.000","2005-08-29T00:00:00.000","17 Murray Bar & Restaurant","OTHR","Y","17","Murray Street",,"New York","NY","10007","40.713451","-74.008062","101","1","21","1001447","1001347502","SoHo-TriBeCa-Civic Center-Little Italy","MANHATTAN","Final","1011.00","FUNDR","Fundraising","catering",,"N","N"
"2005","3","260","P","Thompson, Jr.","William","C","J","17","F",,,"R0013231","2005-10-26T00:00:00.000","2005-12-12T00:00:00.000","17 Murray Bar & Restaurant","CORP","Y","17","Murray Street","#1","New York","NY","10007","40.713451","-74.008062","101","1","21","1001447","1001347502","SoHo-TriBeCa-Civic Center-Little Italy","MANHATTAN","Final","35.00","OTHER","Other: explntion","Mtg/ Food & Bev",,"N","N"
"2005","5","SH","P","Sears","Helen",,"L","6","F",,,"R0000567","2004-06-14T00:00:00.000","2004-06-14T00:00:00.000","17 murray bar & restaurant","OTHR","Y","17","murray",,"New York","NY","10006",,,,,,,,,,"Final","1010.00","FUNDR","Fundraising","service",,"N","N"
"2005","5","LW","P","Recchia","Domenic","M","J","15","F",,,"R0001388","2005-05-25T00:00:00.000","2005-10-12T00:00:00.000","17 Murray Bar & Restaurant","OTHR","Y","17","Murray Street",,"New York","NY","10007","40.713451","-74.008062","101","1","21","1001447","1001347502","SoHo-TriBeCa-Civic Center-Little Italy","MANHATTAN","Final","1899.00","FUNDR","Fundraising","Fundraiser Event",,"N","N"
"2005","5","480","P","James","Letitia",,"J","16","F",,,"R0001685","2005-11-05T00:00:00.000","2005-11-06T00:00:00.000","17 Murray Bar Rest. (Fishtail)","LLC","Y","17","Murray Street",,"Brooklyn","NY",,,,,,,,,,,"Final","442.00","FUNDR","Fundraising","Fundraiser",,"N","N"
"2005","4","148","P","Stringer","Scott","M","J","7","F",,,"R0007393","2005-03-04T00:00:00.000","2005-03-04T00:00:00.000","17 Murray Restaruant","CORP","Y","17","Murray Street",,"New York","NY","10007","40.713451","-74.008062","101","1","21","1001447","1001347502","SoHo-TriBeCa-Civic Center-Little Italy","MANHATTAN","Final","45.00","OTHER","Other: explntion","Food costs",,"N","N"
"2005","5","232","P","Weprin","David","I","K","8","F",,,"R0001917","2005-03-28T00:00:00.000","2005-03-28T00:00:00.000","17 Murray Restaurant","OTHR","Y","17","Murray Street",,"New York","NY","10005","40.713451","-74.008062","101","1","21","1001447","1001347502","SoHo-TriBeCa-Civic Center-Little Italy","MANHATTAN","Final","2533.00","FUNDR","Fundraising","fundraising",,"N","N"
"2005","5","232","P","Weprin","David","I","K","17","F",,,"R0002880","2005-06-10T00:00:00.000","2005-06-10T00:00:00.000","17 Murray Restaurant","OTHR","Y","17","Murray Street",,"New York","NY","10005","40.713451","-74.008062","101","1","21","1001447","1001347502","SoHo-TriBeCa-Civic Center-Little Italy","MANHATTAN","Final","56.00","OTHER","Other: explntion","Lunch Meeting",,"N","N"
