"basketid","baskettype","direction","fid","location_description","ownertype","section","stateplane_labelx","stateplane_labely","stateplane_snappedx","stateplane_snappedy","streetname1","streetname2","point"
"30640052","S","N","17752","N corner of 5 AV and PRESIDENT ST","D","BKS064","989529.47761814","185551.21917056","989538.27025148","185509.13362479","5 AV","PRESIDENT ST","POINT (-73.98096811599999 40.675978626000074)"
"10110086","R","NW","5242","NW corner of BROADWAY and MURRAY ST","D","MN011","982229.16282248","199126.67167838","982237.87146647","199095.44142587","BROADWAY","MURRAY ST","POINT (-74.00729094799993 40.71324144600004)"
"10220063","H","SW","37","SW corner of BROADWAY and W 4 ST","B","MN022","985770.85521415","204625.20398839","985811.12547481","204653.86206755","BROADWAY","W 4 ST","POINT (-73.99451422299995 40.72833369500006)"
"31160004","S","NW","18598","NW corner of KINGS HWY and W 10 ST","D","BKS116","988887.29780014","159946.94393563","988928.95716564","159902.18319838","KINGS HWY","W 10 ST","POINT (-73.98330086699997 40.605700729000034)"
"10910093","S","SW","4069","SW corner of W 120 ST and CLAREMONT AV","D","MN091","994398.18605655","234697.65598247","994439.34936006","234712.49650396","W 120 ST","CLAREMONT AV","POINT (-73.96334153199996 40.81086906300004)"
"10410173","H","Direction TBD","5977","Location Description T/K","B","MN041","982534.05263265","209730.93852755","982519.33178498","209704.2416517","Street Name TBD",,"POINT (-74.00619386499994 40.74234764300007)"
"20910017","S","SW","10666","SW corner of WESTCHESTER AV and MORRISON AV","D","BX091","1018895.37754765","241421.51392581","1018945.1304009","241467.13522564","WESTCHESTER AV","MORRISON AV","POINT (-73.87481176299997 40.82926204200004)"
"10920081","S","NE","5597","NE corner of AMSTERDAM AV and W 135 ST","D","MN092","997563.8345809","237664.49191231","997518.72968423","237646.02082063","AMSTERDAM AV","W 135 ST","POINT (-73.95189986899999 40.81900799500005)"
"20730028","H","NW","9413","NW corner of E GUN HILL RD and BAINBRIDGE AV","B","BX073","1017828.3117684","260388.15086122","1017837.46562147","260350.73590981","E GUN HILL RD","BAINBRIDGE AV","POINT (-73.87857255599994 40.881323880000025)"
"41240034","H","NW","22660","NW corner of LINDEN BLVD and MARNE PL","D","QE124","1045940.70173773","191558.54114538","1045990.31942065","191530.66849771","LINDEN BLVD","MARNE PL","POINT (-73.77754245399996 40.69225393000005)"
"10420071","S","SW","20915","SW corner of 8 AV and W 28 ST","D","MN042","985214.46328232","211933.99383272","985258.26240732","211948.32910588","8 AV","W 28 ST","POINT (-73.99652063099995 40.74839459400005)"
"10820055","R","SW","3228","SW corner of 2 AV and E 75 ST","O","MN082","996099.75548807","220074.22755222","996138.66354673","220087.01394397","2 AV","E 75 ST","POINT (-73.95722047799995 40.77072956600006)"
"31620164","H","SW","20465","SW corner of MACON ST and THOMAS S BOYLAND ST","D","BKN162","1007803.7806364","188822.14438722","1007830.59882423","188857.37824063","MACON ST","THOMAS S BOYLAND ST","POINT (-73.91507503699995 40.68492681300006)"
"10310013","R","W","22198","W corner of HENRY ST and CLINTON ST","D","MN031","987782.11103414","199319.97542563","987810.54732898","199291.14641506","HENRY ST","CLINTON ST","POINT (-73.98726042299995 40.71377154500004)"
"11040017","S","NE","3937","NE corner of BRADHURST AV and W 146 ST","D","MN104","1000256.29605947","239480.69202004","1000216.11274089","239472.19170897","BRADHURST AV","W 146 ST","POINT (-73.94216793999993 40.82398848300005)"
"10220105","S","SE","56","SE corner of WASHINGTON ST and BARROW ST","D","MN022","981850.78300181","205866.12375063","981835.86439648","205894.82087171","WASHINGTON ST","BARROW ST","POINT (-74.00865823199996 40.731739521000065)"
"30930026","S","SE","19062","SE corner of FLATBUSH AV and MIDWOOD ST","D","BKN093","995259.52915014","179487.78871213","995220.39143315","179526.32406813","FLATBUSH AV","MIDWOOD ST","POINT (-73.96032030199996 40.659330587000056)"
"30330068","S","SE","10179","SE corner of JEFFERSON AV and THROOP AV","D","BKN033","1000611.35309215","188523.26309522","1000578.91385256","188573.20558064","JEFFERSON AV","THROOP AV","POINT (-73.94100904299995 40.68412266800004)"
"11220035","S","NW","6673","NW corner of ST NICHOLAS AV and W 180 ST","D","MN122","1002409.77994148","248527.46034379","1002422.03746289","248491.79079571","ST NICHOLAS AV","W 180 ST","POINT (-73.93436254099998 40.84881507600005)"
"31830014","S","S","21368","S corner of AV L and E 92 ST","D","BKS183","1012306.73029189","171038.12090021","1012304.82544006","171092.11521479","AV L","E 92 ST","POINT (-73.89891303899998 40.63610048500004)"
"10620275","H","NW","7738","NW corner of 1 AV and E 27 ST","D","MN062","990681.59276798","208729.51598972","990683.17347348","208693.69781989","1 AV","E 27 ST","POINT (-73.97679242799995 40.73959681600007)"
"10630260","H","NE","69206","NE corner of LEXINGTON AV and E 45 ST","B","MN063","991351.93722782","213774.42059804","991308.64400731","213757.76774421","LEXINGTON AV","E 45 ST","POINT (-73.97436809899995 40.75344330200005)"
"30210172","H","SE","13098","SE corner of JAY ST and FRONT ST","B","BKN021","987972.28158556","195141.26659146","987959.53981315","195170.67598146","JAY ST","FRONT ST","POINT (-73.98657674999998 40.70230189800003)"
"41320040","S","NW","43413","NW corner of UNION TP and 251 ST","D","QE132","1061955.60769998","210246.24031846","1061995.1033559","210200.48483256","UNION TP","251 ST","POINT (-73.71957672799994 40.74342080400004)"
"40320129","S","Direction TBD","17503","Location Description T/K","D","QW032","1016236.32052982","212620.28740764","1016266.33433518","212624.51220997","Street Name TBD",,"POINT (-73.88455729899994 40.75022050100006)"
"41020053","S","N","21154","N corner of LIBERTY AV and 107 ST","D","QE102","1030223.91788265","188429.06184004","1030213.71711564","188348.61941563","LIBERTY AV","107 ST","POINT (-73.83423896399995 40.68375983800007)"
"20110026","S","N","6602","N corner of ALEXANDER AV and E 139 ST","D","BX011","1005083.70339939","234727.8127463","1005088.54066007","234689.09103897","ALEXANDER AV","E 139 ST","POINT (-73.92474044399995 40.81093310000006)"
"10810156","R","NW","2829","NW corner of 2 AV and E 67 ST","O","MN081","995114.53993881","218280.85417047","995120.28631839","218245.98416147","2 AV","E 67 ST","POINT (-73.96078028299996 40.76580848700007)"
"10820072","R","SE","3446","SE corner of 2 AV and E 74 ST","D","MN082","996073.89005423","219780.31376997","996068.92287256","219821.69295231","2 AV","E 74 ST","POINT (-73.95731437599994 40.76992288400004)"
"10510242","H","NE","1755","NE corner of BROADWAY and W 29 ST","B","MN051","987475.17890523","211108.18577304","987435.29545482","211086.64447755","BROADWAY","W 29 ST","POINT (-73.98836193999995 40.74612742200003)"
"10810042","S","NE","4737","NE corner of PARK AV and E 61 ST","D","MN081","992966.33622998","217685.59945546","992929.13584507","217673.60341647","PARK AV","E 61 ST","POINT (-73.96853610499994 40.764177045000054)"
"31620140","H","NW","8416","NW corner of SARATOGA AV and LIVONIA AV","D","BKN162","1007636.29507898","180352.88737564","1007673.73234007","180331.77849397","SARATOGA AV","LIVONIA AV","POINT (-73.91570831199994 40.66168105500003)"
"31210027","S","W","18749","W corner of 60 ST and 15 AV","D","BKS121","985798.95620781","167396.77647688","985840.90592706","167408.42835647","60 ST","15 AV","POINT (-73.99442138499995 40.626150059000054)"
"30130054","S","NE","34327","NE corner of METROPOLITAN AV and LEONARD ST","D","BKN013","998796.89281031","199569.6625903","998758.12713981","199515.40154396","METROPOLITAN AV","LEONARD ST","POINT (-73.94752739199998 40.714445624000064)"
"10820134","H","NE","4207","NE corner of E 72 ST and PARK AV","B","MN082","994371.71170007","220224.12292172","994335.9374934","220211.7610698","E 72 ST","PARK AV","POINT (-73.96345897899994 40.771143137000024)"
"10710299","H","Direction TBD","56329","Location Description T/K","P","MN071","986411.3293269","221167.43599571","986455.31988359","221213.7248349","Street Name TBD",,"POINT (-73.99219808699996 40.77373781500006)"
"50120176","R","S","15323","S corner of RICHMOND TER and HAMILTON AV","D","SI012","962677.9594709","174402.3704053","962677.32298923","174432.6892423","RICHMOND TER","HAMILTON AV","POINT (-74.07773627799997 40.645352788000025)"
"30210174","H","NW","13100","NW corner of FULTON ST and ROCKWELL PL","B","BKN021","989936.82686906","190103.48565655","989969.99182898","190069.10153897","FULTON ST","ROCKWELL PL","POINT (-73.97949571799995 40.68847331200004)"
"30740053","S","W","17952","W corner of 4 AV and 60 ST","D","BKS074","979037.17708048","172750.57023121","979084.87252314","172762.66305479","4 AV","60 ST","POINT (-74.01878457499998 40.640843690000054)"
"10210149","S","E","62","E corner of VARICK ST and W HOUSTON ST","D","MN021","982830.61962481","204653.64257979","982807.60785981","204702.70711422","VARICK ST","W HOUSTON ST","POINT (-74.00512255799998 40.72841176800006)"
"40330044","S","SE","16063","SE corner of NORTHERN BLVD and 90 ST","D","QW033","1018130.77441806","214794.15018588","1018091.8840759","214820.7777573","NORTHERN BLVD","90 ST","POINT (-73.87770894399995 40.75618014300005)"
"30810105","S","NE","12732","NE corner of VANDERBILT AV and PARK PL","D","BKN081","992868.47717373","185885.08595689","992835.84239648","185859.79893397","VANDERBILT AV","PARK PL","POINT (-73.96893008299998 40.67689239500004)"
"10210207","S","SE","7959","SE corner of PRINCE ST and MOTT ST","D","MN021","985688.23005131","202633.93303655","985671.39478314","202675.77547255","PRINCE ST","MOTT ST","POINT (-73.99481275899996 40.722868152000046)"
"20910004","S","SW","10516","SW corner of WESTCHESTER AV and MANOR AV","D","BX091","1018400.46285506","241210.89394021","1018442.90699589","241275.33770897","WESTCHESTER AV","MANOR AV","POINT (-73.87660118699995 40.828685878000044)"
"11210197","S","SE","8710","SE corner of BROADWAY and W 165 ST","D","MN121","1000588.55917448","244913.67984171","1000569.12056506","244965.9536873","BROADWAY","W 165 ST","POINT (-73.94095418399996 40.83889986600008)"
"31710032","S","N","10267","N corner of CLARKSON AV and E 91 ST","D","BKN171","1005158.60810523","179140.84977347","1005156.82136339","179110.3176823","CLARKSON AV","E 91 ST","POINT (-73.92464259499997 40.65836047600004)"
"40930036","S","N","17064","N corner of JAMAICA AV and 111 ST","D","QW093","1029440.82364832","193322.93820713","1029418.19016339","193244.25266896","JAMAICA AV","111 ST","POINT (-73.83702963599995 40.697196414000075)"
"40220054","H","NW","14033","NW corner of QUEENS BLVD and 45 ST","D","QW022","1006496.99158332","210229.51692672","1006515.9525034","210168.87761229","QUEENS BLVD","45 ST","POINT (-73.91971610199994 40.743688303000056)"
"40410055","S","NE","14388","NE corner of BROADWAY and 77 ST","D","QW041","1015269.56327698","210863.64623588","1015206.16806257","210872.66098163","BROADWAY","77 ST","POINT (-73.88805459099996 40.745402410000054)"
"10340134","H","NW","891","NW corner of AV C and E 9 ST","D","MN034","990331.3372349","203595.86155888","990340.18793897","203548.45089255","AV C","E 9 ST","POINT (-73.97806099799999 40.72550644100005)"
"20820103","S","Direction TBD","9971","Location Description T/K","D","BX082","1009836.7608224","258995.7760213","1009858.48050373","259009.26081561","Street Name TBD",,"POINT (-73.90747761199998 40.87752903100005)"
"10210144","C","SW","23738","SW corner of BOWERY and GRAND ST","B","MN021","985623.10550964","201006.94318029","985651.79180397","201028.17050006","BOWERY","GRAND ST","POINT (-73.99504803999997 40.71840246700003)"
"10850080","H","NW","5227","NW corner of YORK AV and E 88 ST","B","MN085","999137.42756231","222518.0635438","999138.7920609","222479.71585147","YORK AV","E 88 ST","POINT (-73.94624820999996 40.77743266200008)"
"40710129","S","Direction TBD","21009","Location Description T/K","D","QE071","1032128.00593798","213842.21376956","1032088.34180445","213825.18646131","Street Name TBD",,"POINT (-73.82719288799996 40.753502611000044)"
"40940150","S","S","27857","S corner of JAMAICA AV and 131 ST","D","QW094","1033656.0950734","194977.79021238","1033665.12983222","195020.86591363","JAMAICA AV","131 ST","POINT (-73.82181598999995 40.701716059000034)"
"41210053","H","S","15913","S corner of JAMAICA AV and MERRICK BLVD","B","QE121","1041355.12462281","196421.49270555","1041374.09177648","196464.52838063","JAMAICA AV","MERRICK BLVD","POINT (-73.79403692399995 40.70563233900003)"
"11210092","R","SW","8100","SW corner of BROADWAY and W 160 ST","D","MN121","999782.6529779","243806.99603146","999824.0662809","243846.18558563","BROADWAY","W 160 ST","POINT (-73.94386927699998 40.83586379400003)"
"31160037","S","NW","19545","NW corner of KINGS HWY and W 7 ST","D","BKS116","989692.98844598","159808.64795238","989732.45293398","159788.77791338","KINGS HWY","W 7 ST","POINT (-73.98039939699999 40.605320677000066)"
"10130097","S","SE","7842","SE corner of CHURCH ST and LISPENARD ST","D","MN013","983185.10415207","201522.15835722","983184.72652814","201574.92793672","CHURCH ST","LISPENARD ST","POINT (-74.00384308499997 40.71981665100003)"
"40310032","S","NE","11991","NE corner of NORTHERN BLVD and 98 ST","D","QW031","1020194.23846698","215236.96196429","1020162.95309648","215188.03752147","NORTHERN BLVD","98 ST","POINT (-73.87025852199997 40.75738740000003)"
"31610120","R","NW","12966","NW corner of PITKIN AV and OSBORN ST","D","BKN161","1009469.92166106","183430.13318963","1009503.02002007","183393.55386646","PITKIN AV","OSBORN ST","POINT (-73.90908771599999 40.67012237500006)"
"11240037","S","N","7050","N corner of ISHAM ST and PARK TER W","D","MN124","1006310.76262507","255951.92449747","1006301.55037315","255915.17719564","ISHAM ST","PARK TER W","POINT (-73.92023792799995 40.869184113000074)"
"10130138","S","SW","8260","SW corner of W BROADWAY and WORTH ST","D","MN013","982091.31467298","200709.20821147","982125.82772732","200736.03525755","W BROADWAY","WORTH ST","POINT (-74.00778869799996 40.717585099000075)"
"20730091","S","N","23576","N corner of E GUN HILL RD and ROCHAMBEAU AV","D","BX073","1017544.65255882","260590.49822556","1017594.6544273","260512.84844646","E GUN HILL RD","ROCHAMBEAU AV","POINT (-73.87959734199995 40.88188033500006)"
"31720028","S","NW","10742","NW corner of CHURCH AV and E 34 ST","D","BKN172","999272.45681982","176502.21036571","999295.21924149","176484.13198979","CHURCH AV","E 34 ST","POINT (-73.94586334399997 40.651129930000025)"
"11010086","H","Direction TBD","5039","Location Description T/K","B","MN101","998172.48264182","234299.90284097","998150.75831381","234260.17261276","Street Name TBD",,"POINT (-73.94970786199997 40.809772200000054)"
"31320185","S","SE","19256","SE corner of CONEY ISLAND AV and NEPTUNE AV","D","BKS132","995450.46610422","151242.31501946","995416.37201232","151285.79951255","CONEY ISLAND AV","NEPTUNE AV","POINT (-73.95967897399998 40.581802406000065)"
"21010192","S","E","11245","E corner of WESTCHESTER AV and COMMERCE AV","D","BX101","1027765.74760215","245271.47801064","1027721.68141732","245275.3625173","WESTCHESTER AV","COMMERCE AV","POINT (-73.84273411999999 40.83978981900003)"
"10340003","H","NW","20267","NW corner of COOPER SQ and E 7 ST","D","MN034","986889.16629773","204919.13286246","986915.0012055","204904.72646646","COOPER SQ","E 7 ST","POINT (-73.99047925699995 40.72914019500007)"
"10410125","S","SE","728","SE corner of 8 AV and W 20 ST","D","MN041","984320.48377106","210054.86537314","984315.71179898","210089.96340005","8 AV","W 20 ST","POINT (-73.99974708699995 40.74323690800003)"
"40150012","S","E","16378","E corner of STEINWAY ST and 31 AV","D","QW015","1007302.81018165","216669.97189355","1007253.18560898","216663.1559623","STEINWAY ST","31 AV","POINT (-73.91678597199996 40.761363653000046)"
"31030077","S","W","19177","W corner of 4 AV and 94 ST","D","BKS103","975620.70064573","163945.27386546","975652.81901981","163958.20527005","4 AV","94 ST","POINT (-74.03108375199997 40.61667233400004)"
"10420207","S","NW","1109","NW corner of 10 AV and W 40 ST","D","MN042","985219.67783882","215646.98903139","985221.38944957","215597.47600704","10 AV","W 40 ST","POINT (-73.99650127599995 40.75858582500007)"
"30420036","S","S","22412","S corner of WYCKOFF AV and MENAHAN ST","D","BKN042","1008080.50350815","194694.13658021","1008074.38475397","194726.89077979","WYCKOFF AV","MENAHAN ST","POINT (-73.91405650299998 40.701043328000026)"
"20420059","R","E","23530","E corner of E 167 ST and RIVER AV","D","BX042","1006101.37492047","243789.04527997","1006071.75096397","243777.50133979","E 167 ST","RIVER AV","POINT (-73.92103463699993 40.835801151000055)"
"40620063","R","SE","13190","SE corner of METROPOLITAN AV and QUEENS METROPOLITAN HS DY","D","QW062","1023984.62360273","198400.89229006","1024032.96044831","198450.24422547","METROPOLITAN AV","QUEENS METROPOLITAN HS DY","POINT (-73.85667634799995 40.71116036700005)"
"10210093","S","W","20090","W corner of CARMINE ST and BLEECKER ST","D","MN021","983503.43520831","205383.66867881","983539.54209147","205367.83701755","CARMINE ST","BLEECKER ST","POINT (-74.00269512699998 40.73041559400008)"
"31610131","H","SW","13717","SW corner of THOMAS S BOYLAND ST and LIVONIA AV","D","BKN161","1008706.00980306","180451.02333422","1008716.55833839","180498.49075897","THOMAS S BOYLAND ST","LIVONIA AV","POINT (-73.91185229899997 40.66194752600006)"
"30810142","S","SE","20439","SE corner of WASHINGTON AV and BERGEN ST","D","BKN081","994332.68782798","186398.91695021","994296.03632648","186444.4270298","WASHINGTON AV","BERGEN ST","POINT (-73.96365053799997 40.67830119800004)"
"11130034","R","NW","12131","NW corner of 3 AV and E 124 ST","D","MN113","1001860.02972865","231933.1136113","1001856.17835839","231880.94376813","3 AV","E 124 ST","POINT (-73.93639317599997 40.80326943600005)"
"21120038","S","SW","8411","SW corner of ALLERTON AV and HOLLAND AV","D","BX112","1021424.99880072","254544.95880747","1021459.15129147","254586.70872396","ALLERTON AV","HOLLAND AV","POINT (-73.86559833299998 40.86527171200004)"
"11220105","S","NW","7241","NW corner of ST NICHOLAS AV and W 177 ST","D","MN122","1002034.79709564","247824.54967614","1002038.65929264","247801.41947305","ST NICHOLAS AV","W 177 ST","POINT (-73.93571978799997 40.84688655700006)"
"41380036","S","NW","14193","NW corner of 147 AV and 184 ST","D","QE138","1049808.65955298","179827.10857154","1049808.50568189","179740.82003021","147 AV","184 ST","POINT (-73.76370863099999 40.66002609800006)"
"20120050","S","SW","8000","SW corner of E 149 ST and JACKSON AV","D","BX012","1009318.05352648","235503.26263897","1009390.37588839","235545.14903814","E 149 ST","JACKSON AV","POINT (-73.90944111999994 40.81305049400004)"
"20520106","R","S","23103","S corner of CRESTON AV and E BURNSIDE AV","D","BX052","1010547.84043698","249852.5974573","1010533.33324814","249876.14727896","CRESTON AV","E BURNSIDE AV","POINT (-73.90494216899998 40.85243169700004)"
"11230141","S","NW","16423","NW corner of BROADWAY and W 184 ST","D","MN123","1002269.59780714","249759.80105497","1002272.56204006","249744.99268563","BROADWAY","W 184 ST","POINT (-73.93486591999994 40.85219777400005)"
"30340066","R","NE","13544","NE corner of HALSEY ST and LEWIS AV","D","BKN034","1002278.26183181","188356.72307396","1002252.82782756","188322.33994064","HALSEY ST","LEWIS AV","POINT (-73.93499929399997 40.68366231600004)"
"10510426","C",,"1890","NE corner of BROADWAY and W 38 ST","B","MN051","987834.08796431","213603.1738933","987799.55653732","213582.43016838",,"W 38 ST","POINT (-73.98706532599994 40.752975399000036)"
"10520721","C","SE","2263","SE corner of 7 AV and W 45 ST","B","MN052","988281.96042815","215353.05884497","988268.32889372","215389.82484755","7 AV","W 45 ST","POINT (-73.98544776099999 40.75777819600006)"
"11120037","S","NW","958","NW corner of E 110 ST and LEXINGTON AV","D","MN112","999623.30257481","228912.11112313","999629.74908423","228878.32510147","E 110 ST","LEXINGTON AV","POINT (-73.94447925599997 40.794981783000026)"
"31530031","R","NE","21402","NE corner of SHEEPSHEAD BAY RD and SHORE PKWY","D","BKS153","997833.27269031","152430.1564758","997806.94137815","152398.14636922","SHEEPSHEAD BAY RD","SHORE PKWY","POINT (-73.95109831799994 40.58505946500003)"
"11010436","S","NW","26898","NW corner of MANHATTAN AV and W 114 ST","D","MN101","995915.57672256","232165.83230597","995929.23187898","232126.80613729","MANHATTAN AV","W 114 ST","POINT (-73.95786441799999 40.80391803300006)"
"40710080","H","S","15935","S corner of MAIN ST and 41 AV","D","QE071","1031447.67855848","215450.44546121","1031477.99608314","215508.03360063","MAIN ST","41 AV","POINT (-73.82963713399994 40.75792044800005)"
"10840199","H","NE","38630","NE corner of 1 AV and E 86 ST","B","MN084","998331.5003684","222344.03502047","998321.6775534","222328.3906948","1 AV","E 86 ST","POINT (-73.94915849299997 40.77695632000007)"
"31530088","S","SW","33924","SW corner of AV Z and E 15 ST","D","BKS153","996893.92712806","153430.87199405","996914.10195647","153465.43426087","AV Z","E 15 ST","POINT (-73.95447831999996 40.587807619000046)"
"10520667","C","SW","19318","SW corner of 7 AV and W 50 ST","B","MN052","988794.36229047","216538.24971604","988848.50457065","216562.06331672","7 AV","W 50 ST","POINT (-73.98359740499995 40.76103099300008)"
"31610051","S","SW","10558","SW corner of ROCKAWAY AV and NEWPORT ST","D","BKN161","1009691.91563964","179494.23292497","1009720.48677672","179531.69151147","ROCKAWAY AV","NEWPORT ST","POINT (-73.90830231599995 40.65931857000004)"
"30320160","H","S","20637","S side of FULTON ST between VERONA PL and NEW YORK AV","D","BKN032","998844.69127114","187073.56684764","998846.37773791","187101.12381194","FULTON ST","VERONA PL/NEW YORK AV","POINT (-73.94738204699996 40.680146671000045)"
"30430055","S","E","20591","E corner of WILSON AV and COOPER ST","D","BKN043","1010440.45810582","190455.32058279","1010401.75509922","190451.14473814","WILSON AV","COOPER ST","POINT (-73.90556179099997 40.68940209600004)"
"31840024","S","E","21021","E corner of MILL AV and RALPH AV","D","BKS184","1007321.39905523","164637.08711438","1007287.31939898","164578.21387255","MILL AV","RALPH AV","POINT (-73.91689705499994 40.61854538500006)"
"11110124","S","SW","5914","SW corner of 1 AV and E 105 ST","D","MN111","1000620.21987231","226716.69983155","1000666.9484534","226719.27430147","1 AV","E 105 ST","POINT (-73.94088414299995 40.788954181000065)"
"31220007","S","E","19139","E corner of 10 AV and 49 ST","D","BKS122","984675.85281098","172103.56168272","984635.27480814","172086.03054979","10 AV","49 ST","POINT (-73.99846702599996 40.63906931500003)"
"10710282","H","SW","38614","SW corner of CENTRAL PARK W and W 72 ST","B","MN071","990763.13033456","222077.29178755","990863.04089589","222061.4719373","CENTRAL PARK W","W 72 ST","POINT (-73.97648526299997 40.77623299600003)"
"10630041","H",,"5108","Unknown corner on E 56 ST","B","MN063","995089.01144657","214844.46603014","995151.65797481","214879.40624897","E 56 ST","E 56 ST","POINT (-73.96087798099995 40.75637651400007)"
"31510113","S","NE","21047","NE corner of AV P and E 3 ST","D","BKS151","992370.38532214","161245.21889813","992345.25282648","161205.18584171","AV P","E 3 ST","POINT (-73.97075545899997 40.60926172200004)"
"10420014","H","Direction TBD","809","Location Description T/K","P","MN042","985724.48325965","213585.75496489","985703.843869","213548.26098191","Street Name TBD",,"POINT (-73.99467956999996 40.75292819100008)"
"11040115","S","SW","8674","SW corner of ADAM CLAYTON POWELL JR BOULEVARD and W 143 ST","D","MN104","1000752.23568439","238150.50406364","1000797.85829656","238169.7645238","ADAM CLAYTON POWELL JR BOULEVARD","W 143 ST","POINT (-73.94037929599995 40.82033658100005)"
"10210105","S","SW","21592","SW corner of W BROADWAY and GRAND ST","D","MN021","983140.93494906","202449.71752572","983177.04609731","202454.58825088","W BROADWAY","GRAND ST","POINT (-74.00400257999996 40.722362572000065)"
"31440021","S","NE","16936","NE corner of CONEY ISLAND AV and AV N","D","BKS144","994473.69181106","163482.25674689","994455.97367065","163441.05407338","CONEY ISLAND AV","AV N","POINT (-73.96317690799998 40.615399754000066)"
"31730089","S","SE","8977","SE corner of CHURCH AV and E 48 ST","D","BKN173","1003090.07418457","176618.96669388","1003048.09854673","176671.60536814","CHURCH AV","E 48 ST","POINT (-73.93210505099995 40.65144310200003)"
"31840014","S","E","18145","E corner of AV U and E 66 ST","D","BKS184","1009089.64420639","164180.0640783","1009015.3884494","164196.23793046","AV U","E 66 ST","POINT (-73.91052942899995 40.617286172000036)"
"10820089","R","SW","3651","SW corner of 2 AV and E 70 ST","D","MN082","995442.89262857","218888.39527822","995481.54215756","218898.8010973","2 AV","E 70 ST","POINT (-73.95959391299994 40.767475621000074)"
"10330113","R","NW","22271","NW corner of 2 AV and E 1 ST","D","MN033","986764.08157414","203224.02076714","986775.33614481","203181.55530088","2 AV","E 1 ST","POINT (-73.99093119899999 40.72448756000006)"
"30650015","S","S","17528","S corner of 7 AV and 11 ST","D","BKS065","989102.28785573","181723.08345413","989096.81116064","181776.7001448","7 AV","11 ST","POINT (-73.98251095599994 40.66547149300004)"
"10430009","S","NW","1170","NW corner of 11 AV and W 57 ST","D","MN043","986570.7817639","220029.24142171","986615.06087481","219971.05617063","11 AV","W 57 ST","POINT (-73.99162278599994 40.77061372700007)"
"10810213","S","NE","3428","NE corner of 5 AV and E 65 ST","D","MN081","992549.34395373","219097.04545146","992515.08155507","219092.6294498","5 AV","E 65 ST","POINT (-73.97003967399996 40.76805150100006)"
"10720099","R","NE","2983","NE corner of COLUMBUS AV and W 76 ST","D","MN072","990729.93158206","223470.33132429","990683.8286559","223450.8589223","COLUMBUS AV","W 76 ST","POINT (-73.97660378699999 40.78005654700007)"
"10510340","R","SE","1647","SE corner of 8 AV and W 30 ST","O","MN051","985586.09114797","212314.50192997","985578.21911648","212367.50149588","8 AV","W 30 ST","POINT (-73.99517932299995 40.749438944000076)"
"40720002","S","SW","15373","SW corner of MAIN ST and 59 AV","D","QE072","1032510.99073631","210216.66229363","1032523.72561897","210321.00985396","MAIN ST","59 AV","POINT (-73.82583658199997 40.743549321000046)"
"30430054","S","N","13228","N corner of KNICKERBOCKER AV and WEIRFIELD ST","D","BKN043","1009516.88646215","191980.96648163","1009525.41170757","191944.23558396","KNICKERBOCKER AV","WEIRFIELD ST","POINT (-73.90888635499994 40.693592326000044)"
"20420102","R","SE","52263","SE corner of E 167 ST and TELLER AV","O","BX042","1008526.52853473","241954.36095722","1008500.8501084","241992.92157564","E 167 ST","TELLER AV","POINT (-73.91227722699995 40.830759139000065)"
"30510034","R","NW","9806","NW corner of FULTON ST and NEW JERSEY AV","D","BKN051","1012993.98843181","186111.53530714","1013017.1796584","186087.42315063","FULTON ST","NEW JERSEY AV","POINT (-73.89637260299997 40.67747147800003)"
"10520571","H","SE","2485","SE corner of 5 AV and E 40 ST","B","MN052","989307.84026614","213234.45940763","989301.28581731","213290.33462396","5 AV","E 40 ST","POINT (-73.98174635799995 40.75196265100004)"
"30240007","H","NE","9310","NE corner of ASHLAND PL and DEKALB AVENUE","D","BKN024","990228.41125965","190649.42124447","990198.95134482","190622.76841064","ASHLAND PL","DEKALB AVENUE","POINT (-73.97844382999995 40.68997158800005)"
"50110006","R","S","15013","S corner of TOMPKINS AV and CHESTNUT AV","D","SI011","963806.79710823","163450.37360854","963816.99262589","163534.08243063","TOMPKINS AV","CHESTNUT AV","POINT (-74.07363533799997 40.61529455200008)"
"50220007","R","Direction TBD","13817","Location Description T/K","D","SI022","954289.21771823","147625.1030938","954220.63817298","147678.74194009","Street Name TBD",,"POINT (-74.10784627799995 40.571830317000035)"
"21210079","S",,"21529","Unknown corner on WHITE PLAINS RD","D","BX121","1021252.90793756","259105.63177271","1021281.29797265","259135.04838055","WHITE PLAINS RD",,"POINT (-73.86619532699996 40.87779007300003)"
"11220157","S","NW","11099","NW corner of AMSTERDAM AV and W 173 ST","D","MN122","1002303.20633572","246458.90936279","1002308.04622106","246427.32248372","AMSTERDAM AV","W 173 ST","POINT (-73.93475332199995 40.84313773100007)"
"30620019","S","W","18362","W corner of SMITH ST and SACKETT ST","D","BKS062","985999.49517681","187827.43574671","986031.80744815","187839.42752063","SMITH ST","SACKETT ST","POINT (-73.99369365499996 40.682227727000054)"
"10730006","H","NE","3962","NE corner of W 86 ST and RIVERSIDE DR","B","MN073","989774.65560548","227087.35525821","989727.27873173","227095.73024146","W 86 ST","RIVERSIDE DR","POINT (-73.98005011199996 40.78998496400004)"
"41230027","S","NE","20396","NE corner of HOLLIS AV and 204 ST","D","QE123","1052519.80668972","196920.0241888","1052488.50589931","196877.49146546","HOLLIS AV","204 ST","POINT (-73.75376372699998 40.706921590000036)"
