"borough","boro","block","lot","bbl","hnum_lo","hnum_hi","str_name","crfn","grantee","deed_date","price","cap_rate","borough_cap_rate","yearqtr","postcode","latitude","longitude","community_board","council_district","census_tract","bin","nta","geocoded_column"
"BK","3","6767","74","3067670074","2031","2031","OCEAN AVENUE","2019000030363","MIDWOOD APARTMENTS LLC","2019-01-10T00:00:00.000","5200000","0.0270","0.0339","2019Q1","11230","40.612377","-73.953858","314","48","546","3182099","Midwood","(40.612377, -73.953858)"
"BX","2","3165","11","2031650011","2390","2390","CRESTON AVENUE","2021000495531","2390 C LLC","2021-12-09T00:00:00.000","3800000","0.0264","0.0440","2021Q4","10468","40.860292","-73.899459","205","14","23703","2013792","Fordham South","(40.860292, -73.899459)"
"MN","1","353","60","1003530060","137","137","RIVINGTON STREET","2019000181317","137 RIVINGTON STREET LLC","2019-05-29T00:00:00.000","9250000","0.0134","0.0351","2019Q2","10002","40.71947","-73.986374","103","1","1402","1004304","Lower East Side","(40.71947, -73.986374)"
"QN","4","1566","21","4015660021","41-40","41-40","DENMAN STREET","2018000219747","41-40 DENMAN STREET VENTURES, LLC","2018-06-21T00:00:00.000","36000000","0.0242","0.0313","2018Q2","11373","40.746138","-73.873719","404","25","467","4039157","Elmhurst","(40.746138, -73.873719)"
"BK","3","2412","16","3024120016","360","362","SOUTH 1 STREET","2022000010940","360 SOUTH 1 LLC","2021-12-08T00:00:00.000","7363419","0.0400","0.0436","2021Q4","11211","40.710576","-73.952647","301","34","513","3063043","North Side-South Side","(40.710576, -73.952647)"
"BK","3","1223","66","3012230066","947","947","ST MARKS AVENUE","2018000170745","947 SM LLC","2018-05-15T00:00:00.000","3620689","0.0235","0.0367","2018Q2","11213","40.674672","-73.940102","308","36","311","3030846","Crown Heights North","(40.674672, -73.940102)"
"BK","3","1314","50","3013140050","215","215","STERLING STREET","2020000366764","215 STERLING, LLC","2020-12-15T00:00:00.000","6100000","0.0534","0.0624","2020Q4","11225","40.662919","-73.954332","309","40","327","3034764","Prospect Lefferts Gardens-Wingate","(40.662919, -73.954332)"
"BX","2","2805","45","2028050045","124","124","EAST 177 STREET","2021000129003","V & S 177 LLC","2021-03-26T00:00:00.000","6350000","0.0455","0.0480","2021Q1","10453","40.849556","-73.907482","205","14","23301","2007627","Mount Hope","(40.849556, -73.907482)"
"MN","1","405","15","1004050015","514","514","EAST 12 STREET","2021000175495","EVP 514 EAST 12TH ST LLC","2021-04-23T00:00:00.000","9482177","0.0401","0.0556","2021Q2","10009","40.728834","-73.980748","103","2","34","1005172","East Village","(40.728834, -73.980748)"
"QN","4","11104","83","4111040083","106-15","106-15","217 STREET","2021000412628","217 HOLLIS ASSOCIATES, LLC","2021-10-07T00:00:00.000","5020000","0.0294","0.0432","2021Q4","11429","40.711283","-73.740966","413","27","540","4239278","Queens Village","(40.711283, -73.740966)"
"BK","3","6107","25","3061070025","354","354","93 STREET","2018000210071","M&M 354 REALTY, LLC","2018-06-14T00:00:00.000","8025000","0.0326","0.0367","2018Q2","11209","40.618148","-74.03164","310","43","58","3155252","Bay Ridge","(40.618148, -74.03164)"
"BK","3","1223","69","3012230069","939","939","ST MARKS AVENUE","2018000170746","939 SM LLC","2018-05-15T00:00:00.000","3379310","0.0275","0.0367","2018Q2","11213","40.674688","-73.940376","308","36","311","3030848","Crown Heights North","(40.674688, -73.940376)"
"BK","3","5851","40","3058510040","484","484","67 STREET","2020000174771","67TH STREET REALTY PROPERTY LLC","2020-06-09T00:00:00.000","5485000","0.0524","0.0562","2020Q2","11220","40.635734","-74.020451","310","43","126","3144511","Bay Ridge","(40.635734, -74.020451)"
"MN","1","745","26","1007450026","313","315","WEST 21 STREET","2022000044139","ISMO 1 LLC*ISMO 2 LLC*ET AL","2021-12-31T00:00:00.000","14500000","0.0346","0.0550","2021Q4","10011","40.744297","-74.000079","104","3","89","1013301","Hudson Yards-Chelsea-Flatiron-Union Square","(40.744297, -74.000079)"
"MN","1","1236","34","1012360034","590","590","AMSTERDAM AVENUE","2018000276262","GPG 590 LLC","2018-08-14T00:00:00.000","8600000","0.0174","0.0333","2018Q3","10024","40.789335","-73.973825","107","6","175","1033297","Upper West Side","(40.789335, -73.973825)"
"MN","1","2084","62","1020840062","3694","3694","BROADWAY","2018000149792","SKYLINE 3694 LLC","2018-04-24T00:00:00.000","6255000","0.0224","0.0335","2018Q2","10031","40.831285","-73.946891","109","7","237","1062252","Hamilton Heights","(40.831285, -73.946891)"
"MN","1","205","23","1002050023","111","111","MOTT STREET","2019000132405","CC MFP MOTT ST LLC","2019-04-05T00:00:00.000","9000000","0.0136","0.0351","2019Q2","10013","40.717516","-73.997338","102","1","41","1002642","SoHo-TriBeCa-Civic Center-Little Italy","(40.717516, -73.997338)"
"BX","2","4831","48","2048310048","655","655","EAST 228 STREET","2021000326443","655 E. 228TH ST. LLC","2021-08-05T00:00:00.000","7275000","0.0396","0.0464","2021Q3","10466","40.890504","-73.86109","212","12","408","2063149","Williamsbridge-Olinville","(40.890504, -73.86109)"
"MN","1","1970","34","1019700034","1437","1437","AMSTERDAM AVENUE","2018000408249","SND20, LLC","2018-12-04T00:00:00.000","5150000","0.0291","0.0325","2018Q4","10027","40.816395","-73.954053","109","9","21303","1059624","Manhattanville","(40.816395, -73.954053)"
"BX","2","3167","64","2031670064","2545","2545","GRAND CONCOURSE","2018000420009","2545 GRAND CONCOURSE I LLC*2545 GRAND CONCOURSE II LLC*2545 GRAND CONCOUR","2018-12-05T00:00:00.000","8275000","0.0301","0.0344","2018Q4","10468","40.863451","-73.896389","207","14","401","2013823","Bedford Park-Fordham North","(40.863451, -73.896389)"
"BK","3","5840","13","3058400013","6647","6647","BERGEN PLACE","2021000172576","6647 BERGEN PLACE MANAGEMENT LLC","2021-04-28T00:00:00.000","3750000","0.0480","0.0628","2021Q2","11220","40.639542","-74.028058","310","43","30","3144313","Bay Ridge","(40.639542, -74.028058)"
"MN","1","2167","10","1021670010","644","650","WEST 185 STREET","2021000416211","185 REALTY, LLC","2021-09-30T00:00:00.000","6600000","0.0384","0.0553","2021Q3","10033","40.852308","-73.933471","112","10","271","1063984","Washington Heights North","(40.852308, -73.933471)"
"BX","2","3354","1","2033540001","365","365","EAST 205 STREET","2019000152871","365 EAST 205 LLC","2019-05-06T00:00:00.000","3825000","0.0361","0.0369","2019Q2","10467","40.873257","-73.875546","207","11","42901","2018552","Norwood","(40.873257, -73.875546)"
"BX","2","2744","40","2027440040","1105","1105","HOE AVENUE","2022000062475","1105 HOE AVENUE EDMS REALTY LLC","2022-01-14T00:00:00.000","871215","0.0420","0.0423","2022Q1","10459","40.825975","-73.890908","202","17","12701","2006043","Hunts Point","(40.825975, -73.890908)"
"MN","1","2177","130","1021770130","815","815","WEST 180 STREET","2019000062110","815 WEST 180TH GROUP LLC","2019-02-15T00:00:00.000","9040000","0.0284","0.0330","2019Q1","10033","40.850222","-73.939777","112","10","265","1064306","Washington Heights South","(40.850222, -73.939777)"
"MN","1","2122","48","1021220048","3880","3880","BROADWAY","2019000131605","3880 BROADWAY ASSOCIATES LLC","2019-04-17T00:00:00.000","19700000","0.0239","0.0351","2019Q2","10032","40.837269","-73.942521","112","7","245","1062922","Washington Heights South","(40.837269, -73.942521)"
"BX","2","2456","36","2024560036","1056","1056","SHERIDAN AVENUE","2018000211893","1048-1064 SHERIDAN INVESTORS LLC","2018-06-15T00:00:00.000","3092000","0.0308","0.0367","2018Q2","10456","40.830722","-73.918706","204","16","18102","2002733","East Concourse-Concourse Village","(40.830722, -73.918706)"
"BK","3","4695","31","3046950031","472","482","EAST 48 STREET","2021000477983","472 E48 HOLDINGS LLC","2021-11-22T00:00:00.000","4050000","0.0354","0.0436","2021Q4","11203","40.650425","-73.932202","317","45","860","3102767","East Flatbush-Farragut","(40.650425, -73.932202)"
"QN","4","5046","37","4050460037","142-27","142-27","BARCLAY AVENUE","2018000184086","200 SUNRISE ASSOCIATES, LLC","2018-05-21T00:00:00.000","13300000","0.0294","0.0313","2018Q2","11355","40.758689","-73.824897","407","20","855","4114654","Flushing","(40.758689, -73.824897)"
"BK","3","6801","56","3068010056","1775","1775","EAST 18 STREET","2018000302285","1775 EAST 18TH STREET LLC","2018-08-28T00:00:00.000","27700000","0.0276","0.0354","2018Q3","11229","40.606932","-73.955015","315","48","552","3183160","Madison","(40.606932, -73.955015)"
"BX","2","4994","41","2049940041","4206","4206","CARPENTER AVENUE","2020000340636","LAL-ROUGHLOCK CARPENTER, LLC","2020-11-23T00:00:00.000","5050000","0.0448","0.0471","2020Q4","10466","40.894604","-73.86009","212","11","420","2068051","Williamsbridge-Olinville","(40.894604, -73.86009)"
"BK","3","1948","42","3019480042","83","83","CLIFTON PLACE","2021000398655","79-81 CLIFTON PLACE OWNER, L.L.C.","2021-10-01T00:00:00.000","34000000","0.0331","0.0436","2021Q4","11238","40.688034","-73.960927","302","35","231","3335007","Clinton Hill","(40.688034, -73.960927)"
"MN","1","454","57","1004540057","327","327","EAST 12 STREET","2021000175492","EVP 327 EAST 12TH ST LLC","2021-04-23T00:00:00.000","11696155","0.0323","0.0556","2021Q2","10003","40.730688","-73.985109","103","2","40","1006504","East Village","(40.730688, -73.985109)"
"MN","1","1287","8","1012870008","5","5","EAST 51 STREET","2019000078943","5 EAST 51ST ST DEVELOPMENT COMPANY LLC","2019-02-15T00:00:00.000","44000000","0.0078","0.0330","2019Q1","10022","40.758998","-73.976324","105","4","102","1035467","Midtown-Midtown South","(40.758998, -73.976324)"
"BX","2","3356","185","2033560185","3540","3540","DECATUR AVENUE","2019000399364","1394 B.P.R REALTY CORP.","2019-11-19T00:00:00.000","11525000","0.0349","0.0405","2019Q4","10467","40.879393","-73.872262","207","11","431","2018652","Norwood","(40.879393, -73.872262)"
"BK","3","6820","75","3068200075","1829","1829","EAST 14 STREET","2020000328514","ANDI 1829 LLC","2020-11-16T00:00:00.000","3500000","0.0369","0.0624","2020Q4","11229","40.604885","-73.958484","315","48","556","3183991","Homecrest","(40.604885, -73.958484)"
"MN","1","2149","84","1021490084","90","90","LAUREL HILL TERRACE","2022000120322","DY 90 LAUREL HILL LLC","2022-03-04T00:00:00.000","20540248","0.0369","0.0502","2022Q1","10033","40.850331","-73.92782","112","10","267","1063583","Washington Heights North","(40.850331, -73.92782)"
"MN","1","2072","6","1020720006","563","563","WEST 140 STREET","2018000250904","561 WEST 140TH RESIDENCES, LLC","2018-07-24T00:00:00.000","7425000","0.0309","0.0333","2018Q3","10031","40.822896","-73.951859","109","7","225","1061759","Hamilton Heights","(40.822896, -73.951859)"
"QN","4","3774","27","4037740027","67-28","67-28","78 STREET","2021000133846","78TH ST. MAZAL LLC","2021-03-15T00:00:00.000","2125000","0.0412","0.0496","2021Q1","11379","40.712272","-73.875432","405","30","619","4091467","Middle Village","(40.712272, -73.875432)"
"BX","2","4318","30","2043180030","2197","2197","CRUGER AVENUE","2018000295162","2197-2199 CRUGER ASSOCIATES LLC","2018-08-22T00:00:00.000","13000000","0.0282","0.0343","2018Q3","10462","40.856265","-73.866649","211","13","22403","2049398","Pelham Parkway","(40.856265, -73.866649)"
"MN","1","460","19","1004600019","216","216","EAST 5 STREET","2020000217944","MOLL, STEPHAN","2020-07-20T00:00:00.000","4000000","0.0508","0.0606","2020Q3","10003","40.727452","-73.990609","103","2","38","1006581","East Village","(40.727452, -73.990609)"
"BK","3","4678","26","3046780026","290","290","EAST 53 STREET","2018000212195","STF 290 EAST 53RD STREET HOLDING LLC","2018-06-21T00:00:00.000","4825000","0.0305","0.0367","2018Q2","11203","40.652879","-73.927587","317","41","868","3102215","Rugby-Remsen Village","(40.652879, -73.927587)"
"BX","2","2511","68","2025110068","957","963","WOODYCREST AVENUE","2019000258464","ICER OF WOODYCREST AVE LLC","2019-07-12T00:00:00.000","9300000","0.0348","0.0393","2019Q3","10452","40.831527","-73.928863","204","8","189","2003187","Highbridge","(40.831527, -73.928863)"
"BK","3","5861","57","3058610057","6830","6830","RIDGE BOULEVARD","2022000032301","6830 RIDGE BLVD. LLC","2022-01-10T00:00:00.000","4600000","0.0342","0.0431","2022Q1","11220","40.637135","-74.028428","310","43","30","3145076","Bay Ridge","(40.637135, -74.028428)"
"BX","2","3304","141","2033040141","215","215","EAST 197 STREET","2019000047738","215 EAST 197 ESTATES LLC","2019-02-05T00:00:00.000","8600000","0.0318","0.0367","2019Q1","10458","40.869122","-73.891061","207","15","40302","2017155","Bedford Park-Fordham North","(40.869122, -73.891061)"
"QN","4","5331","24","4053310024","41-04","41-08","159 STREET","2019000062583","RENATO REALTY LLC","2019-02-19T00:00:00.000","7400000","0.0244","0.0323","2019Q1","11358","40.761773","-73.806641","407","20","1171","4443524","Murray Hill","(40.761773, -73.806641)"
"MN","1","1240","10","1012400010","2481","2487","BROADWAY","2022000101713","WEST 92ND STREET ASSOCIATES LLC","2022-03-02T00:00:00.000","60000000","0.0398","0.0502","2022Q1","10025","40.79228","-73.973524","107","6","179","1033611","Upper West Side","(40.79228, -73.973524)"
"MN","1","438","51","1004380051","253","253","EAST 10 STREET","2021000175490","EVP 253 EAST 10TH ST LLC","2021-04-23T00:00:00.000","9041146","0.0241","0.0556","2021Q2","10009","40.728525","-73.983829","103","2","34","1005963","East Village","(40.728525, -73.983829)"
"BK","3","2443","23","3024430023","364","364","BEDFORD AVENUE","2021000295453","SOUTH 4 HOLDINGS LLC","2021-07-09T00:00:00.000","14959501","0.0311","0.0556","2021Q3","11249","40.711804","-73.963016","301","34","549","3063429","North Side-South Side","(40.711804, -73.963016)"
"QN","4","5186","29","4051860029","140-60","140-60","BEECH AVENUE","2019000181406","140-60 BEECH LLC","2019-05-31T00:00:00.000","37500000","0.0386","0.0394","2019Q2","11355","40.754651","-73.822958","407","20","859","4117154","Flushing","(40.754651, -73.822958)"
"BX","2","3766","51","2037660051","1261","1261","LELAND AVENUE","2020000191699","YYS PROPERTY LLC","2020-06-23T00:00:00.000","1400000","0.0399","0.0451","2020Q2","10472","40.831685","-73.863453","209","18","70","2024831","Soundview-Bruckner","(40.831685, -73.863453)"
"QN","4","8885","1","4088850001","85-31","85-31","WOODHAVEN BOULEVARD","2022000060598","STEVEN HOMES LLC","2022-01-28T00:00:00.000","2000000","0.0426","0.0443","2022Q1","11421","40.696013","-73.852793","409","32","22","4182492","Woodhaven","(40.696013, -73.852793)"
"MN","1","1901","23","1019010023","117","117","WEST 116 STREET","2018000415048","117 WEST 116TH OWNER, LLC","2018-12-10T00:00:00.000","6900000","0.0325","0.0325","2018Q4","10026","40.802357","-73.950451","110","9","218","1057404","Central Harlem South","(40.802357, -73.950451)"
"BX","2","3275","57","2032750057","2537","2537","DECATUR AVENUE","2020000080361","NIZAO REALTY CORP","2020-02-21T00:00:00.000","6850000","0.0395","0.0410","2020Q1","10458","40.862072","-73.891579","207","15","39901","2016326","Bedford Park-Fordham North","(40.862072, -73.891579)"
"MN","1","2217","7","1022170007","9","15","POST AVENUE","2018000365148","9-15 POST HOLDING LLC","2018-10-29T00:00:00.000","10400000","0.0222","0.0325","2018Q4","10034","40.862803","-73.924748","112","10","291","1064708","Marble Hill-Inwood","(40.862803, -73.924748)"
"QN","4","9236","38","4092360038","84-43","84-43","120 STREET","2021000185335","SOLO SELECT RE LLC","2021-05-04T00:00:00.000","2650000","0.0390","0.0480","2021Q2","11415","40.703587","-73.831479","409","29","140","4192939","Kew Gardens","(40.703587, -73.831479)"
"BK","3","3909","8","3039090008","1","1","ELTON STREET","2018000252282","UNITED ELTON LLC*AHDOOT, RAMIN","2018-07-10T00:00:00.000","5750000","0.0339","0.0354","2018Q3","11208","40.6836","-73.885595","305","37","117202","3086553","Cypress Hills-City Line","(40.6836, -73.885595)"
"MN","1","743","20","1007430020","335","337","WEST 19 STREET","2021000367840","TOKUYAMA, SEIYA","2021-08-23T00:00:00.000","7500000","0.0474","0.0553","2021Q3","10011","40.743317","-74.001386","104","3","89","1013210","Hudson Yards-Chelsea-Flatiron-Union Square","(40.743317, -74.001386)"
"QN","4","598","64","4005980064","28-04","28-04","31 STREET","2022000026246","VVI 31 STREET LLC","2022-01-07T00:00:00.000","5815000","0.0329","0.0443","2022Q1","11102","40.76833","-73.920096","401","22","71","4007842","Old Astoria","(40.76833, -73.920096)"
"BK","3","6716","75","3067160075","1025","1033","EAST 14 STREET","2018000365597","WALLK REALTY LLC","2018-11-01T00:00:00.000","9300000","0.0339","0.0340","2018Q4","11230","40.624311","-73.962164","314","44","534","3179994","Midwood","(40.624311, -73.962164)"
"MN","1","2180","483","1021800483","165","165","BENNETT AVENUE","2022000004037","ALMA TRENTON LLC","2021-12-15T00:00:00.000","14625000","0.0351","0.0550","2021Q4","10040","40.855799","-73.93418","112","10","279","1064459","Washington Heights North","(40.855799, -73.93418)"
"BX","2","3040","22","2030400022","2383","2383","WASHINGTON AVENUE","2020000356308","2383 WASHINGTON LLC","2020-11-25T00:00:00.000","3200000","0.0439","0.0471","2020Q4","10458","40.85731","-73.891467","206","15","385","2011400","Claremont-Bathgate","(40.85731, -73.891467)"
"BX","2","2763","220","2027630220","769","769","BRYANT AVENUE","2018000261397","BRYANT PROPERTIES 769 LLC","2018-07-26T00:00:00.000","8706380","0.0291","0.0343","2018Q3","10474","40.816057","-73.885946","202","17","117","2006552","Hunts Point","(40.816057, -73.885946)"
"BK","3","6380","1","3063800001","8678","8678","BAY PARKWAY","2019000308695","BAYVILLE ARMS, LLC","2019-09-12T00:00:00.000","7225000","0.0270","0.0329","2019Q3","11214","40.600581","-73.995243","311","47","290","3167050","Bensonhurst West","(40.600581, -73.995243)"
"QN","4","15663","9","4156630009","22-88","22-88","MOTT AVENUE","2021000002223","HF ROCKAWAY LLC","2020-12-14T00:00:00.000","12035000","0.0423","0.0545","2020Q4","11691","40.605953","-73.758355","414","31","103201","4299581","Far Rockaway-Bayswater","(40.605953, -73.758355)"
