"school_year","building_code","dbn","location_name","location_code","address","borough","geographical_district_code","register","building_name","schools","schools_in_building","major_n","oth_n","nocrim_n","prop_n","vio_n","engroupa","rangea","avgofmajor_n","avgofoth_n","avgofnocrim_n","avgofprop_n","avgofvio_n","borough_name","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta"
"2015-16","K275",,"985 ROCKAWAY AVENUE CONSOLIDATED LOCATION",,"985 ROCKAWAY AVENUE","K","23","1266","985 ROCKAWAY AVENUE CONSOLIDATED LOCATION","4","Kappa V |  Brooklyn Democracy Academy |Leadership Preparatory Brownsville Charter School |Metropolitan Diploma Plus High School |  985 ROCKAWAY AVENUE CONSOLIDATED LOCATION","1","4","4","2","3","4C","501-750","0.28","1.11","1.74","0.75","0.53","BROOKLYN ","11212","40.656068","-73.907245","16","42","922","3082940","3036360007","Brownsville                                                                "
"2015-16","K287","13K287","P.S. 287 Bailey K. Ashford","K287","50 NAVY STREET","K","13","198",,"1","P.S. 287 Bailey K. Ashford","0","0","2","0","0","2C","1-250","0.24","0.71","1.71","0.51","0.32","BROOKLYN ","11201","40.697901","-73.98054","2","35","23","3000203","3001110001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"2015-16","K292",,"301 VERMONT STREET|300 WYONA STREET|CONSOLIDATED LOCATION",,"301 VERMONT STREET","K","19","985","301 VERMONT STREET|300 WYONA STREET|CONSOLIDATED LOCATION","2","J.H.S. 292 Margaret S. Douglas | The Uft Charter School | 301 VERMONT STREET|300 WYONA STREET|CONSOLIDATED LOCATION","3","5","11","4","3","4C","501-750","0.28","1.11","1.74","0.75","0.53","BROOKLYN ","11207","40.671987","-73.893896","5","42","1144","3083931","3037400001","East New York (Pennsylvania Ave)                                           "
"2015-16","K297","14K297","P.S. 297 Abraham Stockton","K297","700 PARK AVENUE","K","14","256",,"1","P.S. 297 Abraham Stockton","0","1","0","1","0","3C","251-500","0.27","0.9","1.67","0.63","0.44","BROOKLYN ","11206","40.697781","-73.947809","3","36","257","3048508","3017390011","Bedford                                                                    "
"2015-16","K302",,"350 LINWOOD STREET CONSOLIDATED LOCATION",,"350 LINWOOD STREET","K","19","1451","350 LINWOOD STREET CONSOLIDATED LOCATION","3","Vista Academy |  Liberty Avenue Middle School | ACHIEVEMENT FIRST APOLLO CHARTER SCHOOL| 350 LINWOOD STREET CONSOLIDATED LOCATION","0","1","3","1","0","7C","1251-1500","0.64","3.02","5.77","1.72","1.54","BROOKLYN ","11208","40.677104","-73.883433","5","37","1170","3088357","3039690001","East New York                                                              "
"2015-16","K304","16K636","Young Scholars' Academy for Discovery and Explorat","K636","280 HART STREET","K","16","183","280 HART STREET CONSOLIDATED LOCATION","2","Brighter Choice Community School |  Young Scholars' Academy for Discovery and Explorat |  280 HART STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","2C","1-250","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11206","40.694086","-73.940744","3","36","281","3049420","3017730014","Stuyvesant Heights                                                         "
"2015-16","K307",,"209 YORK STREET CONSOLIDATED LOCATION",,"209 YORK STREET","K","13","457","209 YORK STREET CONSOLIDATED LOCATION","2","P.S. 307 Daniel Hale Williams | Satellite West Middle School | 209 YORK STREET CONSOLIDATED LOCATION","0","0","0","0","0","3C","251-500","0.27","0.9","1.67","0.63","0.44","BROOKLYN ","11201","40.701343","-73.982314","2","33","21","3000158","3000560007","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"2015-16","K309",,"794 MONROE STREET CONSOLIDATED LOCATION",,"794 MONROE STREET","K","16","961","794 MONROE STREET CONSOLIDATED LOCATION","2","P.S. 309 The George E. Wibecan Preparatory Academy |Excellence Girls Charter School |794 MONROE STREET CONSOLIDATED LOCATION","0","0","0","0","0","5C","751-1000","0.38","1.71","2.38","0.98","0.82","BROOKLYN ","11221","40.688419","-73.924833","3","41","385","3045047","3016430036","Stuyvesant Heights                                                         "
"2015-16","K314","20K506","P.S. 506: The School of Journalism & Technology","K506","330 59 STREET","K","20","831","330 59 STREET CONSOLIDATED LOCATION","2","PS 503: The School of Discovery |  P.S. 506: The School of Journalism & Technology |  330 59 STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","5C","751-1000","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11220","40.642121","-74.018997","7","38","74","3016258","3008620012","Sunset Park West                                                           "
"2015-16","K319","14K319","P.S. 319","K319","360 KEAP STREET","K","14","140",,"1","P.S. 319","0","0","0","0","0","2C","1-250","0.24","0.71","1.71","0.51","0.32","BROOKLYN ","11211","40.709674","-73.954217","1","34","527","3063189","3024240001","North Side-South Side                                                      "
"2015-16","K328",,"330 ALABAMA AVENUE CONSOLIDATED LOCATION",,"330 ALABAMA AVENUE","K","19","692","330 ALABAMA AVENUE CONSOLIDATED LOCATION","2","P.S. 328 Phyllis Wheatley|Hyde Leadership Charter School- Brooklyn|330 ALABAMA AVENUE CONSOLIDATED LOCATION","0","0","0","0","0","5C","751-1000","0.38","1.71","2.38","0.98","0.82","BROOKLYN ","11207","40.668167","-73.897835","5","42","1134","3084283","3037680001","East New York (Pennsylvania Ave)                                           "
"2015-16","K335","16K335","P.S. 335 Granville T. Woods","K335","130 ROCHESTER AVENUE","K","16","301","130 ROCHESTER AVENUE CONSOLIDATED LOCATION","2","P.S. 335 Granville T. Woods |  M.S. 584 |  130 ROCHESTER AVENUE CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11213","40.674656","-73.927794","8","36","307","3035887","3013550023","Crown Heights North                                                        "
"2015-16","K490","20K490","Fort Hamilton High School","K490","8301 SHORE ROAD","K","20","4408",,"1","Fort Hamilton High School","1","9","10","6","3","13C","4000+","0.33","6.67","7","3.33","2","BROOKLYN ","11209","40.627835","-74.040046","10","43","46","3152318","3060130001","Bay Ridge                                                                  "
"2015-16","K377","32K377","P.S. 377 Alejandrina B. De Gautier","K377","200 WOODBINE STREET","K","32","447","200 WOODBINE STREET CONSOLIDATED LOCATION","2","P.S. 377 Alejandrina B. De Gautier|ACHIEVEMENT FIRST NORTH BROOKLYN PREP CHARTER SCHOOL(BN)|200 WOODBINE STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11221","40.694018","-73.915263","4","37","415","3076784","3033600001","Bushwick South                                                             "
"2015-16","K390","17K354","The School of Integrated Learning","K354","1224 PARK PLACE","K","17","202","1224 PARK PLACE CONSOLIDATED LOCATION","3","Middle School for Academic and Social Excellence|The School of Integrated Learning|KIPP AMP Charter School|1224 PARK PLACE CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","2C","1-250","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11213","40.672713","-73.936924","8","36","343","3036405","3013700029","Crown Heights North                                                        "
"2015-16","K395","22K109","P.S. 109","K109","1001 EAST  45 STREET","K","22","695",,"1","P.S. 109","0","0","2","0","0","4C","501-750","0.28","1.11","1.74","0.75","0.53","BROOKLYN ","11203","40.636455","-73.933582","17","45","836","3114526","3050220002","East Flatbush-Farragut                                                     "
"2015-16","K400","21K348","High School of Sports Management","K348","2630 BENSON AVENUE","K","21","262","2630 BENSON AVENUE CONSOLIDATED LOCATION","5","International High School at Lafayette |  High School of Sports Management |  Kingsborough Early College School |  Life Academy High School for Film and Music |  Expeditionary Learning School for Community Leader |  2630 BENSON AVENUE CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11214","40.594291","-73.98577","13","47","306","3186454","3068830001","Gravesend                                                                  "
"2015-16","K410","21K410","Abraham Lincoln High School","K410","2800 OCEAN PARKWAY","K","21","2108","2800 OCEAN PARKWAY CONSOLIDATED LOCATION","2","Abraham Lincoln High School |  Abraham Lincoln Yabc |  2800 OCEAN PARKWAY CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","10C","2001-2500","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11235","40.581681","-73.967308","13","47","354","3196293","3072540001","West Brighton                                                              "
"2015-16","K420",,"999 JAMAICA AVENUE CONSOLIDATED LOCATION",,"999 JAMAICA AVENUE","K","19","1330","999 JAMAICA AVENUE CONSOLIDATED LOCATION","5","Multicultural High School |Academy of Innovative Technology |Brooklyn Lab School |Cypress Hills Collegiate Preparatory School |The Urban Assembly School for Collaborative Health |999 JAMAICA AVENUE CONSOLIDATED LOCATION","0","5","32","2","2","7C","1251-1500","0.64","3.02","5.77","1.72","1.54","BROOKLYN ","11208","40.691146","-73.868328","5","37","1180","3090738","3040940001","park-cemetery-etc-Brooklyn                                                 "
"2015-16","K435","19K431","Thomas Jefferson Yabc","K431","400 PENNSYLVANIA AVENUE","K","19","N/A","400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION","5","Thomas Jefferson Yabc |  FDNY High School for Fire and Life Safety |  High School for Civil Rights |  Performing Arts and Technology High School |  World Academy for Total Community Health High Scho |  400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11207","40.667456","-73.894747","5","42","1156","3084440","3037880001","East New York (Pennsylvania Ave)                                           "
"2015-16","K440","17K524","International High School at Prospect Heights","K524","883 CLASSON AVENUE","K","17","417","883 CLASSON AVENUE CONSOLIDATED LOCATION","4","International High School at Prospect Heights |  The High School for Global Citizenship |  Brooklyn Academy of Science and the Environment |  Brooklyn School for Music & Theatre |  883 CLASSON AVENUE CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11225","40.670349","-73.961695","9","35","213","3029686","3011870001","Crown Heights South                                                        "
"2015-16","K450","14K477","School for Legal Studies","K477","850 GRAND STREET","K","14","509","850 GRAND STREET CONSOLIDATED LOCATION","3","PROGRESS High School for Professional Careers |  School for Legal Studies |  The High School for Enterprise, Business and Techn |  850 GRAND STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","4C","501-750","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11211","40.712184","-73.939722","1","34","485","3325733","3030160001","Bushwick South                                                             "
"2015-16","K458","13K575","Bedford Stuyvesant Preparatory High School","K575","832 MARCY AVENUE","K","13","152","832 MARCY AVENUE CONSOLIDATED LOCATION ","4","Brooklyn Academy High School|Bedford Stuyvesant Preparatory High School|Bedford Stuyvesant Collegiate -Uncommon Collegiate Charter High School|Brownsville Collegiate Charter School|832 MARCY AVENUE CONSOLIDATED LOCATION ","N/A","N/A","N/A","N/A","N/A","2C","1-250","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11216","40.685004","-73.947152","3","36","249","3051641","3018230038","Bedford                                                                    "
"2015-16","K460","15K684","Millennium Brooklyn HS","K684","237 7 AVENUE","K","15","620","237 7 AVENUE CONSOLIDATED LOCATION","4","Secondary School for Law |  Secondary School for Journalism |  Park Slope Collegiate |  Millennium Brooklyn HS | 237 7 AVENUE CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","4C","501-750","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11215","40.669629","-73.979287","6","39","155","3025510","3010820001","Park Slope-Gowanus                                                         "
"2015-16","K465","17K543","Science, Technology and Research Early College Hig","K543","911 FLATBUSH AVENUE","K","17","526","911 FLATBUSH AVENUE CONSOLIDATED LOCATION","6","Academy for College Preparation and Career Explora |  Academy of Hospitality and Tourism |  Erasmus Yabc |  High School for Youth and Community Development at |  High School for Service & Learning at Erasmus |  Science, Technology and Research Early College Hig |  911 FLATBUSH AVENUE CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","4C","501-750","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11226","40.649787","-73.95855","14","40","794","3336215","3051030010","Erasmus                                                                    "
"2015-16","K480","32K168","The Brooklyn School for Math and Research","K168","400 IRVING AVENUE","K","32","268","400 IRVING AVENUE CONSOLIDATED LOCATION","4","The Brooklyn School for Math and Research |  Academy for Environmental Leadership |  Bushwick School for Social Justice |  Academy of Urban Planning |  400 IRVING AVENUE CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11237","40.69697","-73.910791","4","37","435","3076908","3033650098","Bushwick North                                                             "
"2015-16","K495",,"3000 AVENUE X CONSOLIDATED LOCATION",,"3000 AVENUE X","K","22","1461","3000 AVENUE X CONSOLIDATED LOCATION","5","Sheepshead Bay High School| Origins High School| Professional Pathways High School| New Visions Charter High School for Advanced Math| New Visions Charter High School for the Humanities| 3000 AVENUE X CONSOLIDATED LOCATION","3","5","9","4","3","7C","1251-1500","0.64","3.02","5.77","1.72","1.54","BROOKLYN ","11235","40.594124","-73.937696","15","48","626","3203631","3074250002","Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             "
"2015-16","K515","18K566","Brooklyn Generation School","K566","6565 FLATLANDS AVENUE","K","18","234","6565 FLATLANDS AVENUE CONSOLIDATED LOCATION","6","Brooklyn Generation School |  Brooklyn Theatre Arts High School |  Victory Collegiate High School |  Brooklyn Bridge Academy |  Academy for Conservation and the Environment |  South Shore Educational Complex Yabc |  6565 FLATLANDS AVENUE CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","2C","1-250","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11236","40.633285","-73.916735","18","46","950","3224139","3079980005","Canarsie                                                                   "
"2015-16","K525","21K525","Edward R. Murrow High School","K525","1600 AVENUE L","K","21","3885",,"1","Edward R. Murrow High School","1","8","8","4","2","12C","3001-4000","1.13","8.47","15.33","3.8","3.07","BROOKLYN ","11230","40.620525","-73.959285","14","44","768","3180673","3067340109","Midwood                                                                    "
"2015-16","K580","13K674","City Polytechnic High School of Engineering, Archi","K674","105 TECH PLACE","K","13","451","105 TECH PLACE CONSOLIDATED LOCATION","3","George Westinghouse Career and Technical Education|Downtown Brooklyn Yabc|City Polytechnic High School of Engineering, Archi|105 TECH PLACE CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11201","40.694926","-73.986015","2","33","13","3348041","3001310001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"2015-16","K620","21K620","William E. Grady Career and Technical Education Hi","K620","25 BRIGHTON  4TH ROAD","K","21","549",,"1","William E. Grady Career and Technical Education Hi","3","1","10","1","3","4C","501-750","0.28","1.11","1.74","0.75","0.53","BROOKLYN ","11235","40.582585","-73.963477","13","48","366","3196378","3072610201","Brighton Beach                                                             "
"2015-16","K650",,"257 NORTH  6 STREET CONSOLIDATED LOCATION",,"257 NORTH  6 STREET","K","14","1766","257 NORTH  6 STREET CONSOLIDATED LOCATION","3","Brooklyn Preparatory High School |  Williamsburg High School for Architecture and Desi |  Williamsburg Preparatory School |  257 NORTH  6 STREET CONSOLIDATED LOCATION","2","6","20","5","3","9C","1751-2000","0.9","3.5","7.25","2.55","1.45","BROOKLYN ","11211","40.715073","-73.954754","1","33","519","3062135","3023300011","North Side-South Side                                                      "
"2015-16","K735","22K245","P.S. 245","K245","249 EAST 17TH STREET","K","22","315",,"1","P.S. 245","0","1","1","1","0","3C","251-500","0.27","0.9","1.67","0.63","0.44","BROOKLYN ","11226","40.645016","-73.963208","14","40","512","3117584","3051210032","Flatbush                                                                   "
"2015-16","K805",,"49 FLATBUSH AVENUE EXTENSION CONSOLIDATED LOCATION",,"49 FLATBUSH AVENUE EXTENSION","K","13","1244","49 FLATBUSH AVENUE EXTENSION CONSOLIDATED LOCATION","3","Urban Assembly High School of Music and Art |  Science Skills Center High School for Science, Tec |  Brooklyn International High School |  49 FLATBUSH AVENUE EXTENSION CONSOLIDATED LOCATION","0","3","14","0","1","6C","1001-1250","0.57","2.12","3.64","1.39","1.05","BROOKLYN ","11201","40.697339","-73.985016","2","33","15","3000216","3001200020","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"2015-16","K845","15K295","P.S. 295","K295","330 18 STREET","K","15","489","330 18 STREET CONSOLIDATED LOCATION","2","P.S. 295 |  New Voices School of Academic & Creative Arts |  330 18 STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","4C","501-750","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11215","40.660976","-73.988297","7","38","147","3331274","3008800001","Sunset Park West                                                           "
"2015-16","K865","32K556","Bushwick Leaders High School for Academic Excellen","K556","797 BUSHWICK AVENUE","K","32","274",,"1","Bushwick Leaders High School for Academic Excellence ","0","3","5","0","2","3C","251-500","0.27","0.9","1.67","0.63","0.44","BROOKLYN ","11221","40.695056","-73.92814","4","34","393","3073761","3032420001","Bushwick South                                                             "
"2015-16","K914","13K670","Benjamin Banneker Academy","K670","71-77 CLINTON AVENUE","K","13","916",,"1","Benjamin Banneker Academy","0","3","6","1","2","5C","751-1000","0.38","1.71","2.38","0.98","0.82","BROOKLYN ","11205","40.695332","-73.969243","2","35","191","3054323","3018880034","Clinton Hill                                                               "
"2015-16","KAQX","84K731","BROOKLYN EXCELSIOR CHARTER SCHOOL(BN)","K731","856 QUINCY STREET","K","16","676",,"1","BROOKLYN EXCELSIOR CHARTER SCHOOL(BN)","0","0","0","0","0","4C","501-750","0.28","1.11","1.74","0.75","0.53","BROOKLYN ","11221","40.689842","-73.925506","3","41","387","3044597","3016330058","Stuyvesant Heights                                                         "
"2015-16","M006","02M006","P.S. 006 Lillie D. Blake","M006","45 EAST  81 STREET","M","2","700",,"1","P.S. 006 Lillie D. Blake","0","1","1","1","0","4C","501-750","0.28","1.11","1.74","0.75","0.53","MANHATTAN","10028","40.777455","-73.960713","8","4","142","1046668","1014930021","Upper East Side-Carnegie Hill                                              "
"2015-16","M009",,"100 WEST  84 STREET CONSOLIDATED LOCATION",,"100 WEST  84 STREET","M","3","847","100 WEST  84 STREET CONSOLIDATED LOCATION","2","P.S. 009 Sarah Anderson |  M.S. 243 Center School |  100 WEST  84 STREET CONSOLIDATED LOCATION","0","1","0","1","0","5C","751-1000","0.38","1.71","2.38","0.98","0.82","MANHATTAN","10024","40.785287","-73.97343","7","6","169","1032119","1012140029","Upper West Side                                                            "
"2015-16","M013","84M168      ","East Harlem Scholars Academy Charter School II","M168","1573 MADISON AVENUE","M","4","248","1573 MADISON AVENUE CONSOLIDATED LOCATION","5","J.H.S. 013 Jackie Robinson|  Central Park East I|  Central Park East High School|  East Harlem Scholars Academy Charter School II|  East Harlem Scholars Academy Charter School|  1573 MADISON AVENUE CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","2C","1-250","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10029","40.793763","-73.949381","11","8","17401","1051515","1016120050","East Harlem South                                                          "
"2015-16","M019","01M301","Technology, Arts, and Sciences Studio","M301","185 1 AVENUE","M","1","156","185 1 AVENUE CONSOLIDATED LOCATION","2","P.S. 019 Asher Levy |  Technology, Arts, and Sciences Studio |  185 1 AVENUE CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","2C","1-250","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10003","40.729636","-73.983818","3","2","40","1006478","1004530034","East Village                                                               "
"2015-16","M030","75M138","P.S. 138","M138","144-176 EAST 128 STREET","M","5","606","144-176 EAST 128 STREET CONSOLIDATED LOCATION","3","P.S. 030 Hernandez/Hughes|  P.S. 138|  Success Academy Charter School - Harlem 2|  144-176 EAST 128 STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","4C","501-750","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10035","40.805953","-73.935179","11","9","242","1054502","1017760020","East Harlem North                                                          "
"2015-16","M040","02M255","M.S. 255 Salk School of Science","M255","319 EAST 19 STREET","M","2","374","319 EAST 19 STREET CONSOLIDATED LOCATION","2","P.S. 040 Augustus Saint-Gaudens |  M.S. 255 Salk School of Science |  319 EAST 19 STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10003","40.735161","-73.982027","6","2","64","1020513","1009250012","Gramercy                                                                   "
"2015-16","M052","06M423","High School for Excellence and Innovation","M423","650 ACADEMY STREET","M","6","216","650 ACADEMY STREET CONSOLIDATED LOCATION","3","J.H.S. 052 Inwood |  High School for Excellence and Innovation | INWOOD EARLY COLLEGE FOR HEALTH AND INFORMATION TE|   650 ACADEMY STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","2C","1-250","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10034","40.866053","-73.924835","12","10","291","1076776","1022330020","Marble Hill-Inwood                                                         "
"2015-16","M045","84M335","HARLEM VILLAGE ACADEMIES LEADERSHIP CHARTER SCHOOL(MN)","M335","2351 1ST AVENUE","M","4","909","2351 1ST AVENUE CONSOLIDATED LOCATION","2","Coalition School for Social Change|Harlem Village Academy Leadership Charter School|2351 1ST AVENUE CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","5C","751-1000","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10035","40.798884","-73.933319","11","8","194","1054786","1017970100","East Harlem North                                                          "
"2015-16","M052","06M211","Inwood Early College for Health and Information Te","M211","650 ACADEMY STREET","M","6","195","650 ACADEMY STREET CONSOLIDATED LOCATION","3","J.H.S. 052 Inwood |  High School for Excellence and Innovation | INWOOD EARLY COLLEGE FOR HEALTH AND INFORMATION TE|   650 ACADEMY STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","2C","1-250","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10034","40.866053","-73.924835","12","10","291","1076776","1022330020","Marble Hill-Inwood                                                         "
"2015-16","M056",,"220 HENRY STREET CONSOLIDATED LOCATION",,"220 HENRY STREET","M","1","608","220 HENRY STREET CONSOLIDATED LOCATION","4","Henry Street School for International Studies |  University Neighborhood Middle School |  Collaborative Academy of Science, Technology, & La | Manhattan Charter School II  |220 HENRY STREET CONSOLIDATED LOCATION","0","0","4","0","0","3C","251-500","0.27","0.9","1.67","0.63","0.44","MANHATTAN","10002","40.713684","-73.986336","3","1","201","1003223","1002690041","Lower East Side                                                            "
"2015-16","M063","01M363","Neighborhood School","M363","121 EAST  3 STREET","M","1","313","121 EAST  3 STREET CONSOLIDATED LOCATION","2","The STAR Academy - P.S.63 |  Neighborhood School |  121 EAST  3 STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10009","40.724117","-73.986381","3","2","32","1005760","1004310014","East Village                                                               "
"2015-16","M070","02M312","New York City Lab Middle School for Collaborative","M312","333 WEST  17 STREET","M","2","551","333 WEST  17 STREET CONSOLIDATED LOCATION","3","New York City Lab Middle School for Collaborative |  N.Y.C. Lab School for Collaborative Studies |  N.Y.C. Museum School |  333 WEST  17 STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","4C","501-750","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10011","40.742129","-74.002198","4","3","83","1079152","1007410010","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"2015-16","M083","04M182","The Bilingual Bicultural School","M182","219 EAST 109 STREET","M","4","352","219 EAST 109 STREET CONSOLIDATED LOCATION","2","P.S. 083 Luis Munoz Rivera |  The Bilingual Bicultural School |  219 EAST 109 STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10029","40.793194","-73.942548","11","8","180","1052436","1016590012","East Harlem North                                                          "
"2015-16","M088","03M415","Wadleigh Secondary School for the Performing & Vis","M415","215 WEST 114 STREET","M","3","377","215 WEST 114 STREET CONSOLIDATED LOCATION","2","Wadleigh Secondary School for the Performing & Vis |  Frederick Douglass Academy II Secondary School |  215 WEST 114 STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10026","40.802207","-73.954142","10","9","218","1055204","1018300019","Central Harlem South                                                       "
"2015-16","M090","84M068      ","KIPP Washington Heights Middle School","M068","21 JUMEL PLACE","M","6","852","21 JUMEL PLACE CONSOLIDATED LOCATION","3","M.S. 319 - Maria Teresa| M.S. 324 - Patria Mirabal| KIPP Washington Heights Middle School| 21 JUMEL PLACE CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","5C","751-1000","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10032","40.839305","-73.936159","12","10","249","1076741","1021120058","Washington Heights South                                                   "
"2015-16","M098","06M098","P.S. 098 Shorac Kappock","M098","512 WEST 212 STREET","M","6","605",,"1","P.S. 098 Shorac Kappock I P.S. 098 Annex","2","2","0","3","1","4C","501-750","0.28","1.11","1.74","0.75","0.53","MANHATTAN","10034","40.867826","-73.917059","12","10","303","1064871","1022290012","Marble Hill-Inwood                                                         "
"2015-16","M107","04M680","Heritage School, The","M680","1680 LEXINGTON AVENUE","M","4","335",,"1","Heritage School, The","0","0","2","0","0","3C","251-500","0.27","0.9","1.67","0.63","0.44","MANHATTAN","10029","40.791881","-73.946558","11","8","172","1051991","1016330013","East Harlem South                                                          "
"2015-16","M117","04M012","Tag Young Scholars","M012","240 EAST 109 STREET","M","4","561","240 EAST 109 STREET CONSOLIDATED LOCATION","3","Tag Young Scholars |  ESPERANZA PREPARATORY ACADEMY |  Global Neighborhood Secondary School |  240 EAST 109 STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","4C","501-750","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10029","40.79307","-73.942303","11","8","170","1052433","1016560100","East Harlem South                                                          "
"2015-16","M118",,"154 WEST  93 STREET CONSOLIDATED LOCATION",,"154 WEST  93 STREET","M","3","1115","154 WEST  93 STREET CONSOLIDATED LOCATION","3","M.S. 256 Academic & Athletic Excellence |  Community Action School - MS 258 |  P.S. 333 Manhattan School for Children |  154 WEST  93 STREET CONSOLIDATED LOCATION","2","0","2","1","1","6C","1001-1250","0.57","2.12","3.64","1.39","1.05","MANHATTAN","10025","40.791728","-73.970845","7","6","177","1032522","1012230005","Upper West Side                                                            "
"2015-16","M125","05M362","Columbia Secondary School","M362","425 WEST 123 STREET","M","5","667","425 WEST 123 STREET CONSOLIDATED LOCATION","3","P.S. 125 Ralph Bunche|Columbia Secondary School|KIPP STAR College Prep Charter School|425 WEST 123 STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","4C","501-750","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10027","40.810431","-73.955809","9","7","20901","1059526","1019640012","Morningside Heights                                                        "
"2015-16","M131","02M298","Pace High School","M298","100 HESTER STREET","M","2","478","100 HESTER STREET CONSOLIDATED LOCATION","3","M.S. 131 |  Pace High School |  EMMA LAZARUS HIGH SCHOOL |  100 HESTER STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10002","40.716553","-73.993092","3","1","16","1082489","1003010003","Chinatown                                                                  "
