"inmateid","admitted_dt","discharged_dt","custody_level","bradh","race","gender","age","inmate_status_code","sealed","srg_flg","top_charge","infraction"
"20197861","2021-09-24T13:29:40.000",,"MED","Y","B","M","20","DE","N","N","160.15","Y"
"21877","2020-12-09T00:58:10.000",,"MIN","Y","B","M","35","DE","N","N","220.39","N"
"20178350","2022-08-18T17:41:52.000",,"MIN","N","W","M","51","DE","N","N","215.51","N"
"20140047","2022-06-30T15:31:43.000",,"MAX","Y","B","M","31","DE","N","Y","160.10","N"
"20077713","2022-02-28T17:58:14.000",,"MIN","Y","B","F","58","DE","N","N","120.05","N"
"20080916","2022-06-14T12:49:42.000",,"MED","N","O","M","29","CS","N","N","155.25","N"
"20132863","2019-08-12T21:03:59.000",,"MAX","Y","O","M","27","DE","N","Y","125.25","Y"
"10013153","2022-08-09T16:00:23.000",,"MED","N","O","M","32","DE","N","N","135.25","N"
"20149071","2022-07-24T21:25:31.000",,"MED","Y","O","M","52","DE","N","N","160.10","N"
"55929","2022-08-25T12:39:54.000",,,"N","O","M","59","DPV","N","N",,"N"
"20100578","2022-04-14T17:04:43.000",,"MED","N","O","M","26","CS","N","N","120.20","N"
"85307","2022-03-22T17:52:12.000",,"MED","N","B","M","57","DE","N","N","140.25","N"
"20184416","2019-05-09T16:46:00.000",,"MAX","N","B","M","28","DE","N","Y","125.27","Y"
"20218457","2022-05-02T00:03:33.000",,"MAX","N","B","M","18","DE","N","Y","110-125.25","Y"
"20191482","2018-01-24T01:01:46.000",,"MED","N","O","M","34","DE","N","N","125.25","Y"
"20211713","2022-04-02T11:48:54.000",,"MED","N","B","M","59","DE","N","N","160.15","N"
"20210692","2020-08-01T21:02:22.000",,"MED","N","O","M","35","DE","N","N","130.75","N"
"20212821","2021-01-26T10:57:59.000",,"MED","N","B","M","20","DE","N","Y","125.25","Y"
"83843","2022-07-04T00:49:47.000",,"MAX","N","B","M","57","DE","N","N","215.52","N"
"20214000","2021-05-09T22:05:50.000",,"MED","Y","A","M","35","DE","N","N","125.25","N"
"20181817","2021-09-04T19:17:50.000",,"MAX","Y","O","M","30","DE","N","Y","110-125.25","Y"
"10013529","2022-01-20T17:37:15.000",,"MIN","Y","B","M","59","DE","N","N","110-120.10","N"
"20218130","2022-04-07T12:11:56.000",,"MIN","N","O","M","28","CS","N","N","110-265.03","N"
"20104555","2018-07-19T23:53:00.000",,"MAX","Y","B","M","28","DE","N","N","125.25","Y"
"20219832","2022-07-25T18:56:00.000",,"MIN","N","B","M","32","DE","N","N","120.05","N"
"20159437","2022-04-25T12:32:01.000",,"MED","Y","B","M","30","DE","N","N","110-160.15","N"
"79839","2020-06-13T00:26:24.000",,"MAX","Y","B","M","34","DE","N","N","125.20","Y"
"20178069","2022-08-15T21:41:23.000",,"MIN","N","O","M","51","DE","N","N","110-160.15","N"
"20090786","2022-04-16T01:25:24.000",,"MAX","N","O","M","27","DE","N","Y","265.03","N"
"20220312","2022-08-24T16:10:00.000",,,"N","B","M","30","CS","N","N","110-120.05","N"
"20105387","2021-07-12T20:01:44.000",,"MIN","N","O","M","64","DE","N","N","120.05H","N"
"20093308","2021-04-28T16:18:52.000",,"MED","N","W","M","35","DE","N","N","125.25","Y"
"20218915","2022-05-29T13:05:41.000",,"MIN","Y","O","M","30","DE","N","N","130.52","N"
"132132","2022-06-08T01:24:33.000",,"MAX","N","W","M","33","DE","N","N","140.25","N"
"20139987","2022-02-02T22:08:18.000",,"MED","Y","B","M","29","DE","N","N","265.03","N"
"20216774","2021-12-17T01:12:00.000",,"MED","N","B","M","23","DE","N","N","160.15","N"
"20082906","2022-06-03T20:47:38.000",,"MAX","N","B","M","53","DE","N","N","215.52","Y"
"20170355","2022-01-31T13:17:34.000",,"MAX","Y","O","M","25","DE","N","N","265.03","Y"
"26035","2022-05-24T20:25:53.000",,"MIN","Y","B","M","54","CS","N","N","168-T","N"
"20217564","2022-02-24T11:36:44.000",,"MIN","Y","O","M","23","CS","N","N","125.10","N"
"20204288","2022-03-28T14:08:06.000",,"MED","Y","O","M","22","DE","N","N","110-125.25","N"
"118055","2020-11-19T17:25:13.000",,"MED","Y","B","M","52","DE","N","N","135.20","N"
"20216357","2021-11-11T19:23:00.000",,"MED","N","O","M","29","DE","N","N","130.75","N"
"20215683","2021-09-12T01:20:01.000",,"MIN","N","O","M","30","DE","N","N","110-120.10","Y"
"20131482","2022-03-03T15:51:00.000",,"MAX","Y","B","M","29","DE","N","N","110-125.25","Y"
"20179683","2020-09-12T12:46:44.000",,"MED","Y","O","M","28","DE","N","N","110-125.25","Y"
"20195222","2022-07-07T17:00:36.000",,"MAX","Y","B","M","20","DE","N","N","110-125.25","N"
"20219379","2022-06-26T20:49:00.000",,"MIN","Y","O","M","19","DE","N","N","120.05","N"
"20212265","2022-07-15T13:55:19.000",,"MED","N","B","M","21","DE","N","Y","110-125.25","N"
"20076857","2018-11-30T01:05:00.000",,"MAX","N","B","M","32","DE","N","Y","130.35","Y"
"20118815","2022-06-22T12:22:02.000",,"MAX","Y","B","M","31","DE","N","N","215.51","N"
"46868","2022-08-17T12:09:19.000",,"MED","N","W","M","45","DE","N","N","105.15","N"
"20045393","2019-08-24T19:53:59.000",,"MIN","N","O","M","49","DE","N","N","220.77","N"
"20082868","2022-07-11T12:29:09.000",,"MIN","N","B","M","58","DE","N","N","155.35","N"
"70592","2022-08-12T11:49:10.000",,"MIN","N","W","M","46","CS","N","N","120.14","N"
"20218753","2022-05-19T15:55:28.000",,"MIN","N","O","M","26","DE","N","N","220.43","N"
"20123529","2022-06-29T22:31:47.000",,"MED","N","B","M","32","DE","N","N","140.25","N"
"20209209","2022-05-24T16:51:45.000",,"MED","Y","W","M","25","DE","N","N","110-120.10","Y"
"20210915","2022-06-13T14:15:07.000",,"MED","Y","B","M","37","DE","N","Y","265.02","N"
"20188605","2022-03-22T02:35:39.000",,"MIN","Y","O","M","67","DE","N","N","110-120.10","N"
"20207004","2022-08-24T15:07:45.000",,"MED","Y","B","M","27","DE","N","N","125.27","N"
"20131072","2022-02-23T23:57:39.000",,"MED","N","O","M","28","DE","N","N","110-125.25","Y"
"28570","2022-08-09T23:09:52.000",,"MED","N","B","M","35","DEP","N","N","140.20","N"
"20078308","2021-12-09T11:40:30.000",,"MED","Y","B","F","50","DEP","N","N","160.10","N"
"6986","2021-10-28T00:29:16.000",,"MIN","N","B","M","57","DE","N","N","140.20","N"
"39875","2022-03-03T21:43:44.000",,"MAX","Y","B","M","34","DE","N","Y","110-125.25","Y"
"20132718","2022-03-23T20:02:45.000",,"MED","Y","B","M","34","DE","N","N","110-125.27","N"
"20212678","2021-05-09T00:56:18.000",,"MIN","Y","B","M","26","DE","N","N","110-120.10","N"
"20180185","2019-09-29T02:21:06.000",,"MAX","Y","B","M","26","DE","N","N","110-125.25","Y"
"20213107","2021-05-07T12:18:35.000",,"MED","Y","B","M","28","DE","N","N","135.25","N"
"20220263","2022-08-20T16:36:54.000",,"MED","Y","O","M","20","DE","N","N","125.25","N"
"20209797","2020-04-07T03:56:04.000",,"MAX","Y","B","M","28","DE","N","N","125.25","Y"
"20061366","2022-07-14T12:52:58.000",,"MED","Y","B","M","51","DE","N","N","120.00","N"
"20216733","2022-04-01T22:25:12.000",,"MIN","Y","B","M","20","DE","N","N","215.51","N"
"20210236","2021-08-12T15:51:51.000",,"MAX","N","O","M","20","DE","N","N","130.35","Y"
"41759","2022-08-09T01:26:28.000",,"MED","N","B","M","60","DE","N","N","120.05","N"
"160142","2021-11-22T22:43:00.000",,"MIN","Y","B","M","41","DE","N","N","140.25","Y"
"20006941","2022-05-28T17:23:00.000",,"MED","Y","O","M","31","DE","N","Y","155.35","N"
"20199746","2021-09-18T20:50:12.000",,"MED","Y","B","F","28","DE","N","Y","110-120.10","Y"
"64532","2022-07-13T23:42:00.000",,"MAX","Y","B","M","39","DE","N","N","155.35","N"
"59879","2021-10-08T13:21:46.000",,"MED","N","B","M","38","DE","N","N","125.25","N"
"20180340","2022-08-18T12:57:52.000",,"MAX","Y","B","M","28","DE","N","N","160.10","N"
"20053530","2022-03-02T16:51:38.000",,"MIN","N","B","M","30","CS","N","N","265.03","N"
"20162984","2022-06-08T18:12:16.000",,"MED","Y","W","M","37","DE","N","N","120.05","N"
"68662","2022-04-08T13:52:58.000",,"MED","Y","O","M","32","DE","N","N","140.25","N"
"20211435","2020-09-30T16:46:10.000",,"MED","Y","O","M","32","DE","N","N","125.25","N"
"9878","2022-07-15T19:54:56.000",,"MAX","Y","O","M","61","DE","N","N","120.10","N"
"20126766","2019-12-06T17:32:58.000",,"MED","N","B","M","31","DE","N","N","130.96","Y"
"20137265","2020-09-07T20:42:57.000",,"MAX","Y","W","M","26","DE","N","N","110-125.25","Y"
"20196542","2022-06-01T12:19:14.000",,"MED","Y","O","M","29","DE","N","N","110-140.20","N"
"144736","2021-01-12T01:28:35.000",,"MAX","N","W","M","31","DE","N","N","220.39","Y"
"79096","2019-01-26T13:25:43.000",,"MAX","N","B","M","35","DEP","N","Y","125.27","Y"
"170924","2022-06-26T01:24:41.000",,"MIN","N","W","M","60","DE","N","N","110-125.25","N"
"10012151","2022-04-21T23:56:10.000",,"MED","N","B","M","30","DE","N","N","110-125.25","N"
"20208440","2019-11-30T10:58:37.000",,"MED","Y","W","M","24","DE","N","N","110-125.25","Y"
"20216186","2021-10-28T21:21:25.000",,"MIN","Y","W","M","44","DE","N","N","265.03","N"
"20080698","2022-07-14T14:37:00.000",,"MIN","Y","O","M","45","DE","N","N","140.25","N"
"20107472","2021-08-10T11:34:59.000",,"MED","Y","O","M","26","CS","N","N","215.50","Y"
"20146266","2022-06-27T23:26:45.000",,"MAX","Y","O","M","31","DEP","N","N","VOP","N"
"20109208","2020-10-29T17:06:31.000",,"MED","N","B","M","29","DE","N","N","125.25","Y"
"20210790","2022-02-28T20:10:40.000",,"MIN","Y","B","M","41","DE","N","N","265.03","N"
"20215938","2022-08-21T23:44:00.000",,"MED","N","B","M","32","DE","N","N","265.03","N"
"79963","2022-02-22T19:58:13.000",,"MAX","N","B","M","33","DE","N","Y","110-125.25","Y"
"20086908","2019-11-02T16:23:32.000",,"MAX","Y","O","M","26","DE","N","Y","160.15","Y"
"10000216","2018-10-05T10:50:00.000",,"MAX","Y","B","M","31","DE","N","Y","125.25","Y"
"27285","2022-01-21T15:49:09.000",,"MIN","N","O","M","46","DE","N","N","265.03","N"
"27717","2022-07-05T01:22:22.000",,"MAX","Y","B","M","35","DE","N","N","1192(2)","N"
"133058","2021-05-05T13:25:00.000",,"MAX","Y","B","M","33","DE","N","N","125.25","Y"
"20170060","2021-07-18T20:57:49.000",,"MAX","Y","B","M","22","DE","N","Y","160.15","Y"
"20211908","2020-11-05T01:57:49.000",,"MED","N","O","M","47","DE","N","N","125.25","N"
"20219446","2022-07-01T15:09:39.000",,"MED","N","B","M","35","DE","N","N","155.40","N"
"58002","2022-06-22T19:08:00.000",,"MAX","Y","B","M","34","DE","N","Y","160.15","N"
"20219434","2022-07-01T00:53:41.000",,"MIN","N","O","M","28","DE","N","N","220.21","Y"
"20218590","2022-05-09T20:09:00.000",,"MIN","N","O","M","33","DE","N","N","120.10","N"
"20184729","2021-08-27T17:39:58.000",,"MIN","Y","B","M","28","DE","N","N","120.10","N"
"4680","2022-06-26T05:20:07.000",,"MAX","Y","B","M","36","DE","N","N","220.16","N"
"20216747","2021-12-14T17:03:49.000",,"MED","N","B","M","32","DE","N","N","110-130.30","N"
"80051","2022-07-08T11:57:50.000",,"MIN","N","O","M","43","CS","N","N","VTL 1192.2","N"
"41377","2022-05-23T12:52:18.000",,"MED","Y","B","M","37","DE","N","N","160.10","N"
"25619","2022-01-15T16:45:17.000",,"MIN","N","O","M","60","DE","N","N","140.25","N"
"20200931","2020-08-17T20:16:00.000",,"MED","Y","B","M","36","DE","N","N","130.35","Y"
"20199370","2021-03-08T16:30:30.000",,"MAX","Y","O","M","21","DE","N","N","125.25","Y"
"20139641","2022-07-14T00:59:32.000",,"MED","N","O","F","32","DE","N","N","165.50","N"
"20213634","2021-04-03T22:56:00.000",,"MED","Y","B","M","37","DE","N","N","130.75","N"
"5290","2022-03-08T11:56:43.000",,"MIN","Y","O","M","41","DE","N","N","120.18","N"
"20203679","2019-04-16T17:07:06.000",,"MIN","N","B","M","48","DE","N","N","105.05","Y"
"20057048","2021-12-20T00:15:46.000",,"MED","N","B","M","29","DNS","N","Y",,"Y"
"102026","2022-08-21T01:12:33.000",,"MED","N","B","M","43","DE","N","N","220.03","N"
"20188208","2022-04-29T11:48:29.000",,"MAX","N","A","M","21","CS","N","Y",,"Y"
"65205","2020-03-09T21:12:11.000",,"MAX","Y","B","M","44","DE","N","N","125.25","Y"
"20108417","2019-02-16T13:34:38.000",,"MAX","Y","O","F","34","DE","N","N","125.25","Y"
"29647","2021-02-13T00:16:10.000",,"MED","Y","B","M","43","DE","N","N","135.25","N"
"20213978","2021-05-07T23:57:07.000",,"MIN","N","W","M","36","DE","N","N","160.15","N"
"20027375","2022-08-11T01:42:47.000",,"MED","N","O","M","42","DE","N","N","140.30","N"
"20153606","2021-07-01T23:53:48.000",,"MED","Y","B","M","33","DE","N","N","130.95","N"
"20181447","2022-06-19T00:29:00.000",,"MED","N","B","M","25","DE","N","N","265.03","N"
"20183682","2022-02-19T18:47:35.000",,"MAX","Y","B","M","24","DE","N","N","125.25","Y"
"108382","2022-01-23T23:03:53.000",,"MIN","Y","O","M","44","DE","N","N","120.05","N"
"20069507","2022-08-25T17:19:46.000",,,"N","O","M","34","DE","N","N","120.05","N"
"35001","2021-01-19T12:50:43.000",,"MAX","N","B","M","35","DE","N","Y","110-120.10","Y"
"20206259","2022-02-04T21:14:47.000",,"MAX","Y","O","M","21","DE","N","N","155.35","Y"
"157240","2022-04-20T01:09:25.000",,"MAX","Y","B","M","33","DEP","N","Y","110-120.10","Y"
"20219240","2022-06-18T12:40:01.000",,"MED","N","O","M","47","DE","N","N","125.25","N"
"20220275","2022-08-21T17:03:28.000",,,"Y","B","M","23","DE","N","N","FOA 900.00","N"
"20200027","2020-02-07T15:32:46.000",,"MED","N","O","M","64","DE","N","N","130.35","N"
"20015838","2022-02-06T12:57:06.000",,"MAX","Y","B","M","36","DE","N","Y","120.05","Y"
"20216870","2022-07-07T17:31:35.000",,"MED","N","B","M","21","DE","N","Y","160.15","N"
"20028222","2021-05-06T01:07:26.000",,"MED","N","W","M","32","DE","N","N","160.15","N"
"20219260","2022-06-19T12:26:44.000",,"MED","Y","A","M","29","DE","N","N","130.65","N"
"104519","2021-09-19T17:09:18.000",,"MIN","Y","O","M","59","DE","N","N","160.10","N"
"20208636","2019-12-14T13:04:53.000",,"MED","Y","B","M","47","DE","N","N","135.20","Y"
"20219852","2022-07-26T20:20:59.000",,"MED","Y","B","M","26","DE","N","N","160.10","N"
"20123044","2022-07-25T23:45:00.000",,"MED","Y","B","M","51","DE","N","N","125.25","N"
"159887","2021-03-14T11:31:24.000",,"MIN","N","O","M","41","DE","N","N","110-125.25","N"
"50066","2022-07-30T00:48:42.000",,"MAX","Y","O","M","41","DEP","N","N","VOP","N"
"20117359","2021-12-24T11:37:20.000",,"MAX","Y","B","M","28","DE","N","Y","160.10","Y"
"133482","2022-07-07T13:59:19.000",,"MIN","N","B","M","47","CS","N","N","120.00","N"
"54721","2022-07-27T19:18:34.000",,"MIN","Y","B","M","39","DE","N","N","140.20","N"
"20145090","2021-05-23T16:40:59.000",,"MAX","Y","O","M","26","DE","N","Y","125.25","Y"
"20069198","2019-02-15T00:51:55.000",,"MED","Y","O","M","35","DNS","N","N",,"Y"
"20219638","2022-07-13T16:44:10.000",,"MED","Y","O","M","33","DE","N","N","160.15","N"
"11181","2022-08-14T23:40:11.000",,"MED","Y","B","M","54","DE","N","N","160.05","N"
"20209319","2022-07-27T10:35:00.000",,"MIN","Y","B","M","26","CS","N","N","265.01B","N"
"20219705","2022-07-17T16:53:25.000",,"MED","Y","O","M","24","DE","N","N","215.52","N"
"20212711","2021-12-06T01:49:04.000",,"MAX","N","B","M","19","DE","N","Y","220.16","Y"
"20215129","2021-07-30T22:26:16.000",,"MAX","Y","B","M","34","DE","N","N","125.25","N"
"20215920","2021-10-02T15:50:13.000",,"MED","N","B","M","43","DE","N","N","160.15","N"
"20206683","2022-05-20T18:52:53.000",,"MIN","Y","B","M","38","DE","N","N","110-160.15","N"
"20027716","2022-08-21T16:50:00.000",,"MAX","Y","B","M","32","DE","N","Y","265.03","N"
"20210807","2020-08-14T14:41:19.000",,"MAX","Y","O","M","24","DE","N","N","125.25","Y"
"20018918","2020-08-10T00:57:56.000",,"MAX","Y","B","F","42","DE","N","N","125.25","Y"
"82376","2022-06-01T16:07:01.000",,"MAX","N","B","M","32","DE","N","Y","265.03","N"
"20154307","2022-07-08T13:24:22.000",,"MAX","Y","B","M","23","DE","N","Y","110-120.10","N"
"23302","2022-07-11T17:14:14.000",,"MIN","N","O","M","42","CS","N","N","265.01","N"
"28553","2021-06-30T17:25:25.000",,"MIN","N","B","M","54","DE","N","N","220.41","N"
"20219127","2022-06-12T16:07:28.000",,"MIN","N","O","M","26","DE","N","N","120.05","N"
"20143782","2021-08-05T00:24:35.000",,"MED","Y","B","M","67","DEP","N","N","140.30","N"
"78209","2022-06-14T16:41:44.000",,"MED","N","B","M","35","DE","N","Y","155.35","Y"
"20008052","2022-06-02T13:20:00.000",,"MED","N","B","M","31","DE","N","Y","110-125.25","Y"
