"date_received","borough","community_board","on_street","cross_street_1","cross_street_2","address","block","lot","existing_bus_pad_or_no_bus","if_existing_length_of_bus","bus_pad_roadway_condition","vehicular_traffic_high_medium","pedestrian_traffic_high_medium","curb_type","curb_reveal_inches","sidewalk_type","landmark_area_yes_no","ta_structure_yes_no","vault_yes_no","repaired_y_n","contract","construction_date","linear_ft_constructed","postcode","latitude","longitude","council_district","census_tract","bin","bbl","nta"
"2012-05-24T00:00:00.000","Bronx","6","E. Tremont Ave","E. 177th St.","W. Farms Rd.","1044 E. Tremont ave","3021","38","No",,"High","High","High","C","6""","Concrete","No","Yes",,"N",,,,"10460","40.840108","-73.879645","17","60","2094603","2030210038","Crotona Park East"
"2012-05-24T00:00:00.000","Bronx","7","Grand Concourse","Bedfordpark","E. 204th St","3065 Grand Concourse","3310","40","NO","NA","HIGH","HIGH","MED","Sf","4","C","NO","NO","NO","Y","HWBUSPAD06","2018-07-20T00:00:00.000","120","10468","40.874344","-73.886667","11","411","2017311","2033100040","Bedford Park-Fordham North"
"2012-05-24T00:00:00.000","Bronx","7","Grand Concourse","E. 205th St","Van Cortlandt Ave","3205 Grand Concourse","3311","51","NO","NA","HIGH","HIGH","HIGH","Sf","4","C","NO","NO","NO","Y","HWBUSPAD06 – Alternate","2018-07-17T00:00:00.000","134.5","10468","40.876975","-73.885487","11","411","2017341","2033110051","Bedford Park-Fordham North"
"2010-06-18T00:00:00.000","Bronx","7","Jerome Ave","E. 213th Street",,"3584 Jerome Ave","3329","106","No","NA","Low","High","HIGH","NA","NA","NA","NO","NO","NO","N",,,,"10467","40.884948","-73.879549","11","431","2098419","2033290054","Norwood"
"2010-06-18T00:00:00.000","Bronx","7","Jerome Ave","Kingsbridge Rd",,"2640 Jerome ave","3191","30","No","No","Low","HIGH","HIGH","NA","NA","NA","NO","NO","NO","N",,,,"10468","40.867097","-73.897681","14","401","2014134","2031910030","Bedford Park-Fordham North"
"2010-06-18T00:00:00.000","Bronx","8","Broadway","231st ST","Naples Terrace","5581 Broadway","5704","45","No",,"N/a","High","High","SF","6""","Concrete","No","Yes",,"N",,,,"10463","40.879004","-73.904743","11","289","2083160","2057040045","Spuyten Duyvil-Kingsbridge"
"2010-06-18T00:00:00.000","Bronx","8","Broadway","238th ST","W. 239th st","5825 Broadway","5773","340","No",,"Low","Low","Medium","SF","6""","Concrete","No","Yes",,"N",,,,"10463","40.885319","-73.900546","11","285","2084005","2057730340","Spuyten Duyvil-Kingsbridge"
"2010-06-18T00:00:00.000","Bronx","8","Broadway","W. 242nd St","Manhattan college PKWY","6200 Broadway","5900","150","No",,"Low","Medium","Medium","SF","6""","Concrete","No","No",,"N",,,,"10471","40.895485","-73.896653","11","435",,,"park-cemetery-etc-Bronx"
"2015-09-11T00:00:00.000","Bronx","8","Henry Hudson Parkway West","W 246th Street",,,,,,,,,,,,,,,,"N",,,,,,,,,,,
"2015-09-11T00:00:00.000","Bronx","8","Henry Hudson Parkway West","W 249th Street",,,,,,,,,,,,,,,,"N",,,,,,,,,,,
"2012-05-24T00:00:00.000","Bronx","8","W. 238th Street","Broadway","Review Pl.","238 W. 238th St.","3270","46","No",,"Low","Medium","Low","SF","6""","Concrete","No","Yes",,"N",,,,"10463","40.884973","-73.900257","11","283","2016177","2032700046","Spuyten Duyvil-Kingsbridge"
"2013-06-10T00:00:00.000","Bronx","9","Beach Avenue","Cross Bronx Expressway Service Road","St. Lawrence age",,"3898","1","No",,"High","High","Low","SF",,"Concrete","No","No",,"N","HWBUSPAD06",,,,,,,,,,
"2013-04-24T00:00:00.000","Bronx","9","Soundview Avenue","Stephens Avenue","Sunset Blvd","112 Sound view ave.","3446","10","No",,"Medium","Low","Low","C",,"Concrete","No","No",,"N",,,,"10473","40.80776","-73.852579","18","4","2112824","2034460010","Soundview-Castle Hill-Clason Point-Harding Park"
"2010-06-18T00:00:00.000","Bronx","9","Westchester Ave","Elder Ave","Boynton ave.","1521 Westchester ave.","3773","6","Yes","94'","Low","Medium","Medium","SF",,"Concrete","No","Yes",,"N",,,,"10472","40.828596","-73.879102","18","54","2025163","2037730006","West Farms-Bronx River"
"2010-06-18T00:00:00.000","Bronx","9","Westchester Ave","Morrison Ave","Stratford avenue","1614 westchester avenue","3744","1","Yes","78'","Low","Medium","Medium","SF",,"Concrete","No","Yes",,"N",,,,"10472","40.829412","-73.874876","18","48","2024005","2037440001","Soundview-Bruckner"
"2010-06-18T00:00:00.000","Bronx","9","Westchester Ave","St. Lawrence Ave","Beach ave","1781 Westchester ave","3786","1","No",,"Low","Medium","Medium","n/a","n/a","n/a","No","Yes",,"N",,,,"10472","40.831687","-73.867063","18","76",,,"West Farms-Bronx River"
"2010-06-18T00:00:00.000","Bronx","10","Westchester Ave","Burhe Ave","Edison Ave","See comments",,,,,,,,,,,,,,"N",,,,,,,,,,,
"2010-06-18T00:00:00.000","Bronx","10","Westchester Ave","Castle Hill Ave","Globe avenue","2201 Westchester ave","3963","1","No",,"High","Medium","Medium","n/a","n/a","n/a","No","Yes",,"N",,,,"10462","40.834234","-73.851458","18","20601","2041393","2039630001","Westchester-Unionport"
"2010-06-18T00:00:00.000","Bronx","10","Westchester Ave","Middletown Rd","Mulford ave","2815 Westchester ave","4153","1","No",,"Low","Medium","Low","n/a",,"n/a","No","Yes",,"N",,,,"10461","40.844017","-73.836137","13","26601","2045759","2041530001","Pelham Bay-Country Club-City Island"
"2010-06-18T00:00:00.000","Bronx","10","Westchester Ave","Zerega Ave","Rowland st","2403 Westchester ave","3973","46","No",,"See Comment","Medium","Medium","n/a","n/a","n/a","No","Yes",,"N",,,,"10461","40.837244","-73.846149","18","202","2041713","2039730046","Westchester-Unionport"
"2015-12-04T00:00:00.000","Bronx","11","Allerton Ave","Eastchester Road","Fenton Ave","multiple properties (4 properties long",,,"Existing Bus Pad",,,,,,,,,,,"N",,,,,,,,,,,
"2016-08-30T00:00:00.000","Bronx","11","Allerton Ave","Boston Road","Bronxwood Ave","in front of BP Gas Station",,,,,,,,,,,,,,"Y","HWBUSPAD06","2019-06-19T00:00:00.000","113",,,,,,,,
"2016-08-30T00:00:00.000","Bronx","11","Eastchester Road","Allerton Ave","Bantam Place","2700 Eastchester Road","4534","9","Existing Bus Pad",,,,,,,,,,,"N",,,,"10469","40.865378","-73.843326","13","360","2054552","2045340009","Allerton-Pelham Gardens"
"2010-06-18T00:00:00.000","Bronx","11","White Plains Rd","Allerton Ave",,,,,"No Bus Pad",,"Low","High","Medium","SFC","3""-4""","Concrete","No","Yes","No","N",,,,,,,,,,,
,"Bronx","11","White Plains Rd","Allerton Ave",,,,,"No Bus Pad",,"Low","High","Medium","SFC","2""-4""","Concrete","No","Yes","No","N",,,,,,,,,,,
,"Bronx","11","White Plains Rd","Allerton Ave",,"685 ALLERTON AVE",,,"Existing Bus Pad","80'","High","High","Medium","Concrete","5""","Concrete","No","Yes","No","N","Removed from HWBUSPAD06",,,"10467","40.865426","-73.867892","15","336","2053534","2045080001","Bronxdale"
,"Bronx","11","White Plains Rd","Allerton Ave",,"700 ALLERTON AVE",,,"Existing Bus Pad","82'","Low","High","Medium","Concrete","5""","Concrete","No","Yes","No","N",,,,"10467","40.865425","-73.867209","15","330","2051322","2044330031","Bronxdale"
"2010-06-18T00:00:00.000","Bronx","12","225th Street","White Plains Road",,"3966 White Plains Road",,,"No Bus Pad",,"Low","High","High","SFC","5""","Concrete","No","Yes","No","N",,,,"10466","40.887559","-73.860583","12","406","2063413","2048380050","Williamsbridge-Olinville"
,"Bronx","12","225th Street","White Plains Road",,"3975 White Plains Road",,,"No Bus Pad",,"Low","High","Medium","SFC","4""-5""","Concrete","No","Yes","No","N",,,,"10466","40.887912","-73.860408","12","408","2063010","2048270012","Williamsbridge-Olinville"
"2010-06-18T00:00:00.000","Bronx","12","White Plains Rd","E 219th St",,"3803 White Plains Road",,,"No Bus Pad",,"Low","High","Medium","SFC","4""","Concrete","No","Yes","No","N",,,,"10467","40.88373","-73.862732","12","392","2057592","2046540056","Williamsbridge-Olinville"
,"Bronx","12","White Plains Rd","E 219th St",,"3770 White Plains Road",,,"No Bus Pad",,"Low","High","High","SFC","4""","Concrete","No","Yes","No","N",,,,"10467","40.883186","-73.863011","12","390","2058058","2046660049","Williamsbridge-Olinville"
"2010-06-18T00:00:00.000","Bronx","12","White Plains Rd","E 233rd St",,"4194 White Plains Road",,,"No Bus Pad",,"Low","High","High","SFC","2""-3""","Concrete","No","Yes","No","N",,,,"10466","40.893236","-73.857449","12","422","2063709","2048460042","Williamsbridge-Olinville"
,"Bronx","12","White Plains Rd","E 233rd St",,,,,"No Bus Pad",,"Medium","High","High","BS","2""-3""","Concrete","No","Yes","No","N",,,,,,,,,,,
,"Bronx","12","White Plains Rd","E 233rd St",,"689 EAST 233 STREET",,,"No Bus Pad",,"High","High","Medium","BS","4""-5""","Concrete","No","Yes","No","N","Removed from HWBUSPAD06",,,"10466","40.89366","-73.858175","11","420","2068039","2049940005","Williamsbridge-Olinville"
"2010-06-18T00:00:00.000","Bronx","12","White Plains Rd","E 241st St.",,"4710White Plains Road",,,"No Bus Pad",,"Low","High","High","BS","2""-3""","Concrete","No","Yes","No","N",,,,"10470","40.903745","-73.850119","11","442","2071837","2051120026","Woodlawn-Wakefield"
,"Bronx","12","White Plains Rd","E 241st St.",,"4703  White Plains Road",,,"No Bus Pad",,"Low","High","High","BS","2""-3""","Concrete","No","Yes","No","N",,,,"10470","40.90361","-73.85025","11","414","2071770","2051070038","Woodlawn-Wakefield"
"2010-06-18T00:00:00.000","Bronx","12","White Plains Rd","Nereid Ave",,"686 NEREID AVE",,,"Existing Bus Pad","60'","Medium","Medium","Low","SFC","7""","Concrete","No","Yes","No","N",,,,"10470","40.898634","-73.854793","11","418","2069778","2050420029","Woodlawn-Wakefield"
,"Bronx","12","White Plains Rd","Nereid Ave",,"4401White Plains Road",,,"Existing Bus Pad","80'","Low","Medium","Low","SFC","6""","Concrete","No","Yes","No","N",,,,"10470","40.898686","-73.854113","11","414","2070705","2050690066","Woodlawn-Wakefield"
,"Bronx","12","White Plains Rd","Nereid Ave",,"703 NEREID AVE",,,"No Bus Pad",,"Medium","Medium","Low","SFC","7""","Concrete","No","Yes","No","N",,,,"10466","40.898387","-73.85411","11","434","2070713","2050700001","Woodlawn-Wakefield"
,"Bronx","12","White Plains Rd","Nereid Ave",,"708A NEREID AVE",,,"No Bus Pad",,"Low","Medium","Low","SFC","7""-8""","Concrete","No","Yes","No","N",,,,"10466","40.898299","-73.853933","11","434",,,"Woodlawn-Wakefield"
"2016-11-16T00:00:00.000","Bronx","12","White Plains Rd","Gleason Ave",,,,,"No Bus Pad",,,,,,,,,,,"N",,,,,,,,,,,
"2015-01-28T00:00:00.000","Brooklyn","1","Gardner Ave","Grand St","Metropolitan Ave","1256 Grand St","2948","17","Existing Bus Pad","80","High","Medium","Low","Concrete","0-1""","Concrete","No","No","No","N",,,,"11211","40.715593","-73.926148","34","449","3070531","3029480017","East Williamsburg"
"2010-11-03T00:00:00.000","Brooklyn","1","Metropolitan Ave","Gardner Ave","Stewart Ave","1290 Metrpolitan ave.","2953","110","Existing Bus Pad",,,"High","Low",,,"concrete","No","No",,"N - Made Safe",,,,,,,,,,,
"2016-11-16T00:00:00.000","Brooklyn","1","Montrose Ave","Graham Ave","Humboldt St","164 Montrose Ave",,,"No Bus Pad",,,,,,,,,,,"N",,,,"11206","40.707369","-73.942763","34","493","3071214","3030620008","Bushwick South"
"2010-08-04T00:00:00.000","Brooklyn","2","Court Street","Livingston St.","Scheermerhorn St","90-76 Court st.","268","1,55,51,50,49,48,46","Existing Bus Pad","182","Low","Medium","High",,,"Concrete","No","No",,"N",,,,"11201","40.691139","-73.991681","33","9","3395715","3002680001","Brooklyn Heights-Cobble Hill"
"2015-09-03T00:00:00.000","Brooklyn","2","Dekalb Ave","Clermont Ave","Vanderbilt Ave","249 dekalb ave",,,,,,,,,,,,,,"N",,,,"11205","40.689483","-73.96926","35","183","3058584","3020920063","Fort Greene"
"2015-09-03T00:00:00.000","Brooklyn","2","Dekalb Ave","Clinton Ave","Vanderbilt Ave","260 DEKALB AVENUE",,,,,,,,,,,,,,"N",,,,"11205","40.689452","-73.968553","35","197","3055288","3019290025","Clinton Hill"
"2014-07-17T00:00:00.000","Brooklyn","2","Vanderbilt Ave","Myrtle Ave",,"154-152 Vanderbilt ave.","2075","32","No Bus Pad",,"Low","Medium","Medium",,,"Concrete","No","No",,"N",,,,"11205","40.692801","-73.969778","35","183","3344740","3020750032","Fort Greene"
"2015-10-26T00:00:00.000","Brooklyn","3","Troy Avenue","Fulton Street","Herkimer Street",,,,,,,,,,,,,,,"N",,,,,,,,,,,
"2015-02-05T00:00:00.000","Brooklyn",,"Myrtle ave","Vanderbilt ave","Clinton St.","406-410 Myrtle ave.","1901","25, 24,23,22","No Bus Pad",,"Low","High","Medium","Steelface",,"concrete","No","No",,"N",,,,"11205","40.693122","-73.969536","35","195","3054788","3019010023","Clinton Hill"
"2017-06-08T00:00:00.000","Brooklyn",,"Myrtle ave","Nostrand Ave",,,,,"existing Bus Pad",,,,,,,,,,,"N",,,,,,,,,,,
"2012-05-24T00:00:00.000","Brooklyn","4","Marcus Garvey Blvd","Broadway",,"Woodhull Medical Center","1723","1","Existing Bus Pad","130","High","Medium","High","Steelface",,"concrete","No","No",,"N","Removed from HWBUSPAD06",,,"11206","40.699573","-73.942373","36","28501","3048341","3017230001","Bushwick South"
"2012-05-24T00:00:00.000","Brooklyn","4","Palmetto St","Myrtle Ave",,"300 Wyckoff ave.","3354","13","No Bus Pad",,"High","High","High","Steelface",,"concrete","No","No",,"N","Project Interference, No - HWBUSPAD06",,,"11237","40.699397","-73.910817","37","439","3076701","3033540013","Bushwick North"
"2012-05-24T00:00:00.000","Brooklyn","4","Wilson Ave","Halsey St",,"553-555 Wilson avenue","3412","8,9","No Bus Pad",,"Low","Medium","Low","Bluestone","0-3""","concrete","No","No",,"N",,,,"11207","40.691447","-73.909432","37","437","3078864","3034120008","Bushwick North"
"2012-05-24T00:00:00.000","Brooklyn","4","Wyckoff Ave","Palmetto St",,"54-00 - 54-08 Myrtle ave   7-45 Wyckoff ave","3544","6,1,61","Existing Bus Pad","198","High","High","High","Steelface",,"concrete","No","Yes",,"N",,,,,,,,,,,
"2013-06-26T00:00:00.000","Brooklyn","4","Wyckoff Ave","Stanhope St","Stockholm St","Wyckoff Medical center","3260","1","No Bus Pad",,"High","High","Medium","Steelface",,"concrete","No","Yes","Yes","N",,,,,,,,,,,
"2012-05-24T00:00:00.000","Brooklyn","5","LINDEN BLVD","AUTUMN AVE",,"2676 LINDEN BLVD","4488","1","Existing Bus Pad","80","Medium","Medium","Medium","CS","6","CONCRETE","No","No","Yes","N","Project Interference, No - HWBUSPAD06",,,"11208","40.669029","-73.865758","42","1214","3326993","3044880001","East New York"
"2012-05-24T00:00:00.000","Brooklyn","5","LINDEN BLVD","Crescent Street",,"2628 LINDEN BLVD","4486","1","Existing Bus Pad","95","Low","Medium","Medium","CS","4","CONCRETE","No","No","Yes","N",,,,"11208","40.668754","-73.86768","42","1214","3324208","3044860001","East New York"
"2012-05-24T00:00:00.000","Brooklyn","5","LINDEN BLVD","Euclid Ave",,"2562 LINDEN BLVD","4484","13","Existing Bus Pad","80","High","Medium","Medium","SF","8","CONCRETE","No","No","No","N","Project Interference, No - HWBUSPAD06",,,"11208","40.668199","-73.869732","42","1220","3393721","3044840013","East New York"
"2015-09-29T00:00:00.000","Brooklyn","6","Court Street","Baltic Street","Warrant Street","214 Court Street","307","28","Existing Bus Pad","100","High","High","High","Concrete","4","CONCRETE","Yes","No","Yes","N",,,,"11201","40.68666","-73.993845","39","45","3003414","3003070028","Carroll Gardens-Columbia Street-Red Hook"
"2012-05-24T00:00:00.000","Brooklyn","8","Rochester Ave","Bergen Street",,"1880 PACIFIC STREET","1344","1","No Bus Pad","NA","Low","Medium","Medium","CS","4","CONCRETE","No","No","No","N",,,,"11233","40.676326","-73.925596","41","307","3331199","3013440001","Crown Heights North"
"2015-02-06T00:00:00.000","Brooklyn","8","Kingston Ave","Bergen Street",,"118 Kingston Ave",,,"Existing Bus Pad","80""","Medium","High","High","Steel Face","6""","Concrete","No","No","No","N","Removed from HWBUSPAD06",,,"11213","40.675759","-73.941608","36","313","3030485","3012150050","Crown Heights North"
"2015-02-06T00:00:00.000","Brooklyn","8","Kingston Ave","Bergen Street",,"113 Kingston Ave",,,"Existing Bus Pad","80""","Low","High","High","concrete","3-4""","Concrete",,"No","No","N","Removed from HWBUSPAD06",,,"11213","40.676031","-73.94156","36","311","3030513","3012160018","Crown Heights North"
"2015-02-06T00:00:00.000","Brooklyn","8","Kingston Ave","Prospect Pl",,"177 Kingston Ave",,,"No Bus Pad","80""","Low","Medium","Medium","Bluestone","2-4""","Concrete",,"No","No","N","Removed from HWBUSPAD06",,,"11213","40.673992","-73.941753","36","343","3031051","3012307501","Crown Heights North"
"2015-02-06T00:00:00.000","Brooklyn","8","Nostrand Ave","Bergen Street",,"656 Nostrand Ave",,,"No Bus Pad","100""","Low","High","High","Bluestone","2-6""","Concrete",,"No",,"N","Project Interference -No HWBUSPAD06 - Multi Modal",,,"11216","40.675914","-73.949942","36","315","3030663","3012190035","Crown Heights North"
"2015-02-06T00:00:00.000","Brooklyn","8","Nostrand Ave","Prospect Pl",,"712 Nostrand Ave",,,"No Bus Pad","100""","Low","High","High","Bluestone","2-4""","Concrete",,"No",,"N","Project Interference -No HWBUSPAD06 - Multi Modal",,,"11216","40.674182","-73.950102","36","31701","3031210","3012330043","Crown Heights North"
"2015-02-06T00:00:00.000","Brooklyn","8","Nostrand Ave","St John Pl",,"802-816 Nostand Ave",,,"No Bus Pad",,"Low","High","High",,"6""","Concrte",,"No","No","N","Project Interference -No HWBUSPAD06 - Multi Modal",,,,,,,,,,
"2016-08-31T00:00:00.000","Brooklyn","8","St John Pl","Brooklyn Ave","New York Ave",,,,,,,,,,,,,,,"N",,,,,,,,,,,
"2012-05-24T00:00:00.000","Brooklyn","9","Empire Blvd","Utica Ave",,"846 EMPIRE BLVD","1430","34","No Bus Pad","NA","High","High","High","SF",,"CONCRETE","No","No","No","N","Project Interference, No - HWBUSPAD06",,,"11213","40.663499","-73.932265","41","880","3251162","3014300034","Prospect Lefferts Gardens-Wingate"
"2012-05-24T00:00:00.000","Brooklyn","9","Empire Blvd","Utica Ave",,"438 UTICA AVE","1424","43","No Bus Pad","NA","High","High","High","CS",,"CONCRETE","No","No","No","N","Project Interference, No - HWBUSPAD06",,,"11213","40.663677","-73.931608","41","355","3330715","3014240043","Crown Heights South"
"2015-04-28T00:00:00.000","Brooklyn","9","Washingotn Ave","Empire Blvd","Sterling Street",,,,,,,,,,,,,,,"N",,,,,,,,,,,
"2013-06-12T00:00:00.000","Brooklyn","9","New York Ave","Clarkson Ave","Parkside Ave","451 CLARKSON AVE","4829","1","Existing Bus Pad","80","High","High","High","SF","8","CONCRETE","No","No","No","N","Project Interference, No - HWBUSPAD06",,,"11203","40.655762","-73.94458","40","808","3327711","3048290001","Prospect Lefferts Gardens-Wingate"
"2012-03-23T00:00:00.000","Brooklyn","10","Ridge Blvd","Shore Rd",,"Island opp 9425 Shore Rd.","NA","NA","No Bus Pad","80 FT","Low","High","High","concrete","0-3""",,"No","No","No","N",,,,"11209","40.61707","-74.038689","43","54","3155519","3061150006","Bay Ridge"
"2015-07-29T00:00:00.000","Brooklyn","12","50th Street","16 Ave","17 Ave","301179","5459","13","Existing Bus Pad",,,,,,,,,,,"N",,,,,,,,,,,
"2012-03-23T00:00:00.000","Brooklyn","12","Bay Parkway","E. 2nd St","McDonald Ave",,,,"Existing Bus Pad","80 FT","Medium","High","High","sfc","6""","CONCRETE","No","No","No","N","Project Interference, No - HWBUSPAD06",,,,,,,,,,
"2016-01-08T00:00:00.000","Brooklyn","13","West 33rd Street","Mermaid Avenue",,,,,"Unknown",,,,,,,,,,,"N",,,,,,,,,,,
"2016-01-19T00:00:00.000","Brooklyn","13","West 37th Street","Bayview Avenue",,"3642 Bayview Avenue",,,,,,,,,,,,,,"N",,,,"11224","40.580892","-74.003388","47","330","3188139","3069610001","Seagate-Coney Island"
"2016-07-14T00:00:00.000","Brooklyn","13","West 37th Street","Canal Ave",,"3641 Canal Avenue","6961","54",,,,,,,,,,,,"N",,,,"11224","40.578974","-74.00301","47","330","3188182","3069610054","Seagate-Coney Island"
"2016-09-14T00:00:00.000","Brooklyn","14","Bedford Ave","Campus Road","Campus Road (other side of loop)",,,,,,,,,,,,,,,"N",,,,,,,,,,,
"2016-09-14T00:00:00.000","Brooklyn","14","Bedford Ave","Avenue I","Avenue J",,,,,,,,,,,,,,,"N",,,,,,,,,,,
"2012-05-24T00:00:00.000","Brooklyn","14","Kings Hwy","Nostrand Ave",,"Island","NA","NA","No Bus Pad","45 FT","High","High","High","CONCRETE/RAIL","3-6""","CONCRETE","No","No","No","N","Project Interference, No - HWBUSPAD06",,,,,,,,,,
"2012-05-24T00:00:00.000","Brooklyn","14","Kings Hwy","Nostrand Ave",,"ISLAND","NA","NA","No Bus Pad","45 FT","High","High","High","CONCRETE/RAIL","3-6""","CONCRETE","No","No","No","N","Project Interference, No - HWBUSPAD06",,,,,,,,,,
"2012-05-24T00:00:00.000","Brooklyn","14","Norstrand Ave","Ave H",,"2166 NOSTRAND AVE",,,"Existing Bus Pad","140 FT","Low","High","High","sfc","3-6""","CONCRETE","No","Yes","Yes","N",,,,"11210","40.632167","-73.947623","45","774","3205891","3075570124","Flatbush"
"2017-05-12T00:00:00.000","Brooklyn","15","Avenue U","Gravesend Neck Rd","Nostrand Ave","2931 Avenue U",,,"Existing Bus Pad",,,,,,,,,,,"N",,,,"11229","40.600459","-73.941681","46","566","3198971","3073350046","Madison"
"2012-10-09T00:00:00.000","Brooklyn","15","Kings Highway","Bedford Avenue",,"Median",,,"No Bus Pad","80 FT","Low","High","Medium",,,"CONCRETE","No","No","No","N",,,,,,,,,,,
"2015-08-11T00:00:00.000","Brooklyn","15","East 16 Street","Kings Highway","Avenue R",,,,,,,,,,,,,,,"N",,,,,,,,,,,
"2012-10-09T00:00:00.000","Brooklyn","15","Kings Highway","Bedford Avenue","East 24th St.","Median",,,"No Bus Pad","80 FT","Low","High","Medium",,,"CONCRETE","No","No","No","N",,,,,,,,,,,
"2012-10-09T00:00:00.000","Brooklyn","15","Kings Highway","East 22nd Street","East 23rd Street","ISLAND",,,"No Bus Pad","80 FT","Medium","High","Medium",,,"CONCRETE","No","No","No","N","Removed from HWBUSPAD06",,,,,,,,,,
"2012-10-09T00:00:00.000","Brooklyn","15","Kings Highway","East 26th Street",,,"NA","NA","No Bus Pad","90 FT Bus Stop","Medium","High","Medium","CONCRETE","0-3""","CONCRETE","No","No","No","N","HWBUSPAD06 – Alternate",,,,,,,,,,
"2012-10-09T00:00:00.000","Brooklyn","15","Kings Highway","East 27th Street",,"Median",,,"No Bus Pad","80 FT","Medium","High","Medium",,,"CONCRETE","No","No","No","N","Removed from HWBUSPAD06",,,,,,,,,,
"2012-10-09T00:00:00.000","Brooklyn","15","Kings Highway","East 28th Street",,"Median",,,"No Bus Pad","80 FT","Medium","High","Medium",,,"CONCRETE","No","No","No","N","Removed from HWBUSPAD06",,,,,,,,,,
"2015-02-06T00:00:00.000","Brooklyn","15","Nostrand Ave","Ave Z",,"3861 Nostrand Ave",,,"No Bus Pad","NA 90""","Medium","High","High","Conrete","3-6""","Concrete","No","No","No","N","Project Interference -No HWBUSPAD06 - Multi Modal",,,"11235","40.589885","-73.939846","48","596","3204766","3074460001","Sheepshead Bay-Gerritsen Beach-Manhattan Beach"
"2015-02-06T00:00:00.000","Brooklyn","15","Nostrand Ave","Gravesend Neck Rd","Ave V",,,,"Existing Bus Pad","90""","Low","High","High","Not Visible","3-6""","Concrete","No","No","No","N","Project Interference -No HWBUSPAD06 - Multi Modal",,,,,,,,,,
