"gender","race","mos_type","ranklit","sex","appdate","yearsonjob","yearsonjob_bins"
"Male","White","Uniform","Police Officer","Male","2016-01-06T00:00:00.000","6","5"
"Male","White","Uniform","Police Officer","Male","2016-01-06T00:00:00.000","6","5"
"Male","White","Uniform","Police Officer","Male","2016-01-06T00:00:00.000","6","5"
"Male","White","Uniform","Police Officer","Male","2016-01-06T00:00:00.000","6","5"
"Male","White","Uniform","Police Officer","Male","2016-01-06T00:00:00.000","6","5"
"Male","White","Uniform","Police Officer","Male","2016-01-06T00:00:00.000","6","5"
"Male","White","Uniform","Police Officer","Male","2016-01-06T00:00:00.000","6","5"
"Male","White","Uniform","Police Officer","Male","2016-01-06T00:00:00.000","6","5"
"Male","White","Uniform","Police Officer","Male","2016-01-06T00:00:00.000","6","5"
"Male","White","Uniform","Police Officer","Male","2016-01-06T00:00:00.000","6","5"
"Male","White","Uniform","Police Officer","Male","2016-01-06T00:00:00.000","6","5"
"Male","White","Uniform","Police Officer","Male","2016-01-06T00:00:00.000","6","5"
"Male","White","Uniform","Police Officer","Male","2016-01-06T00:00:00.000","6","5"
"Male","White","Uniform","Police Officer","Male","2016-01-06T00:00:00.000","6","5"
"Male","White","Uniform","Police Officer","Male","2016-01-06T00:00:00.000","6","5"
"Male","White","Uniform","Police Officer","Male","2016-01-06T00:00:00.000","6","5"
"Male","White","Uniform","Police Officer","Male","2016-01-06T00:00:00.000","6","5"
"Male","White","Uniform","Police Officer","Male","2016-01-06T00:00:00.000","6","5"
"Male","White","Uniform","Police Officer","Male","2016-01-06T00:00:00.000","6","5"
"Male","White","Uniform","Police Officer","Male","2016-01-06T00:00:00.000","6","5"
"Male","White","Uniform","Police Officer","Male","2016-01-06T00:00:00.000","6","5"
"Male","White","Uniform","Police Officer","Male","2016-01-06T00:00:00.000","6","5"
"Male","White","Uniform","Police Officer","Male","2016-01-06T00:00:00.000","6","5"
"Male","White","Uniform","Police Officer","Male","2016-01-06T00:00:00.000","6","5"
"Male","White","Uniform","Police Officer","Male","2016-01-06T00:00:00.000","6","5"
"Male","White","Uniform","Police Officer","Male","2016-01-06T00:00:00.000","6","5"
"Male","White","Uniform","Police Officer","Male","2016-01-06T00:00:00.000","6","5"
"Male","White","Uniform","Police Officer","Male","2016-01-06T00:00:00.000","6","5"
"Male","White","Uniform","Police Officer","Male","2016-01-06T00:00:00.000","6","5"
"Male","White","Uniform","Police Officer","Male","2016-01-06T00:00:00.000","6","5"
"Male","White","Uniform","Police Officer","Male","2016-01-06T00:00:00.000","6","5"
"Male","White","Uniform","Police Officer","Male","2016-01-06T00:00:00.000","6","5"
"Male","White","Uniform","Police Officer","Male","2016-01-06T00:00:00.000","6","5"
"Male","White","Uniform","Police Officer","Male","2016-01-06T00:00:00.000","6","5"
