EU Type goedkeuringssleutel,EEG variantcode,EEG Uitvoeringscode,Uitvoering wijzigingsnummer,Asnummer,Hefas,Plaats as code,Luchtvering,Gelijkwaardig aan luchtvering,Aangedreven as,Gestuurde as indicator,Dubbele montage,Spoorbreedte ondergrens,Spoorbreedte bovengrens,Snelheidssymbool ondergrens,Rolstraal ondergrens,Rolstraal bovengrens,Afstand volgende as ondergrens,Afstand volgende as bovengrens,Techn max last as ondergrens,Techn max last as bovengrens,Techn max last asstel ondergr,Techn max last asstel bovengr
e1*01/116*0023*21,SEA8CANUX01,NSGFM62N027P,0,1,,,,,,,,1520,1532,,,,2835,2835,1240,1240,,
e1*01/116*0023*21,SEA8CANUX01,NSGFM62N027P,0,2,,,,,,,,1506,1518,,,,,,1280,1280,,
e1*01/116*0023*21,SEA8CANUX01,NSGFM62N027Q,0,1,,,,,,,,1520,1532,,,,2835,2835,1240,1240,,
e1*01/116*0023*21,SEA8CANUX01,NSGFM62N027Q,0,2,,,,,,,,1506,1518,,,,,,1280,1280,,
e1*01/116*0023*21,SEA8CANUX01,NSGFM62N027R,0,1,,,,,,,,1520,1532,,,,2835,2835,1240,1240,,
e1*01/116*0023*21,SEA8CANUX01,NSGFM62N027R,0,2,,,,,,,,1506,1518,,,,,,1280,1280,,
e1*01/116*0023*21,SEA8CANUX01,NSGFM62N027S,0,1,,,,,,,,1520,1532,,,,2835,2835,1240,1240,,
e1*01/116*0023*21,SEA8CANUX01,NSGFM62N027S,0,2,,,,,,,,1506,1518,,,,,,1280,1280,,
e1*01/116*0023*21,SEA8CASZX01,NSGFM62N027P,0,1,,,,,,,,1520,1532,,,,2835,2835,1240,1240,,
e1*01/116*0023*21,SEA8CASZX01,NSGFM62N027P,0,2,,,,,,,,1506,1518,,,,,,1280,1280,,
e1*01/116*0023*21,SEA8CASZX01,NSGFM62N027Q,0,1,,,,,,,,1520,1532,,,,2835,2835,1240,1240,,
e1*01/116*0023*21,SEA8CASZX01,NSGFM62N027Q,0,2,,,,,,,,1506,1518,,,,,,1280,1280,,
e1*01/116*0023*21,SEA8CASZX01,NSGFM62N027R,0,1,,,,,,,,1520,1532,,,,2835,2835,1240,1240,,
e1*01/116*0023*21,SEA8CASZX01,NSGFM62N027R,0,2,,,,,,,,1506,1518,,,,,,1280,1280,,
e1*01/116*0023*21,SEA8CASZX01,NSGFM62N027S,0,1,,,,,,,,1520,1532,,,,2835,2835,1240,1240,,
e1*01/116*0023*21,SEA8CASZX01,NSGFM62N027S,0,2,,,,,,,,1506,1518,,,,,,1280,1280,,
e1*01/116*0023*21,SEA8CATMX01,NAGFA499009P,0,1,,,,,,,,1520,1532,,,,2835,2835,1240,1240,,
e1*01/116*0023*21,SEA8CATMX01,NAGFA499009P,0,2,,,,,,,,1506,1518,,,,,,1280,1280,,
e1*01/116*0023*21,SEA8CATMX01,NAGFA499009Q,0,1,,,,,,,,1520,1532,,,,2835,2835,1240,1240,,
e1*01/116*0023*21,SEA8CATMX01,NAGFA499009Q,0,2,,,,,,,,1506,1518,,,,,,1280,1280,,
e1*01/116*0023*21,SEA8CATMX01,NAGFA499009R,0,1,,,,,,,,1520,1532,,,,2835,2835,1240,1240,,
e1*01/116*0023*21,SEA8CATMX01,NAGFA499009R,0,2,,,,,,,,1506,1518,,,,,,1280,1280,,
e1*01/116*0023*21,SEA8CATMX01,NAGFA499009S,0,1,,,,,,,,1520,1532,,,,2835,2835,1240,1240,,
e1*01/116*0023*21,SEA8CATMX01,NAGFA499009S,0,2,,,,,,,,1506,1518,,,,,,1280,1280,,
e1*01/116*0023*21,SEA8CATMX01,NSGFM62N025P,0,1,,,,,,,,1520,1532,,,,2835,2835,1210,1210,,
e1*01/116*0023*21,SEA8CATMX01,NSGFM62N025P,0,2,,,,,,,,1506,1518,,,,,,1280,1280,,
e1*01/116*0023*21,SEA8CATMX01,NSGFM62N025Q,0,1,,,,,,,,1520,1532,,,,2835,2835,1210,1210,,
e1*01/116*0023*21,SEA8CATMX01,NSGFM62N025Q,0,2,,,,,,,,1506,1518,,,,,,1280,1280,,
e1*01/116*0023*21,SEA8CATMX01,NSGFM62N025R,0,1,,,,,,,,1520,1532,,,,2835,2835,1210,1210,,
e1*01/116*0023*21,SEA8CATMX01,NSGFM62N025R,0,2,,,,,,,,1506,1518,,,,,,1280,1280,,
e1*01/116*0023*21,SEA8CATMX01,NSGFM62N025S,0,1,,,,,,,,1520,1532,,,,2835,2835,1210,1210,,
e1*01/116*0023*21,SEA8CATMX01,NSGFM62N025S,0,2,,,,,,,,1506,1518,,,,,,1280,1280,,
e1*01/116*0023*21,SEA8CAUYX01,NAGFA59B009Q,0,1,,,,,,,,1520,1532,,,,2835,2835,1240,1240,,
e1*01/116*0023*21,SEA8CAUYX01,NAGFA59B009Q,0,2,,,,,,,,1506,1518,,,,,,1280,1280,,
e1*01/116*0023*21,SEA8CAUYX01,NAGFA59B009R,0,1,,,,,,,,1520,1532,,,,2835,2835,1240,1240,,
e1*01/116*0023*21,SEA8CAUYX01,NAGFA59B009R,0,2,,,,,,,,1506,1518,,,,,,1280,1280,,
e1*01/116*0023*21,SEA8CAUYX01,NAGFA59B009S,0,1,,,,,,,,1520,1532,,,,2835,2835,1240,1240,,
e1*01/116*0023*21,SEA8CAUYX01,NAGFA59B009S,0,2,,,,,,,,1506,1518,,,,,,1280,1280,,
e1*01/116*0023*21,SEA8CAUYX01,NAGFA59B024Q,0,1,,,,,,,,1520,1532,,,,2835,2835,1240,1240,,
e1*01/116*0023*21,SEA8CAUYX01,NAGFA59B024Q,0,2,,,,,,,,1506,1518,,,,,,1280,1280,,
e1*01/116*0023*21,SEA8CAUYX01,NAGFA59B024R,0,1,,,,,,,,1520,1532,,,,2835,2835,1240,1240,,
e1*01/116*0023*21,SEA8CAUYX01,NAGFA59B024R,0,2,,,,,,,,1506,1518,,,,,,1280,1280,,
e1*01/116*0023*21,SEA8CAUYX01,NAGFA59B024S,0,1,,,,,,,,1520,1532,,,,2835,2835,1240,1240,,
e1*01/116*0023*21,SEA8CAUYX01,NAGFA59B024S,0,2,,,,,,,,1506,1518,,,,,,1280,1280,,
e1*01/116*0023*21,SEA8CAUYX01,NSGFM62N027P,0,1,,,,,,,,1520,1532,,,,2835,2835,1240,1240,,
e1*01/116*0023*21,SEA8CAUYX01,NSGFM62N027P,0,2,,,,,,,,1506,1518,,,,,,1280,1280,,
e1*01/116*0023*21,SEA8CAUYX01,NSGFM62N027Q,0,1,,,,,,,,1520,1532,,,,2835,2835,1240,1240,,
e1*01/116*0023*21,SEA8CAUYX01,NSGFM62N027Q,0,2,,,,,,,,1506,1518,,,,,,1280,1280,,
e1*01/116*0023*21,SEA8CAUYX01,NSGFM62N027R,0,1,,,,,,,,1520,1532,,,,2835,2835,1240,1240,,
e1*01/116*0023*21,SEA8CAUYX01,NSGFM62N027R,0,2,,,,,,,,1506,1518,,,,,,1280,1280,,
e1*01/116*0023*21,SEA8CAUYX01,NSGFM62N027S,0,1,,,,,,,,1520,1532,,,,2835,2835,1240,1240,,
e1*01/116*0023*21,SEA8CAUYX01,NSGFM62N027S,0,2,,,,,,,,1506,1518,,,,,,1280,1280,,
e1*01/116*0023*21,SEA8CAUYX11,NSGQM62N013Q,0,1,,,,,,,,1520,1532,,,,2835,2835,1240,1240,,
e1*01/116*0023*21,SEA8CAUYX11,NSGQM62N013Q,0,2,,,,,,,,1506,1518,,,,,,1330,1330,,
e1*01/116*0023*21,SEA8CAUYX11,NSGQM62N013R,0,1,,,,,,,,1520,1532,,,,2835,2835,1240,1240,,
e1*01/116*0023*21,SEA8CAUYX11,NSGQM62N013R,0,2,,,,,,,,1506,1518,,,,,,1330,1330,,
e1*01/116*0023*21,SEA8CAUYX11,NSGQM62N013S,0,1,,,,,,,,1520,1532,,,,2835,2835,1240,1240,,
e1*01/116*0023*21,SEA8CAUYX11,NSGQM62N013S,0,2,,,,,,,,1506,1518,,,,,,1330,1330,,
e1*01/116*0023*21,SEA8CAWCX01,NAGFA59B010P,0,1,,,,,,,,1520,1532,,,,2835,2835,1240,1240,,
e1*01/116*0023*21,SEA8CAWCX01,NAGFA59B010P,0,2,,,,,,,,1506,1518,,,,,,1280,1280,,
e1*01/116*0023*21,SEA8CAWCX01,NAGFA59B010Q,0,1,,,,,,,,1520,1532,,,,2835,2835,1240,1240,,
e1*01/116*0023*21,SEA8CAWCX01,NAGFA59B010Q,0,2,,,,,,,,1506,1518,,,,,,1280,1280,,
e1*01/116*0023*21,SEA8CAWCX01,NAGFA59B010R,0,1,,,,,,,,1520,1532,,,,2835,2835,1240,1240,,
e1*01/116*0023*21,SEA8CAWCX01,NAGFA59B010R,0,2,,,,,,,,1506,1518,,,,,,1280,1280,,
