WIJK,STRAAT,MAST_NUMMER,MAST_TYPE,MAST_PLAATSINGSDATUM,MAST_VERFDATUM,MAST_KLEUR,MAST_HOOGTE,MAST_BEREIKBAARHEID,MAST_AANSLUITKASTJETYPE,AANTAL_ARMATUREN
W:Oud Krispijn,AAGJE DEKENSTRAAT,002 14880,"127085 Staal gegalvaniseerd 06,0m",20120106000000,,,6,Normaal,Gesloten aansluitkast,1
W:Oud Krispijn,AAGJE DEKENSTRAAT,003 14880,"127085 Staal gegalvaniseerd 06,0m",20120106000000,,,6,Normaal,Gesloten aansluitkast,1
W:Oud Krispijn,AAGJE DEKENSTRAAT,004 14880,"127085 Staal gegalvaniseerd 06,0m",20120106000000,,,6,Normaal,Gesloten aansluitkast,1
W:Oud Krispijn,AAGJE DEKENSTRAAT,005 14880,"127085 Staal gegalvaniseerd 06,0m",20120106000000,,,6,Normaal,Gesloten aansluitkast,1
W:Oud Krispijn,AAGJE DEKENSTRAAT,006 14880,"127085 Staal gegalvaniseerd 06,0m",20120106000000,,,6,Normaal,Gesloten aansluitkast,1
W:Crabbehof,AALBERSESTRAAT,001 0005,"127085 Staal gegalvaniseerd 06,0m",20040715000000,,,6,Normaal,Langmatzkast 1 zekering,1
W:Crabbehof,AALBERSESTRAAT,002 0005,"127085 Staal gegalvaniseerd 06,0m",20040715000000,,,6,Normaal,Langmatzkast 1 zekering,1
W:Crabbehof,AALBERSESTRAAT,003 0005,"127085 Staal gegalvaniseerd 06,0m",20040715000000,,,6,Normaal,Langmatzkast 1 zekering,1
W:Crabbehof,AALBERSESTRAAT,004 0005,"127085 Staal gegalvaniseerd 06,0m",20040715000000,,,6,Normaal,Langmatzkast 1 zekering,1
W:Crabbehof,AALBERSESTRAAT,005 0005,"127085 Staal gegalvaniseerd 06,0m",20040715000000,,,6,Normaal,Langmatzkast 1 zekering,1
W:Vogelbuurt,AALSCHOLVERSTRAAT,001 0010,"127085 Staal gegalvaniseerd 06,0m",19761201000000,20090506000000,Ijzerglimmer groen gloorrubber,6,Normaal,Weidmuller klemmen,1
W:Vogelbuurt,AALSCHOLVERSTRAAT,002 0010,"127085 Staal gegalvaniseerd 06,0m",20090714000000,20090928000000,Ijzerglimmer groen gloorrubber,6,Normaal,Langmatzkast 1 zekering,1
W:Vogelbuurt,AALSCHOLVERSTRAAT,003 0010,"127085 Staal gegalvaniseerd 06,0m",20090714000000,20090928000000,Ijzerglimmer groen gloorrubber,6,Normaal,Langmatzkast 1 zekering,1
W:Vogelbuurt,AALSCHOLVERSTRAAT,004 0010,"127015 Staal gegalvaniseerd 03,5m",20010801000000,20090506000000,Ijzerglimmer groen gloorrubber,3.5,Ladder,Weidmuller klemmen,1
W:Vogelbuurt,AALSCHOLVERSTRAAT,005 0010,"127085 Staal gegalvaniseerd 06,0m",20090714000000,20090928000000,Ijzerglimmer groen gloorrubber,6,Normaal,Langmatzkast 1 zekering,1
W:Vogelbuurt,AALSCHOLVERSTRAAT,006 0010,"127085 Staal gegalvaniseerd 06,0m",20090714000000,20090928000000,Ijzerglimmer groen gloorrubber,6,Normaal,Langmatzkast 1 zekering,1
W:Vogelbuurt,AALSCHOLVERSTRAAT,007 0010,"127015 Staal gegalvaniseerd 03,5m",20010801000000,20090506000000,Ijzerglimmer groen gloorrubber,3.5,Ladder,Weidmuller klemmen,1
W:Vogelbuurt,AALSCHOLVERSTRAAT,008 0010,"127085 Staal gegalvaniseerd 06,0m",20090714000000,20090928000000,Ijzerglimmer groen gloorrubber,6,Normaal,Langmatzkast 1 zekering,1
W:Vogelbuurt,AALSCHOLVERSTRAAT,009 0010,"127015 Staal gegalvaniseerd 03,5m",20010801000000,20090506000000,Ijzerglimmer groen gloorrubber,3.5,Ladder,Weidmuller klemmen,1
W:Vogelbuurt,AALSCHOLVERSTRAAT,010 0010,"127015 Staal gegalvaniseerd 03,5m",20010801000000,20090506000000,Ijzerglimmer groen gloorrubber,3.5,Ladder,Weidmuller klemmen,1
W:Vogelbuurt,AALSCHOLVERSTRAAT,011 0010,"127015 Staal gegalvaniseerd 03,5m",20010801000000,20090506000000,Ijzerglimmer groen gloorrubber,3.5,Ladder,Weidmuller klemmen,1
W:Vogelbuurt,AALSCHOLVERSTRAAT,012 0010,"127085 Staal gegalvaniseerd 06,0m",19761201000000,20090506000000,Ijzerglimmer groen gloorrubber,6,Normaal,Weidmuller klemmen,1
W:Vogelbuurt,AALSCHOLVERSTRAAT,013 0010,"127085 Staal gegalvaniseerd 06,0m",19761201000000,20090506000000,Ijzerglimmer groen gloorrubber,6,Normaal,Weidmuller klemmen,1
W:Vogelbuurt,AALSCHOLVERSTRAAT,014 0010,"127085 Staal gegalvaniseerd 06,0m",19761201000000,20090506000000,Ijzerglimmer groen gloorrubber,6,Normaal,Weidmuller klemmen,1
W:Vogelbuurt,AALSCHOLVERSTRAAT,014A0010,"127015 Staal gegalvaniseerd 03,5m",20030124000000,20090506000000,Ijzerglimmer groen gloorrubber,3.5,Ladder,Langmatzkast 1 zekering,1
W:Vogelbuurt,AALSCHOLVERSTRAAT,015 0010,"127085 Staal gegalvaniseerd 06,0m",19761201000000,20090506000000,Ijzerglimmer groen gloorrubber,6,Normaal,Weidmuller klemmen,1
W:Vogelbuurt,AALSCHOLVERSTRAAT,016 0010,"127085 Staal gegalvaniseerd 06,0m",19761201000000,20090506000000,Ijzerglimmer groen gloorrubber,6,Normaal,Weidmuller klemmen,1
W:Vogelbuurt,AALSCHOLVERSTRAAT,016A0010,"127015 Staal gegalvaniseerd 03,5m",20010801000000,20090506000000,Ijzerglimmer groen gloorrubber,3.5,Ladder,Weidmuller klemmen,1
W:Vogelbuurt,AALSCHOLVERSTRAAT,017 0010,"127085 Staal gegalvaniseerd 06,0m",19761201000000,20090506000000,Ijzerglimmer groen gloorrubber,6,Normaal,Weidmuller klemmen,1
W:Vogelbuurt,AALSCHOLVERSTRAAT,018 0010,"127085 Staal gegalvaniseerd 06,0m",20161013000000,,,6,Normaal,Weidmuller klemmen,1
W:Vogelbuurt,AALSCHOLVERSTRAAT,019 0010,"127085 Staal gegalvaniseerd 06,0m",19761201000000,20090506000000,Ijzerglimmer groen gloorrubber,6,Normaal,Weidmuller klemmen,1
W:Centrum West,AARDAPPELMARKT,001 0015,"127960 Gietijzeren Mast 03,0m De Nood",19940901000000,20150425000000,Sikkens NO.15.10 Monumenten gr,3,Normaal,Weidmuller klemmen plek faget,1
W:Centrum West,AARDAPPELMARKT,002 0015,"127960 Gietijzeren Mast 03,0m De Nood",19940901000000,20150425000000,Sikkens NO.15.10 Monumenten gr,3,Normaal,Weidmuller klemmen plek faget,1
W:Centrum West,AARDAPPELMARKT,003 0015,"Overspanning 06,5m",19981101000000,,,6.5,Normaal,Muurkast ijzer,2
W:Centrum West,AARDAPPELMARKT,004 0015,"Overspanning 06,5m",19981101000000,,,6.5,Normaal,Muurkast Avedco zwart,2
W:Centrum West,AARDAPPELMARKT,005 0015,"Overspanning 06,5m",19981101000000,,,6.5,Normaal,Muurkast ijzer,2
W:Middenhoeve,ABEELSTRAAT,001 0020,"127015 Staal gegalvaniseerd 03,5m",19980601000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,002 0020,"127015 Staal gegalvaniseerd 03,5m",19980601000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,003 0020,"127015 Staal gegalvaniseerd 03,5m",19980601000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,003A0020,"127015 Staal gegalvaniseerd 03,5m",20070110000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,004 0020,"127015 Staal gegalvaniseerd 03,5m",19980601000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,005 0020,"127015 Staal gegalvaniseerd 03,5m",19861001000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,006 0020,"127015 Staal gegalvaniseerd 03,5m",19860901000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,007 0020,"127015 Staal gegalvaniseerd 03,5m",19890101000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,008 0020,"127015 Staal gegalvaniseerd 03,5m",19980601000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,009 0020,"127015 Staal gegalvaniseerd 03,5m",19890101000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Ladder,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,010 0020,"127015 Staal gegalvaniseerd 03,5m",19980601000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,011 0020,"127015 Staal gegalvaniseerd 03,5m",19890101000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Ladder,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,011A0020,"127015 Staal gegalvaniseerd 03,5m",20070110000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,012 0020,"127015 Staal gegalvaniseerd 03,5m",19980601000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Ladder,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,013 0020,"127015 Staal gegalvaniseerd 03,5m",19860901000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,014 0020,"127015 Staal gegalvaniseerd 03,5m",19980601000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,015 0020,"127015 Staal gegalvaniseerd 03,5m",20111129000000,,,3.5,Normaal,Eleq LS-94 5L2402/ 2303,1
W:Middenhoeve,ABEELSTRAAT,015A0020,"127015 Staal gegalvaniseerd 03,5m",20070110000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,016 0020,"127015 Staal gegalvaniseerd 03,5m",19980601000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,017 0020,"127015 Staal gegalvaniseerd 03,5m",20100308000000,,,3.5,Normaal,Langmatzkast 1 zekering,1
W:Middenhoeve,ABEELSTRAAT,018 0020,"127015 Staal gegalvaniseerd 03,5m",19890101000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,019 0020,"127015 Staal gegalvaniseerd 03,5m",19890101000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,020 0020,"127015 Staal gegalvaniseerd 03,5m",19890101000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,021 0020,"127015 Staal gegalvaniseerd 03,5m",19890101000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,022 0020,"127015 Staal gegalvaniseerd 03,5m",19870201000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,023 0020,"127015 Staal gegalvaniseerd 03,5m",19980601000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,024 0020,"127015 Staal gegalvaniseerd 03,5m",19890101000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Ladder,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,025 0020,"127015 Staal gegalvaniseerd 03,5m",20070110000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,026 0020,"127015 Staal gegalvaniseerd 03,5m",19890101000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,027 0020,"127015 Staal gegalvaniseerd 03,5m",19890101000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,028 0020,"127015 Staal gegalvaniseerd 03,5m",19980601000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,029 0020,"127015 Staal gegalvaniseerd 03,5m",19890101000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Ladder,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,030 0020,"127015 Staal gegalvaniseerd 03,5m",19980601000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,031 0020,"127015 Staal gegalvaniseerd 03,5m",19980601000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,032 0020,"127015 Staal gegalvaniseerd 03,5m",19980601000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,032A0020,"127015 Staal gegalvaniseerd 03,5m",20070110000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,033 0020,"127015 Staal gegalvaniseerd 03,5m",19980601000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,033A0020,"127015 Staal gegalvaniseerd 03,5m",20181203000000,,,3.5,Ladder,Eleq LS-94 5L2402/ 2303,1
W:Middenhoeve,ABEELSTRAAT,034 0020,"127015 Staal gegalvaniseerd 03,5m",20050811000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,035 0020,"127015 Staal gegalvaniseerd 03,5m",19890101000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,035A0020,"127015 Staal gegalvaniseerd 03,5m",20070110000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,036 0020,"127015 Staal gegalvaniseerd 03,5m",19890101000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,037 0020,"127015 Staal gegalvaniseerd 03,5m",19980601000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,038 0020,"127015 Staal gegalvaniseerd 03,5m",19980601000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,039 0020,"127015 Staal gegalvaniseerd 03,5m",20070110000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,039A0020,"127015 Staal gegalvaniseerd 03,5m",20070110000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,040 0020,"127015 Staal gegalvaniseerd 03,5m",19980601000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,041 0020,"127015 Staal gegalvaniseerd 03,5m",20160125000000,,,3.5,Normaal,Eleq LS-94 5L2402/ 2303,1
W:Middenhoeve,ABEELSTRAAT,041A0020,"127015 Staal gegalvaniseerd 03,5m",20181203000000,,,3.5,Ladder,Eleq LS-94 5L2402/ 2303,1
W:Middenhoeve,ABEELSTRAAT,042 0020,"127015 Staal gegalvaniseerd 03,5m",19980601000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,043 0020,"127015 Staal gegalvaniseerd 03,5m",19980601000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,044 0020,"127015 Staal gegalvaniseerd 03,5m",19980601000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,044A0020,"127015 Staal gegalvaniseerd 03,5m",20181203000000,,,3.5,Ladder,Eleq LS-94 5L2402/ 2303,1
W:Middenhoeve,ABEELSTRAAT,045 0020,"127015 Staal gegalvaniseerd 03,5m",19980601000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,045A0020,"127015 Staal gegalvaniseerd 03,5m",20181203000000,,,3.5,Ladder,Eleq LS-94 5L2402/ 2303,1
W:Middenhoeve,ABEELSTRAAT,046 0020,"127015 Staal gegalvaniseerd 03,5m",19980601000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,047 0020,"127015 Staal gegalvaniseerd 03,5m",19911201000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,048 0020,"127015 Staal gegalvaniseerd 03,5m",19911201000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Ladder,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,049 0020,"127015 Staal gegalvaniseerd 03,5m",19911201000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Ladder,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,050 0020,"127015 Staal gegalvaniseerd 03,5m",19911201000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Ladder,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,051 0020,"127015 Staal gegalvaniseerd 03,5m",19980601000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,052 0020,"127015 Staal gegalvaniseerd 03,5m",19980601000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,053 0020,"127015 Staal gegalvaniseerd 03,5m",20070110000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,054 0020,"127015 Staal gegalvaniseerd 03,5m",19851201000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,055 0020,"127015 Staal gegalvaniseerd 03,5m",19911201000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,056 0020,"127015 Staal gegalvaniseerd 03,5m",19911201000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,057 0020,"127015 Staal gegalvaniseerd 03,5m",19980601000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,058 0020,"127015 Staal gegalvaniseerd 03,5m",19911201000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Ladder,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,059 0020,"127015 Staal gegalvaniseerd 03,5m",19980601000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,060 0020,"127015 Staal gegalvaniseerd 03,5m",19911201000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Ladder,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,061 0020,"127015 Staal gegalvaniseerd 03,5m",19911201000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Ladder,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,062 0020,"127015 Staal gegalvaniseerd 03,5m",19980601000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,063 0020,"127015 Staal gegalvaniseerd 03,5m",20070110000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,064 0020,"127015 Staal gegalvaniseerd 03,5m",19890101000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,065 0020,"127015 Staal gegalvaniseerd 03,5m",19890101000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,066 0020,"127015 Staal gegalvaniseerd 03,5m",19860901000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,067 0020,"127015 Staal gegalvaniseerd 03,5m",19980601000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,068 0020,"127015 Staal gegalvaniseerd 03,5m",20070302000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
W:Middenhoeve,ABEELSTRAAT,069 0020,"127015 Staal gegalvaniseerd 03,5m",19980601000000,20080515000000,Ijzerglimmer groen gloorrubber,3.5,Normaal,Weidmuller klemmen,1
