WKT,id,external_id,monument_aanwijzingsdatum,in_onderzoek,monumentnummer,monumentnaam,display_naam,heeft_als_grondslag_beperking,monumentstatus
"POINT (4.88070770603447 52.3745139152077)",abf03e2e-f8e4-491b-a2f7-652007deb854,abf03e2e-f8e4-491b-a2f7-652007deb854,,N,"522",,Bloemgracht 65 A,,Rijksmonument
"POINT (4.88023903974236 52.3744040569861)",a566f06a-7684-45fc-a412-6971e8525270,a566f06a-7684-45fc-a412-6971e8525270,,N,"525",,Bloemgracht 73 B,,Rijksmonument
"POINT (4.88010729198665 52.3743675419811)",f31526ea-d190-4b8e-8895-5afcd0046663,f31526ea-d190-4b8e-8895-5afcd0046663,,N,"526",,Bloemgracht 77 A,,Rijksmonument
"POINT (4.88003387051393 52.3743672275226)",2aff31ac-8dad-45b6-8dff-7ca73b9fe348,2aff31ac-8dad-45b6-8dff-7ca73b9fe348,,N,"527",,Bloemgracht 79 A,,Rijksmonument
"POINT (4.87990191745178 52.374348686836)",2f6bce9c-35fe-4d1d-80bf-e138fc2210fe,2f6bce9c-35fe-4d1d-80bf-e138fc2210fe,,N,"528",,Bloemgracht 81 1,,Rijksmonument
"POINT (4.87984359151847 52.3743124860779)",f608f49d-bde6-4aab-8edb-a0579b0e1627,f608f49d-bde6-4aab-8edb-a0579b0e1627,,N,"529",,Bloemgracht 83 H,,Rijksmonument
"POINT (4.87975558868603 52.3743031212529)",7316be80-4ee6-4076-b27d-56e6cdb9210d,7316be80-4ee6-4076-b27d-56e6cdb9210d,,N,"530",,Bloemgracht 85,,Rijksmonument
"POINT (4.87969705726406 52.374284894969)",aee98b70-a9d8-42f9-89dc-47b7d1443e4a,aee98b70-a9d8-42f9-89dc-47b7d1443e4a,,N,"531",,Bloemgracht 87,,Rijksmonument
"POINT (4.87966768873109 52.3742847690893)",8a4b8796-df57-42f7-8750-01968290c96c,8a4b8796-df57-42f7-8750-01968290c96c,,N,"532",,Bloemgracht 89,,Rijksmonument
"POINT (4.87959447310934 52.3742664798121)",6ff7b8f9-0597-478d-a57e-c30f945fc142,6ff7b8f9-0597-478d-a57e-c30f945fc142,,N,"533",,Bloemgracht 91,,Rijksmonument
"POINT (4.87955052319259 52.3742573036787)",41cce2c7-6206-4e06-8f58-cea2f545b2fc,41cce2c7-6206-4e06-8f58-cea2f545b2fc,,N,"534",,Bloemgracht 93,,Rijksmonument
"POINT (4.87943346068697 52.3742208508792)",0ded1aac-1677-466e-b350-a3baaab12520,0ded1aac-1677-466e-b350-a3baaab12520,,N,"535",,Tweede Bloemdwarsstraat 1 A,,Rijksmonument
"POINT (4.87928692699216 52.3741932592628)",3b2c34d9-0ec6-4f36-acab-1c126f66ff0a,3b2c34d9-0ec6-4f36-acab-1c126f66ff0a,,N,"536",,Bloemgracht 99 H,,Rijksmonument
"POINT (4.8790379128014 52.3741382645532)",434f03b4-54f0-41db-865a-cc6ebb090e0f,434f03b4-54f0-41db-865a-cc6ebb090e0f,,N,"537",,Bloemgracht 109 2,,Rijksmonument
"POINT (4.8787888992299 52.3740832693201)",02c4ce8a-d65e-4473-9555-922cbdf79d52,02c4ce8a-d65e-4473-9555-922cbdf79d52,,N,"538",,Bloemgracht 121 H,,Rijksmonument
"POINT (4.87871568430493 52.3740649794995)",7a109a61-d33d-46a7-85bf-88efc1f9a675,7a109a61-d33d-46a7-85bf-88efc1f9a675,,N,"539",,Bloemgracht 123 H,,Rijksmonument
"POINT (4.8786424694405 52.3740466896337)",a063e2e9-aec0-4587-b3d2-aaa4dde72107,a063e2e9-aec0-4587-b3d2-aaa4dde72107,,N,"540",,Bloemgracht 125 H,,Rijksmonument
"POINT (4.87849593681646 52.3740190970384)",353350af-eae8-47bd-9b71-4f376c051de7,353350af-eae8-47bd-9b71-4f376c051de7,,N,"541",,Bloemgracht 129,,Rijksmonument
"POINT (4.87840814104328 52.3739917566676)",c2562d0d-27e8-471d-9d9b-7eaa43ca6572,c2562d0d-27e8-471d-9d9b-7eaa43ca6572,,N,"542",,Bloemgracht 131,,Rijksmonument
"POINT (4.87793948599477 52.3738818893442)",53531b9e-0503-40c4-85d7-2d6201dc9c67,53531b9e-0503-40c4-85d7-2d6201dc9c67,,N,"543",,Bloemgracht 171,,Rijksmonument
"POINT (4.87729503744453 52.3737353123815)",b42a60bb-b43d-4daf-8865-4fc1acce63b7,b42a60bb-b43d-4daf-8865-4fc1acce63b7,,N,"544",,Bloemgracht 191 A,,Rijksmonument
"POINT (4.87956129870552 52.3745988829988)",a2fe9e54-3e48-479d-8321-a1be81d935e7,a2fe9e54-3e48-479d-8321-a1be81d935e7,,N,"572",,Bloemgracht 122 A,,Rijksmonument
"POINT (4.88325257120482 52.3754235446397)",2afcf6e6-b479-488c-a811-d11eb1c74628,2afcf6e6-b479-488c-a811-d11eb1c74628,,N,"545",,Bloemgracht 4 H,,Rijksmonument
"POINT (4.88317945434967 52.3753962703047)",3615142a-a32b-427d-9d8f-4985c4855761,3615142a-a32b-427d-9d8f-4985c4855761,,N,"546",,Bloemgracht 6 A,,Rijksmonument
"POINT (4.88309144865397 52.3753869079582)",b76676d0-fea0-4718-b9db-58dbccda1b11,b76676d0-fea0-4718-b9db-58dbccda1b11,,N,"547",,Bloemgracht 8 H,,Rijksmonument
"POINT (4.88250559720442 52.3752495966888)",26446b0c-2d6b-4283-a3c8-a4afa417f265,26446b0c-2d6b-4283-a3c8-a4afa417f265,,N,"548",,Bloemgracht 22 H,,Rijksmonument
"POINT (4.88228583990342 52.375203721262)",72aea772-d41d-46c6-ac3c-9ee5dae73299,72aea772-d41d-46c6-ac3c-9ee5dae73299,,N,"549",,Bloemgracht 30,,Rijksmonument
"POINT (4.88222720392548 52.3751944835041)",8683d1f5-0e53-411d-9020-667f7272a48b,8683d1f5-0e53-411d-9020-667f7272a48b,,N,"550",,Bloemgracht 32,,Rijksmonument
"POINT (4.88215398574169 52.3751761958102)",317594e3-7f6b-474c-a76c-fac617b62a3a,317594e3-7f6b-474c-a76c-fac617b62a3a,,N,"551",,Bloemgracht 34,,Rijksmonument
"POINT (4.88211003439092 52.375167020627)",9dc106a8-8aa3-4103-8267-28f9e3d0b5b0,9dc106a8-8aa3-4103-8267-28f9e3d0b5b0,,N,"552",,Bloemgracht 36,,Rijksmonument
"POINT (4.88194891372092 52.3751303823908)",cf3d7d4e-a843-4753-ba37-f0c7270b540b,cf3d7d4e-a843-4753-ba37-f0c7270b540b,,N,"553",,Bloemgracht 40 A,,Rijksmonument
"POINT (4.88189038030277 52.3751121571919)",ef565310-258c-4f53-ae99-f599e05c6d7c,ef565310-258c-4f53-ae99-f599e05c6d7c,,N,"554",,Bloemgracht 42 A,,Rijksmonument
"POINT (4.88178779331783 52.3750937439354)",bc43b1ca-b1de-4d94-a577-7a471dcde961,bc43b1ca-b1de-4d94-a577-7a471dcde961,,N,"555",,Bloemgracht 56,,Rijksmonument
"POINT (4.88174384212498 52.3750845686162)",8a32c343-c7a5-4ed0-9792-6ec4cce444c1,8a32c343-c7a5-4ed0-9792-6ec4cce444c1,,N,"556",,Bloemgracht 58 H,,Rijksmonument
"POINT (4.8816853088519 52.375066343316)",03731e9b-572f-40c0-b65c-e7084d749413,03731e9b-572f-40c0-b65c-e7084d749413,,N,"557",,Bloemgracht 60 H,,Rijksmonument
"POINT (4.88162667318167 52.3750571052608)",c13fca75-4085-451c-94c7-d77217959229,c13fca75-4085-451c-94c7-d77217959229,1970-04-14,N,"558",,Bloemgracht 62,,Rijksmonument
"POINT (4.88195925388323 52.3742226676158)",f2d65203-e75f-4ea6-907b-8130780df36f,f2d65203-e75f-4ea6-907b-8130780df36f,,N,"589",,Bloemstraat 23 H,,Rijksmonument
"POINT (4.8815682424503 52.3750298926287)",65a39c8b-7203-444b-a986-ea4e8c5c66db,65a39c8b-7203-444b-a986-ea4e8c5c66db,,N,"559",,Bloemgracht 64 H,,Rijksmonument
"POINT (4.88148013535091 52.3750295163587)",87957676-a276-490b-b9f6-ea22000d5dd5,87957676-a276-490b-b9f6-ea22000d5dd5,,N,"560",,Bloemgracht 66 A,,Rijksmonument
"POINT (4.88128985172259 52.3749747772403)",e2550b0b-2dbd-40f8-ac8a-0f8030d30223,e2550b0b-2dbd-40f8-ac8a-0f8030d30223,,N,"561",,Bloemgracht 72 H,,Rijksmonument
"POINT (4.88111302245533 52.3750279478614)",ce9c99ee-e9ee-4cad-9bcd-1b06c1c5b014,ce9c99ee-e9ee-4cad-9bcd-1b06c1c5b014,,N,"562",,Bloemgracht 76,,Rijksmonument
"POINT (4.88068932687274 52.374837394243)",6946edee-b28a-47f6-8eaa-c03a7e119649,6946edee-b28a-47f6-8eaa-c03a7e119649,,N,"563",,Bloemgracht 86,,Rijksmonument
"POINT (4.88049324940862 52.374840060535)",42094d3e-7460-4ef0-8a89-29bc281b5df0,42094d3e-7460-4ef0-8a89-29bc281b5df0,,N,"564",,Bloemgracht 90 A,,Rijksmonument
"POINT (4.88033751629021 52.3747819625172)",908b19f1-ff8c-44f8-996f-35c18891b06d,908b19f1-ff8c-44f8-996f-35c18891b06d,,N,"565",,Bloemgracht 96,,Rijksmonument
"POINT (4.87997133051698 52.3746995050251)",02e04fe7-3b3f-40b1-a36e-973da52d86a3,02e04fe7-3b3f-40b1-a36e-973da52d86a3,,N,"566",,Bloemgracht 106,,Rijksmonument
"POINT (4.8799275856701 52.3746723544863)",17c81898-4120-44be-ae12-c7bd68ee0f45,17c81898-4120-44be-ae12-c7bd68ee0f45,,N,"567",,Bloemgracht 108,,Rijksmonument
"POINT (4.87986895088984 52.3746631155608)",64d662ba-40bb-4256-b280-38f712ca5c4a,64d662ba-40bb-4256-b280-38f712ca5c4a,,N,"568",,Bloemgracht 110 A,,Rijksmonument
"POINT (4.87973709984426 52.3746355874178)",75517ed0-bb2a-4bfa-b3ba-0ad138b4c250,75517ed0-bb2a-4bfa-b3ba-0ad138b4c250,,N,"569",,Bloemgracht 116 H,,Rijksmonument
"POINT (4.87967825947464 52.374644322943)",ece284e7-b8f8-47e0-8d9a-35e4b282193b,ece284e7-b8f8-47e0-8d9a-35e4b282193b,,N,"570",,Bloemgracht 118 H,,Rijksmonument
"POINT (4.87961993333625 52.3746081220766)",a7d3633b-6abd-4c55-a4de-157b09bd5a1d,a7d3633b-6abd-4c55-a4de-157b09bd5a1d,,N,"571",,Bloemgracht 120 H,,Rijksmonument
"POINT (4.88675900348795 52.38613377633)",c702749d-0880-4c43-85e8-96f7dc640118,c702749d-0880-4c43-85e8-96f7dc640118,,N,"4217",,Prinseneiland 69 A,,Rijksmonument
"POINT (4.87925364741498 52.3745346496375)",9e8d8dc9-0c8c-4111-9401-a99f7d5d9ba0,9e8d8dc9-0c8c-4111-9401-a99f7d5d9ba0,,N,"573",,Bloemgracht 130 H,,Rijksmonument
"POINT (4.87912220894075 52.3744711717208)",fae02699-cce4-4760-9742-a8a158802135,fae02699-cce4-4760-9742-a8a158802135,,N,"574",,Bloemgracht 132,,Rijksmonument
"POINT (4.87875571892951 52.3744156722857)",6f6b1a46-de16-4fd4-a251-8811c19f6937,6f6b1a46-de16-4fd4-a251-8811c19f6937,,N,"575",,Bloemgracht 140 H,,Rijksmonument
"POINT (4.87859470683299 52.3743700422137)",f51723da-b8c1-499c-8ff8-e710ef5af6c4,f51723da-b8c1-499c-8ff8-e710ef5af6c4,,N,"576",,Bloemgracht 144,,Rijksmonument
"POINT (4.87818478434675 52.3742604281486)",a962ec21-5fb0-42d3-a24b-88e3725f16ce,a962ec21-5fb0-42d3-a24b-88e3725f16ce,,N,"577",,Bloemgracht 156 A,,Rijksmonument
"POINT (4.87812615047705 52.3742511883602)",0b1b32f2-5af7-4dd0-b5aa-346b4c10965c,0b1b32f2-5af7-4dd0-b5aa-346b4c10965c,,N,"578",,Bloemgracht 158 A,,Rijksmonument
"POINT (4.8780527292153 52.3742508726731)",4e10d674-07c2-4d2a-9609-6fa51c0d8376,4e10d674-07c2-4d2a-9609-6fa51c0d8376,,N,"579",,Bloemgracht 160 H,,Rijksmonument
"POINT (4.87799419856512 52.3742326455479)",7a676f86-873f-4e03-93c0-a521eea19111,7a676f86-873f-4e03-93c0-a521eea19111,,N,"580",,Bloemgracht 162 H,,Rijksmonument
"POINT (4.87792088052929 52.3742233425077)",ff4daf4c-1773-41ea-a0b1-3aca1da4f428,ff4daf4c-1773-41ea-a0b1-3aca1da4f428,,N,"581",,Bloemgracht 164 2,,Rijksmonument
"POINT (4.87783298149649 52.3742049889827)",b7442069-80b0-402a-8b45-6b1edc57f8eb,b7442069-80b0-402a-8b45-6b1edc57f8eb,,N,"582",,Bloemgracht 166 A,,Rijksmonument
"POINT (4.87775976676706 52.3741866985715)",b828ddbd-aef1-4b94-be79-64c6507a92e3,b828ddbd-aef1-4b94-be79-64c6507a92e3,,N,"583",,Bloemgracht 168,,Rijksmonument
"POINT (4.87765718364978 52.3741682817368)",12b92a46-4a4c-4987-b7bd-8de1de6b7df7,12b92a46-4a4c-4987-b7bd-8de1de6b7df7,,N,"584",,Bloemgracht 172,,Rijksmonument
"POINT (4.87759865327178 52.3741500544161)",cd0ec5b8-703d-442f-8ce7-6a250b4f8c65,cd0ec5b8-703d-442f-8ce7-6a250b4f8c65,,N,"585",,Bloemgracht 174,,Rijksmonument
"POINT (4.88238397197274 52.3743233439516)",44aa68ac-d966-4e58-877a-192cc8feaefb,44aa68ac-d966-4e58-877a-192cc8feaefb,,N,"586",,Bloemstraat 9,,Rijksmonument
"POINT (4.88229617319062 52.3742960064624)",94a638ea-289e-4d59-9c36-bba2584199a2,94a638ea-289e-4d59-9c36-bba2584199a2,,N,"587",,Bloemstraat 13 A,,Rijksmonument
"POINT (4.88213495318859 52.3742683557529)",a0dca5cd-412c-4b45-9d9f-020c028d0a75,a0dca5cd-412c-4b45-9d9f-020c028d0a75,,N,"588",,Bloemstraat 19 2,,Rijksmonument
"POINT (4.88190061927055 52.3742134296961)",c3560f8f-1c7b-497a-aa6f-24cb5f0886c8,c3560f8f-1c7b-497a-aa6f-24cb5f0886c8,,N,"590",,Bloemstraat 25 H,,Rijksmonument
"POINT (4.88181282100508 52.3741860918484)",50cda030-b9bb-4f5b-aea1-994855a3b568,50cda030-b9bb-4f5b-aea1-994855a3b568,,N,"591",,Bloemstraat 27 H,,Rijksmonument
"POINT (4.88131478702133 52.374076112525)",c759937b-728b-43f8-b117-1e3583a50f8e,c759937b-728b-43f8-b117-1e3583a50f8e,,N,"593",,Bloemstraat 41 H,,Rijksmonument
"POINT (4.88064116141225 52.3739114537389)",f93b61a5-20d2-4017-a4ab-83d841859318,f93b61a5-20d2-4017-a4ab-83d841859318,,N,"595",,Bloemstraat 61,,Rijksmonument
"POINT (4.88052389358777 52.3738929765651)",61629301-f483-4688-82c3-13ff519c6983,61629301-f483-4688-82c3-13ff519c6983,,N,"596",,Bloemstraat 65,,Rijksmonument
"POINT (4.879117922742 52.3735633941374)",889f6b2d-fafc-491c-8674-9e0eba0e42ed,889f6b2d-fafc-491c-8674-9e0eba0e42ed,,N,"597",,Bloemstraat 123 A,,Rijksmonument
"POINT (4.87706732773739 52.3731051913524)",edfd0cef-f704-4543-88ef-9d3fab9debf5,edfd0cef-f704-4543-88ef-9d3fab9debf5,,N,"598",,Bloemstraat 189 1,,Rijksmonument
"POINT (4.88255813829845 52.3745038406001)",3207d74d-98d4-4dcb-a2d4-20d28bf33b2b,3207d74d-98d4-4dcb-a2d4-20d28bf33b2b,,N,"599",,Bloemstraat 4 1,,Rijksmonument
"POINT (4.88251439205698 52.3744766910145)",0dfd13b5-e1c8-4298-9096-9e40a80c48e0,0dfd13b5-e1c8-4298-9096-9e40a80c48e0,,N,"600",,Bloemstraat 6 B,,Rijksmonument
"POINT (4.88245575699197 52.3744674533696)",a135b28a-ea9a-46a5-aaa0-5364f5aebd51,a135b28a-ea9a-46a5-aaa0-5364f5aebd51,,N,"601",,Bloemstraat 8 B,,Rijksmonument
"POINT (4.88195771824635 52.3743574767515)",6071ea43-8ea0-415c-87d9-7aa7eb220f3b,6071ea43-8ea0-415c-87d9-7aa7eb220f3b,,N,"602",,Bloemstraat 32 H,,Rijksmonument
"POINT (4.8818111825189 52.3743298882581)",d271e34c-b01f-40d0-a53b-b9c24f2df23e,d271e34c-b01f-40d0-a53b-b9c24f2df23e,,N,"603",,Bloemstraat 36 A,,Rijksmonument
"POINT (4.88166485184504 52.3742843250326)",907185a5-99fe-42c1-8ec1-10d5b08ecdac,907185a5-99fe-42c1-8ec1-10d5b08ecdac,,N,"604",,Bloemstraat 40,,Rijksmonument
"POINT (4.88157695113227 52.3742659742858)",4ace2a7e-c6e4-4c14-8c4b-bb535413fcaa,4ace2a7e-c6e4-4c14-8c4b-bb535413fcaa,,N,"605",,Bloemstraat 42,,Rijksmonument
"POINT (4.88141573169125 52.3742383225973)",3a0ab9b7-3bd2-47b5-9266-7c565c17d455,3a0ab9b7-3bd2-47b5-9266-7c565c17d455,,N,"606",,Bloemstraat 44 H,,Rijksmonument
"POINT (4.88122483638966 52.3742375070212)",518e267c-86a6-4653-a73c-09da204974b2,518e267c-86a6-4653-a73c-09da204974b2,,N,"607",,Bloemstraat 48 A,,Rijksmonument
"POINT (4.90152812098994 52.3707633944157)",4d8fbd02-fe77-40c8-b7d2-82f4830b7da1,4d8fbd02-fe77-40c8-b7d2-82f4830b7da1,,N,"627",,Krom Boomssloot 73 1V,,Rijksmonument
"POINT (4.88118088616214 52.3742283314926)",6bd84e0c-398a-49f1-8f1e-9d34b4bf59f0,6bd84e0c-398a-49f1-8f1e-9d34b4bf59f0,,N,"608",,Bloemstraat 50 A,,Rijksmonument
"POINT (4.879731258669 52.3738626189825)",14a608e1-f5c7-4cb4-af46-643dbf0acc73,14a608e1-f5c7-4cb4-af46-643dbf0acc73,,N,"609",,Bloemstraat 114 H,,Rijksmonument
"POINT (4.87954087934773 52.3738168643228)",3637e7fb-d84c-44b6-a283-be4cb7ea25f5,3637e7fb-d84c-44b6-a283-be4cb7ea25f5,,N,"610",,Tweede Bloemdwarsstraat 18 A,,Rijksmonument
"POINT (4.87832529470921 52.3735330271469)",89d20a2c-8862-48c5-86a8-5a8048c8716f,89d20a2c-8862-48c5-86a8-5a8048c8716f,,N,"611",,Bloemstraat 152 H,,Rijksmonument
"POINT (4.87753452664089 52.3733408839487)",a58e8a10-691a-4b8f-91cd-e6e6fcc4e9a6,a58e8a10-691a-4b8f-91cd-e6e6fcc4e9a6,,N,"613",,Bloemstraat 188 A,,Rijksmonument
"POINT (4.88467562034619 52.3794381090438)",9843c6bd-581d-46c4-9003-81fc9b450d6c,9843c6bd-581d-46c4-9003-81fc9b450d6c,,N,"614",,Eerste Boomdwarsstraat 1,,Rijksmonument
"POINT (4.88469081551543 52.3793932350185)",c507e4c7-907e-4d09-bc0c-aecd38a0342a,c507e4c7-907e-4d09-bc0c-aecd38a0342a,,N,"615",,Eerste Boomdwarsstraat 3 B,,Rijksmonument
"POINT (4.88296011979858 52.3791881486127)",89eb8017-80fe-4791-b40f-80673a6827bf,89eb8017-80fe-4791-b40f-80673a6827bf,,N,"616",,Tweede Boomdwarsstraat 1 H,,Rijksmonument
"POINT (4.88298022140544 52.3787118859259)",36616a75-1a1f-4b7c-9cd4-3e43ae51a80f,36616a75-1a1f-4b7c-9cd4-3e43ae51a80f,,N,"617",,Tweede Boomdwarsstraat 12 H,,Rijksmonument
"POINT (4.90235906795165 52.3713150500298)",ac4c6a1e-85e5-489f-a436-9bd6d7bfa576,ac4c6a1e-85e5-489f-a436-9bd6d7bfa576,,N,"619",,Krom Boomssloot 51 A,,Rijksmonument
"POINT (4.90235995204042 52.3712341642965)",b3d6e7a3-334e-472f-a125-5aa6210cab8b,b3d6e7a3-334e-472f-a125-5aa6210cab8b,,N,"620",,Krom Boomssloot 53 A,,Rijksmonument
"POINT (4.90211190850819 52.3710893450426)",7134ce09-cba6-42b5-b08c-df24755f112f,7134ce09-cba6-42b5-b08c-df24755f112f,,N,"621",,Krom Boomssloot 59 A,,Rijksmonument
"POINT (4.90205356868748 52.3710531551885)",4c6cbca2-403b-4daf-8c8d-0f0ab0501573,4c6cbca2-403b-4daf-8c8d-0f0ab0501573,,N,"622",De Tyeger,De Tyeger,,Rijksmonument
"POINT (4.90199513065679 52.3710259526092)",a1616518-76b3-4541-9f17-8ce51d84a14c,a1616518-76b3-4541-9f17-8ce51d84a14c,,N,"623",De Tyeger,De Tyeger,,Rijksmonument
"POINT (4.90193669269785 52.370998750001)",ce41c56b-e67f-4680-a129-983341734173,ce41c56b-e67f-4680-a129-983341734173,,N,"624",,Krom Boomssloot 65,,Rijksmonument
"POINT (4.90184918339582 52.370944465079)",a1d38c70-803a-4e2a-9e4a-e2cadb6dd240,a1d38c70-803a-4e2a-9e4a-e2cadb6dd240,,N,"625",,Krom Boomssloot 67,,Rijksmonument
"POINT (4.90180542882515 52.3709173225935)",cf3c9201-55f0-44ff-a82c-8c900b44f019,cf3c9201-55f0-44ff-a82c-8c900b44f019,,N,"626",,Krom Boomssloot 69,,Rijksmonument
"POINT (4.90146958525281 52.37074517888)",84fa9f68-bd55-468b-96d4-1a8669f2b797,84fa9f68-bd55-468b-96d4-1a8669f2b797,,N,"628",,Krom Boomssloot 75 A,,Rijksmonument
"POINT (4.90249431297603 52.3723761529256)",c5a55f04-4df5-4bee-a430-2a66ae7aba17,c5a55f04-4df5-4bee-a430-2a66ae7aba17,,N,"629",,Krom Boomssloot 6 1,,Rijksmonument
"POINT (4.90243597115306 52.372339963267)",fc72d187-04ec-44c3-ab8b-f9e730b1c223,fc72d187-04ec-44c3-ab8b-f9e730b1c223,,N,"630",,Krom Boomssloot 8 H,,Rijksmonument
"POINT (4.90243705156651 52.3722411029458)",882f6a0a-e17c-48a6-a880-0b1e54e1231b,882f6a0a-e17c-48a6-a880-0b1e54e1231b,,N,"631",,Krom Boomssloot 10,,Rijksmonument
"POINT (4.90226389387942 52.3719617750547)",a28eaf3f-ff18-4008-96e7-ebf115ace82e,a28eaf3f-ff18-4008-96e7-ebf115ace82e,,N,"632",,Krom Boomssloot 18 H,,Rijksmonument
"POINT (4.90224999639137 52.371889816497)",5ca16b1a-c741-4d0a-9f31-c696f9e372d5,5ca16b1a-c741-4d0a-9f31-c696f9e372d5,,N,"633",,Krom Boomssloot 20 2A,,Rijksmonument
"POINT (4.90219234328004 52.3717907155978)",69da7e64-c2ca-42c4-8354-88c0b96a303a,69da7e64-c2ca-42c4-8354-88c0b96a303a,,N,"634",Voormalige Armenische Kerk.,Voormalige Armenische Kerk.,,Rijksmonument
"POINT (4.90199041195361 52.3714573431705)",72f11487-27c3-4332-b6ee-f7d46e46c681,72f11487-27c3-4332-b6ee-f7d46e46c681,,N,"635",,Krom Boomssloot 26 B,,Rijksmonument
"POINT (4.90188880829725 52.3713490742909)",4585a807-1cdb-4372-b9e6-be5b2e24e5d8,4585a807-1cdb-4372-b9e6-be5b2e24e5d8,,N,"636",,Krom Boomssloot 32 H,,Rijksmonument
"POINT (4.90187451828517 52.3713130648937)",d6367597-c795-40a6-8e99-b8d5bb2377cf,d6367597-c795-40a6-8e99-b8d5bb2377cf,,N,"637",,Krom Boomssloot 34 A,,Rijksmonument
"POINT (4.90175783853976 52.3712406849256)",fa36e236-2114-4491-af07-c282e0424337,fa36e236-2114-4491-af07-c282e0424337,,N,"638",,Kleersloot 4,,Rijksmonument
"POINT (4.9016849774715 52.3711814833287)",3de9bba2-4131-4cdd-a7e0-903043a6fdac,3de9bba2-4131-4cdd-a7e0-903043a6fdac,,N,"639",,Krom Boomssloot 38,,Rijksmonument
"POINT (4.90157270814184 52.373396974843)",a2681141-7e29-4add-bc62-b7b61a3c5181,a2681141-7e29-4add-bc62-b7b61a3c5181,,N,"640",,Recht Boomssloot 1 H,,Rijksmonument
"POINT (4.91273216339699 52.3693618016708)",cf0519f9-ffe5-46c2-b01d-8a0b9692e110,cf0519f9-ffe5-46c2-b01d-8a0b9692e110,,N,"1044",,Entrepotdok 17 A,,Rijksmonument
"POINT (4.90183839717812 52.3732722363878)",1725e6b7-7e13-4f56-8853-ca5ddb34362e,1725e6b7-7e13-4f56-8853-ca5ddb34362e,,N,"641",,Recht Boomssloot 9 1,,Rijksmonument
"POINT (4.90247403120408 52.3728883689922)",f94e7ea2-08e6-4b6a-bf5a-b64cf1520730,f94e7ea2-08e6-4b6a-bf5a-b64cf1520730,,N,"643",,Recht Boomssloot 33 A,,Rijksmonument
"POINT (4.90265121912514 52.3727992171929)",b4d442dc-d6a9-4139-8ac1-cfcc38ec1c1f,b4d442dc-d6a9-4139-8ac1-cfcc38ec1c1f,,N,"644",,Recht Boomssloot 37 A,,Rijksmonument
"POINT (4.90269556507827 52.3727724355506)",62eb704b-d565-452f-a646-e5d292d9ae10,62eb704b-d565-452f-a646-e5d292d9ae10,,N,"645",,Recht Boomssloot 39 H,,Rijksmonument
"POINT (4.90275459477623 52.3727457139694)",5a68a9e6-c5d0-4d12-953c-932d41626eeb,5a68a9e6-c5d0-4d12-953c-932d41626eeb,,J,"646",,Recht Boomssloot 41 H,,Rijksmonument
"POINT (4.90297553853777 52.3726837038086)",7d0046ab-c29e-484a-92a3-f365fe5f8a2a,7d0046ab-c29e-484a-92a3-f365fe5f8a2a,,N,"647",,Recht Boomssloot 47 A,,Rijksmonument
"POINT (4.90296154155825 52.3726207326453)",8e881099-45ee-4747-a3d9-c205f7dbc3c5,8e881099-45ee-4747-a3d9-c205f7dbc3c5,,N,"648",,Recht Boomssloot 49 H,,Rijksmonument
"POINT (4.90302066899599 52.3725850236282)",825658ed-5f5d-41d0-82be-102fdd64f533,825658ed-5f5d-41d0-82be-102fdd64f533,,N,"649",,Recht Boomssloot 51 A,,Rijksmonument
"POINT (4.90309448007248 52.372549374617)",622d5614-bf83-4663-953f-0b44eb2e294e,622d5614-bf83-4663-953f-0b44eb2e294e,,N,"650",,Recht Boomssloot 53 H,,Rijksmonument
"POINT (4.90313882550808 52.3725225928066)",2235433e-139b-4b7d-b450-e1179a1dbc2c,2235433e-139b-4b7d-b450-e1179a1dbc2c,,N,"651",,Recht Boomssloot 55 A,,Rijksmonument
"POINT (4.90321263638574 52.372486943721)",97875015-558a-4883-8079-d4b982b0440d,97875015-558a-4883-8079-d4b982b0440d,,N,"652",,Recht Boomssloot 57 H,,Rijksmonument
"POINT (4.90324219992624 52.3724690891528)",8dd323e8-6be2-4347-b04c-e0743c9b6d85,8dd323e8-6be2-4347-b04c-e0743c9b6d85,,N,"653",,Recht Boomssloot 59,,Rijksmonument
"POINT (4.90328664323989 52.3724333199839)",fb3857ce-a8b6-46f3-b3e2-7bce51786425,fb3857ce-a8b6-46f3-b3e2-7bce51786425,,N,"654",,Recht Boomssloot 61 H,,Rijksmonument
"POINT (4.90234452907104 52.3726451707851)",9013323f-5dc7-41f8-ae3b-4e82d7922c1a,9013323f-5dc7-41f8-ae3b-4e82d7922c1a,,N,"655",,Recht Boomssloot 26,,Rijksmonument
"POINT (4.9028911647434 52.3723418260016)",b92286e5-45f0-4660-a93f-40e637a66a61,b92286e5-45f0-4660-a93f-40e637a66a61,,N,"656",,Recht Boomssloot 36 A,,Rijksmonument
"POINT (4.89255272689971 52.3789859391737)",61a2653e-f8af-46eb-8a1e-b42914a576a7,61a2653e-f8af-46eb-8a1e-b42914a576a7,,N,"694",,Brouwersgracht 19 H,,Rijksmonument
"POINT (4.90295048809561 52.3722881424124)",93c8dd51-4a77-496c-9233-efd81a2eb798,93c8dd51-4a77-496c-9233-efd81a2eb798,,N,"657",,Recht Boomssloot 38 A,,Rijksmonument
