PEILDATUM;GEMEENTENUMMER;GEMEENTENAAM;POSTCODE_LEERLING;GEMEENTENAAM_LEERLING;INSTELLINGSCODE;VESTIGINGSCODE;INSTELLINGSNAAM_VESTIGING;POSTCODE_VESTIGING;PLAATSNAAM;PROVINCIE;SOORT_PO;DENOMINATIE_VESTIGING;BEVOEGD_GEZAG_NUMMER;LEEFTIJD_JONGER;LEEFTIJD_4;LEEFTIJD_5;LEEFTIJD_6;LEEFTIJD_7;LEEFTIJD_8;LEEFTIJD_9;LEEFTIJD_10;LEEFTIJD_11;LEEFTIJD_12;LEEFTIJD_13;LEEFTIJD_14;LEEFTIJD_15;LEEFTIJD_16;LEEFTIJD_17;LEEFTIJD_18;LEEFTIJD_19;LEEFTIJD_20;LEEFTIJD_21;LEEFTIJD_22;LEEFTIJD_23;LEEFTIJD_24;LEEFTIJD_OUDER;TOTAAL
20221001;14;Groningen;9408;Assen;01VG;1;Peter Petersenschool;9751SL;HAREN;Groningen;Bo;Algemeen bijzonder;40865;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
20221001;14;Groningen;9475;Tynaarlo;01VG;1;Peter Petersenschool;9751SL;HAREN;Groningen;Bo;Algemeen bijzonder;40865;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
20221001;14;Groningen;9479;Groningen;01VG;1;Peter Petersenschool;9751SL;HAREN;Groningen;Bo;Algemeen bijzonder;40865;0;1;0;1;3;1;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10
20221001;14;Groningen;9608;Midden-Groningen;01VG;1;Peter Petersenschool;9751SL;HAREN;Groningen;Bo;Algemeen bijzonder;40865;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
20221001;14;Groningen;9611;Midden-Groningen;01VG;1;Peter Petersenschool;9751SL;HAREN;Groningen;Bo;Algemeen bijzonder;40865;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
20221001;14;Groningen;9616;Midden-Groningen;01VG;1;Peter Petersenschool;9751SL;HAREN;Groningen;Bo;Algemeen bijzonder;40865;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
20221001;14;Groningen;9711;Groningen;01VG;1;Peter Petersenschool;9751SL;HAREN;Groningen;Bo;Algemeen bijzonder;40865;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
20221001;14;Groningen;9713;Groningen;01VG;1;Peter Petersenschool;9751SL;HAREN;Groningen;Bo;Algemeen bijzonder;40865;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
20221001;14;Groningen;9715;Groningen;01VG;1;Peter Petersenschool;9751SL;HAREN;Groningen;Bo;Algemeen bijzonder;40865;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
20221001;14;Groningen;9721;Groningen;01VG;1;Peter Petersenschool;9751SL;HAREN;Groningen;Bo;Algemeen bijzonder;40865;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
