X,Y,OBJECTID,TYPE_BANK,STANDPLAATS,WIJK
5.88881830532924,51.9455999048721,1,Bank,Speeltuin,Rijkerswoerd
5.88889227677614,51.9454822222782,2,Bank,Speeltuin,Rijkerswoerd
5.88889487598337,51.9454182245345,3,Bank,Speeltuin,Rijkerswoerd
5.88968084784439,51.945897277684,4,Bank,Speeltuin,Rijkerswoerd
5.88954241736955,51.9458901310809,5,Bank,Speeltuin,Rijkerswoerd
5.88941498621623,51.9458508073836,6,Bank,Speeltuin,Rijkerswoerd
5.88930756517449,51.9458066162678,7,Bank,Speeltuin,Rijkerswoerd
5.88800927919517,51.9454280429017,8,Bank,Park,Rijkerswoerd
5.88562803414754,51.9454471211374,9,Bank,Speeltuin,Rijkerswoerd
5.88432232327792,51.9436373918502,10,Bank,Speeltuin,Rijkerswoerd
5.88826313332916,51.9424894964478,11,Bank,Speeltuin,Rijkerswoerd
5.89050304755626,51.9417832040128,12,Bank,Speeltuin,Rijkerswoerd
5.88911587926813,51.9438722642853,13,Bank,Speeltuin,Rijkerswoerd
5.88946329084896,51.9446923569685,14,Bank,Bushalte,Rijkerswoerd
5.89110291403045,51.9436720789834,15,Bank,Speeltuin,Rijkerswoerd
5.89106373805507,51.9436417357289,16,Bank,Speeltuin,Rijkerswoerd
5.89491743083769,51.9428878733005,17,Bank,Speeltuin,Rijkerswoerd
5.89513327636511,51.9428713694349,18,Bank,Speeltuin,Rijkerswoerd
5.89489828547685,51.9428629313396,19,Bank,Speeltuin,Rijkerswoerd
5.89654438209801,51.9419211321442,20,Bank,Speeltuin,Rijkerswoerd
5.89666314820347,51.9418418574405,21,Bank,Speeltuin,Rijkerswoerd
5.89523721940902,51.9435502762169,22,Bank,Speeltuin,Rijkerswoerd
5.88902242990291,51.9406073020048,23,Bank,Speeltuin,Rijkerswoerd
5.8926220266173,51.9450830141093,24,Bank,Speeltuin,Rijkerswoerd
5.8799252666157,51.9406222747329,25,Bank,Park,Rijkerswoerd
5.88181336797578,51.9422202998531,26,Bank,Park,Rijkerswoerd
5.88402398171458,51.9415756407766,27,Bank,Park,Rijkerswoerd
5.89296201150792,51.94345765573,28,Bank,Speeltuin,Rijkerswoerd
5.89962453766451,51.9418757392538,29,Bank,Speeltuin,Rijkerswoerd
5.90013099833793,51.9432380819686,30,Bank,Speeltuin,Rijkerswoerd
5.90013498919695,51.9432016920291,31,Bank,Speeltuin,Rijkerswoerd
5.90102868576745,51.9413098061159,32,Bank,Speeltuin,Rijkerswoerd
5.90108643066009,51.9413053282462,33,Bank,Speeltuin,Rijkerswoerd
