FID,jaar,type_ws,hoofdgeb,gebied,locatie,gdb_geomattr_data,shape
talud_maas_2011.13,2011,Rivieren,Maas,Zandmaas,Gebrande Kamp - Neerveld,,"LINESTRING (192413.5789999999 414474.1420000009, 192420.8209999986 414481.73800000176, 192424.60799999908 414487.20699999854, 192429.69000000134 414497.34600000083, 192434.51399999857 414511.43499999866)"
talud_maas_2011.14,2011,Rivieren,Maas,Zandmaas,Gebrande Kamp - Neerveld,,"LINESTRING (192435 414473.22100000083, 192431.22700000182 414466.875, 192430.24599999934 414464.51900000125, 192430.68200000003 414463.5379999988)"
talud_maas_2011.15,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (181477.40100000054 418326.4789999984, 181490.05200000107 418325.3280000016, 181498.44999999925 418324.5850000009)"
talud_maas_2011.16,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (181501.7199999988 418324.2960000001, 181502.6799999997 418324.2109999992, 181507.9389999993 418323.6799999997)"
talud_maas_2011.17,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (181547.13500000164 418320.5949999988, 181557.30700000003 418319.8260000013)"
talud_maas_2011.18,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (181567.53500000015 418319.1279999986, 181587.7580000013 418317.7870000005, 181598.6499999985 418316.95699999854)"
talud_maas_2011.19,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (181626.72800000012 418315.85500000045, 181644.11499999836 418315.0320000015, 181651.70800000057 418315.18400000036)"
talud_maas_2011.20,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (181667.10599999875 418314.42500000075, 181681.1860000007 418313.6559999995, 181693.64799999818 418313.063000001)"
talud_maas_2011.21,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (181717.07400000095 418312.20600000024, 181746.2109999992 418312.25499999896)"
talud_maas_2011.22,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (181760.4290000014 418311.7710000016, 181793.438000001 418311.58300000057)"
talud_maas_2011.23,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (181812.73699999973 418312.1319999993, 181833.2199999988 418312.9780000001, 181860.97100000083 418313.58999999985, 181880.47300000116 418313.7179999985, 181896.72300000116 418313.95699999854, 181918.22700000182 418314.77699999884, 181937.37200000137 418315.3759999983)"
talud_maas_2011.24,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (181953.55200000107 418316.63800000027, 181973.7890000008 418317.6400000006)"
talud_maas_2011.25,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (181996.18499999866 418319.1339999996, 182022.83700000122 418321.49500000104)"
talud_maas_2011.26,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (182037.73999999836 418322.1409999989, 182061.77299999818 418324.2329999991)"
talud_maas_2011.27,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (182089.05700000003 418325.20899999887, 182114.67799999937 418328.02699999884)"
talud_maas_2011.28,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (182128.58100000024 418330.0639999993, 182136.23699999973 418331.1570000015, 182148.38699999824 418332.60599999875, 182155.00200000033 418333.33300000057)"
talud_maas_2011.29,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (182178.64499999955 418333.3500000015, 182188.40700000152 418335.34899999946, 182199.0549999997 418336.85599999875)"
talud_maas_2011.30,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (182216.51300000027 418336.43499999866, 182230.53400000185 418338.85500000045, 182244.84299999848 418341.4219999984)"
talud_maas_2011.31,2011,Rivieren,Maas,Zandmaas,Bergen,,"LINESTRING (199828.18499999866 400393.69200000167, 199849.47300000116 400376.6640000008, 199863.05600000173 400361.66800000146, 199872.60300000012 400349.3280000016, 199882.12200000137 400333.77699999884, 199886.11800000072 400321.73699999973, 199887.561999999 400316.09800000116, 199891.03400000185 400309.04199999943, 199896.6860000007 400302.2670000009, 199903.55099999905 400294.0859999992)"
talud_maas_2011.32,2011,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,De Paaldere 't Wildt,,"LINESTRING (153254.44000000134 419751.33399999887, 153252.06799999997 419751.7650000006, 153248.7969999984 419753.23800000176, 153244.49399999902 419754.42599999905)"
talud_maas_2011.33,2011,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,De Paaldere 't Wildt,,"LINESTRING (153244.7419999987 419989.2969999984, 153248.19799999893 419992.18299999833, 153250.9919999987 419995.12099999934, 153251.1000000015 419995.2410000004, 153255.90300000086 420000.5170000009)"
talud_maas_2011.34,2011,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,De Paaldere 't Wildt,,"LINESTRING (153232.6700000018 420105.8929999992, 153234.4149999991 420103.8200000003, 153235.3200000003 420101.32499999925, 153235.91699999943 420098.1000000015, 153235.2349999994 420094.78599999845, 153233.93299999833 420091.4270000011, 153232.9530000016 420088.49500000104, 153232.56799999997 420086.0159999989, 153232.14799999818 420085.0370000005)"
talud_maas_2011.35,2011,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,De Paaldere 't Wildt,,"LINESTRING (153242.53299999982 420185.28599999845, 153243.41800000146 420191.80700000003, 153243.02800000086 420199.1790000014, 153241.73099999875 420207.7410000004, 153238.64400000125 420214.7890000008, 153237.7899999991 420221.61400000006, 153237.9389999993 420233.30000000075, 153238.438000001 420238.13500000164)"
talud_maas_2011.36,2011,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,De Paaldere 't Wildt,,"LINESTRING (153237.5150000006 420283.6490000002, 153238.1550000012 420288.2989999987, 153238.9299999997 420289.9979999997)"
talud_maas_2011.37,2011,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,De Paaldere 't Wildt,,"LINESTRING (153243.4919999987 420360.66899999976, 153244.1559999995 420349.95899999887, 153244.6889999993 420342.3200000003, 153245.26099999994 420334.91800000146, 153245.2190000005 420327.9670000002)"
talud_maas_2011.38,2011,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,De Paaldere 't Wildt,,"LINESTRING (153243.3289999999 420373.09099999815, 153244.68100000173 420378.79399999976, 153244.8669999987 420382.68400000036, 153244.84299999848 420386.4070000015, 153245.57400000095 420388.6950000003, 153245.65300000086 420393.84899999946, 153245.2190000005 420395.66800000146, 153244.68499999866 420397.2670000009, 153244.6400000006 420399.00499999896, 153244.87000000104 420400.4200000018, 153245.2800000012 420401.47399999946, 153245.1160000004 420408.05099999905, 153245.01099999994 420411.4239999987, 153245.6339999996 420414.73900000006, 153248.9050000012 420430.94200000167, 153250.11899999902 420436.54100000113)"
talud_maas_2011.39,2011,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,De Paaldere 't Wildt,,"LINESTRING (152822.9840000011 418537.0170000009, 152839.78799999878 418551.1330000013, 152859.6710000001 418566.3660000004, 152878.5159999989 418579.4149999991, 152887.561999999 418585.11100000143, 152891.75299999863 418588.2179999985)"
talud_maas_2011.40,2011,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,De Paaldere 't Wildt,,"LINESTRING (152909.74399999902 418592.76900000125, 152916.71599999815 418600.30900000036, 152924.10599999875 418607.48000000045, 152938.15300000086 418623.118999999, 152948.5460000001 418632.118999999, 152960.98099999875 418642.8040000014, 152966.90900000185 418647.0150000006, 152972.86400000006 418652.6700000018, 152981.19000000134 418662.4290000014, 152986.96599999815 418670.82499999925, 152992.75 418680.6000000015, 152996.23699999973 418686.79100000113, 152997.94900000095 418688.3049999997, 153002.7740000002 418691.7280000001, 153006.5610000007 418695.95800000057, 153008.30299999937 418698.61300000176, 153009.86199999973 418701.88500000164, 153014.56500000134 418709.90199999884, 153017.8299999982 418714.5379999988, 153022.6499999985 418718.7109999992, 153026.3440000005 418722.3209999986, 153029.04300000146 418726.11400000006, 153032.563000001 418732.77800000086, 153034.96799999848 418737.7109999992, 153037.5399999991 418742.35599999875, 153038.91699999943 418745.4079999998, 153038.9459999986 418748.56799999997, 153036.73800000176 418749.71499999985, 153034.94099999964 418750.8189999983, 153033.8440000005 418752.5689999983, 153034.6330000013 418756.6409999989, 153036.76799999923 418762.1730000004, 153041.5240000002 418770.5529999994, 153050.98600000143 418784.5240000002, 153061.41099999845 418799.80799999833, 153071.79399999976 418816.2969999984, 153076.9450000003 418824.6810000017)"
talud_maas_2011.41,2011,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,De Paaldere 't Wildt,,"LINESTRING (152909.5080000013 418603.8590000011, 152910.89499999955 418604.53599999845, 152911.68100000173 418605.6490000002, 152912.92599999905 418606.78599999845, 152912.686999999 418608.625, 152912.70899999887 418609.7250000015, 152913.66099999845 418611.14499999955, 152915.38500000164 418611.78400000185, 152917.51700000092 418612.93400000036, 152918.44799999893 418613.6180000007)"
talud_maas_2011.42,2011,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,De Paaldere 't Wildt,,"LINESTRING (152940.73800000176 418647.63699999824, 152942.8839999996 418647.45600000024, 152944.27100000158 418647.6020000018, 152945.44399999827 418648.6229999997, 152946.6240000017 418649.1099999994, 152948.15199999884 418648.8220000006, 152948.98200000077 418648.86100000143, 152950.30600000173 418649.72399999946, 152950.61800000072 418651.0729999989, 152950.77299999818 418652.2030000016, 152951.74799999967 418653.3269999996, 152953.67399999872 418653.94999999925, 152953.94700000063 418654.95699999854, 152953.84099999815 418655.83399999887, 152954.53200000152 418656.188000001, 152956.00600000098 418656.0249999985, 152956.79399999976 418656.7109999992)"
talud_maas_2011.43,2011,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,De Paaldere 't Wildt,,"LINESTRING (153088.43299999833 418847.79399999976, 153107.2650000006 418878.0179999992, 153115.09600000083 418892.1950000003, 153122.5300000012 418905.5320000015, 153133.26000000164 418925.30999999866, 153144.55200000107 418944.631000001, 153150.73800000176 418957.0219999999, 153159.55700000003 418974.05700000003, 153165.43200000003 418988.3500000015, 153169.98200000077 418999.49500000104)"
talud_maas_2011.44,2011,Rivieren,Maas,Zandmaas,Gebrande Kamp - Neerveld,,"LINESTRING (192442.56899999827 414459.99599999934, 192462.52299999818 414454.83399999887)"
talud_maas_2011.45,2011,Rivieren,Maas,Zandmaas,Gebrande Kamp - Neerveld,,"LINESTRING (192536.76000000164 414444.55999999866, 192539.35799999908 414443.8209999986, 192542.39299999923 414444.16600000113, 192545.60799999908 414443.4620000012, 192548.71400000155 414442.9230000004, 192549.83100000024 414442.4820000008)"
talud_maas_2011.46,2011,Rivieren,Maas,Zandmaas,Gebrande Kamp - Neerveld,,"LINESTRING (192573.37799999863 414438.7740000002, 192575.07299999893 414437.9129999988, 192579.08399999887 414437.3139999993, 192581.44099999964 414437.0300000012)"
talud_maas_2011.47,2011,Rivieren,Maas,Zandmaas,Gebrande Kamp - Neerveld,,"LINESTRING (191597.78500000015 414535.5949999988, 191600.90799999982 414537.21599999815, 191604.8359999992 414537.73900000006, 191608.4389999993 414537.1160000004, 191611.686999999 414536.2529999986, 191614.70600000024 414536.02699999884, 191625.6409999989 414538.27699999884, 191641.125 414541.993999999, 191653.40100000054 414544.97399999946, 191661.75400000066 414546.51399999857, 191674.81799999997 414548.56799999997, 191682.35799999908 414548.5229999982)"
talud_maas_2011.48,2011,Rivieren,Maas,Zandmaas,Gebrande Kamp - Neerveld,,"LINESTRING (191686.6259999983 414533.8420000002, 191695.56599999964 414537.97399999946, 191701.44700000063 414539.56799999997, 191712.4690000005 414540.94000000134, 191721.0780000016 414540.8350000009, 191725.3740000017 414538.8379999995)"
talud_maas_2011.49,2011,Rivieren,Maas,Zandmaas,Gebrande Kamp - Neerveld,,"LINESTRING (191739.21700000018 414516.33999999985, 191744.80900000036 414515.9450000003, 191756.04899999872 414515.98999999836, 191775.3139999993 414515.79100000113, 191795.51099999994 414515.1889999993, 191827.83700000122 414514.6739999987)"
talud_maas_2011.50,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (182263.9200000018 418343.26000000164, 182282.02100000158 418345.8379999995, 182289.27100000158 418346.8500000015)"
talud_maas_2011.51,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (182578.88800000027 418405.7950000018, 182595.8509999998 418410.23800000176, 182603.90300000086 418412.1469999999)"
talud_maas_2011.52,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (182627.22100000083 418416.7710000016, 182639.00600000098 418419.7019999996, 182649.0549999997 418422.1739999987)"
talud_maas_2011.53,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (182663.375 418425.8539999984, 182673.8500000015 418428.30900000036, 182687.67500000075 418432.0850000009, 182691.7969999984 418433.3520000018)"
talud_maas_2011.54,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (182710.188000001 418438.16899999976, 182721.43400000036 418441.15900000185, 182734.74799999967 418444.743999999)"
talud_maas_2011.55,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (182750.07600000128 418447.9310000017, 182759.45800000057 418450.0159999989, 182771.36400000006 418453.35599999875)"
talud_maas_2011.56,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (182794.9140000008 418461.5729999989, 182808.96799999848 418464.9120000005, 182822.5309999995 418468.6620000005)"
talud_maas_2011.57,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (182834.77800000086 418472.37900000066, 182858.43499999866 418478.9140000008)"
talud_maas_2011.58,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (182887.29399999976 418486.6220000014, 182904.64499999955 418491.4070000015)"
talud_maas_2011.59,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (182919.3500000015 418496.09099999815, 182940.03700000048 418502.65100000054, 182945.2410000004 418504.561999999)"
talud_maas_2011.60,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (182969.43400000036 418511.6400000006, 182986.40799999982 418517.0720000006)"
talud_maas_2011.61,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (179859.62799999863 418987.94099999964, 179870.66200000048 418977.4459999986, 179879.34800000116 418969.38500000164)"
talud_maas_2011.62,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (179907.69700000063 418944.2679999992, 179922.26399999857 418931.4459999986)"
talud_maas_2011.63,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (179932.44700000063 418923.1629999988, 179952.35799999908 418905.938000001)"
talud_maas_2011.64,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (179974.27100000158 418890.14499999955, 179995.47300000116 418873.7580000013)"
talud_maas_2011.65,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (180007.4219999984 418864.84899999946, 180021.59899999946 418854.7520000003, 180032.39200000092 418847.6039999984)"
talud_maas_2011.66,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (180051.64499999955 418833.8509999998, 180061.34099999815 418827.72399999946, 180073.73600000143 418818.9149999991, 180078.6000000015 418815.4970000014)"
talud_maas_2011.67,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (180087.54899999872 418809.90300000086, 180097.936999999 418803.5870000012, 180112.0399999991 418794.6279999986, 180117.47700000182 418791.1739999987)"
talud_maas_2011.68,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (180131.8200000003 418782.0789999999, 180147.36300000176 418771.8909999989, 180161.1710000001 418762.5450000018)"
talud_maas_2011.69,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (180174.46200000122 418754.58300000057, 180191.24700000137 418745.6739999987, 180201.81500000134 418739.94000000134)"
talud_maas_2011.70,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (180221.1339999996 418728.8060000017, 180230.48000000045 418723.8370000012, 180243.8209999986 418716.24599999934, 180248.82699999958 418713.7710000016)"
talud_maas_2011.71,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (180259.38699999824 418708.2870000005, 180276.00299999863 418699.0229999982, 180288.05200000107 418693.08399999887)"
talud_maas_2011.72,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (180310.05099999905 418681.93200000003, 180332.65300000086 418669.79100000113, 180343.4600000009 418664.2490000017)"
talud_maas_2011.73,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (180355.89600000158 418657.7509999983, 180364.47399999946 418653.9789999984, 180387.92599999905 418643.3969999999)"
talud_maas_2011.74,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (180407.98800000176 418633.41600000113, 180418.3909999989 418628.47100000083, 180434.93200000003 418620.6570000015, 180443.12099999934 418617.22100000083)"
talud_maas_2011.75,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (180449.70699999854 418614.6180000007, 180456.58399999887 418611.131000001, 180470.5700000003 418605.15300000086, 180479.06500000134 418601.02699999884)"
talud_maas_2011.76,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (180502.17399999872 418589.86300000176, 180512.44999999925 418585.29399999976, 180521.7749999985 418581.44999999925, 180525.45899999887 418581.02699999884, 180528.438000001 418581.7250000015, 180531.58199999854 418583.87900000066)"
talud_maas_2011.77,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (180603.84099999815 418544.6000000015, 180608.41699999943 418542.27699999884, 180613.5460000001 418540.7250000015)"
talud_maas_2011.78,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (180625.84699999914 418536.12999999896, 180635.3830000013 418531.58399999887, 180648.91600000113 418525.8139999993, 180655.58799999952 418523.2710000016)"
talud_maas_2011.79,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (180678.4690000005 418515.4539999999, 180688.64499999955 418511.7490000017, 180697.84699999914 418508.5799999982, 180707.91200000048 418505.5940000005)"
talud_maas_2011.80,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (180720.90799999982 418499.2039999999, 180733.48699999973 418494.8429999985, 180743.43400000036 418492.50400000066, 180749.38899999857 418491.0729999989)"
talud_maas_2011.81,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (180768.72399999946 418483.60500000045, 180780.60599999875 418478.3570000008, 180789.24500000104 418475.313000001, 180796.8590000011 418472.94099999964, 180800.3999999985 418472.44000000134)"
talud_maas_2011.82,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (180813.39600000158 418468.12000000104, 180819.4299999997 418465.79399999976, 180833.84600000083 418460.9120000005, 180845.85500000045 418457.1950000003)"
talud_maas_2011.83,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (180869.2659999989 418450.0870000012, 180882.97399999946 418445.1220000014, 180895.42700000107 418441.3770000003)"
talud_maas_2011.84,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (180908.1009999998 418436.3440000005, 180912.31899999827 418433.7870000005, 180915.29300000146 418432.8260000013, 180918.55600000173 418433.3579999991, 180922.59899999946 418432.4219999984, 180927.84899999946 418430.8049999997, 180930.81500000134 418429.5249999985, 180933.2899999991 418428.66899999976, 180938.96200000122 418428.64400000125)"
talud_maas_2011.85,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (181057.311999999 418395.05700000003, 181066.82699999958 418392.6579999998, 181075.28400000185 418390.70699999854, 181080.43299999833 418389.8500000015)"
talud_maas_2011.86,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (181095.3200000003 418386.60599999875, 181101.12900000066 418385.4829999991, 181107.4840000011 418384.2989999987, 181113.24300000072 418382.70600000024, 181119.3139999993 418380.4910000004, 181122.6409999989 418379.80700000003, 181126.1959999986 418380.1259999983)"
talud_maas_2011.87,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (181150.27600000054 418374.25400000066, 181155.94799999893 418372.91099999845, 181161.32200000063 418371.311999999, 181166.3209999986 418369.81700000167, 181170.64799999818 418369.37099999934, 181175.5780000016 418369.5159999989, 181179.93299999833 418369.6959999986)"
talud_maas_2011.88,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (181192.13899999857 418366.2589999996, 181199.45699999854 418364.5700000003, 181208.08900000155 418362.90300000086, 181215.28200000152 418361.4310000017, 181217.6009999998 418361.5689999983)"
talud_maas_2011.89,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (181245.48999999836 418358.8189999983, 181269.99700000137 418354.70899999887, 181274.28299999982 418353.9620000012)"
talud_maas_2011.90,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (181286.26300000027 418352.313000001, 181298.3900000006 418350.46599999815, 181320.56899999827 418347.5450000018)"
talud_maas_2011.91,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (181336.58100000024 418344.7870000005, 181399.21400000155 418335.8049999997, 181409.7190000005 418334.48699999973, 181414.4840000011 418334.7129999995)"
talud_maas_2011.92,2011,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (179837.9600000009 419009.9699999988, 179842.1799999997 419005.51900000125, 179848.6259999983 418998.9129999988)"
talud_maas_2011.93,2011,Rivieren,Maas,Bedijkte Maas,Keentse oevers,,"LINESTRING (176548.0949999988 421250.98800000176, 176554.35599999875 421240.7010000013, 176562.5249999985 421226.2349999994, 176566.94200000167 421218.01000000164, 176570.6499999985 421211.0399999991, 176570.9530000016 421208.38899999857, 176571.86100000143 421203.31700000167, 176574.10399999842 421199.8979999982, 176576.4910000004 421195.1000000015, 176580.65199999884 421187.6649999991)"
talud_maas_2011.94,2011,Rivieren,Maas,Bedijkte Maas,Keentse oevers,,"LINESTRING (176594.34800000116 421172.18400000036, 176603.91200000048 421159.6550000012, 176619.9910000004 421135.8200000003, 176630.27199999988 421121.8669999987)"
talud_maas_2011.95,2011,Rivieren,Maas,Bedijkte Maas,Keentse oevers,,"LINESTRING (176643.45699999854 421103.30799999833, 176652.1860000007 421092.48600000143, 176664.6499999985 421076.4670000002, 176678.31899999827 421060.26399999857, 176687.875 421048.1620000005)"
talud_maas_2011.96,2011,Rivieren,Maas,Bedijkte Maas,Keentse oevers,,"LINESTRING (176650.1099999994 421101.125, 176651.80900000036 421097.0920000002, 176653.66200000048 421094.2580000013, 176654.99300000072 421092.3269999996, 176656.23200000077 421090.98800000176, 176656.35399999842 421089.40300000086, 176658.41699999943 421086.3429999985, 176660.7100000009 421084.43200000003, 176661.67500000075 421084.8920000009, 176662.88100000098 421085.34800000116, 176663.7250000015 421085.47300000116, 176664.15199999884 421084.9299999997, 176664.13199999928 421084.23900000006, 176664.82299999893 421083.8909999989, 176665.28700000048 421083.4310000017, 176665.48099999875 421082.75400000066, 176666.08100000024 421082.29300000146, 176666.56799999997 421081.9200000018, 176666.65900000185 421081.0689999983, 176666.83999999985 421080.2670000009, 176667.0780000016 421079.3579999991, 176667.91600000113 421079.4609999992, 176668.37299999967 421079.3509999998, 176668.59699999914 421078.4910000004, 176668.87799999863 421077.7190000005, 176669.23800000176 421076.7870000005, 176669.76199999824 421076.54399999976, 176670.65700000152 421075.84600000083, 176670.84699999914 421074.98900000006, 176671.55200000107 421074.79300000146, 176672.01099999994 421074.0450000018, 176672.69900000095 421073.4910000004, 176673.5789999999 421072.563000001, 176674.0300000012 421072.01399999857, 176674.6499999985 421070.7980000004, 176675.03400000185 421070.33300000057, 176676.16600000113 421069.7120000012, 176677.24500000104 421069.3429999985, 176677.55600000173 421068.8770000003, 176677.31599999964 421067.8269999996, 176677.56799999997 421067.4910000004, 176678.3900000006 421067.19999999925, 176679.07400000095 421066.4219999984, 176679.12000000104 421065.7199999988, 176680.12299999967 421065.6330000013, 176680.82499999925 421065.29199999943, 176681.54399999976 421064.3900000006, 176681.59800000116 421063.58900000155, 176681.28200000152 421062.94999999925, 176681.07699999958 421062.2280000001, 176682.49700000137 421062.4919999987, 176682.7349999994 421062.0450000018, 176682.72300000116 421061.7190000005)"
talud_maas_2011.97,2011,Rivieren,Maas,Bedijkte Maas,Keentse oevers,,"LINESTRING (176699.74799999967 421033.3370000012, 176722.36300000176 421010.8570000008, 176735.70199999958 420997.01900000125, 176748.5249999985 420984.51000000164)"
