id;latitude;longitude;vri_nummer;kruispunt;geometrie
1;52.442466849084944;4.812209484768299;2140;Mauritsstraat - Provincialeweg;POINT (115904.53756420698 495120.4691076414)
2;52.43641851414687;4.816275252244318;2134;Hogendijk - Provincialeweg;POINT (116175.67174660825 494445.320509869)
3;52.452063408966595;4.825057800155545;2132;Koningin Julianaweg - Heyermansstraat;POINT (116786.40357890306 496181.36599742505)
4;52.43384210018903;4.8392196133802265;2111;Jan Eydenbergstraat - Wibautstraat;POINT (117733.74410432202 494146.60785363155)
5;52.42980887809475;4.810995411743198;2105;Hoofdtocht - Cor Bruijnzeelweg;POINT (115810.7874995687 493712.75019768294)
6;52.42979589955402;4.842393318099498;2110;Wibautstraat - Thorbeckeweg;POINT (117946.18629428126 493694.7832845665)
7;52.431260906172554;4.84144933100511;2109;Wibautstraat - Troelstralaan;POINT (117883.21253261647 493858.26903932163)
8;52.4344435444986;4.8386904844685175;2111;Jan Eydenbergstraat - Wibautstraat;POINT (117698.26737227978 494213.7993272758)
9;52.43897990412219;4.835827325585271;2112;Walraven van Hallstraat - Wibautstraat;POINT (117507.40263625182 494720.01147075224)
10;52.44251089891333;4.8307633209812115;2114;Peperstraat - Gerhardstraat;POINT (117166.08276159296 495115.51771144144)
11;52.44485091017881;4.828558314542042;2115;Molenmakertraat - Gerhardstraat;POINT (117018.16863657371 495377.03118209104)
12;52.44949490420042;4.827405311755481;2116;Kopermolenstraat - Heyermansstraat;POINT (116943.77163806197 495894.3470197142)
13;52.45256790871944;4.824347322721829;2132;Koningin Julianaweg - Heyermansstraat;POINT (116738.54366645435 496237.87392380566)
14;52.45429390539817;4.826042320847209;2130;Julianaweg;POINT (116855.2511610846 496429.02188436466)
15;52.45358790175707;4.822523329343608;2131;Pr. Bernhardplein;POINT (116615.44028476719 496352.3279046071)
16;52.4561508990801;4.818811324143041;2117;Heijermansstraat - Hof van Saenden;POINT (116365.35599913605 496639.471901182)
17;52.46165589818523;4.817931314360697;2128;Dr. H.G. Scholtenstraat - Dovenetelweg;POINT (116310.35553416659 497252.45250735903)
18;52.451077904058636;4.81821031838594;2121;Vincent van Goghweg - Westzijde;POINT (116320.07095912815 496075.34917070344)
19;52.457785901524865;4.811193331293881;2202;Zuideinde - Leliestraat;POINT (115849.00267880027 496825.48026163643)
20;52.45762890482898;4.806129313987417;2201;Leliestraat - Provincialeweg;POINT (115504.67074100897 496810.7615655451)
21;52.46368190349087;4.8058403264928256;2204;Verzetsstraat - Provincialeweg;POINT (115490.43493359009 497484.402530322)
22;52.45033190048366;4.814702325703896;2125;Rembrandtstraat - Vincent van Goghweg;POINT (116080.94686797881 495994.2247888951)
23;52.449370899584515;4.808297312757198;2120;Vincent van Goghweg - Provincialeweg;POINT (115644.6820323015 495890.7606719489)
24;52.44142590168866;4.828145310424509;2101;Peperstraat - Simon Claeszstraat;POINT (116987.14800096874 494996.1670547713)
