OBJECTID,SIGMA_ID,OBJECT,X,Y,Z,VERKANTING,M_SIGMATRAJECT,ELEMENT_TYPE_HORIZONTAAL,ELEMENT_LENGTE_HORIZONTAAL,BOOGSTRAAL_HORIZONTAAL,TANGENTPUNT_VERKANTING,OVERGANGSHELLING_WAARDE,OVERGANGSHELLING_LENGTE,ELEMENT_LENGTE_VERTICAAL,TANGENTPUNT_ONTWERPSNELHEID,ONTWERPSNELHEID,DATUM_GOEDGEKEURD,ARGUMENT_HORIZONTAAL,ARGUMENT_VERTICAAL,TRAJECTNAAM,OPMERKING,HELLING_VERTICAAL,BOOGSTRAAL_VERTICAAL,FUNCTIE,WISSEL_KRUISING_NAAM_SIGMA,TEKENINGNUMMER,POSITIONELE_NAUWKEURIGHEID_MM,SIGMATRAJECT_GUID
346,19977881,LLT2215,236628.7291,579385.919,2.72,0,1.225,RST,2.575,,,,,,,40,2017/05/01 00:00:00+00,127.589565,100,003_2215V_84.0,,,,LT,2215,420116_L,10,5c5d5fbc-ec19-42a4-b03a-8de299c48d7b
347,19977882,,236631.066,579384.8377,2.72,0,3.8,RST,124.46941,,,,,,,40,2017/05/01 00:00:00+00,127.589565,100,003_2215V_84.0,,,,,,,10,5c5d5fbc-ec19-42a4-b03a-8de299c48d7b
348,19977883,,236636.6929,579382.2341,2.72,0,10,,,,,,,,,40,2017/05/01 00:00:00+00,127.589565,100,003_2215V_84.0,,,,,,,10,5c5d5fbc-ec19-42a4-b03a-8de299c48d7b
349,19977884,,236645.7684,579378.0347,2.72,0,20,,,,,,,,,40,2017/05/01 00:00:00+00,127.589565,100,003_2215V_84.0,,,,,,,10,5c5d5fbc-ec19-42a4-b03a-8de299c48d7b
350,19977885,,236654.8439,579373.8353,2.72,0,30,,,,,,,,,40,2017/05/01 00:00:00+00,127.589565,100,003_2215V_84.0,,,,,,,10,5c5d5fbc-ec19-42a4-b03a-8de299c48d7b
351,19977886,,236663.9195,579369.636,2.72,0,40,,,,,,,,,40,2017/05/01 00:00:00+00,127.589565,100,003_2215V_84.0,,,,,,,10,5c5d5fbc-ec19-42a4-b03a-8de299c48d7b
352,19977887,,236672.995,579365.4366,2.72,0,50,,,,,,,,,40,2017/05/01 00:00:00+00,127.589565,100,003_2215V_84.0,,,,,,,10,5c5d5fbc-ec19-42a4-b03a-8de299c48d7b
353,19977888,,236682.0705,579361.2372,2.72,0,60,,,,,,,,,40,2017/05/01 00:00:00+00,127.589565,100,003_2215V_84.0,,,,,,,10,5c5d5fbc-ec19-42a4-b03a-8de299c48d7b
354,19977889,,236691.1461,579357.0379,2.72,0,70,,,,,,,,,40,2017/05/01 00:00:00+00,127.589565,100,003_2215V_84.0,,,,,,,10,5c5d5fbc-ec19-42a4-b03a-8de299c48d7b
355,19977890,,236700.2216,579352.8385,2.72,0,80,,,,,,,,,40,2017/05/01 00:00:00+00,127.589565,100,003_2215V_84.0,,,,,,,10,5c5d5fbc-ec19-42a4-b03a-8de299c48d7b
356,19977891,,236709.2971,579348.6391,2.72,0,90,,,,,,,,,40,2017/05/01 00:00:00+00,127.589565,100,003_2215V_84.0,,,,,,,10,5c5d5fbc-ec19-42a4-b03a-8de299c48d7b
357,19977892,,236718.3727,579344.4398,2.72,0,100,,,,,,,,,40,2017/05/01 00:00:00+00,127.589565,100,003_2215V_84.0,,,,,,,10,5c5d5fbc-ec19-42a4-b03a-8de299c48d7b
358,19977893,,236727.4482,579340.2404,2.72,0,110,,,,,,,,,40,2017/05/01 00:00:00+00,127.589565,100,003_2215V_84.0,,,,,,,10,5c5d5fbc-ec19-42a4-b03a-8de299c48d7b
359,19977894,,236736.5237,579336.041,2.72,0,120,,,,,,,,,40,2017/05/01 00:00:00+00,127.589565,100,003_2215V_84.0,,,,,,,10,5c5d5fbc-ec19-42a4-b03a-8de299c48d7b
360,19977895,LLT2221,236744.0287,579332.5684,2.72,0,128.26941,RST,2.575,,,,,,,40,2017/05/01 00:00:00+00,127.589565,100,003_2215V_84.0,,,,LT,2221,420117_R,10,5c5d5fbc-ec19-42a4-b03a-8de299c48d7b
361,19977896,,236745.5993,579331.8416,2.72,0,130,,,,,,,,,40,2017/05/01 00:00:00+00,127.589565,100,003_2215V_84.0,,,,LT,2221,420117_R,10,5c5d5fbc-ec19-42a4-b03a-8de299c48d7b
362,19977897,LV2221,236746.3656,579331.487,2.72,0,130.84441,RST,1.225,,,,,,,40,2017/05/01 00:00:00+00,127.589565,100,003_2215V_84.0,,,,V,2221,420117_R,10,5c5d5fbc-ec19-42a4-b03a-8de299c48d7b
363,19977898,,236747.4774,579330.9726,2.72,0,132.06941,,,,,,,,,40,2017/05/01 00:00:00+00,127.589565,100,003_2215V_84.0,,,,,,,10,5c5d5fbc-ec19-42a4-b03a-8de299c48d7b
364,19977899,MPE9 LL2331/2333,237048.8158,579193.0024,2.72,0,0,RST,10.075,,TP_D,,,452.59124,,40,2017/05/01 00:00:00+00,122.693359,100,003_2333T_84.4,,"0,0000",,MPE9 ,2331/2333,415099_E,10,5ee29f07-95f6-469b-9584-9b39419d1137
365,19977900,,237058.1872,579189.5127,2.72,0,10,,,,,,,,,40,2017/05/01 00:00:00+00,122.693359,100,003_2333T_84.4,,,,L,2331/2333,415099_E,10,5ee29f07-95f6-469b-9584-9b39419d1137
366,19977901,LV2331/2333,237058.2574,579189.4865,2.72,0,10.075,RST,6.76,,,,,,,40,2017/05/01 00:00:00+00,122.693359,100,003_2333T_84.4,,,,V,2331/2333,415099_E,10,5ee29f07-95f6-469b-9584-9b39419d1137
367,19977902,LLT2331/2333,237064.5925,579187.1275,2.72,0,16.835,RST,9.155,,,,,,,40,2017/05/01 00:00:00+00,122.693359,100,003_2333T_84.4,,,,LT,2331/2333,415099_E,10,5ee29f07-95f6-469b-9584-9b39419d1137
368,19977903,,237067.5585,579186.0231,2.72,0,20,,,,,,,,,40,2017/05/01 00:00:00+00,122.693359,100,003_2333T_84.4,,,,LT,2331/2333,415099_E,10,5ee29f07-95f6-469b-9584-9b39419d1137
369,19977904,,237073.172,579183.9328,2.72,0,25.99,RST,6.08312,,,,,,,40,2017/05/01 00:00:00+00,122.693359,100,003_2333T_84.4,,,,,,,10,5ee29f07-95f6-469b-9584-9b39419d1137
370,19977905,,237076.9299,579182.5334,2.72,0,30,,,,,,,,,40,2017/05/01 00:00:00+00,122.693359,100,003_2333T_84.4,,,,,,,10,5ee29f07-95f6-469b-9584-9b39419d1137
371,19977906,,237078.8727,579181.81,2.72,0,32.07312,BOOG,55.32857,500,,,,,,40,2017/05/01 00:00:00+00,122.693359,100,003_2333T_84.4,,,,,,,10,5ee29f07-95f6-469b-9584-9b39419d1137
372,19977907,,237086.279,579178.985,2.72,0,40,,,500,,,,,,40,2017/05/01 00:00:00+00,123.702641,100,003_2333T_84.4,,,,,,,10,5ee29f07-95f6-469b-9584-9b39419d1137
373,19977908,OVW,237092.3757,579176.5578,2.72,0,46.56217,,,500,,,,,,40,2017/05/01 00:00:00+00,124.538162,100,003_2333T_84.4,,,,,,,10,5ee29f07-95f6-469b-9584-9b39419d1137
374,19977909,,237095.5569,579175.2543,2.72,0,50,,,500,,,,,,40,2017/05/01 00:00:00+00,124.975881,100,003_2333T_84.4,,,,,,,10,5ee29f07-95f6-469b-9584-9b39419d1137
375,19977910,OVW,237096.9735,579174.6656,2.72,0,51.5341,,,500,,,,,,40,2017/05/01 00:00:00+00,125.171208,100,003_2333T_84.4,,,,,,,10,5ee29f07-95f6-469b-9584-9b39419d1137
376,19977911,OVW,237100.7102,579173.0882,2.72,0,55.59013,,,500,,,,,,40,2017/05/01 00:00:00+00,125.687638,100,003_2333T_84.4,,,,,,,10,5ee29f07-95f6-469b-9584-9b39419d1137
377,19977912,,237104.7583,579171.3388,2.72,0,60,,,500,,,,,,40,2017/05/01 00:00:00+00,126.24912,100,003_2333T_84.4,,,,,,,10,5ee29f07-95f6-469b-9584-9b39419d1137
378,19977913,,237113.8795,579167.2401,2.72,0,70,,,500,,,,,,40,2017/05/01 00:00:00+00,127.52236,100,003_2333T_84.4,,,,,,,10,5ee29f07-95f6-469b-9584-9b39419d1137
379,19977914,,237122.917,579162.9598,2.72,0,80,,,500,,,,,,40,2017/05/01 00:00:00+00,128.795599,100,003_2333T_84.4,,,,,,,10,5ee29f07-95f6-469b-9584-9b39419d1137
380,19977915,,237129.5501,579159.6757,2.72,0,87.40169,RST,365.18955,,,,,,,40,2017/05/01 00:00:00+00,129.738012,100,003_2333T_84.4,,,,,,,10,5ee29f07-95f6-469b-9584-9b39419d1137
381,19977916,,237131.8701,579158.5057,2.72,0,90,,,,,,,,,40,2017/05/01 00:00:00+00,129.738012,100,003_2333T_84.4,,,,,,,10,5ee29f07-95f6-469b-9584-9b39419d1137
382,19977917,,237140.7987,579154.0025,2.72,0,100,,,,,,,,,40,2017/05/01 00:00:00+00,129.738012,100,003_2333T_84.4,,,,,,,10,5ee29f07-95f6-469b-9584-9b39419d1137
383,19977918,,237149.7274,579149.4993,2.72,0,110,,,,,,,,,40,2017/05/01 00:00:00+00,129.738012,100,003_2333T_84.4,,,,,,,10,5ee29f07-95f6-469b-9584-9b39419d1137
384,19977919,,237158.6561,579144.9961,2.72,0,120,,,,,,,,,40,2017/05/01 00:00:00+00,129.738012,100,003_2333T_84.4,,,,,,,10,5ee29f07-95f6-469b-9584-9b39419d1137
385,19977920,,237167.5848,579140.4929,2.72,0,130,,,,,,,,,40,2017/05/01 00:00:00+00,129.738012,100,003_2333T_84.4,,,,,,,10,5ee29f07-95f6-469b-9584-9b39419d1137
386,19977921,,237176.5134,579135.9897,2.72,0,140,,,,,,,,,40,2017/05/01 00:00:00+00,129.738012,100,003_2333T_84.4,,,,,,,10,5ee29f07-95f6-469b-9584-9b39419d1137
387,19977922,,237185.4421,579131.4865,2.72,0,150,,,,,,,,,40,2017/05/01 00:00:00+00,129.738012,100,003_2333T_84.4,,,,,,,10,5ee29f07-95f6-469b-9584-9b39419d1137
388,19977923,,237194.3708,579126.9833,2.72,0,160,,,,,,,,,40,2017/05/01 00:00:00+00,129.738012,100,003_2333T_84.4,,,,,,,10,5ee29f07-95f6-469b-9584-9b39419d1137
389,19977924,,237203.2994,579122.4801,2.72,0,170,,,,,,,,,40,2017/05/01 00:00:00+00,129.738012,100,003_2333T_84.4,,,,,,,10,5ee29f07-95f6-469b-9584-9b39419d1137
390,19977925,,237212.2281,579117.9769,2.72,0,180,,,,,,,,,40,2017/05/01 00:00:00+00,129.738012,100,003_2333T_84.4,,,,,,,10,5ee29f07-95f6-469b-9584-9b39419d1137
391,19977926,,237221.1568,579113.4737,2.72,0,190,,,,,,,,,40,2017/05/01 00:00:00+00,129.738012,100,003_2333T_84.4,,,,,,,10,5ee29f07-95f6-469b-9584-9b39419d1137
392,19977927,,237230.0855,579108.9705,2.72,0,200,,,,,,,,,40,2017/05/01 00:00:00+00,129.738012,100,003_2333T_84.4,,,,,,,10,5ee29f07-95f6-469b-9584-9b39419d1137
393,19977928,,237239.0141,579104.4673,2.72,0,210,,,,,,,,,40,2017/05/01 00:00:00+00,129.738012,100,003_2333T_84.4,,,,,,,10,5ee29f07-95f6-469b-9584-9b39419d1137
394,19977929,,237247.9428,579099.9641,2.72,0,220,,,,,,,,,40,2017/05/01 00:00:00+00,129.738012,100,003_2333T_84.4,,,,,,,10,5ee29f07-95f6-469b-9584-9b39419d1137
395,19977930,,237256.8715,579095.4609,2.72,0,230,,,,,,,,,40,2017/05/01 00:00:00+00,129.738012,100,003_2333T_84.4,,,,,,,10,5ee29f07-95f6-469b-9584-9b39419d1137
396,19977931,,237265.8002,579090.9577,2.72,0,240,,,,,,,,,40,2017/05/01 00:00:00+00,129.738012,100,003_2333T_84.4,,,,,,,10,5ee29f07-95f6-469b-9584-9b39419d1137
397,19977932,,237274.7288,579086.4545,2.72,0,250,,,,,,,,,40,2017/05/01 00:00:00+00,129.738012,100,003_2333T_84.4,,,,,,,10,5ee29f07-95f6-469b-9584-9b39419d1137
398,19977933,,237283.6575,579081.9513,2.72,0,260,,,,,,,,,40,2017/05/01 00:00:00+00,129.738012,100,003_2333T_84.4,,,,,,,10,5ee29f07-95f6-469b-9584-9b39419d1137
399,19977934,,237292.5862,579077.4481,2.72,0,270,,,,,,,,,40,2017/05/01 00:00:00+00,129.738012,100,003_2333T_84.4,,,,,,,10,5ee29f07-95f6-469b-9584-9b39419d1137
400,19977935,,237301.5148,579072.9449,2.72,0,280,,,,,,,,,40,2017/05/01 00:00:00+00,129.738012,100,003_2333T_84.4,,,,,,,10,5ee29f07-95f6-469b-9584-9b39419d1137
401,19977936,,237310.4435,579068.4417,2.72,0,290,,,,,,,,,40,2017/05/01 00:00:00+00,129.738012,100,003_2333T_84.4,,,,,,,10,5ee29f07-95f6-469b-9584-9b39419d1137
402,19977937,,237319.3722,579063.9385,2.72,0,300,,,,,,,,,40,2017/05/01 00:00:00+00,129.738012,100,003_2333T_84.4,,,,,,,10,5ee29f07-95f6-469b-9584-9b39419d1137
403,19977938,,237328.3009,579059.4353,2.72,0,310,,,,,,,,,40,2017/05/01 00:00:00+00,129.738012,100,003_2333T_84.4,,,,,,,10,5ee29f07-95f6-469b-9584-9b39419d1137
404,19977939,,237337.2295,579054.9321,2.72,0,320,,,,,,,,,40,2017/05/01 00:00:00+00,129.738012,100,003_2333T_84.4,,,,,,,10,5ee29f07-95f6-469b-9584-9b39419d1137
405,19977940,,237346.1582,579050.4289,2.72,0,330,,,,,,,,,40,2017/05/01 00:00:00+00,129.738012,100,003_2333T_84.4,,,,,,,10,5ee29f07-95f6-469b-9584-9b39419d1137
406,19977941,,237355.0869,579045.9257,2.72,0,340,,,,,,,,,40,2017/05/01 00:00:00+00,129.738012,100,003_2333T_84.4,,,,,,,10,5ee29f07-95f6-469b-9584-9b39419d1137
407,19977942,,237364.0156,579041.4225,2.72,0,350,,,,,,,,,40,2017/05/01 00:00:00+00,129.738012,100,003_2333T_84.4,,,,,,,10,5ee29f07-95f6-469b-9584-9b39419d1137
408,19977943,,237372.9442,579036.9193,2.72,0,360,,,,,,,,,40,2017/05/01 00:00:00+00,129.738012,100,003_2333T_84.4,,,,,,,10,5ee29f07-95f6-469b-9584-9b39419d1137
409,19977944,,237381.8729,579032.4161,2.72,0,370,,,,,,,,,40,2017/05/01 00:00:00+00,129.738012,100,003_2333T_84.4,,,,,,,10,5ee29f07-95f6-469b-9584-9b39419d1137
410,19977945,,237390.8016,579027.9129,2.72,0,380,,,,,,,,,40,2017/05/01 00:00:00+00,129.738012,100,003_2333T_84.4,,,,,,,10,5ee29f07-95f6-469b-9584-9b39419d1137
411,19977946,,237399.7302,579023.4097,2.72,0,390,,,,,,,,,40,2017/05/01 00:00:00+00,129.738012,100,003_2333T_84.4,,,,,,,10,5ee29f07-95f6-469b-9584-9b39419d1137
412,19977947,,237408.6589,579018.9065,2.72,0,400,,,,,,,,,40,2017/05/01 00:00:00+00,129.738012,100,003_2333T_84.4,,,,,,,10,5ee29f07-95f6-469b-9584-9b39419d1137
413,19977948,,237417.5876,579014.4033,2.72,0,410,,,,,,,,,40,2017/05/01 00:00:00+00,129.738012,100,003_2333T_84.4,,,,,,,10,5ee29f07-95f6-469b-9584-9b39419d1137
414,19977949,,237426.5163,579009.9001,2.72,0,420,,,,,,,,,40,2017/05/01 00:00:00+00,129.738012,100,003_2333T_84.4,,,,,,,10,5ee29f07-95f6-469b-9584-9b39419d1137
415,19977950,,237435.4449,579005.3969,2.72,0,430,,,,,,,,,40,2017/05/01 00:00:00+00,129.738012,100,003_2333T_84.4,,,,,,,10,5ee29f07-95f6-469b-9584-9b39419d1137
416,19977951,,237444.3736,579000.8937,2.72,0,440,,,,,,,,,40,2017/05/01 00:00:00+00,129.738012,100,003_2333T_84.4,,,,,,,10,5ee29f07-95f6-469b-9584-9b39419d1137
417,19977952,,237453.3023,578996.3905,2.72,0,450,,,,,,,,,40,2017/05/01 00:00:00+00,129.738012,100,003_2333T_84.4,,,,,,,10,5ee29f07-95f6-469b-9584-9b39419d1137
418,19977953,,237455.6159,578995.2236,2.72,0,452.59124,,,,,,,,,40,2017/05/01 00:00:00+00,129.738012,100,003_2333T_84.4,,,,,,,10,5ee29f07-95f6-469b-9584-9b39419d1137
419,19977954,LLR2323/2325,236980.2805,579220.9463,2.72,0,0,RST,0.81645,,TP_D,,,20.12712,,40,2017/05/01 00:00:00+00,336.146077,100,003_2323/2325_P_Q_84.3,,"0,0000",,LR,2323/2325,415099_E,10,635f0d11-db1c-467b-b21e-b36ac90d4f1c
420,19977955,LLR2323/2325,236979.5922,579221.3853,2.72,0,0.81645,BOOG,18.49422,-204,,,,,,40,2017/05/01 00:00:00+00,336.146077,100,003_2323/2325_P_Q_84.3,,,,LR,2323/2325,415099_E,10,635f0d11-db1c-467b-b21e-b36ac90d4f1c
421,19977956,,236971.741,579226.148,2.72,0,10,,,-204,,,,,,40,2017/05/01 00:00:00+00,333.280181,100,003_2323/2325_P_Q_84.3,,,,LR,2323/2325,415099_E,10,635f0d11-db1c-467b-b21e-b36ac90d4f1c
422,19977957,MPE9,236971.6859,579226.1796,2.72,0,10.0635,,,-204,,,,,,40,2017/05/01 00:00:00+00,333.260362,100,003_2323/2325_P_Q_84.3,,,,MPE9 ,2323/2325,415099_E,10,635f0d11-db1c-467b-b21e-b36ac90d4f1c
423,19977958,LLR2323/2325,236963.5706,579230.6109,2.72,0,19.31067,RST,0.81645,,,,,,,40,2017/05/01 00:00:00+00,330.374613,100,003_2323/2325_P_Q_84.3,,,,LR,2323/2325,415099_E,10,635f0d11-db1c-467b-b21e-b36ac90d4f1c
424,19977959,,236962.9582,579230.9275,2.72,0,20,,,,,,,,,40,2017/05/01 00:00:00+00,330.374613,100,003_2323/2325_P_Q_84.3,,,,LR,2323/2325,415099_E,10,635f0d11-db1c-467b-b21e-b36ac90d4f1c
425,19977960,,236962.8453,579230.9859,2.72,0,20.12712,,,,,,,,,40,2017/05/01 00:00:00+00,330.374613,100,003_2323/2325_P_Q_84.3,,,,,,,10,635f0d11-db1c-467b-b21e-b36ac90d4f1c
426,19977961,MPE9 LR2227/2229,236834.5175,579279.679,2.72,0,0,RST,10.075,,TP_D,,,49.48703,,40,2020/08/01 00:00:00+00,134.634214,100,003_2229P_84.2,,"0,0000",,MPE9 ,2227/2229,415099_E,10,69361d3d-903e-4a5a-ad72-6cf189112cd3
427,19977962,,236843.0738,579274.5031,2.72,0,10,,,,,,,,,40,2020/08/01 00:00:00+00,134.634214,100,003_2229P_84.2,,,,R,2227/2229,415099_E,10,69361d3d-903e-4a5a-ad72-6cf189112cd3
428,19977963,LV2227/2229,236843.1379,579274.4643,2.72,0,10.075,RST,6.76,,,,,,,40,2020/08/01 00:00:00+00,134.634214,100,003_2229P_84.2,,,,V,2227/2229,415099_E,10,69361d3d-903e-4a5a-ad72-6cf189112cd3
429,19977964,LLT2227/2229,236848.922,579270.9654,2.72,0,16.835,RST,9.155,,,,,,,40,2017/05/01 00:00:00+00,134.634214,100,003_2229P_84.2,,,,LT,2227/2229,415099_E,10,69361d3d-903e-4a5a-ad72-6cf189112cd3
430,19977965,,236851.63,579269.3272,2.72,0,20,,,,,,,,,40,2017/05/01 00:00:00+00,134.634214,100,003_2229P_84.2,,,,LT,2227/2229,415099_E,10,69361d3d-903e-4a5a-ad72-6cf189112cd3
431,19977966,,236856.7553,579266.2268,2.72,0,25.99,RST,19.69703,,,,,,,40,2017/05/01 00:00:00+00,134.634214,100,003_2229P_84.2,,,,,,,10,69361d3d-903e-4a5a-ad72-6cf189112cd3
432,19977967,,236860.1863,579264.1513,2.72,0,30,,,,,,,,,40,2017/05/01 00:00:00+00,134.634214,100,003_2229P_84.2,,,,,,,10,69361d3d-903e-4a5a-ad72-6cf189112cd3
433,19977968,,236868.7426,579258.9754,2.72,0,40,,,,,,,,,40,2017/05/01 00:00:00+00,134.634214,100,003_2229P_84.2,,,,,,,10,69361d3d-903e-4a5a-ad72-6cf189112cd3
434,19977969,LLT2237,236873.6086,579256.0318,2.72,0,45.68703,RST,2.575,,,,,,,40,2017/05/01 00:00:00+00,134.634214,100,003_2229P_84.2,,,,LT,2237,420117_R,10,69361d3d-903e-4a5a-ad72-6cf189112cd3
435,19977970,LV2237,236875.8118,579254.699,2.72,0,48.26203,RST,1.225,,,,,,,40,2017/05/01 00:00:00+00,134.634214,100,003_2229P_84.2,,,,V,2237,420117_R,10,69361d3d-903e-4a5a-ad72-6cf189112cd3
436,19977971,,236876.86,579254.065,2.72,0,49.48703,,,,,,,,,40,2017/05/01 00:00:00+00,134.634214,100,003_2229P_84.2,,,,,,,10,69361d3d-903e-4a5a-ad72-6cf189112cd3
437,19977972,LR2221,236747.4774,579330.9726,2.72,0,0,RST,1.31602,,TP_D,,,45.535,,40,2017/05/01 00:00:00+00,128.226163,100,003_2221R_84.1,,"0,0000",,R,2221,420117_R,10,6f7e40bb-7e2d-490c-8c37-f8994438162d
438,19977973,LR2221,236748.6661,579330.4081,2.72,0,1.31602,BOOG,2.055,250,,,,,,40,2017/05/01 00:00:00+00,128.226163,100,003_2221R_84.1,,,,R,2221,420117_R,10,6f7e40bb-7e2d-490c-8c37-f8994438162d
439,19977974,LR2221,236750.5188,579329.5189,2.72,0,3.37102,BOOG,18.02533,195,,,,,,40,2017/05/01 00:00:00+00,128.749465,100,003_2221R_84.1,,,,R,2221,420117_R,10,6f7e40bb-7e2d-490c-8c37-f8994438162d
440,19977975,,236756.4329,579326.5252,2.72,0,10,,,195,,,,,,40,2017/05/01 00:00:00+00,130.913638,100,003_2221R_84.1,,,,R,2221,420117_R,10,6f7e40bb-7e2d-490c-8c37-f8994438162d
441,19977976,MPR9,236756.8912,579326.2824,2.72,0,10.51863,,,195,,,,,,40,2017/05/01 00:00:00+00,131.082957,100,003_2221R_84.1,,,,MPR9 ,2221,420117_R,10,6f7e40bb-7e2d-490c-8c37-f8994438162d
442,19977977,,236765.1534,579321.6332,2.72,0,20,,,195,,,,,,40,2017/05/01 00:00:00+00,134.178354,100,003_2221R_84.1,,,,R,2221,420117_R,10,6f7e40bb-7e2d-490c-8c37-f8994438162d
443,19977978,LR2221,236766.3507,579320.9147,2.72,0,21.39635,RST,5.94611,,,,,,,40,2017/05/01 00:00:00+00,134.634222,100,003_2221R_84.1,,,,R,2221,420117_R,10,6f7e40bb-7e2d-490c-8c37-f8994438162d
444,19977979,LLT2221,236771.4384,579317.8371,2.72,0,27.34246,RST,9.205,,,,,,,40,2017/05/01 00:00:00+00,134.634214,100,003_2221R_84.1,,,,LT,2221,420117_R,10,6f7e40bb-7e2d-490c-8c37-f8994438162d
445,19977980,,236773.7123,579316.4616,2.72,0,30,,,,,,,,,40,2017/05/01 00:00:00+00,134.634214,100,003_2221R_84.1,,,,LT,2221,420117_R,10,6f7e40bb-7e2d-490c-8c37-f8994438162d
446,19977981,,236779.3145,579313.0727,2.72,0,36.54746,RST,5.18754,,,,,,,40,2017/05/01 00:00:00+00,134.634214,100,003_2221R_84.1,,,,,,,10,6f7e40bb-7e2d-490c-8c37-f8994438162d
447,19977982,,236782.2686,579311.2857,2.72,0,40,,,,,,,,,40,2017/05/01 00:00:00+00,134.634214,100,003_2221R_84.1,,,,,,,10,6f7e40bb-7e2d-490c-8c37-f8994438162d
448,19977983,LLT2223,236783.7531,579310.3877,2.72,0,41.735,RST,2.575,,,,,,,40,2017/05/01 00:00:00+00,134.634214,100,003_2221R_84.1,,,,LT,2223,420117_R,10,6f7e40bb-7e2d-490c-8c37-f8994438162d
449,19977984,LV2223,236785.9563,579309.0549,2.72,0,44.31,RST,1.225,,,,,,,40,2020/08/01 00:00:00+00,134.634214,100,003_2221R_84.1,,,,V,2223,420117_R,10,6f7e40bb-7e2d-490c-8c37-f8994438162d
450,19977985,,236787.0044,579308.4209,2.72,0,45.535,,,,,,,,,40,2020/08/01 00:00:00+00,134.634214,100,003_2221R_84.1,,,,,,,10,6f7e40bb-7e2d-490c-8c37-f8994438162d
451,19977986,LL2321,236926.0287,579254.9303,2.72,0,0,RST,27.365,,TP_D,,,137.51997,,40,2017/05/01 00:00:00+00,129.738015,100,003_2321L_84.3,,"0,0000",,L,2321,420117_R,10,747cf4d3-c464-4772-b666-c153ec36fd95
452,19977987,,236934.9574,579250.4271,2.72,0,10,,,,,,,,,40,2017/05/01 00:00:00+00,129.738015,100,003_2321L_84.3,,,,L,2321,420117_R,10,747cf4d3-c464-4772-b666-c153ec36fd95
453,19977988,MPR9,236935.4306,579250.1885,2.72,0,10.52996,,,,,,,,,40,2017/05/01 00:00:00+00,129.738015,100,003_2321L_84.3,,,,MPR9 ,2321,420117_R,10,747cf4d3-c464-4772-b666-c153ec36fd95
454,19977989,,236943.8861,579245.9239,2.72,0,20,,,,,,,,,40,2017/05/01 00:00:00+00,129.738015,100,003_2321L_84.3,,,,L,2321,420117_R,10,747cf4d3-c464-4772-b666-c153ec36fd95
455,19977990,LLT2321,236950.462,579242.6073,2.72,0,27.365,RST,9.205,,,,,,,40,2017/05/01 00:00:00+00,129.738015,100,003_2321L_84.3,,,,LT,2321,420117_R,10,747cf4d3-c464-4772-b666-c153ec36fd95
456,19977991,,236952.8148,579241.4207,2.72,0,30,,,,,,,,,40,2017/05/01 00:00:00+00,129.738015,100,003_2321L_84.3,,,,LT,2321,420117_R,10,747cf4d3-c464-4772-b666-c153ec36fd95
457,19977992,,236958.6809,579238.4621,2.72,0,36.57,RST,74.95997,,,,,,,40,2017/05/01 00:00:00+00,129.738015,100,003_2321L_84.3,,,,,,,10,747cf4d3-c464-4772-b666-c153ec36fd95
458,19977993,,236961.7434,579236.9175,2.72,0,40,,,,,,,,,40,2017/05/01 00:00:00+00,129.738015,100,003_2321L_84.3,,,,,,,10,747cf4d3-c464-4772-b666-c153ec36fd95
459,19977994,,236970.6721,579232.4143,2.72,0,50,,,,,,,,,40,2017/05/01 00:00:00+00,129.738015,100,003_2321L_84.3,,,,,,,10,747cf4d3-c464-4772-b666-c153ec36fd95
460,19977995,,236979.6008,579227.9111,2.72,0,60,,,,,,,,,40,2017/05/01 00:00:00+00,129.738015,100,003_2321L_84.3,,,,,,,10,747cf4d3-c464-4772-b666-c153ec36fd95
461,19977996,,236988.5294,579223.4079,2.72,0,70,,,,,,,,,40,2017/05/01 00:00:00+00,129.738015,100,003_2321L_84.3,,,,,,,10,747cf4d3-c464-4772-b666-c153ec36fd95
462,19977997,,236997.4581,579218.9047,2.72,0,80,,,,,,,,,40,2017/05/01 00:00:00+00,129.738015,100,003_2321L_84.3,,,,,,,10,747cf4d3-c464-4772-b666-c153ec36fd95
463,19977998,,237006.3868,579214.4015,2.72,0,90,,,,,,,,,40,2017/05/01 00:00:00+00,129.738015,100,003_2321L_84.3,,,,,,,10,747cf4d3-c464-4772-b666-c153ec36fd95
464,19977999,,237015.3155,579209.8983,2.72,0,100,,,,,,,,,40,2017/05/01 00:00:00+00,129.738015,100,003_2321L_84.3,,,,,,,10,747cf4d3-c464-4772-b666-c153ec36fd95
465,19978000,,237024.2441,579205.3951,2.72,0,110,,,,,,,,,40,2017/05/01 00:00:00+00,129.738015,100,003_2321L_84.3,,,,,,,10,747cf4d3-c464-4772-b666-c153ec36fd95
466,19978001,LLT2331/2333,237025.6102,579204.7062,2.72,0,111.52997,RST,9.155,,,,,,,40,2017/05/01 00:00:00+00,129.738015,100,003_2321L_84.3,,,,LT,2331/2333,415099_E,10,747cf4d3-c464-4772-b666-c153ec36fd95
467,19978002,,237033.1728,579200.8919,2.72,0,120,,,,,,,,,40,2017/05/01 00:00:00+00,129.738015,100,003_2321L_84.3,,,,LT,2331/2333,415099_E,10,747cf4d3-c464-4772-b666-c153ec36fd95
