NaamPlaatsingsadres,ClusterCode,ClusterOmschrijving,ContainerCode,Fractie,latitude,longitude
Loc3522,3522,Paterswoldseweg,G60,glas - Loc3522,53.1831,6.5447
Loc3555,3555,Korreweg/Eyssoniusplein,G136,glas - Loc3555,53.2283,6.56466
Loc3584,3584,Winkelcentrum Helperplein,G208,glas - Loc3584,53.19789,6.57866
Loc3584,3584,Winkelcentrum Helperplein,G210,glas - Loc3584,53.19789,6.57873
Loc3584,3584,Winkelcentrum Helperplein,G212,glas - Loc3584,53.19789,6.57881
Loc3584,3584,Winkelcentrum Helperplein,G214,glas - Loc3584,53.19793,6.57866
LOC6017,6017,Zuidlaarderweg,G378,glas - LOC6017,53.13233,6.63141
LOC6018,6018,Pollseweg,G380,glas - LOC6018,53.12172,6.66136
Loc3739,3739,Sint Walburgstraat,G494,glas - Loc3739,53.22059,6.56798
LOC6008,6008,Meerweg,G418,glas - LOC6008,53.15964,6.56631
Loc3577,3577,Hora Siccamasingel/P C Hooftlaan,G190,glas - Loc3577,53.19595,6.57515
loc3648,3648,Bloemsingel bij Beren,G400,glas - loc3648,53.22628,6.56311
loc3648,3648,Bloemsingel bij Beren,G402,glas - loc3648,53.22628,6.56318
loc3671,3671,Damsterdiep (studentencontainer),G15,glas - loc3671,53.22125,6.58676
loc3590,3590,Emmastraat,G224,glas - loc3590,53.19806,6.58209
loc3574,3574,Rademarkt,G184,glas - loc3574,53.21533,6.57182
loc3675,3675,Rivierenhof Oost,G150,glas - loc3675,53.20598,6.56641
LOC6007,6007,Dilgtweg,G352,glas - LOC6007,53.18259,6.59689
loc3616,3616,Bakboordswal,G292,glas - loc3616,53.23636,6.63068
Loc3578,3578,Zaagmuldersweg,G164,glas - Loc3578,53.22832,6.57676
Loc3578,3578,Zaagmuldersweg,G270,glas - Loc3578,53.22832,6.57683
Loc3578,3578,Zaagmuldersweg,G272,glas - Loc3578,53.22832,6.57691
loc3537,3537,B S F von Suttnerstraat,G100,glas - loc3537,53.18772,6.55454
loc3537,3537,B S F von Suttnerstraat,G102,glas - loc3537,53.18772,6.55461
loc3521,3521,Dierenriemstraat,G54,glas - loc3521,53.23032,6.54576
loc3521,3521,Dierenriemstraat,G56,glas - loc3521,53.23032,6.54583
Loc3550,3550,Schaaksport,G126,glas - Loc3550,53.1917,6.55978
Loc3685,3685,Suikerlaan 5,G390,glas - Loc3685,53.21177,6.54063
loc3563,3563,Paterswoldseweg t.o. century,G154,glas - loc3563,53.20282,6.55917
Loc3558,3558,Curacaostraat/Oosterhamriklaan,G146,glas - Loc3558,53.23662,6.567
Loc3610,3610,Rijksweg,G434,glas - Loc3610,53.23073,6.61848
Loc3610,3610,Rijksweg,G436,glas - Loc3610,53.23073,6.61855
loc3683,3683,Florakade,G470,glas - loc3683,53.2288,6.58907
Loc3649,3649,Reitdiephaven Midden t.o. supermarkt,G422,glas - Loc3649,53.2355,6.5228
Loc3649,3649,Reitdiephaven Midden t.o. supermarkt,G424,glas - Loc3649,53.2355,6.52287
Loc3649,3649,Reitdiephaven Midden t.o. supermarkt,G426,glas - Loc3649,53.2355,6.52295
loc3504,3504,De Held,G12,glas - loc3504,53.22782,6.51442
loc3504,3504,De Held,G14,glas - loc3504,53.22782,6.51449
loc3568,3568,Van Lenneplaan,G166,glas - loc3568,53.19552,6.56833
loc3568,3568,Van Lenneplaan,G168,glas - loc3568,53.19552,6.5684
loc3568,3568,Van Lenneplaan,G216,glas - loc3568,53.19552,6.56848
loc3552,3552,Vismarkt,G128,glas - loc3552,53.21657,6.56296
loc3552,3552,Vismarkt,G130,glas - loc3552,53.21657,6.56303
loc3645,3645,Eemsgolaan,G306,glas - loc3645,53.1985,6.52285
Loc3651,3651,Vondellaan,G450,glas - Loc3651,53.19688,6.56986
loc3581,3581,Oosterkade,G200,glas - loc3581,53.2168,6.57762
loc3581,3581,Oosterkade,G202,glas - loc3581,53.2168,6.57769
loc3605,3605,Driebondsweg,G268,glas - loc3605,53.22129,6.60093
loc5504,5504,Hoofdweg,G320,glas - loc5504,53.27124,6.73095
loc5505,5505,H Veldmanstraat,G322,glas - loc5505,53.29783,6.72854
loc3600,3600,Amkemaheerd,G254,glas - loc3600,53.25272,6.59644
loc3573,3573,Achter de Muur,G182,glas - loc3573,53.21772,6.57167
loc3573,3573,Achter de Muur,G37,glas - loc3573,53.21772,6.57174
Loc3596,3596,Stoepemaheerd/bussluis,G238,glas - Loc3596,53.2464,6.5893
Loc3596,3596,Stoepemaheerd/bussluis,G240,glas - Loc3596,53.2464,6.58937
Loc3536,3536,Kraneweg,G98,glas - Loc3536,53.21816,6.55514
Loc3536,3536,Kraneweg,G108,glas - Loc3536,53.21816,6.55521
loc3548,3548,Overwinningsplein,G120,glas - loc3548,53.1982,6.56066
loc3548,3548,Overwinningsplein,G122,glas - loc3548,53.1982,6.56073
Loc3641,3641,K. de Vriezestraat,G300,glas - Loc3641,53.22843,6.5538
Loc3518,3518,Spirealaan/Duindoornstraat,G44,glas - Loc3518,53.2361,6.54515
Loc3663,3663,Aquamarijnstraat Bergeendflat  291-433,G290,glas - Loc3663,53.2326,6.52532
loc3662,3662,Aquamarijnstraat Scholeksterflat 147-289,G280,glas - loc3662,53.23295,6.52647
loc3534,3534,Leonard Springerlaan BESTAAT NIET,G94,glas - loc3534,53.20342,6.55609
loc5501,5501,Kerkstraat,G312,glas - loc5501,53.26816,6.65144
LOC6010,6010,Oude Badweg,G356,glas - LOC6010,53.17383,6.5577
Loc3693,3693,Barkmolenstraat,G480,glas - Loc3693,53.21487,6.58097
Loc3529,3529,Verzetstrijderslaan,G80,glas - Loc3529,53.2079,6.5517
Loc3529,3529,Verzetstrijderslaan,G82,glas - Loc3529,53.2079,6.55177
LOC6013,6013,Kroonkampweg huisnr. 66,G364,glas - LOC6013,53.17096,6.6045
loc3566,3566,Floresplein,G162,glas - loc3566,53.23227,6.56958
Loc3725,3725,Plutolaan 415 tm 497,G456,glas - Loc3725,53.23334,6.53817
loc3546,3546,Asingastraat,G116,glas - loc3546,53.23297,6.55944
loc3546,3546,Asingastraat,G408,glas - loc3546,53.23297,6.55951
loc3593,3593,Winschoterdiep OZ,G234,glas - loc3593,53.21072,6.58316
Loc3517,3517,Grote Beerstraat,G42,glas - Loc3517,53.22546,6.54494
Loc3714,3714,G. Meirstraat,G500,glas - Loc3714,53.18829,6.55767
Loc3692,3692,Friesestraatweg/Woldring,G156,glas - Loc3692,53.22109,6.53989
Loc3613,3613,Kajuit,G286,glas - Loc3613,53.2385,6.62423
Loc3613,3613,Kajuit,G288,glas - Loc3613,53.2385,6.6243
Loc3565,3565,Barestraat,G158,glas - Loc3565,53.20844,6.56863
Loc3565,3565,Barestraat,G160,glas - Loc3565,53.20844,6.5687
Loc3532,3532,Aweg,G88,glas - Loc3532,53.21505,6.55311
Loc3532,3532,Aweg,G90,glas - Loc3532,53.21505,6.55318
loc3608,3608,Lichtboei,G274,glas - loc3608,53.23448,6.6129
Loc3549,3549,Westinghousestraat,G124,glas - Loc3549,53.207,6.5592
loc3515,3515,Aloglln hoek Polluxstr (voorheenEikenln),G38,glas - loc3515,53.23253,6.54292
LOC6022,6022,Rijksstraatweg,G388,glas - LOC6022,53.18315,6.59087
Loc3603,3603,Madeliefstraat,G260,glas - Loc3603,53.22691,6.59942
Loc3603,3603,Madeliefstraat,G262,glas - Loc3603,53.22691,6.59949
loc3564,3564,Gedempte Zuiderdiep/Herestraat,G472,glas - loc3564,53.215,6.56836
LOC6005,6005,Kroonkampweg Jumbo 10 t/m 12,G416,glas - LOC6005,53.17192,6.60298
LOC6005,6005,Kroonkampweg Jumbo 10 t/m 12,G474,glas - LOC6005,53.17192,6.60305
LOC6005,6005,Kroonkampweg Jumbo 10 t/m 12,G476,glas - LOC6005,53.17192,6.60313
loc3668,3668,Bankastraat,G10,glas - loc3668,53.23107,6.56277
loc3520,3520,Rembrandt van Rijnstraat,G50,glas - loc3520,53.21594,6.54533
loc3556,3556,Boterdiep t.o. nr 20,G140,glas - loc3556,53.22313,6.56575
LOC6016,6016,Rijksstraatweg,G376,glas - LOC6016,53.13206,6.62083
LOC6011,6011,Nieuwlandsweg,G358,glas - LOC6011,53.16795,6.61407
LOC6011,6011,Nieuwlandsweg,G360,glas - LOC6011,53.16795,6.61414
loc3618,3618,Engelberterweg,G296,glas - loc3618,53.20767,6.648
loc3506,3506,Aquamarijnstraat,G16,glas - loc3506,53.232,6.5243
Loc3717,3717,Patersoldseweg / Stephensonsstraat,G501,glas - Loc3717,53.2091,6.55726
Loc3657,3657,Het Hout,G488,glas - Loc3657,53.21672,6.5815
loc3588,3588,Helper Oostsingel,G218,glas - loc3588,53.2014,6.58212
Loc3540,3540,Paterswoldseweg,G104,glas - Loc3540,53.21088,6.55678
Loc3540,3540,Paterswoldseweg,G106,glas - Loc3540,53.21088,6.55685
loc3505,3505,Saffierstraat,G236,glas - loc3505,53.2297,6.5216
loc3514,3514,Meteoorstraat hoek Zonnelaan,G455,glas - loc3514,53.23434,6.53922
LOC6006,6006,Spinozalaan,G350,glas - LOC6006,53.16372,6.60311
loc3601,3601,Emingaheerd,G256,glas - loc3601,53.24786,6.59651
loc5503,5503,Gaykingastraat,G318,glas - loc5503,53.27438,6.69839
loc5503,5503,Gaykingastraat,G414,glas - loc5503,53.27438,6.69846
Loc3660,3660,"Damsterdiep, hoek Balkgat",G499,glas - Loc3660,53.21995,6.58231
LOC6004,6004,Westerse Drift,G344,glas - LOC6004,53.1707,6.59893
LOC6004,6004,Westerse Drift,G362,glas - LOC6004,53.1707,6.599
LOC6004,6004,Westerse Drift,G366,glas - LOC6004,53.1707,6.59908
LOC6004,6004,Westerse Drift,G346,glas - LOC6004,53.17074,6.59893
LOC6004,6004,Westerse Drift,G348,glas - LOC6004,53.17074,6.59901
Loc3744,3744,Rijksstraatweg,G374,glas - Loc3744,53.14323,6.62607
Loc3742,3742,J.M. den Uylstraat,G433,glas - Loc3742,53.18952,6.56025
Loc3691,3691,Bordewijklaan 47-75,G478,glas - Loc3691,53.19057,6.57641
loc3502,3502,C. Jetsesstraat,G453,glas - loc3502,53.20562,6.50266
Loc3686,3686,Donderslaan thv 155,G392,glas - Loc3686,53.19975,6.55322
LOC6003,6003,Nesciolaan,G342,glas - LOC6003,53.17024,6.59394
loc3530,3530,Bedumerweg,G266,glas - loc3530,53.23415,6.5642
loc3626,3626,Hanzeplein,G444,glas - loc3626,53.22048,6.57769
loc3576,3576,Heymanslaan,G188,glas - loc3576,53.22904,6.57391
Loc3591,3591,Linnaeusplein,G226,glas - Loc3591,53.22266,6.58313
Loc3591,3591,Linnaeusplein,G228,glas - Loc3591,53.22266,6.5832
loc6002,6002,Raadhuisplein (Haderaplein),G336,glas - loc6002,53.17422,6.6048
loc6002,6002,Raadhuisplein (Haderaplein),G338,glas - loc6002,53.17422,6.60487
loc3561,3561,Achterweg,G152,glas - loc3561,53.20882,6.56754
loc3575,3575,Gedempte Kattendiep,G186,glas - loc3575,53.21652,6.57178
LOC6009,6009,Oude Badweg,G354,glas - LOC6009,53.1707,6.55663
loc3523,3523,Wilhelminakade,G62,glas - loc3523,53.21942,6.54684
loc3523,3523,Wilhelminakade,G64,glas - loc3523,53.21942,6.54691
loc3597,3597,De Savorin Lohmanlaan,G242,glas - loc3597,53.19709,6.59045
loc3597,3597,De Savorin Lohmanlaan,G482,glas - loc3597,53.19709,6.59052
loc3580,3580,Cuypersweg,G220,glas - loc3580,53.24582,6.57881
LOC6000,6000,Anjerlaan,G326,glas - LOC6000,53.17145,6.62411
LOC6000,6000,Anjerlaan,G328,glas - LOC6000,53.17145,6.62418
Loc3554,3554,Gedempte Zuiderdiep 105,G484,glas - Loc3554,53.21461,6.56403
Loc3554,3554,Gedempte Zuiderdiep 105,G486,glas - Loc3554,53.21461,6.5641
loc3512,3512,Metaallaan,G32,glas - loc3512,53.22235,6.53539
loc3599,3599,Ulgermaweg,G252,glas - loc3599,53.22985,6.59329
Loc5502,5502,Koopmansplein,G314,glas - Loc5502,53.27696,6.69662
Loc5502,5502,Koopmansplein,G316,glas - Loc5502,53.27696,6.69669
loc3572,3572,Turfsingel,G180,glas - loc3572,53.22122,6.57234
Loc3592,3592,Zaagmuldersweg,G230,glas - Loc3592,53.2211,6.5833
Loc3592,3592,Zaagmuldersweg,G232,glas - Loc3592,53.2211,6.58337
LOC6025,6025,Lutsborgsweg,G394,glas - LOC6025,53.15814,6.60859
loc3511,3511,Avondsterlaan,G30,glas - loc3511,53.2309,6.5339
loc3583,3583,Gorechtkade,G206,glas - loc3583,53.22475,6.57956
loc3672,3672,Oliemuldersweg hoek Vinkenstraat,G36,glas - loc3672,53.23102,6.58214
loc3579,3579,Waterloolaan,G196,glas - loc3579,53.20621,6.57422
LOC6026,6026,Kerklaan,G432,glas - LOC6026,53.17816,6.604
loc3658,3658,Helperpark (Leyhoeve),G451,glas - loc3658,53.20425,6.58783
loc3664,3664,Galenuslaan,G340,glas - loc3664,53.19533,6.55696
loc3670,3670,Antillenstraat,G278,glas - loc3670,53.23241,6.58158
LOC6015,6015,Rijksstraatweg,G370,glas - LOC6015,53.14315,6.62602
LOC6015,6015,Rijksstraatweg,G372,glas - LOC6015,53.14315,6.62609
loc3628,3628,Madeliefstraat,G438,glas - loc3628,53.2271,6.5988
loc3654,3654,Atensheerd,G68,glas - loc3654,53.24697,6.58737
Loc3635,3635,Johan Dijkstralaan,G298,glas - Loc3635,53.20527,6.50892
Loc3647,3647,Jeverweg bij de Makro,G398,glas - Loc3647,53.21303,6.61348
Loc3647,3647,Jeverweg bij de Makro,G396,glas - Loc3647,53.21303,6.61355
Loc3526,3526,Esdoornlaan,G72,glas - Loc3526,53.23649,6.55038
loc3604,3604,Claremaheerd,G428,glas - loc3604,53.24857,6.60072
loc3535,3535,Iepenlaan,G96,glas - loc3535,53.23769,6.55482
Loc3501,3501,Zuiderweg,G6,glas - Loc3501,53.2149,6.5014
loc3661,3661,Aquamarijnstraat Aquamarijnflat 3 - 145,G264,glas - loc3661,53.23298,6.52785
Loc3609,3609,Waterland,G276,glas - Loc3609,53.24079,6.61562
