FID,NITG,INTERN_NR,MV_TOV_NAP,LENGTE_BORING,DIEPTE_TOV_NAP,DATUM_BORING,BOORSTAAT_TNO_LINK,META_DATA_TNO_LINK,PDF_BOORSTAAT_AANWEZIG_JANEE,PDF_BESTAND_LINK,KLASSE,GEOMETRIE
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2ecc,B40C3091,203,15.95,18,-2.05,19-08-2010,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3091"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/bodemonderz/4341.pdf#page=17"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten10_20,POINT (186467 427818)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2ecd,B40C3090,201,16.12,18,-1.88,18-09-2010,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3090"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/bodemonderz/4341.pdf#page=16"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten10_20,POINT (186364 427753)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2ece,B40C3089,106,24,18,6,18-10-2010,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3089"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/bodemonderz/4025.pdf#page=20"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten10_20,POINT (186448 427698)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2ecf,B40C0014,-,42,18,24,17-11-2010,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0014"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten10_20,POINT (189170 425505)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2ed0,B40C0011,-,42.2,18,24.2,17-12-2010,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0011"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten10_20,POINT (189063 425886)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2ed1,B40C0122,-,13,18.2,-5.2,16-01-2011,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0122"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten10_20,POINT (187620 429160)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2ed2,B40C0131,-,2.25,18.25,-16,15-02-2011,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0131"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten10_20,POINT (188430 429279)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2ed3,B40C0121,-,14,18.3,-4.3,17-03-2011,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0121"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten10_20,POINT (187620 429160)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2ed4,B40C0301,-,8.5,18.5,-10,16-04-2011,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0301"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten10_20,POINT (184000 427770)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2ed5,B40C0021,-,10.65,18.5,-7.85,16-05-2011,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0021"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten10_20,POINT (186680 436820)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2ed6,B40C3142,427,12,18.5,-6.5,15-06-2011,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3142"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/bodemonderz/228.pdf#page=91"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten10_20,POINT (186979 428854)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2ed7,B40C3095,303,16.84,18.5,-1.66,15-07-2011,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3095"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/bodemonderz/4341.pdf#page=20"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten10_20,POINT (186569 427895)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2ed8,B40C3133,1-HESSENBERG,15.5,18.6,-3.1,14-08-2011,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3133"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/bodemonderz/4757.pdf#page=80"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten10_20,POINT (187551 428886)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2ed9,B40C0257,-,7.9,19,-11.1,13-09-2011,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0257"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten10_20,POINT (182200 434350)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2eda,B40C0261,-,8.5,19,-10.5,13-10-2011,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0261"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten10_20,POINT (181750 434250)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2edb,B40C0037,-,8.8,19,-10.2,12-11-2011,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0037"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten10_20,POINT (186066 435078)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2edc,B40C0248,-,8.8,19,-10.2,05-04-1960,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0248"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten10_20,POINT (187485 433940)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2edd,B40C0335,-,9.1,19,-9.9,16-09-1999,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0335"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten10_20,POINT (187100 433490)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2ede,B40C3105,17,10.34,19,-8.66,16-10-1999,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3105"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/bodemonderz/2491.pdf#page=34"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten10_20,POINT (186041 429276)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2edf,B40C3104,16,11.11,19,-7.89,15-11-1999,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3104"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/bodemonderz/2491.pdf#page=33"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten10_20,POINT (186049 429484)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2ee0,B40C0446,-,11.4,19,-7.6,15-12-1999,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0446"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten10_20,POINT (186070 430930)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2ee1,B40C0381,-,11.6,19.25,-7.65,14-01-2000,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0381"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten10_20,POINT (186920 428830)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2ee2,B40C0438,-,9,19.4,-10.4,13-02-2000,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0438"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten10_20,POINT (187780 436790)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2ee3,B40C0259,-,8,19.5,-11.5,14-03-2000,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0259"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten10_20,POINT (182040 434780)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2ee4,B40C0258,-,8.1,19.5,-11.4,13-04-2000,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0258"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten10_20,POINT (182100 434600)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2ee5,B40C0260,-,8.1,19.5,-11.4,13-05-2000,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0260"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten10_20,POINT (181090 435060)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2ee6,B40C0264,-,8.3,19.5,-11.2,12-06-2000,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0264"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten10_20,POINT (181375 434235)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2ee7,B40C0265,-,8.3,19.5,-11.2,12-07-2000,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0265"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten10_20,POINT (181490 434075)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2ee8,B40C0375,-,12,19.5,-7.5,11-08-2000,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0375"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten10_20,POINT (186920 428920)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2ee9,B40C0266,-,8.15,19.6,-11.45,10-09-2000,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0266"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten10_20,POINT (181300 434100)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2eea,B40C0411,-,7.4,19.8,-12.4,10-10-2000,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0411"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten10_20,POINT (182245 429330)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2eeb,B40C0254,-,8,20,-12,09-11-2000,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0254"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten10_20,POINT (181990 434300)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2eec,B40C0045,-,8.63,20,-11.37,09-12-2000,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0045"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten10_20,POINT (184440 436600)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2eed,B40C0242,-,9,20,-11,08-01-2001,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0242"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten10_20,POINT (188790 435625)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2eee,B40C0239,-,9.1,20,-10.9,07-02-2001,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0239"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten10_20,POINT (189150 434870)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2eef,B40C0240,-,9.1,20,-10.9,09-03-2001,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0240"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten10_20,POINT (189270 435040)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2ef0,B40C3221,-,9.16,20,-10.84,08-04-2001,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3221"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten10_20,POINT (182909 431041)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2ef1,B40C0241,-,9.2,20,-10.8,08-05-2001,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0241"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten10_20,POINT (189035 435200)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2ef2,B40C3165,3C,9.65,20,-10.35,07-06-2001,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3165"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/ondergrond/Dijkteruglegging_boorstaten.pdf#page=12"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten10_20,POINT (187588 430311)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2ef3,B40C3167,3B,9.84,20,-10.16,07-07-2001,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3167"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/ondergrond/Dijkteruglegging_boorstaten.pdf#page=10"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten10_20,POINT (187567 430043)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2ef4,B40C3045,B07,9.11,30,-20.89,02-03-2008,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3045"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/ondergrond/R_4056.pdf#page=53"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten20_30,POINT (187144 431614)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2ef5,B40C3046,B08,9.14,30,-20.86,01-04-2008,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3046"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/ondergrond/R_4056.pdf#page=55"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten20_30,POINT (187324 431841)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2ef6,B40C3048,B10,9.18,30,-20.82,01-05-2008,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3048"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/ondergrond/R_4056.pdf#page=59"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten20_30,POINT (187348 432228)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2ef7,B40C0357,-,9.2,30,-20.8,31-05-2008,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0357"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten20_30,POINT (185880 429540)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2ef8,B40C3042,B04,9.27,30,-20.73,30-06-2008,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3042"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/ondergrond/R_4056.pdf#page=47"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten20_30,POINT (187778 432117)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2ef9,B40C3044,B06,9.28,30,-20.72,30-07-2008,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3044"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/ondergrond/R_4056.pdf#page=51"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten20_30,POINT (187665 431931)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2efa,B40C3047,B09,9.32,30,-20.68,29-08-2008,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3047"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/ondergrond/R_4056.pdf#page=57"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten20_30,POINT (187168 432000)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2efb,B40C3040,B02,9.39,30,-20.61,28-09-2008,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3040"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/ondergrond/R_4056.pdf#page=43"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten20_30,POINT (188351 432333)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2efc,B40C3041,B03,9.5,30,-20.5,28-10-2008,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3041"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/ondergrond/R_4056.pdf#page=45"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten20_30,POINT (188165 432176)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2efd,B40C3208,-,9.52,30,-20.48,27-11-2008,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3208"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten20_30,POINT (182947 431726)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2efe,B40C3039,B01,9.54,30,-20.46,27-12-2008,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3039"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/ondergrond/R_4056.pdf#page=41"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten20_30,POINT (188698 432421)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2eff,B40C0024,-,10.1,30,-19.9,26-01-2009,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0024"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten20_30,POINT (187120 436200)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2f00,B40C0462,-,10.4,30,-19.6,25-02-2009,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0462"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten20_30,POINT (186065 429140)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2f01,B40C3201,-,10.9,30,-19.1,27-03-2009,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3201"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten20_30,POINT (183219 432235)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2f02,B40C3171,2B,10.94,30,-19.06,26-04-2009,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3171"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/ondergrond/Dijkteruglegging_boorstaten.pdf#page=6"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten20_30,POINT (187067 430355)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2f03,B40C3162,4B,11.11,30,-18.89,26-05-2009,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3162"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/ondergrond/Dijkteruglegging_boorstaten.pdf#page=15"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten20_30,POINT (188050 430215)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2f04,B40C0111,-,11.4,30,-18.6,25-06-2009,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0111"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten20_30,POINT (186772 429540)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2f05,B40C0359,-,12.98,30,-17.02,25-07-2009,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0359"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten20_30,POINT (185960 429470)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2f06,B40C3093,301,15.97,30,-14.03,24-08-2009,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3093"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/bodemonderz/4341.pdf#page=19"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten20_30,POINT (186470 427828)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2f07,B40C0468,-,23,30,-7,23-09-2009,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0468"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten20_30,POINT (187760 428700)
