FID,OVW_STARTDATUM,LATITUDE,GEOMETRIE,BUURT,EIGENAAR,CATEGORIE,FOTO,GEBIED,HOOFDCATEGORIE,INSPECTIEDATUM,JAAR_VAN_AANLEG,ONDERGROND,TYPE,WIJK,LONGITUDE,OVW_MAX_SIZE

Afvalbakken.170158,2023-02-03,52.1648165960977,POINT (52.164820077968464 5.4049624430092065),Zangvogelbuurt,Gemeente Amersfoort,Afvalbak,,Midden,Afvalbakken,19-06-2020,,Elementverharding,Elementverharding,Liendert,5.40496232693273,0

Afvalbakken.170159,2023-02-03,52.166062466718,POINT (52.16606596276994 5.403426566788896),Zangvogelbuurt,Gemeente Amersfoort,Afvalbak,,Midden,Afvalbakken,18-06-2020,,Elementverharding,Elementverharding,Liendert,5.40342644004129,0

Afvalbakken.170160,2023-02-03,52.1621191292583,POINT (52.162122691802146 5.387349346400104),Sterrenbeeldenbuurt,Gemeente Amersfoort,Afvalbak,,Midden,Afvalbakken,14-07-2020,,Elementverharding,Elementverharding,De Koppel,5.38734934956064,0

Afvalbakken.170161,2023-02-03,52.1642135468966,POINT (52.16421712492208 5.386171026704353),Sterrenbeeldenbuurt,Gemeente Amersfoort,Afvalbak,,Midden,Afvalbakken,14-07-2020,,Elementverharding,Elementverharding,De Koppel,5.38617100719334,0

Afvalbakken.170162,2023-02-03,52.1648511780868,POINT (52.16485476115087 5.385756537186913),Sterrenbeeldenbuurt,Gemeente Amersfoort,Afvalbak,,Midden,Afvalbakken,14-07-2020,,Elementverharding,Elementverharding,De Koppel,5.38575651109144,0

Afvalbakken.170163,2023-02-03,52.1650510797795,POINT (52.16505465774899 5.386944815612197),Sterrenbeeldenbuurt,Gemeente Amersfoort,Afvalbak,,Midden,Afvalbakken,14-07-2020,,Elementverharding,Elementverharding,De Koppel,5.38694478123144,0

Afvalbakken.170164,2023-02-03,52.2032304092857,POINT (52.203234210876516 5.385934545647088),Kruidenbuurt,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,27-10-2020,,Halfverharding,Halfverharding,Nieuwland,5.38593400479567,0

Afvalbakken.170165,2023-02-03,52.2050109915564,POINT (52.205014832080906 5.380591741842265),Kruidenbuurt,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,27-10-2020,,Gazon,Gazon,Nieuwland,5.38059121447421,0

Afvalbakken.170166,2023-02-03,52.16396396785,POINT (52.16396740677652 5.412003125530779),Watervogelbuurt,Gemeente Amersfoort,Hondenpoepbak,,,Afvalbakken,12-06-2020,2016,Gazon,Gazon,Liendert,5.41200298897872,0

Afvalbakken.170167,2023-02-03,52.2032751003426,POINT (52.20327891743396 5.382912034609991),Kruidenbuurt,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,27-10-2020,,Elementverharding,Elementverharding,Nieuwland,5.38291151399183,0

Afvalbakken.170168,2023-02-03,52.1793660271701,POINT (52.17936969102608 5.384246965270903),Park Schothorst,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,14-09-2020,,Gazon,Gazon,Schothorst-Noord,5.38424675344248,0

Afvalbakken.170169,2023-02-03,52.1938303691058,POINT (52.19383386120516 5.430711247636117),Winkelcentrum Vathorst,Gemeente Amersfoort,Afvalbak,,,Afvalbakken,30-10-2020,2018,Elementverharding,Elementverharding,Vathorst-Centrum,5.43071054830677,0

Afvalbakken.170170,2023-02-03,52.1797217977885,POINT (52.179725411999414 5.394301853874144),Park Schothorst,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,21-09-2020,,Elementverharding,Elementverharding,Schothorst-Noord,5.39430158145912,0

Afvalbakken.170171,2023-02-03,52.1453855372273,POINT (52.14538897008427 5.399367497700121),Dorrestein,Gemeente Amersfoort,Hondenpoepbak,,,Afvalbakken,07-09-2020,2014,Asfalt,Asfalt,Vermeerkwartier,5.39936768254443,0

Afvalbakken.170172,2023-02-03,52.1813134865801,POINT (52.181317117786946 5.392728859901655),Park Schothorst,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,21-09-2020,,Gazon,Gazon,Schothorst-Noord,5.39272857430118,0

Afvalbakken.170173,2023-02-03,52.1277290850189,POINT (52.12773255236039 5.382323600812542),,Gemeente Amersfoort CBA,Afvalbak,,Zuid,Afvalbakken,08-04-2014,,Halfverharding,Halfverharding,,5.38232407937483,0

Afvalbakken.170174,2023-02-03,52.1436177914811,POINT (52.14362133740435 5.375967264474496),Verhoevenstraat e.o.,Gemeente Amersfoort,Afvalbak,,Zuid,Afvalbakken,29-07-2020,,Gazon,Gazon,De Berg-Zuid,5.3759675563949,0

Afvalbakken.170175,2023-02-03,52.1860925255272,POINT (52.18609616223069 5.39686911940663),Emiclaer,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,25-08-2020,,Elementverharding,Elementverharding,Kattenbroek,5.39686874347897,0

Afvalbakken.170176,2023-02-03,52.1857655714361,POINT (52.1857692062491 5.396866562381882),Emiclaer,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,25-08-2020,,Elementverharding,Elementverharding,Kattenbroek,5.39686619105063,0

Afvalbakken.170177,2023-02-03,52.1858306665274,POINT (52.18583430002118 5.397187072526329),Emiclaer,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,25-08-2020,,Elementverharding,Elementverharding,Kattenbroek,5.39718669839178,0

Afvalbakken.170178,2023-02-03,52.1571855126026,POINT (52.157188984985574 5.400498554580885),Kruiskamp-Zuid,Gemeente Amersfoort,Afvalbak,,Midden,Afvalbakken,04-08-2020,,Elementverharding,Elementverharding,Kruiskamp,5.40049856787741,0

Afvalbakken.170179,2023-02-03,52.1620508409621,POINT (52.162054383601664 5.391170028944544),Kruiskamp-Noord,Gemeente Amersfoort,Afvalbak,,Midden,Afvalbakken,30-07-2020,,Gazon,Gazon,Kruiskamp,5.39117001562708,0

Afvalbakken.170180,2023-02-03,52.1860209449226,POINT (52.186024579308956 5.397227739720779),Emiclaer,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,25-08-2020,,Elementverharding,Elementverharding,Kattenbroek,5.39722736267619,0

Afvalbakken.170181,2023-02-03,52.1861475478553,POINT (52.186151181841375 5.397442430394257),Emiclaer,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,27-08-2020,,Elementverharding,Elementverharding,Kattenbroek,5.39744205030246,0

Afvalbakken.170182,2023-02-03,52.1863847245934,POINT (52.186388358077714 5.397797907701174),Emiclaer,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,27-08-2020,,Elementverharding,Elementverharding,Kattenbroek,5.3977975221696,0

Afvalbakken.170183,2023-02-03,52.1861642817726,POINT (52.186167916928376 5.397240304171863),Emiclaer,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,25-08-2020,,Elementverharding,Elementverharding,Kattenbroek,5.39723992504152,0

Afvalbakken.170184,2023-02-03,52.1865706393982,POINT (52.18657427992648 5.396674570514561),Emiclaer,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,25-08-2020,,Elementverharding,Elementverharding,Kattenbroek,5.39667418904349,0

Afvalbakken.170185,2023-02-03,52.1868310163144,POINT (52.18683465674203 5.396982219371994),Emiclaer,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,25-08-2020,,Heesters,Heesters,Kattenbroek,5.39698183242244,0

Afvalbakken.170186,2023-02-03,52.1858405226356,POINT (52.1858441452471 5.399242404663892),Emiclaer,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,27-08-2020,,Elementverharding,Elementverharding,Kattenbroek,5.39924201826269,0

Afvalbakken.170187,2023-02-03,52.1862368440708,POINT (52.18624047218604 5.3986442228921465),Emiclaer,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,27-08-2020,,Elementverharding,Elementverharding,Kattenbroek,5.39864383442745,0

Afvalbakken.170188,2023-02-03,52.1865268375938,POINT (52.186530469579075 5.398236174426969),Emiclaer,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,27-08-2020,,Elementverharding,Elementverharding,Kattenbroek,5.39823578429329,0

Afvalbakken.170189,2023-02-03,52.1641524226114,POINT (52.16415589959778 5.405295668546896),Watervogelbuurt,Gemeente Amersfoort,Blikvanger,,Midden,Afvalbakken,12-06-2020,,Ruw gras,Ruw gras,Liendert,5.40529556051499,0

Afvalbakken.170190,2023-02-03,52.1678782623252,POINT (52.16788179821347 5.397616011541249),Liendert-Noord,Gemeente Amersfoort,Afvalbak,,Midden,Afvalbakken,01-07-2020,,Elementverharding,Elementverharding,Liendert,5.39761588706733,0

Afvalbakken.170191,2023-02-03,52.2005664999898,POINT (52.20057036171907 5.369967785282455),Centrum / Waterpark,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,09-11-2020,,Gazon,Gazon,Nieuwland,5.36996738774742,0

Afvalbakken.170192,2023-02-03,52.1992836437396,POINT (52.199287469019836 5.375816581156237),Centrum / Waterpark,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,09-11-2020,,Elementverharding,Elementverharding,Nieuwland,5.37581616065366,0

Afvalbakken.170193,2023-02-03,52.1993964522303,POINT (52.199400281899486 5.3750624656853745),Centrum / Waterpark,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,09-11-2020,,Gazon,Gazon,Nieuwland,5.37506204876849,0

Afvalbakken.170194,2023-02-03,52.1855197850162,POINT (52.1855234999583 5.380947123852842),Park Schothorst,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,15-09-2020,,Elementverharding,Elementverharding,Schothorst-Noord,5.380946849639,0

Afvalbakken.170195,2023-02-03,52.1790958724825,POINT (52.1790995854787 5.3739444400814635),De Bik,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,01-10-2020,,Elementverharding,Elementverharding,Hoogland,5.37394428872818,0

Afvalbakken.170196,2023-02-03,52.1659684910761,POINT (52.16597195816468 5.40862257705395),Zangvogelbuurt,Gemeente Amersfoort,Afvalbak,,Midden,Afvalbakken,16-06-2020,,Elementverharding,Elementverharding,Liendert,5.40862242685755,0

Afvalbakken.170197,2023-02-03,52.1656904287919,POINT (52.16569389462667 5.408613713272349),Zangvogelbuurt,Gemeente Amersfoort,Afvalbak,,Midden,Afvalbakken,16-06-2020,,Heesters,Heesters,Liendert,5.40861356719552,0

Afvalbakken.170198,2023-02-03,52.163748947573,POINT (52.163752430877246 5.403799418242296),Zangvogelbuurt,Gemeente Amersfoort,Afvalbak,,Midden,Afvalbakken,19-06-2020,,Elementverharding,Elementverharding,Liendert,5.4037993230034,0

Afvalbakken.170199,2023-02-03,52.1755676966671,POINT (52.17557135491766 5.381302181664821),Park Schothorst,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,06-07-2020,,Elementverharding,Elementverharding,Schothorst-Noord,5.3813020359848,0

Afvalbakken.170200,2023-02-03,52.1785201298934,POINT (52.17852379274812 5.383530936846321),Park Schothorst,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,04-08-2017,,Open grond,Open grond,Schothorst-Noord,5.38353074019037,0

Afvalbakken.170201,2023-02-03,52.1787533185038,POINT (52.1787569827932 5.383496434574021),Park Schothorst,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,09-09-2020,,Gazon,Gazon,Schothorst-Noord,5.38349623501806,0

Afvalbakken.170273,2023-02-03,52.1590360712379,POINT (52.15903957149569 5.396744300112253),Coninckstraat e.o.,Gemeente Amersfoort,Afvalbak,,Midden,Afvalbakken,17-08-2020,,Asfalt,Asfalt,Stadskern,5.396744303583,0

Afvalbakken.170274,2023-02-03,52.157608267443,POINT (52.15761175898128 5.397241896767441),Beestenmarkt,Gemeente Amersfoort,Afvalbak,,Midden,Afvalbakken,25-08-2020,,Elementverharding,Elementverharding,Stadskern,5.39724191806574,0

Afvalbakken.170275,2023-02-03,52.155430409641,POINT (52.155433941508946 5.38774166461494),Lieve Vrouwekerkhof,Gemeente Amersfoort,Afvalbak,,Midden,Afvalbakken,21-08-2020,,Elementverharding,Elementverharding,Stadskern,5.38774175611609,0

Afvalbakken.170276,2023-02-03,52.1506237220175,POINT (52.150627272423854 5.380249239908594),Westerstraat e.o.,Gemeente Amersfoort,Afvalbak,,Zuid,Afvalbakken,22-09-2020,,Elementverharding,Elementverharding,De Berg-Zuid,5.38024942542767,0

Afvalbakken.170277,2023-02-03,52.1502444988784,POINT (52.150248041293345 5.3815713125962965),Westerstraat e.o.,Gemeente Amersfoort,Afvalbak,,Zuid,Afvalbakken,22-09-2020,,Open grond,Open grond,De Berg-Zuid,5.38157149792509,0

Afvalbakken.170278,2023-02-03,52.1940069735361,POINT (52.19401047060109 5.430069642069401),Winkelcentrum Vathorst,Gemeente Amersfoort,Afvalbak,,,Afvalbakken,30-10-2020,2014,Heesters,Heesters,Vathorst-Centrum,5.43006894400526,0

Afvalbakken.170279,2023-02-03,52.1945658717863,POINT (52.19456936960513 5.430529632371491),Winkelcentrum Vathorst,Gemeente Amersfoort,Afvalbak,,,Afvalbakken,30-10-2020,2018,Elementverharding,Elementverharding,Vathorst-Centrum,5.43052892248,0

Afvalbakken.170280,2023-02-03,52.1485841090845,POINT (52.14858763476351 5.383676074637721),Juliana van Stolberg,Gemeente Amersfoort,Afvalbak,,Zuid,Afvalbakken,15-09-2020,,Elementverharding,Elementverharding,De Berg-Zuid,5.38367627376857,0

Afvalbakken.170281,2023-02-03,52.1481658187949,POINT (52.14816935695738 5.380858117644201),Juliana van Stolberg,Gemeente Amersfoort,Afvalbak,,Zuid,Afvalbakken,02-10-2020,,Asfalt,Asfalt,De Berg-Zuid,5.38085833292851,0

Afvalbakken.170282,2023-02-03,52.1944912507479,POINT (52.19449474692752 5.430723805400834),Winkelcentrum Vathorst,Gemeente Amersfoort,Afvalbak,,,Afvalbakken,30-10-2020,2018,Elementverharding,Elementverharding,Vathorst-Centrum,5.43072309545786,0

Afvalbakken.170283,2023-02-03,52.1945386793564,POINT (52.19454217389582 5.431045811191453),Winkelcentrum Vathorst,Gemeente Amersfoort,Afvalbak,,,Afvalbakken,30-10-2020,2018,Elementverharding,Elementverharding,Vathorst-Centrum,5.43104509843517,0

Afvalbakken.170284,2023-02-03,52.1944448360829,POINT (52.19444832907664 5.431204022506861),Winkelcentrum Vathorst,Gemeente Amersfoort,Afvalbak,,,Afvalbakken,30-10-2020,2018,Elementverharding,Elementverharding,Vathorst-Centrum,5.43120331023813,0

Afvalbakken.170285,2023-02-03,52.1593769783486,POINT (52.159380554823045 5.38218488052954),Eemplein-Nieuwe Stad,Gemeente Amersfoort,Afvalbak,,,Afvalbakken,30-07-2020,2013,Elementverharding,Elementverharding,Eemkwartier,5.38218494331911,0

Afvalbakken.170286,2023-02-03,52.1990451077529,POINT (52.19904891458091 5.379276280144329),Stadskwartier,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,09-11-2020,,Gazon,Gazon,Nieuwland,5.3792758396827,0

Afvalbakken.170287,2023-02-03,52.1590974714829,POINT (52.15910104536686 5.382462872856121),Eemplein-Nieuwe Stad,Gemeente Amersfoort,Afvalbak,,,Afvalbakken,30-07-2020,2013,Elementverharding,Elementverharding,Eemkwartier,5.38246293810447,0

Afvalbakken.170288,2023-02-03,52.2009644222851,POINT (52.20096804450304 5.416400310763232),Park van de Tijden-Oost,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,22-09-2020,,Gazon,Gazon,Vathorst-De Velden,5.4163995943791,0

Afvalbakken.170289,2023-02-03,52.1368583315258,POINT (52.13686173350553 5.399897798175979),Dorrestein,Gemeente Amersfoort,Afvalbak,,Zuid,Afvalbakken,07-09-2020,2014,Gazon,Gazon,Vermeerkwartier,5.39989810177274,0

Afvalbakken.170290,2023-02-03,52.1590337811462,POINT (52.159037355750975 5.38226317151649),Eemplein-Nieuwe Stad,Gemeente Amersfoort,Afvalbak,,,Afvalbakken,30-07-2020,2013,Elementverharding,Elementverharding,Eemkwartier,5.38226323847937,0

Afvalbakken.170291,2023-02-03,52.1531351452795,POINT (52.15313873345458 5.374509185322827),Stationsbuurt,Gemeente Amersfoort,Afvalbak,,Zuid,Afvalbakken,19-06-2020,,Elementverharding,Elementverharding,De Berg-Noord,5.37450936132649,0

Afvalbakken.170292,2023-02-03,52.15310033497,POINT (52.153103936063175 5.371779873413786),Stationsbuurt,Gemeente Amersfoort,Afvalbak,,Zuid,Afvalbakken,19-06-2020,,Elementverharding,Elementverharding,De Berg-Noord,5.37178006091003,0

Afvalbakken.170293,2023-02-03,52.1530530267932,POINT (52.15305661964413 5.373467566272511),Stationsbuurt,Gemeente Amersfoort,Afvalbak,,Zuid,Afvalbakken,19-06-2020,,Elementverharding,Elementverharding,De Berg-Noord,5.3734677475349,0

Afvalbakken.170294,2023-02-03,52.1530297974603,POINT (52.15303339146819 5.3732067074520335),Stationsbuurt,Gemeente Amersfoort,Afvalbak,,Zuid,Afvalbakken,19-06-2020,,Elementverharding,Elementverharding,De Berg-Noord,5.3732068900636,0

Afvalbakken.170295,2023-02-03,52.2063235361706,POINT (52.2063274350837 5.3704034399184035),Stadstuin,Gemeente Amersfoort,Afvalbak,,,Afvalbakken,29-10-2020,,Gazon,Gazon,Nieuwland,5.37040296735118,0

Afvalbakken.170296,2023-02-03,52.2062633585853,POINT (52.20626726120169 5.369529556724639),Stadstuin,Gemeente Amersfoort,Afvalbak,,,Afvalbakken,29-10-2020,,Gazon,Gazon,Nieuwland,5.36952909108448,0

Afvalbakken.170297,2023-02-03,52.2053877461477,POINT (52.205391645676 5.368891871331286),Stadstuin,Gemeente Amersfoort,Afvalbak,,,Afvalbakken,03-11-2020,,Gazon,Gazon,Nieuwland,5.36889142108763,0

Afvalbakken.170298,2023-02-03,52.2055174530172,POINT (52.20552136068023 5.367345266037328),Stadstuin,Gemeente Amersfoort,Afvalbak,,,Afvalbakken,03-11-2020,,Gazon,Gazon,Nieuwland,5.36734482504091,0

Afvalbakken.170299,2023-02-03,52.1934370779795,POINT (52.19344082307904 5.384463067616692),De Brinken,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,17-09-2020,,Gazon,Gazon,Hoogland,5.38446266732419,0

Afvalbakken.170300,2023-02-03,52.1938339926822,POINT (52.19383773532953 5.385442872796758),De Brinken,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,22-09-2020,,Heesters,Heesters,Hoogland,5.38544246099159,0

Afvalbakken.170301,2023-02-03,52.1959672065279,POINT (52.19597071891913 5.429585046375871),Winkelcentrum Vathorst,Gemeente Amersfoort,Afvalbak,,,Afvalbakken,03-11-2020,2018,Elementverharding,Elementverharding,Vathorst-Centrum,5.42958432027421,0

Afvalbakken.170302,2023-02-03,52.1589214204225,POINT (52.15892499655562 5.381858877039656),Eemplein-Nieuwe Stad,Gemeente Amersfoort,Afvalbak,,,Afvalbakken,30-07-2020,2013,Elementverharding,Elementverharding,Eemkwartier,5.38185894725132,0

Afvalbakken.170303,2023-02-03,52.1591520996339,POINT (52.15915567661885 5.38188716821172),Eemplein-Nieuwe Stad,Gemeente Amersfoort,Afvalbak,,,Afvalbakken,30-07-2020,2013,Elementverharding,Elementverharding,Eemkwartier,5.38188723526772,0

Afvalbakken.170304,2023-02-03,52.1511067537086,POINT (52.15111016417795 5.407377085279438),Componistenbuurt-Midden,Gemeente Amersfoort,Afvalbak,,Zuid,Afvalbakken,14-09-2020,,Gazon,Gazon,Randenbroek,5.40737715782267,0

Afvalbakken.170305,2023-02-03,52.151169823266,POINT (52.15117323703918 5.4068217758955335),Componistenbuurt-Midden,Gemeente Amersfoort,Afvalbak,,Zuid,Afvalbakken,14-09-2020,,Elementverharding,Elementverharding,Randenbroek,5.40682184970354,0

Afvalbakken.170306,2023-02-03,52.1475851121378,POINT (52.14758863733753 5.383036415285039),Juliana van Stolberg,Gemeente Amersfoort,Afvalbak,,Zuid,Afvalbakken,15-09-2020,,Elementverharding,Elementverharding,De Berg-Zuid,5.38303663002798,0

Afvalbakken.170307,2023-02-03,52.1496610536822,POINT (52.149664591362956 5.382079145966246),Westerstraat e.o.,Gemeente Amersfoort,Afvalbak,,Zuid,Afvalbakken,22-09-2020,,Elementverharding,Elementverharding,De Berg-Zuid,5.38207933699275,0

Afvalbakken.170343,2023-02-03,52.1967446587608,POINT (52.196748459780046 5.377408270415257),Stadskwartier,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,15-10-2020,,Elementverharding,Elementverharding,Nieuwland,5.37740787209615,0

Afvalbakken.170344,2023-02-03,52.1669223161944,POINT (52.16692583138393 5.400636591735649),Liendert-Noord,Gemeente Amersfoort,Afvalbak,,Midden,Afvalbakken,19-06-2020,,Gazon,Gazon,Liendert,5.40063646610086,0

Afvalbakken.170345,2023-02-03,52.1671019798676,POINT (52.16710549283151 5.401209008483488),Zangvogelbuurt,Gemeente Amersfoort,Afvalbak,,Midden,Afvalbakken,18-06-2020,,Heesters,Heesters,Liendert,5.40120887752612,0

Afvalbakken.170346,2023-02-03,52.1660481856696,POINT (52.16605172313608 5.3956735833814085),Kruiskamp-Noord,Gemeente Amersfoort,Afvalbak,,Midden,Afvalbakken,23-07-2020,,Gazon,Gazon,Kruiskamp,5.395673493885,0

Afvalbakken.170347,2023-02-03,52.1661562780617,POINT (52.16615981748108 5.395399153266199),Kruiskamp-Noord,Gemeente Amersfoort,Afvalbak,,Midden,Afvalbakken,23-07-2020,,Haag,Haag,Kruiskamp,5.39539906357727,0

Afvalbakken.170348,2023-02-03,52.1659217731955,POINT (52.165925311140924 5.3954698857570005),Kruiskamp-Noord,Gemeente Amersfoort,Afvalbak,,Midden,Afvalbakken,23-07-2020,,Gazon,Gazon,Kruiskamp,5.39546979899347,0

Afvalbakken.170349,2023-02-03,52.1975920915064,POINT (52.19759588570201 5.379916110756873),Stadskwartier,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,09-11-2020,,Gazon,Gazon,Nieuwland,5.37991568501373,0

Afvalbakken.170350,2023-02-03,52.1388039206381,POINT (52.13880746511335 5.372972252270547),Klein Zwitserland-Laag,Gemeente Amersfoort,Afvalbak,,Zuid,Afvalbakken,20-08-2020,,Gazon,Gazon,De Berg-Zuid,5.3729726154831,0

Afvalbakken.170351,2023-02-03,52.1373232226766,POINT (52.13732677967137 5.369357862627177),Klein Zwitserland-Laag,Gemeente Amersfoort,Afvalbak,,Zuid,Afvalbakken,06-10-2020,,Gazon,Gazon,De Berg-Zuid,5.36935825593396,0

Afvalbakken.170352,2023-02-03,52.1669674117477,POINT (52.16697090843271 5.404096075781161),Zangvogelbuurt,Gemeente Amersfoort,Afvalbak,,Midden,Afvalbakken,18-06-2020,,Heesters,Heesters,Liendert,5.40409593279635,0

Afvalbakken.170353,2023-02-03,52.1852643176374,POINT (52.185267944461145 5.397824688933812),Emiclaer,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,25-08-2020,,Elementverharding,Elementverharding,Kattenbroek,5.39782431900332,0

Afvalbakken.170354,2023-02-03,52.1851499270166,POINT (52.18515355247215 5.397957637365026),Emiclaer,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,25-08-2020,,Elementverharding,Elementverharding,Kattenbroek,5.39795726826421,0

Afvalbakken.170355,2023-02-03,52.1852079682851,POINT (52.1852115934026 5.398084296398001),Emiclaer,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,25-08-2020,,Elementverharding,Elementverharding,Kattenbroek,5.39808392573749,0

Afvalbakken.170356,2023-02-03,52.1633333453538,POINT (52.163336814548664 5.406034519104748),Watervogelbuurt,Gemeente Amersfoort,Afvalbak,,Midden,Afvalbakken,12-06-2020,,Gazon,Gazon,Liendert,5.40603441951171,0

Afvalbakken.170357,2023-02-03,52.1639826927893,POINT (52.16398616642059 5.405765982193824),Watervogelbuurt,Gemeente Amersfoort,Afvalbak,,Midden,Afvalbakken,12-06-2020,,Ruw gras,Ruw gras,Liendert,5.40576587442676,0

Afvalbakken.170358,2023-02-03,52.1716170416435,POINT (52.17162056408189 5.403534880297521),Liendert-Noord,Gemeente Amersfoort,Afvalbak,,Midden,Afvalbakken,19-06-2020,,Elementverharding,Elementverharding,Liendert,5.40353467317175,0

Afvalbakken.170359,2023-02-03,52.1708894053642,POINT (52.170892926119606 5.403175906771131),Liendert-Noord,Gemeente Amersfoort,Afvalbak,,Midden,Afvalbakken,19-06-2020,,Elementverharding,Elementverharding,Liendert,5.40317571192182,0

Afvalbakken.170360,2023-02-03,52.1970124462002,POINT (52.19701621835446 5.383596364622821),Stadskwartier,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,20-10-2020,,Elementverharding,Elementverharding,Nieuwland,5.3835959223897,0

Afvalbakken.170361,2023-02-03,52.1963051064847,POINT (52.19630887978239 5.3824572535406485),Stadskwartier,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,20-10-2020,,Open grond,Open grond,Nieuwland,5.38245682809263,0

Afvalbakken.170362,2023-02-03,52.185661061823,POINT (52.185664694017866 5.397246111202139),Emiclaer,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,25-08-2020,,Elementverharding,Elementverharding,Kattenbroek,5.39724573909936,0

Afvalbakken.170363,2023-02-03,52.1944762067792,POINT (52.19448001054735 5.373852856822865),Hoge Hoven,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,15-10-2020,,Elementverharding,Elementverharding,Nieuwland,5.37385251053583,0

Afvalbakken.170364,2023-02-03,52.1990314483471,POINT (52.19903528686647 5.372719514083582),Hoge Hoven,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,13-10-2020,,Elementverharding,Elementverharding,Nieuwland,5.37271911742124,0

Afvalbakken.170365,2023-02-03,52.1989618831516,POINT (52.19896572861895 5.371163961766975),Hoge Hoven,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,13-10-2020,,Elementverharding,Elementverharding,Nieuwland,5.37116357632848,0

Afvalbakken.170366,2023-02-03,52.1984529101802,POINT (52.19845675686036 5.3702035884850705),Hoge Hoven,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,13-10-2020,,Gazon,Gazon,Nieuwland,5.37020321579926,0

Afvalbakken.170367,2023-02-03,52.1949396391106,POINT (52.194943459678804 5.370944854628377),Hoge Hoven,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,15-10-2020,,Elementverharding,Elementverharding,Nieuwland,5.37094452112291,0

Afvalbakken.170368,2023-02-03,52.1673812312159,POINT (52.1673849791498 5.353253538557477),Isselt-West,Gemeente Amersfoort,Afvalbak,,Midden,Afvalbakken,24-07-2020,,Gazon,Gazon,Isselt,5.35325363656124,0

Afvalbakken.170369,2023-02-03,52.1845488778989,POINT (52.18455261317324 5.375648949481207),De Ham,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,24-09-2020,,Elementverharding,Elementverharding,Hoogland,5.37564871888704,0

Afvalbakken.170370,2023-02-03,52.1810407899206,POINT (52.18104448641498 5.379535707135592),De Ham,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,24-09-2020,,Elementverharding,Elementverharding,Hoogland,5.3795354995766,0

Afvalbakken.170371,2023-02-03,52.1686273016413,POINT (52.168630816133714 5.402282648249338),Liendert-Noord,Gemeente Amersfoort,Afvalbak,,Midden,Afvalbakken,19-06-2020,,Heesters,Heesters,Liendert,5.40228249027722,0

Afvalbakken.170372,2023-02-03,52.1853959864635,POINT (52.185399611925895 5.398223989632167),Emiclaer,Gemeente Amersfoort,Afvalbak,,Noord,Afvalbakken,25-08-2020,,,,Kattenbroek,5.39822361550345,0

