OBJECTID,REF_WISSEL_KRUISING_PUIC,POSITIONELE_NAUWKEURIGHEID_MM,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_T,OFFSET,OFFSET_T,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,OPC_GEBIED_NAAM,OPC_GEBIED_NR,TECHNIEKVELD,PGO_GEBIED_NAAM,BEHEERDER,BEDIENGEBIED_NAAM,BEDIENGEBIED_AFKORTING,BEDIENGEBIED_SOORT,X,Y,Z,REF_WISSEL_NAAM,PGO_GEBIED_NR,GELDIG_VANAF,PUBLICATIEDATUM,PCA,PRORAIL_GEBIED,LATITUDE,LONGITUDE,KM_GEOCODE
401,d968a4a0-1b3b-4563-b7ff-4db521161cf6,60,514,a,514,514_a,Nijmegen,Ah-Vl,Arnhem - Venlo ,"17,382000",34.071141,"34,071141",Noord-Oost,NO,Maas en Waal,28,Baan,Gelre,ProRail,Nijmegen,NM,PPLG,186939.149,428073.82,23.59499999,77A,400,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Oost,51.84033463,5.85065138,17.382
402,8e45ab89-7cb5-4e43-8724-cf1a82c2b73e,283,779,,779,779__,Emmerich (D) - Zevenaar Grens,Zvg-Em,Zevenaar Grens - Emmerich (D) ,"61,352909",2.316675,"2,316675",,,,,Baan,,Derden - Overig - DB Netz,Zevenaar Oost - Zevenaar Grens,ZVO-ZVG,Vrije baan,214301.788,427745.34999999,18.157,51,,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,,,51.83514344,6.24760579,61.352909
403,ea10c043-6f68-4d3a-959b-db84728391b3,60,520,a,520,520_a,Maastricht,Mt-Vl,Maastricht - Venlo ,"0,965000",-29.511999,"-29,511999",Zuid,Z,Maastricht,26,Baan,Limburg,Derden - Overig - NS Onderhoud & Service (onder voorbehoud),Maastricht Lijnwerkplaats,MTWPL,NCBG,177249.231,318529.7,46.899,822,340,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Zuid-Oost,50.8561629,5.70316039,0.965
404,0821137e-56bb-4ebb-b8f5-874ec4460d43,60,817,a,817,817_a,Vlissingen Sloehaven,Sloe-Vck,Sloehaven Emplacement - Van Citterskanaal ,"115,283267",96.372408,"96,372408",Zuid,Z,Goes,18,Baan,Zeeland,ProRail,Sloehaven Emplacement,SLOE_525-571,NCBG,40823.239,385325.598,2.809,907,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Zuid-West,51.44544889,3.74474437,115.283267
405,008c07db-4e7c-4021-8dfc-d34696c18c83,120,470,a,470,470_a,Botlek,Bot-Odma,"Rotterdam, Botlek - Oude Maas ","101,117316",4.691099,"4,691099",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Botlek",BOT,NCBG,81594.67299999,432834.47899999,4.533,284,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Zee-Zevenaar,51.87920468,4.32112069,101.117316
406,56b985f5-6be6-4d1d-85d9-d16159613229,,950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek","6,594096",95.150747,"95,150747",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Emplacement Waalhaven Zuid",WHZ,NCBG,90322.18899999,431869.33,0,924,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Zee-Zevenaar,51.87161236,4.44803616,6.594096
407,c17e6f05-0560-4012-b270-0746639a9c4a,,606,a,606,606_a,Almelo,Aml-Hgl,Almelo - Hengelo ,"0,255334",9.965431,"9,965431",Noord-Oost,NO,Twente,32,Baan,Twente,ProRail,Almelo,AML,PPLG,241025.54999999,486584.461,11.388,69,410,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Oost,52.36040366,6.65011666,0.255334
408,f6bf1e17-9609-402a-bf32-add38dae08ec,60,560,a,560,560_a,Den Haag Centraal,Gd-Gvc,Gouda - Den Haag Centraal ,"24,753632",0.93548,"0,935480",Randstad Zuid,RZ,Den Haag,2,Baan,Den Haag,ProRail,Den Haag Centraal,GVC,PPLG,82492.913,454833.139,0.498,1217B,110,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Zuid-Holland Noord,52.07702285,4.32951312,24.753632
409,a0940b60-d55b-4cff-bde6-3ad5b1af17e5,,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,"20,152503",0.524769,"0,524769",Randstad Noord,RN,Weesp,11,Baan,Amstelsepoort,ProRail,Dronten,DRON,PPLG,177201.79699999,505332.13299999,3.148,2511,230,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Midden,52.53518564,5.71442231,20.152503
410,fb7fb7c0-ba3e-4c3a-818c-1832c95d9a79,,090,,90,090__,Den Dolder - Amersfoort,Ut-Amf,Utrecht - Amersfoort ,"19,136245",1.928263,"1,928263",Randstad Noord,RN,Amersfoort,12,Baan,Eemland,ProRail,Amersfoort,AMF,PPLG,152277.147,462243.329,9.43699999,11,200,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Midden,52.14836529,5.34742166,19.136245
411,03e5f12e-22ad-4f3e-8e61-0400ea292b18,120,470,e,470,470_e,Botlek,Bot-Wplw,"Rotterdam, Botlek - Welplaatweg ","202,014639",-0.11341,"-0,113410",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Botlek",BOT,NCBG,79329.225,433134.538,4.54499999,80,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Zee-Zevenaar,51.88159793,4.288159,202.014639
412,7eb9b1bb-6e32-4bd8-9f7d-bf4cfb47cd6c,,804,b,804,804_b,"Beverwijk Hoogovens, Van Gelder",Bvhca-Bvhc,Beverwijk Hoogovens Centraal Aansl. - Beverwijk Hoogovens Centraal ,"201,730476",-108.433433,"-108,433433",Randstad Noord,RN,Alkmaar,7,Baan,Hollands Noorderkwartier,Derden - Overig - Tata Steel,"Beverwijk HOOGOVENS, VAN GELDER",BHVG,NCBG,103766.229,499418.67099999,3.882,8418,210,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Noord-West,52.48009335,4.63304002,201.730476
413,7d9b3481-9bbc-4cd8-be6d-3d4ec088f6f4,283,861,,861,861__,Delden Raccordement,Ddn-Ddnr,Delden - Delden raccordement ,"100,594281",0.023006,"0,023006",Noord-Oost,NO,Twente,32,Baan,Twente,Strukton Rail Short Line,Delden Racc. SERVO,DDNSER,NCBG,243267.839,474899.981,14.044,3,410,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Oost,52.25505269,6.67996743,100.594281
414,0352d775-3651-4f3e-b43c-e156b98e8d1b,,901,,901,901__,Haarlem Hoofdwerkplaats,Spbr-Hlmwph,Spaarne (brug o/h - bij Haarlem) - Haarlem Hoofdwerkplaats ,"100,614334",-54.476148,"-54,476148",Randstad Noord,RN,Haarlem,8,Baan,Kennemerland,Derden - Overig - NS Onderhoud & Service (onder voorbehoud),Haarlem Hoofdwerkplaats,HLMWPH,NCBG,105064.655,488437.75199999,0.056,946,240,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Noord-West,52.38152948,4.65378792,100.614334
415,de8481ca-2ce2-487e-b08d-b60390a63567,60,618,c,618,618_c,Eindhoven,Bd-Ehv,Breda - Eindhoven ,"58,810151",25.244737,"25,244737",Zuid,Z,Eindhoven,24,Baan,De Peel,ProRail,Eindhoven,EHV,PPLG,161338.242,383714.49699999,19.613,53A,300,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Zuid-Oost,51.44248971,5.47836551,58.810151
416,92195792-1027-494f-a20b-b5392f3ca3c5,,506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,"44,527171",0.049786,"0,049786",Randstad Noord,RN,Amersfoort,12,Baan,Eemland,ProRail,Amersfoort,AMF,PPLG,154002.529,462822.536,5.493,201A,200,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Midden,52.15357697,5.3726285,44.527171
417,4899b63a-5240-41d2-993f-b3adcdce6725,,009,,9,009__,Meppel - Leeuwarden,Zl-Lw,Zwolle - Leeuwarden ,"115,294523",-1.589543,"-1,589543",Noord-Oost,NO,Friesland,36,Baan,Wadden,ProRail,Steenwijk,SWK,PPLG,203551.429,534254.258,4.17799999,35A,420,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Noord,52.79338494,6.10699321,115.294523
418,e0fdf25c-3145-42f9-be5c-06c6b6435912,60,127,a,127,127_a,Roosendaal - Vlissingen,Rsd-Vs,Roosendaal - Vlissingen ,"8,590603",-14.235118,"-14,235118",Zuid,Z,Goes,18,Baan,Zeeland,Derden - Overig - Attero,Kragge,KRGE,NCBG,82479.56699999,391625.29999999,6.52799999,1,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Zuid-West,51.50896214,4.3425572,8.590603
419,c2221663-425e-48da-8714-35bbf1319cde,120,950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek","7,203243",53.038616,"53,038616",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Emplacement Waalhaven Zuid",WHZ,PPLG,89719.815,431830.858,3.774,133,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Zee-Zevenaar,51.87119637,4.43929768,7.203243
420,bfda4c5b-b724-44ce-b646-413c73cd9c82,60,105,,105,105__,Woerden - Gouda,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,"31,618533",2.685795,"2,685795",Randstad Zuid,RZ,Rijn en Gouwe,81,Baan,Rijn en Gouwe,ProRail,Gouda,GD,PPLG,108742.319,447827.25099999,0.154,145A,100,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,BAM Rail,Zuid-Holland Noord,52.01687168,4.71333919,31.618533
421,87a87bc6-07fa-408d-9b29-428a06ee2259,283,476,c,476,476_c,Rotterdam Europoort 2,Bottha-Botsh,Botlek Theemsweg Aansl. - Botlek Seinehaven ,"250,534294",8.132584,"8,132584",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,Strukton Rail Short Line,"Rotterdam, Emplacement Botlek Theemsweg",BOTTH,NCBG,77179.91599999,432928.93599999,4.285,77A,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Zee-Zevenaar,51.87945388,4.25699476,250.534294
422,c019ba9c-49d7-479f-8890-893b9241b812,120,950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek","10,529436",13.931854,"13,931854",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Emplacement Pernis",PS,PPLG,86514.744,432669.647,4.639,819A,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Zee-Zevenaar,51.8783501,4.39259805,10.529436
423,557dad60-92dc-46b8-ad48-93b87864a816,,506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,"43,424997",-120.316451,"-120,316451",Randstad Noord,RN,Amersfoort,12,Baan,Eemland,ProRail,Amersfoort Hoofdwerkplaats,AMFWPH,NCBG,152969.609,463111.25699999,5.706,523B,200,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Midden,52.15616918,5.35753368,43.424997
424,6476a785-48b1-496b-b0ed-50f0e638f3cd,,804,b,804,804_b,"Beverwijk Hoogovens, Van Gelder",Bvhca-Bvhc,Beverwijk Hoogovens Centraal Aansl. - Beverwijk Hoogovens Centraal ,"201,507964",36.459213,"36,459213",Randstad Noord,RN,Alkmaar,7,Baan,Hollands Noorderkwartier,Strukton Rail Short Line,"Beverwijk HOOGOVENS, VAN GELDER",BHVG,NCBG,104015.14599999,499509.124,4.713,903,210,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Noord-West,52.48092947,4.63669,201.507964
425,2e2d7d3d-0b80-4823-b84d-43aa5b0da725,60,520,a,520,520_a,Maastricht,Mt-Vl,Maastricht - Venlo ,"0,139426",24.851383,"24,851383",Zuid,Z,Maastricht,26,Baan,Limburg,ProRail,Maastricht,MT,PPLG,177494.20999999,317725.47899999,46.886,57,340,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Zuid-Oost,50.84892441,5.70658946,0.139426
426,449b056b-65d4-42d5-8bf9-fd287b26b766,,531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,"35,675087",-1.143925,"-1,143925",Randstad Noord,RN,Utrecht,13,Baan,Neerlands Midden,ProRail,Utrecht Centraal,UT,PPLG,136310.508,455234.966,3.73499999,2765,250,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Midden,52.08506511,5.11452897,35.675087
427,c987b74d-f5b8-4a7e-bdf8-727abb963ce1,,089,,89,089__,Amersfoort - Amersfoort Aansl.,Asd-Zp,Amsterdam Centraal - Zutphen ,"46,184772",-13.520823,"-13,520823",Randstad Noord,RN,Amersfoort,12,Baan,Eemland,ProRail,Amersfoort,AMF,PPLG,155158.96799999,463953.368,3.14699999,273A,200,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Midden,52.1637417,5.38952711,46.184772
428,6b6e0c04-3be7-4dcf-a744-645e2278b668,283,468,g,468,468_g,Rotterdam Eemhaven,Whz-Rdhw,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam Den Hamweg ","400,586194",-45.622806,"-45,622806",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Emplacement Waalhaven Zuid",WHZ,NCBG,88499.713,433031.302,2.847,477,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Zee-Zevenaar,51.88184086,4.42135183,400.586194
429,62a345c1-66f6-455b-81de-aef86fd85d43,60,049,,49,049__,Nijmegen - Beugen,Ah-Vl,Arnhem - Venlo ,"31,877935",1.746341,"1,746341",Zuid,Z,Venlo,27,Baan,De Peel,ProRail,Cuijk,CK,PPLG,188889.11499999,414903.098,12.364,43,300,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Zuid-Oost,51.72183905,5.8776559,31.877935
430,28af6fa4-797c-45e7-ba91-5f66a59ba699,60,516,a,516,516_a,Blerick,Vl-Ehv,Venlo - Eindhoven ,"2,005308",20.367117,"20,367117",Zuid,Z,Venlo,27,Baan,De Peel,ProRail,Blerick,BR_107,NCBG,207998.67499999,376636.954,20.327,915,300,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Zuid-Oost,51.37642036,6.14840847,2.005308
431,79865296-78dc-4669-86ae-df0163e1e6a7,60,545,b,545,545_b,Roosendaal,Zlw-Np,Lage Zwaluwe - Nispen ,"23,330985",-0.638441,"-0,638441",Zuid,Z,Roosendaal,19,Baan,Zeeland,ProRail,Roosendaal,RSD,PPLG,90351.539,394775.117,3.964,187A,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Zuid-West,51.53823098,4.45535644,23.330985
432,8ec1ac2d-8e7b-4556-9292-4308f705eb52,60,801,l,801,801_l,Moerdijk Industrieterrein,Ostlrw-Vlw,Oostelijke Randweg - Vlasweg ,"800,610371",-0.114454,"-0,114454",Zuid,Z,Roosendaal,19,Baan,Zeeland,ProRail,Moerdijk Industrieterrein,MDKI,NCBG,100636.416,411787.47899999,3.22299999,909,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Zuid-West,51.69222396,4.60094213,800.610371
433,799a63ea-836e-4d20-8b60-cfa743e747bc,60,564,b,564,564_b,Den Haag Binckhorst,Gd-Gvc,Gouda - Den Haag Centraal ,"23,677280",16.763042,"16,763042",Randstad Zuid,RZ,Den Haag,2,Baan,Den Haag,ProRail,Kleine Binckhorst,BKHK,NCBG,83419.98699999,454299.19,0.328,972,110,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Zuid-Holland Noord,52.07234493,4.34314654,23.67728
434,a00f5a12-8086-49fe-8e9f-b78429a6f4c4,,097,,97,097__,Nieuwersluis=Loenen - Breukelen,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,"21,940176",7.01609,"7,016090",Randstad Noord,RN,Duivendrecht,10,Baan,Amstelsepoort,ProRail,Breukelen Aansl.,BKLA,PPLG,127943.09,465516.75799999,2.16299999,3609,230,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Midden,52.1771307,4.99163627,21.940176
435,4b519bc1-92f0-41f1-8f23-31adaca9f22f,,927,,927,927__,Watergraafsmeer,Wgm-Dmn,Watergraafsmeer - Diemen ,"904,353579",14.947975,"14,947975",Randstad Noord,RN,Weesp,11,Baan,Amstelsepoort,ProRail,Amsterdam Watergraafsmeer,WGM,PPLG,124454.708,485547.22499999,2.79199999,13,230,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Midden,52.35697269,4.93882692,904.353579
436,ac4a205b-f804-456f-9d04-ae7e3387d031,,534,b,534,534_b,Leiden Centraal,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,"46,263972",14.010018,"14,010018",Randstad Zuid,RZ,Leiden,1,Baan,Rijn en Gouwe,ProRail,Leiden Centraal,LEDN,PPLG,92629.694,464142.629,5.32099999,1109A,100,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,BAM Rail,Zuid-Holland Noord,52.16192232,4.47565767,46.263972
437,a7fce86d-5504-43ec-9cf1-e0de9db8669f,60,433,,433,433__,Sittard - Born,Std-Bon,Sittard - Born ,"5,770558",-0.774697,"-0,774697",Zuid,Z,Roermond,25,Baan,Limburg,ProRail,Born Franciscushaven,BONFH,NCBG,184368.64499999,339214.94799999,34.17499999,37,340,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Zuid-Oost,51.04177351,5.80594339,5.770558
438,247a74ee-84fe-43a6-9cf3-7d31cefb8d96,,609,,609,609__,Zutphen,Ah-Zl,Arnhem - Zwolle ,"28,500416",-66.602499,"-66,602499",Noord-Oost,NO,IJsselstreek,31,Baan,Veluwe,Derden - Overig - Strukton,Zutphen,ZP_525,NCBG,210805.627,462907.401,9.21,908,430,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Oost,52.15152054,6.20261318,28.500416
439,fb2d1c06-d9cc-40bd-b761-569086eb6016,60,520,a,520,520_a,Maastricht,Mt-Vl,Maastricht - Venlo ,"0,900924",-31.5545,"-31,554500",Zuid,Z,Maastricht,26,Baan,Limburg,Derden - Overig - NS Onderhoud & Service (onder voorbehoud),Maastricht Lijnwerkplaats,MTWPL,NCBG,177236.715,318458.70799999,46.789,810,340,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Zuid-Oost,50.85552525,5.7029783,0.900924
440,6c96b989-1f99-46cc-ae54-0fae6cd536c4,,506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,"44,982422",16.737357,"16,737357",Randstad Noord,RN,Amersfoort,12,Baan,Eemland,ProRail,Amersfoort,AMF,PPLG,154443.967,462988.53499999,4.918,215A,200,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Midden,52.15506958,5.37907858,44.982422
441,866567c9-a641-4c79-a594-767712784661,60,545,b,545,545_b,Roosendaal,Zlw-Np,Lage Zwaluwe - Nispen ,"21,920435",50.528856,"50,528856",Zuid,Z,Roosendaal,19,Baan,Zeeland,ProRail,Roosendaal,RSD,NCBG,91272.293,395813.71399999,4.16699999,912,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Zuid-West,51.54767069,4.46843794,21.920435
442,c2ef9651-cf61-461e-b67f-7242e5da4cbd,120,479,a,479,479_a,Maasvlakte 2,Mvtnwa-Mvtyn,Maasvlakte Noordwesthoek Aansl. - Maasvlakte Yangtzehaven Noord ,"304,299978",2.453251,"2,453251",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,Maasvlakte Yangtzehaven Zuid,MVTYZ,PPLG,57847.90099999,440276.466,5.109,1705,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Zee-Zevenaar,51.94244169,3.9742268,304.299978
443,f90c52df-40cb-4602-bdcf-24c3fd395f8f,,508,,508,508__,Arnhem,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,"92,150093",-1.307646,"-1,307646",Noord-Oost,NO,Achterhoek,30,Baan,Gelre,ProRail,Arnhem,AH,PPLG,190534.934,444166.30099999,27.56899999,2151,400,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Oost,51.98475595,5.90448883,92.150093
444,6aaa0c72-a1fb-4bc0-a88b-67fb180ca1d9,,079,,79,079__,Zaandam - Hoorn,Zd-Ekz,Zaandam - Enkhuizen ,"14,242301",1.708775,"1,708775",Randstad Noord,RN,Heerhugowaard,6,Baan,Hollands Noorderkwartier,ProRail,Purmerend Overwhere,PMO,PPLG,126248.45299999,502602.14299999,0.776,171B,210,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Noord-West,52.51034658,4.96369326,14.242301
445,2d106da7-459c-442d-81ec-a0f33595f483,60,557,c,557,557_c,Terneuzen Aansl.,Tnzz-Frkw,Terneuzen Zuidzijde (Racc.) - Frankrijkweg ,"100,000840",-0.474432,"-0,474432",Zuid,Z,Goes,18,Baan,Zeeland,ProRail,Terneuzen Aansl.,TNZA,NCBG,47433.785,368848.38699999,3.59399999,71,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Zuid-West,51.29868347,3.84481465,100.00084
446,9cccbb5a-9657-4c85-9ebc-65c47b7ae158,60,805,a,805,805_a,Dordrecht Zeehaventerrein,Ddr-Ddrz,Dordrecht - Dordrecht Zeehaventerrein ,"102,026552",-0.799967,"-0,799967",Randstad Zuid,RZ,Dordrecht,5,Baan,Dordrecht,ProRail,Dordrecht Zeehaventerrein,DDRZ,NCBG,103846.657,423500.157,3.72,7103,140,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Zuid-Holland Zuid,51.79779833,4.64564184,102.026552
447,8f474a22-d504-4ca5-b45b-c5cebc762974,,534,b,534,534_b,Leiden Centraal,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,"46,354903",-3.152293,"-3,152293",Randstad Zuid,RZ,Leiden,1,Baan,Rijn en Gouwe,ProRail,Leiden Centraal,LEDN,PPLG,92581.35499999,464063.696,5.44099999,1111B,100,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,BAM Rail,Zuid-Holland Noord,52.16120749,4.47496579,46.354903
448,47f322f9-b388-4077-a123-a23c91c189ab,,653,a,653,653_a,Zuidbroek,Hlg-Nscg,Harlingen - Nieuweschans Grens ,"102,543757",-2.246662,"-2,246662",Noord-Oost,NO,Drenthe,35,Baan,Drenthe,ProRail,Zuidbroek,ZB,PPLG,254408.31099999,575834.131,2.745,25,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Noord,53.15999096,6.87347387,102.543757
449,990a834f-71ea-49f6-b0f9-a01d769402bf,120,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,Bot-Mvt,"Rotterdam, Botlek - Rotterdam, Emplacement Maasvlakte","41,472736",-23.729963,"-23,729963",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Emplacement Maasvlakte",MVT,PPLG,61647.99399999,440125.76899999,5.13799999,91,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Zee-Zevenaar,51.94173886,4.02952123,41.472736
450,ccfad194-8993-42f7-8f51-8e390bb1b647,60,468,a,468,468_a,Rotterdam Eemhaven,Whz-Rol,"Rotterdam, Emplacement Waalhaven Zuid - Rondolaan ","102,797730",-0.113127,"-0,113127",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Emplacement Waalhaven Zuid",WHZ,NCBG,88593.25999999,434396.86099999,3.071,85,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Zee-Zevenaar,51.89412465,4.42244707,102.79773
451,2a7ae516-24a1-4453-b449-68cfe4bc8711,,201,,201,201__,Sauwerd - Delfzijl,Gn-Dz,Groningen - Delfzijl ,"33,139620",0.475016,"0,475016",Noord-Oost,NO,Groningen,37,Baan,Wadden,ProRail,Appingedam,APG,PPLG,252772.75099999,594327.949,1.026,121,420,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Noord,53.32642241,6.8546617,33.13962
452,ae32cfc7-fe5c-4867-9da1-1c17b269794e,,145,,145,145__,Amsterdam Sloterdijk - Amsterdam Riekerpolder,Sgra-Asra,Amsterdam Singelgracht Aansl. - Amsterdam Riekerpolder Aansl. ,"54,131226",-3.560166,"-3,560166",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,ProRail,Amsterdam Erasmusgracht = Aansl.,AEG,PPLG,117448.769,487527.266,6.782,933B,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Midden,52.37433368,4.83576946,54.131226
453,e67e58a2-d6cb-43f2-a01f-62d90a503017,283,924,a,924,924_a,Kijfhoek,Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,"34,255352",-41.769022,"-41,769022",Randstad Zuid,RZ,Kijfhoek,99,Baan,Zee-Zevenaar,ProRail,Kijfhoek,KFH,PPLG,101184.629,426837.76299999,-0.352,3275B,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Zee-Zevenaar,51.82754527,4.60653537,34.255352
454,ce58bc3f-9ad0-4fae-9c6a-f9231fc1fc2d,283,802,,802,802__,Utrecht Industrieterrein Lage Weide,Mas-Utlg,Maarssen - Utrecht Lage Weide ,"100,620638",-1.754716,"-1,754716",Randstad Noord,RN,Woerden,14,Baan,Neerlands Midden,ProRail,Utrecht Industrieterrein Lage Weide,UTILW,NCBG,132455.33199999,458573.33199999,1.25699999,800,250,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Midden,52.11492672,5.05806349,100.620638
455,79d55275-3f52-4693-ab7a-7d6d31475049,60,624,a,624,624_a,Gouda,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,"32,506774",-16.006165,"-16,006165",Randstad Zuid,RZ,Rijn en Gouwe,81,Baan,Rijn en Gouwe,ProRail,Gouda,GD,NCBG,107859.13099999,447914.443,-0.016,199,100,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,BAM Rail,Zuid-Holland Noord,52.01758099,4.70046199,32.506774
