FID,strooknaam,vliegdatum,shape_leng,se_anno_cad_data,gdb_geomattr_data,shape
vlieglijnen_oschelde_2013.27,L0030_ruw,2013-04-03T00:00:00,42036.6908457,,,"LINESTRING (42382.20699999854 412276.3740000017, 74578.42300000042 385248.8500000015)"
vlieglijnen_oschelde_2013.28,L0031_ruw,2013-04-03T00:00:00,44486.5190234,,,"LINESTRING (40564.63699999824 413167.37900000066, 74626.22399999946 384551.6710000001)"
vlieglijnen_oschelde_2013.29,L0032_ruw,2013-04-03T00:00:00,42917.7419489,,,"LINESTRING (41787.89799999818 411514.7509999983, 74656.27100000158 383917.6030000001)"
vlieglijnen_oschelde_2013.30,L0033_ruw,2013-04-06T00:00:00,43005.6104749,,,"LINESTRING (41290.028000000864 411243.5929999985, 74230.99700000137 383596.26000000164)"
vlieglijnen_oschelde_2013.31,L0034_ruw,2013-04-06T00:00:00,43601.5312017,,,"LINESTRING (40631.43100000173 411155.0879999995, 74026.17000000179 383121.44900000095)"
vlieglijnen_oschelde_2013.32,L0035_ruw,2013-04-06T00:00:00,43996.3489194,,,"LINESTRING (40018.528999999166 410997.22199999914, 73715.66099999845 382709.7340000011)"
vlieglijnen_oschelde_2013.33,L0036_ruw,2013-04-06T00:00:00,43489.7869739,,,"LINESTRING (39327.33399999887 410967.0179999992, 72625.76099999994 382992.4519999996)"
vlieglijnen_oschelde_2013.34,L0037_ruw,2013-04-06T00:00:00,42619.2574492,,,"LINESTRING (38555.45399999991 410920.11300000176, 71200.48900000006 383521.1570000015)"
vlieglijnen_oschelde_2013.35,L0038_ruw,2013-04-06T00:00:00,42080.5357087,,,"LINESTRING (38296.7340000011 410511.91000000015, 70526.5309999995 383456.1959999986)"
vlieglijnen_oschelde_2013.36,L0039_ruw,2013-04-06T00:00:00,40513.3786512,,,"LINESTRING (39112.26099999994 409151.71499999985, 70141.76099999994 383103.60599999875)"
vlieglijnen_oschelde_2013.37,L0040_ruw,2013-04-06T00:00:00,40143.610148,,,"LINESTRING (38756.63500000164 408817.19900000095, 69507.875 383012.7289999984)"
vlieglijnen_oschelde_2013.38,L0041_ruw,2013-04-06T00:00:00,39974.2115217,,,"LINESTRING (38434.482999999076 408399.4059999995, 69048.56599999964 382695.01900000125)"
vlieglijnen_oschelde_2013.39,L0042_1_ruw,2013-04-08T00:00:00,39877.4842251,,,"LINESTRING (38229.15599999949 407945.9210000001, 68761.78400000185 382294.94900000095)"
vlieglijnen_oschelde_2013.40,L0042_2_ruw,2013-04-08T00:00:00,8914.15862081,,,"LINESTRING (38301.824000000954 408105.93400000036, 45082.86699999869 402319.7710000016)"
vlieglijnen_oschelde_2013.41,L0043_ruw,2013-04-08T00:00:00,37899.5372688,,,"LINESTRING (37851.00800000131 407640.35500000045, 66859.84899999946 383250.55999999866)"
vlieglijnen_oschelde_2013.42,L0044_ruw,2013-04-08T00:00:00,18519.447048,,,"LINESTRING (37508.64799999818 407234.36499999836, 51693.97300000116 395328.6319999993)"
vlieglijnen_oschelde_2013.43,L0045_ruw,2013-04-08T00:00:00,17998.1437579,,,"LINESTRING (37222.00499999896 406868.7719999999, 50993.59499999881 395280.9990000017)"
vlieglijnen_oschelde_2013.44,L0046_ruw,2013-04-08T00:00:00,17506.0874689,,,"LINESTRING (36879.414000000805 406472.40900000185, 50287.45699999854 395216.85599999875)"
vlieglijnen_oschelde_2013.45,L0047_ruw,2013-04-08T00:00:00,17099.3813168,,,"LINESTRING (36541.55600000173 406088.85599999875, 49646.528999999166 395104.8429999985)"
vlieglijnen_oschelde_2013.46,L0048_ruw,2013-04-08T00:00:00,7559.78291636,,,"LINESTRING (36241.43400000036 405727.3759999983, 41980.8909999989 400807.1160000004)"
vlieglijnen_oschelde_2013.47,L0049_ruw,2013-04-08T00:00:00,8062.83525898,,,"LINESTRING (35499.414000000805 405673.6400000006, 41676.78799999878 400492.0020000003)"
vlieglijnen_oschelde_2013.48,L0050_ruw,2013-04-08T00:00:00,7950.68238024,,,"LINESTRING (35240.699999999255 405231.8660000004, 41324.30200000107 400112.96599999815)"
vlieglijnen_oschelde_2013.49,L0051_ruw,2013-04-08T00:00:00,5848.36578549,,,"LINESTRING (36318.017999999225 403701.5540000014, 40781.42300000042 399922.48099999875)"
vlieglijnen_oschelde_2013.50,L0052_ruw,2013-04-08T00:00:00,5500.82329801,,,"LINESTRING (36102.109999999404 403191.7890000008, 40322.00600000098 399663.1160000004)"
vlieglijnen_oschelde_2013.51,L0053_ruw,2013-04-08T00:00:00,4920.81955672,,,"LINESTRING (35842.243000000715 402814.4079999998, 39568.33199999854 399600.26199999824)"
vlieglijnen_oschelde_2013.52,L0054_ruw,2013-04-08T00:00:00,4979.35039173,,,"LINESTRING (35504.87200000137 402406.38500000164, 39290.20699999854 399171.39499999955)"
vlieglijnen_oschelde_2013.53,L0026_ruw,2013-04-08T00:00:00,39385.0283943,,,"LINESTRING (44250.80600000173 413346.97399999946, 74425.80299999937 388035.90900000185)"
