FID,strooknaam,vliegdatum,shape_leng,se_anno_cad_data,gdb_geomattr_data,shape
vlieglijnen_oschelde_2013.1,L0004_ruw,2013-03-05T00:00:00,6525.57413688,,,"LINESTRING (64731.16800000146 409632.26999999955, 70975.75400000066 411526.54399999976)"
vlieglijnen_oschelde_2013.2,L0005_ruw,2013-03-05T00:00:00,6066.03549439,,,"LINESTRING (64812.45300000161 409128.15100000054, 70625.32899999991 410862.2960000001)"
vlieglijnen_oschelde_2013.3,L0006_ruw,2013-03-05T00:00:00,6077.53120293,,,"LINESTRING (64974.74700000137 408603.1279999986, 70768.49399999902 410438.5780000016)"
vlieglijnen_oschelde_2013.4,L0007_ruw,2013-03-05T00:00:00,6644.81250951,,,"LINESTRING (65052.10099999979 408128.46599999815, 71410.7899999991 410057.3530000001)"
vlieglijnen_oschelde_2013.5,L0008_ruw,2013-03-05T00:00:00,7044.2477295,,,"LINESTRING (64839.47700000182 407590.32499999925, 71587.41899999976 409611.8839999996)"
vlieglijnen_oschelde_2013.6,L0009_ruw,2013-03-05T00:00:00,8587.41428054,,,"LINESTRING (63931.3209999986 406771.34800000116, 72157.51900000125 409235.7650000006)"
vlieglijnen_oschelde_2013.7,L0010_ruw,2013-03-05T00:00:00,16064.8295107,,,"LINESTRING (56954.97899999842 404175.2670000009, 72340.52499999851 408797.35599999875)"
vlieglijnen_oschelde_2013.8,L0011_ruw,2013-03-05T00:00:00,14675.9522908,,,"LINESTRING (57496.971000000834 403790.3920000009, 71549.1240000017 408023.65900000185)"
vlieglijnen_oschelde_2013.9,L0012_ruw,2013-03-05T00:00:00,15057.2461317,,,"LINESTRING (57717.45199999958 403371.7809999995, 72144.2349999994 407683.23000000045)"
vlieglijnen_oschelde_2013.10,L0013_ruw,2013-03-05T00:00:00,15131.2945575,,,"LINESTRING (58313.66299999878 402991.59800000116, 72800.12999999896 407361.76399999857)"
vlieglijnen_oschelde_2013.11,L0014_ruw,2013-03-05T00:00:00,15067.0703428,,,"LINESTRING (58485.90500000119 402533.4820000008, 72910.88399999961 406885.1000000015)"
vlieglijnen_oschelde_2013.12,L0015_ruw,2013-03-05T00:00:00,14616.1224301,,,"LINESTRING (59034.71200000122 402164.11300000176, 73021.46999999881 406406.94999999925)"
vlieglijnen_oschelde_2013.13,L0016_ruw,2013-04-02T00:00:00,13840.608529,,,"LINESTRING (59835.18699999899 401885.6799999997, 73085.97100000083 405883.07499999925)"
vlieglijnen_oschelde_2013.14,L0017_ruw,2013-04-02T00:00:00,11425.703728,,,"LINESTRING (59892.335000000894 401401.20600000024, 70836.17599999905 404684.3530000001)"
vlieglijnen_oschelde_2013.15,L0018_ruw,2013-04-02T00:00:00,6023.93137037,,,"LINESTRING (65509.289000000805 402559.7509999983, 71273.83199999854 404308.4059999995)"
vlieglijnen_oschelde_2013.16,L0019_ruw,2013-04-02T00:00:00,6415.15450613,,,"LINESTRING (65761.08999999985 402121.1730000004, 71908.5150000006 403955.1240000017)"
vlieglijnen_oschelde_2013.17,L0020_ruw,2013-04-02T00:00:00,5856.0736434,,,"LINESTRING (66284.00400000066 401744.81599999964, 71895.68100000173 403418.936999999)"
vlieglijnen_oschelde_2013.18,L0022_ruw,2013-04-02T00:00:00,4377.54083025,,,"LINESTRING (66861.89999999851 400901.94900000095, 71050.9450000003 402172.68200000003)"
vlieglijnen_oschelde_2013.19,L0003_ruw,2013-03-05T00:00:00,6061.15739689,,,"LINESTRING (64987.30200000107 410208.6020000018, 70787.46799999848 411968.063000001)"
vlieglijnen_oschelde_2013.20,L0021_ruw,2013-04-02T00:00:00,4986.06681638,,,"LINESTRING (66652.57400000095 401328.87900000066, 71428.90900000185 402759.7809999995)"
vlieglijnen_oschelde_2013.21,L0023_ruw,2013-04-02T00:00:00,34088.7171846,,,"LINESTRING (45793.19099999964 414040.5540000014, 71876.76099999994 392093.1629999988)"
vlieglijnen_oschelde_2013.22,L0024_ruw,2013-04-02T00:00:00,38472.03073,,,"LINESTRING (45270.65599999949 413796.4470000006, 74705.22599999979 389023.4120000005)"
vlieglijnen_oschelde_2013.23,L0025_2_ruw,2013-04-03T00:00:00,39023.2133055,,,"LINESTRING (44715.64799999818 413597.5560000017, 74613.43800000101 388519.01300000027)"
vlieglijnen_oschelde_2013.24,L0027_ruw,2013-04-03T00:00:00,39923.8270818,,,"LINESTRING (43803.585000000894 413050.9070000015, 74371.69700000063 387370.1259999983)"
vlieglijnen_oschelde_2013.25,L0028_ruw,2013-04-03T00:00:00,40990.7631434,,,"LINESTRING (43428.23800000176 412736.38699999824, 74813.26099999994 386369.3049999997)"
vlieglijnen_oschelde_2013.26,L0029_ruw,2013-04-03T00:00:00,41533.627575,,,"LINESTRING (42895.06300000101 412500.48099999875, 74716.21700000018 385808.6030000001)"
