Ministerie;Handelsnaam;4000 - Diensten en middelen overig;4110 - Consumptieve diensten;4120 - Risicobeheersen;4130 - Schoonmaak;4210 - Post-, koeriers- en transportdiensten;4310 - Documentmanagement, Documentontwikkeling en -verwerking;4410 - Afvalzorgmanagement;4510 - Inrichting van gebouwen;4610 - Benodigdheden en hulpmiddelen;4710 - Bankdiensten;Eindtotaal
BZK;Havengebouw Amsterdam B.V.;;1;;;;;;;;;1
BZK;hdb-tekst;;;;;;1;;;;;1
BZK;Health2Work B.V.;;;;;;;;1;1;;1
BZK;Heering Office;;;;;;;;;1;;1
BZK;Heijmans Utiliteit;;;;;;;;1;;;1
BZK;Helder Graveertechniek en Naamplaat-Ind. B.V.;;;;;;;;;1;;1
BZK;Helicon Conservation Support B.V.;;;1;;;1;;;;;1
BZK;Hennekes Special Seating B.V.;;;;;;;;1;;;1
BZK;Henri Culinair;;1;;;;;;;;;1
BZK;Heringa Van Kalsbeek;;;;;;;;1;;;1
BZK;Het Bakkertje;;1;;;;;;;;;1
BZK;Het Coachhuis B.V.;;1;;;;;;;;;1
BZK;Het Gegeven Paard B.V.;;1;;;;;;;;;1
BZK;Het Kookplein;;1;;;;;;;;;1
BZK;Het Pleidooi;;1;;;;;;;;;1
BZK;Het Scheepvaartmuseum Enterprise B.V.;;1;;;;;;;;;1
BZK;Het Stempel No. 539 B.V.;;;;;;;;;1;;1
BZK;Het Tiende Huis;;1;;;;;;;;;1
BZK;Heuvelpoort Hotel B.V.;;1;;;;;;;;;1
BZK;High Five Health Promotion B.V.;;;;;;;;;1;;1
BZK;High Security International B.V.;;;;;;;;;1;;1
BZK;Hoekman Houtindustrie Rijssen B.V.;;;;;;1;;;;;1
BZK;Holding Beheermaatschappij Ropeni B.V.;;1;;;;;;;;;1
BZK;Holland Tour Guides B.V.;;1;;;;;;;;;1
BZK;Hollandse Hoogte B.V.;;;;;;1;;;;;1
BZK;Hot.expl.mij. Jaarbeurspln. Utrecht B.V.;;1;;;;;;;;;1
BZK;Hotel Groningen-Hoogkerk B.V.;;1;;;;;;;;;1
BZK;Hotel Mozaic Den Haag;;1;;;;;;;;;1
BZK;Hotel, Café-Restaurant Lion d'Or B.V.;;1;;;;;;;;;1
BZK;Hotel-Café-Restaurant De Gouden Leeuw;;1;;;;;;;;;1
BZK;Hotel-Café-Restaurant Haarhuis;;1;;;;;;;;;1
BZK;House of Lords B.V.;;1;;;;;;;;;1
BZK;Huis ten Haghe;;1;;;;;;;;;1
BZK;Humphrey's Utrecht B.V.;;1;;;;;;;;;1
BZK;Igluu B.V.;;1;;;;;;;;;1
BZK;Igo-Post B.V.;;;;;;;;;1;;1
BZK;In de Steigers B.V.;;1;;;;;;;;;1
BZK;INBC Verhuur B.V.;;1;;;;;;;;;1
BZK;Incassobureau Plaggemars;;;;;;1;;;;;1
BZK;Indisch Restaurant Garoeda;;1;;;;;;;;;1
BZK;Informatique;;;;;;;;;1;;1
BZK;Initial B.V.;;;;;;;;1;;;1
BZK;Innovero Software Solutions B.V.;;;;;;1;;1;;;1
BZK;Inspectie van het Onderwijs;;1;;;;;;;;;1
BZK;Instock Amsterdam;;1;;;;;;;;;1
BZK;Interfinish B.V.;;;;;;;;1;;;1
BZK;International Trade Organisation B.V.;;;;;;;;;1;;1
BZK;Interoffice Kantoorinrichting B.V.;;1;;;;;;;1;;1
BZK;Interval B.V.;;;1;;;;;;;;1
BZK;Intimus International Netherlands B.V.;;;;;;;;;1;;1
BZK;ISS Integrated Facility Services B.V.;;1;;;;;;;;;1
BZK;Janoq B.V.;;1;;;;;;;;;1
BZK;Japans restaurant Sumo Den Haag B.V.;;1;;;;;;;;;1
BZK;Jeroen Wand;;;;;;;;1;;;1
BZK;Jiu-Jiu B.V.;;1;;;;;;;;;1
BZK;JoJotours B.V.;;;;;1;;;;;;1
BZK;Jong Europe B.V.;;;;;1;;;;1;;1
BZK;Joppe Put Photography & Film;;;;;;;;1;;;1
BZK;Josje Deekens Fotografie;;;;;;1;;;;;1
BZK;Karel de Grote Horeca B.V.;;;;;;;;;1;;1
BZK;Knapp Fotografie;;;;;;;;1;;;1
BZK;Koenen Intern Transport B.V.;;;;;;;;1;;;1
BZK;Koetshuis de Burcht;;1;;;;;;;;;1
BZK;Koning & Hartman B.V.;;;1;;;;;;;;1
BZK;Koninklijke Fabrieken Posthumus B.V.;;;;;;;;;1;;1
BZK;Koninklijke PostNL B.V.;;;;;1;;;;;;1
BZK;Korte Poten 1-3 B.V.;;1;;;;;;;;;1
BZK;Kortmann Art Packers & Shippers B.V.;;;;;1;;;;;;1
BZK;Koster ICT Telecom;;;;;;;;1;;;1
BZK;Krancher2 t.h.o.d.n. iQ Coaches Den Haag West;;1;;;;;;;;;1
BZK;Kuijsten BeroepsKleding;;;;;;;;;1;;1
BZK;Kumpulan ReÃ¼nie- en Congrescentrum;;1;;;;;;;;;1
BZK;L en S;;;;;;;;;1;;1
BZK;Landgoed de Horst;;1;;;;;;;;;1
BZK;LDC Repro;;;;;;1;;;;;1
BZK;LEEF Tapas B.V.;;1;;;;;;;;;1
BZK;Leen Bakker Nederland B.V.;;;;;;;;1;;;1
BZK;LeFay Magic;;1;;;;;;;;;1
BZK;Lexima Reinecker Vision B.V.;;;;;;1;;;;;1
BZK;Liefhertje;;;;;;;;1;;;1
BZK;Linnenatwork B.V.;;;;;;;;;1;;1
BZK;Livit Orthopedie;;;;;;;;;1;;1
BZK;LOF catering;;1;;;;;;;;;1
BZK;logistiekconcurrent.nl;;;;;;;;;1;;1
BZK;Lyreco;;;;;;;;;1;;1
BZK;M&R Micro-Imaging;;;;;;1;;;;;1
BZK;Masco Kantoor Installaties B.V.;;;;;;;;;1;;1
BZK;Maters & Hermsen Opleidingen B.V.;;;;;;1;;;;;1
BZK;Maxilia B.V.;;;;;;1;;;1;;1
BZK;Media Markt Rijswijk B.V.;;;;;;;;;1;;1
BZK;Meeting Plaza Utrecht B.V.;;1;;;;;;;;;1
BZK;Melitta Professional Coff. Sol. Benelux B.V.;;1;;;;;;;;;1
BZK;Mercure Den Haag Central;;;1;;;;;;;;1
BZK;Metalet B.V.;;;;;;;;;1;;1
BZK;Mettler-Toledo B.V.;;;;;1;;;;;;1
BZK;Millers;;1;;;;;;;;;1
BZK;Ministerie van Financiën;;1;;;;;;;;;1
BZK;Moesman's Antieke/Oude/Nwe. Stijl Meubelmak.;;;;;;;;1;;;1
BZK;Motus B.V.;;1;;;;;;;;;1
BZK;Museum Rotterdam;;;;;;;;1;;;1
BZK;MyXLshop NL;;;;;;;;;1;;1
BZK;Navacqs Seal Suppliers B.V.;;;;;;;;;1;;1
BZK;NDR B.V.;;;;;;;;1;;;1
BZK;Nederl. techn. veren. voor inst. in geb. TVVL;;;;;;;;1;;;1
BZK;Nederlandse Stichting voor Verlichtingskunde;;;;;;1;;;;;1
BZK;Neuland Nederland;;;;;;;;;1;;1
BZK;NH Den Haag;;1;;;;;;;;;1
BZK;Nijmegen Vastgoed Combinatie B.V.;;1;;;;;;;;;1
BZK;Ninki B.V.;;1;;;;;;;;;1
BZK;Norisk Keymanagement B.V.;;;1;;;;;;;;1
BZK;NRC Handelsblad Weekeditie voor buitenland;;;;;;1;;;;;1
BZK;NSD International NL B.V.;;;;;;;;;1;;1
BZK;NWC Events B.V.;;;;;;;;;1;;1
BZK;Office Depot International;;1;;;;;;;1;;1
BZK;OFM B.V.;;;;;;;;;1;;1
BZK;Oker B.V.;;1;;;;;;;;;1
BZK;Onlinestempels.nl;;;;;;;;;1;;1
BZK;Op z'n Hollands;;1;;;;;;;;;1
BZK;Opmeer papier pixels projecten;;;;;;1;;;;;1
BZK;Optima Forma B.V.;;;;;;;;1;;;1
BZK;Oscars Restaurant;;1;;;;;;;;;1
BZK;Ottenhome B.V.;;;;;;;;;1;;1
BZK;Oudaen B.V.;;1;;;;;;;;;1
BZK;Paagman Den Haag B.V.;;;;;;;;;1;;1
BZK;Pactechno;;;;;;;1;;;;1
BZK;Palace Hotel Holland B.V.;;1;;;;;;;;;1
BZK;Papyrus B.V.;;;;;;;;;1;;1
BZK;Park Plaza Utrecht;;1;;;;;;;;;1
BZK;Partners in Cultuur en Beleving B.V.;;1;;;;;;;;;1
BZK;PBLQ B.V.;;;;;;1;;;;;1
BZK;PEBE Beheer Soest B.V.;;;;;;;;;1;;1
BZK;PhotoLogiX;;;;;;;;1;;;1
BZK;Pinkcube B.V.;;;;;;1;;;;;1
BZK;Plein 9 A B.V.;;1;;;;;;;;;1
BZK;PM-groenwerk;;;;1;;;;;;;1
BZK;PostNL Marketing en Sales;;;;;1;;;;;;1
BZK;PPT Solutions B.V.;;;;;;1;;;;;1
BZK;Printabout B.V.;;;;;;;;;1;;1
BZK;PRINTRS B.V.;;;;;;;;;1;;1
BZK;Prixos B.V.;;;;;;;;;1;;1
BZK;Prominent Inn/De Blauwe Gans B.V.;;1;;;;;;;;;1
BZK;Propertynl B.V.;;;;;;1;;;;;1
BZK;Provada B.V.;;1;;;;;;;;;1
BZK;Quignon Utrecht B.V.;;1;;;;;;;;;1
BZK;Rack Inspecs;;;;;;;;1;;;1
BZK;Rajapack Benelux;;;;;;;;;1;;1
BZK;Ravage B.V.;;;;;;;;;1;;1
BZK;REACon B.V.;;;;;;;;1;;;1
BZK;Reclameland BV;;;;;;;;;1;;1
BZK;Reclamestudio Guthschmidt B.V.;;;;;;;;1;;;1
BZK;Regeldat;;1;;;;;;;;;1
BZK;Regus;;1;;;;;;;;;1
BZK;Reisswolf Randstad I B.V.;;;;;;;1;;;;1
BZK;Remlicht;;;;;;1;;;;;1
BZK;Rentokil pest control;;;;;;;;1;;;1
BZK;Restaurant Christian;;1;;;;;;;;;1
BZK;Restaurant ML B.V.;;1;;;;;;;;;1
BZK;Restaurant Olijf, Tapas & Drinks;;1;;;;;;;;;1
BZK;Restaurant Wilhelminapark B.V.;;1;;;;;;;;;1
BZK;Ria van Krieken;;;;;;;;1;;;1
BZK;Ristorante Tanta Roba B.V.;;1;;;;;;;;;1
BZK;Ristorante Trattoria Impero Romano;;1;;;;;;;;;1
BZK;ROHDE & GRAHL B.V.;;;;;;;;;1;;1
BZK;Roossien Hoogwerktechniek;;;;;;;;1;;;1
BZK;RRS Nederland B.V.;;;;1;;;;;;;1
BZK;Ruys Handelsvereniging B.V.;;;;;1;;;;;;1
BZK;S.D.O. Schoonmaakdienstverlening;;;;1;;;;;;;1
BZK;SAIT B.V.;;;1;;;;;;;;1
BZK;Saladerie Excellent;;1;;;;;;;;;1
BZK;SAM International;;;;;;;;;1;;1
BZK;Sander Wassink;;;;;;;;1;;;1
BZK;Saver N.V.;;;;1;;;;;;;1
BZK;Schoonmaakbedrijf Exclusive;;;;1;;;;;;;1
BZK;Screenhouse B.V.;;;;;;;;;1;;1
BZK;Scrumartikelen;;;;;;;;;1;;1
BZK;Scrumartikelen.nl;;;;;;;;;1;;1
BZK;Sdu Uitgevers B.V.;;;;;;1;;;;;1
BZK;Seceurtronics Nederland B.V.;;;;;;;;;1;;1
BZK;Securitech Detection & Verification B.V.;;;;1;;;;;;;1
BZK;Security Monitoring Centre;;;1;;;;;;;;1
BZK;Sensz B.V.;;1;;;;;;;;;1
BZK;Shiraz Office Furniture B.V.;;;;;;;;1;;;1
BZK;Shop Depot;;;;;;;;;1;;1
BZK;Shop4 Webwinkels Holding B.V.;;;;;;;;;1;;1
BZK;Slagerij Henk Deuling;;1;;;;;;;;;1
BZK;Sligro B.V.;;;;;;;;;1;;1
BZK;SMC;;;1;;;;;;;;1
BZK;SMELT Europe;;;1;;;;;;;;1
BZK;Snelpas Business Service B.V.;;;;;;;;;1;;1
BZK;Snijders Beheer B.V.;;;;;;;;;1;;1
BZK;Social Impact Factory Utrecht B.V.;;1;;;;;;;;;1
BZK;Sodexo;;1;;;;;;;;;1
BZK;Soesbeek B.V.;;;;;;1;;;;;1
BZK;SoloProtect B.V.;;;1;;;;;;;;1
BZK;Southern Cross;;1;;;;;;;;;1
BZK;Spaces Rode Olifant B.V.;;1;;;;;;;;;1
BZK;SPG Netherlands B.V.;;;;;1;;;;;;1
BZK;Spigraph Netherlands B.V.;;;;;;;;;1;;1
BZK;Stadsvilla Sonsbeek B.V.;;1;;;;;;;;;1
BZK;Stas Picture Hanging Systems B.V.;;;;;;;;;1;;1
BZK;StefanWijers.nl;;1;;;;;;;;;1
BZK;Stg. Centr. voor Arbeidsverhoud. Overh.pers.;;1;;;;;;;;;1
BZK;Stg. Recreatiecomplex Nieuwe Haven Witte Raaf;;1;;;;;;;;;1
BZK;Stichting Beheer Derdengelden Recht Direct;;;;;;;;;;1;1
BZK;Stichting Christus Triumfatorkerk;;1;;;;;;;;;1
BZK;Stichting Humanity House;;1;;;;;;;;;1
BZK;Stichting Ipse de Bruggen;;1;;;;;;;;;1
BZK;Stichting Kunstuitleen Utrecht;;;;;;;;1;;;1
BZK;Stichting Literair Theater Branoul;;1;;;;;;;;;1
BZK;Stichting Museum voor Communicatie;;1;;;;;;;;;1
BZK;Stichting Natuurmuseum Brabant;;1;;;;;;;;;1
BZK;Stichting Nederlands Fotomuseum;;;;;;;;1;;;1
BZK;Stichting Plint;;;;;;;;1;;;1
BZK;Stichting Reprorecht;;;;;;1;;;;;1
BZK;Stichting Royal Run;;;;;;;;;1;;1
BZK;Stokerkade cultuurhistorische uitgeverij;;;;;;;;;1;;1
BZK;Stoutenbourg B.V.;;;;;;;;;;1;1
BZK;Strandexploitatie 57 B.V.;;1;;;;;;;;;1
BZK;Studio Hans Wilschut;;;;;;;;1;;;1
BZK;studio PENCL;;;;;;1;;;;;1
BZK;Studio Volta B.V.;;;;;;;;;1;;1
BZK;Stultiens Group V.O.F.;;;;;;;;;1;;1
BZK;Suit Supply;;;;;;;;;1;;1
BZK;Sunshine Yoga;;1;;;;;;;;;1
BZK;Tahné B.V.;;;;;;;;1;;;1
BZK;Tapwacht Service B.V.;;1;;;;;;;;;1
BZK;Taveerne Tivoli;;;;;;;;;1;;1
BZK;Technisch Bureau Magema B.V.;;;;;;;;;1;;1
BZK;Techno Security Systems TSS;;;;;;;;1;;;1
BZK;TechnoPager;;;;;;;;;1;;1
BZK;Telekom Deutschland GmbH;;;;;;;;1;;;1
BZK;Testo B.V.;;;;;;;;;1;;1
BZK;The Suri Taste;;1;;;;;;;;;1
BZK;Things To Make And Do B.V.;;;;;;;;1;;;1
BZK;thyssenkrupp Home Solutions N.V.;;;;;;;;1;;;1
BZK;TIBN Technisch Beheer & Onderhoud B.V.;;1;;;;;;;;;1
BZK;Tikkie Anders;;;;;;;;1;;;1
BZK;Tilkema Horeca B.V.;;1;;;;;;;;;1
BZK;Toolmax;;;;;;;;1;1;;1
BZK;Transposafe;;;;;1;;;;;;1
BZK;Transposafe Systems;;;1;;;;;;1;;1
BZK;Trigion Alarmcentrale B.V.;;;1;;;;;;;;1
BZK;Triple E International B.V.;;;;;;;;1;;;1
BZK;Tryntsje Nauta;;;;;;;;1;;;1
BZK;Tyco Fire and Security Nederland B.V.;;;1;;;;;;;;1
BZK;U2pi B.V.;;;;;;1;;;;;1
BZK;Uitgeverij Paris B.V.;;;;;;;;;1;;1
BZK;Unity B.V.;;1;;;;;;;;;1
BZK;UPS;;;;;1;;;;;;1
BZK;Upstream Gallery;;;;;;;;1;;;1
BZK;V.O.F. Borggreve/Wolfs;;;;;;;;1;;;1
BZK;Vakmedianet BouwCommunities B.V.;;;;;;1;;;;;1
BZK;Van Boxtel ID;;;;;;;;1;;;1
BZK;Van der Plas Meubel en Projekt B.V.;;;;;;;;1;;;1
BZK;Van der Spek Heftrucks B.V.;;;;;;;;;1;;1
BZK;Van der Valk Hotel Den Haag B.V.;;1;;;;;;;;;1
BZK;Van der Veen Kantoor- & Spec.meubil. B.V.;;;;;;;;1;;;1
BZK;Van Dijk Zakelijk B.V.;;;;;;;;;1;;1
BZK;Van Maarseveen Bedrijfskleding & Producten;;;;;;;;;1;;1
BZK;Van Nieuwkoop;;;;;;;;1;;;1
BZK;Van Stockum, Belinfante & Coebergh B.V.;;;;;;;;;1;;1
BZK;Van Uffelen Mode B.V.;;;;;;;;;1;;1
BZK;Vastgoed Adviseurs Online B.V.;;;;;;1;;;;;1
BZK;V'Business B.V.;;1;;;;;;;;;1
BZK;VCK Travel B.V.;;1;;;;;;;;;1
BZK;VD Most Bouw;;;;;;;;;1;;1
BZK;Veluvia;;;;;;;;;1;;1
BZK;Venéco Automatisering, Telecomm./Beveil. B.V.;;;1;;;;;;;;1
BZK;Venditoris B.V.;;;;;;;;;1;;1
BZK;Vereniging van Registercontrollers;;1;;;;;;;;;1
BZK;Vergader- en Congrescentrum De Schakel;;1;;;;;;;;;1
BZK;Vergadercentrum Vredenburg;;1;;;;;;;;;1
BZK;Verhuurbedrijf Zuid-Holland B.V.;;1;;;;;;;;;1
BZK;Verhuurwinkel.nl B.V.;;;;;;;;1;;;1
BZK;Vermaat Bedrijfshoreca B.V.;;1;;;;;;;;;1
BZK;Vermaat Leisure B.V.;;1;;;;;;;;;1
BZK;Viking Direct;;;;;;;;;1;;1
BZK;Villa Jongerius;;1;;;;;;;;;1
BZK;VindiQ Office B.V.;;;;;;;;;1;;1
BZK;Vitamine en Zo;;;;;;;;;1;;1
BZK;Vitens N.V.;;1;;;;;;;;;1
BZK;Vivaldi;;1;;;;;;;;;1
BZK;Vreeberg B.V.;;;;;;;;;1;;1
BZK;Vrijetijdsbesteding, thuishulp en vormingsactiviteiten Stichting;;1;;;;;;;;;1
BZK;Wagenhof Vastgoed Beheer B.V.;;1;;;;;;;;;1
BZK;Watercompany B.V.;;1;;;;;;;;;1
BZK;WE CANTEEN B.V.;;1;;;;;;;;;1
BZK;Webo Promotion B.V.;;;;;;;;;1;;1
BZK;Werkman Den Haag B.V.;;;;;;;;;1;;1
BZK;Whitestones;;;;;;;;;1;;1
BZK;Wilcovak B.V.;;;;;;;;1;;;1
BZK;WMF Nederland B.V.;;1;;;;;;;;;1
BZK;Worktrainer B.V.;;;;;;;;;1;;1
BZK;Your Style;;;;;;;;;1;;1
BZK;zaak.acht;;1;;;;;;;;;1
BZK;Zemaro B.V.;;1;;;;;;;;;1
BZK;Ziggo B.V.;;;;;;;;1;;;1
DEF;September;;;;;;;;1;;;1
DEF;!pet handel B.V.;1;;;;;;;;;;1
DEF;013music;1;;;;;;;;;;1
DEF;123Accu B.V.;1;;;;;;;;1;;1
DEF;123disposables.com B.V.;1;;;;;;;;;;1
DEF;123magazijninrichting.nl B.V.;1;;;;;;;;;;1
DEF;2 Beren;;1;;;;;;;;;1
DEF;2Cheap B.V.;;;;;;;;;1;;1
DEF;2Hills Ecommerce;1;;;;;;;;;;1
DEF;4Divers Veenendaal;1;;;;;;;;;1;1
DEF;4Ustore;;;1;;;;;;;;1
DEF;5hart-IT Opleidingen B.V.;1;;;;;;;;;;1
DEF;720 Training Events;1;;;;;;;;;;1
DEF;A&R Groep B.V.;1;;;;;;;;;;1
DEF;A. Dovens Meubelen B.V.;1;;;;;;;;;;1
DEF;A. Nobel en Zn. Bunkerservice B.V.;;;;;;;;;;1;1
DEF;A.A.H. Alligator B.V.;;;;;;;;;;1;1
DEF;A1-City B.V.;;1;;;;;;;;;1
DEF;aadesign;;;;;;;;1;;;1
DEF;AA-Equipment Launch Tech Benelux B.V.;1;;;;;;;;;;1
DEF;Aann.-/Wegenbouwbedrijf H.S. Hendrikse/Zn. BV;1;;;;;;;;;;1
DEF;Aannemers- en Verhuurbedrijf H. van Meekeren;1;;;;;;;;;;1
DEF;Aannemingsbedrijf Tatenhove B.V.;1;;;;;;1;;;;1
DEF;AA-Pro;1;;;;;;;;;;1
DEF;Aata International B.V.;;;;;;;;;1;;1
DEF;abcfinance B.V.;;;;;;;;;;1;1
DEF;ABN AMRO Bank;1;;;;;;;;;;1
DEF;ABN AMRO Bank N.V.;1;;;;;;;;;;1
DEF;Aboma;1;;;;;;;;;;1
DEF;Academy Payroll Professionals;1;;;;;;;;;;1
DEF;ACCO Brands Benelux B.V.;1;;;;;;;;1;;1
DEF;Accor Hospitality Nederland N.V.;1;;;;;;;;;;1
DEF;Accountor Nederland B.V.;;;;;;;;;;1;1
DEF;Acin Instrumenten B.V.;;;1;;;;;;1;1;1
DEF;ACTA Dental Education B.V.;1;;;;;;;;;;1
DEF;Active Service;;;;;;;;;;1;1
DEF;Actra Amersfoort B.V.;;;;;;;;;;1;1
DEF;Adama Business Kleding;1;;;;;;;;;;1
DEF;Adasat West;1;;;;;;;;;;1
DEF;Add-Mission B.V.;;;;;;;;;1;;1
DEF;Adelborstenvereniging;1;;;;;;;;;;1
DEF;Adesign;1;;;;;;;;;;1
DEF;Adfo Groep B.V.;1;;;;;;;;1;;1
DEF;ADO Hospitality & Events B.V.;1;;;;;;;;;;1
DEF;Adola B.V.;1;;;;;;;;1;;1
DEF;ADS Propulsion B.V.;;;;;;;;;;1;1
DEF;ADS-Expo B.V.;1;;;;;;;;;;1
DEF;ADT International B.V.;1;;;;;;;;;;1
DEF;Advance Leadership Development B.V.;1;;;;;;;;;;1
DEF;Adventure and Thrill;;1;;;;;;;;;1
DEF;AEDsupermarkt.nl B.V.;;;;;;;;;1;;1
DEF;Aero Ind. afzuig- en filterinstallaties B.V.;;;;;;;;;1;;1
DEF;Aerofilm Systems Group;;;1;;;;;;;;1
DEF;Aerotech Holland;;;;;;;;;;1;1
DEF;AG Connect B.V.;1;;;;;;;;;;1
DEF;Agenma B.V.;;;;;;;;;1;;1
DEF;Agrima II B.V.;1;1;;;;;;;;;1
DEF;Agriport Truckwash B.V.;1;;;;;;;;;;1
DEF;AGS Holland Distribution B.V.;;;;;;;;;;1;1
DEF;AGVR B.V.;;;;;;;;;;1;1
DEF;Ahoy Rotterdam N.V.;;1;;;;;;;;;1
DEF;Ahrend Nederland B.V.;;;;;;;;1;;;1
DEF;AIM Nederland B.V.;1;;;;;;;;;;1
DEF;Air Group B.V.;1;;;;;;;;;;1
DEF;Air Liquide B.V.;1;;;;;;;;;;1
DEF;Air Products Nederland B.V.;1;;;;;;;;1;;1
DEF;Air-Comms;1;;;;;;;;;;1
DEF;Albersen Verhuur B.V.;1;;;;;;;;;;1
DEF;Albrecht Bender GMbH U.Co;;;;;;;;1;;;1
DEF;Alert Teleservices B.V.;1;;;;;;;;;;1
DEF;Alfa Commercial Finance;1;;;;;;;;;;1
DEF;Alhra Glas B.V.;1;;;;;;;;;;1
DEF;All In Verhuur B.V.;1;1;;;;;;;;;1
DEF;All Music Publishing B.V.;1;;;;;;;;;;1
DEF;Alle Ophangsystemen;;;;;;;;1;;;1
DEF;Allgifts.nl B.V.;1;;;;;;;;;;1
DEF;Almeva B.V.;1;;;;;;;;;;1
DEF;Altec Industriële Identificatie;1;;;;;;;1;1;;1
DEF;Alternate Computerversand Nederland;1;;;;;;;1;;;1
DEF;Alternatief;1;;;;;;;;;;1
DEF;Altrex B.V.;1;;;;;;;;;;1
DEF;Alup Grassair Kompressoren B.V.;1;;;;;;;;1;;1
DEF;AM Music Distribution & Publishing;1;;;;;;;;;;1
DEF;A-Mac B.V.;1;;;;;;;;;;1
DEF;Amazing Bread Company B.V.;;1;;;;;;;;;1
DEF;Amazing Flowers;;1;;;;;;;;;1
DEF;Ambius B.V.;1;;;;;;;;;;1
DEF;Amersflora;;1;;;;;;;;;1
DEF;Amersfoortsche Stadsbrouwerij De Drie Ringen;1;;;;;;;;;;1
DEF;Amigo-Produkties;;;;;;;;;1;;1
DEF;Amstel Graphics B.V.;1;;;;;;;;1;;1
DEF;Amsterdam Boats B.V.;;1;;;;;;;;;1
DEF;Amsterdamse Bloemenmarkt;;1;;;;;;;;;1
DEF;Anamet Europe B.V.;;;;;;;;;;1;1
DEF;Andeko Graphic;;;;;;;;;1;;1
DEF;Angst+Pfister B.V.;;;;;;;;;;1;1
DEF;Animo B.V.;1;;;;;;;;;;1
DEF;Anna Vastgoed Beheer B.V.;;1;;;;;;;;;1
DEF;anoniem 1005;1;;;;;;;;;;1
DEF;anoniem 101;;;;;;;;;1;;1
DEF;anoniem 1013;1;;;;;;;;;;1
DEF;anoniem 1019;1;;;;;;;;1;;1
DEF;anoniem 1023;1;1;;;;;;;;;1
DEF;anoniem 1025;1;;;;;;;;;;1
DEF;anoniem 1032;1;;;;;;;;;;1
DEF;anoniem 104;;;;;;;;;;1;1
DEF;anoniem 1042;1;;;;;;;;;;1
DEF;anoniem 1047;;;;;;;;;;1;1
DEF;anoniem 105;1;;;;;;;;;;1
DEF;anoniem 1056;1;;;;;;;;;;1
DEF;anoniem 106;1;;;;;;;;;;1
DEF;anoniem 1065;1;;;;;;;;;;1
DEF;anoniem 1067;;1;;;;;;;;;1
DEF;anoniem 107;1;;;;;;;;;;1
DEF;anoniem 1070;;;;;;;;1;;1;1
DEF;anoniem 108;1;;;;;;;;;;1
DEF;anoniem 1088;1;1;;;;;;;;;1
DEF;anoniem 109;1;;;;;;;;;;1
DEF;anoniem 1092;;;;;;;;;1;1;1
DEF;anoniem 11;;;;;;;;;;1;1
DEF;anoniem 1114;;;;;;;;;1;1;1
DEF;anoniem 112;1;;;;;;;;;;1
DEF;anoniem 1121;1;;;;;;;;;;1
DEF;anoniem 1128;1;1;;;;;;;;;1
DEF;anoniem 113;;1;;;;;;;;;1
DEF;anoniem 1131;1;;;;;;;;1;;1
DEF;anoniem 1137;1;;;;;;;;1;;1
DEF;anoniem 1147;1;;;;;;;;;;1
DEF;anoniem 1149;1;;;;;;;;;;1
DEF;anoniem 115;;;;;;;;;1;;1
DEF;anoniem 1150;;;1;;;;;;;;1
DEF;anoniem 1156;1;;;;;;;;;;1
DEF;anoniem 116;1;;;;;;;;1;;1
DEF;anoniem 1170;1;;;;;;;1;;;1
DEF;anoniem 118;;;;;;;;;1;;1
DEF;anoniem 1185;;;;;;;;;;1;1
DEF;anoniem 119;1;;;;;;;;;;1
DEF;anoniem 1193;;;;;;;;;;1;1
DEF;anoniem 1198;;1;;;;;;;;;1
DEF;anoniem 120;1;;;;;;;;;;1
DEF;anoniem 1208;;1;;;;;;;1;;1
DEF;anoniem 1209;;1;;;;;;;;;1
DEF;anoniem 1212;1;;;;;;;;;;1
DEF;anoniem 122;1;1;;;;;;;;;1
DEF;anoniem 1222;1;1;;;;;;;;;1
DEF;anoniem 1225;;;;;;;;;1;;1
DEF;anoniem 1227;;;;;;;;;1;;1
DEF;anoniem 123;;;;;;;;;1;;1
DEF;anoniem 1235;;;;;;;;;;1;1
DEF;anoniem 1237;;1;;;;;;;;;1
DEF;anoniem 1238;1;;;;;;;;;;1
DEF;anoniem 1239;;1;;1;;;;;;;1
DEF;anoniem 124;;;;;;;;;;1;1
DEF;anoniem 1241;1;;;;;;;;;;1
DEF;anoniem 1242;;;;;;;;;;1;1
DEF;anoniem 1244;1;;;;;;;;;;1
DEF;anoniem 1246;;;;;;;;;;1;1
DEF;anoniem 1247;;;;;;;;;1;;1
DEF;anoniem 1248;;;;;;;;;1;;1
DEF;anoniem 125;1;;;;;;;;;;1
DEF;anoniem 1250;1;;;;;;;;;;1
DEF;anoniem 1253;;;;;;;;;;1;1
DEF;anoniem 1255;;1;;;;;;;;;1
DEF;anoniem 1259;;;;;;;;;;1;1
DEF;anoniem 126;;;;;;;;1;1;1;1
DEF;anoniem 1261;;;;;;;;;;1;1
DEF;anoniem 1262;;1;;;;;;;;;1
DEF;anoniem 1263;1;;;;;;;;;;1
DEF;anoniem 1265;1;;;;;;;;;;1
DEF;anoniem 1268;;;;;1;;;;;;1
DEF;anoniem 1269;1;;;;;;;;;;1
DEF;anoniem 127;1;1;;;;;;;;;1
DEF;anoniem 1270;;;;;;;;;1;;1
DEF;anoniem 1272;1;;;;;;;;;;1
DEF;anoniem 1277;;;;;;;;;1;;1
