FID,ncp_blo_id,area,name,gdb_geomattr_data,shape
blokindeling_sonarreg.11,52,,C10,,"POLYGON ((55.33263900600002 5.3319580040000005, 55.33263900600002 4.998603006999986, 55.49930600599998 4.998602257000016, 55.49930600599998 5.3319580040000005, 55.33263900600002 5.3319580040000005))"
blokindeling_sonarreg.12,53,,C11,,"POLYGON ((55.33263900600002 5.665306004000001, 55.33263900600002 5.3319580040000005, 55.49930600599998 5.3319580040000005, 55.49930600599998 5.665306004000001, 55.33263900600002 5.665306004000001))"
blokindeling_sonarreg.13,54,,C12,,"POLYGON ((55.33263900600002 5.998653004000005, 55.33263900600002 5.665306004000001, 55.49930600599998 5.665306004000001, 55.49930600599998 5.998653004000005, 55.33263900600002 5.998653004000005))"
blokindeling_sonarreg.14,55,,C13,,"POLYGON ((55.16596900600001 5.3319580040000005, 55.16596900600001 4.9986037549999764, 55.33263900600002 4.998603006999986, 55.33263900600002 5.3319580040000005, 55.16596900600001 5.3319580040000005))"
blokindeling_sonarreg.15,56,,C14,,"POLYGON ((55.16596900600001 5.665306004000001, 55.16596900600001 5.3319580040000005, 55.33263900600002 5.3319580040000005, 55.33263900600002 5.665306004000001, 55.16596900600001 5.665306004000001))"
blokindeling_sonarreg.16,57,,C15,,"POLYGON ((55.16596900600001 5.998653004000005, 55.16596900600001 5.665306004000001, 55.33263900600002 5.665306004000001, 55.33263900600002 5.998653004000005, 55.16596900600001 5.998653004000005))"
blokindeling_sonarreg.17,58,,C16,,"POLYGON ((54.99930000500001 5.3319580040000005, 54.99930000500001 4.998604505000003, 55.16596900600001 4.9986037549999764, 55.16596900600001 5.3319580040000005, 54.99930000500001 5.3319580040000005))"
blokindeling_sonarreg.18,59,,C17,,"POLYGON ((54.99930000500001 5.665306004000001, 54.99930000500001 5.3319580040000005, 55.16596900600001 5.3319580040000005, 55.16596900600001 5.665306004000001, 54.99930000500001 5.665306004000001))"
blokindeling_sonarreg.19,60,,C18,,"POLYGON ((54.99930000500001 5.998653004000005, 54.99930000500001 5.665306004000001, 55.16596900600001 5.665306004000001, 55.16596900600001 5.998653004000005, 54.99930000500001 5.998653004000005))"
blokindeling_sonarreg.20,61,,D01,,"POLYGON ((54.83261400499998 1.9990000000000236, 54.99928600499999 1.9990000000000236, 54.99928600499999 2.332000000999983, 54.83261400499998 2.332000000999983, 54.83261400499998 1.9990000000000236))"
blokindeling_sonarreg.21,62,,D02,,"POLYGON ((54.83261400499998 2.332000000999983, 54.99928600499999 2.332000000999983, 54.99928600499999 2.6653060009999763, 54.83261400499998 2.6653060009999763, 54.83261400499998 2.332000000999983))"
blokindeling_sonarreg.22,63,,D03,,"POLYGON ((54.832608005 2.99854700100002, 54.83261400499998 2.6653060009999763, 54.99928600499999 2.6653060009999763, 54.99928600499999 2.9986360010000226, 54.83261400499998 2.9985470029999988, 54.832608005 2.99854700100002))"
blokindeling_sonarreg.23,64,,D04,,"POLYGON ((54.66593600499999 1.9990000000000236, 54.83261400499998 1.9990000000000236, 54.83261400499998 2.332000000999983, 54.66593600499999 2.332000000999983, 54.66593600499999 1.9990000000000236))"
blokindeling_sonarreg.24,65,,D05,,"POLYGON ((54.66593600499999 2.332000000999983, 54.83261400499998 2.332000000999983, 54.83261400499998 2.6653060009999763, 54.66593600499999 2.6653060009999763, 54.66593600499999 2.332000000999983))"
blokindeling_sonarreg.25,66,,D06,,"POLYGON ((54.832608005 2.99854700100002, 54.66593600499999 2.9985530010000048, 54.66593600499999 2.6653060009999763, 54.83261400499998 2.6653060009999763, 54.832608005 2.99854700100002))"
blokindeling_sonarreg.26,67,,D07,,"POLYGON ((54.499264004999986 1.9990000000000236, 54.66593600499999 1.9990000000000236, 54.66593600499999 2.332000000999983, 54.499264004999986 2.332000000999983, 54.499264004999986 1.9990000000000236))"
blokindeling_sonarreg.27,68,,D08,,"POLYGON ((54.499264004999986 2.332000000999983, 54.66593600499999 2.332000000999983, 54.66593600499999 2.6653060009999763, 54.499264004999986 2.6653060009999763, 54.499264004999986 2.332000000999983))"
blokindeling_sonarreg.28,69,,D09,,"POLYGON ((54.499264004999986 2.6653060009999763, 54.66593600499999 2.6653060009999763, 54.66593600499999 2.9985530010000048, 54.499264004999986 2.9985610009999846, 54.499264004999986 2.6653060009999763))"
blokindeling_sonarreg.29,70,,D10,,"POLYGON ((54.33259200499998 1.9990000000000236, 54.499264004999986 1.9990000000000236, 54.499264004999986 2.332000000999983, 54.33259200499998 2.332000000999983, 54.33259200499998 1.9990000000000236))"
blokindeling_sonarreg.30,71,,D11,,"POLYGON ((54.33259200499998 2.332000000999983, 54.499264004999986 2.332000000999983, 54.499264004999986 2.6653060009999763, 54.33259200499998 2.6653060009999763, 54.33259200499998 2.332000000999983))"
blokindeling_sonarreg.31,72,,D12,,"POLYGON ((54.499264004999986 2.9985610009999846, 54.33259200499998 2.9985670010000263, 54.33259200499998 2.6653060009999763, 54.499264004999986 2.6653060009999763, 54.499264004999986 2.9985610009999846))"
blokindeling_sonarreg.32,73,,D13,,"POLYGON ((54.16591900499998 1.9990000000000236, 54.33259200499998 1.9990000000000236, 54.33259200499998 2.332000000999983, 54.16591900499998 2.332000000999983, 54.16591900499998 1.9990000000000236))"
blokindeling_sonarreg.33,74,,D14,,"POLYGON ((54.16591900499998 2.332000000999983, 54.33259200499998 2.332000000999983, 54.33259200499998 2.6653060009999763, 54.16591900499998 2.6653060009999763, 54.16591900499998 2.332000000999983))"
blokindeling_sonarreg.34,75,,D15,,"POLYGON ((54.33259200499998 2.9985670010000263, 54.16591900499998 2.9985720010000136, 54.16591900499998 2.6653060009999763, 54.33259200499998 2.6653060009999763, 54.33259200499998 2.9985670010000263))"
blokindeling_sonarreg.35,76,,D16,,"POLYGON ((53.99924700399998 1.9990000000000236, 54.16591900499998 1.9990000000000236, 54.16591900499998 2.332000000999983, 53.99924700399998 2.332000000999983, 53.99924700399998 1.9990000000000236))"
blokindeling_sonarreg.36,77,,D17,,"POLYGON ((53.99924700399998 2.332000000999983, 54.16591900499998 2.332000000999983, 54.16591900499998 2.6653060009999763, 53.99924700399998 2.6653060009999763, 53.99924700399998 2.332000000999983))"
blokindeling_sonarreg.37,149,,H17,,"POLYGON ((53.999283004000006 6.666000000999986, 53.999283004000006 6.3320060049999825, 54.16595000500001 6.3320060049999825, 54.16595000500001 6.666000000999986, 53.999283004000006 6.666000000999986))"
blokindeling_sonarreg.38,150,,H18,,"POLYGON ((53.999283004000006 6.998999998999977, 53.999283004000006 6.666000000999986, 54.16595000500001 6.666000000999986, 54.16595000500001 6.998999998999977, 53.999283004000006 6.998999998999977))"
blokindeling_sonarreg.39,151,,J01,,"POLYGON ((53.83257500399998 1.9990000000000236, 53.99924700399998 1.9990000000000236, 53.99924700399998 2.332000000999983, 53.83257500399998 2.332000000999983, 53.83257500399998 1.9990000000000236))"
blokindeling_sonarreg.40,152,,J02,,"POLYGON ((53.83257500399998 2.332000000999983, 53.99924700399998 2.332000000999983, 53.99924700399998 2.6653060009999763, 53.83257500399998 2.6653060009999763, 53.83257500399998 2.332000000999983))"
blokindeling_sonarreg.41,153,,J03,,"POLYGON ((53.83257500399998 2.6653060009999763, 53.99924700399998 2.6653060009999763, 53.99924700399998 2.9985780009999985, 53.83257500399998 2.998583000999986, 53.83257500399998 2.6653060009999763))"
blokindeling_sonarreg.42,154,,J04,,"POLYGON ((53.665908004000016 1.9990000000000236, 53.83257500399998 1.9990000000000236, 53.83257500399998 2.332000000999983, 53.665908004000016 2.332000000999983, 53.665908004000016 1.9990000000000236))"
blokindeling_sonarreg.43,155,,J05,,"POLYGON ((53.665908004000016 2.332000000999983, 53.83257500399998 2.332000000999983, 53.83257500399998 2.6653060009999763, 53.665908004000016 2.6653060009999763, 53.665908004000016 2.332000000999983))"
blokindeling_sonarreg.44,156,,J06,,"POLYGON ((53.66590300399997 2.9985890010000276, 53.665908004000016 2.6653060009999763, 53.83257500399998 2.6653060009999763, 53.83257500399998 2.998583000999986, 53.66590300399997 2.9985890010000276))"
blokindeling_sonarreg.45,157,,J07,,"POLYGON ((53.49923600400001 1.9990000000000236, 53.665908004000016 1.9990000000000236, 53.665908004000016 2.332000000999983, 53.49923600400001 2.332000000999983, 53.49923600400001 1.9990000000000236))"
blokindeling_sonarreg.46,158,,J08,,"POLYGON ((53.49923600400001 2.332000000999983, 53.665908004000016 2.332000000999983, 53.665908004000016 2.6653060009999763, 53.49923600400001 2.6653060009999763, 53.49923600400001 2.332000000999983))"
blokindeling_sonarreg.47,159,,J09,,"POLYGON ((53.665908004000016 2.6653060009999763, 53.66590300399997 2.9985890010000276, 53.49923600400001 2.9986360010000226, 53.49923600400001 2.6653060009999763, 53.665908004000016 2.6653060009999763))"
blokindeling_sonarreg.48,160,,J10,,"POLYGON ((53.332564004000005 2.332000000999983, 53.332564004000005 1.9990000000000236, 53.49923600400001 1.9990000000000236, 53.49923600400001 2.332000000999983, 53.332564004000005 2.332000000999983))"
blokindeling_sonarreg.49,161,,J11,,"POLYGON ((53.332564004000005 2.6653060009999763, 53.332564004000005 2.332000000999983, 53.49923600400001 2.332000000999983, 53.49923600400001 2.6653060009999763, 53.332564004000005 2.6653060009999763))"
blokindeling_sonarreg.50,162,,J12,,"POLYGON ((53.332564004000005 2.6653060009999763, 53.49923600400001 2.6653060009999763, 53.49923600400001 2.9986360010000226, 53.332564004000005 2.9986360010000226, 53.332564004000005 2.6653060009999763))"
blokindeling_sonarreg.51,163,,J13,,"POLYGON ((53.165892004 2.332000000999983, 53.165892004 1.9990000000000236, 53.332564004000005 1.9990000000000236, 53.332564004000005 2.332000000999983, 53.165892004 2.332000000999983))"
blokindeling_sonarreg.52,164,,J14,,"POLYGON ((53.165892004 2.6653060009999763, 53.165892004 2.332000000999983, 53.332564004000005 2.332000000999983, 53.332564004000005 2.6653060009999763, 53.165892004 2.6653060009999763))"
blokindeling_sonarreg.53,165,,J15,,"POLYGON ((53.165892004 2.6653060009999763, 53.332564004000005 2.6653060009999763, 53.332564004000005 2.9986360010000226, 53.165892004 2.9986360010000226, 53.165892004 2.6653060009999763))"
blokindeling_sonarreg.54,166,,J16,,"POLYGON ((52.999219004 2.332000000999983, 52.999219004 1.9990000000000236, 53.165892004 1.9990000000000236, 53.165892004 2.332000000999983, 52.999219004 2.332000000999983))"
blokindeling_sonarreg.55,167,,J17,,"POLYGON ((52.999219004 2.6653060009999763, 52.999219004 2.332000000999983, 53.165892004 2.332000000999983, 53.165892004 2.6653060009999763, 52.999219004 2.6653060009999763))"
blokindeling_sonarreg.56,168,,J18,,"POLYGON ((52.999219004 2.6653060009999763, 53.165892004 2.6653060009999763, 53.165892004 2.9986360010000226, 52.999219004 2.9986360010000226, 52.999219004 2.6653060009999763))"
blokindeling_sonarreg.57,169,,K01,,"POLYGON ((53.83257500399998 2.998583000999986, 53.99924700399998 2.9985780009999985, 53.999253004000025 3.3319190020000065, 53.83258100400002 3.3319250019999913, 53.83257500399998 2.998583000999986))"
blokindeling_sonarreg.58,170,,K02,,"POLYGON ((53.83258100400002 3.3319250019999913, 53.999253004000025 3.3319190020000065, 53.99925600400002 3.6652610020000225, 53.832583004000014 3.6652670020000073, 53.83258100400002 3.3319250019999913))"
blokindeling_sonarreg.59,171,,K03,,"POLYGON ((53.832583004000014 3.6652670020000073, 53.99925600400002 3.6652610020000225, 53.999261004000005 3.9986030019999816, 53.832589004 3.998608002000026, 53.832583004000014 3.6652670020000073))"
blokindeling_sonarreg.60,172,,K04,,"POLYGON ((53.66590300399997 2.9985890010000276, 53.83257500399998 2.998583000999986, 53.83258100400002 3.3319250019999913, 53.665908004000016 3.331931001999976, 53.66590300399997 2.9985890010000276))"
blokindeling_sonarreg.61,173,,K05,,"POLYGON ((53.665908004000016 3.331931001999976, 53.83258100400002 3.3319250019999913, 53.832583004000014 3.6652670020000073, 53.66591100400001 3.6652720019999947, 53.665908004000016 3.331931001999976))"
blokindeling_sonarreg.62,174,,K06,,"POLYGON ((53.66591100400001 3.6652720019999947, 53.832583004000014 3.6652670020000073, 53.832589004 3.998608002000026, 53.66591700399999 3.9986140020000107, 53.66591100400001 3.6652720019999947))"
blokindeling_sonarreg.63,175,,K07,,"POLYGON ((53.49923600400001 3.3319360020000204, 53.49923600400001 2.9986360010000226, 53.66590300399997 2.9985890010000276, 53.665908004000016 3.331931001999976, 53.49923600400001 3.3319360020000204))"
blokindeling_sonarreg.64,176,,K08,,"POLYGON ((53.49923600400001 3.3319360020000204, 53.665908004000016 3.331931001999976, 53.66591100400001 3.6652720019999947, 53.499239004 3.6652780019999796, 53.49923600400001 3.3319360020000204))"
blokindeling_sonarreg.65,177,,K09,,"POLYGON ((53.499239004 3.6652780019999796, 53.66591100400001 3.6652720019999947, 53.66591700399999 3.9986140020000107, 53.49924400399999 3.998619001999998, 53.499239004 3.6652780019999796))"
blokindeling_sonarreg.66,178,,K10,,"POLYGON ((53.49923600400001 3.3319360020000204, 53.332564004000005 3.3319420020000052, 53.332564004000005 2.9986360010000226, 53.49923600400001 2.9986360010000226, 53.49923600400001 3.3319360020000204))"
blokindeling_sonarreg.67,179,,K11,,"POLYGON ((53.332564004000005 3.3319420020000052, 53.49923600400001 3.3319360020000204, 53.499239004 3.6652780019999796, 53.332567004 3.6652830020000238, 53.332564004000005 3.3319420020000052))"
blokindeling_sonarreg.68,180,,K12,,"POLYGON ((53.332567004 3.6652830020000238, 53.499239004 3.6652780019999796, 53.49924400399999 3.998619001999998, 53.332572003999985 3.998625001999983, 53.332567004 3.6652830020000238))"
blokindeling_sonarreg.69,181,,K13,,"POLYGON ((53.332564004000005 3.3319420020000052, 53.165892004 3.3319470019999926, 53.165892004 2.9986360010000226, 53.332564004000005 2.9986360010000226, 53.332564004000005 3.3319420020000052))"
blokindeling_sonarreg.70,182,,K14,,"POLYGON ((53.165892004 3.3319470019999926, 53.332564004000005 3.3319420020000052, 53.332567004 3.6652830020000238, 53.165894003999995 3.6652890020000086, 53.165892004 3.3319470019999926))"
blokindeling_sonarreg.71,183,,K15,,"POLYGON ((53.165894003999995 3.6652890020000086, 53.332567004 3.6652830020000238, 53.332572003999985 3.998625001999983, 53.16590000399998 3.9986280019999754, 53.165894003999995 3.6652890020000086))"
blokindeling_sonarreg.72,78,,D18,,"POLYGON ((53.99924700399998 2.6653060009999763, 54.16591900499998 2.6653060009999763, 54.16591900499998 2.9985720010000136, 53.99924700399998 2.9985780009999985, 53.99924700399998 2.6653060009999763))"
blokindeling_sonarreg.73,79,,E01,,"POLYGON ((54.99928600499999 3.3318830019999837, 54.83261400499998 3.3318890020000254, 54.832608005 2.99854700100002, 54.99928600499999 2.9986360010000226, 54.99928600499999 3.3318830019999837))"
blokindeling_sonarreg.74,80,,E02,,"POLYGON ((54.83261400499998 3.3318890020000254, 54.99928600499999 3.3318830019999837, 54.99928900499998 3.6652250019999997, 54.832617004999975 3.6652310019999845, 54.83261400499998 3.3318890020000254))"
blokindeling_sonarreg.75,81,,E03,,"POLYGON ((54.832617004999975 3.6652310019999845, 54.99928900499998 3.6652250019999997, 54.999294005000024 3.9985670020000157, 54.83262200500002 3.998572002000003, 54.832617004999975 3.6652310019999845))"
blokindeling_sonarreg.76,82,,E04,,"POLYGON ((54.66593600499999 2.9985530010000048, 54.832608005 2.99854700100002, 54.83261400499998 3.3318890020000254, 54.66594200499998 3.3318940020000127, 54.66593600499999 2.9985530010000048))"
blokindeling_sonarreg.77,83,,E05,,"POLYGON ((54.66594200499998 3.3318940020000127, 54.83261400499998 3.3318890020000254, 54.832617004999975 3.6652310019999845, 54.66594400499997 3.665236001999972, 54.66594200499998 3.3318940020000127))"
blokindeling_sonarreg.78,84,,E06,,"POLYGON ((54.66594400499997 3.665236001999972, 54.832617004999975 3.6652310019999845, 54.83262200500002 3.998572002000003, 54.66595000500001 3.998578001999988, 54.66594400499997 3.665236001999972))"
blokindeling_sonarreg.79,85,,E07,,"POLYGON ((54.499264004999986 2.9985610009999846, 54.66593600499999 2.9985530010000048, 54.66594200499998 3.3318940020000127, 54.499269004999974 3.3319000019999976, 54.499264004999986 2.9985610009999846))"
blokindeling_sonarreg.80,86,,E08,,"POLYGON ((54.499269004999974 3.3319000019999976, 54.66594200499998 3.3318940020000127, 54.66594400499997 3.665236001999972, 54.49927200500002 3.6652440020000085, 54.499269004999974 3.3319000019999976))"
blokindeling_sonarreg.81,87,,E09,,"POLYGON ((54.49927200500002 3.6652440020000085, 54.66594400499997 3.665236001999972, 54.66595000500001 3.998578001999988, 54.49927800500001 3.9985860020000246, 54.49927200500002 3.6652440020000085))"
blokindeling_sonarreg.82,88,,E10,,"POLYGON ((54.33259200499998 2.9985670010000263, 54.499264004999986 2.9985610009999846, 54.499269004999974 3.3319000019999976, 54.332597005000025 3.3319080019999774, 54.33259200499998 2.9985670010000263))"
blokindeling_sonarreg.83,89,,E11,,"POLYGON ((54.332597005000025 3.3319080019999774, 54.499269004999974 3.3319000019999976, 54.49927200500002 3.6652440020000085, 54.33260000500002 3.6652500019999934, 54.332597005000025 3.3319080019999774))"
blokindeling_sonarreg.84,90,,E12,,"POLYGON ((54.33260000500002 3.6652500019999934, 54.49927200500002 3.6652440020000085, 54.49927800500001 3.9985860020000246, 54.332606005 3.9985920020000094, 54.33260000500002 3.6652500019999934))"
blokindeling_sonarreg.85,91,,E13,,"POLYGON ((54.16591900499998 2.9985720010000136, 54.33259200499998 2.9985670010000263, 54.332597005000025 3.3319080019999774, 54.16592500500002 3.331914002000019, 54.16591900499998 2.9985720010000136))"
blokindeling_sonarreg.86,92,,E14,,"POLYGON ((54.16592500500002 3.331914002000019, 54.332597005000025 3.3319080019999774, 54.33260000500002 3.6652500019999934, 54.16592800500001 3.6652560019999783, 54.16592500500002 3.331914002000019))"
blokindeling_sonarreg.87,93,,E15,,"POLYGON ((54.16592800500001 3.6652560019999783, 54.33260000500002 3.6652500019999934, 54.332606005 3.9985920020000094, 54.165933005 3.998597001999997, 54.16592800500001 3.6652560019999783))"
blokindeling_sonarreg.88,94,,E16,,"POLYGON ((53.99924700399998 2.9985780009999985, 54.16591900499998 2.9985720010000136, 54.16592500500002 3.331914002000019, 53.999253004000025 3.3319190020000065, 53.99924700399998 2.9985780009999985))"
blokindeling_sonarreg.89,95,,E17,,"POLYGON ((53.999253004000025 3.3319190020000065, 54.16592500500002 3.331914002000019, 54.16592800500001 3.6652560019999783, 53.99925600400002 3.6652610020000225, 53.999253004000025 3.3319190020000065))"
blokindeling_sonarreg.90,96,,E18,,"POLYGON ((53.99925600400002 3.6652610020000225, 54.16592800500001 3.6652560019999783, 54.165933005 3.998597001999997, 53.999261004000005 3.9986030019999816, 53.99925600400002 3.6652610020000225))"
blokindeling_sonarreg.91,97,,F01,,"POLYGON ((54.83262200500002 3.998572002000003, 54.999294005000024 3.9985670020000157, 54.99929700500002 4.331908003000024, 54.83262500500001 4.3319140030000085, 54.83262200500002 3.998572002000003))"
blokindeling_sonarreg.92,98,,F02,,"POLYGON ((54.83262500500001 4.3319140030000085, 54.99929700500002 4.331908003000024, 54.99930000500001 4.665250002999983, 54.832628005000004 4.6652560030000245, 54.83262500500001 4.3319140030000085))"
blokindeling_sonarreg.93,99,,F03,,"POLYGON ((54.832628005000004 4.6652560030000245, 54.99930000500001 4.665250002999983, 54.999306004999994 4.998611003000008, 54.83263300499999 4.998600002999979, 54.832628005000004 4.6652560030000245))"
blokindeling_sonarreg.94,100,,F04,,"POLYGON ((54.66595000500001 3.998578001999988, 54.83262200500002 3.998572002000003, 54.83262500500001 4.3319140030000085, 54.665953005000006 4.331919002999996, 54.66595000500001 3.998578001999988))"
blokindeling_sonarreg.95,101,,F05,,"POLYGON ((54.665953005000006 4.331919002999996, 54.83262500500001 4.3319140030000085, 54.832628005000004 4.6652560030000245, 54.665956005 4.665264003000004, 54.665953005000006 4.331919002999996))"
blokindeling_sonarreg.96,102,,F06,,"POLYGON ((54.665956005 4.665264003000004, 54.832628005000004 4.6652560030000245, 54.83263300499999 4.998600002999979, 54.665961004999986 4.99860600300002, 54.665956005 4.665264003000004))"
blokindeling_sonarreg.97,103,,F07,,"POLYGON ((54.49927800500001 3.9985860020000246, 54.66595000500001 3.998578001999988, 54.665953005000006 4.331919002999996, 54.499281005 4.331928002999973, 54.49927800500001 3.9985860020000246))"
blokindeling_sonarreg.98,104,,F08,,"POLYGON ((54.499281005 4.331928002999973, 54.665953005000006 4.331919002999996, 54.665956005 4.665264003000004, 54.499283004999995 4.665269002999992, 54.499281005 4.331928002999973))"
blokindeling_sonarreg.99,105,,F09,,"POLYGON ((54.499283004999995 4.665269002999992, 54.665956005 4.665264003000004, 54.665961004999986 4.99860600300002, 54.619306005 4.998611003000008, 54.49928900499998 4.998611003000008, 54.499283004999995 4.665269002999992))"
blokindeling_sonarreg.100,106,,F10,,"POLYGON ((54.332606005 3.9985920020000094, 54.49927800500001 3.9985860020000246, 54.499281005 4.331928002999973, 54.332608005 4.331933003000017, 54.332606005 3.9985920020000094))"
blokindeling_sonarreg.101,107,,F11,,"POLYGON ((54.332608005 4.331933003000017, 54.499281005 4.331928002999973, 54.499283004999995 4.665269002999992, 54.33261100499999 4.6652750029999766, 54.332608005 4.331933003000017))"
blokindeling_sonarreg.102,108,,F12,,"POLYGON ((54.33261100499999 4.6652750029999766, 54.499283004999995 4.665269002999992, 54.49928900499998 4.998611003000008, 54.332617004999975 4.998617002999993, 54.33261100499999 4.6652750029999766))"
blokindeling_sonarreg.103,109,,F13,,"POLYGON ((54.165933005 3.998597001999997, 54.332606005 3.9985920020000094, 54.332608005 4.331933003000017, 54.16593600499999 4.331939003000002, 54.165933005 3.998597001999997))"
blokindeling_sonarreg.104,110,,F14,,"POLYGON ((54.16593600499999 4.331939003000002, 54.332608005 4.331933003000017, 54.33261100499999 4.6652750029999766, 54.165939004999984 4.665281003000018, 54.16593600499999 4.331939003000002))"
blokindeling_sonarreg.105,111,,F15,,"POLYGON ((54.165939004999984 4.665281003000018, 54.33261100499999 4.6652750029999766, 54.332617004999975 4.998617002999993, 54.16594400499997 4.99862200299998, 54.165939004999984 4.665281003000018))"
blokindeling_sonarreg.106,112,,F16,,"POLYGON ((53.999261004000005 3.9986030019999816, 54.165933005 3.998597001999997, 54.16593600499999 4.331939003000002, 53.999264004 4.33194400299999, 53.999261004000005 3.9986030019999816))"
blokindeling_sonarreg.107,113,,F17,,"POLYGON ((53.999264004 4.33194400299999, 54.16593600499999 4.331939003000002, 54.165939004999984 4.665281003000018, 53.99926700399999 4.665286003000006, 53.999264004 4.33194400299999))"
blokindeling_sonarreg.108,114,,F18,,"POLYGON ((53.99926700399999 4.665286003000006, 54.165939004999984 4.665281003000018, 54.16594400499997 4.99862200299998, 53.99927200399998 4.998628003000022, 53.99926700399999 4.665286003000006))"
blokindeling_sonarreg.109,115,,G01,,"POLYGON ((54.832628005000004 5.3319580040000005, 54.832628005000004 4.998605254999973, 54.99930000500001 4.998604505000003, 54.99930000500001 5.3319580040000005, 54.832628005000004 5.3319580040000005))"
blokindeling_sonarreg.110,116,,G02,,"POLYGON ((54.832628005000004 5.665306004000001, 54.832628005000004 5.3319580040000005, 54.99930000500001 5.3319580040000005, 54.99930000500001 5.665306004000001, 54.832628005000004 5.665306004000001))"
blokindeling_sonarreg.111,117,,G03,,"POLYGON ((54.832628005000004 5.998653004000005, 54.832628005000004 5.665306004000001, 54.99930000500001 5.665306004000001, 54.99930000500001 5.998653004000005, 54.832628005000004 5.998653004000005))"
blokindeling_sonarreg.112,118,,G04,,"POLYGON ((54.832628005000004 4.998605254999973, 54.832628005000004 5.3319580040000005, 54.665956005 5.3319580040000005, 54.665956005 4.99860600300002, 54.832628005000004 4.998605254999973))"
blokindeling_sonarreg.113,119,,G05,,"POLYGON ((54.832628005000004 5.3319580040000005, 54.832628005000004 5.665306004000001, 54.665956005 5.665306004000001, 54.665956005 5.3319580040000005, 54.832628005000004 5.3319580040000005))"
blokindeling_sonarreg.114,120,,G06,,"POLYGON ((54.832628005000004 5.665306004000001, 54.832628005000004 5.998653004000005, 54.665956005 5.998653004000005, 54.665956005 5.665306004000001, 54.832628005000004 5.665306004000001))"
blokindeling_sonarreg.115,121,,G07,,"POLYGON ((54.665956005 5.3319580040000005, 54.49928900499998 5.3319580040000005, 54.49928900499998 4.998617818000014, 54.49928900499998 4.998611003000008, 54.665956005 4.99860600300002, 54.665956005 5.3319580040000005))"
blokindeling_sonarreg.116,122,,G08,,"POLYGON ((54.49928900499998 5.3319580040000005, 54.665956005 5.3319580040000005, 54.665956005 5.665306004000001, 54.49928900499998 5.665306004000001, 54.49928900499998 5.3319580040000005))"
blokindeling_sonarreg.117,123,,G09,,"POLYGON ((54.49928900499998 5.665306004000001, 54.665956005 5.665306004000001, 54.665956005 5.998653004000005, 54.49928900499998 5.998653004000005, 54.49928900499998 5.665306004000001))"
blokindeling_sonarreg.118,124,,G10,,"POLYGON ((54.332617004999975 4.998617002999993, 54.49928900499998 4.998611003000008, 54.49928900499998 5.3319580040000005, 54.332619005000026 5.3319580040000005, 54.332617004999975 4.998617002999993))"
blokindeling_sonarreg.119,125,,G11,,"POLYGON ((54.332619005000026 5.3319580040000005, 54.49928900499998 5.3319580040000005, 54.49928900499998 5.665306004000001, 54.332619005000026 5.665306004000001, 54.332619005000026 5.3319580040000005))"
