BOOMSOORT,LATIJNSENA,STATUS,PLANTJAAR,HOOGTE,DIAMETER,EINDBEELD,VITALITEIT,LEVENSVERW,BEHEERDER,KORTETERM,OPPERVLAK,RANDLENGTE,LANGETERM,VTACONTROL,WEGTYPE,STANDPLAAT,GEOID,longitude,latitude
Valse Tulpenboom,Magnolia kobus,Basis,1980,< 6,15 t/m 20,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,20796,5.51444531966,51.426716857199999
Valse acasia,Robinia pseudoacacia Sandraudiga,Basis,1975,15-18,40 t/m 45,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,>2.5-5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,29863,5.52158501988,51.444059212200003
Eik,Quercus robur,Basis,1980,15-18,45 t/m 50,TR 3.00,Basis,>15 jr,REB Buitengebied,BgsA,0,0,Geen actie,C 1 x 5jr,EB geen rijstr.ind,Berm,994,5.51414347813,51.456391333299997
Es,Fraxinus excelsior Diversifolia,Basis,1990,6-9,10 t/m 15,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,Eenrw.1 rijstr,Verharding,128903,5.48917102723,51.419107514499999
Linde,Tilia europaea Euchlora,Waardevol,1990,6-9,15 t/m 20,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,136603,5.46965749297,51.427854727499998
Eik,Quercus rubra,Waardevol,1970,15-18,45 t/m 50,TR 4.20,Laag,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x jr,EB geen rijstr.ind,Berm,13408,5.49050137474,51.406854720799998
Populier,Populus tremula,Waardevol,1970,12-15,25 t/m 30,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,DB> 1 rijstr./rr,Berm,37822,5.45691398818,51.478127753400003
Linde,Tilia europaea Pallida,Waardevol,1960,12-15,40 t/m 45,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,>2.5-5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,44721,5.46130211503,51.470266358099998
Paardenkastanje,Aesculus carnea Briotii,Basis,2005,< 6,10 t/m 15,TR 3.00,Basis,5-10 jr,REB Stedelijk,BgsA,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Beplanting,4560,5.44896026832,51.417937262999999
Populier,Populus alba,Waardevol,1980,18-24,50 t/m 55,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,DB> 1 rijstr./rr,Gazon,84553,5.44448301615,51.4188872589
Berk,Betula pendula,Basis,1970,12-15,25 t/m 30,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Fietspad,Beplanting,48880,5.45252855687,51.486734163400001
Linde,Tilia europaea Pallida,Basis,2008,< 6,,TR 4.20,,,REB Stedelijk,BgsB,,0,Geen actie,C 1 x 3jr,,Gazon,21077,5.49710445784,51.416846435499998
Eik,Quercus robur,Monumentaal,1910,> 24,60 t/m 65,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Berm,128334,5.48222415284,51.426919260299996
Es,Fraxinus excelsior Westhofs Glorie,Basis,1975,12-15,50 t/m 55,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,NVT,Gazon,11484,5.48142515986,51.420652814900002
Es,Fraxinus excelsior,Basis,1985,12-15,30 t/m 35,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Voetpad,Beplanting,129359,5.43942631667,51.412883909199998
Valse Christusdoorn,Gleditsia triacanthos Shademaster,Basis,1975,15-18,40 t/m 45,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,>2.5-5,0,Geen actie,C 1 x 3jr,Eenrw.1 rijstr,Verharding,19129,5.50811325082,51.418596860800001
,,,0,,,,,,Particulier,,,0,,,,,25356,5.4931795241,51.455925575800002
Eik,Quercus palustris,Basis,1995,< 6,20 t/m 25,TR 3.00,Geen,Geen,REB Stedelijk,BgsA,0,0,Stobbe verwijderen,C 1 x 3jr,EB geen rijstr.ind,Berm,83218,5.43194870069,51.417683394199997
Eik,Quercus robur,Basis,1970,9-12,25 t/m 30,TR 3.00,Basis,10-15 jr,Sportparken,OhsB,0,0,Geen actie,C 1 x 3jr,NVT,Beplanting,84000,5.47303713514,51.413090525699999
Eik,Quercus mauri,Basis,2011,,,,,,REB Stedelijk,BgsB,,0,Geen actie,C 1 x 3jr,,Verharding,102691,5.47786410969,51.479142865999997
Linde,Tilia vulgaris europaea,Basis,1990,9-12,25 t/m 30,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,Voetpad,Beplanting,137311,5.45264565735,51.417230965999998
Eik,Quercus robur,Basis,1980,6-9,15 t/m 20,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,3,Geen actie,C 1 x 3jr,DB 1 rijstr./rr,Gazon,49334,5.44811866099,51.4731939682
Eik,Quercus robur,Monumentaal,1930,18-24,60 t/m 65,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x jr,EB 1 rijstr./rr,Berm,60983,5.48199887927,51.411062346900003
Iep,Ulmus Den Haag,Waardevol,1980,12-15,35 t/m 40,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,DB> 1 rijstr./rr,Berm,23106,5.50523096099,51.448638394100001
Esdoorn,Acer pseudoplatanus,Basis,1970,15-18,45 t/m 50,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,NVT,Beplanting,43517,5.48398387755,51.474036106299998
Linde,Tilia europaea Pallida,Basis,1965,12-15,50 t/m 55,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,>2.5-5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,7854,5.49532109055,51.435185510399997
Esdoorn,Acer campestre Elsrijk,Basis,1987,6-9,25 t/m 30,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,22410,5.49711322413,51.439066288699998
Wilg,Salix alba,Basis,1990,< 6,30 t/m 35,Knot,Basis,>15 jr,REB Stedelijk,Altijd,0,0,Geen actie,C 1 x 3jr,Voetpad,Berm,84277,5.44716102936,51.415502781599997
Eik,Quercus palustris,Waardevol,1950,> 24,>100,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsA,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,89616,5.43147431733,51.442754656799998
Populier,Populus deltoides Missouriensis,Basis,1970,> 24,60 t/m 65,TR 3.00,Basis,10-15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x jr,NVT,Berm,11796,5.48007092952,51.422610929900003
Amberboom,Liquidambar styraciflua,Basis,1995,9-12,20 t/m 25,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,>2.5-5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,4048,5.45197446583,51.417018849100003
,,Basis,1985,12-15,35 t/m 40,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsA,0,0,Geen actie,C 1 x 3jr,Voetpad,Beplanting,82460,5.44145660729,51.416248507299997
Esdoorn,Acer platanoides Globosum,Basis,1980,< 6,10 t/m 15,Bol,Basis,>15 jr,REB Stedelijk,Altijd,2.5,2,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Gazon,108921,5.49128405997,51.416973086100001
Els,Alnus cordata,Waardevol,1970,12-15,50 t/m 55,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB 1 rijstr./rr,Berm,106320,5.46626319028,51.419214332199999
Iep,Ulmus hollandica Commelin,Waardevol,1985,6-9,25 t/m 30,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB 1 rijstr./rr,Verharding,30461,5.5154218372,51.446626331700003
Populier,Populus canescens,Basis,1975,> 24,40 t/m 45,TR 3.00,Basis,>15 jr,REB Buitengebied,OhsA,0,0,Geen actie,C 1 x 5jr,Voetpad,Beplanting,9220,5.47763349035,51.425097960800002
Plataan,Platanus hispanica,Waardevol,1999,6-9,10 t/m 15,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,4,Geen actie,C 1 x 3jr,DB> 1 rijstr./rr,Gazon,9831,5.48544737711,51.431488258800002
Eik,Quercus robur,Basis,1990,6-9,25 t/m 30,TR 3.00,Zeer laag,<5 jr,REB Stedelijk,BgsV,2.5,3,Rooien,C 1 x jr,EB geen rijstr.ind,Gazon,76547,5.44463777139,51.489954704699997
Es,Fraxinus excelsior,Basis,1990,9-12,15 t/m 20,TR 3.00,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,Voetpad,Beplanting,111778,5.44056733145,51.4263020924
Plataan,Platanus hispanica,Waardevol,1950,18-24,80 t/m 85,TR 4.20,Hoog,>15 jr,REB Stedelijk,OhsB,>5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,122564,5.46063244815,51.431454887800001
Eik,Quercus robur,Waardevol,1980,9-12,25 t/m 30,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsA,0,0,Geen actie,C 1 x 3jr,Fietspad,Berm,133477,5.42238714853,51.465855379499999
Eik,Quercus robur,Basis,1990,9-12,15 t/m 20,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,Fietspad,Beplanting,85045,5.44463613942,51.423123947800001
Es,Fraxinus excelsior Diversifolia,Basis,1985,6-9,15 t/m 20,TR 4.20,Laag,10-15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,10594,5.48167522561,51.419877004999996
Eik,Quercus robur,Basis,1970,18-24,60 t/m 65,TR 3.00,Basis,>15 jr,REB Buitengebied,OhsA,0,0,Geen actie,C 1 x 5jr,EB geen rijstr.ind,Berm,127392,5.5164404042,51.456190878100003
Eik,Quercus robur,Waardevol,1960,15-18,25 t/m 30,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Berm,67616,5.5400782596,51.432294132700001
Valse acasia,Robinia pseudoacacia Umbraculifera,Basis,1980,< 6,30 t/m 35,Bol,Basis,>15 jr,REB Stedelijk,Altijd,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,49599,5.47472371077,51.458822105400003
Plataan,Platanus hispanica,Waardevol,1970,12-15,50 t/m 55,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,2.5,0,Geen actie,C 1 x 3jr,Eenrw.1 rijstr,Verharding,136488,5.45641676245,51.4307772887
Esdoorn,Acer platanoides,Basis,1985,6-9,25 t/m 30,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,DB 1 rijstr./rr,Verharding,51337,5.46253487703,51.478525668700001
Esdoorn,Acer pseudoplatanus,Waardevol,1960,18-24,60 t/m 65,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,NVT,Gazon,75779,5.49679264922,51.479196022700002
Eik,Quercus robur,Basis,1995,6-9,15 t/m 20,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,DB> 1 rijstr./rr,Beplanting,82370,5.44210561608,51.418663517699997
Haagbeuk,Carpinus betulus,Waardevol,1955,< 6,45 t/m 50,Kandelaber,,,Particulier,Altijd,0,0,Geen actie,C 1 x 3jr,NVT,Beplanting,17599,5.51036802994,51.4361239666
Plataan,Platanus hispanica,Basis,1970,9-12,55 t/m 60,Kandelaber,Basis,>15 jr,REB Stedelijk,Altijd,>2.5-5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,27997,5.50831980409,51.435938376300001
Eik,Quercus robur,Basis,2009,< 6,5 t/m 10,TR 4.20,Geen,Geen,REB Stedelijk,BgsA,0,0,Advies rooien,C 1 x jr,EB>1 rijstr./rr,Berm,97199,5.40698547327,51.475993165200002
Eik,Quercus robur,Basis,1993,9-12,20 t/m 25,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,EB 1 rijstr./rr,Beplanting,14561,5.51338576019,51.417277533700002
Valse Christusdoorn,Gleditsia triacanthos Sunburst,Basis,1990,9-12,20 t/m 25,TR 3.00,Hoog,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,Voetpad,Verharding,27636,5.51801386585,51.449696231399997
Populier,Populus euramericana,Waardevol,1960,18-24,80 t/m 85,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Voetpad,Beplanting,66014,5.43585527718,51.412635528199999
Eik,Quercus rubra,Waardevol,1950,12-15,45 t/m 50,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Fietspad,Berm,126919,5.53396062653,51.439529014100003
Populier,Populus euramericana,Basis,1970,18-24,45 t/m 50,TR 3.00,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x jr,Voetpad,Beplanting,83529,5.44987512578,51.4293496831
Eik,Quercus robur,Basis,1960,15-18,50 t/m 55,TR 3.00,Basis,10-15 jr,Sportparken,OhsB,0,0,Geen actie,C 1 x 3jr,NVT,Beplanting,86859,5.47378757641,51.413593633399998
Iep,Ulmus hollandica Commelin,Waardevol,1960,15-18,45 t/m 50,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,DB> 1 rijstr./rr,Gazon,70503,5.48704461398,51.4761538952
Esdoorn,Acer campestre Elsrijk,Basis,1975,9-12,30 t/m 35,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Beplanting,20759,5.50783586365,51.427819359600001
Peer,Pyrus calleryana Chanticleer,Basis,1980,6-9,20 t/m 25,TR 4.20,Laag,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,25872,5.51499715187,51.4506963965
Sierappel,Malus Red Sentinel,Basis,1995,< 6,10 t/m 15,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Beplanting,107427,5.43381596298,51.412188781099999
Es,Fraxinus excelsior,Basis,1975,15-18,40 t/m 45,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Voetpad,Beplanting,57409,5.46632801562,51.476904629099998
Plataan,Platanus hispanica,Basis,1980,15-18,65 t/m 70,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,>2.5-5,0,Geen actie,C 1 x 3jr,NVT,Verharding,38547,5.4549684712,51.467402581499996
Iep,Ulmus minor Sarniensis,Waardevol,1976,15-18,55 t/m 60,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,DB> 1 rijstr./rr,Berm,9496,5.48190439954,51.424368332999997
Populier,Populus Canadensis Gelrica,Monumentaal,1930,> 24,>100,Vrij uitgroei,Basis,>15 jr,REB Buitengebied,OhsA,0,0,Geen actie,C 1 x 5jr,NVT,Berm,127820,5.52091203178,51.461414447400003
Es,Fraxinus excelsior,Basis,1985,15-18,30 t/m 35,TR 3.00,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,Fietspad,Beplanting,80842,5.45365629686,51.415213897000001
Es,Fraxinus excelsior,Basis,1985,6-9,20 t/m 25,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,109420,5.43790656595,51.414348669200002
Japanse Noteboom,Ginkgo biloba,Waardevol,1999,6-9,10 t/m 15,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,63128,5.49051923079,51.432256375400002
Linde,Tilia cordata,Basis,1975,15-18,45 t/m 50,TR 3.00,Basis,10-15 jr,Sportparken,OhsB,0,0,Geen actie,C 1 x 3jr,NVT,Beplanting,19277,5.47746134554,51.413544955299997
Wilg,Salix alba,Waardevol,1970,6-9,55 t/m 60,Knot,Basis,>15 jr,REB Stedelijk,Altijd,0,0,Geen actie,C 1 x 3jr,Fietspad,Beplanting,45090,5.44527184762,51.4831123373
Eik,Quercus robur,Basis,1970,9-12,35 t/m 40,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Voetpad,Beplanting,55781,5.43281930579,51.483157722800001
Plataan,Platanus hispanica,Waardevol,1990,15-18,30 t/m 35,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,EB 1 rijstr./rr,Berm,106845,5.46575737208,51.417643685199998
Kers,Prunus avium,Basis,1970,6-9,45 t/m 50,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Voetpad,Beplanting,64408,5.44836646904,51.413932063099999
Es,Fraxinus angustifolia,Basis,1990,6-9,15 t/m 20,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,DB 1 rijstr./rr,Verharding,50885,5.46505640206,51.482167499299997
Esdoorn,Acer platanoides Columnare,Basis,1998,6-9,10 t/m 15,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,3,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Gazon,92394,5.49409609038,51.474634696099997
Eik,Quercus robur,Basis,1970,18-24,35 t/m 40,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Voetpad,Gazon,64371,5.49709440721,51.481676123100002
Populier,Populus euramericana,Basis,1965,> 24,60 t/m 65,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Voetpad,Beplanting,136716,5.45077078389,51.429411353900001
Berk,Betula pendula,Waardevol,1980,15-18,20 t/m 25,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,DB> 1 rijstr./rr,Beplanting,34656,5.48574273711,51.456137908099997
Linde,Tilia vulgaris europaea,Basis,1965,9-12,25 t/m 30,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,DB> 1 rijstr./rr,Verharding,40036,5.44953614485,51.484612342799998
Berk,Betula pubescens,Basis,2003,6-9,10 t/m 15,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsA,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,140244,5.40112923225,51.445815559099998
Eik,Quercus rubra,Waardevol,1960,18-24,45 t/m 50,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Fietspad,Berm,80876,5.43410668711,51.413231082800003
Plataan,Platanus hispanica,Basis,1950,15-18,65 t/m 70,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Beplanting,8176,5.48598821841,51.442480763500001
,,,0,,,,,,REB Stedelijk,,,0,,,,,12054,5.4911091738,51.412894037100003
Eik,Quercus palustris,Waardevol,1940,18-24,45 t/m 50,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,DB 1 rijstr./rr,Gazon,39489,5.4562840059,51.467456171800002
Eik,Quercus petraea,Basis,1975,18-24,50 t/m 55,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Fietspad,Beplanting,75908,5.47359361597,51.477278447400003
Esdoorn,Acer rubrum Scanlon,Basis,2010,,,TR 4.20,,,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,,Verharding,101952,5.51857776422,51.450560218200003
Valse acasia,Robinia pseudoacacia Bessoniana,Waardevol,1962,15-18,75 t/m 80,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Gazon,43561,5.45896564719,51.4711560629
Es,Fraxinus excelsior Diversifolia,Basis,1985,< 6,15 t/m 20,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB 1 rijstr./rr,Verharding,82439,5.43682345499,51.415111134900002
Linde,Tilia cordata,Basis,1990,6-9,25 t/m 30,TR 3.00,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,Fietspad,Beplanting,83147,5.44697384333,51.427152577699999
Es,Fraxinus ornus,Basis,1995,< 6,5 t/m 10,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,63219,5.47041272735,51.4880183223
Es,Fraxinus excelsior Diversifolia,Basis,1980,9-12,25 t/m 30,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Beplanting,66045,5.43492389507,51.422338009500002
Eik,Quercus robur,Basis,1950,15-18,75 t/m 80,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB 1 rijstr./rr,Berm,63474,5.53586527738,51.435160918599998
Lijsterbes,Sorbus intermedia,Basis,1970,9-12,55 t/m 60,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,NVT,Beplanting,50872,5.46941805856,51.4678605163
Eik,Quercus robur,Waardevol,1970,12-15,45 t/m 50,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,Fietspad,Beplanting,57756,5.45421683551,51.4824280801
Berk,Betula pendula Tristis,Basis,1990,9-12,25 t/m 30,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Voetpad,Beplanting,131865,5.43680179791,51.423414211900003
Plataan,Platanus hispanica,Basis,1980,12-15,35 t/m 40,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB 1 rijstr./rr,Beplanting,27118,5.52280771235,51.440790849000003
Es,Fraxinus americana Microcarpa,Basis,1975,15-18,50 t/m 55,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,>2.5-5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,126610,5.43973046449,51.417392167099997
Berk,Betula pendula,Basis,1985,15-18,35 t/m 40,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,DB> 1 rijstr./rr,Beplanting,126342,5.43672902951,51.4178308563
Esdoorn,Acer saccharinum Pyramidale,Waardevol,1970,9-12,45 t/m 50,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,>5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,11945,5.49286102517,51.423432001599998
Esdoorn,Acer campestre Elsrijk,Basis,2009,,,TR 4.20,,,REB Stedelijk,BgsB,,0,Geen actie,C 1 x 3jr,,Verharding,61335,5.45684618748,51.4236809593
Es,Fraxinus excelsior,Basis,1980,6-9,20 t/m 25,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,4,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Gazon,65741,5.44017454461,51.482845513699999
Eik,Quercus robur,Basis,1970,12-15,45 t/m 50,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,Fietspad,Berm,93129,5.49534974984,51.488210260899997
Sierappel,Malus Red Sentinel,Basis,1995,< 6,10 t/m 15,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,Voetpad,Beplanting,110327,5.43389159747,51.412215851699997
Es,Fraxinus angustifolia Raywood,Basis,1970,15-18,50 t/m 55,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Fietspad,Beplanting,59209,5.43140256241,51.416374697199998
Berk,Betula pendula,Basis,1985,9-12,25 t/m 30,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,DB 1 rijstr./rr,Beplanting,52081,5.447784955,51.478985246500002
Sierappel,Malus Golden Hornet,Basis,1985,< 6,15 t/m 20,TR 4.20,Zeer laag,<5 jr,REB Stedelijk,OhsB,0,0,Boom verwijderd,C 1 x jr,EB 1 rijstr./rr,Beplanting,131836,5.4384988709,51.423672592300001
Populier,Populus alba,Basis,2002,15-18,20 t/m 25,Vrij uitgroei,Basis,>15 jr,REB Buitengebied,OhsB,0,0,Geen actie,C 1 x 5jr,NVT,Berm,65132,5.50493312491,51.487219747899999
Es,Fraxinus excelsior Atlas,Basis,2000,6-9,5 t/m 10,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,88349,5.44118942672,51.445038466500002
Linde,Tilia europaea Euchlora,Basis,1970,9-12,40 t/m 45,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Fietspad,Beplanting,38919,5.47161336247,51.471308246699998
Es,Fraxinus excelsior,Waardevol,1980,6-9,25 t/m 30,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsA,0,0,Geen actie,C 1 x 3jr,EB 1 rijstr./rr,Berm,80638,5.46635371299,51.419782427900003
Es,Fraxinus excelsior Diversifolia,Basis,1985,6-9,15 t/m 20,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,11492,5.48169395371,51.420705891099999
,,Basis,1950,< 6,50 t/m 55,Vrij uitgroei,,,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,NVT,Berm,49447,5.43777585684,51.476008516100002
Berk,Betula pendula,Waardevol,1970,18-24,30 t/m 35,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Fietspad,Berm,44674,5.4345127988,51.474530895299999
Es,"Fraxinus pennsylvanica
Zundert",Basis,1985,12-15,35 t/m 40,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,65324,5.51359432639,51.445990212799998
Beuk,Fagus sylvatica,Basis,1990,6-9,20 t/m 25,TR 4.20,Hoog,>15 jr,REB Buitengebied,BgsB,0,0,Geen actie,C 1 x 5jr,Fietspad,Berm,122118,5.51546906798,51.449342829899997
Iep,Ulmus hollandica,Basis,1975,18-24,35 t/m 40,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Voetpad,Gazon,76463,5.47879159854,51.4792010703
