FID,x,y,id,complex_naam,complex_code,dsk_kw_code,naam,omschrijving,beheerobjectsoort,aard,netwerk,route,relatie_tot_weg,rdx,rdy,stichtingsjaar,archiefcode,beheerder_instantieid,beheerder,beheerder_id,se_anno_cad_data,gdb_geomattr_data,shape
aanleginrichting.1,156870,576760,142,Koegelwieck Harlingen - Terschelling,05G-378,05G-378-02,Aanleginrichting Harlingen,Aanbrug t.b.v. de snelle vleugel boot naar Terschelling,Aanleginrichting,Droog,HWN,????,,156.87,576.76,1983,05G-378-00,1217,n.v.t.,1217,,,POINT (156870 576760)
aanleginrichting.294,76700,436860,1815,Veerstoepen Maassl.-Rozenburg,37D-375,37D-375-01,Veerstoepen Maassl.-Rozenburg,Veersteiger t.b.v. Veer op Rozenburg,Aanleginrichting,Nat,,,,76.7,436.86,1979,37D-375-00,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (76700 436860)
aanleginrichting.441,103350,423700,2330,44A 375,44A-375,44A-375-01,Drijvende aanleginrichting Duivelseiland,Drijvende aanleginrichting Duivelseiland,Aanleginrichting,Nat,,,,103.35,423.7,2010,44A-375-00,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (103350 423700)
aanleginrichting.621,180752,605315,2940,Nes (Am),02C-376,02C-376-01,naam onbekend,Aanleginrichting voor de veerboot naar Holwerd te Ameland,Aanleginrichting,Droog,HWN,????,niet RW,180.752,605.315,,02C-376-00,883,Nog niet bekend/Nog niet bekend,883,,,POINT (180752 605315)
aanleginrichting.622,187725,601108,2941,Aanleginrichting Holwerd,02C-377,02C-377-01,Aanleginrichting Holwerd,Aanleginrichting veerboot te Holwerd,Aanleginrichting,Droog,HWN,,niet RW,187.725,601.108,1986,02C-377-00,1686,RWS NN / NN District West,1686,,,POINT (187725 601108)
aanleginrichting.623,180753,605316,2942,Aanleginrichting Nes,02C-378,02C-378-01,Aanleginrichting Nes,Aanleginrichting veerboot te Nes (Ameland),Aanleginrichting,Droog,HWN,,niet RW,180.753,605.316,1985,02C-378-00,1686,RWS NN / NN District West,1686,,,POINT (180753 605316)
aanleginrichting.624,209200,609490,2943,Aanleginrichting Schiermonnikoog,02G-375,02G-375-01,Aanleginr. Schiermonnikoog,Aanleginrichting Schiermonnikoog,Aanleginrichting,Droog,HWN,,niet RW,209.2,609.49,1982,02G-375-00,1686,RWS NN / NN District West,1686,,,POINT (209200 609490)
aanleginrichting.625,208909,602991,2944,Aanleginrichting Lauwersoog,02G-376,02G-376-01,Aanleginr. Lauwersoog,Aanleginrichting Lauwersoog,Aanleginrichting,Droog,HWN,,niet RW,208.909,602.991,1982,02G-376-00,1686,RWS NN / NN District West,1686,,,POINT (208909 602991)
aanleginrichting.641,134225,590006,2960,Aanleginrichting Vlieland,04F-376,04F-376-01,Aanleginrichting Vlieland,Aanleginrichting Vlieland,Aanleginrichting,Droog,HWN,,niet RW,134.225,590.006,2004,04F-376-00,1686,RWS NN / NN District West,1686,,,POINT (134225 590006)
aanleginrichting.642,143673,596904,2961,Aanleginrichting Koegelwiek Terschelling,05A-376,05A-376-01,Koegelwieck Terschelling - Harlingen,Ponton voor de snelle boot aan de dwarskade,Aanleginrichting,Droog,HWN,,niet RW,143.673,596.904,1981,05A-376-00,884,Onbekende dienst/Niet Rijkswaterstaat,884,,,POINT (143673 596904)
aanleginrichting.643,143681,596734,2962,Aanleginrichting Terschelling,05A-377,05A-377-01,Aanleginr. Terschelling,Aanleginrichting Terschelling,Aanleginrichting,Droog,HWN,,niet RW,143.681,596.734,1980,05A-377-00,1686,RWS NN / NN District West,1686,,,POINT (143681 596734)
