OBJECTID,PUIC,NAAM,LEVENSCYCLUS_STATUS,FUNCTIE,REF_DIENSTREGELPUNT_PUIC,REF_STUURSPOOR_PUIC,PERRON_NUMMER,REF_PERRONWAND_PUIC,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE_VAN_T,KM_GEOCODE_TOT_T,OFFSETBEGIN,OFFSETBEGIN_T,OFFSETEIND,OFFSETEIND_T,BEHEERDER,X_BEGIN,Y_BEGIN,X_EIND,Y_EIND,LENGTE,GELDIG_VANAF,PUBLICATIEDATUM,LATITUDE_BEGIN,LONGITUDE_BEGIN,LATITUDE_EIND,LONGITUDE_EIND,REF_DIENSTREGELPUNT_NAAM,KM_GEOCODE_TOT,KM_GEOCODE_VAN
1261,e57a8917-4393-486b-b770-69c36f196708,407,Onbekend,R Restspoor,1fdfcf2e-b015-4ee9-941b-5d767fd59c3d,0c1a3629-79c3-4fcd-a55e-eb31d45800ed,,,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,926,,926,926__,Zwolle Rangeerterrein,"0,784140","0,363743",-18.031236,"-18,031236",8.805926,"8,805926",ProRail,201671.31570206,501125.77391787,201443.465,500744.83399999,447.5980823,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.49584138,6.07445369,52.49243735,6.07104576,Zlrn,0.363743,0.78414
1262,2674670d-5ca4-40ea-88b5-600a8f60834f,411,Onbekend,R Restspoor,7821cdee-b59e-4ded-8e2b-b3ff759c9bfc,1bb7cfc6-41c4-4277-9008-18afd0778803,,,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,926,,926,926__,Zwolle Rangeerterrein,"0,713787","0,346537",15.919418,"15,919418",39.185349,"39,185349",ProRail,201671.65519589,501043.88752929,201452.06299999,500710.064,401.69845942,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.49510545,6.07444724,52.49212414,6.07116752,Zlrz,0.346537,0.713787
1263,fb66e8cc-1a45-4468-8377-336ef3ed6238,415,Onbekend,R Restspoor,7821cdee-b59e-4ded-8e2b-b3ff759c9bfc,0058d7dd-a1c1-4e26-b1b3-ca01c618b9f1,,,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,926,,926,926__,Zwolle Rangeerterrein,"0,875723","1,074405",-14.431088,"-14,431088",-12.856656,"-12,856656",ProRail,201710.04603023,501212.96704608,201765.557,501404.878,199.92596696,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.49662166,6.07503616,52.49834158,6.07588042,Zlrz,1.074405,0.875723
1264,e20e357d-9296-490c-8dd5-766588cf4bc1,MH,Onbekend,R Restspoor,b5c4c6dd-f4f9-4a72-acb4-7b5f55125605,a64f5476-c42c-4886-a6d5-ec2757d2bddd,,,,,,,,,,,,,,,,,95208.69528751,448662.7461821,96061.51499999,450370.03899999,1919.25967805,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,Hsvbw,,
1265,8a955175-3ec3-49d7-ab70-27caa4d65451,102,Onbekend,R Restspoor,bb359ad0-b6d9-400b-803f-c693210b9ec0,7f186873-97e8-4302-813c-484f27911f23,,,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,"47,899141","47,587889",-5.396528,"-5,396528",-7.412126,"-7,412126",ProRail,95789.55750712,440326.64802571,96098.028,440379.777,313.14670438,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.94822964,4.52596206,51.94873989,4.53043931,Rtng,47.587889,47.899141
1266,67a71f6a-e742-4057-9efe-af629629c58a,20w,Onbekend,O Opstelspoor,bb359ad0-b6d9-400b-803f-c693210b9ec0,cc5f39be-69a0-40b9-ab1c-7e7ca1607cbc,,,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,"49,167040","49,324167",-70.955299,"-70,955299",-96.910643,"-96,910643",ProRail,94563.94899999,440003.781,94413.478,439945.738,162.91852885,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.94519607,4.50819385,51.94465804,4.50601581,Rtng,49.324167,49.16704
1267,4c8a90f0-8bf5-4de9-89a9-44c0c9fab5ef,ZG,Onbekend,R Restspoor,9c07f387-fb13-4d94-93d7-0b94ba354e78,f54ad766-0e70-4f90-8e48-ac707c4fb773,,,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,"48,759996","48,164991",2.374288,"2,374288",13.297234,"13,297234",ProRail,94944.95332424,440166.97691836,95526.474,440293.782,595.20070733,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.94670405,4.5137062,51.94790619,4.5221415,Rtngo,48.164991,48.759996
1268,7295f1fc-1053-4382-9f5a-2428c90626c8,XF,Onbekend,IU In-/uitrijspoor,c399003e-bfab-4a97-bb1f-aa9faba62c87,5c172d6e-c4ed-41be-92ac-7a74560a4e27,,,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,"50,089993","49,302979",-2.02602,"-2,026020",-2.144918,"-2,144918",ProRail,93644.10121992,439888.16687432,94415.61999999,440042.84999999,786.87505888,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.94405628,4.49483734,51.94553106,4.50602983,Rtngw,49.302979,50.089993
1269,77400930-8ee7-4776-a20c-77bcaac5f8d9,267e,Onbekend,IU In-/uitrijspoor,5163a2f4-681b-4721-967d-1f7657216507,5461ea0b-f8c8-4275-b1c2-e6ec0af2dd30,,,Bd-Rtd,Breda - Rotterdam Centraal ,163,,163,163__,Rotterdam Lombardijen - Rotterdam Centraal,"43,844938","44,185032",-4.42921,"-4,429210",-2.408368,"-2,408368",ProRail,95303.30675279,434184.031805,95148.64299999,434486.951,340.11900262,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.89297137,4.51995652,51.89567726,4.51765722,Rtst,44.185032,43.844938
1270,8faf17cc-1875-4ba7-86d5-18d50d76842b,JG,Onbekend,R Restspoor,f75c8b62-569a-4d5e-b272-01e1c349718f,8d592715-cc71-455e-a878-7cfa281138c1,,,Bd-Rtd,Breda - Rotterdam Centraal ,163,,163,163__,Rotterdam Lombardijen - Rotterdam Centraal,"43,311931","43,364711",1.575837,"1,575837",4.359491,"4,359491",ProRail,95554.48851983,433714.37540643,95530.77,433763.092,54.18659601,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.8887772,4.52368626,51.88921251,4.52333334,Rlb,43.364711,43.311931
1271,759babfb-2859-4d77-9952-447ecaa65295,KG,Onbekend,R Restspoor,5163a2f4-681b-4721-967d-1f7657216507,ea72d369-264b-4509-81ad-dee976755858,,,Bd-Rtd,Breda - Rotterdam Centraal ,664,b,664,664_b,Rotterdam Lombardijen,"43,005976","43,136386",20.862021,"20,862021",21.839411,"21,839411",ProRail,95704.95961533,433433.97948939,95643.58999999,433561.155,141.21652832,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.88627318,4.52592007,51.88740963,4.52500683,Rtst,43.136386,43.005976
1272,31fce99f-bb07-476d-897c-c1a3302b7af2,BE,Onbekend,R Restspoor,f9a87e95-77bd-4979-9c43-9da218e5406d,13f77f00-630f-4d1b-aa0f-e61407ea80b9,,,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,539,,539,539__,Schiedam Centrum,"79,967385","80,480050",15.494186,"15,494186",5.969422,"5,969422",ProRail,87987.03804375,437391.95837621,88502.46099999,437361.28399999,521.47959958,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.92096946,4.41305791,51.92075564,4.42055536,Sdm,80.48005,79.967385
1273,99ca768d-1970-4680-ad9b-d4c97601e8ab,422,Onbekend,R Restspoor,11f3cfaf-153e-4ebf-8775-6c696965f868,b281d7e6-235b-41a4-b2ae-5342607149c6,,,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,603,d,603,603_d,Zwolle,"47,669000","47,949998",1.833171,"1,833171",2.067846,"2,067846",ProRail,201786.09835352,501573.40691088,201868.378,501841.59499999,280.52593774,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.49985435,6.07620652,52.50225745,6.07745579,Zlwo,47.949998,47.669
1274,efa9f4d7-6ace-4526-ab58-0fdc08cadad0,430,Onbekend,R Restspoor,7821cdee-b59e-4ded-8e2b-b3ff759c9bfc,6dc51248-2ded-4c9a-a8a7-26c24dfc003d,,,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,926,,926,926__,Zwolle Rangeerterrein,"1,308607","0,888270",10.52299,"10,522990",1.260374,"1,260374",ProRail,201853.87409982,501624.77107776,201729.44099999,501219.411,424.02865598,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.50031015,6.07721176,52.49667791,6.07532264,Zlrz,0.88827,1.308607
1275,c5f47b55-45ee-41db-a39f-c39ab1f671e2,440,Onbekend,R Restspoor,7821cdee-b59e-4ded-8e2b-b3ff759c9bfc,9e09d072-0fcb-44cf-892f-2af296f24754,,,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,926,,926,926__,Zwolle Rangeerterrein,"1,588831","1,795874",24.74007,"24,740070",32.59288,"32,592880",ProRail,201925.3516501,501895.3928248,201983.988,502091.666,204.85825498,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.50273603,6.07830237,52.50449485,6.07919352,Zlrz,1.795874,1.588831
1276,bd578138-4bfe-4bfe-911a-b25076b65f7a,87,Onbekend,R Restspoor,5e30b536-477c-4610-a2c4-3096559a9f35,77af6c39-8ded-42a4-aaf2-3dea6e81307c,,,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,"3,345995","3,106155",31.213274,"31,213274",31.272771,"31,272771",ProRail,203238.41699999,501855.41999999,203040.625,501983.195,235.66244105,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.50226251,6.09763337,52.50342821,6.09473902,Zlo,3.106155,3.345995
1277,9172685c-4621-450d-be73-96b3010a3ebd,97,Onbekend,OV Overgangsspoor PPLG naar onbeveiligd gebied,95c7fccf-32fa-4dd0-9bd5-252782e73ee7,81d3d317-ad5f-4c2a-a585-4cf7c4bb2347,,,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,"3,508793","3,500647",8.661773,"8,661773",8.436412,"8,436412",ProRail,203390.08908434,501789.28288992,203383.132,501793.575,8.17462583,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.50165475,6.09985734,52.50169394,6.09975551,Zl,3.500647,3.508793
1278,927e9dcd-2aea-4d14-a241-845a41895a79,918,Onbekend,R Restspoor,a5217943-1bd5-4d1e-8291-70c73134c139,7e728682-fc18-4ada-af06-bd59f79e8beb,,,,,,,,,,,,,,,,,110787.57123445,410967.87617613,105365.505,410529.923,5956.08831082,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,Zlw,,
1279,3d571217-e1d4-444f-b90d-8fd86cd3f9e9,920,Onbekend,R Restspoor,a5217943-1bd5-4d1e-8291-70c73134c139,a637c238-1690-46c3-b0a7-ba3ba5156d46,,,Bd-Rtd,Breda - Rotterdam Centraal ,625,b,625,625_b,Lage Zwaluwe,"16,280794","16,042761",62.422849,"62,422849",44.879884,"44,879884",ProRail,104511.61774293,412822.34412,104582.246,412593.95299999,239.43716451,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.70188822,4.65683435,51.69984184,4.65788909,Zlw,16.042761,16.280794
1280,3d85c42f-9360-4a7a-8e2e-ac8d06e175e9,922,Onbekend,R Restspoor,a5217943-1bd5-4d1e-8291-70c73134c139,67f2f356-958e-4fea-bb09-9010b50815eb,,,Bd-Rtd,Breda - Rotterdam Centraal ,625,b,625,625_b,Lage Zwaluwe,"16,419002","16,308990",1.85938,"1,859380",1.708803,"1,708803",ProRail,104404.17517194,412929.2160263,104444.753,412826.43599999,110.50025505,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.70283907,4.65526466,51.70191896,4.65586656,Zlw,16.30899,16.419002
1281,a6954361-3a4a-42ef-8d64-968ac0ca52e4,304,Onbekend,O Opstelspoor,c4203e31-8089-4282-96ea-4dbc9a83055f,cdecfb96-e6bb-4ad0-b2a9-8fb50e05b015,,,Hdr-Zd,Den Helder - Zaandam ,073,,73,073__,Den Helder - Heerhugowaard,"21,117111","21,011989",-12.733416,"-12,733416",-12.475962,"-12,475962",ProRail,115741.60689716,533476.32702482,115736.248,533580.111,103.9237304,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.78714809,4.80527525,52.78808034,4.80518344,Sgn,21.011989,21.117111
1282,4aa546ca-0b6b-4504-bd64-cba6799a341c,13,Onbekend,R Restspoor,9db1439e-6a2f-419d-bdf5-c9cfcccf9255,ca9963ea-714b-4332-811d-4d6a6e53a037,,,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,525,b,525,525_b,Amsterdam Singelgracht Aansl.,"78,407437","78,222940",-29.266355,"-29,266355",-27.509741,"-27,509741",Derden - Overig - NS Onderhoud & Service (vastgesteld op 17-04-2018),119834.455,489291.117,119680.788,489384.83399999,180.15630614,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.39034379,4.8706168,52.39117619,4.86834965,Zst,78.22294,78.407437
1283,f089b1db-bfb5-4499-b1f2-fa4b93820a80,191,Onbekend,OV Overgangsspoor PPLG naar onbeveiligd gebied,04fdf0ce-1680-4fa5-b4b3-60f88c9b68c5,d59433d6-c112-446e-acba-ced6a5225053,,,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,525,b,525,525_b,Amsterdam Singelgracht Aansl.,"78,632087","78,620222",18.536941,"18,536941",19.379389,"19,379389",ProRail,120028.38881174,489158.20044492,120017.228,489163.03999999,12.16563553,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.38916163,4.87347945,52.38920441,4.873315,Aswplz,78.620222,78.632087
1284,2b5af267-b574-488a-a07d-391f48dcc7e6,22,Onbekend,R Restspoor,9db1439e-6a2f-419d-bdf5-c9cfcccf9255,5ca8ac65-d082-4017-b9c4-7c5559d2cce2,,,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,525,b,525,525_b,Amsterdam Singelgracht Aansl.,"78,490377","78,230619",14.602161,"14,602161",0.944186,"0,944186",ProRail,119896.524,489217.89899999,119671.308,489356.902,264.86027693,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.38968974,4.87153622,52.39092455,4.86821333,Zst,78.230619,78.490377
1285,179f276a-2602-4099-a7fa-56c4ed847824,25b,Onbekend,R Restspoor,9db1439e-6a2f-419d-bdf5-c9cfcccf9255,b5414d43-dd5b-4053-b483-9fa1168dccef,,,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,525,b,525,525_b,Amsterdam Singelgracht Aansl.,"78,276481","78,158175",8.104459,"8,104459",6.149221,"6,149221",ProRail,119705.785,489324.982,119609.553,489396.30499999,119.78133645,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.39063989,4.86872314,52.39127469,4.86730201,Zst,78.158175,78.276481
1286,73e55648-7f64-4f88-bb14-a67977cd88d4,28,Onbekend,R Restspoor,9db1439e-6a2f-419d-bdf5-c9cfcccf9255,531dcdf6-08e3-4d8d-a209-77889319c1b2,,,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,525,b,525,525_b,Amsterdam Singelgracht Aansl.,"78,555529","78,102790",23.769391,"23,769391",16.44296,"16,442960",ProRail,119956.191,489184.45899999,119559.759,489422.791,467.12366303,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.38939302,4.87241618,52.39150952,4.86656775,Zst,78.10279,78.555529
1287,351316e1-3307-4fb8-8437-9b1a365dc116,30,Onbekend,R Restspoor,9db1439e-6a2f-419d-bdf5-c9cfcccf9255,49697dce-7697-4561-a724-83e65de99cf9,,,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,525,b,525,525_b,Amsterdam Singelgracht Aansl.,"78,493962","78,072056",33.68352,"33,683520",20.461305,"20,461305",ProRail,119892.626,489198.859,119533.17999999,489442.826,439.80051296,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.38951837,4.87148095,52.39168786,4.86617519,Zst,78.072056,78.493962
1288,f4333064-407a-4a29-82c7-f6d39cb2031a,41,Onbekend,R Restspoor,9db1439e-6a2f-419d-bdf5-c9cfcccf9255,59983567-c3e2-4f28-9f02-8a3c1c5231ae,,,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,525,b,525,525_b,Amsterdam Singelgracht Aansl.,"78,514653","78,752012",-21.552075,"-21,552075",-4.915993,"-4,915993",Derden - Overig - NS Onderhoud & Service (vastgesteld op 17-04-2018),119933.274,489242.118,120146.971,489122.13699999,245.23564271,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.38990975,4.87207353,52.38884506,4.87522506,Zst,78.752012,78.514653
1289,5404650c-08e1-4f8b-a4f5-2514a2a6785e,4b,Onbekend,R Restspoor,9db1439e-6a2f-419d-bdf5-c9cfcccf9255,9dac3d2b-9439-4684-8183-87bafeea1340,,,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,525,b,525,525_b,Amsterdam Singelgracht Aansl.,"78,381302","78,106680",-83.590124,"-83,590124",-92.244505,"-92,244505",Derden - Overig - NS Onderhoud & Service (vastgesteld op 17-04-2018),119842.888,489348.40899999,119630.503,489505.395,264.10604514,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.39085923,4.87073468,52.39225646,4.86759827,Zst,78.10668,78.381302
1290,6a36a5d4-1ad4-4431-90ac-5ca58d817313,SC,Onbekend,IU In-/uitrijspoor,abe89aca-4db3-42a1-be99-786c7ff924d5,e1848d01-ba9a-46dd-938b-f36b58d218af,,,,,,,,,,,,,,,,,120729.15323886,488766.79083099,121255.804,488370.961,662.04216936,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,Sgbr,,
1291,73727eda-e4f4-464e-a09b-86d996e120bf,SE,Onbekend,IU In-/uitrijspoor,abe89aca-4db3-42a1-be99-786c7ff924d5,56404e43-a587-4d08-abe1-96c33a866134,,,,,,,,,,,,,,,,,120734.846991,488776.1180385,121259.443,488379.40299999,660.81629199,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,Sgbr,,
1292,abbca679-bbaa-41d9-a351-affdc698b2a9,6,Onbekend,O Opstelspoor,5d5d0e69-6150-424f-9a4c-e9d9e1536da0,e836bebb-d216-4e23-b603-77d3499164fc,,,Ah-Zl,Arnhem - Zwolle ,609,,609,609__,Zutphen,"27,501393","27,260597",-22.544004,"-22,544004",-14.58747,"-14,587470",ProRail,210179.03573253,462153.94692955,209961.621,462059.99599999,236.85174913,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.14481203,6.19333622,52.14398934,6.19014503,Zp,27.260597,27.501393
1293,846effbb-8f57-4263-9223-f2f5b61aa7ff,BB,Onbekend,R Restspoor,3c23be3e-634c-45fe-934f-26248acfdf45,df3d1cfa-23ac-472e-9e63-4a116babc74a,,,Zp-Esg,Zutphen - Enschede Grens ,031,a,31,031_a,Zutphen - Hengelo,"3,115070","3,060026",-2.030146,"-2,030146",-1.865261,"-1,865261",ProRail,212277.22998888,464275.57857271,212224.39,464261.874,54.60086425,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.16366589,6.22434414,52.16354821,6.22356963,Efd,3.060026,3.11507
1294,56c6c0b3-b1c9-49f9-baa0-103412190d9a,DD,Onbekend,R Restspoor,1858d063-5bf9-427e-996e-a40e0fc4da80,95ea29d3-082e-42fe-aef9-a38b2785f742,,,Ah-Zl,Arnhem - Zwolle ,609,,609,609__,Zutphen,"29,527993","29,241993",-2.972841,"-2,972841",0.420227,"0,420227",ProRail,211467.58860158,463695.13980316,211309.467,463456.05099999,286.70247529,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.1585328,6.21241546,52.15640022,6.21006528,Zpgea,29.241993,29.527993
1295,18207a86-e709-457a-b546-644ceb14f18b,EE,Onbekend,R Restspoor,5d5d0e69-6150-424f-9a4c-e9d9e1536da0,13c11fa0-c01c-4d8e-85ed-7f85e0691b46,,,Ah-Zl,Arnhem - Zwolle ,609,,609,609__,Zutphen,"27,218010","27,179998",1.8071,"1,807100",1.955449,"1,955449",ProRail,209927.69815998,462029.85646047,209892.26999999,462016.158,37.98415494,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.14372184,6.18964463,52.14360225,6.18912489,Zp,27.179998,27.21801
1296,16675c74-314c-47b4-bc5f-c9796f4a83a6,501g,Onbekend,R Restspoor,5d5d0e69-6150-424f-9a4c-e9d9e1536da0,a49c696a-7d60-4c02-9e8f-7f554808cf31,,,Ah-Zl,Arnhem - Zwolle ,609,,609,609__,Zutphen,"28,003201","27,991816",5.716856,"5,716856",5.533217,"5,533217",ProRail,210557.37116268,462470.09578834,210550.809,462461.385,10.90607225,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.14761541,6.19891462,52.14753778,6.19881733,Zp,27.991816,28.003201
1297,1a2e66d8-4f6e-4c7b-a94e-1cf9428d888b,E,Onbekend,R Restspoor,2f92328a-29bf-4534-87b0-0dab33ed7d2c,e17fdba3-93bb-4d2e-ac1e-dd623baf2779,,,Ah-Zl,Arnhem - Zwolle ,609,,609,609__,Zutphen,"28,565424","28,436616",-72.970886,"-72,970886",-129.195908,"-129,195908",Derden - Overig - Strukton,210840.594,462962.35999999,210716.491,462894.043,142.51830026,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.15201093,6.20313308,52.15140948,6.20130869,Zpge,28.436616,28.565424
1298,a17ef054-d75d-49b5-a62e-9e958d14f3e4,809,Onbekend,IU In-/uitrijspoor,edccf0bd-247c-412c-a65a-c4e3260d61e6,782b6ed9-6ad2-44bb-891b-f97fe2b5990b,,,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,611,b,611,611_b,Zevenaar,"106,474953","106,870000",-3.198454,"-3,198454",-2.212797,"-2,212797",ProRail,202678.69371373,437188.27860228,203046.803,437045.037,394.99698183,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.92112931,6.08028728,51.91981023,6.08561796,Zv,106.87,106.474953
1299,b1ebe470-915a-41b5-a049-af44d86b90dc,814,Onbekend,R Restspoor,d6c72832-787a-405c-ac62-15454abd21ea,4105cc82-b7fd-474f-b3e0-e800f634e8fb,,,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,039,,39,039__,Zevenaar - Zevenaar Grens,"109,116004","109,379990",0.287481,"0,287481",-2.289663,"-2,289663",ProRail,205073.52369969,436084.6767582,205302.66099999,435954.244,263.65987987,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.91100011,6.11493677,51.90980716,6.11824758,Zvo,109.37999,109.116004
1300,f20bf44f-f5fa-4143-8f46-bc09c1c73d93,SN,Onbekend,R Restspoor,f55bf0f0-9422-458e-8059-0dfb65a18753,9b0a02a4-2366-4532-a144-cb10cb564150,,,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,525,b,525,525_b,Amsterdam Singelgracht Aansl.,"78,205523","78,625800",47.551622,"47,551622",33.966755,"33,966755",ProRail,119624.16756313,489332.49498445,120015.576,489147.46399999,437.9742567,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.39070216,4.86752342,52.38906432,4.87329236,Sgra,78.6258,78.205523
1301,6b421fc1-ecd4-4bb8-a1e6-d0141d081f15,SP,Onbekend,R Restspoor,f55bf0f0-9422-458e-8059-0dfb65a18753,1ca2936e-8e29-4ff5-88bd-7c524cd90871,,,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,525,b,525,525_b,Amsterdam Singelgracht Aansl.,"78,202543","78,733234",60.984564,"60,984564",48.64488,"48,644880",ProRail,119614.14979875,489323.05083059,120104.902,489083.981,553.82091458,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.39061663,4.86737726,52.38849947,4.87461107,Sgra,78.733234,78.202543
1302,87e7e8e0-0483-459c-a2c2-615ef5efe50b,SD,Onbekend,BR Brug-spoor,2209e46a-036f-4bd0-91a6-0fa8b8b7fc4b,a043ba5f-ce7a-4424-8860-76f2aebd114b,,,Lw-Stv,Leeuwarden - Stavoren ,008,,8,008__,Leeuwarden - Stavoren,"36,189999","36,870001",-0.167251,"-0,167251",0.57508,"0,575080",ProRail,160389.85639731,554826.39651673,159970.696,554292.26399999,678.96478221,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.98040275,5.46745529,52.97560694,5.46120638,Kr,36.870001,36.189999
1303,ef984c33-84f0-4b34-a85e-33821458e9e2,15,Onbekend,O Opstelspoor,bbd0023f-d3e9-4c19-b269-c85f3e5919bc,80b35eda-3bdb-41cc-85a5-6960edfbff1a,,,Skn-Zb,Stadskanaal Hoofdstation - Zuidbroek ,305,,305,305__,Stadskanaal Hoofdstation - Zuidbroek,"0,235008","0,308905",18.524034,"18,524034",23.242945,"23,242945",Derden - Overig - STAR,258781.57,557884.761,258734.166,557941.03799999,73.63417635,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.99791885,6.9330838,52.99843354,6.93239589,Skn,0.308905,0.235008
1304,eac2055c-516f-4f31-83e9-a8b0114bf851,KS,Onbekend,R Restspoor,d5c4b083-f17f-4156-ba05-a9c55f947058,c0443083-d329-453d-8d6d-e45dc3d298dd,,,Skn-Zb,Stadskanaal Hoofdstation - Zuidbroek ,305,,305,305__,Stadskanaal Hoofdstation - Zuidbroek,"2,811225","2,550000",0.092508,"0,092508",0.001414,"0,001414",Derden - Overig - STAR,256969.845,559720.31,257162.57399999,559544.89099999,261.06690672,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,53.01475452,6.90668227,53.01314211,6.90949804,Skp,2.55,2.811225
1305,e9b66cf6-f554-4cd4-bac0-a77d34bb6ee5,SX,Onbekend,IU In-/uitrijspoor,aaf6fd37-4c40-400e-8e43-c813216dda26,bf3764ad-17b2-4462-b16e-4f0e8dcea276,,,Lw-Stv,Leeuwarden - Stavoren ,008,,8,008__,Leeuwarden - Stavoren,"20,846656","21,062006",-0.069859,"-0,069859",0.203038,"0,203038",ProRail,173373.25099999,561259.503,173242.34599999,561087.853,216.34040821,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,53.03792477,5.66112313,53.03638678,5.65916193,Sknd,21.062006,20.846656
1306,d1825e2d-668b-4703-a684-437c3b5a28a3,55,Onbekend,OV Overgangsspoor PPLG naar onbeveiligd gebied,be2fb541-8f78-4bc9-9d25-da565166cde7,1973a77d-d5ab-48dc-b8c6-8de3120c85e5,,,,,,,,,,,,,,,,,103452.13243374,425502.89557482,102500.00199999,424714.91499999,2596.30037431,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,Zwd,,
1307,ba8da73b-3920-4ec9-a54e-8361bcaa27ed,7260,Onbekend,R Restspoor,be2fb541-8f78-4bc9-9d25-da565166cde7,bf49224f-7cab-4213-9157-1f901ffc5793,,,,,,,,,,,,,,,,,101956.825,424474.52299999,102069.22199999,424996.35999999,639.22027998,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,Zwd,,
