GEMEENTE,CBS_GEMEENTECODE,BETREFT,WIJKNAAM,CBS_WIJKCODE,BUURTNAAM,CBS_BUURTCODE,BAGREFNUMMER,STRAATNAAM,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,POSTCODE,WOONPLAATS,longitude,latitude,X,Y,GEOMETRIE
Stichtse Vecht,G1904,StichtseVecht-onderwijsfunctie,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000090,Doude van Troostwijkstraat,20,,,3626AV,Nieuwer Ter Aa,4.980634,52.189998,127198.55,466952.49,"POLYGON ((127164.608 466951.023,127169.004 466941.202,127170.565 466941.877,127171.721 466939.295,127175.122 466940.82,127177.194 466936.126,127197.567 466945.119,127201.887 466935.468,127204.344 466929.979,127207.682 466931.472,127205.243 466936.921,127208.807 466938.465,127195.233 466968.788,127188.313 466965.791,127189.256 466963.685,127182.808 466960.844,127182.598 466960.752,127183.315 466959.125,127164.783 466951.099,127164.608 466951.023))"
Stichtse Vecht,G1904,StichtseVecht-onderwijsfunctie,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000092,Doude van Troostwijkstraat,22,,,3626AV,Nieuwer Ter Aa,4.980583,52.189467,127194.75,466893.42,"POLYGON Z ((127199.814 466915.412 0,127177.99 466905.676 0,127193.108 466871.424 0,127200.305 466874.61 0,127199.162 466877.199 0,127205.021 466879.794 0,127200.973 466888.937 0,127206.917 466891.569 0,127202.055 466902.467 0,127205.002 466903.781 0,127199.814 466915.412 0))"
Stichtse Vecht,G1904,StichtseVecht-onderwijsfunctie,Kockengen,WK190405,Kockengen Dorp,WK19040505,0311010000000369,Drie Stammenweg,2,,,3628BW,Kockengen,4.948645,52.149164,124983.69,462422.07,"POLYGON ((124962.728 462426.093,124966.14 462418.296,124967.139 462415.928,124971.665 462417.77,124972.068 462416.805,124974.261 462417.752,124973.892 462418.647,124975.415 462419.301,124975.991 462417.862,124980.678 462406.139,124981.337 462404.492,124989.862 462407.879,124990.315 462406.719,124991.557 462406.219,124996.728 462408.32,124997.303 462409.536,124996.925 462410.72,125000 462411.988,125004.556 462413.78,125005.324 462414.082,124999.241 462429.576,124996.602 462428.497,124995.888 462430.381,124999.326 462431.785,124996.239 462439.643,124962.728 462426.093))"
Stichtse Vecht,G1904,StichtseVecht-onderwijsfunctie,Kockengen,WK190405,Kockengen Dorp,WK19040505,0311010000000553,Kerkweg,114,,,3628AS,Kockengen,4.962167,52.149828,125909.61,462490.44,"POLYGON ((125894.932 462491.368,125896.03 462488.515,125899.317 462479.978,125924.268 462489.582,125920.258 462500,125919.887 462500.899,125917.356 462500,125894.932 462491.368))"
Stichtse Vecht,G1904,StichtseVecht-onderwijsfunctie,Kockengen,WK190405,Kockengen Dorp,WK19040505,0311010000000757,Nieuwstraat,12,,,3628AC,Kockengen,4.947399,52.148464,124897.93,462344.7,"POLYGON ((124892.018 462349.977,124892.704 462348.223,124896.886 462337.524,124897.254 462337.673,124897.565 462336.966,124903.789 462339.647,124899.734 462349.803,124898.714 462352.466,124892.018 462349.977))"
Stichtse Vecht,G1904,StichtseVecht-onderwijsfunctie,Kockengen,WK190405,Kockengen Dorp,WK19040505,0311010000002264,Schoolweg,1,,,3628BG,Kockengen,4.951021,52.147641,125145.31,462251.69,"POLYGON ((125111.849 462248.977,125113.285 462245.156,125117.042 462235.245,125139.234 462243.659,125139.663 462242.528,125143.229 462243.88,125143.646 462242.78,125147.862 462244.379,125147.478 462245.392,125151.159 462246.787,125150.659 462248.107,125172.367 462256.338,125168.636 462266.177,125167.814 462268.367,125164.021 462266.943,125164.848 462264.741,125149.046 462258.749,125148.123 462261.182,125144.431 462259.782,125144.053 462260.905,125138.44 462258.659,125138.77 462257.636,125131.916 462255.038,125132.851 462252.574,125127.997 462250.734,125125.53 462257.467,125113.463 462253.046,125111.849 462248.977))"
Stichtse Vecht,G1904,StichtseVecht-onderwijsfunctie,Breukelen,WK190402,Breukelen Midden,WK19040215,0311010000002551,Kerkplein,14,,,3621BA,Breukelen,4.999099,52.171645,128450.28,464903.72,"POLYGON ((128414.345 464898.593,128414.937 464893.824,128415.458 464892.593,128415.852 464892.059,128416.665 464891.315,128417.427 464890.825,128418.194 464890.481,128419.089 464890.355,128421.484 464890.632,128424.635 464891.127,128425.235 464891.495,128425.451 464891.833,128425.443 464892.011,128444.991 464894.461,128445.114 464893.488,128451.107 464894.247,128450.988 464895.213,128470.58 464897.713,128470.559 464897.92,128473.042 464898.239,128472.076 464906.007,128469.602 464905.7,128469.575 464905.918,128465.809 464905.45,128464.567 464915.436,128452.893 464913.984,128439.003 464912.257,128427.328 464910.805,128427.383 464910.359,128421.127 464909.629,128420.168 464909.411,128419.683 464909.146,128419.174 464908.783,128418.794 464908.429,128418.344 464907.923,128417.996 464907.36,128417.701 464906.752,128417.554 464906.107,128417.457 464905.449,128418.31 464899.105,128414.345 464898.593))"
Stichtse Vecht,G1904,StichtseVecht-onderwijsfunctie,Breukelen,WK190402,Breukelen Midden,WK19040215,0311010000002552,Kerkplein,14,a,,3621BA,Breukelen,4.999099,52.171645,128450.28,464903.72,"POLYGON ((128414.345 464898.593,128414.937 464893.824,128415.458 464892.593,128415.852 464892.059,128416.665 464891.315,128417.427 464890.825,128418.194 464890.481,128419.089 464890.355,128421.484 464890.632,128424.635 464891.127,128425.235 464891.495,128425.451 464891.833,128425.443 464892.011,128444.991 464894.461,128445.114 464893.488,128451.107 464894.247,128450.988 464895.213,128470.58 464897.713,128470.559 464897.92,128473.042 464898.239,128472.076 464906.007,128469.602 464905.7,128469.575 464905.918,128465.809 464905.45,128464.567 464915.436,128452.893 464913.984,128439.003 464912.257,128427.328 464910.805,128427.383 464910.359,128421.127 464909.629,128420.168 464909.411,128419.683 464909.146,128419.174 464908.783,128418.794 464908.429,128418.344 464907.923,128417.996 464907.36,128417.701 464906.752,128417.554 464906.107,128417.457 464905.449,128418.31 464899.105,128414.345 464898.593))"
Stichtse Vecht,G1904,StichtseVecht-onderwijsfunctie,Breukelen,WK190402,Breukelen Noord,WK19040207,0311010000002624,Griftenstein,1,a,,3621XJ,Breukelen,5.00096,52.181303,128583.31,465977.48,"POLYGON ((128571.084 465974.958,128573.508 465971.938,128574.959 465970.13,128579.648 465973.857,128585.26 465966.795,128591.52 465971.77,128593.376 465973.245,128594.819 465974.391,128589.208 465981.453,128591.556 465983.32,128587.705 465988.166,128585.748 465986.61,128585.045 465986.691,128584.423 465987.474,128581.801 465985.39,128582.265 465984.805,128582.516 465984.489,128582.46 465983.998,128571.084 465974.958))"
Stichtse Vecht,G1904,StichtseVecht-onderwijsfunctie,Breukelen,WK190402,Breukelen Midden,WK19040215,0311010000002641,Heycoplaan,15,a,,3621WS,Breukelen,4.999418,52.175625,128474.46,465346.32,"POLYGON ((128464.661 465342.723,128475.916 465342.147,128475.717 465338.252,128483.737 465337.842,128483.779 465338.755,128484.609 465354.12,128472.166 465354.792,128472.129 465354.104,128465.366 465354.47,128465.163 465350.719,128465.093 465350.723,128464.661 465342.723))"
Stichtse Vecht,G1904,StichtseVecht-onderwijsfunctie,Breukelen,WK190402,Breukelen Midden,WK19040215,0311010000003006,Heycoplaan,13,,,3621WS,Breukelen,5.000393,52.175531,128541.1,465335.59,"POLYGON ((128516.951 465335.405,128527.184 465334.916,128526.883 465328.617,128539.031 465328.036,128538.968 465326.709,128545.398 465326.397,128545.57 465329.696,128546.994 465329.628,128546.892 465327.488,128555.013 465327.1,128554.966 465326.132,128557.304 465326.02,128557.094 465321.635,128564.556 465321.279,128564.99 465330.369,128564.64 465330.385,128564.754 465332.783,128565.104 465332.766,128565.537 465341.842,128565.988 465350.956,128558.433 465351.403,128558.404 465350.922,128556.069 465351.018,128555.952 465348.535,128548.114 465348.928,128548.099 465348.649,128535.964 465349.243,128535.978 465349.522,128527.901 465349.908,128527.523 465342.009,128517.29 465342.498,128516.951 465335.405))"
Stichtse Vecht,G1904,StichtseVecht-onderwijsfunctie,Breukelen,WK190402,Breukelen Midden,WK19040215,0311010000003040,Heycoplaan,15,,,3621WS,Breukelen,4.999625,52.175602,128488.62,465343.75,"POLYGON ((128483.779 465338.755,128487.006 465338.606,128486.783 465333.781,128494.783 465333.372,128495.192 465341.372,128493.175 465341.475,128493.364 465345.18,128498.377 465344.924,128498.839 465353.351,128484.609 465354.12,128483.779 465338.755))"
Stichtse Vecht,G1904,StichtseVecht-onderwijsfunctie,Breukelen,WK190402,Breukelen Zuid,WK19040213,0311010000003465,Engel de Ruijterstraat,40,,,3621CV,Breukelen,4.997697,52.169493,128353.1,464664.76,"POLYGON ((128323.087 464700.07,128327.241 464688.075,128334.036 464668.449,128338.231 464656.334,128347.952 464659.615,128353.71 464642.984,128324.749 464632.956,128330.688 464615.805,128367.117 464628.419,128367.398 464627.431,128373.916 464629.823,128376.295 464622.566,128385.364 464625.664,128370.899 464667.668,128377.252 464669.868,128362.068 464713.713,128360.407 464718.509,128331.146 464708.375,128332.851 464703.452,128323.087 464700.07))"
