Nummer;Totaal van;Jaar;Maand;Land van herkomst;Aantal uitgestroomd uit opvang
1;Jaar;2016;*Alle*;*Alle*;55570
2;Jaar, Maand;2016;1;*Alle*;4290
2;Jaar, Maand;2016;2;*Alle*;3870
2;Jaar, Maand;2016;3;*Alle*;4250
2;Jaar, Maand;2016;4;*Alle*;3880
2;Jaar, Maand;2016;5;*Alle*;4160
2;Jaar, Maand;2016;6;*Alle*;4760
2;Jaar, Maand;2016;7;*Alle*;4630
2;Jaar, Maand;2016;8;*Alle*;4610
2;Jaar, Maand;2016;9;*Alle*;4420
2;Jaar, Maand;2016;10;*Alle*;4820
2;Jaar, Maand;2016;11;*Alle*;5890
2;Jaar, Maand;2016;12;*Alle*;5990
3;Jaar, Land van herkomst;2016;*Alle*;Afghanistan;1570
3;Jaar, Land van herkomst;2016;*Alle*;Albanië;2390
3;Jaar, Land van herkomst;2016;*Alle*;Algerije;580
3;Jaar, Land van herkomst;2016;*Alle*;Angola;30
3;Jaar, Land van herkomst;2016;*Alle*;Armenië;200
3;Jaar, Land van herkomst;2016;*Alle*;Azerbeidzjan;70
3;Jaar, Land van herkomst;2016;*Alle*;Bangladesh;30
3;Jaar, Land van herkomst;2016;*Alle*;Belarus;30
3;Jaar, Land van herkomst;2016;*Alle*;Bondsrepubliek Duitsland;20
3;Jaar, Land van herkomst;2016;*Alle*;Bosnië-Herzegovina;170
3;Jaar, Land van herkomst;2016;*Alle*;Burkina Faso;10
3;Jaar, Land van herkomst;2016;*Alle*;Burundi;30
3;Jaar, Land van herkomst;2016;*Alle*;Centraal-Afrikaanse Republiek;10
3;Jaar, Land van herkomst;2016;*Alle*;China;150
3;Jaar, Land van herkomst;2016;*Alle*;Colombia;10
3;Jaar, Land van herkomst;2016;*Alle*;Congo;100
3;Jaar, Land van herkomst;2016;*Alle*;Cuba;10
3;Jaar, Land van herkomst;2016;*Alle*;Duitsland;30
3;Jaar, Land van herkomst;2016;*Alle*;Egypte;100
3;Jaar, Land van herkomst;2016;*Alle*;Eritrea;5460
3;Jaar, Land van herkomst;2016;*Alle*;Ethiopië;3010
3;Jaar, Land van herkomst;2016;*Alle*;Filipijnen;20
3;Jaar, Land van herkomst;2016;*Alle*;Gambia;80
3;Jaar, Land van herkomst;2016;*Alle*;Georgië;410
3;Jaar, Land van herkomst;2016;*Alle*;Ghana;40
3;Jaar, Land van herkomst;2016;*Alle*;Griekenland;10
3;Jaar, Land van herkomst;2016;*Alle*;Guinee;210
3;Jaar, Land van herkomst;2016;*Alle*;Honduras;10
3;Jaar, Land van herkomst;2016;*Alle*;India;30
3;Jaar, Land van herkomst;2016;*Alle*;Indonesië;10
3;Jaar, Land van herkomst;2016;*Alle*;Irak;2540
3;Jaar, Land van herkomst;2016;*Alle*;Iran;1370
3;Jaar, Land van herkomst;2016;*Alle*;Israël;70
3;Jaar, Land van herkomst;2016;*Alle*;Italië;10
3;Jaar, Land van herkomst;2016;*Alle*;Ivoorkust;30
3;Jaar, Land van herkomst;2016;*Alle*;Jamaica;70
3;Jaar, Land van herkomst;2016;*Alle*;Jemen;50
3;Jaar, Land van herkomst;2016;*Alle*;Joegoslavië;1900
3;Jaar, Land van herkomst;2016;*Alle*;Jordanië;60
3;Jaar, Land van herkomst;2016;*Alle*;Kameroen;30
3;Jaar, Land van herkomst;2016;*Alle*;Kazachstan;10
3;Jaar, Land van herkomst;2016;*Alle*;Kenya;10
3;Jaar, Land van herkomst;2016;*Alle*;Koeweit;80
3;Jaar, Land van herkomst;2016;*Alle*;Kosovo;180
3;Jaar, Land van herkomst;2016;*Alle*;Libanon;150
3;Jaar, Land van herkomst;2016;*Alle*;Liberia;20
3;Jaar, Land van herkomst;2016;*Alle*;Libië;380
3;Jaar, Land van herkomst;2016;*Alle*;Macedonië;240
3;Jaar, Land van herkomst;2016;*Alle*;Mali;30
3;Jaar, Land van herkomst;2016;*Alle*;Marokko;810
3;Jaar, Land van herkomst;2016;*Alle*;Mauritanië;10
3;Jaar, Land van herkomst;2016;*Alle*;Moldavië;10
3;Jaar, Land van herkomst;2016;*Alle*;Mongolië;480
3;Jaar, Land van herkomst;2016;*Alle*;Montenegro;10
3;Jaar, Land van herkomst;2016;*Alle*;Myanmar;50
3;Jaar, Land van herkomst;2016;*Alle*;Nederland;20
3;Jaar, Land van herkomst;2016;*Alle*;Nepal;20
3;Jaar, Land van herkomst;2016;*Alle*;Nigeria;330
3;Jaar, Land van herkomst;2016;*Alle*;Noord-Korea;10
3;Jaar, Land van herkomst;2016;*Alle*;Oekraïne;470
3;Jaar, Land van herkomst;2016;*Alle*;Oezbekistan;10
3;Jaar, Land van herkomst;2016;*Alle*;Onbekend;590
3;Jaar, Land van herkomst;2016;*Alle*;Oostenrijk;10
3;Jaar, Land van herkomst;2016;*Alle*;Pakistan;240
3;Jaar, Land van herkomst;2016;*Alle*;Palestijnse autoriteit;20
3;Jaar, Land van herkomst;2016;*Alle*;Polen;10
3;Jaar, Land van herkomst;2016;*Alle*;Qatar;10
3;Jaar, Land van herkomst;2016;*Alle*;Roemenië;10
3;Jaar, Land van herkomst;2016;*Alle*;Rusland;720
3;Jaar, Land van herkomst;2016;*Alle*;Rwanda;20
3;Jaar, Land van herkomst;2016;*Alle*;Saoedi-Arabië;110
3;Jaar, Land van herkomst;2016;*Alle*;Senegal;50
3;Jaar, Land van herkomst;2016;*Alle*;Servië;400
3;Jaar, Land van herkomst;2016;*Alle*;Sierra Leone;170
3;Jaar, Land van herkomst;2016;*Alle*;Soedan;430
3;Jaar, Land van herkomst;2016;*Alle*;Somalië;740
3;Jaar, Land van herkomst;2016;*Alle*;Sovjet-Unie;80
3;Jaar, Land van herkomst;2016;*Alle*;Sri Lanka;90
3;Jaar, Land van herkomst;2016;*Alle*;Suriname;20
3;Jaar, Land van herkomst;2016;*Alle*;Syrië;26950
3;Jaar, Land van herkomst;2016;*Alle*;Tadzjikistan;20
3;Jaar, Land van herkomst;2016;*Alle*;Tanzania;20
3;Jaar, Land van herkomst;2016;*Alle*;Tibet;10
3;Jaar, Land van herkomst;2016;*Alle*;Togo;10
3;Jaar, Land van herkomst;2016;*Alle*;Trinidad en Tobago;10
3;Jaar, Land van herkomst;2016;*Alle*;Tunesië;120
