Afbeelding,ID,Locatie,latitude,longitude,Trinite ID
SD115.png,SD115,Valkenburgerstraat stad uit,52.369190,4.907001,VMCA_AMSSD4_DRIPDISPLAY
SD147.png,SD147,Kattenburgerstraat stad uit,52.373969,4.921154,VMCA_BD13_DRIPDISPLAY
SD168.png,SD168,Weesperstraat stad uit,52.361949,4.906805,VMCA_BD17_DRIPDISPLAY
SD167.png,SD167,Wibautstraat stad in,52.358013,4.910985,VMCA_BD18_DRIPDISPLAY
SD601.png,SD601,Afrit A10 binnenring,52.335864,4.894267,VMCA_RAISD1_DRIPDISPLAY
SD602.png,SD602,Afrit A10 buitenring,52.334806,4.893142,VMCA_RAISD2_DRIPDISPLAY
SD606.png,SD606,Europaboulevard ri. zuid (Boelelaan),52.335846,4.889349,VMCA_RAISD3_DRIPDISPLAY
SD604.png,SD604,Europaboulevard ri. noord (Europaplein),52.339899,4.892866,VMCA_RAISD4_DRIPDISPLAY
SD603.png,SD603,Europaboulevard ri. noord (A10),52.338295,4.892703,VMCA_RAISD5_DRIPDISPLAY
SD118.png,SD118,Weesperstraat stad in,52.365335,4.906161,VMCA_SD118_DRIPDISPLAY
SD140.png,SD140,Panamalaan buitenring,52.369690,4.934540,VMCA_SD140_DRIPDISPLAY
SD141.png,SD141,Piet Heintunnel stad in,52.372311,4.961908,VMCA_SD141_DRIPDISPLAY
SD142.png,SD142,Piet Heinkade binnenring (Piet Heintunnel),52.373889,4.931861,VMCA_SD142_DRIPDISPLAY
SD145.png,SD145,Piet Heinkade buitenring ri. Centraal Station,52.375944,4.924583,VMCA_SD145_DRIPDISPLAY
SD146.png,SD146,Piet Heinkade binnenring (Kattenburg),52.376564,4.917462,VMCA_SD146_DRIPDISPLAY
SD162.png,SD162,Stadhouderskade binnenring (Hobbemakade),52.359555,4.888570,VMCA_SD162_DRIPDISPLAY
SD163.png,SD163,Stadhouderskade binnenring (Vijzelgracht),52.357917,4.894917,VMCA_SD163_DRIPDISPLAY
SD164.png,SD164,Stadhouderskade buitenring,52.358031,4.894736,VMCA_SD164_DRIPDISPLAY
SD165.png,SD165,Mauritskade binnenring,52.361394,4.913549,VMCA_SD165_DRIPDISPLAY
SD166.png,SD166,Mauritskade buitenring,52.358532,4.904476,VMCA_SD166_DRIPDISPLAY
SD171.png,SD171,Overtoom stad in,52.362703,4.876411,VMCA_SD171_DRIPDISPLAY
SD173.png,SD173,Nassaukade buitenring (Overtoom),52.364658,4.878014,VMCA_SD173_DRIPDISPLAY
SD180.png,SD180,Nassaukade binnenring,52.367081,4.875516,VMCA_SD180_DRIPDISPLAY
SD183.png,SD183,Nassaukade buitenring (Rozengracht),52.373217,4.874141,VMCA_SD183_DRIPDISPLAY
SD194.png,SD194,Van Diemenstraat buitenring,52.390332,4.887838,VMCA_SD194_DRIPDISPLAY
SD195.png,SD195,Houtmankade binnenring,52.389441,4.885165,VMCA_SD195_DRIPDISPLAY
SD196.png,SD196,Spaarndammerdijk stad in,52.392763,4.869933,VMCA_SD196_DRIPDISPLAY
SD201.png,SD201,IJtunnel stad in,52.385744,4.912213,VMCA_SD201_DRIPDISPLAY
SD311.png,SD311,Gooiseweg ri. Noord (A9),52.309422,4.970829,VMCA_SD311_DRIPDISPLAY
SD605.png,SD605,Europaboulevard ri. Zuid (P1),52.339453,4.891476,VMCA_SD605_DRIPDISPLAY
SD901.png,SD901,Basisweg stad in,52.392531,4.811986,VMCA_SD901_DRIPDISPLAY
SD301.png,SD301,Burgemeester Stramanweg,52.310153,4.931575,VMCA_ZOSD1_DRIPDISPLAY
SD302.png,SD302,Afrit Burgemeester Stramanweg,52.310869,4.934176,VMCA_ZOSD2_DRIPDISPLAY
SD303.png,SD303,Holterbergweg ri. zuid (Entree),52.310989,4.937336,VMCA_ZOSD3_DRIPDISPLAY
SD310.png,SD310,Gooiseweg ri. zuid (A10),52.326759,4.953697,VMCA_ZOSD4_DRIPDISPLAY
