OBJECTID,TYPE,NAAM,NAAM_KWALITEIT,REF_BEGRENZER_TYPE_BEGIN,REF_BEGRENZER_TYPE_EIND,REF_BEGRENZER_NAAM_BEGIN,REF_BEGRENZER_NAAM_EIND,REF_BEGRENZER_PUIC_BEGIN,REF_BEGRENZER_PUIC_EIND,REF_FYSIEKE_SPOORTAK_PUIC,REF_SPOORTAKDEEL_GUID,REF_WISSEL_KRUISING_PUIC,KM_SPOORTAK_VAN,KM_SPOORTAK_VAN_T,KM_SPOORTAK_TOT,KM_SPOORTAK_TOT_T,KM_GEOCODE_VAN,KM_GEOCODE_VAN_T,KM_GEOCODE_TOT,KM_GEOCODE_TOT_T,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,REF_FUNCTIONELE_SPOORTAK_PUIC,REF_FUNCTIONELE_SPOORTAK_NAAM,REF_FUNC_SPOORTAK_NAAM_LANG
388,S,w219BV-w223AV,Pseudo,WISSEL_GW,WISSEL_GW,219B,223A,685cbc8d-b382-4e28-bd6a-d2957aa33484,df3f6bfb-a6ed-4d19-a707-c14231650169,c2c2730c-8009-4a77-9ac3-66fdf70271c4,638d9362-9533-2709-2411-77c93f66b240,,0.0045,"0,004500",0.007084,"0,007084",32.805532,"32,805532",32.808104,"32,808104",624,a,624,624_a,Gouda,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,205e90c8-88de-433a-b989-239a9be30194,219BV,624_219BV_32.8
389,W,1111A,Benoemd,,,,,,,,,18978c3f-88aa-458f-9cb9-d5063ae19236,0,"0,000000",0.061146,"0,061146",15.349547,"15,349547",15.410567,"15,410567",533,,533,533__,Woerden,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,8e32e7f7-d913-43c7-9d7d-f8a57456bf46,1111AL,
390,W,117,Benoemd,,,,,,,,,41d62a50-cbcd-4149-8973-17a7da1d6411,0.032072,"0,032072",0.035972,"0,035972",17.375976,"17,375976",17.37969,"17,379690",527,c,527,527_c,Haarlem,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,a459753e-4db2-4d0e-a746-394ffd22a9e3,113AP,
391,S,w277R-s9,Pseudo,WISSEL_GW,Ontspoorinrichting,277,St277,15935bcf-23d4-429a-9f1c-8df2f9e7b27a,34413467-bee5-491b-a0e8-7d4810945643,fcc68dbd-337e-4037-b1d1-a53cc55338e9,0457dab7-cc5b-8b59-2131-dfc8980762d6,,0.034088,"0,034088",0.04934,"0,049340",1.649022,"1,649022",1.664199,"1,664199",516,a,516,516_a,Blerick,Vl-Ehv,Venlo - Eindhoven ,8111ebc6-0905-4507-b3b0-af2251d1af5d,277R,516_277R_1.6
392,W,K2503,Benoemd,,,,,,,,,609f5bd6-3866-4112-afa3-358f24e06e81,0.016835,"0,016835",0.020334,"0,020334",80.242038,"80,242038",80.238616,"80,238616",586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,7e2a3ebd-b368-4d3c-8e70-cb52205f2385,2517BQ,
393,W,1643/1645,Benoemd,,,,,,,,,8fd42c43-8a7d-46ef-8038-a4bb0e0e698c,0.009975,"0,009975",0.020312,"0,020312",2.219557,"2,219557",2.209356,"2,209356",478,a,478,478_a,Rotterdam Europoort 4,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,6b12b395-9371-4bbb-9bbf-eed173fe766b,1643S,
394,S,sRE-w841AV,Pseudo,Lichtsein,WISSEL_GW,842,841A,6184ed99-d3a9-4d83-b41b-91f29379330e,70cb1ff6-1111-44c7-9fe5-4ba47e5cc0c1,94f83b65-edc9-4ace-83e3-b4eb70a5f9e4,53e62999-9d6d-9ec5-d74c-e0dc7d7cf106,,0.666187,"0,666187",0.767634,"0,767634",11.501862,"11,501862",11.603342,"11,603342",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",9518dcef-4c9d-48a9-933c-45442d1af0fc,823BV,950_823BV_10.8
395,S,w75V-w77V,Pseudo,WISSEL_GW,WISSEL_GW,75,77,dbe6c594-d4f9-4abe-8315-f65f7e4c69be,9cd899eb-f4cb-4784-8694-aed017f7213d,e20d33b1-f4c1-4572-96e5-69368aa03b00,12e14454-88ef-0e74-eefe-68c7b76669b4,,0.0045,"0,004500",0.045496,"0,045496",17.165863,"17,165863",17.206671,"17,206671",143,,143,143__,Leidschenveen - Leidschendam Lijnwerkplaats,Ldvn-Ldvwpl,Leidschenveen - Leidschendam werkplaats ,3a0f1eba-664c-4bf8-b194-054ebd02a2c8,75V,143_75V_17.2
396,W,4205,Benoemd,,,,,,,,,a382489d-cc6e-4325-9c32-9923f6957331,0.090922,"0,090922",0.098972,"0,098972",47.282208,"47,282208",47.290244,"47,290244",666,b,666,666_b,Meteren Aansl.,Brgnd-Brech,Betuweroute Giessendam - Betuweroute Echteld ,8b5ec519-1135-4618-a188-60cb32845c2c,4203L,
397,W,373,Benoemd,,,,,,,,,57dc68ac-8240-4676-a2ff-d26eef15f599,0.864826,"0,864826",0.898915,"0,898915",38.387923,"38,387923",38.42171,"38,421710",127,a,127,127_a,Roosendaal - Vlissingen,Rsd-Vs,Roosendaal - Vlissingen ,23a7f1a3-f960-476d-a1b8-9fbb1011de2e,361R,
398,W,1027A/1027B,Benoemd,,,,,,,,,13eeaea2-1f6f-47a1-abed-af4b2fe9ddc3,0.009975,"0,009975",0.020194,"0,020194",43.903538,"43,903538",43.913565,"43,913565",163,,163,163__,Rotterdam Lombardijen - Rotterdam Centraal,Bd-Rtd,Breda - Rotterdam Centraal ,98809dd2-b73d-462e-86b9-771fd32c5efc,1027AS,
399,W,32,Benoemd,,,,,,,,,06ee7a62-e8d1-417b-9136-88931022d675,0,"0,000000",0.031746,"0,031746",16.46058,"16,460580",16.492218,"16,492218",305,,305,305__,Stadskanaal Hoofdstation - Zuidbroek,Skn-Zb,Stadskanaal Hoofdstation - Zuidbroek ,8ee12037-e81d-4e09-9394-369fae075e94,32R,
400,W,143,Benoemd,,,,,,,,,c640b621-7d9d-4fbd-8f1c-428a0e882d6f,0.256408,"0,256408",0.292911,"0,292911",26.221865,"26,221865",26.256232,"26,256232",550,,550,550__,Leeuwarden,Hlg-Nscg,Harlingen - Nieuweschans Grens ,3bffb9f1-d0e2-4c01-a236-0cb65b81423b,109AR,
401,S,54,Benoemd,WISSEL_GW,WISSEL_GW,61,62,4aa8fb14-023a-4c79-9dcf-0596dd531d21,57fdb8a5-700a-4a72-bae4-d8a93738603f,25ffc56a-1130-4507-b4bf-9e1aad63d045,4ea43e52-1a7d-5e2b-bf2e-a22289a59d0e,,0.036469,"0,036469",0.919015,"0,919015",501.550699,"501,550699",502.431371,"502,431371",817,j,817,817_j,Vlissingen Sloehaven,Dmkw-Eupww,Denemarkenweg - Europaweg West ,a25e2ae7-0387-4e13-9c40-c917968402fc,61R,817_61R_501.5
402,S,w1363L-s69,Pseudo,WISSEL_GW,Lichtsein,1363,1384,ba7bf8ab-5e34-4a5e-be16-603005fbbf12,299a26eb-c22c-43bd-bcf4-8a1b4737397e,7ab7db97-004b-4270-a4c5-e5d923f85409,b05cc3a8-80b2-f223-a6ca-a4722306976e,,0.307949,"0,307949",0.3087,"0,308700",33.148041,"33,148041",33.148779,"33,148779",116,a,116,116_a,Dordrecht - Rotterdam Barendrecht,Bd-Rtd,Breda - Rotterdam Centraal ,a5b19140-c882-44ea-b0bb-a75b9573009f,1363L,116_1363L_32.8
403,W,55A/55B,Benoemd,,,,,,,,,983c6a85-c3df-4499-a04b-d3842325ef4a,0.030159,"0,030159",0.039289,"0,039289",310.328733,"310,328733",310.337847,"310,337847",817,h,817,817_h,Vlissingen Sloehaven,Frkw-Qh,Frankrijkweg - Quarleshaven ,57a9603b-fca1-4dba-bb17-e643dba0ed0c,54R,
404,W,4203,Benoemd,,,,,,,,,8e72e5f0-16ad-4018-8dab-6ae86da302c6,0,"0,000000",0.056651,"0,056651",47.191275,"47,191275",47.248042,"47,248042",666,b,666,666_b,Meteren Aansl.,Brgnd-Brech,Betuweroute Giessendam - Betuweroute Echteld ,ebfda963-f3b1-4c0b-934f-d58fec4925b4,4203R,
405,W,291A,Benoemd,,,,,,,,,d94a4000-6eda-4f97-9fe2-e995c5f527ad,0.858724,"0,858724",0.862624,"0,862624",71.304092,"71,304092",71.307976,"71,307976",524,b,524,524_b,Zaandam,Hdr-Zd,Den Helder - Zaandam ,d447a908-7bd6-4bc5-b97b-84e30983e8d5,257AR,
406,W,K967,Benoemd,,,,,,,,,108b3900-7416-4adb-a259-376c80829b3e,0.016835,"0,016835",0.020181,"0,020181",23.701836,"23,701836",23.697739,"23,697739",564,b,564,564_b,Den Haag Binckhorst,Gd-Gvc,Gouda - Den Haag Centraal ,e7218936-6301-4997-8988-7d9aec158cc4,969P,
407,W,933,Benoemd,,,,,,,,,240a758f-e8b0-4219-abcc-2e9340280a0f,0.011027,"0,011027",0.045092,"0,045092",302.139242,"302,139242",302.105774,"302,105774",801,d,801,801_d,Moerdijk Industrieterrein,Mdk-Mdnw,Moerdijk (Racc.) - Industrie en Havenschap Moerdijk Middenweg ,0b70f5b7-ef37-4ea6-8b58-9e73a90da34e,932V,
408,W,17,Benoemd,,,,,,,,,7de9674f-7a7a-4285-ab7a-5e416be4349b,0.029084,"0,029084",0.056753,"0,056753",80.004252,"80,004252",80.031941,"80,031941",501,,501,501__,Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,b5fb0316-97e3-4675-af6c-3b3f586cc23c,15R,
409,W,1339B/1345,Benoemd,,,,,,,,,c5c18c76-a74b-4b91-b8cb-422bdb3579c5,0.001931,"0,001931",0.015976,"0,015976",2.078288,"2,078288",2.064436,"2,064436",478,a,478,478_a,Rotterdam Europoort 4,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,4c260da7-c7ef-4c4d-a17f-77c70af6dafa,1343V,
410,W,41B/45,Benoemd,,,,,,,,,411a75ba-f7bb-4b0d-9c59-258205d1421d,0.034908,"0,034908",0.044884,"0,044884",43.253418,"43,253418",43.263295,"43,263295",506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,53c8c5cd-22bb-4f32-bee1-a99cd68ccad9,41AP,
411,W,91,Benoemd,,,,,,,,,fa76eb0a-4832-485c-aebc-75a523bea794,0.005786,"0,005786",0.010537,"0,010537",28.057524,"28,057524",28.052781,"28,052781",557,a,557,557_a,Terneuzen Aansl.,Fsz-Tnz,Zelzate (B) - Terneuzen ,a21e7547-17fe-48d4-b555-c2ff22113d85,4V,
412,W,921,Benoemd,,,,,,,,,69621c42-5a52-4c13-a914-a7b3a87df4d5,0.037517,"0,037517",0.042017,"0,042017",21.60577,"21,605770",21.61036,"21,610360",553,c,553,553_c,Sittard,Mt-Vl,Maastricht - Venlo ,26ee634c-e964-48e0-b674-8d6f99ef4e8a,919L,
413,S,w137/138Q-w139V,Pseudo,WISSEL_EW,WISSEL_GW,137/138,139,86885197-670a-4785-bbc3-c591755a9f9c,b1fb0216-8bc1-4b08-9c0b-9f627d2a7cfc,798ae8a6-0030-4b1e-97ea-bae4c463df8d,9e38d8f3-c158-4666-bb21-2d9c1c2c0e1a,,0.02301,"0,023010",0.02628,"0,026280",107.273476,"107,273476",107.27674,"107,276740",818,a,818,818_a,Terneuzen Dow Chemical,Slua-Sludow,Sluiskil Aansl. - Sluiskil Racc. DOW CHEMICAL ,ca419760-afb9-4bc2-a5ff-514759efd31e,137Q,818_137Q_107.3
414,S,8m,Benoemd,Lichtsein,WISSEL_EW,244,525A/525B,df888f77-16b1-4190-aa5a-474c8239efa7,f3b26dd4-7d68-443a-a3ab-bb147701f663,8d82ef8d-77bf-40d6-b924-11e650b570af,79033aa1-b44f-3565-6302-76519daf004d,,0.034064,"0,034064",0.396611,"0,396611",83.607873,"83,607873",83.239373,"83,239373",555,,555,555__,Rotterdam Centraal,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,3985bcf6-4ae7-4688-a1ea-77019ea87d9f,241L,555_241L_83.6
415,W,964,Benoemd,,,,,,,,,a7242e06-fe43-4e67-b86c-8006fee4396b,0,"0,000000",0.034346,"0,034346",900.928037,"900,928037",900.962382,"900,962382",801,p,801,801_p,Moerdijk Industrieterrein,Mdk-Chwg,Moerdijk (Racc) - Chemieweg ,ddcd72ac-b2a6-4713-b2b8-048bba262c88,964L,
416,W,903,Benoemd,,,,,,,,,c1c9197a-deed-41af-abb1-0c1de76f92d8,0,"0,000000",0.034094,"0,034094",28.584878,"28,584878",28.55124,"28,551240",609,,609,609__,Zutphen,Ah-Zl,Arnhem - Zwolle ,15cbe53a-a492-4144-93d9-cfdea04be9cd,903R,
417,W,913,Benoemd,,,,,,,,,9eb6c4b5-4c1a-47fb-9fff-ec2f17437917,0.003899,"0,003899",0.040369,"0,040369",18.02849,"18,028490",17.992343,"17,992343",514,a,514,514_a,Nijmegen,Ah-Vl,Arnhem - Venlo ,a63046a8-6613-4eb5-a0d6-39f4f8b72549,912V,
418,W,4261,Benoemd,,,,,,,,,17bec902-3400-4d8a-9ebf-5ab13af118fc,0,"0,000000",0.03649,"0,036490",2.562956,"2,562956",2.599554,"2,599554",603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,c149f5b9-7107-4587-abff-4b57389fb6b6,4261R,
419,W,135,Benoemd,,,,,,,,,ea21db58-8766-43e9-becd-6d026134b6ca,0.372546,"0,372546",0.377045,"0,377045",302.715303,"302,715303",302.719783,"302,719783",490,h,490,490_h,Amsterdam Houtrakpolder (gebied),Row-Nzkw,Ruijgoordweg - Noordzeekanaalweg ,f1f3f512-1b28-414f-ad08-9b7f72dcb5d5,134L,
420,W,33,Benoemd,,,,,,,,,5eeb6ae7-9c83-4b44-8942-3f6ceaf3c4f8,0,"0,000000",0.031745,"0,031745",106.342083,"106,342083",106.372825,"106,372825",818,a,818,818_a,Terneuzen Dow Chemical,Slua-Sludow,Sluiskil Aansl. - Sluiskil Racc. DOW CHEMICAL ,2156c24b-81fa-4064-aace-cf86eaf6df49,33R,
421,S,w565L-w567L,Pseudo,WISSEL_GW,WISSEL_GW,565,567,f8f01ab2-56f5-4bba-b537-f54d6d86e0dc,806b9f85-86b9-4160-a77d-7748c900c1d8,f082cf69-121c-4ae3-b7e3-148e826eac10,66b7f678-2e4d-a431-5f7b-28cd0bce737b,,0.049815,"0,049815",0.147328,"0,147328",25.970117,"25,970117",26.066601,"26,066601",513,a,513,513_a,Geldermalsen,Ut-Btl,Utrecht Centraal - Boxtel ,3cb13d82-984a-4c76-8230-dcc02fdb0e91,565L,513_565L_25.9
422,W,1027A,Benoemd,,,,,,,,,0d1b6ecd-e6f2-4101-9f1d-4dd96e8e1105,1.009211,"1,009211",1.013111,"1,013111",11.07307,"11,073070",11.07697,"11,076970",600,b,600,600_b,Sauwerd,Gn-Dz,Groningen - Delfzijl ,d8283e2f-aff5-4342-b684-1402e7fff7f9,1017AR,
423,S,LF,Benoemd,Lichtsein,Lichtsein,936,974,98cb5de0-1169-438d-a594-7f294d849b7c,39264a36-3609-4ae9-8037-570925f1d26e,f1dc429b-dec9-475e-bc45-d21b8f923eb4,011e4655-6cbd-cea1-8a55-a5dfd7e98cc0,,0.102968,"0,102968",0.550955,"0,550955",43.730538,"43,730538",44.179316,"44,179316",163,,163,163__,Rotterdam Lombardijen - Rotterdam Centraal,Bd-Rtd,Breda - Rotterdam Centraal ,3d1c9475-fb70-41f5-a290-4e49fefbaffb,919BV,163_919BV_43.6
424,S,sIA-w2325AV,Pseudo,Lichtsein,WISSEL_GW,2322,2325A,debe62b6-1cb8-4232-9f85-15744a4b63fd,9a1f5fb9-da42-4789-8c6a-8b6ba61cee07,791ac73c-6d1d-4711-924f-ac20c34df61d,fcee2306-ed5e-7808-97d8-e27886c73850,,0.855804,"0,855804",0.876366,"0,876366",34.688209,"34,688209",34.708587,"34,708587",924,a,924,924_a,Kijfhoek,Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,5fc2e1a0-2de9-413d-a087-ada9881c733f,2305AR,924_2305AR_525.0
425,S,AA,Benoemd,Lichtsein,Lichtsein,198,250,1f918b86-e5f0-4d26-826d-4dd8d7387d4b,d25a6f46-2f82-4f8d-896d-cd906d55ad9b,69478f7c-1cd1-453c-b2ec-47b70f8d98b7,b0e75ea8-e787-1e27-7e0c-3105038bbafc,,0.849266,"0,849266",1.725035,"1,725035",1.600229,"1,600229",2.474134,"2,474134",063,,63,063__,Maastricht - Sittard,Mt-Vl,Maastricht - Venlo ,e2fbf3bb-82d8-4c62-b879-fc0a79c2b29d,155AP,520_155AP_0.8
426,W,981,Benoemd,,,,,,,,,97dddab8-07c5-4774-9ecd-2a151d7d5f0a,0.030776,"0,030776",0.061576,"0,061576",18.085865,"18,085865",18.112107,"18,112107",922,,922,922__,Leidschendam Lijnwerkplaats,Ldvn-Ldvwpl,Leidschenveen - Leidschendam werkplaats ,1761877d-482a-4eb5-ac08-9f008f348d8f,972L,
427,W,33,Benoemd,,,,,,,,,03eb79d6-de6b-4bf4-8ae3-04c4ea1a2a5d,0,"0,000000",0.034065,"0,034065",500.13895,"500,138950",500.172682,"500,172682",801,f,801,801_f,Moerdijk Industrieterrein,Mdw-Cih,Middenweg - Centrale Insteekhaven ,de8de5c1-7743-4808-ba85-47c5018e2c22,33L,
428,W,53A,Benoemd,,,,,,,,,2a9ff32b-b093-4d43-bc43-97c50c9671a8,0,"0,000000",0.0045,"0,004500",24.910698,"24,910698",24.915069,"24,915069",560,a,560,560_a,Den Haag Centraal,Gd-Gvc,Gouda - Den Haag Centraal ,16fbae63-b964-4998-9926-74c934041737,53AV,
429,W,385,Benoemd,,,,,,,,,c8c96f08-10f9-4375-a8d5-53074f1df0e2,0.059608,"0,059608",0.093673,"0,093673",18.367087,"18,367087",18.401189,"18,401189",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",79f84d42-4739-4a8a-b34b-c48549717063,379S,
430,W,1035,Benoemd,,,,,,,,,fe8b8496-c02a-44b6-9040-50b3a5f7770a,0.385909,"0,385909",0.419974,"0,419974",44.226572,"44,226572",44.260927,"44,260927",163,,163,163__,Rotterdam Lombardijen - Rotterdam Centraal,Bd-Rtd,Breda - Rotterdam Centraal ,0e222332-3543-4212-943f-e4c2d52d8f76,1025L,
431,W,459B,Benoemd,,,,,,,,,38f1a892-f3be-422e-8041-6eee8697d7b9,10.796705,"10,796705",10.801205,"10,801205",38.737272,"38,737272",38.732824,"38,732824",055,,55,055__,Blerick - Eindhoven,Vl-Ehv,Venlo - Eindhoven ,e3b10896-ad55-4baa-b79c-5e5d141a55ad,273AR,
432,S,w213AL-w227BL,Pseudo,WISSEL_GW,WISSEL_GW,213A,227B,d7407062-5246-4e97-ad41-d7ccc66e0abf,345bd8eb-f0e6-457b-ac26-8a0ba37a4ed1,b61f05c9-4669-4173-8600-2c74e6da02ae,79688221-db1a-fd9f-c2b4-2828476dcd56,,0.034065,"0,034065",0.219221,"0,219221",32.691085,"32,691085",32.876672,"32,876672",624,a,624,624_a,Gouda,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,d62c516c-9f33-4f8c-acbe-a4e6cc51d867,213AL,624_213AL_32.7
433,W,7131,Benoemd,,,,,,,,,d53e54da-6f94-4608-a64f-b88ccc594ed4,0,"0,000000",0.034088,"0,034088",105.454654,"105,454654",105.488397,"105,488397",805,a,805,805_a,Dordrecht Zeehaventerrein,Ddr-Ddrz,Dordrecht - Dordrecht Zeehaventerrein ,70718a37-d68e-41bd-bc06-6692bf5d1b09,7131L,
434,W,849,Benoemd,,,,,,,,,0c067f51-07d7-4b99-9042-230096eee803,0.119191,"0,119191",0.180346,"0,180346",11.805453,"11,805453",11.86647,"11,866470",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",14e4a7c7-d840-434b-af7d-f8ea46111349,847AR,
435,W,433,Benoemd,,,,,,,,,9b7be5ea-ae5e-482b-9daf-cc4ac178d22e,0.01224,"0,012240",0.046328,"0,046328",27.828428,"27,828428",27.862446,"27,862446",950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,Bot-Mvt,"Rotterdam, Botlek - Rotterdam, Emplacement Maasvlakte",7d525e7f-c491-4200-90ee-b5a477c0bc9a,431V,
436,S,903a,Benoemd,WISSEL_GW,Lichtsein,83A,66,64809db4-6e0e-47fb-a2ed-fee90ad0ceff,c69370ee-705c-4c3d-817d-91a10221fcb4,2e10f63a-3dab-40fc-bd13-17ed7c714654,74085118-ecfa-5ed6-ca1d-a1fb50247e66,,0.094953,"0,094953",0.095551,"0,095551",24.500018,"24,500018",24.499403,"24,499403",564,b,564,564_b,Den Haag Binckhorst,Gd-Gvc,Gouda - Den Haag Centraal ,888a1364-b847-4b1d-ab11-17214fca9a5c,83AL,560_83AL_24.6
437,W,910A/910B,Benoemd,,,,,,,,,737d5472-5847-4e7f-becc-41d730fdb391,0.186001,"0,186001",0.199037,"0,199037",25.807088,"25,807088",25.820116,"25,820116",550,,550,550__,Leeuwarden,Hlg-Nscg,Harlingen - Nieuweschans Grens ,f0635369-93be-41b7-8ef6-201c8282844f,906R,
438,S,w305BL-s904,Pseudo,WISSEL_GW,Lichtsein,305B,306,adaa7a23-fd3b-45ee-bc0b-441329129082,e64e2ad9-cb08-4848-a67e-41ee7679cafe,97fc390a-c1bd-4e7e-9090-ac7ea67f7377,602cc560-7e41-7517-505f-ba75fb1f2d16,,1.011022,"1,011022",0.677187,"0,677187",14.551335,"14,551335",14.884596,"14,884596",625,b,625,625_b,Lage Zwaluwe,Bd-Rtd,Breda - Rotterdam Centraal ,a90197c8-e971-4110-bdcd-ecfeeabbd63a,267AR,625_267AR_15.6
439,S,303,Benoemd,Lichtsein,Lichtsein,1190,1202,9979f3a3-3d5a-4bea-9a59-8afd1c2043e7,be33e3ac-ffe8-4e32-88aa-b0da82c295fe,444fc4df-c637-473f-8d39-e679e0b333a0,d33ba610-737a-bb22-b874-b25c1cfb856f,,0.077495,"0,077495",0.395203,"0,395203",21.256371,"21,256371",21.574443,"21,574443",073,,73,073__,Den Helder - Heerhugowaard,Hdr-Zd,Den Helder - Zaandam ,62fe02be-f255-44d2-9c23-0d5132f8feb7,1187V,073_1187V_21.2
440,W,1601,Benoemd,,,,,,,,,1ad2e388-e017-45d3-a092-79178e90c5a0,0,"0,000000",0.038884,"0,038884",1.927031,"1,927031",1.965913,"1,965913",478,a,478,478_a,Rotterdam Europoort 4,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,53d50f8b-2078-4c92-906c-459e72c15420,1601L,
441,S,w1277AR-w1279BL,Pseudo,WISSEL_GW,WISSEL_GW,1277A,1279B,6a823bde-e604-49cb-af86-9089e432f34f,ba698140-2d83-4a6b-8a22-84651932628c,1c0cd5a3-4e5a-486a-bcfa-c22e8b9627be,504f81e7-0d00-8341-44aa-4b1584aeb900,,0.03647,"0,036470",0.110252,"0,110252",200.609628,"200,609628",200.68341,"200,683410",817,e,817,817_e,Vlissingen Sloehaven,Sloe-Qh,Sloehaven Emplacement - Quarleshaven ,4dd0d6aa-d84a-4e56-b30f-5c28f264813c,1277AR,817_1277AR_200.6
442,S,w97AR-s25b,Pseudo,WISSEL_GW,Lichtsein,97A,116,dcd0bfdd-2728-4912-9148-c1acc3856602,d335cf31-80b2-493b-85d5-9011fb6e0082,99c22db6-f4ea-43f8-9005-782919394d4e,ee50e6e5-8840-843e-a423-65e2549ff656,,0.034065,"0,034065",0.052179,"0,052179",25.872505,"25,872505",25.890608,"25,890608",550,,550,550__,Leeuwarden,Hlg-Nscg,Harlingen - Nieuweschans Grens ,47c83732-8a5b-4d13-a371-146bc15fd00a,97AR,550_97AR_25.8
443,W,24,Benoemd,,,,,,,,,f8599dab-c80c-444a-9a9e-1d3aaee1c3f1,0.034491,"0,034491",0.035816,"0,035816",16.026613,"16,026613",16.02793,"16,027930",305,,305,305__,Stadskanaal Hoofdstation - Zuidbroek,Skn-Zb,Stadskanaal Hoofdstation - Zuidbroek ,0c627349-a3b4-4336-91ad-e75f651f1529,22L,
444,S,w115BV-w117V,Pseudo,WISSEL_GW,WISSEL_GW,115B,117,de7bff96-043b-497a-9aa7-765ffe64e1b4,e578e719-11e2-471d-827e-f6b693d76c95,2512abaa-a622-4ee6-b639-1865c84bb4db,fc7aa4c4-6232-93a6-bded-a999cb38da6b,,0.003899,"0,003899",0.010098,"0,010098",148.212117,"148,212117",148.218329,"148,218329",009,,9,009__,Meppel - Leeuwarden,Zl-Lw,Zwolle - Leeuwarden ,265a57e7-2e38-4111-9928-6a87827757af,115BV,009_115BV_148.2
445,S,wX0141R-wX0331R,Pseudo,WISSEL_GW,WISSEL_GW,X0141,X0331,302643e0-0dc6-4172-bbed-e6eb525d5173,a075364c-dc90-46c1-ad80-652160bed7a5,14a15a3c-6f0c-47ff-86a1-ce61fcf4ed10,9d3347de-a0ef-483c-aede-001c4ebb6dac,,0.034096,"0,034096",0.998293,"0,998293",102.039643,"102,039643",103.003701,"103,003701",862,,862,862__,Budel Zinkfabriek,Bdla-Bdlz,Budel Aansl. - Budel Zinkfabriek ,f4ab6bdc-18e7-47a0-8765-a8c83ead211a,X0141R,862_X0141R_102.0
446,S,w4247V-sZE1,Pseudo,WISSEL_GW,Stop Marker Board,4247,4246,e4b8107b-40c1-4e36-8e44-074c2e24492c,6dcfa10a-5f0e-4e87-b503-ab1b20c2bd46,85971eac-5b73-4821-ae15-368b49a75413,4a670b47-0f93-2066-d30d-e1970804e265,,0.008049,"0,008049",0.138843,"0,138843",48.969209,"48,969209",49.099954,"49,099954",666,b,666,666_b,Meteren Aansl.,Brgnd-Brech,Betuweroute Giessendam - Betuweroute Echteld ,d1457569-b470-477c-8731-f9c579372061,4247V,666_4247V_49.0
447,W,2,Benoemd,,,,,,,,,46fe32f2-50ce-40d9-8025-40bc637421b9,0,"0,000000",0.028591,"0,028591",16.680013,"16,680013",16.651463,"16,651463",131,,131,131__,Sas van Gent Grens - Terneuzen Aansl.,Fsz-Tnz,Zelzate (B) - Terneuzen ,e0b2d134-1d4d-4d74-bce4-70efb82d0fbd,2L,
448,W,285A,Benoemd,,,,,,,,,858f4c7c-c453-4ad9-a0dc-d49f8fc10474,0.045835,"0,045835",0.04716,"0,047160",101.367998,"101,367998",101.369318,"101,369318",502,b,502,502_b,Meppel,Zl-Lw,Zwolle - Leeuwarden ,8034c346-734d-4dde-bf10-1a3e3f324c37,283L,
449,W,55,Benoemd,,,,,,,,,a53a1024-2dcd-4727-a18b-924d3ff3adbd,0,"0,000000",0.03501,"0,035010",402.199103,"402,199103",402.16421,"402,164210",817,i,817,817_i,Vlissingen Sloehaven,Frkws-Bww,Frankrijkweg Sloegebied - Belgiëweg West ,fcae608f-3ce2-4cd6-90f6-8ee98aca7012,55L,
450,S,s3204-s3209,Pseudo,Bordsein,Ontspoorinrichting,,St3209,dd7868dc-28a2-4c70-8ad6-d92f89b72981,f199c0e8-e8ef-4866-b9ad-d903af2be867,6d6f5621-f1ea-4bde-997c-ac8136ea1c21,b1a2547b-44f6-4148-988b-0fc5e36d7762,,0.254161,"0,254161",0.302203,"0,302203",904.773882,"904,773882",904.822765,"904,822765",927,,927,927__,Watergraafsmeer,Wgm-Dmn,Watergraafsmeer - Diemen ,501d2ba2-a9ec-4fd7-ba20-c427595e03ff,3229R,927_3229R_904.5
