ID,FASE,STADSDEEL,STRAAT,THV,RICHTING,SNELHEID,MAAND,OPMERKING,XCO,YCO,LAT,LONG,COUNTER
48,2,Escamp,Melis Stokelaan,Tussen Beresteinlaan en Vrederustlaan,Fruitweg,50,"feb, mei, aug, nov",,77983.3325,450581.7308,52.038207650477744,4.2647004462016325,48
49,2,Escamp,Loevesteinlaan,Denekampstraat en Fluitenbergstraat,Fluitenbergstraat,50,"feb, mei, aug, nov",,79051.5678,452056.691,52.0516100790711,4.279939219579512,49
50,2,Escamp,Vreeswijkstraat,Renswoudelaan en Woudenbergstraat,richting Driebergenstraat,50,"feb, mei, aug, nov",vòòr de Woudenbergstraat,78955.4643,452887.9447,52.05906713443515,4.278353319645247,50
51,2,Haagse Hout,Bezuidenhoutseweg,Reinierszkade en Laan van NOI,Laan van NOI,50,"feb, mei, aug, nov",,83140.5311,456254.1383,52.08987710386588,4.33865938046252,51
52,2,Segbroek,Kamperfoeliestraat,Indigostraat en Mient,Indigostraat,50,"feb, mei, aug, nov",,78344.5401,453996.6149,52.06894620793049,4.269197799994551,52
53,2,Loosduinen,Oorberlaan,thv huisnummer 37,Monsterseweg,50,"feb, mei, aug, nov",vòòr de Westmadeweg,74193.2965,450603.4349,52.03786325024152,4.209467189302088,53
54,2,Haagse Hout,Bezuidenhoutseweg,Hofzichtlaan en Zuidwerflaan,Zuidwerflaan,50,"feb, mei, aug, nov",,84647.1094,457338.0169,52.09981126789426,4.3604156678790815,54
55,2,Loosduinen,Monsterseweg,thv gemeentegrens,Den Haag,50,"feb, mei, aug, nov",,73881.0995,451373.1689,52.04473490463944,4.204735276001415,55
56,2,Scheveningen,Westduinweg,thv van Boisotstraat,Datheenstraat,50,"feb, mei, aug, nov",,78393.7029,456963.7068,52.095617217530105,4.269248400923312,56
57,2,Haagse Hout,Hofzichtlaan,Finnenburg en Kleine Loo,Bezuidenhoutseweg,50,"feb, mei, aug, nov",,84939.1339,456543.638,52.092709346745124,4.364840324255639,57
58,2,Haagse Hout,Theresiastraat,thv Kon. Mariannelaan,Laan van Noi,50,"feb, mei, aug, nov",bij het viskot,82780.5397,455669.7925,52.08457886198588,4.333531119951098,58
59,2,Leidschenveen-Ypenburg,Rijswijkse Waterweg,Bottgerwater en Van Campenvaart,Bottgerwater,50,"feb, mei, aug, nov",,85365.5814,450034.9605,52.034270219061064,4.3723896128973365,59
60,2,Leidschenveen-Ypenburg,Laan van Leidschenveen,Donau en Cicerostrook,Cicerostrook,50,"feb, mei, aug, nov",,86855.0893,452812.4924,52.05941692560184,4.393539901936179,60
61,2,Leidschenveen-Ypenburg,Ypenburgse Boslaan,Reuzenreigerstr en Scholekstersingel,Delft,50,"feb, mei, aug, nov",,85400.1519,451514.5533,52.04757158607132,4.372592120547099,61
62,2,Laak,Neherkade,Stieltjesstraat,Hildebrandplein,50,"feb, mei, aug, nov",VLAK VOOR DE BOCHT,81274.7991,452799.4008,52.05858487261394,4.31218622778167,62
63,2,Laak,Alberdingk Thijmstraat,Schimmelweg en Max Havelaarstraat,Max. Havelaarstraat,50,"feb, mei, aug, nov",,81353.7972,451927.317,52.05075814136203,4.313525939824707,63
64,2,Laak,Van Muschenbroekstraat,Minckelerstraat,Rijswijkseweg,50,"feb, mei, aug, nov",,82388.3043,453115.2751,52.06157061894034,4.328352867834822,64
66,2,Scheveningen,Badhuisweg,Stevinstraat en Bosschestraat,Bosschestraat,50,"feb, mei, aug, nov",werkzaamheden aan de weg 2de helft 2017,79615.0074,458605.253,52.110536922181375,4.286705211171995,65
67,2,Scheveningen,Kranenburgweg,thv 131,Hellingweg,30,"feb, mei, aug, nov",30 km per uur,77957.7767,456809.1078,52.09416739017482,4.262922812422791,66
68,2,Scheveningen,Zwolsestraat,Harstenhoekweg en Utrechtsestraat,Utrechtsestraat,50,"feb, mei, aug, nov",Niet bij nummer 254,79819.2128,458951.588,52.1136771015219,4.289609309544077,67
65,2,Loosduinen,Madesteinweg,Wellantcollege,Monsterseweg,50,"feb, mei, aug, nov",VOOR DE BOCHT,75386.7452,451509.9905,52.046182760331746,4.22664681329062,68
69,2,Scheveningen,Badhuisweg,thv nummer 139,Scheveningen,50,"feb, mei, aug, nov",,80357.857,457885.2489,52.10416719619855,4.297705464647195,69
70,2,Scheveningen,Fred Hendriklaan,Willem de Zwijgerln en Fred Hendrikpl,Fred Hendrikpl,50,"feb, mei, aug, nov",,78763.5033,456279.377,52.089872135986475,4.2793781100788815,70
71,2,Scheveningen,Kanaalweg,Simonisstr. en Rustenhoekstr.,Duinweg,30,"feb, mei, aug, nov",30 km per uur,79432.9429,457693.796,52.10232114124941,4.2842499903244065,71
72,2,Scheveningen,Harstenhoekweg,Zutphensestr en Deventerstraat,Gentsestraat,50,"feb, mei, aug, nov",,79898.1847,458860.656,52.11287065377562,4.290782100378805,72
73,2,Centrum,Waldeck Pyrmontkade,Veenkade en Elandstraat,Elandstraat,50,"feb, mei, aug, nov",,80022.2866,454948.0748,52.07772634854782,4.293454081320292,73
74,2,Scheveningen,Nieuwe Parklaan,ts. Cremerweg en Nwe Duinweg,Scheveningen,50,"feb, mei, aug, nov",,79985.6313,458167.0649,52.10664944887129,4.292211255528492,74
75,2,Scheveningen,Stevinstraat,2e Messtraat aan paal,Nwe Parklaan,30,"feb, mei, aug, nov",30 km per uur,79469.2551,458383.9531,52.10852829959365,4.2846269082411235,75
76,2,Segbroek,Sportlaan (smalle deel),Houtrustlaan en Houtrustweg,Houtrustlaan,50,"feb, mei, aug, nov",THV flat nummer 340 t/m 402,78330.8588,455651.8888,52.083819688005754,4.26862639217149,76
77,2,Centrum,Vondelstraat,tsn Tollensstraat en Bilderdijkstraat,Tollensstraat,50,"feb, mei, aug, nov",,80548.905,455241.5705,52.080434964623194,4.301070841842077,77
78,2,Segbroek,Azaleastraat,THV huisnummer 31,Goudenregenplein,50,"feb, mei, aug, nov",,77898.0194,454613.4682,52.07442767708223,4.262547233469801,78
79,2,Escamp,Zuiderparklaan,ts Soestdijkseplein en Nijkerklaan,Ecamplaan,50,"feb, mei, aug, nov",,79198.7649,453318.4691,52.062969469758656,4.281804836646417,79
80,2,Segbroek,Valkenboslaan,Amperestraat en Galileistr,Galileistraat,50,"feb, mei, aug, nov",,78782.0788,454587.1135,52.07431320512083,4.275446207868788,80
81,3,Centrum,Elandstraat,2e de RiemerstraaT,Zoutmanstraat,50,"mrt, jun, sept, dec",,80397.5948,455361.4843,52.08149223188109,4.2988376062309355,81
82,3,Centrum,De La reyweg,thv Natalstraat,Dierenselaan,50,"mrt, jun, sept, dec",,79631.2819,453655.0996,52.066053681803545,4.28803675056759,82
83,3,Loosduinen,Escamplaan,tsn de Werf en Zichtenburglaan,Zichtenburglaan,50,"mrt, jun, sept, dec",voor de fietsoversteek Arend vijfvinkeplein,76672.3082,451470.3063,52.046009290773675,4.245392520251521,83
84,3,Centrum,Hoefkade,tsn Rondebosstraat en Kaapseplein,De Heemstraat,50,"mrt, jun, sept, dec",ter hoogte van Kaapseplein,80272.3234,453078.7205,52.06096075574104,4.297510119844432,84
85,3,Centrum,Vaillantlaan,Jan van Gojenstraat,Palet plein,50,"mrt, jun, sept, dec",,80690.7257,453807.7892,52.06756899241874,4.303451629528593,85
86,3,Centrum,Waldeck Pyrmontkade,THV huisnummer 678,Laan van Meerdervoort,50,"mrt, jun, sept, dec",richting afwisselen.,79735.6229,455300.2081,52.080851978641626,4.289195383786624,86
87,3,Escamp,Oosteinde,Gemeentegrens Rijswijk,Den Haag,50,"mrt, jun, sept, dec",,80231.3252,449571.8793,52.0294400575136,4.297679528196746,87
88,3,Escamp,Erasmusweg,Lozerlaan en Poeldijkseweg,Poeldijkseweg,50,"mrt, jun, sept, dec",,77422.8204,449592.2126,52.02923701678839,4.256757072076394,88
89,3,Escamp,Erasmusweg,tsn Beresteinlaan en Lozerlaan,Beresteinlaan,50,"mrt, jun, sept, dec",,77806.4352,449827.3623,52.031403768339125,4.262292962967904,89
90,3,Escamp,Oosteinde,thv Doddendaallaan vóór zebra,Rijswijk,50,"mrt, jun, sept, dec",,79892.5427,449432.0807,52.0281379381727,4.29277436865917,90
91,3,Escamp,Hengelolaan (hoofdrijbaan),vóór de kruising Maartensdijklaan,Loevesteinlaan,50,"mrt, jun, sept, dec",,78820.5062,452000.6829,52.0510750373931,4.276583628389164,91
92,3,Escamp,Vrederustlaan,Veldzicht,Vijverzicht,50,"mrt, jun, sept, dec",Let op werkzaamheden van sept t/m eind nov.,78015.3323,450905.3442,52.04112031016584,4.265093880939894,92
93,3,Escamp,Oosteinde,tsn. Mijlpaal en Wateringen,Wateringen,50,"mrt, jun, sept, dec",,79513.4317,449305.8651,52.02695219462133,4.287278971957419,93
94,3,Escamp,Moerweg,tsn. Erasmusplein en Jan Luykenlaan,Melis Stokelaan,50,"mrt, jun, sept, dec",,80302.9698,452107.9273,52.05224060900693,4.29816922364937,94
95,3,Escamp,Erasmusweg,tsn Dedemsvaartweg en Berensteinlaan,Berensteinlaan,50,"mrt, jun, sept, dec",,78364.3639,450267.3655,52.035435339939234,4.270323348718118,95
96,3,Haagse Hout,Finnenburg,Tsn Hofzichtlaan en Reigersbergenweg,Reigersbergenweg,50,"mrt, jun, sept, dec",,84632.8093,456145.4083,52.08909166004744,4.360453148682113,96
97,3,Haagse Hout,Wassenaarseweg,tsn Neuhuyskade en Dreibholtzstr.,Dreibholtzstraat,50,"mrt, jun, sept, dec",,81888.4573,456576.12,52.092606732144844,4.3203235982514,97
98,3,Haagse Hout,Kleine Loo,tsn Vlamenburg en Zwedenburg,Hofzichtlaan,50,"mrt, jun, sept, dec",,84532.1281,456483.8878,52.09212071747898,4.358914354533606,98
99,3,Haagse Hout,Jan van Nassaustraat,Nassau Odijckstraat,Weissenbruchstraat,30,"mrt, jun, sept, dec",30 km per uur,81647.919,456231.0221,52.08947360138473,4.3168883669560785,99
100,3,Leidschenveen-Ypenburg,Ypenburgse Boslaan,Sperwersingel,Ypenburgse Stationsweg,50,"mrt, jun, sept, dec",,85287.076,451401.9367,52.046545297192274,4.370966945053255,100
101,3,Leidschenveen-Ypenburg,Westvlietweg,Wellantcollege,Schrepelpad,50,"mrt, jun, sept, dec",,85560.2721,454115.9542,52.07097027385238,4.374397071844998,101
102,3,Leidschenveen-Ypenburg,Brassershoutweg,tsn Elzenbroekln en Bitterzoetpad,Delft,50,"mrt, jun, sept, dec",,86297.7169,449951.5001,52.03363643972324,4.385988809755348,102
103,3,Leidschenveen-Ypenburg,Laan van Leidschenveen,Vrouw Avenweg en Cicerostrook,Cicerostrook,50,"mrt, jun, sept, dec",,86945.5417,452949.2396,52.060656986081,4.394831406534205,103
104,3,Escamp,Laan van Wateringseveld,Chicagostraat en Los Angelesstraat,Los Angelesstraat,50,"mrt, jun, sept, dec",,79398.1437,449852.9801,52.0318532823509,4.285478471859901,104
105,3,Leidschenveen-Ypenburg,Libelsingel,Glazenmakerhof,Parelduikersingel,50,"mrt, jun, sept, dec",,88286.4582,453188.806,52.062973052859306,4.414335160774986,105
106,3,Leidschenveen-Ypenburg,Westvlietweg,tsn Drievliet en Fonteynburghlaan,Fonteynburghlaan,50,"mrt, jun, sept, dec",thv nummer 137,83973.6226,452752.8243,52.05851882007892,4.3515422850249275,106
107,3,Escamp,Dedemsvaartweg,thv kruispunt Kerketuinenweg,Escamplaan,50,"mrt, jun, sept, dec",voor het kruispunt Kerketuinenweg,77688.752,452188.8214,52.05260905320487,4.260044263088753,107
108,3,Loosduinen,Margaretha van Hennebergweg,tsn Kraaijsteinln en Forellendaalln,Escamplaan,50,"mrt, jun, sept, dec",,76271.8896,451563.4581,52.046789682232635,4.239535134541079,108
109,3,Loosduinen,Madepolderweg,thv gemeentegrens,Den Haag,50,"mrt, jun, sept, dec",,74422.0713,450188.0652,52.03416379906155,4.212898729237081,109
110,3,Scheveningen,Duinstraat,tsn Sloepstraat en Kolenwagenslag,Kolenwagenslag,30,"mrt, jun, sept, dec","VOOR DE BOCHT , THV huisnummer 55. 30 km/u",78636.11,457688.4076,52.10216333348326,4.272622965857557,110
111,3,Scheveningen,Kanaalweg,tsn Simonisstr. en Rustenhoekstr.,Scheveningseweg,30,"mrt, jun, sept, dec",30 km per uur,79427.1654,457699.3913,52.10237063530491,4.284164437847022,111
112,3,Escamp,Noordweg,thv huisnummer 119,Laan v Wateringseveld,50,"mrt, jun, sept, dec",,79340.0688,450308.9621,52.03594315879341,4.284531432431985,112
113,3,Laak,Gouverneurlaan,tsn Arnout Drostlaan en V. Zeggelenlaan,Van Zeggenlenlaan,50,"mrt, jun, sept, dec",,81619.5647,452622.5813,52.05704159758527,4.317250541149541,113
114,3,Loosduinen,Savornin Lohmanlaan,Sportlaan en Daal en Bergselaan,Daal en Bergselaan,50,"mrt, jun, sept, dec",,76484.2321,454199.2921,52.07050702061713,4.242024062122985,114
115,3,Segbroek,Mient,tsn. Moerbeiplein en Perenstraat,Perenstraat,50,"mrt, jun, sept, dec",,77766.4254,453917.8102,52.068157712919344,4.26078548760297,115
116,3,Centrum,Laan van Meerdervoort,Van de Spiegelstraat,Trompstraat,50,"mrt, jun, sept, dec",,80276.2463,455811.0934,52.085516377284094,4.296969083253511,116
117,3,Escamp,Noordweg,vòòr oversteek Hans Lodeizenstraat,Laan v Wateringseveld,50,"mrt, jun, sept, dec",voor oversteek,79101.4573,450125.3802,52.03426074357344,4.281095260658859,117
118,3,Escamp,Soestdijksekade,tsn Veluweplein en Soesdijkseplein,Veluweplein,50,"mrt, jun, sept, dec",,79595.5578,453000.8842,52.06016957033344,4.287660311962983,118
119,3,Segbroek,Laan van Meerdervoort,tsn  Clemantisstraat en Kamillestraat,De Savorin Lohmanplein,50,"mrt, jun, sept, dec",,77256.3762,454154.558,52.07021392704912,4.253294115089481,119
120,3,Escamp,Loosduinsekade,thv Medemblikstraat,Soestdijksekade,50,"mrt, jun, sept, dec",,78180.5527,453612.1885,52.06546877980105,4.266893012447316,120
1,1,Centrum,Waldorpstraat,thv huisnummer 574 (white nile),1e van der Kunststraat,50,"jan,april, jul, okt",,81224.3241,453104.7165,52.06132195963835,4.311384402337059,1
2,1,Centrum,Burg Patijnlaan,Borneostraat en Bonistraat,Bonistraat,50,"jan,april, jul, okt",,80605.5269,456296.1209,52.0899195258871,4.301666721378564,2
3,1,Segbroek,Beeklaan,Edisonstraat en Weimarstraat,Edisonstraat,50,"jan,april, jul, okt",,79087.3932,454760.7232,52.07591531320717,4.279860277638793,3
4,1,Centrum,Ruijsdaelstraat,thv huisnummer 95,Hobbbemaplein,50,"jan,april, jul, okt",,80358.2716,453883.7456,52.0682068957425,4.298587234406754,4
5,1,Centrum,Stevinstraat,Badhuisweg en Gentsestraat (thv Middelburgsestr),Badhuisweg,50,"jan,april, jul, okt",,79745.4832,458559.5543,52.11014400671636,4.2886197058816045,5
6,1,Centrum,Waldorpstraat,thv huisnummer 45,Leeghwaterplein,50,"jan,april, jul, okt",let op display kan alleen in middenberm,81755.0473,453729.4337,52.06700657997919,4.3189882674910605,6
7,1,Centrum,Paul Krugerlaan,Engelenburgstr en Paul Krugerplein,Paul Krugerplein,50,"jan,april, jul, okt",,79884.7453,453923.9101,52.0685038336709,4.291673432636848,7
8,1,Centrum,Waldeck Pyrmontkade,Schuytstraat en Sweelinckplein,Sweelinckplein,50,"jan,april, jul, okt",,79528.4209,455566.9494,52.08322089748484,4.286114101234243,8
9,1,Loosduinen,De Werf,tsn Tinwerf en Nikkelwerf,Nikkelwerf,50,"jan,april, jul, okt",,76833.825,451296.6431,52.044471442013055,4.247786279094252,9
10,1,Escamp,Guntersteinweg,thv zijstraat Rijnauwenstaat,Westhovenplein,50,"jan,april, jul, okt",,80217.3956,451270.9933,52.0447077411444,4.297104974177459,10
11,1,Segbroek,Oude Haagweg,thv Bosbesstraat,Thorbeckelaan,50,"jan,april, jul, okt",let op display kan alleen links van de rijbaan,77872.4104,453449.5401,52.06396429933666,4.262436730476371,11
12,1,Haagse Hout,Oostduinlaan,Van Maudricstraat en Ruychrocklaan,Ruychrocklaan,50,"jan,april, jul, okt",,81258.0961,457145.2298,52.09763755181566,4.311003498724815,12
13,1,Haagse Hout,Raamweg,tsn Wassenaarseweg en C. Bylandtlaan,C. Bylandtlaan,50,"jan,april, jul, okt",,81295.1687,456416.1725,52.09109064724753,4.311702066196174,13
14,1,Loosduinen,Machiel Vrijenhoeklaan,tsn Tankstation en Muurbloemweg,Muurbloemweg,50,"jan,april, jul, okt",,75667.7731,453953.2165,52.06817930962447,4.230175228133289,14
15,1,Haagse Hout,Benoordenhoutseweg,thv Huisnr 266,Willem Witseplein,50,"jan,april, jul, okt",,83028.3506,456837.1243,52.095101706332834,4.3368996908289486,15
16,1,Haagse Hout,Jozef Israelslaan,ZH laan en Weissenbruchstraat,Weissenbruchstr,30,"jan,april, jul, okt",30 km per uur,81863.5193,456205.5631,52.08927333289559,4.320039230396357,16
17,1,Loosduinen,Aaltje Noorderwierstaat,tsn Mozartlaan en C. Rennestraat,C.Rennestraat,50,"jan,april, jul, okt",Let op zichtbaarheid display ivm bomen,75782.2863,453052.9119,52.06010504035803,4.232053903486691,17
18,1,Leidschenveen-Ypenburg,Westvlietweg,Wijkerlaan en Wellantcollege,Wellantcollege,50,"jan,april, jul, okt",,85555.4299,454122.0898,52.071024806875116,4.37432520869738,18
19,1,Escamp,Troelstrakade,thv Willem Dreespark,Melis Stokelaan,50,"jan,april, jul, okt",,80784.9696,452495.0952,52.055784756744394,4.305111156953099,19
20,1,Leidschenveen-Ypenburg,Oude Middenweg,Kampioensingel en Sportsingel,Zoetermeerse rijweg,50,"jan,april, jul, okt",,87528.7008,454484.8651,52.074528943908035,4.4030303522755725,20
21,1,Laak,Alberdingk Thijnmstraat,Rudolf Brammestr en Vosmaerstr,Vosmaerstr,50,"jan,april, jul, okt",,81169.9422,452292.211,52.05401290535158,4.310767146091053,21
22,1,Laak,Van Meursstraat/Hasebroekstraat,Jonathanstr en Dr Schaepmanstr,Schaepmanstr,30,"jan,april, jul, okt",30 km per uur,81515.1426,452113.5507,52.05245320371511,4.315837723492977,22
