Start Opbouw,Einde Afbouw,Datum,Starttijd,Eindtijd,Naam evenement,Locatie,Activiteit,Vergunning / Aanvraag
21-05-2018,28-05-2018,27-05-2018,13:00,19:00,Kermis  Vleuten,Dorpsplein,Versterkt geluid,Vergunning verstrekt
25-05-2018,28-05-2018,27-05-2018,17:00,01:00,Lentebock Festival,Domplein,Versterkt geluid wegafsluiting Bouwsels,Vergunning verstrekt
21-04-2018,05-06-2018,27-05-2018,21:15,23:00,SPRING Performing Arts Festival 2018 en WIEK van Boukje Schweigman,Berlijnplein,bouwsels,Vergunning verstrekt
24-04-2018,10-09-2018,28-05-2018,08:30,23:00,Papendorp Beach,Blaeulaan (Papendorp),bouwsels,Vergunning verstrekt
28-05-2018,29-05-2018,28-05-2018,17:30,20:00,Avond2daagse parkschool,J.P Coenstraat en route,wegsafsluiting,Vergunning verstrekt
28-05-2018,31-05-2018,28-05-2018,18:00,21:00,75ste Avondvierdaagse Utrecht,"Rio de janeirodreef (Sportpark Vechtzoom), Koningsweg (Sportpark)",wegafsluiting,Vergunning verstrekt
21-04-2018,05-06-2018,28-05-2018,21:15,23:00,SPRING Performing Arts Festival 2018 en WIEK van Boukje Schweigman,Berlijnplein,bouwsels,Vergunning verstrekt
28-05-2018,04-06-2018,29-05-2018,08:30,23:30,Beachweek Utrecht,"Lucasbolwerk, Zocherplantsoen",Versterkt geluid  bouwsels,Vergunning verstrekt
24-04-2018,10-09-2018,29-05-2018,08:30,23:00,Papendorp Beach,Blaeulaan (Papendorp),bouwsels,Vergunning verstrekt
28-05-2018,29-05-2018,29-05-2018,17:30,20:00,Avond2daagse parkschool,J.P Coenstraat en route,wegsafsluiting,Vergunning verstrekt
28-05-2018,31-05-2018,29-05-2018,18:00,21:00,75ste Avondvierdaagse Utrecht,"Rio de janeirodreef (Sportpark Vechtzoom), Koningsweg (Sportpark)",wegafsluiting,Vergunning verstrekt
21-04-2018,05-06-2018,29-05-2018,21:15,23:00,SPRING Performing Arts Festival 2018 en WIEK van Boukje Schweigman,Berlijnplein,bouwsels,Vergunning verstrekt
28-05-2018,04-06-2018,30-05-2018,08:30,23:30,Beachweek Utrecht,"Lucasbolwerk, Zocherplantsoen",Versterkt geluid  bouwsels,Vergunning verstrekt
24-04-2018,10-09-2018,30-05-2018,08:30,23:00,Papendorp Beach,Blaeulaan (Papendorp),bouwsels,Vergunning verstrekt
30-05-2018,03-06-2018,30-05-2018,14:00,22:00,Mini kermis,Hof Ter Weydeweg (Muziekplein),bouwsels,Vergunning verstrekt
30-05-2018,30-05-2018,30-05-2018,16:30,17:00,Wijksafari (geluid 70dB A),Schooneggendreef,wegafsluiting,Vergunning verstrekt
28-05-2018,31-05-2018,30-05-2018,18:00,21:00,75ste Avondvierdaagse Utrecht,"Rio de janeirodreef (Sportpark Vechtzoom), Koningsweg (Sportpark)",wegafsluiting,Vergunning verstrekt
30-05-2018,30-05-2018,30-05-2018,19:30,21:30,Zomeravondcup 2018,Franciscusdreef (atletiekbaan overvecht),,Vergunning verstrekt
21-04-2018,05-06-2018,30-05-2018,21:15,23:00,SPRING Performing Arts Festival 2018 en WIEK van Boukje Schweigman,Berlijnplein,bouwsels,Vergunning verstrekt
28-05-2018,04-06-2018,31-05-2018,08:30,23:30,Beachweek Utrecht,"Lucasbolwerk, Zocherplantsoen",Versterkt geluid  bouwsels,Vergunning verstrekt
24-04-2018,10-09-2018,31-05-2018,08:30,23:00,Papendorp Beach,Blaeulaan (Papendorp),bouwsels,Vergunning verstrekt
31-05-2018,31-05-2018,31-05-2018,10:00,21:00,Opening ANWB Winkel Neude Utrecht,Neude (plein),Versterkt geluid  bouwsels,Gaat niet door
30-05-2018,03-06-2018,31-05-2018,14:00,22:00,Mini kermis,Hof Ter Weydeweg (Muziekplein),bouwsels,Vergunning verstrekt
31-05-2018,31-05-2018,31-05-2018,16:30,17:00,Wijksafari (geluid 70dB A),Schooneggendreef,wegafsluiting,Vergunning verstrekt
28-05-2018,31-05-2018,31-05-2018,18:00,21:00,75ste Avondvierdaagse Utrecht,"Rio de janeirodreef (Sportpark Vechtzoom), Koningsweg (Sportpark)",wegafsluiting,Vergunning verstrekt
03-05-2018,20-09-2018,31-05-2018,20:30,23:00,Openlucht Tango Las Nueve,Korte Minrebroederstraat,Versterkt geluid,Vergunning verstrekt
21-04-2018,05-06-2018,31-05-2018,21:15,23:00,SPRING Performing Arts Festival 2018 en WIEK van Boukje Schweigman,Berlijnplein,bouwsels,Vergunning verstrekt
28-05-2018,04-06-2018,01-06-2018,08:30,23:30,Beachweek Utrecht,"Lucasbolwerk, Zocherplantsoen",Versterkt geluid  bouwsels,Vergunning verstrekt
24-04-2018,10-09-2018,01-06-2018,08:30,23:00,Papendorp Beach,Blaeulaan (Papendorp),bouwsels,Vergunning verstrekt
29-05-2018,04-06-2018,01-06-2018,10:00,18:00,Italië Evenement Smaak & Stijl,Kasteellaan (Kasteel de Haar),Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
30-05-2018,02-06-2018,01-06-2018,12:00,23:00,Summum,Strandboulevard (Haarrijnse Plas),Versterkt geluid  bouwsels,Vergunning verstrekt
30-05-2018,03-06-2018,01-06-2018,14:00,22:00,Mini kermis,Hof Ter Weydeweg (Muziekplein),bouwsels,Vergunning verstrekt
31-05-2018,04-06-2018,01-06-2018,16:00,01:00,Zomerfestival Ledig Erf,Tolsteegbarriere,versterkt geluid wegafsluiting bouwsels,Gaat niet door
01-06-2018,01-06-2018,01-06-2018,16:30,17:00,Wijksafari (geluid 70dB A),Schooneggendreef,wegafsluiting,Vergunning verstrekt
11-05-2018,28-09-2018,01-06-2018,19:30,22:30,Utrecht Skate Parade,Lucasbolwerk/Zocherpark,Versterkt geluid,Vergunning verstrekt
21-04-2018,05-06-2018,01-06-2018,21:15,23:00,SPRING Performing Arts Festival 2018 en WIEK van Boukje Schweigman,Berlijnplein,bouwsels,Vergunning verstrekt
02-06-2018,02-06-2018,02-06-2018,08:00,16:00,Rommelmarkt Wolgadreef,Wolgadreef,,Vergunning verstrekt
28-05-2018,04-06-2018,02-06-2018,08:30,23:30,Beachweek Utrecht,"Lucasbolwerk, Zocherplantsoen",Versterkt geluid  bouwsels,Vergunning verstrekt
02-06-2018,02-06-2018,02-06-2018,09:00,16:30,Utrechtse Montmartre,Domplein,bouwsels,Gaat niet door
02-06-2018,02-06-2018,02-06-2018,10:00,16:00,"Dag van de Bouw ""Het Platform""",nabij de Moreelsebrug,,Vergunning verstrekt
02-06-2018,02-06-2018,02-06-2018,10:00,16:00,"Dag van de Bouw ""Nijenoord""",Nijenoord,bouwsels,Vergunning verstrekt
02-06-2018,02-06-2018,02-06-2018,10:00,16:00,Dag van de bouw 'Noordgebouw',Stationsplein,,Vergunning verstrekt
01-06-2018,02-06-2018,02-06-2018,10:00,16:00,Dag van de Bouw: nieuwbouw rwzi Utrecht,Brailledreef 2 (bouwterrein rioolwaterzuivering),Versterkt geluid  bouwsels,Vergunning verstrekt
02-06-2018,02-06-2017,02-06-2018,10:00,16:00,Informatie platform- Werelds grootste fietsenstalling,Stationsplein,bouwsels,Vergunning verstrekt
29-05-2018,04-06-2018,02-06-2018,10:00,21:00,Italië Evenement Smaak & Stijl,Kasteellaan (Kasteel de Haar),Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
02-06-2018,02-06-2018,02-06-2018,10:00,19:00,Utrecht Blaast,"Stadhuisbrug, Domplein, Hoge Woerdplein (Castellum Hoge Woerd)",Versterkt geluid,Vergunning verstrekt
29-05-2018,05-06-2018,02-06-2018,12:00,23:00,40UP ZomerFestival,Mercatorlaan (Grasweide Papendorp),Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
02-06-2018,02-06-2018,02-06-2018,12:00,23:00,Buurten bij Kanaalzicht,Keulsekade/Kanaalweg,Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
29-05-2018,04-06-2018,02-06-2018,13:00,00:00,Fraternitas Lustrum festival,Budapestlaan (Botanische tuinen),Versterkt geluid,Vergunning verstrekt
30-05-2018,03-06-2018,02-06-2018,14:00,22:00,Mini kermis,Hof Ter Weydeweg (Muziekplein),bouwsels,Vergunning verstrekt
31-05-2018,04-06-2018,02-06-2018,14:00,01:00,Zomerfestival Ledig Erf,Tolsteegbarriere,versterkt geluid wegafsluiting bouwsels,Gaat niet door
02-06-2018,02-06-2018,02-06-2018,16:30,17:00,Wijksafari (geluid 70dB A),Schooneggendreef,wegafsluiting,Vergunning verstrekt
02-06-2018,02-06-2018,02-06-2018,19:00,21:00,Klein evenement bestaande uit live muziek,Troosterlaan (WKC De Gaard),Versterkt geluid,Gaat niet door
21-04-2018,05-06-2018,02-06-2018,21:15,23:00,SPRING Performing Arts Festival 2018 en WIEK van Boukje Schweigman,Berlijnplein,bouwsels,Vergunning verstrekt
28-05-2018,04-06-2018,03-06-2018,08:30,23:30,Beachweek Utrecht,"Lucasbolwerk, Zocherplantsoen",Versterkt geluid  bouwsels,Vergunning verstrekt
02-06-2018,04-06-2018,03-06-2018,09:00,17:00,De Loop van Leidsche Rijn,Europaweg (Maximapark),wegafsluiting bouwsels,Vergunning verstrekt
29-05-2018,04-06-2018,03-06-2018,10:00,18:00,Italië Evenement Smaak & Stijl,Kasteellaan (Kasteel de Haar),Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
03-06-2018,03-06-218,03-06-2018,10:30,13:00,Total Tourette Challenge,Griftpark,,Vergunning verstrekt
03-06-2018,03-06-2018,03-06-2018,11:00,18:00,De Streekmarkt,Domplein,,Gaat niet door
03-06-2018,03-06-2018,03-06-2018,12:00,18:00,A Lazy Sunday Afternoon (geluid cat. B),Hoge Woerdplein (Castellum HogeWoerd),Versterkt geluid  bouwsels,Vergunning verstrekt
02-06-2018,04-06-2018,03-06-2018,12:00,23:30,Culturele Zondag - Utrecht Centraal,"Domplein, Parnassos, Tuin Centraal Museum, Roost",Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
31-05-2018,04-06-2018,03-06-2018,12:00,21:00,Zomerfestival Ledig Erf,Tolsteegbarriere,versterkt geluid wegafsluiting bouwsels,Gaat niet door
02-06-2018,03-06-2018,03-06-2018,13:00,18:00,American Day,Julianapark,Versterkt geluid,Vergunning verstrekt
02-06-2018,04-06-2018,03-06-2018,13:00,21:00,Festival Dichterbij,Veilinghaven,Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
30-05-2018,03-06-2018,03-06-2018,14:00,22:00,Mini kermis,Hof Ter Weydeweg (Muziekplein),bouwsels,Vergunning verstrekt
24-04-2018,10-09-2018,04-06-2018,08:30,23:00,Papendorp Beach,Blaeulaan (Papendorp),bouwsels,Vergunning verstrekt
24-04-2018,10-09-2018,05-06-2018,08:30,23:00,Papendorp Beach,Blaeulaan (Papendorp),bouwsels,Vergunning verstrekt
05-06-2018,05-06-2018,05-06-2018,12:00,16:30,Officiële Opening Prinses Maxima Centrum,Universiteitsweg (WKZ),Versterkt geluid  bouwsels,Vergunning verstrekt
24-04-2018,10-09-2018,06-06-2018,08:30,23:00,Papendorp Beach,Blaeulaan (Papendorp),bouwsels,Vergunning verstrekt
06-06-2018,06-06-2018,06-06-2018,16:30,17:00,Wijksafari (geluid 70dB A),Schooneggendreef,wegafsluiting,Vergunning verstrekt
24-04-2018,10-09-2018,07-06-2018,08:30,23:00,Papendorp Beach,Blaeulaan (Papendorp),bouwsels,Vergunning verstrekt
07-06-2018,07-06-2018,07-06-2018,16:30,17:00,Wijksafari (geluid 70dB A),Schooneggendreef,wegafsluiting,Vergunning verstrekt
03-05-2018,20-09-2018,07-06-2018,20:30,23:00,Openlucht Tango Las Nueve,Korte Minrebroederstraat,Versterkt geluid,Vergunning verstrekt
24-04-2018,10-09-2018,08-06-2018,08:30,23:00,Papendorp Beach,Blaeulaan (Papendorp),bouwsels,Vergunning verstrekt
08-06-2018,08-06-2018,08-06-2018,16:30,17:00,Wijksafari (geluid 70dB A),Schooneggendreef,wegafsluiting,Vergunning verstrekt
11-05-2018,28-09-2018,08-06-2018,19:30,22:30,Utrecht Skate Parade,Lucasbolwerk/Zocherpark,Versterkt geluid,Vergunning verstrekt
07-06-2018,11-06-2018,09-06-2018,08:00,15:00,Dag van de Munt 2018,Leidseweg (Muntgebouw),wegafsluiting bouwsels,Vergunning verstrekt
09-06-2018,09-06-2018,09-06-2018,08:00,16:00,Rommelmarkt Bomenbuurt Ondiep,"Amandelstraat, Elsstraat, Vijgeboomstraat, Ondiep",wegafsluiting,Vergunning verstrekt
09-06-2018,09-06-2018,09-06-2018,09:00,17:00,Braderie Plantage,Plantage,Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
09-06-2018,09-06-2018,09-06-2018,10:00,17:00,Platen - CD Beurs,Mariaplaats,,Vergunning verstrekt
09-06-2018,09-06-2018,09-06-2018,10:00,16:00,Waterwinmarkt,Muziekplein,Versterkt geluid  bouwsels,Vergunning verstrekt
08-06-2018,10-06-2018,09-06-2018,11:00,23:00,Bourgondisch Vleuten,Dorpsplein Vleuten,Versterkt geluid  bouwsels,Vergunning verstrekt
09-06-2018,09-06-2018,09-06-2018,13:00,21:00,Benefietconcert C.S. Veritas,Park Lepelenburg,Versterkt geluid  bouwsels,Vergunning verstrekt
04-06-2018,12-06-2018,09-06-2018,13:00,23:00,Supah Dupah (Zomerkriebels),Mercatorlaan (Grasweide Papendorp),versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
09-06-2018,09-06-2018,09-06-2018,14:30,19:00,Crewdag UIT,Griftpark,Versterkt geluid  bouwsels,Vergunning verstrekt
09-06-2018,09-06-2018,09-06-2018,16:30,17:00,Wijksafari (geluid 70dB A),Schooneggendreef,wegafsluiting,Vergunning verstrekt
10-06-2018,10-06-2018,10-06-2018,08:00,22:00,De Uithof Survivalrun 2018,Uppsalalaan (sportcentrum Olympos),,Vergunning verstrekt
09-06-2018,11-06-2018,10-06-2018,08:00,14:00,Utrecht Urban Trail,"Janskerkhof, Binnenstad, Mariaplaats",Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
10-06-2018,11-06-2018,10-06-2018,10:00,12:15,Sociale Top 2018,Domplein,Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
10-06-2018,10-06-2018,10-06-2018,11:00,13:00,Parkdienst,Europaweg (Maximapark),bouwsels,Vergunning verstrekt
10-06-2018,10-06-2018,10-06-2018,11:00,17:00,Swan Market Utrecht,Berlijnplein,Versterkt geluid  bouwsels,Gaat niet door
10-06-2018,10-06-2018,10-06-2018,11:30,16:00,Run for Kita,Hoge Woerdplein (Castellum Hoge Woerd) Maximapark,wegafsluiting bouwsels,Vergunning verstrekt
10-06-2018,10-06-2018,10-06-2018,13:00,18:00,De Klanksteen 5 jarig jubileum van culturele verbinding,Tolsteegplantsoen,Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
10-06-2018,10-06-2018,10-06-2018,13:00,20:00,Markt om de Hoek,Beerthuizenplantsoen,wegafsluiting bouwsels,Vergunning verstrekt
10-06-2018,10-06-2018,10-06-2018,14:30,17:00,Utrechtse Troostdag,Floridadreef (begraafplaats Daelwijck),,Vergunning verstrekt
10-06-2018,10-06-2018,10-06-2018,15:00,16:00,Zomerse Zondagen (geluid cat.A),Hoge Woerdplein (Castellum Hoge Woerd),wegafsluiting bouwsels,Vergunning verstrekt
24-04-2018,10-09-2018,11-06-2018,08:30,23:00,Papendorp Beach,Blaeulaan (Papendorp),bouwsels,Vergunning verstrekt
11-06-2018,11-06-2018,11-06-2018,09:00,20:00,Hondadag 2018,Voorveldselaan,,Vergunning verstrekt
24-04-2018,10-09-2018,12-06-2018,08:30,23:00,Papendorp Beach,Blaeulaan (Papendorp),bouwsels,Vergunning verstrekt
24-04-2018,10-09-2018,13-06-2018,08:30,23:00,Papendorp Beach,Blaeulaan (Papendorp),bouwsels,Vergunning verstrekt
13-06-2018,13-06-2018,13-06-2018,16:30,17:00,Wijksafari (geluid 70dB A),Schooneggendreef,wegafsluiting,Vergunning verstrekt
13-06-2018,13-06-2018,13-06-2018,19:30,21:30,Zomeravondcup 2018,Franciscusdreef (atletiekbaan overvecht),,Vergunning verstrekt
13-06-2018,13-06-2018,13-06-2018,,,Sfeeractiviteit 8: Suikerfeest (Spekjesboeket maken) ,Hammarskjoldhof,bouwsels,Vergunning verstrekt
24-04-2018,10-09-2018,14-06-2018,08:30,23:00,Papendorp Beach,Blaeulaan (Papendorp),bouwsels,Vergunning verstrekt
14-06-2018,14-06-2018,14-06-2018,10:00,17:00,Platen - CD Beurs,Mariaplaats,,Vergunning verstrekt
14-06-2018,14-06-2018,14-06-2018,16:30,17:00,Wijksafari (geluid 70dB A),Schooneggendreef,wegafsluiting,Vergunning verstrekt
03-05-2018,20-09-2018,14-06-2018,20:30,23:00,Openlucht Tango Las Nueve,Korte Minrebroederstraat,Versterkt geluid,Vergunning verstrekt
24-04-2018,10-09-2018,15-06-2018,08:30,23:00,Papendorp Beach,Blaeulaan (Papendorp),bouwsels,Vergunning verstrekt
15-06-2018,18-06-2018,15-06-2018,12:00,01:00,Midzomergracht The Village,"Lucasbolwerk, Zocherplantsoen",Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
15-06-2018,15-06-2018,15-06-2018,16:30,17:00,Wijksafari (geluid 70dB A),Schooneggendreef,wegafsluiting,Vergunning verstrekt
11-05-2018,28-09-2018,15-06-2018,19:30,22:30,Utrecht Skate Parade,Lucasbolwerk/Zocherpark,Versterkt geluid,Vergunning verstrekt
16-06-2018,16-06-2018,16-06-2018,10:00,17:00,Braderie Funmarkt,Rijnlaan,wegafsluiting bouwsels,Vergunning verstrekt
16-06-2018,16-06-2018,16-06-2018,11:00,15:00,Jaarvergunning winkelcentrum Parkwijk,Verlengde Houtrakgracht (WKC Parkwijk),versterkt geluid  bouwsels,Vergunning verstrekt
16-06-2018,16-06-2018,16-06-2018,12:00,17:00,Festival Fonkeltoon,Julianapark,bouwsels,Vergunning verstrekt
15-06-2018,18-06-2018,16-06-2018,12:00,21:00,Midzomergracht The Village,"Lucasbolwerk, Zocherplantsoen",Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
16-06-2018,16-06-2018,16-06-2018,12:00,18:00,Utrecht Canal Pride,"Domplein, Jacobskerkhof, Oudegracht, Wed, Stadhuisbrug, Tolsteegbarrière, Binnenstad",Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
16-06-2018,16-06-2018,16-06-2018,12:00,17:00,Vaderdag evenement 'mijn papa is de beste',Ella Fitzgeraldplein (Winkelcentrum Terwijde),Versterkt geluid  bouwsels,Vergunning verstrekt
16-06-2018,16-06-2018,16-06-2018,12:00,19:00,All Wed festival,Donkere Gaard/Lichte Gaard/ 't Wed,Versterkt geluid wegafsluiting bouwsels,Gaat niet door
15-06-2018,16-06-2018,16-06-2018,12:00,23:00,Pride Street Party,Jacobskerkhof,Versterkt geluid wegafsluiting bouwsels,Gaat niet door
16-06-2018,16-06-2018,16-06-2018,13:00,19:00,Teds Canal Pride 2018,Lichte Gaard 8,wegafsluiting bouwsels,Gaat niet door
16-06-2018,16-06-2018,16-06-2018,15:00,23:00,Pride Street Parties,"Jacobskerkhof, Domplein, Paardenveld",Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
16-06-2018,16-06-2018,16-06-2018,16:30,17:00,Wijksafari (geluid 70dB A),Schooneggendreef,wegafsluiting,Vergunning verstrekt
15-06-2018,17-06-2018,16-06-2018,18:00,23:30,Lustrum 2018 Wijkvereniging Oog in Al,"Palestrinastraat (naast Dominicuskerk), Beethovenplein (park Oog in Al))",Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
16-06-2018,17-06-2018,16-06-2018,20:00,00:00,Nacht van de Vluchteling,Maliebaanstation (Spoorwegmuseum),Versterkt geluid  bouwsels,Vergunning verstrekt
16-06-2018,16-06-2018,16-06-2018,,,Sfeeractiviteit 9: Vaderdag (Race simulator),Hammarskjoldhof,bouwsels,Vergunning verstrekt
16-06-2018,17-06-2018,17-06-2018,00:00,14:00,Nacht van de Vluchteling,Maliebaanstation (Spoorwegmuseum),Versterkt geluid  bouwsels,Vergunning verstrekt
17-06-2018,17-06-2018,17-06-2018,07:00,22:00,Maximus Ride 2018,Pratumplaats (Brouwerij Maximus),wegafsluiting bouwsels,Vergunning verstrekt
15-06-2018,17-06-2018,17-06-2018,10:00,01:00,Lustrum 2018 Wijkvereniging Oog in Al,"Palestrinastraat (naast Dominicuskerk), Beethovenplein (park Oog in Al))",Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
17-06-2018,17-06-2018,17-06-2018,10:00,17:00,Braderie Vasco da Gamalaan,Vasco da Gamalaan,Versterkt geluid wegafsluiting bouwsels,Gaat niet door
15-06-2018,17-06-2018,17-06-2018,11:00,14:00,SingelSwim,Park Lepelenburg,Versterkt geluid  bouwsels,Vergunning verstrekt
17-06-2018,17-06-2018,17-06-2018,12:00,18:00,A Lazy Sunday Afternoon,Park Lepelenburg,Versterkt geluid  bouwsels,Vergunning verstrekt
16-06-2018,17-06-2018,17-06-2018,12:00,19:00,Dag van het Wilhelminapark,Wilhelminapark,Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
15-06-2018,18-06-2018,17-06-2018,12:00,21:00,Midzomergracht The Village,"Lucasbolwerk, Zocherplantsoen",Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
17-06-2018,17-06-2018,17-06-2018,14:00,17:00,Classic Car Meeting,Dorpsplein ,Versterkt geluid  bouwsels,Vergunning verstrekt
17-06-2018,17-06-2018,17-06-2018,15:00,16:00,Zomerse Zondagen (geluid cat.A),Hoge Woerdplein (Castellum Hoge Woerd),wegafsluiting bouwsels,Vergunning verstrekt
24-04-2018,10-09-2018,18-06-2018,08:30,23:00,Papendorp Beach,Blaeulaan (Papendorp),bouwsels,Vergunning verstrekt
15-06-2018,17-06-2018,18-06-2018,10:00,15:30,Lustrum 2018 Wijkvereniging Oog in Al,"Palestrinastraat (naast Dominicuskerk), Beethovenplein (park Oog in Al))",Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
24-04-2018,10-09-2018,19-06-2018,08:30,23:00,Papendorp Beach,Blaeulaan (Papendorp),bouwsels,Vergunning verstrekt
19-06-2018,22-06-2018,19-06-2018,17:00,21:00,SGWB Avondvierdaagse Leidsche Rijn (geluid cat A),Hoge Woerdplein (Castellum Hoge Woerd),,Vergunning verstrekt
24-04-2018,10-09-2018,20-06-2018,08:30,23:00,Papendorp Beach,Blaeulaan (Papendorp),bouwsels,Vergunning verstrekt
20-06-2018,20-06-2018,20-06-2018,12:30,15:30,OBS De Kleine Dichter 100 jaar,Heycopplein ,bouwsels,Vergunning verstrekt
18-06-2018,21-06-2018,20-06-2018,14:00,23:00,Nationale Haringpartij,Kasteellaan (Kasteel de Haar),Versterkt geluid  bouwsels,Vergunning verstrekt
20-06-2018,20-06-2018,20-06-2018,16:30,17:00,Wijksafari (geluid 70dB A),Schooneggendreef,wegafsluiting,Vergunning verstrekt
19-06-2018,22-06-2018,20-06-2018,17:00,21:00,SGWB Avondvierdaagse Leidsche Rijn (geluid cat A),Hoge Woerdplein (Castellum Hoge Woerd),,Vergunning verstrekt
24-04-2018,10-09-2018,21-06-2018,08:30,23:00,Papendorp Beach,Blaeulaan (Papendorp),bouwsels,Vergunning verstrekt
20-06-2018,25-06-2018,21-06-2018,10:00,21:00,Attractiedagen,Monarchvlinderlaan (Prinses Amaliapark),bouwsels,Vergunning verstrekt
21-06-2018,21-06-2018,21-06-2018,12:30,21:00,City event NK Atletiek,Domplein,Versterkt geluid  bouwsels,Vergunning verstrekt
21-06-2018,21-06-2018,21-06-2018,16:30,17:00,Wijksafari (geluid 70dB A),Schooneggendreef,wegafsluiting,Vergunning verstrekt
19-06-2018,22-06-2018,21-06-2018,17:00,21:00,SGWB Avondvierdaagse Leidsche Rijn (geluid cat A),Hoge Woerdplein (Castellum Hoge Woerd),,Vergunning verstrekt
03-05-2018,20-09-2018,21-06-2018,20:30,23:00,Openlucht Tango Las Nueve,Korte Minrebroederstraat,Versterkt geluid,Vergunning verstrekt
24-04-2018,10-09-2018,22-06-2018,08:30,23:00,Papendorp Beach,Blaeulaan (Papendorp),bouwsels,Vergunning verstrekt
22-06-2018,22-06-2018,22-06-2018,09:00,18:00,Filmopname NPO 3 Kaal of kammen ,"Houtensepas, Beatrixpark",,Gaat niet door
20-06-2018,25-06-2018,22-06-2018,10:00,21:00,Attractiedagen,Monarchvlinderlaan (Prinses Amaliapark),bouwsels,Vergunning verstrekt
19-06-2018,25-06-2018,22-06-2018,11:00,21:00,ASICS NK Atletiek,Maarschalkerweerd,Versterkt geluid  bouwsels,Vergunning verstrekt
22-06-2018,22-06-2018,22-06-2018,16:30,17:00,Wijksafari (geluid 70dB A),Schooneggendreef,wegafsluiting,Vergunning verstrekt
19-06-2018,22-06-2018,22-06-2018,17:00,22:00,SGWB Avondvierdaagse Leidsche Rijn (geluid cat A),Hoge Woerdplein (Castellum Hoge Woerd),,Vergunning verstrekt
21-06-2018,23-06-2018,22-06-2018,19:00,23:00,Midzomergracht - Vier de Liefde Concert,Bemuurde Weerd O.Z.,Versterkt geluid  bouwsels,Vergunning verstrekt
11-05-2018,28-09-2018,22-06-2018,19:30,22:30,Utrecht Skate Parade,Lucasbolwerk/Zocherpark,Versterkt geluid,Vergunning verstrekt
20-06-2018,25-06-2018,23-06-2018,10:00,21:00,Attractiedagen,Monarchvlinderlaan (Prinses Amaliapark),bouwsels,Vergunning verstrekt
19-06-2018,25-06-2018,23-06-2018,10:30,19:00,ASICS NK Atletiek,Maarschalkerweerd,Versterkt geluid  bouwsels,Vergunning verstrekt
23-06-2018,24-06-2018,23-06-2018,11:00,20:00,Home Made Market,Plantage,Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
23-06-2018,23-06-2018,23-06-2018,12:00,16:30,Armeense Cultuur en Specialiteiten Markt,Lucasbolwerk,,Vergunning verstrekt
22-06-2018,24-06-2018,23-06-2018,12:00,15:00,HomeRide & HomeRun,Domplein,Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
22-06-2018,24-06-2018,23-06-2018,12:00,23:00,Molen de Ster Bier- & Ciderfestival,Floresstraat,bouwsels,Vergunning verstrekt
23-06-2018,23-06-2018,23-06-2018,12:00,18:00,Utrecht Warrior Games (Midzomergracht),Park Lepelenburg,wegafsluiting bouwsels,Gaat niet door
23-06-2018,23-06-2018,23-06-2018,16:30,17:00,Wijksafari (geluid 70dB A),Schooneggendreef,wegafsluiting,Vergunning verstrekt
23-06-2018,23-06-2018,23-06-2018,19:00,22:30,Midzomeravond concert,Maximapark,Versterkt geluid,Vergunning verstrekt
19-06-2018,25-06-2018,24-06-2018,09:00,17:00,ASICS NK Atletiek,Maarschalkerweerd,Versterkt geluid  bouwsels,Vergunning verstrekt
24-06-2018,24-06-2018,24-06-2018,09:00,17:00,Braderie IJsselsteinlaan,Ijsselsteinlaan,Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
20-06-2018,25-06-2018,24-06-2018,10:00,21:00,Attractiedagen,Monarchvlinderlaan (Prinses Amaliapark),bouwsels,Vergunning verstrekt
24-06-2018,24-06-2018,24-06-2018,10:00,13:00,Vrouwentriathlon Utrecht,"Strandboulevard (Haarrijnse Plas), Utrechtseweg (Het Lint) en Heldinnenlaan",,Vergunning verstrekt
24-06-2018,24-06-2018,24-06-2018,11:00,15:00,Jaarvergunning winkelcentrum Parkwijk,Verlengde Houtrakgracht (WKC Parkwijk),versterkt geluid  bouwsels,Vergunning verstrekt
