OBJECTID,PUIC,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,NAAM,KM_GEOCODE_VAN_T,KM_GEOCODE_TOT_T,GELDIG_VANAF,PUBLICATIEDATUM,KM_GEOCODE_VAN,KM_GEOCODE_TOT
143,19d727c5-7192-40e4-81fb-881549a235ab,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,"102,900","145,900",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,102.9,145.9
144,d6f0053b-68ff-4034-b04d-99670b76af5c,503,c,503,503_c,Deventer,"40,600","44,400",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,40.6,44.4
145,98232ec2-b976-43ed-92ad-d851179de9fa,527,b,527,527_b,Haarlem,"0,500","1,100",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,0.5,1.1
146,fb98d044-b79a-47e0-a89c-da68fcaf38e3,527,f,527,527_f,Haarlem,"500,665","501,100",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,500.665,501.1
147,e5a4aa8a-4ab6-4edb-baba-ba70a2efaa31,553,b,553,553_b,Sittard,"0,800","1,000",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,0.8,1
148,865a51b3-6adb-4aa2-8c71-3ddd05c8d13d,100,,100,100__,Utrecht Centraal - Harmelen Aansl.,"2,000","10,800",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2,10.8
149,b7572f1e-71bc-47bc-b431-618cead0c66c,532,,532,532__,Harmelen Aansl.,"10,800","12,100",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,10.8,12.1
150,a0ea9284-ce4e-497d-be75-aa537c22c6e3,490,e,490,490_e,Amsterdam Houtrakpolder (gebied),"175,000","175,600",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,175,175.6
151,95abc8db-0be4-4ab4-84e1-86c97c231f9c,606,b,606,606_b,Almelo,"37,200","37,623",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,37.2,37.623
152,1a3cbdd3-63ac-47bd-b50d-3cee19501b8d,623,,623,623__,Alphen a/d Rijn,"16,300","18,000",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,16.3,18
153,1fcc536b-7827-471a-8cab-2284bf7b928e,477,e,477,477_e,Rotterdam Europoort 3,"500,200","500,574",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,500.2,500.574
154,f8c2e4ae-922b-4db4-9000-a644a92c7b22,205,,205,205__,Mariënberg - Almelo,"0,200","17,600",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,0.2,17.6
155,c34b6b51-0fc3-4014-98b6-40941d00cda6,818,b,818,818_b,Terneuzen Dow Chemical,"200,000","201,100",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,200,201.1
156,0b533ed9-14de-4da3-b8a8-180e3eaf76be,085,,85,085__,Haarlem - Warmond,"18,200","41,200",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,18.2,41.2
157,b4b19d9a-fa93-4108-8195-889dd62538ee,076,,76,076__,Santpoort Noord - Uitgeest,"6,600","17,500",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,6.6,17.5
158,73eaf61e-b4ed-47f3-87de-a19fa83b40d1,006,,6,006__,Groningen - Sauwerd,"1,100","10,500",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1.1,10.5
159,83808a15-1c3b-4a2f-9d04-8b825a71ab36,097,,97,097__,Nieuwersluis=Loenen - Breukelen,"19,400","22,500",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,19.4,22.5
160,1f614201-af3e-4683-a40f-bde690d9962d,862,,862,862__,Budel Zinkfabriek,"100,000","103,700",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,100,103.7
161,2bae0d86-359f-4066-b8de-415e2adea650,549,b,549,549_b,Haren,"70,800","71,400",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,70.8,71.4
162,9a175fd7-2f61-4dff-8a71-b659e9b0d3cc,820,,820,820__,Almelo Dollegoor,"200,000","200,800",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,200,200.8
163,c315469a-3883-4b9b-85eb-6ba382579d65,034,,34,034__,Velperbroek Aansl. - Dieren,"0,300","13,900",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,0.3,13.9
164,b1288469-fae1-4ecf-9330-158f425668cd,927,,927,927__,Watergraafsmeer,"904,200","906,600",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,904.2,906.6
165,cbaf4baf-a349-4358-8de0-4243cb9c1f4b,143,,143,143__,Leidschenveen - Leidschendam Lijnwerkplaats,"16,800","17,900",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,16.8,17.9
166,8e8098ec-28fa-48f2-9440-005b95f38fcd,506,c,506,506_c,Amersfoort,"50,400","50,900",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,50.4,50.9
167,81bf4597-67a6-4843-8c6d-48253b930b38,451,a,451,451_a,Coevorden - Coevorden Grens,"0,700","1,600",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,0.7,1.6
168,2a1e98d9-d4a1-47ce-9a8e-3ded404b95a6,037,,37,037__,Arnhem - Velperbroek Aansl.,"92,300","93,500",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,92.3,93.5
169,57360238-2bf6-4bd8-af05-b3d2d3a70278,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,"36,000","51,900",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,36,51.9
170,a66f1fcb-e95d-4207-a1b3-93291dc27c5d,815,c,815,815_c,Roodeschool Eemshaven,"200,000","203,016",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,200,203.016
171,2c01e2a3-8a85-4019-ac69-b4be827c27ca,121,b,121,121_b,Breda - Lage Zwaluwe,"232,206","241,500",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,232.206,241.5
172,dbe51176-29fc-4084-aae8-bbed12f5d8dc,522,b,522,522_b,Uitgeest,"57,200","58,400",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,57.2,58.4
173,2273f932-187f-41bc-8c04-7ab853866306,024,,24,024__,Deventer - Wierden,"2,800","33,200",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2.8,33.2
174,0b8700df-64bd-495f-8a67-09f0f2ca75a1,822,a,822,822_a,Zwijndrecht Groote Lindt,"100,500","104,564",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,100.5,104.564
175,6a7e86c6-69fc-4ca4-a297-c188fcca4538,552,b,552,552_b,Groningen Losplaats,"81,800","83,800",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,81.8,83.8
176,6ec1aa0e-5da5-4c73-a412-8fef4477daf8,553,a,553,553_a,Sittard,"0,100","0,200",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,0.1,0.2
177,41d15d22-d398-495c-866c-4eb0af1e06a0,801,f,801,801_f,Moerdijk Industrieterrein,"500,000","500,570",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,500,500.57
178,c33980e7-3c1a-474c-9b08-8d90ace7a8d8,503,a,503,503_a,Deventer,"2,600","2,800",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2.6,2.8
179,93aea511-4aff-4593-8a65-b369fbdebe9d,620,,620,620__,Alkmaar,"41,300","42,700",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,41.3,42.7
180,d6f7ec20-4515-480d-9c5b-5605d3ac47b4,041,,41,041__,Arnhem - Elst,"0,500","8,200",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,0.5,8.2
181,9c1f9fe7-3857-4efb-9d8b-e95ba4608595,557,d,557,557_d,Terneuzen Aansl.,"200,200","201,200",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,200.2,201.2
182,163c982a-340d-4aa6-9c36-af4e8afad932,817,k,817,817_k,Vlissingen Sloehaven,"600,000","600,700",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,600,600.7
183,f7ab31a6-de24-4f1b-918e-bfdd69bb30a1,605,,605,605__,Wierden,"33,200","34,200",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,33.2,34.2
184,2d6df007-8746-4018-ae5f-11e7a20a60a8,015,,15,015__,Zwolle - Kampen,"88,400","101,100",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,88.4,101.1
185,f69bee4e-4cb9-4d9b-acfa-6ab856440b4a,053,,53,053__,Vught Aansl. - Boxtel,"51,400","59,400",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.4,59.4
186,d5996992-eb73-431b-9eeb-5ec3363a0662,621,,621,621__,Nieuwersluis=Loenen,"18,200","19,400",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,18.2,19.4
187,5966011f-94e9-4ad9-a758-b2b0339eac71,527,c,527,527_c,Haarlem,"16,200","18,200",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,16.2,18.2
188,50ba9de2-78a1-4ff6-a06e-6f3ec1dfb237,587,d,587,587_d,Diemen,"906,600","908,100",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,906.6,908.1
189,ba9fc8b1-5863-4db6-a151-0395f72b3275,859,,859,859__,Sas van Gent Cerestar,"100,000","101,500",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,100,101.5
190,d66405b1-0b5c-43f3-9a94-b70671c7965f,612,a,612,612_a,Barneveld Noord,"11,900","12,300",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,11.9,12.3
191,f8f996cb-ac4b-48b6-a922-c6f8e66965cd,553,c,553,553_c,Sittard,"20,700","22,800",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,20.7,22.8
192,166e1458-1a11-40ca-aceb-a008021548ee,080,,80,080__,Amsterdam Bijlmer - Nieuwersluis=Loenen,"6,000","18,200",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,6,18.2
193,c10fc09c-9031-42bf-ac49-609524df15c0,095,,95,095__,Hilversum - Blauwkapel,"0,900","12,700",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,0.9,12.7
194,fb53b44c-f508-4e02-ab51-2d2242c58656,133,a,133,133_a,Amsterdam Riekerpolder - Warmond,"8,505","37,000",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,8.505,37
195,2ec226ff-430a-4de7-b38f-419db9bad717,831,a,831,831_a,Oss Racc. Elzenburg,"100,100","102,450",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,100.1,102.45
196,794b0e84-2c82-4dea-bb39-a9100cb920ac,044,,44,044__,Ressen=Bemmel - Nijmegen,"11,600","16,200",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,11.6,16.2
197,07cfdc3b-019f-41ca-b539-0fb9f7b6650b,551,b,551,551_b,Tilburg,"21,500","24,200",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,21.5,24.2
198,aae9ce22-b264-4333-9ce9-980bc572fff4,609,,609,609__,Zutphen,"26,400","29,900",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,26.4,29.9
199,b546dbf6-1ce0-4ac6-a34e-e269a1a88036,545,a,545,545_a,Roosendaal,"1,500","2,100",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1.5,2.1
200,73e3ba8e-5e9f-464e-bfc2-94886d0bcf05,058,,58,058__,Budel Grens - Weert,"53,982","62,500",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,53.982,62.5
201,c5ce54d2-49d0-45cb-bef1-218745fa4f31,588,,588,588__,Amsterdam Dijksgracht,"0,869","3,200",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,0.869,3.2
202,52866ef6-2369-4162-b8d3-79d10d8a4fee,606,c,606,606_c,Almelo,"17,600","17,700",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,17.6,17.7
203,a22a0f67-69ff-42e2-996a-aa4e2b092504,049,,49,049__,Nijmegen - Beugen,"18,600","34,700",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,18.6,34.7
204,ae0ae932-8b37-4f17-9552-1481f08a59c8,626,a,626,626_a,Hoorn,"1,300","1,400",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1.3,1.4
205,68c381f9-8f76-49af-9d72-af6c9e2d5611,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,"24,000","82,800",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,24,82.8
206,4f479fc0-d00b-46e8-9620-e9d1bc3fe13d,514,a,514,514_a,Nijmegen,"16,200","18,600",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,16.2,18.6
207,0c174ab5-cc2a-423e-97d0-a045a0d90e60,839,a,839,839_a,Tilburg de Loven,"100,100","101,117",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,100.1,101.117
208,af3a457c-6364-4769-b6e0-2f05433e531f,654,,654,654__,Assen,"48,100","50,600",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,48.1,50.6
209,863c6a91-5bf8-410c-86f4-6305e7447e86,519,b,519,519_b,Roermond,"89,056","89,400",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,89.056,89.4
210,b35c5fe7-9d9b-40bd-9f05-a94660a24e63,485,k,485,485_k,Amsterdam Hemhaven (gebied),"400,100","400,600",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,400.1,400.6
211,183264e5-515f-4c44-b487-ed3ffb51e039,485,h,485,485_h,Amsterdam Hemhaven (gebied),"325,100","325,695",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,325.1,325.695
212,a1d2958d-6105-4bd2-b4ed-507734a679c2,485,g,485,485_g,Amsterdam Hemhaven (gebied),"250,000","250,510",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,250,250.51
213,5108952e-ecd7-4012-83a7-230eb1c4fa10,485,c,485,485_c,Amsterdam Hemhaven (gebied),"76,774","77,900",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,76.774,77.9
214,352485b9-ad9c-4403-b7ee-fe1c71e0f749,485,m,485,485_m,Amsterdam Hemhaven (gebied),"300,000","300,755",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,300,300.755
215,32e8e7c7-1c3e-4d96-a734-061b5dd59083,485,f,485,485_f,Amsterdam Hemhaven (gebied),"200,100","202,755",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,200.1,202.755
216,6f25b7ed-cf3a-4ae5-b50b-03e7ec4e007a,485,a,485,485_a,Amsterdam Hemhaven (gebied),"0,000","0,340",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,0,0.34
217,a40f8cda-8264-4103-ac75-09666d0e1b9a,542,a,542,542_a,Dordrecht,"28,500","30,600",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,28.5,30.6
218,c9229713-3b60-48e2-9085-0ab012430552,129,,129,129__,Terneuzen Aansl. - Terneuzen,"28,300","30,905",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,28.3,30.905
219,7d84809f-f651-4572-b27f-6ef236d640a4,667,a,667,667_a,Prinsenbeek,"241,500","244,100",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,241.5,244.1
220,0611e72a-a631-4b00-91e7-4e99aeb36c99,801,k,801,801_k,Moerdijk Industrieterrein,"775,000","775,716",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,775,775.716
221,4e428e0b-4c9c-4cbb-a1d2-816fd060a201,490,g,490,490_g,Amsterdam Houtrakpolder (gebied),"200,000","200,400",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,200,200.4
222,e8d9cd0b-3809-4f40-8c40-12fe6d6b240c,092,,92,092__,Baarn - Amersfoort,"37,400","42,600",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,37.4,42.6
223,f25e226a-4d6c-48fd-9396-96f376d0d9ed,099,,99,099__,Breukelen - Harmelen Aansl.,"0,400","7,330",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,0.4,7.33
224,2c648b50-fd76-4649-b0a4-825ef25eeca3,400,,400,400__,Emmen - Weerdinge,"75,800","76,100",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,75.8,76.1
225,ad95174e-7eb8-4ed6-8299-4bcbdcf66b6b,490,h,490,490_h,Amsterdam Houtrakpolder (gebied),"300,000","303,304",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,300,303.304
226,9c37ef3f-8475-4010-aa0d-2bea6748107d,120,b,120,120_b,Lage Zwaluwe - Roosendaal,"199,949","202,400",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,199.949,202.4
227,65c3c05b-8f7e-4cb0-a43e-5ea8c30463c9,485,l,485,485_l,Amsterdam Hemhaven (gebied),"450,000","450,700",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,450,450.7
228,9a419eaa-bf7e-4630-973c-39d02b021c28,486,f,486,486_f,Amsterdam Westhaven (gebied),"350,000","350,700",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,350,350.7
229,620dc363-66ee-413b-a672-0c3a19d7ff33,486,r,486,486_r,Amsterdam Westhaven (gebied),"625,000","625,250",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,625,625.25
230,8f981951-7b75-489a-b76f-2b83c3bc7261,486,a,486,486_a,Amsterdam Westhaven (gebied),"0,000","1,540",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,0,1.54
231,fd71882f-a9f0-40ed-8ead-48e270fa7242,486,k,486,486_k,Amsterdam Westhaven (gebied),"500,000","500,340",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,500,500.34
232,5d60bcf4-42b3-45c1-860e-38b4d09f2d44,525,c,525,525_c,Amsterdam Singelgracht Aansl.,"180,000","180,700",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,180,180.7
233,99f055aa-9955-4cf1-88c3-6a2de76aeaa7,525,a,525,525_a,Amsterdam Singelgracht Aansl.,"50,200","50,600",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,50.2,50.6
234,9051ca88-de77-4edd-9c38-868f2aec3bf6,486,c,486,486_c,Amsterdam Westhaven (gebied),"200,017","205,725",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,200.017,205.725
235,11f03fce-ab79-4d20-bd82-7535a96f00b8,486,d,486,486_d,Amsterdam Westhaven (gebied),"250,000","251,450",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,250,251.45
236,6242a447-1ad1-47ce-95c1-269faf9dc659,523,c,523,523_c,Amsterdam Sloterdijk,"200,581","202,345",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,200.581,202.345
237,9ac3b1f3-b618-4ed7-ab4e-c4666678c3e6,523,b,523,523_b,Amsterdam Sloterdijk,"177,400","180,000",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,177.4,180
238,b28c2d53-606d-46d2-9f51-d70c7c53e9c1,523,a,523,523_a,Amsterdam Sloterdijk,"50,600","54,100",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,50.6,54.1
239,87d9da6b-d1ea-4f9c-8e0c-905b81db6cba,507,c,507,507_c,Velperbroek Aansl.,"201,300","201,500",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,201.3,201.5
240,b68ec287-a6da-474e-a75d-6c7c6468fa0b,065,,65,065__,Heerlen - Landgraaf,"19,800","21,100",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,19.8,21.1
241,33687303-5f2e-4277-99a5-152441f9afbb,801,g,801,801_g,Moerdijk Industrieterrein,"600,000","600,970",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,600,600.97
242,3a0ebf65-3b5b-43d8-880d-e77f5b82debf,463,,463,463__,Stadskanaal Hoofdstation - Musselkanaal=Valthermond,"0,000","9,700",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,0,9.7
243,c29347fc-d3ba-49e8-92aa-eb2ff357fb79,503,b,503,503_b,Deventer,"14,000","14,300",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,14,14.3
244,85839cd7-831f-44d7-b146-1fbafaf48d47,490,c,490,490_c,Amsterdam Houtrakpolder (gebied),"104,500","105,700",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,104.5,105.7
245,560fd5f4-52df-468c-8ea8-8c736477d0c9,784,,784,784__,Visé (B) - Eijsden Grens,"14,747","18,195",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,14.747,18.195
246,fa510d7b-26fc-43df-98f0-8737d01e12bc,071,,71,071__,Eijsden - Maastricht,"18,195","27,900",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,18.195,27.9
247,48bd700c-a5a6-4658-8c63-884e3e4fe0a9,528,a,528,528_a,Hilversum,"0,500","0,900",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,0.5,0.9
248,8218ca0a-92dc-4af4-8fc1-dea0ca31bfc5,557,c,557,557_c,Terneuzen Aansl.,"99,800","101,400",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,99.8,101.4
249,3594b504-c395-4ce1-8b82-ce2d1d8cf997,823,a,823,823_a,Oosterhout Weststad,"0,000","7,100",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,0,7.1
250,e346cc76-8e7c-490c-bc35-57738ebb4cb8,524,a,524,524_a,Zaandam,"1,100","1,300",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1.1,1.3
251,3a116beb-226d-4ed7-902b-ab8e6732fdae,478,b,478,478_b,Rotterdam Europoort 4,"602,000","603,000",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,602,603
252,e7f3eafa-60fe-477c-ac36-dee50c1e3c4e,479,a,479,479_a,Maasvlakte 2,"300,000","313,500",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,300,313.5
253,b41b02fb-9315-4d1b-b559-2f17ae8a39a3,478,d,478,478_d,Rotterdam Europoort 4,"200,000","201,265",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,200,201.265
254,7443398e-ade9-4159-9b22-1a3586b503a7,475,c,475,475_c,Rotterdam Maasvlakte,"200,000","201,570",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,200,201.57
255,b7883362-a3da-4483-975c-5155733560d6,810,a,810,810_a,Dordrecht Industrieterrein Aansl. De Staart,"0,400","3,600",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,0.4,3.6
256,e1061201-9444-466a-a03c-2a5eb0ad91b4,828,b,828,828_b,Tiel Gem. Stamlijn,"200,000","201,260",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,200,201.26
257,661bf811-65ac-4547-a53a-c32ecb51a3ad,817,f,817,817_f,Vlissingen Sloehaven,"210,062","211,200",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,210.062,211.2
258,f220aa49-ccc5-472a-b8ac-c3d85e5ad4d9,661,b,661,661_b,Landgraaf,"21,100","22,700",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,21.1,22.7
259,86d52a61-9931-4dcc-98f7-65d2eb98995b,802,,802,802__,Utrecht Industrieterrein Lage Weide,"100,000","102,362",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,100,102.362
260,c058ef47-243f-42ef-98c7-6990e732474a,540,g,540,540_g,Rotterdam Westelijke Splitsing,"101,258","101,900",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,101.258,101.9
261,de572682-24cb-4b2e-82b9-7ca11dac7ab7,544,a,544,544_a,Breda,"0,100","2,600",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,0.1,2.6
262,cc2ef92e-27a7-4ae4-bc1f-04ebf04cd559,501,,501,501__,Groningen,"79,300","81,800",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,79.3,81.8
263,b6bd931b-e358-4a30-bdc0-bd5ea0f7af1c,084,,84,084__,Amsterdam Sloterdijk - Haarlem,"4,100","16,200",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,4.1,16.2
264,653ef200-0a84-40f2-afb8-b24dbd66d6bf,529,,529,529__,Breukelen,"22,500","23,400",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,22.5,23.4
265,cdefc810-dd6c-4f0e-b985-a89aa95d3f96,478,c,478,478_c,Rotterdam Europoort 4,"100,000","102,875",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,100,102.875
266,2e72874d-0f44-4c14-8a08-d45958b60eb9,607,a,607,607_a,Winterswijk,"0,400","0,600",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,0.4,0.6
267,9736b52b-a498-4f9d-be84-1815286fec78,607,b,607,607_b,Winterswijk,"42,900","44,300",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,42.9,44.3
268,26155242-f44f-4a9e-ae92-eda2abec163d,201,,201,201__,Sauwerd - Delfzijl,"11,300","38,245",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,11.3,38.245
269,5e7e3481-3714-4088-a112-28ec8d5653a2,803,j,803,803_j,Delfzijl Stamlijn Havenschap,"130,000","130,400",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,130,130.4
270,c9bf3cfb-b692-41d3-8e63-d91163a51219,803,n,803,803_n,Delfzijl Stamlijn Havenschap,"170,000","170,364",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,170,170.364
271,273ef6e7-95a1-46aa-a24e-e19ea4bf27ab,803,k,803,803_k,Delfzijl Stamlijn Havenschap,"140,000","140,483",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,140,140.483
272,97300fe3-d326-4646-848b-60ed3c7b863d,803,l,803,803_l,Delfzijl Stamlijn Havenschap,"150,000","151,300",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,150,151.3
273,d759e272-fdc5-4292-98db-ba0cb001d8f2,803,f,803,803_f,Delfzijl Stamlijn Havenschap,"80,000","80,630",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,80,80.63
274,f20a4242-b799-4e40-b329-78972a778999,803,g,803,803_g,Delfzijl Stamlijn Havenschap,"90,000","90,100",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,90,90.1
275,b2f01a4c-9ae0-4f8a-8d76-2e625d1aac05,803,i,803,803_i,Delfzijl Stamlijn Havenschap,"120,000","120,440",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,120,120.44
276,565b177f-6690-4efa-a0de-92a7a2b1a164,803,a,803,803_a,Delfzijl Stamlijn Havenschap,"10,000","11,100",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,10,11.1
277,b92be6fa-6447-4f7d-b522-1f053abf63de,803,e,803,803_e,Delfzijl Stamlijn Havenschap,"69,917","70,539",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,69.917,70.539
278,d7812662-38a1-402b-946b-67a8bc20822d,531,d,531,531_d,Utrecht Centraal,"1,000","2,000",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1,2
279,253ec1ed-6f63-4336-bfc3-52592ebf65c3,117,,117,117__,Lunetten - Geldermalsen,"3,300","24,200",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,3.3,24.2
280,c924360f-72e7-4393-929a-1d014a9dbec4,547,c,547,547_c,Lunetten Aansl.,"37,200","38,200",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,37.2,38.2
281,35bd7861-c8a4-43b7-b2a0-4a7599ed4ccd,531,c,531,531_c,Utrecht Centraal,"32,900","37,200",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,32.9,37.2
282,2f0c5f97-313d-4f1d-a4d4-335d0e2dd2a5,035,,35,035__,Lunetten - De Haar Aansl.,"38,200","60,800",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,38.2,60.8
283,486dc114-f03c-4ded-b0b9-39c98ce97f53,664,a,664,664_a,Rotterdam Lombardijen,"98,900","99,584",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,98.9,99.584
