Ministerie;Leveranciers;6000 - ICT overig;6110 - Aanschaf hardware;6120 - Beheer en onderhoud hardware;6210 - Aanschaf programmatuur & software;6220 - Beheer, onderhoud programmatuur & software;6310 - Aanschaf, beheer en onderhoud infrastructuur;6410 - Spraak en dataverbindingen;6510 - Uitbesteding ICT;Eindtotaal
EZ;cards ICT Solutions B.V.;;1;;;;;;;1
EZ;CBS Solutions;;;;;;;;1;1
EZ;Cendris Dataconsulting B.V.;1;;;;;;;;1
EZ;Central Point Nederland B.V.;;;;;1;;;;1
EZ;Central Point Software;;1;;;;;;;1
EZ;Centric;;;;;;;;2;2
EZ;Centric Software Engineering B.V.;;;;;4;;;1;4
EZ;Centrum voor Publieke Innovatie CPI B.V.;;;;;;1;;2;2
EZ;CGI Nederland B.V.;;;;;7;;;5;7
EZ;Cimsolutions;;;;4;;;;;4
EZ;Clockwork;1;;;;;;;;1
EZ;CM Telecom B.V.;;;;;;;2;;2
EZ;Communicatiebureau De Lynx;1;;;;;;;;1
EZ;Complex E-Techniek B.V.;;;;;;;;1;1
EZ;Componence Services B.V.;;;;;;;;2;2
EZ;Computer Plan B.V.;;;;;;;;1;1
EZ;comScore B.V.;;;;;;;;1;1
EZ;Conclusion ICT Projects B.V.;;;;;2;;;;2
EZ;Conquaestor B.V.;;;;;;;;1;1
EZ;Conrad Electronic Benelux B.V.;;1;;;;;;;1
EZ;Coolblue B.V.;;1;;;;;2;;2
EZ;Cosinus Computing B.V.;1;;;;2;;;;2
EZ;Creaim B.V.;;;;1;;;;1;1
EZ;Croon Elektrotechniek B.V.;;1;;;;;;2;2
EZ;CTM Solution B.V.;;;;;;;;1;1
EZ;CycloMedia Technology B.V.;;;;;1;;;;1
EZ;D Hosting;1;;;;;;;;1
EZ;D.D.S. Electronics Europe B.V.;;;;;;;1;;1
EZ;DataExpert B.V.;;1;;;2;;;;2
EZ;Dataplus Netherlands B.V.;;;;;2;;;;2
EZ;DataWeb B.V.;;2;;;;;;;2
EZ;dBIT;;;;;1;;;;1
EZ;De Vos Groep B.V.;;;;;;1;;;1
EZ;DEKRA Certification B.V.;;;;;1;;;1;2
EZ;Delmation Products B.V.;;1;;;;;;;1
EZ;Deloitte Risk Advisory B.V.;;;;2;;;;;2
EZ;DenWorks;;;;;;;;1;1
EZ;Detron Computerverhuur;;2;;;;;1;1;2
EZ;Detron ICT Infrastructure Solutions;;2;;;;;;;2
EZ;Detron Telecom Enterprise;;3;;;4;1;3;4;5
EZ;DGMR Software B.V.;;;;;;;;4;4
EZ;Diggelen Internet Consultancy Services DICS;;;;;;;;1;1
EZ;Digidentity B.V.;;;;;;;;1;1
EZ;Digivotion B.V.;;;;;;;;2;2
EZ;Dittrich & Partner Consulting GmbH;2;;;;;;;;2
EZ;Door to Door Couriers B.V.;;;;;;;;1;1
EZ;Dovilo B.V.;;;;;;;;2;2
EZ;DTG B.V.;1;;;;;;;;1
EZ;E.B.S. Eager Beaver Systems;;;;;;2;;;2
EZ;Easynet Nederland B.V.;;;;;;1;1;;2
EZ;E-bench.nl B.V.;;;;;;;;1;1
EZ;Echo Trade B.V.;;;;;;;;1;1
EZ;Eden Hotel Exploitatie Linnaeusstraat B.V.;;;;;;;;1;1
EZ;Ekwadraat Advies B.V.;;;;;;;;2;2
EZ;ENGIE Services Noord B.V.;;;1;;;;;;1
EZ;Enne Solutions B.V.;;;;;;2;;1;3
EZ;E-Office B.V.;;;;;;;2;;2
EZ;Equinix (Netherlands) B.V.;;6;;;;3;;2;6
EZ;Ergobrain B.V.;1;;;;;;;;1
EZ;Esecor B.V.;;;;;1;;;;1
EZ;Esri Nederland;;;;;;;;1;1
EZ;Eurofiber Nederland;;;;;;1;;;1
EZ;Exact Software Nederland B.V.;;;;;1;;;2;2
EZ;Extravar B.V.;;;;;;;;2;2
EZ;Exxellence Solutions B.V.;;;;;;;;1;1
EZ;F2D WKD B.V.;;;;1;;;;;1
EZ;Federatie voor de Nederlandse Export;;;;;;;;1;1
EZ;FEL Concepts B.V.;;;;;;;;2;2
EZ;Finalist IT Group B.V.;;;;;;;;2;2
EZ;Fox-IT;;4;;;4;;;1;5
EZ;Freedom Scientific Benelux B.V.;;;1;;;;;;1
EZ;Fujitsu Technology Solutions B.V.;2;2;;;1;;;;2
EZ;Gartner Nederland B.V.;;;;;;;;3;3
EZ;Gemnet B.V.;;;;;;;1;;1
EZ;Geodan B.V.;;;;;;;;2;2
EZ;Geodan Holding B.V.;;;;;1;;;;1
EZ;Ggn Incasso B.V.;;;;;;;1;;1
EZ;Giarte Services B.V.;;;;;;;;4;4
EZ;Gispen Groningen;;1;;;;;;;1
EZ;Green Valley Solutions N.V.;;;;;5;;;2;5
EZ;Grenkefinance N.V.;;;;;;;1;1;1
EZ;Gridline B.V.;;;;;;;;2;2
EZ;Gullimex B.V.;;;;;;;1;;1
EZ;H. Schippers It;;;;;2;;;;2
EZ;HeadFirst B.V.;;;;3;2;;;5;6
EZ;HEC B.V.;;;;;;;;2;2
EZ;Hesselink Consultancy B.V.;;;;;;;;2;2
EZ;Hewlett-Packard Nederland B.V.;;;;;;;;1;1
EZ;Hokra B.V.;;1;;1;;;;;1
EZ;Holland Consulting Group;;;;;;;;1;1
EZ;Hotel Contact B.V.;;;;2;;;;;2
EZ;Huygens XC B.V.;;;;;;;;5;5
EZ;IBM Nederland B.V.;;;;1;2;;;7;7
EZ;ICATT Interactive Media B.V.;;;;;1;;;;1
EZ;ICreative;;;;;;;;1;1
EZ;Ideactive B.V.;;;;;;;;1;1
EZ;IJsfontein Gamewise B.V.;;;;;;;;4;4
EZ;ilionx Information Management Noord B.V.;;;;;;;;1;1
EZ;Impactive;;;;;;;;3;3
EZ;Imtech Building Services B.V.;;;;;;2;;;2
EZ;In2Content B.V.;;;;;;;;1;1
EZ;Infoprojects;;;;1;;;;;1
EZ;Informatique Computers & Componenten;1;;;;;;;;1
EZ;Infrastructure Services & Projects B.V.;;;1;;;;3;;3
EZ;Ingenico e-Commerce Solutions B.V.;;;;;1;1;;;1
EZ;Inmarsat Solutions B.V.;;;;;;;5;;5
EZ;Innovero Software Solutions B.V.;;;;;2;;;;2
EZ;Inter Access B.V.;;;;;4;;;5;6
EZ;Intermax Hosting B.V.;;1;;;2;2;;2;3
EZ;Interned Services;;2;;;2;3;;1;3
EZ;Invorderingsbedrijf B.V.;;;;;;1;;;1
EZ;IT-Staffing Nederland B.V.;;;;4;;;;2;4
EZ;iWelcome B.V.;;;;;;;;2;2
EZ;KG Nederland B.V.;;;;;;1;;2;2
EZ;Klinkende Taal B.V.;;;;;;;;2;2
EZ;Kodision B.V.;;;;;1;;;1;1
EZ;KPMG Staffing & Facility Services B.V.;;;;;;;;3;3
EZ;KPN B.V.;;2;;1;;;5;;5
EZ;KPN Business Center;;;;;;;2;;2
EZ;KPN Consulting B.V.;;3;;1;;7;3;3;7
EZ;KPN Critical Communications;;;;;;;1;;1
EZ;KYOCERA Document Solutions Nederland B.V.;;;;;;;;1;1
EZ;L & M Software B.V.;;;;;;;;2;2
EZ;Lead Solutions B.V.;;;;;;;;2;2
EZ;Leaseplan Nederland N.V.;;1;;;;2;;;2
EZ;LetShare Holding B.V.;;;;;;;;2;2
EZ;Log*in Consultants Nederland B.V.;;;;;;;;2;2
EZ;Logan ICT Services B.V.;;;;;;;;2;2
EZ;Lucom Benelux B.V.;;;;1;;;;4;4
EZ;Lupprian's Computer Express B.V.;;;;;;;;1;1
EZ;M.J. Bakker;;;;;;;;2;2
EZ;Madison Gurkha B.V.;;;;;;;;2;2
EZ;Magneet Grafische Communicatie B.V.;;;;;;;;2;2
EZ;Manutan B.V.;;;;;;1;;;1
EZ;MapGear B.V.;;;;;1;;;;1
EZ;Marnecs Management;;;;;;;;2;2
EZ;Mattmo Creative B.V.;;;;;;;;4;4
EZ;Mavim B.V.;;;;;;;;1;1
EZ;Mavim Holding B.V.;;;;;;;;1;1
EZ;MB Safety B.V.;;;;;;;;1;1
EZ;Mediaan/ABS B.V.;;;;;;;;2;2
EZ;Metis IT B.V.;;;;;;;;5;5
EZ;Microsoft B.V.;;;;;;;;5;5
EZ;Misco Nederland B.V.;;1;;;;;;;1
EZ;Misco Solutions B.V.;;6;4;4;2;8;1;7;8
EZ;Multitask ICT B.V.;;;;;;1;;1;1
EZ;NCC Group Escrow Europe B.V.;1;;;;;;;;1
EZ;Ned. ICT, V.b. Inf.techn., Telec.&aanv. sect.;;;;;1;;;;1
EZ;Ned. Org. voor toegep.-nat.wetensch. ond. TNO;;;;;1;;;2;2
EZ;Ned. Software Metrieken Gebruikers Associatie;;;;;1;;;;1
EZ;Ned-IT B.V.;1;;;;;;;;1
EZ;Neo, Netherl. Geomat. & Earth Observat. B.V.;;;;;;;;1;1
EZ;Netrex Internet Solutions;;;;;;;;1;1
EZ;New Facilities B.V.;;;;;;;;1;1
EZ;NewTelco B.V.;;;;;;;1;;1
EZ;Nxs Internet B.V.;;;;;;4;;1;4
EZ;Ombits-Telecom;;1;;;;;;;1
EZ;Omnext B.V.;;;;;;;;2;2
EZ;Onsight Solutions B.V.;;3;;;3;4;;;5
EZ;Opensesame ICT B.V.;1;;;;1;;;;1
EZ;Operator Groep Delft B.V.;;;;;;;;4;4
EZ;Optelec Nederland B.V.;;;;;;;;1;1
EZ;Oracle Gebruikersclub Holland;1;;;;;;;;1
EZ;Oracle Nederland;;;6;;7;;;7;7
EZ;Orcavoice B.V.;;;;;;;1;;1
EZ;Ordina Beheer & Outsourcing;;;;3;3;;;7;7
EZ;P & R Groep B.V.;;;;;;;;2;2
EZ;Paragin B.V.;;;;;;;;3;3
EZ;Paralax B.V.;;;;;;;;1;1
EZ;Perfectview;;;;;3;2;;;4
EZ;PHB De Combi Nijmegen B.V.;;;;;;1;;2;2
EZ;Pinewood B.V.;;;;;;;;3;3
EZ;Planon B.V.;;;;;;;;2;2
EZ;PQR B.V.;;5;;;3;6;;2;7
EZ;Priority;;1;;;;;;;1
EZ;Prolocation B.V.;;;;;1;3;;;3
EZ;Protinus IT B.V.;;6;3;3;1;5;2;1;6
EZ;QuoVadis Trustlink B.V.;;;;1;2;;;1;2
EZ;Re3com Solutions B.V.;;;;;;;;1;1
EZ;Repromat B.V.;;1;;;;1;;1;1
EZ;Ricoh;;;;;;;;1;1
EZ;Ritom Beveiligingstechniek B.V.;;;;;;;;1;1
EZ;Rohde & Schwarz Benelux B.V.;;;1;3;;;;;3
EZ;Rulemanagement Group B.V.;;;;;;;;3;3
EZ;Sabern B.V.;;;;;;;1;;1
EZ;SAP Nederland B.V.;;;;;2;;;;2
EZ;Sas Institute B.V.;;;;;3;;;;3
EZ;Satcomm.;;;;;;;1;;1
EZ;Saval B.V.;;;;;;;;1;1
EZ;Scan Sys B.V.;;;;;;;;1;1
EZ;SCC Services B.V.;;1;;;;5;;4;5
EZ;Schiphol Telematics B.V.;;;;;;;2;;2
EZ;Schipper Safestore B.V.;1;;;;;;;;1
EZ;Scholten Awater B.V.;;7;6;5;1;2;;2;7
EZ;Schoonderbeek Installatie B.V.;;;;;;;;1;1
EZ;Schuiling Consult;;;;;;;;1;1
EZ;Sectra Communications B.V.;;1;;;2;;;;2
EZ;SecureLink Nederland B.V.;;;;;;;;1;1
EZ;Sendrata B.V.;;;;;;;;3;3
EZ;Shaking Networks;;;;;;;;2;2
EZ;Sira Consulting B.V.;;;;;;;;3;3
EZ;Sitebytes B.V.;;;;;1;;;;1
EZ;Siteimprove B.V.;;;;;2;;;;2
EZ;Skalar Analytical B.V.;;1;;;;;;;1
EZ;Small Connection B.V.;;;;;;1;;;1
EZ;smartphonehoesjes.nl;;;;;;;1;;1
EZ;Smidswater B.V.;;;;;;;;2;2
EZ;SMT Simple Management Technologies B.V.;;;;;;;;2;2
EZ;SoftwareONE B.V.;;2;3;5;9;2;1;6;9
EZ;Sogeti Nederland B.V.;;;;;4;2;;8;8
EZ;Square Consulting Group;1;;;;1;;;;2
EZ;Stanley Security Solutions;;;;;;;1;2;2
EZ;Staples Nederland B.V.;;;;;;;1;;1
EZ;Start People;;;;;;;;1;1
EZ;STB Automatisering & Advies B.V.;;;;;;;;1;1
EZ;stichting government roaming nederland;;;;;;;;2;2
EZ;Stichting Kwaliteits-Controle-Bureau;;2;;;;;;;2
EZ;Stichting Videma;;;;;1;;;;1
EZ;SURFmarket;;2;;;1;;;;2
EZ;SURFnet B.V.;;;;;3;;;;3
EZ;T&T Compet&t.b.v.;;;;;2;;;2;3
EZ;Talk & Vision B.V.;;;;;;;;1;1
EZ;Tangelo Software B.V.;;;;;2;;;4;5
EZ;Tangram B.V.;;;;;3;;;;3
EZ;Tax Consultants International;;;;;;;;2;2
EZ;Taxibedrijf Van der Wijst;;;;;;;;1;1
EZ;TCN SIG Telehousing Exploitatie B.V.;;2;;;;6;;1;6
EZ;Team51 B.V.;;;;;;;;1;1
EZ;TecFocus B.V.;;;;;;;;2;2
EZ;Telan B.V.;;;;;;;1;;1
EZ;Tele2 Nederland B.V.;;;1;;2;;7;1;7
EZ;Telegrootgebruik B.V.;;6;1;;;1;6;2;7
EZ;Teleknowledge Call Center Solutions;;;;;2;1;;;2
EZ;Telengy Management & Advies B.V.;;;;;;;;1;1
EZ;Telepage B.V.;;;;;;;1;;1
EZ;Telfort Zakelijk B.V.;;;;;;;1;;1
EZ;Telindus-ISIT B.V.;;7;;;;6;5;;7
EZ;The MathWorks B.V.;;;;;2;;;;2
EZ;Thomson Reuters Netherlands B.V.;2;;;;;;;;2
EZ;T-Mobile Netherlands B.V.;;;;;;;1;;1
EZ;TOPdesk Nederland B.V.;;;;;2;2;;2;2
EZ;Total Identity;;;;;;;;1;1
EZ;TransFollow B.V.;;;;;1;;;;1
EZ;Transformation Technologies B.V.;;;;;;;;4;4
EZ;Transportbedrijf P.A. Van Rooyen B.V.;;;;;;;;1;1
EZ;Triple P Nederland B.V.;;;;;;1;2;2;3
EZ;Twin Catering & Partyservice B.V.;;;;;;;;1;1
EZ;Uniscape B.V.;;;;;;;2;;2
EZ;Unisys Nederland N.V.;;;;;4;;;3;5
EZ;Uselab B.V.;;;;;3;2;;;4
EZ;Van Dorp installaties B.V.;;;;;;1;;;1
EZ;Van Veelen Bedrijfskleding;;;;1;;;;;1
EZ;Varadouro B.V.;;;;;;;;1;1
EZ;VCD Business Solutions B.V.;;;;;;;;1;1
EZ;Vebe Handelsonderneming;;;;;;;;1;1
EZ;Vektis C.V.;;;;;1;;;;1
EZ;Verdonck, Klooster & Associates B.V.;;;;;;;;2;2
EZ;Vereniging tot Behoud van Natuurmonumenten;;;;;;;;1;1
EZ;Vevida Nederland B.V.;;;;;;;;1;1
EZ;Viadesk;2;;;;;;;1;2
EZ;Vicrea Solutions B.V.;;;;;;;;4;4
EZ;View Archiefspecialisten;;;;;1;;;;1
EZ;VirTeck;;;;;;;;1;1
EZ;Vodafone;;1;;;;;7;1;7
EZ;Vodafone Libertel B.V.;;;;;;;1;;1
EZ;Vosko Networking B.V.;;;;;;;;1;1
EZ;Vrieservice B.V.;;;;;;;1;;1
EZ;Webservices.nl B.V.;;;;;2;;;1;2
EZ;Wedomedia B.V.;1;;;;;;;;1
EZ;WiesWeb Application Development;;;;;1;;;;1
EZ;Xerox (Nederland) B.V.;2;2;6;;2;4;;1;6
EZ;Xolphin B.V.;;;;;1;;;;1
EZ;XS4ALL Internet B.V.;;;;;;;2;;2
EZ;Ymor E-Services B.V.;;;;;;;;2;2
EZ;ZEPCAM B.V.;;1;;;;;;;1
EZ;Zet Solutions B.V.;;;;1;2;1;;2;2
EZ;Ziggo B.V.;;;;;;;1;;1
EZ;Zilverline B.V.;;;;;;;;1;1
EZ;Zylab Benelux B.V.;;;;;2;;;;2
FIN;42 B.V.;;;;3;;;;3;4
FIN;Agile Consortium (AC);;;1;;;;;;1
FIN;AIM4 B.V.;;;;;;;2;;2
FIN;Ajax Ch. Varel CSO (Centrale Serv.organis.);;;;;3;;;;3
FIN;Alphatron Marine B.V.;;;;;;;2;;2
FIN;Altavilla B.V.;;;;;;;1;;1
FIN;APC Benelux B.V.;;;1;;;;;;1
FIN;Asp4all Hosting B.V.;;;;;;;;3;3
FIN;Atos Nederland B.V.;;;;1;4;;;;4
FIN;Autotelex B.V.;;;;;;;1;;1
FIN;Bbeyond B.V.;;;;1;;;1;;1
FIN;Becis B.V.;;;;;;;;3;3
FIN;Belstore.Com B.V.;;;;;;;2;;2
FIN;Between B.V.;;;;;;;;2;2
FIN;Between Holding B.V.;;;;;;;;7;7
FIN;BIS Bedrijfs Informatie Systemen B.V.;;7;;;;;;;7
FIN;BIT B.V.;;;;;;;1;;1
FIN;Bizzdesign Consultancy B.V.;;;;;;;;6;6
FIN;BKVZ B.V.;;;;;;;;2;2
FIN;Boertien Vergouwen Overduin B.V.;;;;;;;1;;1
FIN;bol.com B.V.;;1;;;;;;;1
FIN;BPI Services B.V.;;;;;1;;;;1
FIN;brandgiving;;;;;;;;2;2
FIN;Bright Alley Knowledge & Learning B.V.;;;;;;;;1;1
FIN;BrightContact Technology B.V.;;;;;7;;;;7
FIN;Brightwave Consulting B.V.;;;;;;;;3;3
FIN;Bureau Mouton B.V.;;;;;;;1;;1
FIN;Bureau voor Management & ICT Coöperatie UA;;;;;;;;2;2
FIN;Business Technology Linked Consulting;;;;;;;;2;2
FIN;Bwise B.V.;;;;2;;;;;2
FIN;Cadac Group AEC B.V.;;;;;2;;1;;2
FIN;Canon Nederland;;5;5;;1;;;;6
FIN;Capgemini N.V.;;;;;;;1;2;2
FIN;Capgemini Nederland B.V.;;;3;7;7;;;5;7
FIN;Cargonaut Nederland B.V.;;;;;;;;2;2
FIN;Caseware Idea B.V.;;;;2;;;;;2
FIN;CBizz B.V.;;;;;;;1;;1
FIN;CBRE DOF Custodian B.V.;;;;;;;3;;3
FIN;CCV Services B.V.;;;;;;;1;;1
FIN;Central Point Nederland BV Central Point Software;;1;;1;;;;;2
FIN;Central Point Software;;;;;;;2;;2
FIN;Centric;;;;;2;;;;2
FIN;Centric Netherlands B.V.;;;;;2;;;;2
FIN;CGI Nederland B.V.;;;;;3;;;3;4
FIN;Cimsolutions;;;;;;;;3;3
FIN;ClickOn B.V.;;1;;;;;;;1
FIN;Clipperms.nl;;;;;;;1;;1
FIN;Clockwork B.V.;;;;;;;;2;2
FIN;Com-Connect B.V.;;;;3;;;;;3
FIN;Communicativ B.V.;;;3;;;;1;;3
FIN;Company Webcast B.V.;;;;;;;1;;1
FIN;COMPAREX Nederland B.V.;;2;;7;8;;;4;8
FIN;CompLions B.V.;;;;;;;2;;2
FIN;Consistender;;;;;;;1;;1
FIN;Contact Valley B.V.;;;;;;;3;;3
FIN;Coolblue B.V.;;1;;;;;;;1
FIN;Coosto Holding B.V.;;;;;;;;3;3
FIN;Cre Age;;;;;;;2;;2
FIN;Croon Elektrotechniek B.V.;;;;;;7;2;;7
FIN;Cuna International B.V.;;;;;;;2;;2
FIN;Darpo Reklame B.V.;;;;;;;1;;1
FIN;DataExpert B.V.;;;;;;;;2;2
FIN;Davilex Software B.V.;;;;1;;;;1;1
FIN;Dell Benelux Call Centre;;1;2;;;;;;2
FIN;Denit Internet Services B.V.;;;;1;;;;;1
FIN;Desan Marktonderzoek B.V.;;;;;;;;3;3
FIN;Detron Telecom Enterprise;;;5;;;;3;;6
FIN;Digital Revolution B.V.;;;;;;;;1;1
FIN;Digivox B.V.;;;;;;;2;;2
FIN;Document Dialog B.V.;;;;;1;;;;1
FIN;dot.services internetdiensten;;;;;;;1;;1
FIN;Doxis;;;;;;;;2;2
FIN;DPS (Digital Photo Systems) B.V.;;;;;2;;;;2
FIN;Drs. P.C. Linnenbank, Arb.- & Org.psych.;;;;;;;2;;2
FIN;DTG B.V.;;;;;;;;1;1
FIN;DTPerium;;;;;;;1;;1
FIN;Duvak Automatisering B.V.;;;;;;1;;;1
FIN;ECMP B.V.;;;;;;;;2;2
FIN;ECORYS Nederland B.V.;;;;;;;2;;2
FIN;ECT City Terminal;;;;;;;2;;2
FIN;EigenRuimte Advies;;;;;;;;2;2
FIN;Eikelboom & De Bondt It Services B.V.;;;;;3;;;;3
FIN;Elfa Elementenfabriek B.V.;;;;;;;2;;2
FIN;EMMA Communicatie B.V.;;;;;;;1;;1
FIN;Ernst & Young Accountants LLP;;;;;;;;1;1
FIN;Escherware B.V.;;;;;1;;;;1
FIN;Esri Nederland;;;;;2;;1;;2
FIN;ezCompany B.V.;;;;;;;2;;2
FIN;Flexwebhosting B.V.;;;;;;;1;;1
FIN;FlightMaster;;;;;;;2;;2
FIN;Flow and Performance B.V.;;;;;;;;1;1
FIN;Focus Nederland;;;;;;;3;;3
FIN;Forum Marketing Research B.V.;;;;;;;1;;1
FIN;Fox-IT;;;;;;;2;;2
FIN;Frama Nederland;;;1;;;;;;1
FIN;Freedom Scientific Benelux B.V.;;;2;;;;;;2
FIN;Fujitsu Technology Solutions (Holding) B.V.;;;;;;3;2;;3
FIN;Fujitsu Technology Solutions B.V.;;;6;2;10;4;;2;11
FIN;Funatic B.V.;;;;1;;;;;1
FIN;Gartner Nederland B.V.;;;;;;;;7;7
FIN;Gé2 Projects;;;;;;;2;;2
FIN;Gemnet B.V.;;1;;;;;4;;4
FIN;Global Knowledge Network Netherlands B.V.;;;;;;;1;;1
FIN;Green Valley Public Solutions B.V.;;;;2;;;;;2
FIN;H.M.B. Signaal;;;;;;;1;;1
FIN;Handelsonderneming Scherpenberg B.V.;;;;;;4;;;4
FIN;Happy User Consability;;;;;;;1;;1
FIN;Harvey Nash B.V.;;;;;;;;3;3
FIN;HeadFirst B.V.;;;;;;;;3;3
FIN;HEC B.V.;;;;;;;;4;4
FIN;Heijnen B.V.;;;;2;;;;;2
FIN;Heleen van Loon;;;;;;;2;;2
FIN;Hewlett-Packard Nederland B.V.;;;7;5;7;;;;7
FIN;Honeywell Building Solutions;;;;;3;;;;3
FIN;Hostnet B.V.;;;;;;;2;;2
FIN;HP Nederland B.V.;;;1;;;;;;1
FIN;Human Competence;;;;;;;2;;2
FIN;i3 groep;;;9;;3;;;;9
FIN;IBM Nederland B.V.;;;8;7;9;;;4;10
FIN;ICCS;;;;2;;;;;2
FIN;IlionX Intern. & Collaboration Solutions B.V.;;;;1;;;;;1
FIN;ilionx Mobile Solutions B.V.;;;;2;;;;;2
FIN;imgZine B.V.;;;;;1;;;;1
FIN;Imtech Building Services;;;;;;;1;;1
FIN;Infopact Netwerkdiensten B.V.;;;;;;;3;;3
FIN;Infor Global Solutions (Veenendaal);;;;;4;;;;4
FIN;Infrastructure Services & Projects B.V.;;;;;1;;;;1
FIN;Insight Enterprises Netherlands B.V.;;;;;4;;;;4
FIN;Intelligence Group B.V.;;;;;;;2;;2
FIN;Intermax Hosting B.V.;;;;;;;1;;1
FIN;Intersafe Groeneveld B.V.;;1;;;;;;;1
FIN;IPMA Certificering B.V.;;;;;;;1;;1
FIN;ItaQ;;;;;;;;4;4
FIN;IT-Staffing Nederland B.V.;;;;;;;;2;2
FIN;IVR;;;;1;;;;;1
FIN;iWelcome B.V.;;;;;3;;;;3
FIN;J.S. Jonkers;;;;;;;2;;2
FIN;John Verzijden B.V.;;;;;;;2;;2
FIN;JonkersenKo;;;;;;;;2;2
FIN;JSKS Administratie & Fiscaal Advies;;;;4;;;;;4
FIN;KERN Nederland B.V.;;;6;;;;;;6
FIN;Kirkman Company B.V.;;;;;;;;1;1
FIN;KnowledgePlaza Professional Services B.V.;;;;;1;;;;1
FIN;Kodision B.V.;;;;;2;;;;2
FIN;Koning & Hartman B.V.;;;;;;;1;;1
FIN;KPN B.V.;;;;;;;4;;4
FIN;KPN Business Center;;;;;1;;4;;4
FIN;KPN Corporate Market;;;;;;;9;2;9
FIN;KPN Corporate Market B.V.;;;;;;;6;;6
FIN;KPN Winkel;;;;;;;;1;1
FIN;Laviego;;;;;;;;2;2
FIN;Le Blanc Adviesgroep;;;;;;;;2;2
FIN;Lean Consultancy Group B.V.;;;;;;;;1;1
FIN;Lexmark International B.V.;;;;;1;;;;1
FIN;Librt B.V.;;;;;2;;;;2
FIN;Lumidee B.V.;;;;;;;4;;4
FIN;Management Producties B.V.;;;;;;;1;;1
FIN;Mare Holland B.V.;;;;;;;;1;1
FIN;Maykin;;;;;;;5;;5
FIN;Mensys B.V.;;;;;;;2;;2
FIN;Merlijn Groep;;;;;;;;1;1
FIN;Micro Focus N.V.;;;;;1;;2;;2
FIN;Microsoft B.V.;;;5;;;;;;5
FIN;Misco Solutions B.V.;;4;;;;;;;4
FIN;MMM Interactieve Communicatie;;;;1;;;;;1
FIN;Moodfactory B.V.;;;;;1;;;;1
FIN;Moolenaar Fotografie;;;;;;;;1;1
FIN;MP Werving;;;;;;;1;;1
FIN;MQSystems;;;;;1;;;;1
FIN;NCC Group Escrow Europe B.V.;;;;1;1;;;;1
FIN;Ned. Ver. van Bedr.telecomm. Grootgebruikers;;;;;;;1;;1
FIN;NEP Broadcast Serv. Netherlands Holding B.V.;;;;;;;2;;2
FIN;Netstar Audiovisueel B.V.;;1;;;;;;;1
FIN;Noorloos Specialist Equipment B.V.;;;;;;;1;;1
FIN;Nthesis B.V.;;;;;;;2;;2
FIN;OD Solutions Nederland B.V.;;;;;;;;2;2
FIN;OmniCard B.V.;;;1;;1;;;;2
FIN;Ond.ver. Reg. A'dam, Ver. scheepv., ih/z d.v.;;;;;;;1;;1
FIN;One Shoe B.V.;;;;;;2;;;2
FIN;Opensesame ICT B.V.;;;;2;;;;;2
FIN;Optelec Nederland B.V.;;;4;;;;;;4
FIN;Optimum Media Direction Nederland B.V.;;;;;;;2;;2
FIN;Oracle Nederland;;;;;5;;;;5
FIN;OSAGE communicatie en ontwerp;;;;;;;1;;1
FIN;OSN Nederland B.V.;;;5;;;;;;5
FIN;Panteia B.V.;;;;;;;2;;2
FIN;Pauzesoftware Nederland B.V.;;;1;;;;;;1
FIN;PDX Catering B.V.;;;;;;;2;;2
FIN;Pelta IT;;;;;;;;2;2
FIN;PernU B.V.;;;;;;;;2;2
FIN;Personeelsvereniging Parton Amersfoort;;;;;1;;;;1
FIN;PINS Group B.V.;;;;;1;;;;1
FIN;Pitoroma Holding B.V.;;;;1;;;;;1
FIN;Planon B.V.;;;;;1;;;;1
FIN;Plex B.V.;;;;;;;1;;1
FIN;PNA TopTrainees B.V.;;;;;1;;;;1
FIN;PointLogic HR B.V.;;;;2;;;;1;2
FIN;Portbase B.V.;;;;;;;2;;2
FIN;Postcode.NL B.V.;;;;;;;1;;1
FIN;PQR B.V.;;2;2;;;;;;2
FIN;PQR Holding;;;2;;;;;;2
FIN;Preston Palace B.V.;;;;;;;1;;1
FIN;Primafoon KPN Winkel;;;;;;;3;;3
FIN;Projactive Project Management B.V.;;;;;;;1;;1
FIN;PRONOMAR B.V.;;;;;;;2;;2
FIN;Protinus IT B.V.;;3;1;;;;1;;3
FIN;Providence BNLX B.V.;;;;;;;2;;2
FIN;PTT Telecommunicatie;;;;;;;1;;1
FIN;Publicis Amsterdam;;;;;;;1;;1
FIN;Publiq aanbestedingsjuristen;;;;;;;2;;2
FIN;Q42;;;;1;1;;;;2
FIN;QA Sourcing B.V.;;;;;;;;4;4
FIN;Qpr Costcontrol B.V.;;;;;1;;;;1
FIN;QSM Nederland B.V.;;;;;;;;1;1
FIN;QuoVadis Trustlink B.V.;;;;;2;;;;2
FIN;R.G. IT B.V.;;;;1;;;;;1
FIN;Raatwerk B.V.;;;;;;;1;;1
FIN;RAM Infotechnology B.V.;;;;;;;1;;1
FIN;Randstad Holding Nederland B.V.;;;;;;;;1;1
FIN;Réseaux IP Européens Network Coord. Centre;;;;;;;1;;1
FIN;Ricoh Nederland B.V.;;2;1;;1;;;;2
FIN;Robitex B.V.;;;;;;;2;;2
