VOLUME,TYPE_AFVALBAK,X_RD,Y_RD,longitude,latitude
"100l    ","Constructo","105593.357","425425.224","4.67068670464308","51.815257456883"
"50l     ","Omnipole","105725.479","421828.135","4.6731147016625","51.7829391531345"
"50l     ","Capitole","105746.686","422229.759","4.67336490411442","51.7865507585668"
"        ","Capitole","105664.065","422717.621","4.67209805121379","51.7909282877187"
"        ","Capitole","105724.105","423849.622","4.67280712262779","51.801107805344"
"        ","Capitole","105743.448","423806.742","4.67309363628065","51.8007241146763"
"        ","Capitole","105744.361","423879.263","4.67309655130555","51.8013760008342"
"        ","Capitole","105712.805","423865.739","4.67264101385972","51.801251664478"
"50l     ","Capitole","105665.189","424445.282","4.67186811583821","51.8064562868998"
"50l     ","Capitole","105676.722","424857.401","4.67197658020243","51.8101613540037"
"50l     ","Constructo","105670.665","425447.680","4.67180457095418","51.8154661262198"
"50l     ","Constructo","105699.292","425535.795","4.67220714185597","51.8162606251992"
"50l     ","Capitole","105799.851","422605.475","4.67408201205903","51.7899323175726"
"50l     ","Capitole","105798.354","423122.378","4.67398685803466","51.7945780134496"
"        ","Capitole","105803.4","423683.35","4.67398027839671","51.7996203758645"
"        ","Capitole","105777.905","423823.982","4.67359069614436","51.8008821038004"
"        ","Capitole","105834.369","423800.088","4.67441263288601","51.8006723243574"
"        ","Capitole","105828.287","423867.44","4.67431489580038","51.801277136399"
"        ","Capitole","105812.279","423930.08","4.67407392811583","51.8018387232089"
"        ","Capitole","105811.668","423930.004","4.67406508123506","51.8018379862988"
"        ","Capitole","105815.089","423907.878","4.67411781988434","51.8016394232208"
"        ","Capitole","105806.066","424170.503","4.67394968322559","51.8039990539472"
"50l     ","Capitole","105832.815","424414.8","4.67430277219477","51.8061971072018"
"        ","Capitole","105779.110","425813.968","4.67332505620107","51.8187678264789"
"50l     ","Constructo","105917.588","422198.912","4.67584600958546","51.7862885560272"
"50l     ","Constructo","105917.625","422208.055","4.67584525045194","51.7863707341138"
"50l     ","Constructo","105918.476","422222.565","4.67585553234687","51.7865012240522"
"50l     ","Capitole","105883.310","423201.469","4.67520705880437","51.7952963506876"
"        ","Capitole","105922.16","423745.651","4.67569302726059","51.800190778879"
"        ","Capitole","105906.03","423794.779","4.67545223054094","51.8006309144427"
"        ","Capitole","105907.237","423792.39","4.67547006683066","51.8006095486752"
"        ","Capitole","105904.677","423791.546","4.67543307516622","51.8006017378275"
"        ","Capitole","105903.44","423793.835","4.67541481814766","51.8006222021687"
"        ","Capitole","105859.671","423918.058","4.67476267807736","51.8017348453498"
"        ","Capitole","105939.408","423940.136","4.67591549541136","51.8019402916711"
"        ","Capitole","105876.061","423870.671","4.67500700954842","51.8013103819577"
"        ","Capitole","105941.242","423942.964","4.675941682162","51.8019658704069"
"50l     ","Capitole hondepoepzakjes","105921.269","424249.338","4.67560869810072","51.8047177557269"
"50l     ","Constructo","105897.778","425634.918","4.67507144591663","51.8171690153007"
"50l     ","Constructo","105891.974","425604.293","4.67499162527468","51.816893253021"
"50l     ","Capitole","105900.705","425650.692","4.6751116656175","51.8173110486686"
"50l     ","Constructo","105891.514","425863.852","4.67494809548874","51.8192260779437"
"50l     ","Capitole","105991.466","421803.983","4.67697252564069","51.7827454770086"
"        ","Capitole","105998.084","421897.720","4.67705516277104","51.7835885547374"
"50l     ","Capitole","105991.389","422034.974","4.67693873754898","51.7848215807022"
"50l     ","Capitole","106003.530","422013.669","4.67711768094866","51.7846311631554"
"50l     ","Capitole","106002.903","422008.600","4.67710931293488","51.784585547971"
"        ","Capitole","105970.393","422600.931","4.67655435063545","51.7899064679244"
"50l     ","Capitole","107159.873","425150.993","4.69344129603403","51.8129292092517"
"50l     ","Capitole","107191.842","425160.536","4.69390353346219","51.813017728662"
"50l     ","Zelfbouw","107303.495","423340.746","4.69577340027202","51.7966712740643"
"50l     ","Capitole","107348.230","425095.407","4.69618023692473","51.8124457347692"
"50l     ","Capitole","107324.280","425137.391","4.69582716384904","51.8128210258677"
"        ","Capitole","107397.236","425149.48","4.69688340695063","51.8129359076535"
"        ","Capitole","107370.653","425236.764","4.69648591749054","51.8137181343582"
"        ","Capitole","107377.201","425292.528","4.69657319169789","51.8142198911761"
"100l    ","Constructo","107418.178","425399.536","4.69715268086305","51.8151851574987"
"        ","Capitole","107444.169","425412.891","4.69752774984276","51.8153074056699"
"50l     ","Capitole","107528.198","422855.312","4.69909713464601","51.7923274107105"
"50l     ","Capitole","107489.802","423218.807","4.69849073289079","51.7955911963417"
"50l     ","Capitole","107494.800","423455.385","4.69853072292913","51.7977179499718"
"50l     ","Capitole","107735.844","425570.064","4.70173597697006","51.8167448337335"
"50l     ","Capitole","107789.657","425436.069","4.70253465473451","51.8155450614937"
"50l     ","Constructo","107918.716","423060.571","4.70472940835024","51.7942053182515"
"100l    ","Zelfbouw","108034.104","422115.132","4.70653012313878","51.7857175366253"
"50l     ","Overig","108030.107","424068.847","4.70620717476777","51.8032769598147"
"        ","Overig","108056.781","424084.759","4.70659172454529","51.8034222184962"
"50l     ","Capitole","108088.638","424301.103","4.70702424033216","51.8053693625283"
"50l     ","Capitole","108185.886","422334.810","4.7087000469438","51.7877047293786"
"50l     ","Capitole","108189.784","423178.646","4.70864247829129","51.795289354694"
"50l     ","Capitole","108225.847","424919.762","4.70892989008172","51.8109412995241"
"50l     ","Capitole","108150.256","424887.696","4.70783815855533","51.810646752522"
"50l     ","Capitole","108305.517","424828.929","4.71009736661331","51.8101315740679"
"50l     ","Capitole","108414.409","423648.133","4.71183523553806","51.7995278276344"
"50l     ","Capitole","108529.129","424659.504","4.71336245023862","51.8086274672168"
"50l     ","Capitole","108466.072","425238.062","4.71237034955687","51.8138222184546"
"50l     ","Capitole","108634.407","425396.433","4.71479014723498","51.8152596499946"
"        ","Capitole","108744.203","423789.084","4.71659722058131","51.8008221007264"
"100l    ","Constructo","108739.804","424073.383","4.71649545670529","51.8033769915152"
"50l     ","Capitole","108659.233","425185.366","4.71517844133764","51.8133646653393"
"        ","Constructo","108768.700","423933.016","4.71693313632386","51.8021177750125"
"100l    ","Constructo","108800.358","424048.003","4.71737672982229","51.8031538890154"
"100l    ","Constructo","108800.876","424064.384","4.71738205147995","51.8033011622646"
"50l     ","Capitole","108862.272","424317.970","4.71823834771728","51.8055854428274"
"50l     ","Capitole","108940.871","424600.332","4.71934031559584","51.8081297672064"
"50l     ","Capitole","109112.316","423493.282","4.72197289979756","51.7981938419935"
"50l     ","Capitole","109123.840","423920.667","4.72208332060602","51.8020360869116"
"        ","Capitole","109189.963","423329.104","4.72312019400987","51.7967246030578"
"50l     ","Capitole","109330.52","423042.797","4.72519540512062","51.7941628177192"
"50l     ","Capitole","109319.349","423727.019","4.72494320000022","51.8003116242347"
"50l     ","Capitole","109311.103","423726.909","4.72482367507375","51.8003099607897"
"50l     ","Capitole","109280.331","423830.986","4.72436384363195","51.8012428775746"
"        ","Zelfbouw","109336.092","423787.621","4.72517793012453","51.8008576831555"
