ID,BGTBRONHOUDER,BGTBRONHOUDERCODE,BGTSTATUS,OPPERVLAKTE,POSITIONELE_NAUWKEURIGHEID_MM,RELATIEVEHOOGTELIGGING,STATUS,TIJDSTIP_REGISTRATIE
5928192,Prorail,L0004,bestaand,900.404,283,1,gerealiseerd,2016/06/09 10:34:47+00
5933211,Prorail,L0004,bestaand,8.64,283,1,gerealiseerd,2022/09/01 07:56:11+00
5933217,Prorail,L0004,bestaand,8.643,283,1,gerealiseerd,2022/09/01 07:56:11+00
5936171,Prorail,L0004,bestaand,100.735,283,1,gerealiseerd,2021/01/07 07:33:06+00
5936172,Prorail,L0004,bestaand,114.899,283,3,gerealiseerd,2021/01/07 07:33:06+00
5936234,Prorail,L0004,bestaand,4.474,283,1,gerealiseerd,2016/07/14 11:05:01+00
5936244,Prorail,L0004,bestaand,208.017,283,1,gerealiseerd,2016/07/14 11:05:01+00
5936306,Prorail,L0004,bestaand,4.229,283,1,gerealiseerd,2016/07/14 11:05:01+00
5938046,Prorail,L0004,bestaand,2.655,283,1,gerealiseerd,2016/06/29 14:19:51+00
5938114,Prorail,L0004,bestaand,1.575,283,1,gerealiseerd,2016/06/29 14:19:51+00
5938118,Prorail,L0004,bestaand,9.755,283,1,gerealiseerd,2016/06/29 14:19:51+00
5938122,Prorail,L0004,bestaand,4.685,283,1,gerealiseerd,2016/06/29 14:19:51+00
5938124,Prorail,L0004,bestaand,6.016,283,1,gerealiseerd,2016/06/29 14:19:51+00
5938128,Prorail,L0004,bestaand,7.326,283,1,gerealiseerd,2016/06/29 14:19:51+00
5938196,Prorail,L0004,bestaand,35.227,283,1,gerealiseerd,2016/06/29 14:19:51+00
5938200,Prorail,L0004,bestaand,2750.003,283,1,gerealiseerd,2016/06/29 14:19:51+00
5938264,Prorail,L0004,bestaand,60.461,283,1,gerealiseerd,2016/06/29 14:19:51+00
5938267,Prorail,L0004,bestaand,81.016,283,1,gerealiseerd,2016/06/29 14:19:51+00
5938269,Prorail,L0004,bestaand,2.768,283,1,gerealiseerd,2016/06/29 14:19:51+00
5938274,Prorail,L0004,bestaand,265.464,283,1,gerealiseerd,2016/06/29 14:19:51+00
5938276,Prorail,L0004,bestaand,2.289,283,1,gerealiseerd,2016/06/29 14:19:51+00
5938279,Prorail,L0004,bestaand,2.473,283,1,gerealiseerd,2016/06/29 14:19:51+00
5938338,Prorail,L0004,bestaand,30.387,283,1,gerealiseerd,2016/06/29 14:19:51+00
5938611,Prorail,L0004,bestaand,2.549,283,1,gerealiseerd,2016/06/29 14:19:51+00
5938614,Prorail,L0004,bestaand,2.522,283,1,gerealiseerd,2016/06/29 14:19:51+00
5938622,Prorail,L0004,bestaand,67.204,283,1,gerealiseerd,2016/06/29 14:19:51+00
5939136,Prorail,L0004,bestaand,2.221,283,1,gerealiseerd,2016/06/29 14:19:51+00
5939139,Prorail,L0004,bestaand,3.656,283,1,gerealiseerd,2016/06/29 14:19:51+00
5940704,Prorail,L0004,bestaand,3.614,283,1,gerealiseerd,2016/07/06 15:41:43+00
5940892,Prorail,L0004,bestaand,35.707,283,1,gerealiseerd,2016/07/11 10:43:51+00
5940894,Prorail,L0004,bestaand,20.478,283,1,gerealiseerd,2016/07/11 10:43:51+00
5940959,Prorail,L0004,bestaand,7.806,283,1,gerealiseerd,2016/07/11 10:43:51+00
5940960,Prorail,L0004,bestaand,5.161,283,1,gerealiseerd,2016/07/11 10:43:51+00
5940962,Prorail,L0004,bestaand,6.857,283,1,gerealiseerd,2016/07/11 10:43:51+00
5941023,Prorail,L0004,bestaand,19.331,283,1,gerealiseerd,2016/07/11 10:43:51+00
5941102,Prorail,L0004,bestaand,138.941,283,0,gerealiseerd,2017/05/25 11:50:49+00
5941170,Prorail,L0004,bestaand,10.74,283,1,gerealiseerd,2016/07/11 10:43:51+00
5941184,Prorail,L0004,bestaand,85.244,283,1,gerealiseerd,2016/07/11 10:43:51+00
5941252,Prorail,L0004,bestaand,4.336,283,1,gerealiseerd,2016/07/11 10:43:51+00
5941255,Prorail,L0004,bestaand,4.325,283,1,gerealiseerd,2016/07/11 10:43:51+00
5941257,Prorail,L0004,bestaand,1.981,283,1,gerealiseerd,2016/07/11 10:43:51+00
5941305,Prorail,L0004,bestaand,2.755,283,1,gerealiseerd,2016/06/09 10:34:47+00
5941322,Prorail,L0004,bestaand,104.537,283,1,gerealiseerd,2016/07/11 10:43:51+00
5941335,Prorail,L0004,bestaand,107.499,283,1,gerealiseerd,2016/07/11 10:43:51+00
5942074,Prorail,L0004,bestaand,98.655,283,3,gerealiseerd,2016/07/14 11:05:01+00
5942198,Prorail,L0004,bestaand,13.656,283,1,gerealiseerd,2016/07/11 10:43:51+00
5942493,Prorail,L0004,bestaand,67.552,283,1,gerealiseerd,2016/07/06 15:41:43+00
5942495,Prorail,L0004,bestaand,634.715,283,1,gerealiseerd,2016/07/06 15:41:43+00
5942497,Prorail,L0004,bestaand,8.394,283,1,gerealiseerd,2016/07/06 15:41:43+00
5942556,Prorail,L0004,bestaand,1193.709,283,1,gerealiseerd,2018/02/21 07:35:21+00
5942558,Prorail,L0004,bestaand,1321.566,283,1,gerealiseerd,2016/07/06 15:41:43+00
5942560,Prorail,L0004,bestaand,741.329,283,1,gerealiseerd,2016/07/06 15:41:43+00
5942631,Prorail,L0004,bestaand,5.524,283,1,gerealiseerd,2016/07/06 15:41:43+00
5942637,Prorail,L0004,bestaand,3.989,283,1,gerealiseerd,2016/07/06 15:41:43+00
5942694,Prorail,L0004,bestaand,206.679,283,2,gerealiseerd,2016/07/06 15:41:43+00
5942697,Prorail,L0004,bestaand,35.124,283,1,gerealiseerd,2016/07/06 15:41:43+00
5942700,Prorail,L0004,bestaand,62.548,283,1,gerealiseerd,2016/07/06 15:41:43+00
5942771,Prorail,L0004,bestaand,884.738,283,2,gerealiseerd,2016/07/06 15:41:43+00
5942839,Prorail,L0004,bestaand,74.341,283,2,gerealiseerd,2016/07/06 15:41:43+00
5942842,Prorail,L0004,bestaand,4.08,283,1,gerealiseerd,2016/07/06 15:41:43+00
5942845,Prorail,L0004,bestaand,3.001,283,1,gerealiseerd,2016/07/06 15:41:43+00
5942847,Prorail,L0004,bestaand,56.699,283,1,gerealiseerd,2016/07/06 15:41:43+00
5942848,Prorail,L0004,bestaand,5.626,283,1,gerealiseerd,2016/07/06 15:41:43+00
5942894,Prorail,L0004,bestaand,1274.211,283,2,gerealiseerd,2016/07/06 15:41:43+00
5942902,Prorail,L0004,bestaand,11.992,283,1,gerealiseerd,2016/07/06 15:41:43+00
5942905,Prorail,L0004,bestaand,4.345,283,1,gerealiseerd,2016/07/06 15:41:43+00
5944735,Prorail,L0004,bestaand,43.404,283,1,gerealiseerd,2019/06/27 12:32:47+00
5956490,Prorail,L0004,bestaand,370.728,283,1,,2019/08/30 08:34:45+00
5959968,Prorail,L0004,bestaand,11.768,283,1,,2019/07/24 08:14:06+00
5960350,Prorail,L0004,bestaand,626.937,283,1,gerealiseerd,2016/06/29 14:19:51+00
5960351,Prorail,L0004,bestaand,8.737,283,1,gerealiseerd,2016/06/29 14:19:51+00
5960354,Prorail,L0004,bestaand,110.251,283,1,gerealiseerd,2016/06/29 14:19:51+00
5960356,Prorail,L0004,bestaand,51.258,283,1,gerealiseerd,2016/06/29 14:19:51+00
5960359,Prorail,L0004,bestaand,16.123,283,1,gerealiseerd,2016/06/29 14:19:51+00
5960362,Prorail,L0004,bestaand,9.782,283,1,gerealiseerd,2016/06/29 14:19:51+00
5961993,Prorail,L0004,bestaand,23.478,283,1,gerealiseerd,2016/06/29 14:19:51+00
5961996,Prorail,L0004,bestaand,7.442,283,1,gerealiseerd,2016/06/29 14:19:51+00
5961998,Prorail,L0004,bestaand,27.536,283,1,gerealiseerd,2016/06/29 14:19:51+00
5962002,Prorail,L0004,bestaand,1642.254,283,1,gerealiseerd,2016/06/29 14:19:51+00
5962004,Prorail,L0004,bestaand,17.884,283,1,gerealiseerd,2016/06/29 14:19:51+00
5963907,'s-Gravenhage,G0518,bestaand,16.218,283,1,gerealiseerd,2019/07/23 13:08:46+00
5963923,'s-Gravenhage,G0518,bestaand,16.719,283,1,gerealiseerd,2019/07/23 13:08:46+00
5963925,Prorail,L0004,bestaand,12.267,283,1,gerealiseerd,2016/07/11 10:43:51+00
5963929,'s-Gravenhage,G0518,bestaand,16.063,283,1,gerealiseerd,2019/07/23 13:08:46+00
5963931,Prorail,L0004,bestaand,41.722,283,1,gerealiseerd,2016/07/11 10:43:51+00
5963973,'s-Gravenhage,G0518,bestaand,15.505,283,1,gerealiseerd,2019/07/23 13:08:46+00
5963975,Prorail,L0004,bestaand,26.234,283,1,gerealiseerd,2016/07/11 10:43:51+00
5963978,'s-Gravenhage,G0518,bestaand,662.53,283,1,gerealiseerd,2019/07/23 13:08:46+00
5963980,Prorail,L0004,bestaand,3.798,283,1,gerealiseerd,2016/07/11 10:43:51+00
5964046,Prorail,L0004,bestaand,18.726,283,1,gerealiseerd,2016/07/11 10:43:51+00
5964047,Prorail,L0004,bestaand,58.783,283,1,gerealiseerd,2016/07/11 10:43:51+00
5964855,Prorail,L0004,bestaand,22.345,283,1,gerealiseerd,2016/07/06 15:41:43+00
5964863,Prorail,L0004,bestaand,21.163,283,1,gerealiseerd,2016/07/06 15:41:43+00
5974037,Prorail,L0004,bestaand,11.907,283,1,,2019/07/24 09:19:56+00
5974038,Prorail,L0004,bestaand,9.983,283,1,,2019/07/24 09:19:56+00
5974040,Prorail,L0004,bestaand,10.891,283,1,,2019/07/24 09:19:56+00
5974041,Prorail,L0004,bestaand,11.219,283,1,,2019/07/24 09:19:56+00
5974042,Prorail,L0004,bestaand,11.593,283,1,,2019/07/24 09:19:56+00
5978910,Prorail,L0004,bestaand,4.802,283,1,gerealiseerd,2021/08/16 06:26:52+00
5990237,Prorail,L0004,bestaand,34.588,283,2,gerealiseerd,2019/07/25 10:31:36+00
6002026,Prorail,L0004,bestaand,44.928,283,1,gerealiseerd,2015/09/21 10:18:14+00
6005456,Prorail,L0004,bestaand,152.521,283,1,,2021/04/22 07:12:19+00
6005574,Prorail,L0004,bestaand,62.61,283,0,,2021/02/15 12:38:40+00
6023719,Prorail,L0004,bestaand,10.271,283,1,,2019/10/30 12:26:25+00
6038262,Prorail,L0004,bestaand,10.031,283,1,gerealiseerd,2020/11/13 12:27:23+00
6048737,Prorail,L0004,bestaand,3.138,283,1,gerealiseerd,2022/02/17 14:18:13+00
