CODE;NAAM;WERKINGSTIJDEN;UITZONDERINGEN;ID;COUNTER;GUID
T11F;Bezuidenhout - Theresiastraat;"Maandag tot en met zaterdag van 09.00 tot 17.00 uur; tarief €2,50 per uur maximum parkeertijd 120 minuten";De regeling is geldig binnen de lichtblauwe lijnen van het aangeklikte vlak.;2377562;59115;{17B33E0B-EDF5-4BCE-9FCB-161A00291943}
T01E;Centrum - Centraal Station;"Maandag tot en met zondag van 09.00 tot 24.00 uur; tarief €2,50 per uur, maximum parkeertijd 30 minuten";De regeling is geldig binnen de lichtblauwe lijnen van het aangeklikte vlak.;2377564;59116;{04B32F37-3224-4DD1-999B-6F0527D464F1}
T16A;Leidschenveen Ypenburg - De Venen;"Maandag tot en met zondag van 09.00 tot 24.00 uur; tarief €2,50 per uur";De regeling is geldig binnen de lichtblauwe lijnen van het aangeklikte vlak.;2377566;59117;{5553A6B8-8DC1-4C67-80C4-661EA80ADCE8}
T34;Heesterbuurt - Noord;"Maandag tot en met zondag van 18.00 tot 24.00 uur; tarief €2,50 per uur ";De regeling is geldig binnen de lichtblauwe lijnen van het aangeklikte vlak.;2377587;59118;{BFC7EE06-6CAD-4608-B6AE-9DE183DC5667}
T01A;Centrum - Kernwinkelstraten;"Maandag tot en met vrijdag van 09.00 tot 24.00 uur, zaterdag van 00.00 tot 02.00 uur & van 09.00 tot 24.00 uur, zondag van 00.00 tot 02.00 uur & van 13.00 tot 24.00 uur; tarief €6,50 p/u, max parkeertijd 120 minuten";De regeling is geldig binnen de lichtblauwe lijnen van het aangeklikte vlak.;2377591;59119;{1E57FD82-E165-414F-B28D-DA1A3DAAD29E}
T28;Rustenburg Oostbroek;"Maandag tot en met zondag van 18.00 tot 24.00 uur; tarief €2,50 per uur";De regeling is geldig binnen de lichtblauwe lijnen van het aangeklikte vlak.;2377600;59124;{F4CC1E3E-4998-4BF4-A9B1-00676070EB6F}
T33;Valkenboskwartier;"Maandag tot en met zondag van 18.00 tot 24.00 uur; tarief €2,50 per uur";De regeling is geldig binnen de lichtblauwe lijnen van het aangeklikte vlak.;2377601;59125;{F2409107-50FA-4340-991B-242F5734B743}
T43B;Scheveningen - Kuststrook excl. Paviljoen De Witte en Palacepromenade;"Maandag tot en met zondag van 10.00 tot 24.00 uur en zaterdag en zondag van 00.00 tot 02.00 uur; tarief €6,50 per uur maximum parkeertijd 60 minuten";De regeling is geldig binnen de lichtblauwe lijnen van het aangeklikte vlak.;2377607;59126;{4C7154EB-91A4-42E2-BF43-05EC2E9026B4}
T28A;Rustenburg Oostbroek - Dierenselaan, Apeldoornselaan en Zuiderparklaan;"Maandag tot en met zaterdag van 09.00 tot 24.00 uur, zondag van 18.00 tot 24.00 uur; tarief €2,50 per uur";De regeling is geldig binnen de lichtblauwe lijnen van het aangeklikte vlak.;2377609;59127;{C015B3AB-D374-4207-A70B-640C6C87451C}
T33B;Valkenboskwartier - Weimarstraat;"Maandag tot en met zaterdag van 09.00 tot 24.00 uur, zondag van 18.00 tot 24.00 uur; tarief €2,50 per uur";De regeling is geldig binnen de lichtblauwe lijnen van het aangeklikte vlak.;2377610;59128;{9C92798D-A234-4214-BC20-51971E867F77}
T33A;Valkenboskwartier - Loosduinseweg;"Maandag tot en met zaterdag van 09.00 tot 24.00 uur, zondag van 18.00 tot 24.00 uur; tarief €2,50 per uur";De regeling is geldig binnen de lichtblauwe lijnen van het aangeklikte vlak.;2377611;59129;{574F6355-0B69-4730-96FD-25F0F238B095}
T12B;Bomenbuurt/Regentessekwartier - Fahrenheitstraat;"Maandag tot en met zaterdag van 09.00 tot 24.00 uur, zondag van 18.00 tot 24.00 uur; tarief €2,50 per uur";De regeling is geldig binnen de lichtblauwe lijnen van het aangeklikte vlak.;2377612;59130;{BDA381DA-F37A-41AC-B39F-534A05D1B708}
T12A;Bomenbuurt/Regentessekwartier - Laan van Meerdervoort tussen 478 en 492b;"Maandag tot en met zaterdag van 09.00 tot 24.00 uur, zondag van 18.00 tot 24.00 uur; tarief €2,50 per uur";De regeling is geldig binnen de lichtblauwe lijnen van het aangeklikte vlak.;2377613;59131;{44CE847F-5826-497D-8D89-C4FFFA0403E2}
T18F;Laakkwartier - van Musschenbroekstraat - Jan van der Heijdenstraat;"Maandag tot en met zaterdag van 09.00 tot 24.00 uur, zondag van 18.00 tot 24.00 uur; tarief €2,50 per uur";De regeling is geldig binnen de lichtblauwe lijnen van het aangeklikte vlak.;2377615;59132;{6C553665-5FE2-420E-9225-55AC993B9E33}
T08B;Archipel/Zorgvliet - Bankastraat;"Maandag tot en met zaterdag van 09.00 tot 17.00 uur; tarief €2,50 per uur";De regeling is geldig binnen de lichtblauwe lijnen van het aangeklikte vlak.;2377616;59133;{DDDA6E50-7C0E-4E35-A70E-81A5EDE5640B}
T10C;Benoordenhout - Weissenbruchstraat;"Maandag tot en met vrijdag van 09.00 tot 24.00 uur en zaterdag van 09.00 tot 17.00 uur; tarief €2,50 per uur";De regeling is geldig binnen de lichtblauwe lijnen van het aangeklikte vlak.;2377617;59134;{7E20597D-696C-4F9B-816D-4E0046D83E70}
