Ministerie;Leverancier;5000 - Vervoer en verblijfkosten overig;5110 - Verblijf extern;5210 - Wagenpark;Eindtotaal
EZK;Van der Valk Utrecht;;1;;1
EZK;VCK Travel B.V.;;1;;1
EZK;VDMi Intelligence & Projects B.V.;;1;;1
EZK;Veenendaal Horeca Totaal B.V.;;1;;1
EZK;Venue Maassilo B.V.;;2;;2
EZK;Vereniging VNO-NCW;;1;;1
EZK;Via Vai - Italian Street Food & Coffee;;1;;1
EZK;Villa Jongerius;;1;;1
EZK;Villa Tapas Assen B,V,;;1;;1
EZK;Waddengenot B.V.;;1;;1
EZK;Watersnip V.O.F.;;1;;1
EZK;Webfleet Solutions Sales B.V.;;;1;1
EZK;Worldmeetings.com B.V.;;7;;7
EZK;Zusjes de Boer;;1;;1
EZK;Zwart Techniek B.V.;;;1;1
FIN;1e Arnhemse Wegen-/Sleepdnst v Amerongen B.V.;;;2;2
FIN;4x4 Sint Annaland;;;1;1
FIN;A&T automotive;;;1;1
FIN;A. Blijleven B.V.;;;1;1
FIN;A. Vollebregt B.V.;;;1;1
FIN;A12 Van der Valk Hotel Veenendaal B.V.;1;;;1
FIN;Abiom Fleet Systems B.V.;;;2;2
FIN;Amadore Hotel Restaurant Arneville;1;;;1
FIN;anoniem_FIN_1;;;1;1
FIN;ANWB B.V.;;;1;1
FIN;Athlon Car Lease Nederland B.V.;;;1;1
FIN;Auto Ames;;;1;1
FIN;Auto Herwers Apeldoorn B.V.;;;1;1
FIN;Auto Jansen;;;1;1
FIN;Auto Muntstad Zeist;;;1;1
FIN;Autobedrijf Hans Jongerius B.V.;;;1;1
FIN;Autobedrijf Hijlkema Sneek B.V.;;;1;1
FIN;Autobedrijf Metz;;;1;1
FIN;Autobedrijf van den Udenhout B.V.;;;1;1
FIN;Autohaas B.V.;;;1;1
FIN;Autop Autoverhuur Sittard B.V.;;;1;1
FIN;Autotron Rosmalen Exploitatie BV;1;;;1
FIN;Azul Properties N.V.;;1;;1
FIN;B.A.W. Smetsers Beheer B.V.;;;1;1
FIN;B.T.S. Bedrijfswagens & Trailer Service B.V.;;;1;1
FIN;Badhu B.V.;1;;;1
FIN;Bakker in Vorden;1;;;1
FIN;Banketbakkerij Maison Kelder B.V.;;;1;1
FIN;Beijer Automotive B.V.;;;1;1
FIN;Bessels Tweewielers;1;;;1
FIN;Biemond & Van Wijk;;;1;1
FIN;Biesebos Truckwash Hoogeveen B.V.;;;1;1
FIN;Bike Totaal Wijtman;1;;;1
FIN;Bilderberg Grand Hotel Wientjes;1;;;1
FIN;Bislet Limousine AS;;;1;1
FIN;blooming hotel en conferentielandgoed B.V.;1;;;1
FIN;Blue Collar Hotel;1;;;1
FIN;Brezan Automaterialen Epe;;;1;1
FIN;Bunk Hotels;1;;;1
FIN;Carglass B.V.;;;1;1
FIN;Cargo Security Systems B.V.;;;1;1
FIN;Century Autogroep;;;1;1
FIN;Chalet Bergrust;1;;;1
FIN;CHATEAU HOLTMÜHLE;1;;;1
FIN;City Hotel Hengelo;1;;;1
FIN;Coda B.V.;1;;;1
FIN;ContrAll Inspectie B.V.;;;1;1
FIN;Corendon City Hotel Amsterdam;1;;;1
FIN;De Baak Noordwijk B.V.;2;;;2
FIN;DE BEUKELAAR;1;;;1
FIN;De Boer Aanhangwagens B.V.;;;1;1
FIN;De Fiets Freak;1;;;1
FIN;DE HAAS;1;;;1
FIN;De Hamermolen Onroerend Goed B.V.;1;;;1
FIN;De Jonckheer;1;;;1
FIN;de Jonge Internationale Berging en Transport;;;1;1
FIN;De Koperen Hoogte;1;;;1
FIN;De Molen Kaatsheuvel B.V.;1;;;1
FIN;De Reehorst' B.V.;1;;;1
FIN;De Rotterdam B.V.;1;;;1
FIN;De Schalmei;1;;;1
FIN;De Smelt B.V.;1;;;1
FIN;De tuin van de smid;;1;;1
FIN;De Wolfsberg B.V.;1;;;1
FIN;De Zoete Inval B.V.;1;;;1
FIN;Delta Berging & Transport B.V.;;;2;2
FIN;Den Hartog B.V.;;;1;1
FIN;Drive2Move B.V.;;;1;1
FIN;Dusseldorp Apeldoorn B.V.;;;1;1
FIN;e-bike store;1;;;1
FIN;Eden Oranje Hotel B.V.;2;;;2
FIN;EHM Hotel Breda B.V.;1;;;1
FIN;Eindhoven Airport Hotel B.V.;1;;;1
FIN;Eleftheria B.V.;1;;;1
FIN;Esra Handelmaatschappij B.V.;;;1;1
FIN;Essie Tweewielers;1;;;1
FIN;Exploitatie Maatschappij Delta Hotel B.V.;1;;;1
FIN;Exploitatiemij. Grand Hotel Karel V B.V.;1;;;1
FIN;Fiets totaal Elden;1;;;1
FIN;Fietsvoordeelshop;1;;;1
FIN;Firma Rijwielhandel Tieleman en Zoon;1;;;1
FIN;Fletcher Hotel Paleis Het Stadhouderlijk Hof;1;;;1
FIN;Fletcher Hotel Restaur. de Wipselberg-Veluwe;1;;;1
FIN;Garage Gerritsen;;;1;1
FIN;Garage Jansen;;;2;2
FIN;Gh Catering B.V.;;1;;1
FIN;Global TrackMarks B.V.;;;2;2
FIN;Goedhart Motoren B.V.;1;;;1
FIN;Gomes Noord-Holland BV;;;1;1
FIN;Groningen Airport Eelde N.V.;;;2;2
FIN;Handelsonderneming Scherpenberg B.V.;;;4;4
FIN;Het Paleis (Stichting COB 10);1;;;1
FIN;HEUVELZICHT LANDHOTEL;1;;;1
FIN;Hoeve Hub Notermans;1;;;1
FIN;Hofland Rotterdam B.V.;;;1;1
FIN;Hogenbirk Bedrijfswagens BV;;;1;1
FIN;Hoober B.V.;1;;;1
FIN;Hoogdesigns;;;1;1
FIN;Hot.expl.mij. Jaarbeurspln. Utrecht B.V.;1;;;1
FIN;Hotel & Brasserie de Zwaan;1;;;1
FIN;Hotel Bergse Bossen;1;;;1
FIN;Hotel CafÃƒÂ© Restaurant Nijmegen Lent B.V.;1;;;1
FIN;Hotel Contact B.V.;6;;;6
FIN;Hotel De Bilderberg;1;;;1
FIN;Hotel Ekamper B.V.;1;;;1
FIN;Hotel Kruller B.V.;1;;;1
FIN;Hotel Leeuwarden Centre B.V.;2;;;2
FIN;Hotel Nassau;1;;;1
FIN;Hotel New York B.V.;1;;;1
FIN;Hotel Papendal;1;;;1
FIN;Hotel Rest. Havezathe Carpe Diem;1;;;1
FIN;Hotel Restaurant de Barones;1;;;1
FIN;Hotel Restaurant de Guasco;1;;;1
FIN;Hotel restaurant Goerres;1;;;1
FIN;Hotel Restaurant Princenhof;1;;;1
FIN;Hotel ten Cate B.V. .;1;;;1
FIN;Hotel Venlo;1;;;1
FIN;Hotel-CafÃ©-Restaurant Haarhuis;1;;;1
FIN;Hotel-CafÃ©-Restaurant 'Zwolle' B.V.;1;;;1
FIN;Hotel-Café-Restaurant 'West-End' Expl. B.V.;1;;;1
FIN;Hotelexpl.mij. Marquette Heemskerk B.V.;1;;;1
FIN;Hotellerie De Holtweijde;1;;;1
FIN;inMotiv;;;1;1
FIN;Instituut voor Wijsbegeerte B.V.;1;;;1
FIN;J.F. Boer Aanhangwag. en Stroomaggr. B.V.;;;1;1
FIN;Jezoektietsleuks.nl;1;;;1
FIN;Jungheinrich Nederland B.V.;;;2;2
FIN;Kasteel Limbricht B.V.;1;;;1
FIN;Katoen Hotel & Brasserie;1;;;1
FIN;Koninklijk Instituut van Ingenieurs;;1;;1
FIN;KPN B.V.;;1;;1
FIN;L.M.B. van Daatselaar V.O.F.;;;1;1
FIN;Landg. Hotel-Restaurant Groot Warnsborn B.V.;1;;;1
FIN;Landgoed Duin & Kruidberg;1;;;1
FIN;LANDHUIS HET;1;;;1
FIN;Leaseplan Nederland N.V.;;;9;9
FIN;Linde Gas Benelux B.V.;;;1;1
FIN;Logicx Berging B.V.;;;4;4
FIN;Mango Mobility Services B.V.;1;;;1
FIN;Manutan B.V.;;;1;1
FIN;Meetingselect B.V.;8;2;;8
FIN;Mega Bike B.V.;1;;;1
FIN;Millers;;1;;1
FIN;Mobility Centre Holland Rental B.V.;;;2;2
FIN;Mooirivier Congreshotel B.V.;1;;;1
FIN;Motel Haarlem Zuid B.V.;1;;;1
FIN;Motel Spier Exploitatie B.V.;1;;;1
FIN;Motostore Barendrecht B.V.;1;;;1
FIN;Motrac Intern Transport B.V.;;;5;5
FIN;Museumkwartier B.V.;1;;;1
FIN;Nanne Engineering;;;1;1
FIN;NH Den Haag;2;;;2
FIN;Nhow Amsterdam B.V.;1;;;1
FIN;nhow Rotterdam;1;;;1
FIN;NVH Accomodaties;1;;;1
FIN;Oliecentrale Nederland;;;1;1
FIN;Oliehandel De Croon Twello B.V.;;;1;1
FIN;Olieonline.com B.V.;;;1;1
FIN;Orange Motors B.V.;;;1;1
FIN;Oudaen B.V.;1;;;1
FIN;P1 Parking Hooghuis B.V.;;;2;2
FIN;Paardenveld Vastgoed B.V.;;;2;2
FIN;Pallas Athene;1;;;1
FIN;PAO;;;1;1
FIN;Parkmobile Benelux B.V.;;;1;1
FIN;Peter Claassen Inbouwstation B.V.;;;1;1
FIN;Pier 7 B.V.;1;;;1
FIN;Pincoffs 1879 B.V.;1;;;1
FIN;Pouw Apeldoorn;;;1;1
FIN;PROF BIKE'S Mega Rijwiel Cash&Carry;1;;;1
FIN;Q-Park Beheer B.V.;;;2;2
FIN;Regardz Business Center;1;;;1
FIN;Regus Amsterdam B.V.;2;;;2
FIN;Restaurant Hoogeerd;1;;;1
FIN;Restaurant Mario;1;;;1
FIN;Roadhouse Arnhem;1;;;1
FIN;Robo Gascentrale B.V.;;;2;2
FIN;Rotterdam Airport B.V.;;;1;1
FIN;S.B.I. Zonheuvel B.V.;1;;;1
FIN;Scania Nederland B.V.;;;4;4
FIN;Schadecentrum Apeldoorn;;;1;1
FIN;Schakelaar Tweewielers V.O.F.;1;;;1
FIN;Scheel Nederland B.V.;;;1;1
FIN;Scooter Select;1;;;1
FIN;Sheraton A'dam Airp. Hotel & Conference Cntr.;1;;;1
FIN;Smeba Brandbeveiliging B.V.;;;1;1
FIN;Stayokay;1;;;1
FIN;Stayokay 'Apeldoorn';1;;;1
FIN;Stayokay 'Soest';1;;;1
FIN;Steakhouse Valkenhof;1;;;1
FIN;Stg. Centr. voor Arbeidsverhoud. Overh.pers.;;1;;1
FIN;Stichting Beheer Synagoge;;1;;1
FIN;Still Intern Transport B.V.;;;1;1
FIN;Te kampe Tweewielers;1;;;1
FIN;Ten Cate parkeren;;;1;1
FIN;Tennant N.V.;;;1;1
FIN;Theater Hotel Almelo;1;;;1
FIN;Theaterhotel De Oranjerie B.V.;1;;;1
FIN;TJAARDA GOLDEN TULIP ORANJEWOUD;1;;;1
FIN;Tjaarda Oranjewoud B.V.;1;;;1
FIN;TOO Utrecht Centraal;1;;;1
FIN;Tower Leisure B.V.;;1;;1
FIN;Travelcard B.V.;;;3;3
FIN;Truck & Trailer Service Holten;;;1;1
FIN;Truckparkings Rotterdam Expl. BV;;;2;2
FIN;Tweewielers van Woerden B.V.;1;;;1
FIN;V.d. Valk Hotel Apeldoorn de Cantharel B.V.;2;;;2
FIN;V.O.F. Kropholler;1;;;1
FIN;Van der Kreeft B.V.;;;1;1
FIN;Van der Tholen B.V.;;;1;1
FIN;van der Valk;1;;;1
FIN;Van der Valk Apeldoorn (Oost);1;;;1
FIN;Van der Valk Biltsche Hoek Beheer B.V.;1;;;1
FIN;Van der Valk Hotel Almere;1;;;1
FIN;Van der Valk Hotel Arnhem Duiven B.V.;1;;;1
FIN;Van der Valk Hotel Den Haag B.V.;1;;;1
FIN;Van der Valk Hotel Dordrecht;1;;;1
FIN;Van der Valk Hotel Eindhoven;1;;;1
FIN;Van der Valk Hotel Enschede B.V.;1;;;1
FIN;Van der Valk Hotel Heerlen;2;;;2
FIN;Van der Valk Hotel Houten B.V.;1;;;1
FIN;Van der Valk Hotel Middelburg B.V.;1;;;1
FIN;Van der Valk Hotel Sassenheim;1;;;1
FIN;Van der Valk Hotel Stein-Urmond;1;;;1
FIN;Van der Valk Hotels B.V.;1;;;1
FIN;Van der Valk Maastricht B.V.;1;;;1
FIN;Van der Valk Utrecht;1;;;1
FIN;Van Leeuwen Truckservice B.V.;;;1;1
FIN;Vergaderlocatie Nieuw Bokhorst;1;;;1
FIN;Vermaat Horeca B.V.;1;;;1
FIN;Volkswagen Bedrijfswagens Centrum Tilburg;;;1;1
FIN;WestCord Hotel De Veluwe;2;;;2
FIN;Wira Rotterdam B.V.;;;1;1
FIN;Wittebrug;;;1;1
FIN;Wittebrug Autogroep B.V.;;;1;1
FIN;Wolves Autoberging B.V.;;;1;1
FIN;Yume;1;;;1
FIN;ZEEUWSE STROMEN DE;1;;;1
FIN;Zoetelief B.V.;1;;;1
FIN;ZWARTE BOER DE HOTEL RESTAURANT;1;;;1
I & W;A12 Van der Valk Hotel Veenendaal B.V.;;1;;1
I & W;Aan de Gaag;;1;;1
I & W;Aanhangwagenbedrijf Van de Burgwal B.V.;;;1;1
I & W;Absoluta B.V.;;1;;1
I & W;Accor Hospitality Nederland N.V.;;1;;1
I & W;Ad Yellow Cab Terschelling B.V.;1;;;1
I & W;Aebi Schmidt Nederland B.V.;;;8;8
I & W;Air Products Nederland B.V.;1;;;1
I & W;Alcredis Finance B.V.;;;2;2
I & W;Alfa Laval Benelux B.V.;1;;;1
I & W;Alp Lift B.V.;;;1;1
I & W;Alphatron Marine B.V.;1;;;1
I & W;ALTER-Net;;;1;1
I & W;Alt-Tab Bedrijfsondersteuning;;1;;1
I & W;American Roadhouse B.V.;;1;;1
I & W;Andoless B.V.;;1;;1
I & W;Anna Vastgoed Beheer B.V.;;1;;1
I & W;Annage Skûtsjesilen;;1;;1
I & W;anoniem_IenW_301;2;;;2
I & W;anoniem_IenW_447;1;;;1
I & W;anoniem_IenW_448;2;;;2
I & W;anoniem_IenW_449;;;1;1
I & W;anoniem_IenW_658;;;1;1
I & W;anoniem_IenW_721;;;1;1
I & W;anoniem_IenW_88;;1;;1
I & W;anoniem_IenW_89;1;;;1
I & W;anoniem_IenW_90;;1;;1
I & W;Antropia B.V.;;1;;1
I & W;Aon de Stasie B.V.;;;1;1
I & W;Apotheek Kuijlman C.V.;1;;;1
I & W;Aqua Safety B.V.;;;1;1
I & W;Arab. Translation Service;;1;;1
I & W;Aristo Utrecht B.V.;;1;;1
I & W;Arnage Horeca B.V.;;1;;1
I & W;Art Centre Delft B.V.;;1;;1
I & W;Athlon Car Lease Rental Services B.V.;;;1;1
I & W;Atlantic Hotel Exploitatie B.V.;;1;;1
I & W;Autostalling de Bazuin;1;;;1
I & W;B&B Eemswolde;;1;;1
I & W;B.V. Rederij G. Doeksen en Zonen;1;;1;1
I & W;B.V. Scheepswerf Maaskant;7;;7;8
I & W;Badhotel Rockanje aan Zee B.V.;;1;;1
I & W;Bakker Boer;;1;;1
I & W;Balans & Impuls B.V.;;1;;1
I & W;Bally's Bowling;;1;;1
I & W;BAM Accommodatie Asset Management B.V.;;;1;1
I & W;BAM Infra Regionaal Den Haag;;1;;1
I & W;Bartholomeus Gasthuis;;1;;1
I & W;Bascon Constructiebedrijf;;;1;1
I & W;BCN B.V.;;1;;1
I & W;BDS Harlingen B.V.;1;;1;2
I & W;Be-Ge Seating B.V.;;;1;1
I & W;Bek & Verburg B.V.;2;;;2
I & W;Belgian Beer Cafe Belvédère;;1;;1
I & W;Berenschot B.V.;;1;;1
I & W;Bergingsbedrijf L. Polderman B.V.;;;1;1
I & W;Beuk Touringcars;1;;;1
I & W;Beurs van Berlage C.V.;;2;;2
I & W;Bibliotheek Leeuwarden Centrum;;1;;1
I & W;Bidfood B.V.;1;;;1
I & W;Bilderberg Europa Hotel Scheveningen;;1;;1
I & W;Bobbe International B.V.;;1;;1
I & W;Boels Traffic Service B.V.;;;1;1
I & W;Boels Verhuur;;;1;1
I & W;Boerderij De Middenhof Nieuwegein;;1;;1
I & W;Boerderij 't Dommeltje;;1;;1
I & W;Bovag Service B.V.;;1;;1
I & W;Braveheart Survey B.V.;2;;2;2
I & W;Broere;;1;;1
I & W;BTN B.V.;;;1;1
I & W;Buena Vista Beach Club B.V.;;1;;1
I & W;Buitengoed Leeuwenburg;;1;;1
I & W;Buitengoed Uylenburg B.V.;;1;;1
I & W;BUNDESINSTITUT FÜR BAU-, STADT- UND;;;1;1
I & W;Bunkerstation 'Delta' Stolk & Berends B.V.;1;;4;4
I & W;Bureau Veritas Marine Nederland B.V.;4;;;4
I & W;Bureau Zuidema B.V.;;1;;1
I & W;Burrata Turfmarkt B.V.;;1;;1
I & W;BvCM Collections B.V.;1;;;1
I & W;C.I.V. Lauwerszee Harlingen B.V.;1;;;1
I & W;C.I.V. Lauwerszee Lauwersoog B.V.;1;;;1
I & W;Café de Bak B.V.;;1;;1
I & W;Café du Midi B.V.;;1;;1
I & W;Café Restaur. en Zalencentr. Het Wap. van Ens;;1;;1
I & W;Café XO Haarlem B.V.;;1;;1
I & W;Café-Bistro 't Wapen B.V.;;1;;1
I & W;Camiel Mikily B.V.;;1;;1
I & W;CAOP;;1;;1
I & W;Carlton Beach Club;;2;;2
I & W;Cateringservice Dik Voor Elkaar;;1;;1
I & W;Centrum Quadraat;;1;;1
I & W;Colex;2;;;2
I & W;Colorado Charlie;;1;;1
I & W;Conferentie-hotel Villa Heidebad B.V.;;1;;1
I & W;Coöp. In- en Verkoopver. 'Den Oever' UA;2;;;2
I & W;Coöp. Verenig. Nederlandse Assurant. Beurs UA;;1;;1
I & W;Cositax;1;;;1
I & W;CZAV;;;1;1
I & W;Damen Shipyards Den Helder B.V.;7;;6;7
I & W;Datema Watersport B.V.;3;;;3
I & W;Datema-Delfzijl B.V.;1;;;1
I & W;De Baak Administratie;;1;;1
I & W;De Baak Noordwijk B.V.;;1;;1
I & W;De Batterijen aan de Overeindseweg B.V.;;1;;1
I & W;de Bibliotheek aan de Vliet;;1;;1
I & W;De Branding Utrecht B.V.;;1;;1
I & W;de brandmeester;;1;;1
I & W;De Emauspoort;1;;;1
I & W;De Haas Maassluis B.V.;8;;7;8
I & W;De Horeca Academie Zakelijk B.V.;;1;;1
I & W;De Kleyne Sint Jacob;;1;;1
I & W;De Kloveniersdoelen B.V.;;1;;1
I & W;De Kookfabriek Utrecht B.V.;;1;;1
I & W;De Landgoederij B.V.;;1;;1
I & W;De Mare Media Groep B.V.;;1;;1
I & W;De Polderij Zakelijke Bijeenkomsten;;1;;1
I & W;De Poort van Groningen V.O.F.;;1;;1
I & W;De Rede van Batavia Haven B.V.;;1;;1
I & W;De Ri4;;1;;1
I & W;De Rotterdam B.V.;;1;;1
I & W;De Stadstuin;;1;;1
I & W;De Utrechtse Haven B.V.;;1;;1
I & W;De Veldkeuken Amelisweerd B.V.;;1;;1
I & W;De Winkel van Sinkel B.V.;;1;;1
I & W;De Witte Vosch B.V.;;2;;2
I & W;De Zalen van Zeven B.V.;;1;;1
I & W;De Zandkamer;;1;;1
I & W;De Zilveren Vosch B.V.;;1;;1
I & W;Dekker en Stam B.V.;;;3;3
I & W;Delft Dynamics B.V.;;1;;1
I & W;demaritime B.V.;2;;;2
I & W;Deskbookers B.V.;;1;;1
I & W;Destil;;;1;1
I & W;Deurwaarderskantoor Van Dam en Pruijn B.V.;1;;;1
I & W;Deventer Pit;;1;;1
I & W;Dickens Horecabedrijven B.V.;;1;;1
I & W;Dierenpark 'Amersfoort' B.V.;;1;;1
I & W;Diner Thuis;;1;;1
I & W;Dinerspel.nl;;1;;1
I & W;DIT B.V.;;1;;1
I & W;Diver;;;2;2
I & W;Dordrecht Tours V.O.F.;;1;;1
I & W;Dordts Genoegen;;1;;1
I & W;Dorpshuis Artharpe;;1;;1
I & W;Down Under Horecaexploitatie B.V.;;1;;1
I & W;Dutch Research Institute for Transitions B.V.;;1;;1
I & W;Duursma B.V.;;;1;1
I & W;Eden Oranje Hotel B.V.;;1;;1
I & W;Eetcafé Wiegman;;1;;1
I & W;Eindhoeve B.V.;1;;;1
I & W;Electro-Technisch Install.bdr. 'Leerkes' B.V.;;;1;1
I & W;Engels Conference Center B.V.;;1;;1
I & W;ENGIE Serv. Zuid vestiging Maastricht-Airport;;;1;1
I & W;ER;;1;;1
I & W;Ernst Sillem Hoeve B.V.;;2;;2
I & W;Esra Handelmaatschappij B.V.;;;1;1
I & W;EVBox B.V.;;;1;1
I & W;Evert Koning B.V.;2;;;2
I & W;Experian Nederland B.V.;;1;;1
I & W;Expertiseburo Bunschoten;1;;;1
I & W;Expl. Villa Schiedam B.V.;;1;;1
I & W;Expl.mij. Automobielmusea in Nederland B.V.;;1;;1
I & W;Exploit. Maatsch. De Nwe Poort Rotterdam B.V.;;1;;1
I & W;Exploitatiemij. Grand Hotel Karel V B.V.;;2;;2
I & W;Fair Price;;1;;1
I & W;Feeling Interieurs;;1;;1
I & W;Fergees B.V.;;1;;1
I & W;FietsNED B.V.;;;1;1
I & W;Firma J. Veenma;1;;;1
I & W;FixFiets.nl;;;1;1
I & W;Flamez B.V.;;1;;1
I & W;Fletcher Hotel Restaurant Doorwerth-Arnhem;;1;;1
I & W;Fletcher Hotel-Restaurant de Buunderkamp;;1;;1
I & W;Fletcher Hotel-Restaurant Heiloo;;2;;2
I & W;Foodhall Foodexplore;;1;;1
I & W;Francisca Rosner, Art and the City;;1;;1
I & W;Franke Notaris;;1;;1
I & W;Ganspoort B.V.;;1;;1
I & W;Gastheeren Bedrijfscatering;;2;;2
I & W;Gebr. Bonenkamp Techniek en Handel B.V.;;;1;1
I & W;Gebr. Van Duijvenbode en Zonen;2;;;2
I & W;gefeliciTAART B.V.;;1;;1
I & W;Geo B.V.;4;;8;8
I & W;Globe B.V.;;1;;1
I & W;Go 4 Lunch;;1;;1
I & W;Golden Tulip Hotel Central;;1;;1
I & W;Gran Mercado B.V.;;1;;1
I & W;Grand Hôtel Amrâth Kurhaus B.V.;;1;;1
I & W;Grand Hôtel Frans Hals;;1;;1
I & W;Grand Hotel Ter Duin B.V.;;1;;1
I & W;Grandcafe Haagsche Bluf;;1;;1
I & W;Granny's Corner;;1;;1
I & W;Greenest Carwash;;;1;1
I & W;Grizzly B.V.;;1;;1
I & W;Gromax B.V.;;;1;1
I & W;Groot Kievitsdal B.V.;;1;;1
I & W;H. de Vries Reinigingsapparatuur B.V.;;;1;1
I & W;H. R.C. de Schelphoek;;1;;1
I & W;HACH;;;1;1
I & W;Handelmaatschappij Maritiem B.V.;2;;;2
I & W;Handelsonderneming Roeper;;;1;1
I & W;Hans Kreuning B.V.;;1;;1
I & W;Harmsen Heftrucks B.V.;;;1;1
I & W;HaskoningDHV Nederland B.V.;;;2;2
I & W;Havenbedrijf IJmuiden;1;;;1
I & W;HE Den Haag B.V.;;3;;3
I & W;Heeren van Sonoy;;1;;1
I & W;Hefmatic B.V.;;;1;1
I & W;Hellemons - Bunkerservice;;;3;3
I & W;Hendrikshoeve;;1;;1
I & W;Herberg Vlietzigt;;1;;1
I & W;Het Forum B.V.;;1;;1
I & W;Het Kookplein;;1;;1
I & W;Het Muntgebouw-Utrecht B.V.;;1;;1
I & W;Het NIC B.V.;3;;;3
I & W;Het Stalplein B.V.;;1;;1
I & W;Het Wapen van Harmelen B.V.;;1;;1
I & W;Hettema Verhuurt Praktisch Alles!;;1;;1
I & W;Hoeve Kazan;;1;;1
I & W;Hof ter Meije;;1;;1
I & W;Hofstede Landduin;;1;;1
I & W;Hogeschool Domstad Facilitaire Zaken B.V.;;1;;1
I & W;Holding Beheermaatschappij Ropeni B.V.;;1;;1
I & W;Holding Steijn YE B.V.;1;;;1
I & W;Holland Promotions;;2;;2
I & W;Holland Shipyards B.V.;;;2;2
I & W;hondenauto.nl;;;2;2
I & W;Horeca Exploitatie Tiel B.V.;;1;;1
I & W;Hot.expl.mij. Jaarbeurspln. Utrecht B.V.;;2;;2
I & W;Hotel 46;;1;;1
I & W;Hotel 96 B.V.;;1;;1
I & W;Hotel Baars;;1;;1
I & W;Hotel Café Restaurant Duhoux;;1;;1
I & W;Hotel Café Restaurant Nap;;1;;1
I & W;Hotel De Koophandel B.V.;1;;;1
I & W;Hotel De Witte Dame;;1;;1
I & W;Hotel Drachten B.V.;;1;;1
I & W;Hotel Dux;;1;;1
I & W;Hotel Exploitatie Kerckebosch B.V.;;1;;1
I & W;Hotel Groningen-Hoogkerk B.V.;;1;;1
I & W;Hotel Mercure Noordwijk;;1;;1
I & W;Hotel New York B.V.;;1;;1
I & W;Hotel Post Plaza B.V.;;1;;1
I & W;Hotel Roermond B.V.;;1;;1
I & W;Hotel t Koningsbed V.O.F.;;1;;1
I & W;Hotel Vianen B.V.;;1;;1
I & W;Hotel Wieringermeer B.V.;;1;;1
I & W;Hotel Zaltbommel B.V.;;1;;1
I & W;Hotel/Restaurant Anna Casparii;1;;;1
I & W;Hotel-Café-Restaurant De Biltsche Hoek;;1;;1
I & W;Hotel-Café-Restaurant Haarhuis;;1;;1
I & W;Hotel-Café-Restaurant 'Zeezicht';;1;;1
I & W;Hotelexpl.mij. Stationsstraat Amersfoort B.V.;;1;;1
I & W;HR groep Hattem Techniek;;;1;1
I & W;Huize Molenaar B.V.;;1;;1
I & W;Hutten Business Catering B.V.;;1;;1
I & W;Ibis Amsterdam Airport;;1;;1
I & W;Ibis Styles Den Haag City Centre B.V.;;1;;1
I & W;Igluu B.V.;;1;;1
I & W;Impact Company;;1;;1
I & W;INBC Verhuur B.V.;;1;;1
I & W;Initial;2;;;2
I & W;Inn Events Company B.V.;;1;;1
I & W;Inspiration Point B.V.;;1;;1
I & W;Instituut voor Wijsbegeerte B.V.;;1;;1
I & W;ISS Integrated Facility Services B.V.;;1;;1
I & W;Isuzu Benelux;;;1;1
I & W;ITS Hendrion B.V.;;;1;1
I & W;J. Bos Vastgoed B.V.;2;;;2
I & W;Jaarbeurs B.V.;;1;;1
I & W;Jaarbeurs Catering Services B.V.;;2;;2
I & W;Jac. den Dulk en Zonen B.V.;1;;;1
I & W;Jachthaven Hindeloopen B.V.;;;1;1
I & W;Janoq B.V.;;1;;1
I & W;Janskerkhof B.V.;;1;;1
I & W;Jouw Zaal;;1;;1
I & W;Jozua Aanhangwagens B.V.;;;1;1
I & W;JoZZP;;1;;1
I & W;Jungheinrich Nederland B.V.;;;1;1
I & W;JuRo Horeca;;1;;1
I & W;Kaap Doorn B.V.;;2;;2
I & W;Kameryck B.V.;;1;;1
I & W;Kantien B.V.;;1;;1
I & W;Kees Leijen & Zoon Olieprodukten;2;;;2
I & W;King Arthur B.V.;;1;;1
I & W;KLM;;1;;1
I & W;Ko van den Berg Aanhangwagencentrum;;;1;1
I & W;Kok Party-Catering Service;;1;;1
I & W;Koninklijk Instituut van Ingenieurs;;2;;2
I & W;Korte Poten 1-3 B.V.;;1;;1
I & W;Kossen Dynamics B.V.;;;1;1
I & W;KPN Consulting B.V.;;1;;1
I & W;Kuipers Woudsend B.V.;7;;7;7
I & W;La Place Food B.V.;;1;;1
I & W;Labyrintus ad Mare Serinitatis;1;;1;1
I & W;Lagaay International B.V.;1;;;1
I & W;Landbouwbedrijf Olmenstein B.V.;;1;;1
I & W;Lasaulec B.V.;1;;;1
I & W;Leaseplan Nederland N.V.;;;9;9
I & W;Life Recruitment B.V.;1;;;1
I & W;Linde Gas Benelux B.V.;2;;;2
I & W;Lloyd's Register Nederland B.V.;2;;;2
I & W;Locatie 78 B.V.;;1;;1
I & W;Locked Up;;1;;1
I & W;Lotje;;1;;1
I & W;Louwman & Parqui B.V.;;;2;2
I & W;LOXAM Workx;;;1;1
I & W;Lunchcafé Stadhuis;;1;;1
I & W;Lunchroom Harrels;;1;;1
I & W;Made in Italy;;1;;1
I & W;Manta Beach;;1;;1
I & W;Manutan B.V.;1;1;;1
I & W;Marcus Import;;1;;1
I & W;Mario Verkade t.h.o.d.n. Premio;;;1;1
I & W;Maritech Marine B.V.;1;;3;3
