Ministerie;Leverancier;5000 - Vervoer en verblijfkosten overig;5110 - Verblijf extern;5210 - Wagenpark;Eindtotaal
BZK;VCK Travel B.V.;1;1;;1
BZK;Verdonck, Klooster & Associates B.V.;;2;;2
BZK;Vereeniging tot Beoefening van;;1;;1
BZK;Vereniging 'Oud-Utrecht';;1;;1
BZK;Vereniging voor Milieurecht;;1;;1
BZK;Victor Muller Training en Advies;;1;;1
BZK;WE CANTEEN B.V.;;1;;1
BZK;Webfleet Solutions Sales B.V.;;;2;2
BZK;Weitenberg Assurantiën;;1;;1
BZK;Wittebrug;;;1;1
BZK;Worldmeetings.com B.V.;;1;;1
BZK;Yoti Ltd;;1;;1
BZK;Zootz B.V.;;1;;1
DEF;1e Arnhemse Wegen-/Sleepdnst v Amerongen B.V.;;;1;1
DEF;Aanhangwagens West-Brabant;;;1;1
DEF;Aebi Schmidt Nederland B.V.;;;2;2
DEF;Air Liquide B.V.;;;1;1
DEF;anoniem_DEF_1174;;;2;2
DEF;anoniem_DEF_1275;;;1;1
DEF;anoniem_DEF_13;;;2;2
DEF;anoniem_DEF_1341;;;1;1
DEF;anoniem_DEF_221;;;1;1
DEF;anoniem_DEF_277;;;1;1
DEF;anoniem_DEF_307;;;1;1
DEF;anoniem_DEF_324;;;2;2
DEF;anoniem_DEF_336;;;2;2
DEF;anoniem_DEF_416;;;4;4
DEF;anoniem_DEF_5;;;2;2
DEF;anoniem_DEF_526;;;1;1
DEF;anoniem_DEF_542;;;2;2
DEF;anoniem_DEF_59;;;1;1
DEF;anoniem_DEF_603;;;1;1
DEF;anoniem_DEF_639;;;1;1
DEF;anoniem_DEF_64;;;1;1
DEF;anoniem_DEF_685;;;1;1
DEF;anoniem_DEF_774;;;1;1
DEF;anoniem_DEF_871;;2;;2
DEF;anoniem_DEF_9;;;1;1
DEF;anoniem_DEF_925;;;1;1
DEF;ARAMEX;;;6;6
DEF;ASV Automobielbedrijven B.V.;;;1;1
DEF;Athlon Car Lease Nederland B.V.;;;2;2
DEF;Atlas Technologies B.V.;;;1;1
DEF;Auto Borchwerf Roosendaal B.V.;;;1;1
DEF;Autobedrijf Hooymans B.V.;;;1;1
DEF;Autobedrijf van den Udenhout B.V.;;;1;1
DEF;Autocenter Van der Aa Uden B.V.;;;1;1
DEF;Autocentrum Castricum B.V.;;;2;2
DEF;Automobielbedrijf Stoomberg B.V.;;;1;1
DEF;Automotions MB Roosendaal;;;1;1
DEF;Autoplex Zevenaar B.V.;;;2;2
DEF;Autoschade Rijnders Amersfoort B.V.;;;2;2
DEF;Autoservice Pennings;;;2;2
DEF;Autoverhuur Bultman B.V.;;;1;1
DEF;Axxicom Airport Caddy B.V.;;;1;1
DEF;B.V. Rederij G. Doeksen en Zonen;;;2;2
DEF;Baan Twente B.V.;;;1;1
DEF;Bakker Bedrijfswagens Amersfoort;;;2;2
DEF;Bandorama B.V.;;;1;1
DEF;BAS Truck Center;;;1;1
DEF;BCD Travel Nederland B.V.;;4;5;6
DEF;BDUvakmedia B.V.;;;1;1
DEF;Bedrijfswagen Service Friesland B.V.;;;1;1
DEF;Be-Ge Savas Seating B.V.;;;2;2
DEF;BekkerLaGram Waalwijk B.V.;;;1;1
DEF;Berdex Carross.- en Handelsonderneming B.V.;;;1;1
DEF;BergingsCombinatie Utrecht (B.C.U.) V.O.F.;;;4;4
DEF;Betam Truck & Carwash;;;1;1
DEF;Bever Breda B.V.;;;1;1
DEF;Biemond & Van Wijk;;;3;3
DEF;Bluekens Truck en Bus B.V.;;;3;3
DEF;BMA BrandweerMaterieelAdvies;;;2;2
DEF;Boasso Global Netherlands B.V.;;;1;1
DEF;Bochane Auto I Zeist;;;1;1
DEF;Boskalis Offshore Marine Services B.V.;;;2;2
DEF;Bourguignon Leeuwarden B.V.;;;1;1
DEF;Breeland B.V.;;;1;1
DEF;Brezan Automaterialen Goes;;;2;2
DEF;Britline;;;4;4
DEF;Broeder de Vries Dutch Medical Services B.V.;;;3;3
DEF;Broekman Eemshaven Services B.V.;;;4;4
DEF;Broshuis B.V.;;;1;1
DEF;Brouwer Motors B.V.;;;1;1
DEF;Budget Rent a Car;;;5;5
DEF;Burger Ferry Agencies B.V.;;;5;5
DEF;Burtec B.V.;;;1;1
DEF;Buss Terminal Eemshaven B.V.;;;5;5
DEF;Cannock Chase Public;;;1;1
DEF;Car Cool Center;;;1;1
DEF;Carglass B.V.;;;1;1
DEF;Carrosserie Akkermans B.V.;;;3;3
DEF;CARU Containers B.V.;;;3;3
DEF;CARU Containers Lease I B.V.;;;1;1
DEF;Ce-Ho Trucks en -Onderdelen;;;2;2
DEF;CELECTRIC B.V.;;;1;1
DEF;CHS Special Products B.V.;;;3;3
DEF;Claushuis Groep;;;1;1
DEF;Conrad Electronic Benelux B.V.;;;1;1
DEF;Cornelis Bedrijfsauto's B.V.;;;1;1
DEF;Damco Netherlands B.V.;;;3;3
DEF;DAT Training;;;2;2
DEF;DB Cargo Nederland N.V.;;;3;3
DEF;De Boer Container Trading B.V.;;;1;1
DEF;De Jong Technovaria B.V.;;;1;1
DEF;De Molen Banden B.V.;;;1;1
DEF;De Tijd' Bedrijfskleding;;;1;1
DEF;De Vier Gewesten B.V.;;;2;2
DEF;De Vlas Transport B.V.;;;1;1
DEF;Deba Bedrijfswagens Bergen op Zoom B.V.;;;1;1
DEF;DFDS Seaways IJmuiden B.V.;;;2;2
DEF;DHL Express (Netherlands) B.V.;;;1;1
DEF;Dräger Nederland B.V.;;;2;2
DEF;Dronk Bedrijfswagen-Onderdelen B.V.;;;1;1
DEF;DRV Special Products;;;1;1
DEF;DSV Air & Sea Nederland B.V.;;;1;1
DEF;EE Devices B.V.;;;2;2
DEF;Eindhovense Radiateurenfabriek B.V.;;;1;1
DEF;El.-Techn. Bur. De Jong & Zn. Leiden B.V.;;;1;1
DEF;Electrostart B.V.;;;1;1
DEF;Ematra Truck Repair & Improvement;;;2;2
DEF;E-Milers Group B.V.;;;1;1
DEF;Engbers Motors B.V.;;;1;1
DEF;Esve B.V.;;;1;1
DEF;Ethnocare;;;1;1
DEF;Eurocross Assistance Netherlands B.V.;;;1;1
DEF;Euromaster Bandenservice;;;2;2
DEF;Falkom Kranen Import B.V.;;;1;1
DEF;FedEx Express Netherlands B.V.;;;1;1
DEF;Flanderijn en v. Eck Gerechtsdeurwaard. B.V.;;;1;1
DEF;Fliteline B.V.;;;8;8
DEF;Forward Support Trading B.V.;;;6;6
DEF;Fromm Nederland B.V.;;;1;1
DEF;G.S. Meppel B.V.;;;1;1
DEF;Garage De Muynck;;;2;2
DEF;Gelissen Paardentransport B.V.;;;1;1
DEF;Gemco Mobile Safety B.V.;;;1;1
DEF;Gemco Mobile Services B.V.;;;1;1
DEF;GGN van Mastrigt & Partners;;;1;1
DEF;Gomes Noord-Holland B.V.;;;1;1
DEF;Gomes Schiphol;;;1;1
DEF;Gomes Warmenhuizen;;;2;2
DEF;Gröninger Cleaning Systems B.V.;;;1;1
DEF;Gulf Bunkering B.V.;;;3;3
DEF;Handelsonderneming Solidair B.V.;;;1;1
DEF;Harbers Trucks Apeldoorn B.V.;;;5;5
DEF;Harbers Trucks Barneveld B.V.;;;3;3
DEF;Harbers Trucks Veenendaal B.V.;;;1;1
DEF;HBM Machines B.V.;;;1;1
DEF;Heijtech B.V.;;;1;1
DEF;Heliflight B.V.;;;2;2
DEF;Heliflight Holland B.V.;;;2;2
DEF;Helwend B.V.;;;1;1
DEF;Hertz Automobielen Nederland B.V.;;;4;4
DEF;Hogenbirk Bedrijfswagens B.V.;;;1;1
DEF;Holland Inbouw;;;2;2
DEF;Hollandse Telecommunicatie Maatschappij;;;1;1
DEF;Hop Zeefdruk en Reclameontwerp;;;1;1
DEF;Huijsmans Service Center B.V.;;;1;1
DEF;Intimus International Netherlands B.V.;;;1;1
DEF;Invoned Apeldoorn B.V.;;;1;1
DEF;ITS Hendrion B.V.;;;1;1
DEF;Iveco Nederland B.V.;;;1;1
DEF;JCB;;;4;4
DEF;Jonker Carrosserieën B.V.;;;1;1
DEF;JS Laadtechniek B.V.;;;1;1
DEF;Jungheinrich Nederland B.V.;;;2;2
DEF;Kenbri Fire Fighting B.V.;;;4;4
DEF;Koninklijke PostNL B.V.;;;2;2
DEF;Kwint B.V.;;;1;1
DEF;L&S Specials B.V.;;;1;1
DEF;Lamers High Tech Systems B.V.;;;1;1
DEF;Leaseplan Nederland N.V.;;;9;9
DEF;Lemmens Motorsport;;;1;1
DEF;LION;;;5;5
DEF;Livewords;;;1;1
DEF;Louwman & Parqui B.V.;;;1;1
DEF;Louwman Amsterdam West;;;3;3
DEF;Louwman Dealerbedrijven Brabant B.V.;;;1;1
DEF;Mag. 45 B.V.;;;1;1
DEF;MAN Nederland Dealer B.V.;;;3;3
DEF;Mann Lines B.V.;;;4;4
DEF;Manutan B.V.;;;1;1
DEF;MD Techniek B.V.;;;1;1
DEF;Merkala;;;1;1
DEF;Mileservices B.V.;;;1;1
DEF;Mobile Information Services B.V.;;;6;6
DEF;Motor Centrum West B.V.;;;1;1
DEF;Motor en scootercentrum Bos;;;1;1
DEF;Motrac Intern Transport B.V.;;;2;2
DEF;Multi-Post Mail Systems B.V.;;;1;1
DEF;Munckhof Reizen B.V.;;;3;3
DEF;Munckhof Taxi B.V.;;;2;2
DEF;N.I.B. Nationaal Incasso Bureau B.V.;;;1;1
DEF;Nationaal Parachutisten Centrum Teuge B.V.;;;1;1
DEF;Nederlands Loodswezen B.V.;;;1;1
DEF;Nijwa Groep B.V.;;;1;1
DEF;Nijwa Rijssen;;;1;1
DEF;Nooteboom Trailer Service B.V.;;;1;1
DEF;Novi Marine Charter;;;1;1
DEF;OBV-Logistiek B.V.;;;1;1
DEF;Off Road Materieel B.V.;;;2;2
DEF;Omnimark B.V.;;;1;1
DEF;OrionPartners B.V.;;;3;3
DEF;P&O North Sea Ferries B.V.;;;1;1
DEF;PAK Aanhangwagens B.V.;;;1;1
DEF;Paracentrum Texel B.V.;;;1;1
DEF;Park-line B.V.;;;1;1
DEF;Pasman Motoren & Aggregaten B.V.;;;1;1
DEF;Peinemann Heftrucks B.V.;;;7;7
DEF;PEMAR Technische Groothandel B.V.;;;1;1
DEF;Pharma Assist B.V.;;;1;1
DEF;Pijnappel Aanhangwagens B.V.;;;1;1
DEF;Pirtek B.V.;;;1;1
DEF;Plurel;;;2;2
DEF;Polymax Industrietechniek B.V.;;;2;2
DEF;Pon Dealer B.V.;;;1;1
DEF;Pon's Automobielhandel B.V.;;;2;2
DEF;Pricewaterhousecoopers Accountants N.V.;;;4;4
DEF;Profile Tyrecenter ABI Amersfoort B.V.;;;1;1
DEF;Profile Tyrecenter Abi Soest B.V.;;;1;1
DEF;Profile Tyrecenter Barneveld B.V.;;;1;1
DEF;ProMedia MBM B.V.;;;1;1
DEF;Protempo B.V.;;;1;1
DEF;Q-Park Beheer B.V.;;;1;1
DEF;Q-Park Operations Netherlands B.V.;;;1;1
DEF;Rederij Wadden Transport;;;2;2
DEF;Reijnders Graveer- & Lasertechniek B.V.;;;1;1
DEF;Renses Automobielbedrijven Alkmaar B.V.;;;1;1
DEF;ROGAM Bedrijfswagens B.V.;;;1;1
DEF;Rolldock Shipping B.V.;;;7;7
DEF;Rüttchen Automotive, vest. bedr.auto's Breda;;;1;1
DEF;Rüttchen Automotive, vestiging Veghel;;;1;1
DEF;Safetel Benelux B.V.;;;1;1
DEF;Safety Masters;;;1;1
DEF;Saphire Complete Training Concepts B.V.;;;6;6
DEF;Scania Nederland B.V.;;;2;2
DEF;Schiphol Nederland B.V.;;;3;3
DEF;Schotpoort Connect B.V.;;;7;7
DEF;Schouten Amsterdam;;;1;1
DEF;Schouten Tiel B.V.;;;1;1
DEF;Schouten Utrecht B.V.;;;1;1
DEF;SGS Nederland B.V.;;;1;1
DEF;Simako BDM Apeldoorn B.V.;;;1;1
DEF;Sixt B.V.;;;5;5
DEF;Smeets M.B. Eindhoven B.V.;;;1;1
DEF;Smeets M.B. Zuid-Limburg B.V.;;;1;1
DEF;Soda B.V.;;;1;1
DEF;Spijkstaal International B.V.;;;1;1
DEF;Spliethoff's Bevrachtingskantoor B.V.;;;7;7
DEF;Stern Auto B.V.;;;4;4
DEF;SternRent;;;1;1
DEF;SternRent B.V.;;;6;6
DEF;Stevens Auto-Elektron. en Diesel/Hydr. V.O.F.;;;1;1
DEF;Stolt-Nielsen Inter European Service B.V.;;;2;2
DEF;Sun Jet Services Verwaltungs GmbH;;;2;2
DEF;T.C.V. Truck Cleaning Veghel;;;1;1
DEF;Taxi Centrale Amersfoort;;;1;1
DEF;Taxibedrijf Van der Wijst;;;5;5
DEF;techniekwebshop.nl;;;1;1
DEF;Technisch Bureau Magema B.V.;;;1;1
DEF;Technische Centrale;;;1;1
DEF;Technische Handelonderneming ROMAL B.V.;;;2;2
DEF;Technische Handelsonderneming Tehages B.V.;;;1;1
DEF;Technische Unie B.V.;;;1;1
DEF;Terberg Specials B.V.;;;1;1
DEF;Thermo King Transportkoeling B.V.;;;1;1
DEF;TIP Trailer Services Netherlands B.V.;;;4;4
DEF;TNT Express Nederland B.V.;;;3;3
DEF;Tobias Fiscaal;;;1;1
DEF;Toplight Chartering;;;6;6
DEF;Toyota Material Handling Nederland B.V.;;;1;1
DEF;Trim-Line of Holland B.V.;;;1;1
DEF;Triorep B.V.;;;1;1
DEF;Truckerswereld;;;1;1
DEF;Truckland Heerhugowaard;;;1;1
DEF;Truckland Noord-Holland B.V.;;;1;1
DEF;TTS Swifterbant;;;1;1
DEF;Uitgeverij Paris B.V.;;;1;1
DEF;Ultimoo Incasso B.V.;;;1;1
DEF;Unique Nederland B.V.;;;4;4
DEF;v.d. Linden v. Sprankhuizen Bedrijfsw. B.V.;;;1;1
DEF;Valk Exclusief Zakelijk - Corporates;;2;;2
DEF;Van Berkel ®;;;1;1
DEF;Van Breemen Onroerend Goed B.V.;;;2;2
DEF;van der Burg Parts;;;1;1
DEF;Van der Helm Forwarding;;;1;1
DEF;Van der Veer Media;;;1;1
DEF;Van der Werf Jelsum B.V.;;;1;1
DEF;Van Hooft Bedrijfswagen Veghel B.V.;;;1;1
DEF;Van Poelgeest Hilversum B.V.;;;3;3
DEF;Van Tilburg-Bastianen B.V.;;;1;1
DEF;Van Tilburg-Bastianen DAF B.V.;;;3;3
DEF;Van Vlastuin Taxi B.V.;;;1;1
DEF;Van Vliet Automotive Group B.V.;;;2;2
DEF;Van Vliet TechSupport B.V.;;;5;5
DEF;Vanderkooij Telecommunicatie B.V.;;;2;2
DEF;VanDoClean B.V.;;;1;1
DEF;VDL Bus & Coach Service FRY-ZHN B.V.;;;1;1
DEF;VDL Bus Venlo B.V.;;;2;2
DEF;Veekro Bedrijfswagens;;;1;1
DEF;Verbrugge Marine B.V.;;;2;2
DEF;Verbrugge Zeeland Terminals B.V.;;;2;2
DEF;Verjo B.V.;;;1;1
DEF;Vervaet-van Weele B.V.;;;1;1
DEF;Veth Automotive B.V.;;;3;3
DEF;VHD B.V.;;;4;4
DEF;Visser B.V.;;;1;1
DEF;Volvo Group The Netherlands B.V.;;;1;1
DEF;Volvo Truck Center Almere;;;1;1
DEF;Vovos B.V.;;;1;1
DEF;Wagenborg Nedlift;;;6;6
DEF;Wagon Care B.V.;;;7;7
DEF;Wash Drive In Horsterweg V.O.F.;;;1;1
DEF;Washplan-Ned.;;;1;1
DEF;Weda B.V.;;;1;1
DEF;Wensink;;;1;1
DEF;Wensink Apeldoorn;;;1;1
DEF;Wensink Assen;;;1;1
DEF;Wensink Automotive B.V.;;;2;2
DEF;Werklust Holland B.V.;;;1;1
DEF;Wiba Zevenaar B.V.;;;2;2
DEF;Wurth Elektronik Nederland B.V.;;;1;1
EZK;54Events B.V.;;1;;1
EZK;7AM Den Haag B.V.;;1;;1
EZK;Adviesbureau Kleywegt B.V.;;1;;1
EZK;Albron Nederland B.V.;;1;;1
EZK;Athlon Car Lease Nederland B.V.;;;4;4
EZK;B.V. Het Refter;;1;;1
EZK;Bar Restaurant Pavlov B.V.;;1;;1
EZK;BCN B.V.;;1;;1
EZK;BDL Horeca;;1;;1
EZK;Bij Lucet;;1;;1
EZK;Bike Drive;;;1;1
EZK;Carrosseriebouw Compaan;;;1;1
EZK;Chinees Indisch Wokrestaurant 'Golden City';;1;;1
EZK;C-Track Benelux B.V.;;;1;1
EZK;De Bierelier B.V.;;1;;1
EZK;De Ruiter Horeca.nl;;2;;2
EZK;De Smelt B.V.;;1;;1
EZK;De Vesting;;1;;1
EZK;Dudok Den Haag B.V.;;1;;1
EZK;Elektrotechnische Studievereniging Scintilla;;1;;1
EZK;Elzinga Catering;;1;;1
EZK;Europcar Autoverhuur Amersfoort;;;1;1
EZK;Evangelische Gemeente Ten Boer;;1;;1
EZK;Factor Vijf;;1;;1
EZK;Fietswereld Dittrich;;;1;1
EZK;Fletcher Hotel-Restaurant De Zeegser Duinen;;1;;1
EZK;Fuji;;1;;1
EZK;Gispen Groningen;;1;;1
EZK;Gooiland B.V.;;2;;2
EZK;Grandcafé De Wens B.V.;;1;;1
EZK;Grasgroep Vastgoedzorg B.V.;;;1;1
EZK;Greens in the Park B.V.;;1;;1
EZK;Groeneveld Horeca B.V.;;1;;1
EZK;HE Den Haag B.V.;;1;;1
EZK;Hervormd Verenigings Gebouw;;1;;1
EZK;Het Kookplein;;1;;1
EZK;Het Pleidooi;;1;;1
EZK;Holland Inbouw;;;1;1
EZK;Hollandse Hoogte B.V.;;1;;1
EZK;Hotel Exploitatie Kerckebosch B.V.;;1;;1
EZK;Hotel Groningen-Hoogkerk B.V.;;1;;1
EZK;Hotel Spoorzicht & Spa B.V.;;1;;1
EZK;Huize Molenaar B.V.;;1;;1
EZK;Indisch Restaurant Garoeda;;1;;1
EZK;Jaarbeurs B.V.;;1;;1
EZK;Jill B.V.;;1;;1
EZK;Karting Plaza Exploitatie B.V.;;1;;1
EZK;Kasteel Oud-Poelgeest B.V.;;1;;1
EZK;Konnichi WA B.V.;;1;;1
EZK;Landgoed de Uitkijk B.V.;;1;;1
EZK;Le Strasbourg;;2;;2
EZK;Leaseplan Nederland N.V.;;;5;5
EZK;M.M. Projects B.V.;;1;;1
EZK;Maat Techniek B.V.;;;1;1
EZK;Madurodam B.V.;;1;;1
EZK;Marosel B.V.;;;;
EZK;Meerwold B.V.;;1;;1
EZK;MingleMush B.V.;;1;;1
EZK;ML Hospitality Exploitatie B.V.;;1;;1
EZK;Motel Assen B.V.;;1;;1
EZK;Mwee beeld licht geluid;;1;;1
EZK;Nefkens Noord B.V.;;;1;1
EZK;ParkeerService;;;1;1
EZK;Park-line B.V.;;;1;1
EZK;Plein 19 Den Haag B.V.;;1;;1
EZK;Plein 9 A B.V.;;1;;1
EZK;Prinsenhof Groningen;;1;;1
EZK;Q-Park Nederland;;;1;1
EZK;Real-life Xcape;;1;;1
EZK;Restaurant & Catering Mennega;;1;;1
EZK;Restaurant La Viña;;1;;1
EZK;Restaurant Sarinande;;1;;1
EZK;Rietland';;1;;1
EZK;Rooms Katholiek Kerkgenootschap in Nederland;;1;;1
EZK;SolBeach B.V.;;1;;1
EZK;Stichting Beeld en Geluid Den Haag;;2;;2
EZK;Stichting Beheer Synagoge;;1;;1
EZK;Stichting BuildinG;;1;;1
EZK;Stichting Evenementen & Congressen;;1;;1
EZK;Stichting Internat. Perscentrum 'Nieuwspoort';;1;;1
EZK;Stichting KdK Conferentiehotel;;1;;1
EZK;Stichting Kielzog;;1;;1
EZK;Stichting Travers Welzijn;;1;;1
EZK;Tabasco;;1;;1
EZK;Ter Borch Events B.V.;;1;;1
EZK;The Shore;;1;;1
EZK;Tilkema Horeca B.V.;;1;;1
EZK;Tolman Takel en Berging B.V.;;;1;1
EZK;Transportbedrijf Van Veen B.V.;;;1;1
EZK;Truckparq 24/7 B.V.;;;1;1
EZK;Truckwash Amsterdam;;;1;1
EZK;Tweewielers van Woerden V.O.F.;;;1;1
EZK;Van der Valk Hotel Sassenheim;;1;;1
