OBJECTID,VERSIE,PUIC,BGTBRONHOUDER,BGTBRONHOUDERCODE,BGTSTATUS,DOCUMENT,STATUS,TYPE,WISSEL_SPOOR_NR,POSITIONELE_NAUWKEURIGHEID_MM,OBEGINTIJD,RELATIEVEHOOGTELIGGING,TIJDSTIP_REGISTRATIE,NIVEAU,LENGTE,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE,KM_GEOCODE_T,OFFSET,OFFSET_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,CONTRACTGEBIED_NAAM,CONTRACTGEBIED_NR,CONTRACTGEBIED_TYPE,X_LIJNPUNT,Y_LIJNPUNT,LATITUDE_LIJNPUNT,LONGITUDE_LIJNPUNT,Shape__Length
59,,4d312c4908744c0faf3a21166a4e18e5,Prorail,L0004,bestaand,,,inklapbaar,Wl 1081 tuss sp 806-807,283,,0,2019/05/22 10:53:25+00,-VERVALLEN,4.006186,Bd-Ehv,Breda - Eindhoven ,544,a,544,544_a,Breda,0.15,"0,149598",4.71,"4,710322",ProRail,Zuid,Z,BASIS,Brabant,Breda,20,BASIS,112427.5375,400805.098,51.59453362,4.7728063,4.00618584191997
60,,913d284f40e04de49e874dfcf60c77cc,Prorail,L0004,bestaand,,,inklapbaar,Wl 1071B tuss sp 804-805,283,,0,2019/05/22 10:53:25+00,-VERVALLEN,4.03645,Bd-Ehv,Breda - Eindhoven ,544,a,544,544_a,Breda,0.24,"0,244370",-5.94,"-5,937225",ProRail,Zuid,Z,BASIS,Brabant,Breda,20,BASIS,112520.4755,400826.7775,51.59473551,4.77414485,4.03645017311003
61,,40871e8e576f4bcc9b42f8645a209309,Prorail,L0004,bestaand,,,inklapbaar,Wsl 1273B tuss sp521-522,283,,0,2018/02/14 14:36:20+00,-VERVALLEN,6.058595,Bd-Ehv,Breda - Eindhoven ,054,a,54,054_a,Boxtel - Eindhoven,43.45,"43,447931",-0.37,"-0,366582",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,152485.0645,395852.4065,51.55162353,5.35094097,6.05859472155053
62,,be9924075bd5481fa3e2b5027c2e8a20,Prorail,L0004,bestaand,,,vast,Wsl 1159 tuss sp503-504,283,,0,2018/02/14 15:23:25+00,-VERVALLEN,18.260898,Bd-Ehv,Breda - Eindhoven ,617,a,617,617_a,Boxtel,39.49,"39,485291",9.86,"9,863398",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,150495.011,399278.266,51.58240479,5.32220444,18.2608976778252
63,,d53364933d8c40e3ad0428478cca6598,Prorail,L0004,bestaand,,,vast,Wsl 1101B tuss sp502-504,283,,0,2018/02/14 15:33:45+00,-VERVALLEN,18.613137,Bd-Ehv,Breda - Eindhoven ,617,a,617,617_a,Boxtel,38.73,"38,726301",7.17,"7,167265",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,149973.008,399829.381,51.58735411,5.31466521,18.6131365438499
64,,d28f618050f94d54a031677a7defc090,Prorail,L0004,bestaand,,,inklapbaar,Wsl 1273B tuss sp521-522,283,,0,2018/02/14 14:36:21+00,-VERVALLEN,7.526215,Bd-Ehv,Breda - Eindhoven ,054,a,54,054_a,Boxtel - Eindhoven,43.43,"43,432435",-0.43,"-0,426563",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,152477.367,395865.89,51.5517447,5.35082989,7.52621498497087
65,,a976b51f42714d66afc0dccb9d9a1c4f,Prorail,L0004,bestaand,,,inklapbaar,Wsl 1251A tuss sp531-521,283,,0,2018/02/14 14:52:17+00,-VERVALLEN,5.901773,Bd-Ehv,Breda - Eindhoven ,617,a,617,617_a,Boxtel,42.12,"42,121786",-0.35,"-0,345467",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,151829.99,397006.3435,51.56199251,5.34148571,5.90177303867236
66,,86f1d0aaffa846b0b454fd47dfe10faa,Prorail,L0004,bestaand,,,inklapbaar,Wsl 1251A tuss sp531-521,283,,0,2018/02/14 14:52:17+00,-VERVALLEN,6.027399,Bd-Ehv,Breda - Eindhoven ,617,a,617,617_a,Boxtel,42.16,"42,164418",-0.35,"-0,351713",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,151851.092,396969.041,51.56165733,5.34179036,6.02739910740943
67,,1dfea939b58e477aaeeb1a6eb469a4a9,Prorail,L0004,bestaand,,,inklapbaar,Wsl 1251A tuss sp531-521,283,,0,2018/02/14 14:52:17+00,-VERVALLEN,5.900902,Bd-Ehv,Breda - Eindhoven ,617,a,617,617_a,Boxtel,42.14,"42,139397",-0.36,"-0,359339",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,151838.697,396990.929,51.561854,5.34161142,5.9009023038854
68,,23c324a8942b4620a8cd653f30e0220b,Prorail,L0004,bestaand,,,inklapbaar,Wl 1119B tuss sp 804-805,283,,0,2019/07/08 11:25:48+00,-VERVALLEN,3.989809,Bd-Ehv,Breda - Eindhoven ,544,a,544,544_a,Breda,1.06,"1,061765",-6.8,"-6,798537",ProRail,Zuid,Z,BASIS,Brabant,Breda,20,BASIS,113329.4375,400914.1575,51.59558151,4.78580861,3.98980926862425
69,,b77b043ac03e4469ae01c6bf36f9b723,Prorail,L0004,bestaand,,,inklapbaar,Wl 1129A tuss sp 804-805,283,,0,2019/07/08 11:25:48+00,-VERVALLEN,3.971611,Bd-Ehv,Breda - Eindhoven ,544,a,544,544_a,Breda,1.25,"1,251308",-3.68,"-3,680349",ProRail,Zuid,Z,BASIS,Brabant,Breda,20,BASIS,113518.5475,400924.272,51.59568642,4.78853652,3.97161138582314
70,,d05cad2f5e4643d592e5b013b6609edb,Prorail,L0004,bestaand,,,inklapbaar,Wl 1071B tuss sp 804-805,283,,0,2019/05/22 10:53:25+00,-VERVALLEN,4.07725,Bd-Ehv,Breda - Eindhoven ,544,a,544,544_a,Breda,0.24,"0,240311",-5.83,"-5,832579",ProRail,Zuid,Z,BASIS,Brabant,Breda,20,BASIS,112516.617,400825.5245,51.59472396,4.77408932,4.07724968575632
71,,9d8ae58031b54cada5b0035cab998049,Prorail,L0004,bestaand,,,inklapbaar,Wl 1077B tuss sp 806-807,283,,0,2019/05/22 10:53:25+00,-VERVALLEN,3.984919,Bd-Ehv,Breda - Eindhoven ,544,a,544,544_a,Breda,0.32,"0,315196",5.76,"5,762913",ProRail,Zuid,Z,BASIS,Brabant,Breda,20,BASIS,112583.8055,400859.871,51.59503775,4.77505476,3.98491919616948
72,,0221144e9fe5428db892ac3c28e41b55,Prorail,L0004,bestaand,,,inklapbaar,Wl 1077B tuss sp 806-807,283,,0,2019/05/22 10:53:25+00,-VERVALLEN,3.970388,Bd-Ehv,Breda - Eindhoven ,544,a,544,544_a,Breda,0.32,"0,323461",6.64,"6,636493",ProRail,Zuid,Z,BASIS,Brabant,Breda,20,BASIS,112591.3445,400862.55,51.5950624,4.77516323,3.97038801630269
73,,4d98f13c343040c7a66304488ad34579,Prorail,L0004,bestaand,,,inklapbaar,Wl 1111B tuss sp 804-805,283,,0,2019/07/08 11:25:49+00,-VERVALLEN,4.014241,Bd-Ehv,Breda - Eindhoven ,544,a,544,544_a,Breda,1.05,"1,049239",-6.43,"-6,434600",ProRail,Zuid,Z,BASIS,Brabant,Breda,20,BASIS,113316.9885,400914.1455,51.59558047,4.78562896,4.01424089959733
74,,d90d682896c8434f84dbde59d1d9e845,Prorail,L0004,bestaand,,,inklapbaar,Wsl 1273B tuss sp521-522,283,,0,2018/02/14 14:36:20+00,-VERVALLEN,7.526709,Bd-Ehv,Breda - Eindhoven ,054,a,54,054_a,Boxtel - Eindhoven,43.44,"43,439947",-0.42,"-0,417026",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,152481.0815,395859.344,51.55168587,5.3508835,7.52670851036494
75,,9db02039bf5549b080efbdcbd11aec83,Prorail,L0004,bestaand,,,inklapbaar,Wsl 1273B tuss sp521-522,283,,0,2018/02/14 14:36:20+00,-VERVALLEN,6.212544,Bd-Ehv,Breda - Eindhoven ,054,a,54,054_a,Boxtel - Eindhoven,43.38,"43,378217",-0.44,"-0,435844",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,152450.493,395913.1395,51.55216928,5.35044208,6.21254384290365
76,,2bc0012eeb43476d89e0aef984b80d06,Prorail,L0004,bestaand,,,inklapbaar,Wsl 1255 tuss sp521-DC,283,,0,2018/02/14 14:36:21+00,-VERVALLEN,6.84271,Bd-Ehv,Breda - Eindhoven ,617,a,617,617_a,Boxtel,42.54,"42,538796",5.88,"5,880417",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,152041.54,396646.47,51.5587589,5.34453956,6.84270969718868
77,,0d47c808cce642dba0dafded0881cac1,Prorail,L0004,bestaand,,,inklapbaar,Wsl 1253B tuss sp521-522,283,,0,2018/02/14 14:36:21+00,-VERVALLEN,6.415004,Bd-Ehv,Breda - Eindhoven ,617,a,617,617_a,Boxtel,42.54,"42,538476",0.1,"0,096205",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,152036.3465,396643.9035,51.55873581,5.34446469,6.41500381917267
78,,0890eb2db9af4dcb8abcec4b6b846932,Prorail,L0004,bestaand,,,inklapbaar,Wsl 1251A tuss sp531-521,283,,0,2018/02/14 14:52:17+00,-VERVALLEN,6.02914,Bd-Ehv,Breda - Eindhoven ,617,a,617,617_a,Boxtel,42.17,"42,170415",-0.35,"-0,352787",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,151854.06,396963.794,51.56161019,5.34183321,6.02913990549232
79,,4906f6d309c4428e907f31e134f89f18,Prorail,L0004,bestaand,,,inklapbaar,Wsl 1251A tuss sp531-521,283,,0,2018/02/14 14:52:17+00,-VERVALLEN,6.027777,Bd-Ehv,Breda - Eindhoven ,617,a,617,617_a,Boxtel,42.15,"42,146429",-0.35,"-0,348303",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,151842.1885,396984.7815,51.56179877,5.34166182,6.02777720225292
80,,5ccbba0911b74e169950b3a5dc76ac35,Prorail,L0004,bestaand,,,inklapbaar,Wsl 1251A tuss sp531-521,283,,0,2018/02/14 14:52:17+00,-VERVALLEN,5.999708,Bd-Ehv,Breda - Eindhoven ,617,a,617,617_a,Boxtel,42.21,"42,214516",-0.28,"-0,275045",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,151875.986,396925.204,51.56126344,5.34214975,5.99970832624387
81,,5b1eb8738e28499287ed7855e7d07599,Prorail,L0004,bestaand,,,inklapbaar,Wsl 1251A tuss sp531-521,283,,0,2018/02/14 14:52:17+00,-VERVALLEN,6.005561,Bd-Ehv,Breda - Eindhoven ,617,a,617,617_a,Boxtel,42.19,"42,189516",-0.35,"-0,350278",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,151863.5195,396947.083,51.56146003,5.34196978,6.00556050673041
82,,4a846313c10e41e5a4c4b9f4fa5a9b3e,Prorail,L0004,bestaand,,,inklapbaar,Wsl 1251A tuss sp531-521,283,,0,2018/02/14 14:52:17+00,-VERVALLEN,6.000198,Bd-Ehv,Breda - Eindhoven ,617,a,617,617_a,Boxtel,42.21,"42,208568",-0.26,"-0,258798",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,151873.0455,396930.434,51.56131043,5.3421073,6.00019841338601
83,,6908ae4695d7464381244b283a983329,Prorail,L0004,bestaand,,,inklapbaar,Wsl 1251A tuss sp531-521,283,,0,2018/02/14 14:52:17+00,-VERVALLEN,4.139566,Bd-Ehv,Breda - Eindhoven ,617,a,617,617_a,Boxtel,42.11,"42,112179",-0.39,"-0,388357",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,151825.196,397014.728,51.56206785,5.3414165,4.13956567770098
84,,7d0359f1d1aa4b32bd72a6b5450544bf,Prorail,L0004,bestaand,,,inklapbaar,Wsl 1251A tuss sp531-521,283,,0,2018/02/14 14:52:17+00,-VERVALLEN,4.637728,Bd-Ehv,Breda - Eindhoven ,617,a,617,617_a,Boxtel,42.12,"42,116545",-0.37,"-0,365220",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,151827.3775,397010.92,51.56203363,5.341448,4.63772843103173
85,,8245abb02f6449db92c13cfac837ff54,Prorail,L0004,bestaand,,,inklapbaar,Wl 1111B tuss sp 804-805,283,,0,2019/07/08 11:25:48+00,-VERVALLEN,4.011246,Bd-Ehv,Breda - Eindhoven ,544,a,544,544_a,Breda,1.06,"1,057171",-6.2,"-6,199457",ProRail,Zuid,Z,BASIS,Brabant,Breda,20,BASIS,113324.858,400914.6185,51.59558531,4.78574247,4.01124631504972
86,,c0869dc75ed741dcaee9bcb0c1a9a35a,Prorail,L0004,bestaand,,,inklapbaar,Wsl 1255 tuss sp521-DC,283,,0,2018/02/14 14:36:20+00,-VERVALLEN,6.843196,Bd-Ehv,Breda - Eindhoven ,617,a,617,617_a,Boxtel,42.56,"42,559330",5.74,"5,744865",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,152051.5185,396628.53,51.5585977,5.34468361,6.84319581774481
87,,556c438d24d640e98f4dda3a19bc0639,Prorail,L0004,bestaand,,,inklapbaar,Wsl 1253B tuss sp521-522,283,,0,2018/02/14 14:36:20+00,-VERVALLEN,7.037245,Bd-Ehv,Breda - Eindhoven ,617,a,617,617_a,Boxtel,42.56,"42,559283",0.18,"0,181730",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,152046.6515,396625.835,51.55857345,5.34461344,7.03724498649862
88,,8d4734913ea64f839bb879af64049dec,Prorail,L0004,bestaand,,,inklapbaar,Wsl 1273B tuss sp521-522,283,,0,2018/02/14 14:36:20+00,-VERVALLEN,7.515271,Bd-Ehv,Breda - Eindhoven ,054,a,54,054_a,Boxtel - Eindhoven,43.39,"43,393764",-0.5,"-0,501068",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,152458.191,395899.566,51.55204731,5.35055317,7.51527111952723
89,,f6964e4e3cfc4fdb8e7c3b7e2b5d33d3,Prorail,L0004,bestaand,,,inklapbaar,Wsl 1255 tuss sp521-DC,283,,0,2018/02/14 14:36:20+00,-VERVALLEN,6.84271,Bd-Ehv,Breda - Eindhoven ,617,a,617,617_a,Boxtel,42.55,"42,552485",5.79,"5,789759",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,152048.192,396634.51,51.55865143,5.34463559,6.84270969718868
90,,ac944ff258054ee79b858f35df8dc364,Prorail,L0004,bestaand,,,inklapbaar,Wl 1081 tuss sp 806-807,283,,0,2019/05/22 10:53:25+00,-VERVALLEN,3.990379,Bd-Ehv,Breda - Eindhoven ,544,a,544,544_a,Breda,0.15,"0,153588",4.73,"4,725774",ProRail,Zuid,Z,BASIS,Brabant,Breda,20,BASIS,112431.299,400806.4535,51.59454609,4.77286042,3.99037905467638
91,,16590ad41a13472691354722a279a635,Prorail,L0004,bestaand,,,inklapbaar,Wl 1071A tuss sp 803-805,283,,0,2019/05/22 10:53:25+00,-VERVALLEN,4.018918,Bd-Ehv,Breda - Eindhoven ,544,a,544,544_a,Breda,0.15,"0,153616",-5.67,"-5,668646",ProRail,Zuid,Z,BASIS,Brabant,Breda,20,BASIS,112434.8115,400796.6705,51.59445842,4.7729123,4.01891751594879
92,,cdbd56fb131b49c0899b5f20e1d598ab,Prorail,L0004,bestaand,,,inklapbaar,Wl 1131A tuss sp 804-805,283,,0,2019/07/08 11:25:49+00,-VERVALLEN,4.011714,Bd-Ehv,Breda - Eindhoven ,544,a,544,544_a,Breda,1.36,"1,363816",-1.57,"-1,572614",ProRail,Zuid,Z,BASIS,Brabant,Breda,20,BASIS,113630.7035,400929.951,51.59574573,4.79015442,4.01171397285499
93,,9aa2347972d94eb48f0b8a12b4e257cc,Prorail,L0004,bestaand,,,inklapbaar,Wsl 1253B tuss sp521-522,283,,0,2018/02/14 14:36:21+00,-VERVALLEN,5.425631,Bd-Ehv,Breda - Eindhoven ,617,a,617,617_a,Boxtel,42.53,"42,531309",0.11,"0,106576",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,152032.8315,396650.147,51.55879191,5.34441395,5.42563148398415
94,,7bee59e551e14c0e94b40bd5656bc18c,Prorail,L0004,bestaand,,,inklapbaar,Wsl 1251A tuss sp531-521,283,,0,2018/02/14 14:52:17+00,-VERVALLEN,6.006431,Bd-Ehv,Breda - Eindhoven ,617,a,617,617_a,Boxtel,42.18,"42,183542",-0.35,"-0,351468",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,151860.5605,396952.3095,51.56150699,5.34192706,6.00643072048617
95,,33666d9476ef4e58bafa0ba46a91eeb1,Prorail,L0004,bestaand,,,inklapbaar,Wsl 1251A tuss sp531-521,283,,0,2018/02/14 14:52:17+00,-VERVALLEN,6.028269,Bd-Ehv,Breda - Eindhoven ,617,a,617,617_a,Boxtel,42.15,"42,152426",-0.35,"-0,349812",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,151845.156,396979.5345,51.56175162,5.34170467,6.02826948634515
96,,dbd3ab4d4ae7442aa077b861cff7512c,Prorail,L0004,bestaand,,,inklapbaar,Wsl 1255 tuss sp521-DC,283,,0,2018/02/14 14:36:20+00,-VERVALLEN,6.058902,Bd-Ehv,Breda - Eindhoven ,617,a,617,617_a,Boxtel,42.52,"42,519037",5.79,"5,787788",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,152031.744,396663.623,51.55891303,5.34439816,6.0589015506113
97,,5e88586cebf74258aea9e3c5dac0b322,Prorail,L0004,bestaand,,,inklapbaar,Wsl 1273B tuss sp521-522,283,,0,2018/02/14 14:36:20+00,-VERVALLEN,7.515766,Bd-Ehv,Breda - Eindhoven ,054,a,54,054_a,Boxtel - Eindhoven,43.41,"43,408759",-0.49,"-0,487965",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,152465.6325,395886.506,51.55192995,5.35066056,7.51576616187598
98,,857a7f682d17422eaa70dcace9fcb981,Prorail,L0004,bestaand,,,inklapbaar,Wsl 1273B tuss sp521-522,283,,0,2018/02/14 14:36:20+00,-VERVALLEN,7.515766,Bd-Ehv,Breda - Eindhoven ,054,a,54,054_a,Boxtel - Eindhoven,43.4,"43,401257",-0.51,"-0,511039",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,152461.9115,395893.036,51.55198863,5.35060686,7.51576616187598
99,,e5edc694664a455085ed438c22420cc5,Prorail,L0004,bestaand,,,inklapbaar,Wsl 1273B tuss sp521-522,283,,0,2018/02/14 14:36:20+00,-VERVALLEN,6.059085,Bd-Ehv,Breda - Eindhoven ,054,a,54,054_a,Boxtel - Eindhoven,43.45,"43,453978",-0.38,"-0,378079",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,152488.038,395847.1275,51.5515761,5.35098388,6.05908549205241
100,,3e4ca417c29e4c35823473d2917ab176,Prorail,L0004,bestaand,,,inklapbaar,Wsl 1253B tuss sp521-522,283,,0,2018/02/14 14:36:20+00,-VERVALLEN,7.037245,Bd-Ehv,Breda - Eindhoven ,617,a,617,617_a,Boxtel,42.55,"42,552243",0.16,"0,158994",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,152043.1705,396631.951,51.55862841,5.3445632,7.03724498649862
101,,5015d2fe8c1144f8bbeaf163abe90d45,Prorail,L0004,bestaand,,,inklapbaar,Wl 1057A tuss sp 806-807,283,,0,2019/07/08 11:25:49+00,-VERVALLEN,4.009544,Rsd-Bd,Roosendaal - Breda ,544,b,544,544_b,Breda,23.18,"23,177313",4.77,"4,769936",ProRail,Zuid,Z,BASIS,Brabant,Breda,20,BASIS,112090.4665,400684.971,51.59342825,4.76795678,4.00954373962924
