AFVALFRACTIE_CODE;AFVALFRACTIE_OMSC;BEHEERDER_OMSC;BEHEERGEBIEDEN_OMSC;BUURT_CODE;BUURT_OMSC;WIJK_CODE;WIJK_OMSC;STADSDEEL_CODE;STADSDEEL_OMSC;EIGENAAR_OMSC;GEBIED_OMSC;ID;KLEUR_OMSC;LEVERANCIER_OMSC;LOCATIE;OPMERKINGEN;TYPE_CONTAINER_CODE;TYPE_CONTAINER_OMSC;VRIJE_PLAKPLAATS;AFVALBAKSTANDPLAATS_CODE;AFVALBAKSTANDPLAATS_OMSC;AFVALBAKTOEPASSING_CODE;AFVALBAKTOEPASSING_OMSC;X;Y;WGS84LONG;WGS84LAT
PLA;Plastic, blik en drankpak;;Zegveldstraat;84;Leyenburg;32;Leyenburg;2;Escamp;;;4528741;;;Zegveldstraat;;BO;Bovengrondse container;Nee;;;;;78645.9789642135;452724.69839933;4.273877866775037;52.05755781901045
PLA;Plastic, blik en drankpak;;Van Dijckstraat;16;Schildersbuurt-noord;29;Schildersbuurt;5;Centrum;;;4528743;;;Van Dijkstraat/Terniers plantsoen;;BO;Bovengrondse container;Nee;;;;;80929.2065726653;453967.930369872;4.3068943682955245;52.069040467356736
PLA;Plastic, blik en drankpak;;Cannenburglaan;39;Moerwijk-zuid;36;Moerwijk;2;Escamp;;;4528744;;;Cannenburglaan;;BO;Bovengrondse container;Nee;;;;;79971.09364746;451274.817742361;4.293514486249147;52.04470911677645
PLA;Plastic, blik en drankpak;;Laakkade;26;Noordpolderbuurt;38;Laakkwartier en Spoorwijk;6;Laak;;;4528745;;;Laakkade 67;;BO;Bovengrondse container;Nee;;;;;82548.9401664773;453712.973907187;4.330568079564402;52.066963453056665
PLA;Plastic, blik en drankpak;;Burgemeester Hovylaan;86;Houtwijk;17;Loosduinen;1;Loosduinen;;;4572631;;;Hovylaan;;BO;Bovengrondse container;Nee;;;;;76521.1186986855;452319.488118305;4.242993973870908;52.053619373365855
PLA;Plastic, blik en drankpak;;Ru Paréstraat;95;Kom Loosduinen;17;Loosduinen;1;Loosduinen;;;4572632;;;Lippe Biesterveldweg;;BO;Bovengrondse container;Nee;;;;;76255.119002646;452241.627927444;4.239134426971658;52.05288192630057
PLA;Plastic, blik en drankpak;;Arend Vijfvinkelplein;86;Houtwijk;17;Loosduinen;1;Loosduinen;;;4572634;;;Arend Vijfvinkelplein;;BO;Bovengrondse container;Nee;;;;;76607.674418268;451636.240999466;4.244412463320146;52.0474915175304
PLA;Plastic, blik en drankpak;;Valkenboskade;55;Valkenboskwartier;20;Valkenboskwartier;3;Segbroek;;;4572635;;;Valkenboskade ;;BO;Bovengrondse container;Nee;;;;;78676.8793752857;454151.283490578;4.274009443445053;52.07038238325234
RES;Rest;;Trekweg;26;Noordpolderbuurt;38;Laakkwartier en Spoorwijk;6;Laak;;;4621968;;;TREKWEG - 346;;ON;Ondergrondse container;Nee;;;;;83093.0549999997;453264.27;4.338596731036042;52.06300191073289
RES;Rest;;Broekslootkade;26;Noordpolderbuurt;38;Laakkwartier en Spoorwijk;6;Laak;;;4621969;;;BROEKSLOOTKADE - 84;;ON;Ondergrondse container;Nee;;;;;83051.0109999999;453052.907000002;4.338028246311452;52.061096962144745
RES;Rest;;Trekweg;26;Noordpolderbuurt;38;Laakkwartier en Spoorwijk;6;Laak;;;4621970;;;TREKWEG - 273;;ON;Ondergrondse container;Nee;;;;;82991.2879999988;453404.938999999;4.337083254443755;52.06425286523153
RES;Rest;;Atjehstraat;46;Archipelbuurt;5;Archipelbuurt;5;Centrum;;;4621971;;;;;ON;Ondergrondse container;Nee;;;;;81051.8409999982;456748.960000001;4.308079762529382;52.094049297314655
RES;Rest;;Trekweg;26;Noordpolderbuurt;38;Laakkwartier en Spoorwijk;6;Laak;;;4621972;;;TREKWEG - 273;;ON;Ondergrondse container;Nee;;;;;82990.0399999991;453406.563000001;4.337064715005016;52.06426729767106
RES;Rest;;Ketelstraat;26;Noordpolderbuurt;38;Laakkwartier en Spoorwijk;6;Laak;;;4621973;;;KETELSTRAAT - 42;;ON;Ondergrondse container;Nee;;;;;83011.9930000007;453267.164000001;4.337414199829702;52.06301739179107
RES;Rest;;Stuwstraat;26;Noordpolderbuurt;38;Laakkwartier en Spoorwijk;6;Laak;;;4621974;;;STUWSTRAAT -274;;ON;Ondergrondse container;Nee;;;;;82951.0080000013;453302.267000001;4.33651760329122;52.06332492990254
RES;Rest;;Nieuwersluisstraat;84;Leyenburg;32;Leyenburg;2;Escamp;;;4622000;;;NIEUWERSLUISSTRAAT 73;;ON;Ondergrondse container;Nee;;;;;78370.2470000014;452832.008000001;4.269834043827037;52.058484104860696
RES;Rest;;Veenendaalkade;84;Leyenburg;32;Leyenburg;2;Escamp;;;4622001;;;VEENENDAALKADE - 449;;ON;Ondergrondse container;Nee;;;;;78165.3029999994;452828.548;4.266846995852345;52.0584246212926
PPR;Papier;;Waterviolier;115;De Bras;42;Ypenburg;8;Leidschenveen-Ypenburg;;;3777904;Groen;;;;BO;Bovengrondse container;Nee;;;;;86520.4958729036;450050.123852704;4.389215058370137;52.03455052785079
TEX;Textiel;;Weidevogellaan;112;Morgenweide;42;Ypenburg;8;Leidschenveen-Ypenburg;;;3781027;;;Weidevogellaan  55;;BO;Bovengrondse container;Nee;;;;;86112.518965711;451823.029075723;4.3829129740531565;52.05043311385167
PLA;Plastic, blik en drankpak;;Colijnplein;82;Rosenburg;18;Waldeck;1;Loosduinen;;;3783604;;;Colijnplein ;;BO;Bovengrondse container;Nee;;;;;76803.7143123222;453710.806944013;4.246794813273765;52.066162629967046
PLA;Plastic, blik en drankpak;;Colijnplein;82;Rosenburg;18;Waldeck;1;Loosduinen;;;3783605;;;Colijnplein;;BO;Bovengrondse container;Nee;;;;;76802.5829272159;453710.210946502;4.246778452871494;52.06615711419927
PLA;Plastic, blik en drankpak;;Laan van Poot;9;Vogelwijk;13;Vogelwijk;3;Segbroek;;;3789952;Groen;;Laan van Poot;;ON;Ondergrondse container;Nee;;;;;78320.4986069109;456032.708980701;4.268389588441471;52.087240894203596
PLA;Plastic, blik en drankpak;;Laan van Poot;9;Vogelwijk;13;Vogelwijk;3;Segbroek;;;3789953;Groen;;Laan van Poot;;ON;Ondergrondse container;Nee;;;;;78322.3825673187;456033.467458268;4.268416901334371;52.087247971376925
PPR;Papier;;Laan van Poot;9;Vogelwijk;13;Vogelwijk;3;Segbroek;;;3789954;Groen;;Laan van Poot ;;ON;Ondergrondse container;Nee;;;;;78324.0707915803;456034.274869871;4.268441347808007;52.08725546118077
PPR;Papier;;Laan van Poot;9;Vogelwijk;13;Vogelwijk;3;Segbroek;;;3789955;Groen;;Laan van Poot ;;ON;Ondergrondse container;Nee;;;;;78326.0036860247;456034.690809182;4.268469451597065;52.08725946685001
TEX;Textiel;;Laan van Poot;9;Vogelwijk;13;Vogelwijk;3;Segbroek;;;3789956;Groen;;Laan van Poot ;;ON;Ondergrondse container;Nee;;;;;78327.7897783594;456035.302484639;4.268495369810467;52.08726521118844
PPR;Papier;;Stamkartstraat;19;Laakhaven-oost;38;Laakkwartier en Spoorwijk;6;Laak;;;3789958;Groen;;Stamkartstraat achter HHS ;;BO;Bovengrondse container;Nee;;;;;82019.9681010861;453709.322572449;4.3228555498019965;52.06686120394359
PLA;Plastic, blik en drankpak;;Waterviolier;115;De Bras;42;Ypenburg;8;Leidschenveen-Ypenburg;;;4033243;;;;;BO;Bovengrondse container;Nee;;;;;86521.724958647;450048.130002499;4.3892333671257235;52.034532760808396
RES;Rest;;Vlamenburg;69;Burgen en Hosten;25;Mariahoeve en Marlot;7;Haagse Hout;;;4116356;;;VLAMENBURG 17;;ON;Ondergrondse container;Nee;;;;;84473.0443956737;456411.818624103;4.35806710211946;52.09146594970301
TEX;Textiel;;Castricumplein;84;Leyenburg;32;Leyenburg;2;Escamp;;;4119044;;;Castricumplein;Leger des Heils;BO;Bovengrondse container;Nee;;;;;78045.6306328739;452975.776501971;4.265069151414676;52.059731107223925
RES;Rest;;Cliviastraat;92;Bohemen en Meer en Bos;14;Bohemen en Meer en Bos;1;Loosduinen;;;4623783;;;CLIVIASTRAAT - 2;;ON;Ondergrondse container;Nee;;;;;76065.8630000018;453667.791999999;4.236046046292861;52.06567139378391
RES;Rest;;Zilverschoonstraat;92;Bohemen en Meer en Bos;14;Bohemen en Meer en Bos;1;Loosduinen;;;4623784;;;ZILVERSCHOONSTRAAT - 2;;ON;Ondergrondse container;Nee;;;;;76105.5109999999;453617.169;4.236635851966893;52.06522211430789
RES;Rest;;Zilverschoonstraat;92;Bohemen en Meer en Bos;14;Bohemen en Meer en Bos;1;Loosduinen;;;4623785;;;ZILVERSCHOONSTRAAT - 2;;ON;Ondergrondse container;Nee;;;;;76103.5139999986;453616.245000001;4.236606947567842;52.065213526181985
RES;Rest;;Heliotrooplaan;92;Bohemen en Meer en Bos;14;Bohemen en Meer en Bos;1;Loosduinen;;;4623786;;;HELIOTROOPLAAN - 354;;ON;Ondergrondse container;Nee;;;;;75498.3209999986;453743.638999999;4.227753080178622;52.06627181491983
RES;Rest;;Heliotrooplaan;92;Bohemen en Meer en Bos;14;Bohemen en Meer en Bos;1;Loosduinen;;;4623787;;;HELIOTROOPLAAN - 354;;ON;Ondergrondse container;Nee;;;;;75497.1149999984;453745.349;4.227735097080496;52.06628700884736
RES;Rest;;Heliotrooplaan;92;Bohemen en Meer en Bos;14;Bohemen en Meer en Bos;1;Loosduinen;;;4623788;;;HELIOTROOPLAAN - 418;;ON;Ondergrondse container;Nee;;;;;75337.7109999992;453708.912999999;4.225419307469927;52.065936666300495
RES;Rest;;Heliotrooplaan;92;Bohemen en Meer en Bos;14;Bohemen en Meer en Bos;1;Loosduinen;;;4623789;;;HELIOTROOPLAAN - 418;;ON;Ondergrondse container;Nee;;;;;75335.9109999985;453707.848000001;4.22539331014967;52.06592683665957
RES;Rest;;Heliotrooplaan;92;Bohemen en Meer en Bos;14;Bohemen en Meer en Bos;1;Loosduinen;;;4623790;;;HELIOTROOPLAAN - 392;;ON;Ondergrondse container;Nee;;;;;75383.1000000015;453738.197000001;4.226074296113493;52.06620635671536
RES;Rest;;Heliotrooplaan;92;Bohemen en Meer en Bos;14;Bohemen en Meer en Bos;1;Loosduinen;;;4623791;;;HELIOTROOPLAAN - 392;;ON;Ondergrondse container;Nee;;;;;75381.3520000018;453737.048999999;4.226049076067608;52.066195788808194
RES;Rest;;Godetiaweg;92;Bohemen en Meer en Bos;14;Bohemen en Meer en Bos;1;Loosduinen;;;4623792;;;DE SAVORNIN LOHMANLAAN - GODETIAWEG;;ON;Ondergrondse container;Nee;;;;;76509.5659999996;454066.526999999;4.242423996068515;52.06931773982735
RES;Rest;;Loosduinse Hoofdstraat;95;Kom Loosduinen;17;Loosduinen;1;Loosduinen;;;4623793;;;LOOSDUINSE HOOFDSTRAAT - 607;;ON;Ondergrondse container;Nee;;;;;75809.449000001;452255.583000001;4.232634747015791;52.052943810019585
RES;Rest;;Loosduinse Hoofdstraat;95;Kom Loosduinen;17;Loosduinen;1;Loosduinen;;;4623794;;;LOOSDUINSE HOOFDSTRAAT - 607;;ON;Ondergrondse container;Nee;;;;;75807.6550000012;452254.351;4.232608881781972;52.052932482057464
RES;Rest;;Loosduinse Hoofdstraat;95;Kom Loosduinen;17;Loosduinen;1;Loosduinen;;;4623795;;;LOOSDUINSE HOOFDSTRAAT - 607;;ON;Ondergrondse container;Nee;;;;;75811.1130000018;452256.75;4.232658732342079;52.05295453526339
RES;Rest;;Preludestraat;95;Kom Loosduinen;17;Loosduinen;1;Loosduinen;;;4623796;;;PRELUDESTRAAT -2;;ON;Ondergrondse container;Nee;;;;;75669.8220000006;452276.611000001;4.230594547060899;52.053112804585155
RES;Rest;;Govert Bidloostraat;55;Valkenboskwartier;20;Valkenboskwartier;3;Segbroek;;;4623131;;;GOVERT BIDLOOSTRAAT - 27;;ON;Ondergrondse container;Nee;;;;;78664.6429999992;454469.434;4.2737598430080075;52.07323981819775
RES;Rest;;Buijs Ballotstraat;55;Valkenboskwartier;20;Valkenboskwartier;3;Segbroek;;;4623132;;;BUIJS BALLOTSTRAAT - 15;;ON;Ondergrondse container;Nee;;;;;78811.2690000013;454944.824999999;4.275792025628753;52.07753220489442
RES;Rest;;Galileïstraat;55;Valkenboskwartier;20;Valkenboskwartier;3;Segbroek;;;4623133;;;GALILEISTRAAT - 207;;ON;Ondergrondse container;Nee;;;;;78788.0650000013;454640.579;4.275521554748879;52.074794847501835
RES;Rest;;Columbusstraat;55;Valkenboskwartier;20;Valkenboskwartier;3;Segbroek;;;4623134;;;COLUMBUSSTRAAT - 288;;ON;Ondergrondse container;Nee;;;;;78702.5469999984;454823.493000001;4.2742334505694775;52.076426860130866
RES;Rest;;Copernicusstraat;55;Valkenboskwartier;20;Valkenboskwartier;3;Segbroek;;;4623135;;;COPERNICUSSTRAAT - 284;;ON;Ondergrondse container;Nee;;;;;78673.1849999987;454711.866;4.273830188280745;52.075419656511976
RES;Rest;;Ampèrestraat;55;Valkenboskwartier;20;Valkenboskwartier;3;Segbroek;;;4623136;;;AMPERESTRAAT - 118;;ON;Ondergrondse container;Nee;;;;;78665.3469999991;454688.809999999;4.273721034680057;52.07521137894349
RES;Rest;;Loosduinseweg;55;Valkenboskwartier;20;Valkenboskwartier;3;Segbroek;;;4623137;;;LOOSDUINSEWEG - 925;;ON;Ondergrondse container;Nee;;;;;78910.4860000014;454025.647999998;4.277444057701696;52.069285482880225
RES;Rest;;Columbusstraat;55;Valkenboskwartier;20;Valkenboskwartier;3;Segbroek;;;4623138;;;COLUMBUSSTRAAT -248;;ON;Ondergrondse container;Nee;;;;;78848.4189999998;454890.403000001;4.276346005265804;52.077048242551825
RES;Rest;;Columbusstraat;55;Valkenboskwartier;20;Valkenboskwartier;3;Segbroek;;;4623139;;;COLUMBUSSTRAAT - 288;;ON;Ondergrondse container;Nee;;;;;78704.4589999989;454824.473999999;4.274261116996409;52.076435939552994
RES;Rest;;Ampèrestraat;55;Valkenboskwartier;20;Valkenboskwartier;3;Segbroek;;;4623140;;;AMPERESTRAAT - 118;;ON;Ondergrondse container;Nee;;;;;78666.4780000001;454687.078000002;4.27373791690929;52.07519596993612
RES;Rest;;Buijs Ballotstraat;55;Valkenboskwartier;20;Valkenboskwartier;3;Segbroek;;;4623141;;;BUIJS BALLOTSTRAAT - 87;;ON;Ondergrondse container;Nee;;;;;78625.5;454839.693;4.273106123222925;52.076561821328156
RES;Rest;;Ohmstraat;55;Valkenboskwartier;20;Valkenboskwartier;3;Segbroek;;;4623142;;;OHMSTRAAT -172;;ON;Ondergrondse container;Nee;;;;;78805.3619999997;454052.32;4.275905153909649;52.06951072173379
RES;Rest;;Halleystraat;55;Valkenboskwartier;20;Valkenboskwartier;3;Segbroek;;;4623143;;;HALLEYSTRAAT - VALKENBOSKADE;;ON;Ondergrondse container;Nee;;;;;78660.7589999996;454213.506000001;4.27376044829989;52.0709393359536
RES;Rest;;Halleystraat;55;Valkenboskwartier;20;Valkenboskwartier;3;Segbroek;;;4623144;;;HALLEYSTRAAT - 6;;ON;Ondergrondse container;Nee;;;;;78743.7230000012;454247.021000002;4.274962810197298;52.071251956536976
RES;Rest;;Medemblikstraat;84;Leyenburg;32;Leyenburg;2;Escamp;;;4623358;;;MEDEMBLIKSTRAAT - 198;;ON;Ondergrondse container;Nee;;;;;78322.3359999992;453412.774;4.269005152619536;52.063696646768776
RES;Rest;;Nieuwendamlaan;84;Leyenburg;32;Leyenburg;2;Escamp;;;4623359;;;NIEUWENDAMLAAN - 20;;ON;Ondergrondse container;Nee;;;;;77930.0179999992;453406.149999999;4.263286482740877;52.0635826655718
RES;Rest;;Nieuwendamlaan;84;Leyenburg;32;Leyenburg;2;Escamp;;;4623360;;;NIEUWENDAMLAAN - 20;;ON;Ondergrondse container;Nee;;;;;77928.9459999986;453408.037999999;4.263270426378573;52.06359948325344
RES;Rest;;Trekweg;26;Noordpolderbuurt;38;Laakkwartier en Spoorwijk;6;Laak;;;4623361;;;TREKWEG - 309;;ON;Ondergrondse container;Nee;;;;;83038.0419999994;453340.504999999;4.3377785488788705;52.063679881061944
RES;Rest;;Heiloostraat;84;Leyenburg;32;Leyenburg;2;Escamp;;;4623362;;;HEILOOSTRAAT - 224;;ON;Ondergrondse container;Nee;;;;;78209.8440000005;453316.780000001;4.267386558925287;52.062818392879585
RES;Rest;;Trekweg;26;Noordpolderbuurt;38;Laakkwartier en Spoorwijk;6;Laak;;;4621975;;;TREKWEG - 309;;ON;Ondergrondse container;Nee;;;;;83039.1719999984;453338.877999999;4.33779536795567;52.063665406219805
RES;Rest;;Borneostraat;46;Archipelbuurt;5;Archipelbuurt;5;Centrum;;;4621976;;;;;ON;Ondergrondse container;Nee;;;;;80601.3289999999;456541.765000001;4.3015518014627965;52.09212691612248
RES;Rest;;Broekslootkade;26;Noordpolderbuurt;38;Laakkwartier en Spoorwijk;6;Laak;;;4621977;;;BROEKSLOOTKADE - 84;;ON;Ondergrondse container;Nee;;;;;83049.3299999982;453051.664000001;4.338003999508098;52.061085573174395
RES;Rest;;Trekweg;26;Noordpolderbuurt;38;Laakkwartier en Spoorwijk;6;Laak;;;4621978;;;WIEKSTRAAT - TREKWEG;;ON;Ondergrondse container;Nee;;;;;82894.7719999999;453529.776999999;4.335649602839747;52.0653622124315
RES;Rest;;Trekweg;26;Noordpolderbuurt;38;Laakkwartier en Spoorwijk;6;Laak;;;4621979;;;WIEKSTRAAT - TREKWEG;;ON;Ondergrondse container;Nee;;;;;82895.9499999993;453528.074999999;4.335667138978785;52.065347070134806
RES;Rest;;Stuwstraat;26;Noordpolderbuurt;38;Laakkwartier en Spoorwijk;6;Laak;;;4621980;;;STUWSTRAAT -90;;ON;Ondergrondse container;Nee;;;;;82857.6389999986;453472.640000001;4.335120232030328;52.06484389646309
RES;Rest;;Stuwstraat;26;Noordpolderbuurt;38;Laakkwartier en Spoorwijk;6;Laak;;;4621981;;;STUWSTRAAT -90;;ON;Ondergrondse container;Nee;;;;;82859.4609999992;453473.658;4.335146583597427;52.064853282336905
RES;Rest;;Jan Wapstraat;24;Laakkwartier-west;38;Laakkwartier en Spoorwijk;6;Laak;;;4621982;;;JAN WAPSTRAAT - 1;;ON;Ondergrondse container;Nee;;;;;81929.3350000009;452706.044;4.321748669260551;52.057832968706876
RES;Rest;;Jan Wapstraat;24;Laakkwartier-west;38;Laakkwartier en Spoorwijk;6;Laak;;;4621983;;;JAN WAPSTRAAT - 1;;ON;Ondergrondse container;Nee;;;;;81924.6000000015;452703.318999998;4.321680222095662;52.05780785515677
RES;Rest;;Jan Wapstraat;24;Laakkwartier-west;38;Laakkwartier en Spoorwijk;6;Laak;;;4621984;;;JAN WAPSTRAAT - 1;;ON;Ondergrondse container;Nee;;;;;81922.7399999984;452702.377999999;4.321653307046196;52.05779915324793
RES;Rest;;Lauwersstraat;62;Rivierenbuurt-zuid;27;Stationsbuurt;5;Centrum;;;4621985;;;EEMSTRAAT - 40;;ON;Ondergrondse container;Nee;;;;;82473.6970000006;454444.609000001;4.329315438995929;52.07352868626899
RES;Rest;;Spaarnestraat;62;Rivierenbuurt-zuid;27;Stationsbuurt;5;Centrum;;;4621986;;;SPAARNESTRAAT - 45-55;;ON;Ondergrondse container;Nee;;;;;82403.8839999996;454472.745999999;4.328291310553127;52.073772402149814
RES;Rest;;Spaarnedwarsstraat;62;Rivierenbuurt-zuid;27;Stationsbuurt;5;Centrum;;;4621987;;;SPAARNEDWARSSTR - 2;;ON;Ondergrondse container;Nee;;;;;82439.9990000017;454554.500999998;4.328800625614874;52.07451185223649
RES;Rest;;Spaarnestraat;62;Rivierenbuurt-zuid;27;Stationsbuurt;5;Centrum;;;4621988;;;SPAARNESTRAAT - 45-55;;ON;Ondergrondse container;Nee;;;;;82401.6460000016;454472.182999998;4.328258791478759;52.07376704921826
RES;Rest;;Zwetstraat;62;Rivierenbuurt-zuid;27;Stationsbuurt;5;Centrum;;;4621989;;;ZWETSTRAAT - 65;;ON;Ondergrondse container;Nee;;;;;82364.4899999984;454391.820999999;4.327734015623678;52.07303997874948
RES;Rest;;Christoffel Plantijnstraat;63;Rivierenbuurt-noord;27;Stationsbuurt;5;Centrum;;;4621990;;;CHRISTOFFEL PLANTIJNSTRAAT - 273;;ON;Ondergrondse container;Nee;;;;;82167.1579999998;454655.756999999;4.324799854920947;52.07538600754952
RES;Rest;;Hoefkade;18;Huygenspark;27;Stationsbuurt;5;Centrum;;;4621991;;;HOEFKADE - 164 (PMD ORAC);;ON;Ondergrondse container;Nee;;;;;81754.5480000004;454069.125;4.318908080581847;52.07005964708259
RES;Rest;;Lauwersstraat;62;Rivierenbuurt-zuid;27;Stationsbuurt;5;Centrum;;;4621992;;;EEMSTRAAT - 40;;ON;Ondergrondse container;Nee;;;;;82471.7140000016;454445.210000001;4.329286391469646;52.07353382767566
RES;Rest;;Spaarnedwarsstraat;62;Rivierenbuurt-zuid;27;Stationsbuurt;5;Centrum;;;4621993;;;SPAARNEDWARSSTR - 2;;ON;Ondergrondse container;Nee;;;;;82438.6020000018;454556.059;4.328779920220988;52.07452567067288
RES;Rest;;Hoefkade;18;Huygenspark;27;Stationsbuurt;5;Centrum;;;4621994;;;HOEFKADE - 164;;ON;Ondergrondse container;Nee;;;;;81756.3530000001;454070.096999999;4.3189341937717405;52.07006862096368
RES;Rest;;Zwetstraat;62;Rivierenbuurt-zuid;27;Stationsbuurt;5;Centrum;;;4621995;;;ZWETSTRAAT - 65;;ON;Ondergrondse container;Nee;;;;;82366.2289999984;454392.927000001;4.327759141270949;52.07305014622939
RES;Rest;;Ilpendamstraat;84;Leyenburg;32;Leyenburg;2;Escamp;;;4621996;;;VEENENDAALKADE - ILPENDAMSTRAAT;;ON;Ondergrondse container;Nee;;;;;78218.6359999999;452899.146000002;4.267608651420243;52.05906645998078
RES;Rest;;Laakkade;24;Laakkwartier-west;38;Laakkwartier en Spoorwijk;6;Laak;;;4621997;;;LAAKKADE - 399;;ON;Ondergrondse container;Nee;;;;;81660.5450000018;452896.515000001;4.317789156465084;52.059509184947906
RES;Rest;;Laakkade;24;Laakkwartier-west;38;Laakkwartier en Spoorwijk;6;Laak;;;4621998;;;LAAKKADE - 399;;ON;Ondergrondse container;Nee;;;;;81658.8229999989;452895.427000001;4.317764284639339;52.05949917932376
RES;Rest;;Nieuwersluisstraat;84;Leyenburg;32;Leyenburg;2;Escamp;;;4621999;;;NIEUWERSLUISSTRAAT 73;;ON;Ondergrondse container;Nee;;;;;78371.8680000007;452833.370999999;4.269857370179181;52.0584965779943
GLC;Glas combi;;Westkapellelaan;91;Kijkduin;15;Kijkduin en Ockenburgh;1;Loosduinen;;;1140420;;;Westkapellelaan nabij de kruising met de Oostvoornelaan;;ON;Ondergrondse container;;;;AF;Afval;75133.754969452;453759.233244625;4.2224336493123475;52.06635949632379
PLA;Plastic, blik en drankpak;;Narcislaan;92;Bohemen en Meer en Bos;14;Bohemen en Meer en Bos;1;Loosduinen;;;1140422;;;Narcislaan;;BO;Bovengrondse container;Ja;;;AF;Afval;75493.9341272451;453683.292165775;4.227703168980373;52.065728873037905
PLA;Plastic, blik en drankpak;;Laan van Hoornwijck;112;Morgenweide;42;Ypenburg;8;Leidschenveen-Ypenburg;;;1141036;Groen;;Steentijdsingel nabij de kruising met de Laan van Hoornwijck;;ON;Ondergrondse container;;;;AF;Afval;85051.3423800552;450817.089496589;4.3676506771598165;52.04125988533742
PLA;Plastic, blik en drankpak;;Laan van Hoornwijck;112;Morgenweide;42;Ypenburg;8;Leidschenveen-Ypenburg;;;1141037;Groen;;Steentijdsingel nabij de kruising met de Laan van Hoornwijck;;ON;Ondergrondse container;;;;;;85049.4031068979;450815.880599036;4.367622662617661;52.04124877636834
TEX;Textiel;;Vrouw Avenweg;121;Rietbuurt;44;Leidschenveen;8;Leidschenveen-Ypenburg;;;1199344;;;Vrouw Avenweg nabij de Donau;Leger des Heils;BO;Bovengrondse container;;;;;;87180.2246129883;452466.144052185;4.398348770138654;52.05634444945469
PLA;Plastic, blik en drankpak;;Vrouw Avenweg;121;Rietbuurt;44;Leidschenveen;8;Leidschenveen-Ypenburg;;;1199345;;;Vrouw Avenweg nabij de Donau;;BO;Bovengrondse container;;;;;;87182.6233947171;452468.219920989;4.3983833286030745;52.05636339882576
PLA;Plastic, blik en drankpak;;Vrouw Avenweg;121;Rietbuurt;44;Leidschenveen;8;Leidschenveen-Ypenburg;;;1199346;;;Vrouw Avenweg nabij de Donau;;BO;Bovengrondse container;;;;;;87186.2215673102;452471.126137314;4.398435207566125;52.056389957276636
GLB;Glas bont;;Vrouw Avenweg;121;Rietbuurt;44;Leidschenveen;8;Leidschenveen-Ypenburg;;;1199347;;;Vrouw Avenweg nabij de Donau;;BO;Bovengrondse container;;;;;;87189.5429573961;452473.57104946;4.398483143091646;52.056412336094624
PPR;Papier;;Vrouw Avenweg;121;Rietbuurt;44;Leidschenveen;8;Leidschenveen-Ypenburg;;;1199348;;;Vrouw Avenweg nabij de Donau;;BO;Bovengrondse container;;;;;;87191.7572174534;452475.370135757;4.398515066558383;52.05642877540352
PPR;Papier;;Burgemeester Patijnlaan;46;Archipelbuurt;5;Archipelbuurt;5;Centrum;;;1290960;;;Burgemeester Patijnlaan;T.o politiebureau ;BO;Bovengrondse container;Nee;;;;;80509.3294634558;456252.474091888;4.300272751315205;52.08951476479584
PPR;Papier;;Burgemeester Patijnlaan;46;Archipelbuurt;5;Archipelbuurt;5;Centrum;;;1290961;;;Burgemeester Patijnlaan;T.O politiebureau ;BO;Bovengrondse container;Nee;;;;;80507.5882587582;456251.68884271;4.3002475204811725;52.08950747365354
PPR;Papier;;Brouwersgracht;16;Schildersbuurt-noord;29;Schildersbuurt;5;Centrum;;;1290992;;;Houtzagersingel;;BO;Bovengrondse container;Nee;;;;;80872.3317202017;454361.379374958;4.305979547289994;52.07256869466109
GLB;Glas bont;;Hemsterhuisstraat;45;Zeeheldenkwartier;22;Zeeheldenkwartier;5;Centrum;;;1291591;;;Elandstraat - AH;Parkeerterrein AH;BO;Bovengrondse container;Nee;;;;;80236.6262014005;455172.726170436;4.296530992105311;52.07977459864126
GLB;Glas bont;;Hemsterhuisstraat;45;Zeeheldenkwartier;22;Zeeheldenkwartier;5;Centrum;;;1291592;;;Elandstraat - AH;Parkeerterrein AH ;BO;Bovengrondse container;Nee;;;;;80238.2880207159;455170.435554623;4.296555733062532;52.07975423789819
PPR;Papier;;Varkenmarkt;11;Kortenbos;28;Centrum;5;Centrum;;;1291732;;;Varkenmarkt;;BO;Bovengrondse container;Nee;;;;;80880.1215615747;454588.639603976;4.306043788974647;52.074612072069236
PLA;Plastic, blik en drankpak;;Willem Silviusstraat;63;Rivierenbuurt-noord;27;Stationsbuurt;5;Centrum;;;1291970;;;Willem Silviusstraat;;BO;Bovengrondse container;Nee;;;;;82229.483633659;454832.134859452;4.325671223309837;52.07697927453023
PLA;Plastic, blik en drankpak;;Willem Silviusstraat;63;Rivierenbuurt-noord;27;Stationsbuurt;5;Centrum;;;1291971;;;Willem Silviusstraat;;BO;Bovengrondse container;Nee;;;;;82228.0800279407;454830.675109505;4.32565106310425;52.07696597159857
PPR;Papier;;Zieken;18;Huygenspark;27;Stationsbuurt;5;Centrum;;;1291972;;;Zieken;;BO;Bovengrondse container;Nee;;;;;81843.0439800196;454590.931687041;4.320086734004081;52.07476071679498
PPR;Papier;;Zorgvlietstraat;45;Zeeheldenkwartier;22;Zeeheldenkwartier;5;Centrum;;;1292070;;;Zorgvlietstraat;;BO;Bovengrondse container;Nee;;;;;80217.4048890423;455082.19622751;4.29627047947917;52.07895843421404
