OBJECTID,REF_FUNCTIONELE_SPOORTAK_PUIC,REF_FYSIEKE_SPOORTAK_PUIC,REF_WISSEL_KRUISINGBEEN_PUIC,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE,KM_GEOCODE_T,OFFSET,OFFSET_T,KM_SPOORTAK,KM_SPOORTAK_T,LATITUDE,LONGITUDE,X,Y,Z
462,1156b27f-d082-4668-99fa-4dfed466d108,,bee2f5f6-9df4-4858-968c-b1b7680865b9,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,0.333303,"0,333303",-35.872278,"-35,872278",0.359507,"0,359507",50.85045683,5.70499286,177381.025,317895.468,46.901
463,6dae097b-564b-4e91-9220-8425eb68d627,,bc4c07a5-a2a3-4cbf-9ad0-eca8d76e9795,Sludow-Tnzdn3,SluiskilRacc. DOW CHEMICAL - Terneuzen Nieuw Neuzenweg 3 ,818,d,818,818_d,Terneuzen Dow Chemical,400.360235,"400,360235",-0.509615,"-0,509615",0.1,"0,100000",51.33788336,3.7837928,43274.40403751,373300.38259293,1.97403534
464,a378c707-3f0a-446f-b2f9-6334b6218550,,5a5ad68e-b0a6-4a17-820d-bd821e781d58,Zvg-Em,Zevenaar Grens - Emmerich (D) ,779,,779,779__,Emmerich (D) - Zevenaar Grens,61.107397,"61,107397",20.060188,"20,060188",0.8,"0,800000",51.83498762,6.25116141,214547.05106992,427730.9217116,17.87082333
465,53763116-c141-4b67-9f8a-1850a6cc4984,,982ffaff-b66f-4768-a86f-1c75c958fbb3,Mt-Vl,Maastricht - Venlo ,062,,62,062__,Sittard - Roermond,40.82959,"40,829590",-7.572157,"-7,572157",4.954,"4,954000",51.1542174,5.94750003,194200.61812687,351790.57897685,28.00115677
466,29f21f74-f3eb-4b99-8377-4f16af556127,d0642f41-10da-4873-af1e-788b3f836bcf,,Vet-Mtn,Verschau (D) - Maastricht Noord ,068,,68,068__,Simpelveld Grens - Simpelveld,11.879776,"11,879776",-7.162341,"-7,162341",0.221682,"0,221682",50.83055277,5.98650459,197224.56190575,315805.51547614,153.98
467,bc80182a-d204-4011-bee4-a7dbfcbd3dd8,,ad815c64-a67d-4184-82a3-827b23617bcb,Co-Coep,Coevorden - Coevorden Europark ,451,a,451,451_a,Coevorden - Coevorden Grens,1.497015,"1,497015",0.007484,"0,007484",0.3,"0,300000",52.64966654,6.73741739,246371.27283362,518873.51088417,10.56068946
468,1c742ea2-94a3-4a34-b162-dceabad7204a,,70867383-132c-4f95-92e4-ee7b562ab308,Lsd-Amf,Leusden - Amersfoort ,040,,40,040__,Leusden - Amersfoort,49.113,"49,113000",0.426915,"0,426915",2.4,"2,400000",52.14230703,5.39412341,155473.69190642,461568.57220863,5.88002032
469,5fe2afed-c7d1-44d7-9938-332dec9d5917,,f7c9e4d7-d139-431f-8ac6-7262c797dce3,Vlkw-Wkd,Valckeweg - Westkade ,859,,859,859__,Sas van Gent Cerestar,100.937851,"100,937851",5.828869,"5,828869",0.1,"0,100000",51.24003498,3.80807625,44730.73958745,362379.56335979,2.44501464
470,7589b037-e15a-4f4d-a378-3edf7d7cc7b5,ecdb1f5c-65dd-48e3-994c-f5e40cc424e6,,Asd-Zp,Amsterdam Centraal - Zutphen ,541,b,541,541_b,Weesp Aansl.,13.699959,"13,699959",3.394763,"3,394763",0.384172,"0,384172",52.30827213,5.05023824,132019.29058685,480087.51331374,2.56670676
471,9c99ae83-2720-4bca-89a8-9d8a3cfc559d,,3cf5416d-78e7-4210-9f6d-2fd70376b952,Bot-Mvt,"Rotterdam, Botlek - Rotterdam, Emplacement Maasvlakte",950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,38.979972,"38,979972",141.667971,"141,667971",0.2,"0,200000",51.93115378,4.05099647,63102.80738753,438920.84733623,5.12277032
472,b6986ed0-1e36-4d6f-bcc1-1d4b167f45c2,,f58c4f94-52ff-49b3-8635-5267c3e9a91d,Tb-Vga,Tilburg - Vught Aansluiting ,124,a,124,124_a,Tilburg - Vught Aansl.,6.90755,"6,907550",-1.979582,"-1,979582",2.4,"2,400000",51.60256702,5.14623937,138306.21072882,401546.95937126,11.50385844
473,a38ebf87-f286-4b78-b89a-2b28f5bcefed,,b807ba9a-3b10-4351-954d-a836ea003e0f,Mvtnwa-Mvtyn,Maasvlakte Noordwesthoek Aansl. - Maasvlakte Yangtzehaven Noord ,479,a,479,479_a,Maasvlakte 2,309.129213,"309,129213",-2.393095,"-2,393095",4.9,"4,900000",51.98182032,3.98374281,58586.77663387,444644.39076936,5.09046733
474,03f04c77-3ef5-4af4-9123-300f6d620193,e8259046-5338-445e-9b9a-58a10868665b,,Bdl-Rm,Budel - Roermond ,059,,59,059__,Weert - Roermond,71.206033,"71,206033",1.880585,"1,880585",16.339399,"16,339399",51.24167797,5.80132188,183918.35018709,361452.24487989,32.03161194
475,3bab03a8-97c6-49b2-8679-709e222506b9,,d81f0e6f-e1aa-424c-8247-2793eebba796,Std-Bon,Sittard - Born ,433,,433,433__,Sittard - Born,5.522593,"5,522593",50.70186,"50,701860",0.1,"0,100000",51.03977063,5.80757868,184484.6160473,338992.7882638,34.05693481
476,7b74ba94-f28e-4811-8539-aa1367697494,,7d47fbaa-6cbc-4a3a-a191-836f6306c28e,Zvg-Em,Zevenaar Grens - Emmerich (D) ,779,,779,779__,Emmerich (D) - Zevenaar Grens,60.268005,"60,268005",-5.398356,"-5,398356",0.1,"0,100000",51.83349273,6.26310676,215372.34453069,427574.46497326,18.15722421
477,091fb832-43e0-457a-bb1f-180f4b12ee7f,,e648a213-010f-4bad-b131-5c50a5a74bd3,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,604,a,604,604_a,Hattemerbroek,46.630795,"46,630795",-1.607241,"-1,607241",0.7,"0,700000",52.49196835,6.06891386,201299.1690276,500691.285258,8.7335726
478,d0129fcc-0b2e-42ec-83a6-d1455bc61c51,,913f4acf-151f-4271-afd4-3de70a0e2dae,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,4.002925,"4,002925",-35.372969,"-35,372969",0.395033,"0,395033",52.49964081,6.10638786,203835.739,501569.592,3.298
479,0e771626-08d6-46b7-856c-a2d90ba88cbd,,a8eebfc8-c0ea-4652-9110-416765045228,Ps-Ps2phv,"Rotterdam, Emplacement Pernis - Pernis 2e Petroleumhaven ",469,d,469,469_d,Pernis,400.772282,"400,772282",0.158853,"0,158853",0.5,"0,500000",51.88276643,4.35554737,83970.64653248,433196.50805437,3.32512498
480,281ce8fb-6def-4f6d-94dc-7574f4debbdd,,439e9855-202e-404f-a44b-5868fbf51681,Brgnd-Brech,Betuweroute Giessendam - Betuweroute Echteld ,152,b,152,152_b,Kijfhoek - Meteren Aansl.,45.643224,"45,643224",-1.905672,"-1,905672",15.1,"15,100000",51.85890446,5.24950365,145514.23227,430046.840785,6.786793
481,eaf91736-9237-471e-9d8f-5b965d64a22c,f86943c2-2eb1-499c-bea0-b921bf11503b,,Sgra-Asra,Amsterdam Singelgracht Aansl. - Amsterdam Riekerpolder Aansl. ,558,a,558,558_a,Amsterdam Riekerpolder,58.304069,"58,304069",13.839598,"13,839598",1.807343,"1,807343",52.3386769,4.82848507,116922.13256831,483563.8091113,8.16592068
482,98782915-0309-4ad0-a510-a11a857537b9,,2ffbbefd-1cd0-4122-906c-d0499304f7cc,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,90.619913,"90,619913",9.807624,"9,807624",0.5,"0,500000",51.98660314,5.88265992,189034.0125628,444361.35739453,29.17539787
483,0e58af64-1c99-440e-910b-1634f0a80278,,60bd7f56-5920-4f09-8313-7e88ceb75151,Dv-Aml,Deventer - Almelo ,024,,24,024__,Deventer - Wierden,26.8029,"26,802900",-2.370792,"-2,370792",6.613438,"6,613438",52.31585675,6.52667559,232695.62779788,481489.01785372,10.6111648
484,a6f07c69-bb12-4bc2-b067-5941b0f1d8dc,,05b64654-d392-4c29-90a2-5e29007e454d,Bkl-Hmla,Breukelen - Harmelen Aansl. ,099,,99,099__,Breukelen - Harmelen Aansl.,2.055529,"2,055529",-1.576134,"-1,576134",4.1,"4,100000",52.14981711,4.98436959,127429.17694169,462480.60700452,0.44921831
485,6f17c8b9-2157-4d2f-9186-060caa85d7d5,,a8dc2585-e931-48ef-bba6-4de8e7fc8b3e,Ut-Amf,Utrecht - Amersfoort ,093,,93,093__,Blauwkapel - Den Dolder,5.679672,"5,679672",-12.067308,"-12,067308",0.1,"0,100000",52.11866256,5.16111165,139514.98905104,458962.02309922,2.27414455
486,4e81fda6-05b0-49f5-9cf4-483744ead5f9,,3faeee62-8ebc-4c35-8b76-51b9233909e2,Zp-Esg,Zutphen - Enschede Grens ,031,a,31,031_a,Zutphen - Hengelo,37.488427,"37,488427",-2.579207,"-2,579207",0.034088,"0,034088",52.25211885,6.68536528,243642.213,474580.178,16.256
487,e82ffaca-cc4b-431c-aaf4-2aec9f5f2e46,,1d102dfd-4511-494b-9525-2fd68add45a5,Wd-Ledn,Woerden - Leiden Centraal ,102,,102,102__,Woerden - Alphen a/d Rijn,13.000666,"13,000666",-0.109023,"-0,109023",4.040508,"4,040508",52.10566588,4.71061595,108647.44132544,457707.81968725,-0.17641397
488,af9202a9-81c6-4a42-9096-fe15e2e90bf2,,5892b30b-8379-4575-bd8d-580063eabb90,Hlg-Nscg,Harlingen - Nieuweschans Grens ,550,,550,550__,Leeuwarden,25.191189,"25,191189",31.400073,"31,400073",0.092699,"0,092699",53.19413882,5.7770656,181056.11,578679.592,1.073
489,d4a372b3-002c-40c1-ab4e-8ac8d75ed890,,5904f277-9f6e-46c6-a4ed-c096e4abec7f,Asd-Zp,Amsterdam Centraal - Zutphen ,509,a,509,509_a,Baarn,35.138204,"35,138204",-2.287602,"-2,287602",0,"0,000000",52.20934135,5.27416409,147273.615,469032.817,6.15
490,2f37d133-60c9-49c7-a087-f97bce4629e5,,33cae3cb-f07b-48f6-bd59-3fd1553a9981,Ah-Zl,Arnhem - Zwolle ,018,,18,018__,Deventer - Zwolle,60.068926,"60,068926",-2.390315,"-2,390315",6.7,"6,700000",52.39427782,6.14357323,206483.19630297,489872.41426902,3.12637125
491,02d4370a-5567-4b14-ba52-6be4ff353e60,,a0c2844d-7e6d-4105-a929-e4c4bb4daf21,Zl-Lw,Zwolle - Leeuwarden ,013,,13,013__,Herfte Aansl. - Meppel,89.522308,"89,522308",-2.523117,"-2,523117",1.1,"1,100000",52.59920016,6.23168477,212214.45433793,512738.8837919,2.80143376
492,325f90bb-f8c0-4f3b-a710-76a8cea7eead,,234c7c8c-c10a-4682-ac51-beae8025d088,Gd-Gvc,Gouda - Den Haag Centraal ,560,a,560,560_a,Den Haag Centraal,25.108925,"25,108925",-42.517622,"-42,517622",0.2,"0,200000",52.07924314,4.32578326,82240.84618734,455083.87907752,0.38089758
493,fc7b878f-6fc9-4e5a-baad-d7afa67d7250,,cbb0a2b6-8926-49e8-9105-571dae85cfca,Zlw-Np,Lage Zwaluwe - Nispen ,120,a,120,120_a,Lage Zwaluwe - Roosendaal,19.819912,"19,819912",2.372143,"2,372143",3.5,"3,500000",51.56151956,4.48862884,92691.72492364,397336.87568718,4.17834876
494,102be1fb-cfcd-48b4-aa8f-ba16f0606af5,,f94d523c-f30c-4080-9e0c-15285cc712a2,Zd-Sgra,Zaandam - Amsterdam Singelgracht Aansl. ,139,,139,139__,Zaandam - Amsterdam Sloterdijk,177.323078,"177,323078",-23.376515,"-23,376515",1,"1,000000",52.38990698,4.81878991,116306.11561623,489268.92575185,6.52295114
495,8c65bba6-9008-448c-9e5d-81e8cda3d252,,2d5f5c5e-d4c5-4073-9431-a1effbb1a5fc,Bd-Rtd,Breda - Rotterdam Centraal ,121,a,121,121_a,Breda - Lage Zwaluwe,5.668144,"5,668144",-2.110742,"-2,110742",2.7,"2,700000",51.61370545,4.71585276,108500.86075468,402972.76106885,2.90335825
496,0e21ac8a-7b19-4536-bcb1-9bd01178005b,,38d23829-fdb1-4086-b064-8400203de0d3,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,531,c,531,531_c,Utrecht Centraal,34.648857,"34,648857",8.875749,"8,875749",0,"0,000000",52.09290152,5.10659079,135769.78,456108.903,4.662
497,a800b158-f0e8-461b-9e03-87c0aa5991ed,,3222fc7d-0b17-4d6f-87d0-0d50317e2299,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,3.035986,"3,035986",34.752854,"34,752854",0.041529,"0,041529",52.50369797,6.09382163,202978.043,502012.601,1.936
498,9fb56224-4047-4c3d-bf54-f85c39284fa7,,6f29c486-7322-411c-a12b-18662af5571d,Whz-Rdhw,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam Den Hamweg ",468,g,468,468_g,Rotterdam Eemhaven,400.359641,"400,359641",-189.109002,"-189,109002",0,"0,000000",51.88008821,4.42368565,88657.808,432834.19,3.344
499,b7b4ef7a-ff15-41f9-9f4c-59234fa322f1,,1c5ef101-5970-4c42-894f-144bf10026fa,Hlg-Nscg,Harlingen - Nieuweschans Grens ,550,,550,550__,Leeuwarden,25.822827,"25,822827",7.647007,"7,647007",0,"0,000000",53.19528725,5.78629264,181672.084,578810.777,1.172
500,ce2ffd53-49d5-4d25-98ce-e8b95adc2324,,d8406210-df64-4d6c-be14-4ac5bbc8c8c3,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,100,,100,100__,Utrecht Centraal - Harmelen Aansl.,5.38329,"5,383290",8.706439,"8,706439",2.4,"2,400000",52.1008934,5.03559744,130908.95753116,457019.21554907,6.63420438
501,0b103fbb-6ae3-4286-ba81-11fb70d56fc1,0e211f60-14e8-4aa7-8ea0-9d69995f1943,,Est-Gdm,Elst - Geldermalsen ,043,,43,043__,Kesteren - Geldermalsen,27.68939,"27,689390",-0.022378,"-0,022378",6.478684,"6,478684",51.91049391,5.48915391,162015.21932373,435782.47962816,6.21792255
502,d4ddf095-3e06-4cf5-b6aa-9ed9cf775d26,,bfcd4c6f-6f8e-4cb6-a4ce-ab1c18e5d5e7,Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,924,a,924,924_a,Kijfhoek,35.197358,"35,197358",-50.049819,"-50,049819",0.9,"0,900000",51.83217722,4.59505524,100398.87454891,427361.63337368,0.02146551
503,bdac0b5c-a2c4-437d-96e4-923e062cf613,,031d9014-a4e5-4d67-b89d-5638f67b41f6,Mvtnwa-Mvtyn,Maasvlakte Noordwesthoek Aansl. - Maasvlakte Yangtzehaven Noord ,479,a,479,479_a,Maasvlakte 2,303.923452,"303,923452",2.619763,"2,619763",2,"2,000000",51.93928139,3.97616326,57974.20528844,439922.31624356,5.10532029
504,be5ad1e2-b080-4c86-ba96-97dc2d07e47b,9601a986-ead0-4f4e-8d8f-8c68002bf33a,,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,098,,98,098__,Breukelen - Utrecht Centraal,25.080259,"25,080259",5.657676,"5,657676",2.322697,"2,322697",52.1516707,5.00509132,128848.49180988,462679.17031138,0.09728274
505,cb77460a-6907-4bab-ae86-7eae7a71fc98,,bc697bf3-f0f6-49a9-96b2-81b85382771b,Brgnd-Brech,Betuweroute Giessendam - Betuweroute Echteld ,666,b,666,666_b,Meteren Aansl.,48.922706,"48,922706",-0.068283,"-0,068283",0.1,"0,100000",51.85995211,5.29699275,148785.79990642,430158.28424785,3.87971591
506,6f3318db-222c-4afd-98b8-76d278fcc050,,94ac3bb2-668c-4415-8af4-9bc45ab2ce7f,Aml-Hgl,Almelo - Hengelo ,606,a,606,606_a,Almelo,0.387122,"0,387122",-30.863241,"-30,863241",0.2,"0,200000",52.35976532,6.6518652,241145.88639699,486515.52246942,11.44688744
507,c7ae17fb-07bf-44d1-a387-97970ec8a291,,be3e7eaa-fc05-42dc-ad70-a51a7bacc750,Ah-Zl,Arnhem - Zwolle ,503,c,503,503_c,Deventer,42.990476,"42,990476",3.155512,"3,155512",0.1,"0,100000",52.25556589,6.16900862,208381.02526612,474457.84109122,10.27584499
508,f6613352-addc-49fa-8a37-5a56b673b39e,,7b82f49d-39e4-4ea0-a5e2-9a3a0f47f37d,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,43.707496,"43,707496",-57.033771,"-57,033771",0.2,"0,200000",52.15445214,5.35980702,153125.10786647,462920.15916626,5.55324793
509,d1851fc5-3597-4cea-9196-496b755ee753,,dcb7606b-a497-4be4-923f-b32b640a1713,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,133,a,133,133_a,Amsterdam Riekerpolder - Warmond,18.14948,"18,149480",-7.181523,"-7,181523",0,"0,000000",52.29545706,4.71061425,108844.247,478823.593,3.036
510,ca168546-5066-489a-8455-f2ccb90718de,,bd0cd21e-9e02-4f51-ba66-b2ff2585f0cd,Zvg-Em,Zevenaar Grens - Emmerich (D) ,779,,779,779__,Emmerich (D) - Zevenaar Grens,59.616835,"59,616835",4.024885,"4,024885",0.2,"0,200000",51.83241493,6.27239412,216013.92287535,427462.3129905,17.87958014
511,d648f062-186f-4cc3-9883-f3dc252c0986,05f135c1-0feb-45d3-ba41-7e42a0ea7e64,,Bdl-Rm,Budel - Roermond ,059,,59,059__,Weert - Roermond,80.909387,"80,909387",-4.555689,"-4,555689",6.570936,"6,570936",51.22834509,5.93849615,193508.39673684,360032.31617773,26.44561707
512,adee4db9-d954-4e72-9b49-2fa9e57ce2ee,,170b6636-e388-4f82-bc15-652179c3113b,G-Esg,Gronau (D) - Enschede Grens ,778,,778,778__,Gronau (D) - Enschede Grens,55.74509,"55,745090",-8.224476,"-8,224476",0,"0,000000",52.21470171,7.02669899,267041.061,470890.029,37.82
513,8d31f0ef-447e-42e0-bef0-485e2b9bf6ef,,cfba30cd-dfc6-4fde-be6c-d0f7f805c0e6,Bd-Ehv,Breda - Eindhoven ,123,,123,123__,Breda - Tilburg,6.064968,"6,064968",1.623,"1,623000",4.5,"4,500000",51.59391382,4.85727204,118279.76930965,400690.16774629,7.16680651
514,58a43397-b7f2-43e4-8549-41ca3c99e89a,,9f149b5e-def5-4b99-b376-125fee3fb12f,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,51.051021,"51,051021",-2.435532,"-2,435532",1.6,"1,600000",52.34189563,5.64766969,172750.01017729,483807.12692238,5.7738575
515,eda389e9-24e3-405a-ae88-249d16d7c4ca,,284940bc-b93c-4155-a828-076cc116f72a,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,63.5258,"63,525800",-2.093111,"-2,093111",1.4,"1,400000",52.37766896,5.81723712,184281.93849807,487842.5029276,9.59394593
516,b75f3228-6da6-491f-9088-f6505eb2bf09,,e91ef1e7-bc60-4053-97f1-50f9d7780e13,G-Esg,Gronau (D) - Enschede Grens ,778,,778,778__,Gronau (D) - Enschede Grens,56.457056,"56,457056",2.087588,"2,087588",0.1,"0,100000",52.21577162,7.01643086,266336.75828904,470993.23153574,37.88219758
517,a85d341d-237d-4eea-a9c4-77f5ef3d7d5d,,8fb5e579-5ef1-4388-b3f7-2fa0bdd16432,Est-Gdm,Elst - Geldermalsen ,042,,42,042__,Vork - Kesteren,12.039369,"12,039369",-2.439552,"-2,439552",9.161156,"9,161156",51.92035817,5.70922573,177153.18920386,436924.14442824,8.20663682
518,9ad65353-07bf-4465-b1e9-8841cebb196a,,8b4aa251-9ff7-4949-b159-a94ce8bbaf10,Mvtyz-Mvtn,Maasvlakte Yangtzehaven Zuid - Maasvlakte Noordwesthoek ,478,c,478,478_c,Rotterdam Europoort 4,101.816368,"101,816368",0.000198,"0,000198",0.2,"0,200000",51.96759696,4.03784139,62273.46312925,442991.68034872,4.87471435
519,e0830e99-28d3-47b4-871c-7b7854f116e4,,ad9a75f4-d5be-422e-b23c-f57d1ed84c4b,Gn-Dz,Groningen - Delfzijl ,006,,6,006__,Groningen - Sauwerd,5.632483,"5,632483",1.922872,"1,922872",1.2,"1,200000",53.24459363,6.55587324,233014.3767906,584857.30979933,7.07683557
520,5ad5d34e-54ab-4153-b169-2ec1e940deb1,,b08ae948-c4b1-40fe-a50b-68b60cffdac5,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,080,,80,080__,Amsterdam Bijlmer - Nieuwersluis=Loenen,8.041576,"8,041576",2.163236,"2,163236",0.1,"0,100000",52.29453574,4.96325513,126078.22415278,478590.29620211,4.52
521,ef548600-4204-4b98-ade8-1523316988ad,,758f19e9-e52b-466c-aba8-4e17d29fb31c,Bd-Ehv,Breda - Eindhoven ,618,c,618,618_c,Eindhoven,57.946488,"57,946488",-16.626567,"-16,626567",0.433039,"0,433039",51.44367208,5.46654034,160515.965,383845.074,21.218
522,1616493d-6a67-402a-ad33-67c1b150f08c,7e1b7857-4a40-4646-af59-f310922397ee,,Ps-Strww,"Rotterdam, Emplacement Pernis - Streefwaalseweg ",469,a,469,469_a,Pernis,100.41525,"100,415250",-0.323098,"-0,323098",0.517555,"0,517555",51.88160504,4.3912061,86423.86547206,433033.06659773,3.51688932
523,195e115b-017d-4edb-9d64-647a0a0abec1,,af88dfea-7023-4328-9be5-228226b3a73e,Hdr-Zd,Den Helder - Zaandam ,073,,73,073__,Den Helder - Heerhugowaard,26.324374,"26,324374",-2.394255,"-2,394255",4.3,"4,300000",52.74498861,4.83242976,117537.4938968,528770.7122663,1.85536039
524,77cae925-6948-4a8e-8145-8df65bc9aab8,,638bea69-06f8-409a-8c23-0aa474ddd4f3,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,478,a,478,478_a,Rotterdam Europoort 4,1.341737,"1,341737",-99.168255,"-99,168255",0.5,"0,500000",51.93703704,4.02722992,61480.66809048,439605.66496029,5.55975868
525,08d4215c-0be3-4880-9d3b-f4d8d6335850,,d24ef049-ddb2-4c3d-aaf1-f6852150200f,Ehv-Wt,Eindhoven - Weert ,057,,57,057__,Eindhoven - Weert,14.240264,"14,240264",2.021528,"2,021528",1.9,"1,900000",51.35260917,5.59291722,169330.59737438,373731.49055751,24.53458408
526,8e366d50-92a3-4df8-b3b7-1c10a22d8a5e,c3fc23aa-146d-4355-9fe3-9bc30b56b26c,,Ah-Zl,Arnhem - Zwolle ,030,,30,030__,Zutphen - Deventer,36.764139,"36,764139",-1.831097,"-1,831097",7.129613,"7,129613",52.21902665,6.22129796,211997.98402871,470432.41149194,9.30470593
527,39040e7d-c87e-4166-ab42-a0ff7da2ee3b,,a4a455e2-748e-4381-965f-2766c75a31a5,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,486,b,486,486_b,Amsterdam Westhaven (gebied),75.798674,"75,798674",18.287598,"18,287598",0.348189,"0,348189",52.40384067,4.84037096,117786.891,490807.926,0.962
528,6755d288-c6c6-4edf-98dc-ec815ac52398,,ece621e8-9568-420c-b718-3d9dc8c8597c,Hdr-Zd,Den Helder - Zaandam ,078,,78,078__,Uitgeest - Zaandam,58.706974,"58,706974",2.124721,"2,124721",6.1,"6,100000",52.51634993,4.71236839,109192.85557136,503399.53356876,1.38197813
529,2d8fd62a-cb40-4a26-be0d-80f08daa20d3,,3e3ffad8-1237-46a0-a678-3703dfee119b,Ut-Btl,Utrecht Centraal - Boxtel ,117,,117,117__,Lunetten - Geldermalsen,15.653009,"15,653009",1.598075,"1,598075",0.2,"0,200000",51.96475626,5.20943122,142782.52357444,441829.48166928,13.16674427
530,a5356fe8-46d4-4c8b-bad5-dfbb8afbfa6a,,09755490-8f6a-49c1-8d14-da6dfbb890dc,Std-Bon,Sittard - Born ,433,,433,433__,Sittard - Born,5.323586,"5,323586",32.837389,"32,837389",0.3,"0,300000",51.03803079,5.80831559,184537.41642048,338799.53056976,34.12677423
531,2096c90c-5012-41f0-87d6-78fd7548370b,,71090e38-1d5b-480a-b0dd-ad6545cd99fc,Hlg-Nscg,Harlingen - Nieuweschans Grens ,001,a,1,001_a,Harlingen Haven - Leeuwarden,8.943661,"8,943661",0.024341,"0,024341",7.6,"7,600000",53.18078842,5.53987952,165207.05860716,577134.13819374,1.906597
532,a1c404e7-f48b-407d-aaf0-e934f9c32068,,b0119982-52ad-4d8b-bf25-bf1e3cc1b2ac,Chw-Phw,Coenhavenweg - Petroleumhavenweg ,485,l,485,485_l,Amsterdam Hemhaven (gebied),450.203803,"450,203803",0.049587,"0,049587",0.2,"0,200000",52.40866742,4.85469033,118765.28917612,491337.70845458,1.24718124
533,168fa778-87d2-416f-9372-7196b81fe303,,ca6efc11-4c77-47b6-b6eb-33d868ebc537,Mp-Gn,Meppel - Groningen ,012,,12,012__,Meppel - Assen,11.003784,"11,003784",-1.723443,"-1,723443",2.6,"2,600000",52.7065396,6.35067897,220116.97441037,524782.74133145,6.49591705
534,1a236c3d-7197-45ae-92da-1dfdb960abd9,f6bb9ee7-09fd-4cde-bc5f-9d91215a3fe6,,Aml-Amldol,Almelo - Almelo Dollegoor ,820,,820,820__,Almelo Dollegoor,200.215921,"200,215921",-0.059938,"-0,059938",0.297806,"0,297806",52.36376951,6.6256351,239351.658,486930.122,10.599
535,d9c9d399-0752-4b5d-9023-9c8c9ecfd29d,,eface028-6bc8-4ae1-b7a2-381ea138a17e,Bvhca-Bvhc,Beverwijk Hoogovens Centraal Aansl. - Beverwijk Hoogovens Centraal ,804,b,804,804_b,"Beverwijk Hoogovens, Van Gelder",201.672714,"201,672714",-90.574256,"-90,574256",0.040991,"0,040991",52.48014365,4.63392451,103826.373,499423.642,3.833
536,6322d95a-c34c-4685-8deb-3bce0f79464c,,79390aac-62e6-4984-9d54-8c34ada98a7f,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,145.200056,"145,200056",2.503859,"2,503859",2.505564,"2,505564",52.27454851,4.66858075,105953.80583028,476524.91407944,-3.84115004
537,faec4fc6-7b0f-4685-9e80-4124ae42690d,,c55a101b-84a2-417a-a973-df9ff60dd53e,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,539,,539,539__,Schiedam Centrum,80.709006,"80,709006",-7.639732,"-7,639732",1.4,"1,400000",51.92112762,4.42383285,88728.4648085,437399.6730144,3.87922709
538,3b17f45d-54e6-49f6-978a-b48d92dfbd47,,1be96cbc-ce98-4ffc-afb3-4f6251b83c7f,Ht-Nm,s-Hertogenbosch - Nijmegen ,047,,47,047__,s Hertogenbosch - Nijmegen,55.446229,"55,446229",1.815146,"1,815146",3.2,"3,200000",51.80967171,5.71770133,177792.3140864,424612.35062963,8.42666374
539,bbdd8091-f145-41cd-b2a3-f9d4568bd875,,fe2dae5c-b767-4f19-80de-d3d31a946f59,Ddr-Ddrz,Dordrecht - Dordrecht Zeehaventerrein ,805,a,805,805_a,Dordrecht Zeehaventerrein,101.995965,"101,995965",15.49011,"15,490110",0.086662,"0,086662",51.79766653,4.64519562,103815.727,423485.808,3.659
540,82c5d6d7-0fe9-4b58-9141-25e7ab271517,,fd08bef8-76a2-4db4-8a25-ef718785eabe,Vl-Ehv,Venlo - Eindhoven ,055,,55,055__,Blerick - Eindhoven,28.961234,"28,961234",2.269682,"2,269682",9.4,"9,400000",51.45535459,5.79252096,183171.62517081,385220.14121007,25.87292484
