FID,raai,vaknr,raainr,bkl,tkl,tklminbkl,trend,snijding,opmerkingen,symbol,se_anno_cad_data,gdb_geomattr_data,shape
trend_2012_25.1,601168,6,1168,113,128.4,15.4,-2.84,2017,- - - - 5 6,3,,,"POLYGON ((108646.51999999955 561011.745000001, 108717.25 561005.557, 108699.81899999827 560806.318, 108629.08900000155 560812.506000001, 108646.51999999955 561011.745000001))"
trend_2012_25.2,601190,6,1190,104,117.2,13.2,-1.361,2021,- - - - 5 6,3,,,"POLYGON ((108675.65199999884 561246.2140000015, 108709.34600000083 561241.4789999984, 108681.51099999994 561043.4250000007, 108647.81700000167 561048.1609999985, 108675.65199999884 561246.2140000015))"
trend_2012_25.3,601210,6,1210,103,105.5,2.5,-3.366,2012,- - - - 5 6,3,,,"POLYGON ((108703.65199999884 561443.2140000015, 108786.98299999908 561431.5029999986, 108759.14799999818 561233.449000001, 108675.81799999997 561245.1609999985, 108703.65199999884 561443.2140000015))"
trend_2012_25.4,601230,6,1230,96,119.2,23.2,0.222,-,- - - - 5 6,1,,,"POLYGON ((108703.81700000167 561442.1609999985, 108698.3209999986 561442.9329999983, 108726.1559999995 561640.9869999997, 108731.65199999884 561640.2140000015, 108703.81700000167 561442.1609999985))"
trend_2012_25.5,601249,6,1249,99,116.3,17.3,-0.413,>2022,- - - - 5 6,3,,,"POLYGON ((108778.45600000024 561873.9750000015, 108788.59099999815 561872.004999999, 108750.4290000014 561675.6799999997, 108740.29399999976 561677.6499999985, 108778.45600000024 561873.9750000015))"
trend_2012_25.6,601269,6,1269,101,100,-1,-2.57,-,1 - - - 5 6,4,,,"POLYGON ((108815.45600000024 562069.9750000015, 108878.52600000054 562057.7159999982, 108840.36400000006 561861.3900000006, 108777.29399999976 561873.6499999985, 108815.45600000024 562069.9750000015))"
trend_2012_25.7,601289,6,1289,97,106.2,9.2,0.029,-,- - - - 5 6,1,,,"POLYGON ((108814.29399999976 562071.6499999985, 108813.58300000057 562071.7879999988, 108851.74399999902 562268.1140000001, 108852.45600000024 562267.9750000015, 108814.29399999976 562071.6499999985))"
trend_2012_25.8,601298,6,1298,87,93.6,6.6,-2.269,2014,- - - - 5 6,3,,,"POLYGON ((108889.45600000024 562463.9750000015, 108945.13899999857 562453.1510000005, 108906.97700000182 562256.8260000013, 108851.29399999976 562267.6499999985, 108889.45600000024 562463.9750000015))"
trend_2012_25.9,300600,3,600,575,968.4,393.4,-12.826,>2022,- - - - - -,3,,,"POLYGON ((173758.53200000152 609194.620000001, 173764.12799999863 608874.0190000013, 173564.15799999982 608870.5289999992, 173558.561999999 609191.129999999, 173758.53200000152 609194.620000001))"
trend_2012_25.10,300620,3,620,540,890.6,350.6,-18.945,>2022,- - - - - -,3,,,"POLYGON ((173943.03299999982 609201.8649999984, 173959.561999999 608728.5289999992, 173759.68400000036 608721.5489999987, 173743.15399999917 609194.8850000016, 173943.03299999982 609201.8649999984))"
trend_2012_25.11,300640,3,640,475,807.6,332.6,-25.467,>2022,- - - - - -,3,,,"POLYGON ((174143.03299999982 609207.8649999984, 174165.25200000033 608571.5780000016, 173965.3740000017 608564.5980000012, 173943.15399999917 609200.8850000016, 174143.03299999982 609207.8649999984))"
trend_2012_25.12,300660,3,660,425,755.1,330.1,-28.125,>2022,- - - - - -,3,,,"POLYGON ((174343.03299999982 609213.8649999984, 174367.5709999986 608511.1680000015, 174167.69299999997 608504.188000001, 174143.15399999917 609206.8850000016, 174343.03299999982 609213.8649999984))"
trend_2012_25.13,300680,3,680,400,707.2,307.2,-27.214,>2022,- - - - - -,3,,,"POLYGON ((174543.03299999982 609219.8649999984, 174566.77699999884 608539.9290000014, 174366.8990000002 608532.949000001, 174343.15399999917 609212.8850000016, 174543.03299999982 609219.8649999984))"
trend_2012_25.14,1200800,12,800,291,811.68265479,520.68265479,16.947,-,- - - - - -,1,,,"POLYGON ((55972.27499999851 429425.36499999836, 55884.18800000101 429839.7820000015, 56079.81700000167 429881.36400000006, 56167.903999999166 429466.9479999989, 55972.27499999851 429425.36499999836))"
trend_2012_25.15,1200825,12,825,299,730.72584658,431.72584658,16.292,-,- - - - - -,1,,,"POLYGON ((55727.27499999851 429373.36499999836, 55642.59299999848 429771.7650000006, 55838.22300000116 429813.34699999914, 55922.90500000119 429414.9479999989, 55727.27499999851 429373.36499999836))"
trend_2012_25.16,1200850,12,850,300,651.89084932,351.89084932,14.88,-,- - - - - -,1,,,"POLYGON ((55482.27499999851 429322.36499999836, 55404.93200000003 429686.23600000143, 55600.56199999899 429727.81799999997, 55677.90500000119 429363.9479999989, 55482.27499999851 429322.36499999836))"
trend_2012_25.17,1200875,12,875,297,567.87364384,270.87364384,12.74,-,- - - - - -,1,,,"POLYGON ((55236.27499999851 429270.36499999836, 55170.0549999997 429581.9050000012, 55365.68499999866 429623.48800000176, 55431.903999999166 429311.9479999989, 55236.27499999851 429270.36499999836))"
trend_2012_25.18,1200900,12,900,266,492.70369589,226.70369589,13.287,-,- - - - - -,1,,,"POLYGON ((54909.9990000017 429189.0760000013, 54812.87999999896 429506.73600000143, 55004.1409999989 429565.2100000009, 55101.25899999961 429247.55000000075, 54909.9990000017 429189.0760000013))"
trend_2012_25.19,1200925,12,925,265,484.34705753,219.34705753,12.688,-,- - - - - -,1,,,"POLYGON ((54599.675999999046 429054.7270000018, 54480.85099999979 429348.8299999982, 54666.28799999878 429423.7509999983, 54785.11300000176 429129.6479999982, 54599.675999999046 429054.7270000018))"
trend_2012_25.20,1200950,12,950,283,476.32536986,193.32536986,13.78,-,- - - - - -,1,,,"POLYGON ((54369.675999999046 428958.7270000018, 54240.6240000017 429278.1420000009, 54426.061000000685 429353.063000001, 54555.11300000176 429033.6479999982, 54369.675999999046 428958.7270000018))"
trend_2012_25.21,1200975,12,975,273,480.69205479,207.69205479,14.1,-,- - - - - -,1,,,"POLYGON ((54138.675999999046 428861.7270000018, 54006.62799999863 429188.55900000036, 54192.06500000134 429263.48099999875, 54324.11300000176 428936.6490000002, 54138.675999999046 428861.7270000018))"
trend_2012_25.22,1201000,12,1000,273,485.02054521,212.02054521,12.837,-,- - - - - -,1,,,"POLYGON ((53907.675999999046 428765.7270000018, 53787.45600000024 429063.2829999998, 53972.892999999225 429138.2049999982, 54093.11300000176 428840.6490000002, 53907.675999999046 428765.7270000018))"
trend_2012_25.23,1201025,12,1025,278,507.07211507,229.07211507,26.836,-,- - - - - -,1,,,"POLYGON ((53676.675999999046 428668.7270000018, 53425.35300000012 429290.7749999985, 53610.789000000805 429365.6959999986, 53862.11300000176 428743.6479999982, 53676.675999999046 428668.7270000018))"
trend_2012_25.24,1201050,12,1050,280,542.51130959,262.51130959,29.514,-,- - - - - -,1,,,"POLYGON ((53445.675999999046 428572.7270000018, 53169.27299999818 429256.8500000015, 53354.710000000894 429331.7710000016, 53631.11300000176 428647.6490000002, 53445.675999999046 428572.7270000018))"
trend_2012_25.25,1201075,12,1075,281,584.59707397,303.59707397,40.716,-,- - - - - -,1,,,"POLYGON ((53214.675999999046 428475.7270000018, 52933.721000000834 429171.11400000006, 53119.15799999982 429246.03599999845, 53400.11300000176 428550.6479999982, 53214.675999999046 428475.7270000018))"
trend_2012_25.26,1201100,12,1100,299,638.95738356,339.95738356,50.885,-,- - - - - -,1,,,"POLYGON ((53145.27499999851 428447.36499999836, 52989.34200000018 429180.9759999998, 53184.971000000834 429222.55799999833, 53340.90500000119 428488.9479999989, 53145.27499999851 428447.36499999836))"
trend_2012_25.27,1201125,12,1125,213,601.85482192,388.85482192,51.63,-,- - - - - -,1,,,"POLYGON ((53066.16299999878 428477.91699999943, 53039.98800000176 429227.4600000009, 53239.86600000039 429234.44000000134, 53266.04100000113 428484.8960000016, 53066.16299999878 428477.91699999943))"
trend_2012_25.28,301520,3,1520,-22,45.31918356,67.31918356,2.639,-,- - 3 - 5 -,1,,,"POLYGON ((182696.49399999902 609680.5870000012, 182691.89200000092 609746.4010000005, 182891.4050000012 609760.3520000018, 182896.00699999928 609694.5379999988, 182696.49399999902 609680.5870000012))"
trend_2012_25.29,301540,3,1540,-12,56.75943014,68.75943014,1.744,-,- - 3 - 5 -,1,,,"POLYGON ((182877.2250000015 609694.4719999991, 182873.42399999872 609737.9059999995, 183072.6640000008 609755.3370000012, 183076.46400000155 609711.9030000009, 182877.2250000015 609694.4719999991))"
trend_2012_25.30,301560,3,1560,-9,53.13463562,62.13463562,4.344,-,- - 3 - 5 -,1,,,"POLYGON ((183094.49399999902 609714.5870000012, 183086.91800000146 609822.9230000004, 183286.43100000173 609836.8740000017, 183294.00600000098 609728.5379999988, 183094.49399999902 609714.5870000012))"
trend_2012_25.31,1300222,13,222,95,139,44,1.338,-,- - - - - -,1,,,"POLYGON ((45392.64600000158 419246.70600000024, 45399.028999999166 419279.54100000113, 45595.35399999842 419241.37999999896, 45588.971000000834 419208.54399999976, 45392.64600000158 419246.70600000024))"
trend_2012_25.32,1300236,13,236,116,156.7,40.7,0.138,-,- - - - - -,1,,,"POLYGON ((45258.64600000158 419271.70600000024, 45259.3040000014 419275.0929999985, 45455.62999999896 419236.9310000017, 45454.971000000834 419233.54399999976, 45258.64600000158 419271.70600000024))"
trend_2012_25.33,1300251,13,251,124,145.6,21.6,-1.344,>2022,- - - - - -,3,,,"POLYGON ((45306.971000000834 419261.54399999976, 45300.55999999866 419228.5610000007, 45104.2340000011 419266.72300000116, 45110.64600000158 419299.70600000024, 45306.971000000834 419261.54399999976))"
trend_2012_25.34,504933,5,4933,220,214.5,-5.5,3.747,-,1 - - - 5 6,2,,,"POLYGON ((131070.74500000104 591315.050999999, 131031.1559999995 591399.949000001, 131212.41699999943 591484.4730000012, 131252.00600000098 591399.574000001, 131070.74500000104 591315.050999999))"
trend_2012_25.35,504952,5,4952,203,221.7,18.7,4.712,-,- - - - 5 6,1,,,"POLYGON ((131238.74500000104 591393.050999999, 131188.9600000009 591499.8139999993, 131370.22199999914 591584.3379999995, 131420.00600000098 591477.5749999993, 131238.74500000104 591393.050999999))"
trend_2012_25.36,504970,5,4970,200,229.1,29.1,6.053,-,- - - - 5 6,1,,,"POLYGON ((131401.74399999902 591469.050999999, 131337.79199999943 591606.1979999989, 131519.05299999937 591690.7219999991, 131583.00600000098 591553.574000001, 131401.74399999902 591469.050999999))"
