verkiezing;cbs_gemeentecode;gemeente;cbs_wijkcode;wijknaam;cbs_buurtcode;buurtnaam;bag_referentienummer_stembureau;stembureau_naam;Kenmerk;aantal;stembureau_x;stembureau_y;latitude;longitude;wijk_x;wijk_y;wijk_latitude;wijk_longitude;buurt_x;buurt_y;buurt_latitude;buurt_longitude;woonplaats;nr_stembureau
OR2016;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040105;Zandweg-Oostwaard;0333100000017478;Basisschool Het Kompas;Tegen;287;132147;460922;52.13603;5.05341;132100;461987;52.14560;5.52647;132071;461001;52.136734;5.052298;Maarssen;21
OR2016;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040105;Zandweg-Oostwaard;0333100000017478;Basisschool Het Kompas;Geldige stemmen;500;132147;460922;52.13603;5.05341;132100;461987;52.14560;5.52647;132071;461001;52.136734;5.052298;Maarssen;21
OR2016;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040105;Zandweg-Oostwaard;0333100000017478;Basisschool Het Kompas;Blanco stemmen;2;132147;460922;52.13603;5.05341;132100;461987;52.14560;5.52647;132071;461001;52.136734;5.052298;Maarssen;21
OR2016;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040105;Zandweg-Oostwaard;0333100000017478;Basisschool Het Kompas;Ongeldige stemmen;3;132147;460922;52.13603;5.05341;132100;461987;52.14560;5.52647;132071;461001;52.136734;5.052298;Maarssen;21
OR2016;G1904;Stichtse Vecht;WK190402;Breukelen;BU19040209;Landgoed Nijenrode;0311100000005088;Gemeentelijke sporthal;Voor;278;128472;464053;52.16400;4.99949;128474;464502;52.16803;4.99478;128783;463795;52.161697;5.004059;Breukelen;22
OR2016;G1904;Stichtse Vecht;WK190402;Breukelen;BU19040209;Landgoed Nijenrode;0311100000005088;Gemeentelijke sporthal;Tegen;381;128472;464053;52.16400;4.99949;128474;464502;52.16803;4.99478;128783;463795;52.161697;5.004059;Breukelen;22
OR2016;G1904;Stichtse Vecht;WK190402;Breukelen;BU19040209;Landgoed Nijenrode;0311100000005088;Gemeentelijke sporthal;Geldige stemmen;659;128472;464053;52.16400;4.99949;128474;464502;52.16803;4.99478;128783;463795;52.161697;5.004059;Breukelen;22
OR2016;G1904;Stichtse Vecht;WK190402;Breukelen;BU19040209;Landgoed Nijenrode;0311100000005088;Gemeentelijke sporthal;Blanco stemmen;5;128472;464053;52.16400;4.99949;128474;464502;52.16803;4.99478;128783;463795;52.161697;5.004059;Breukelen;22
OR2016;G1904;Stichtse Vecht;WK190402;Breukelen;BU19040209;Landgoed Nijenrode;0311100000005088;Gemeentelijke sporthal;Ongeldige stemmen;4;128472;464053;52.16400;4.99949;128474;464502;52.16803;4.99478;128783;463795;52.161697;5.004059;Breukelen;22
OR2016;G1904;Stichtse Vecht;WK190402;Breukelen;BU19040213;Breukelen Zuid;0311100000006432;Gemeentehuis Boom en Bosch;Voor;261;128905;464814;52.17086;5.00576;128474;464502;52.16803;4.99478;128701;464677;52.169626;5.002792;Breukelen;23
OR2016;G1904;Stichtse Vecht;WK190402;Breukelen;BU19040213;Breukelen Zuid;0311100000006432;Gemeentehuis Boom en Bosch;Tegen;401;128905;464814;52.17086;5.00576;128474;464502;52.16803;4.99478;128701;464677;52.169626;5.002792;Breukelen;23
OR2016;G1904;Stichtse Vecht;WK190402;Breukelen;BU19040213;Breukelen Zuid;0311100000006432;Gemeentehuis Boom en Bosch;Geldige stemmen;662;128905;464814;52.17086;5.00576;128474;464502;52.16803;4.99478;128701;464677;52.169626;5.002792;Breukelen;23
OR2016;G1904;Stichtse Vecht;WK190402;Breukelen;BU19040213;Breukelen Zuid;0311100000006432;Gemeentehuis Boom en Bosch;Blanco stemmen;7;128905;464814;52.17086;5.00576;128474;464502;52.16803;4.99478;128701;464677;52.169626;5.002792;Breukelen;23
OR2016;G1904;Stichtse Vecht;WK190402;Breukelen;BU19040213;Breukelen Zuid;0311100000006432;Gemeentehuis Boom en Bosch;Ongeldige stemmen;3;128905;464814;52.17086;5.00576;128474;464502;52.16803;4.99478;128701;464677;52.169626;5.002792;Breukelen;23
OR2016;G1904;Stichtse Vecht;WK190402;Breukelen;BU19040215;Breukelen Midden;0311100000006303;Woonzorgcentrum de Aa/Driestroom;Voor;180;128238;465461;52.17665;4.99595;128474;464502;52.16803;4.99478;128455;465128;52.173661;4.999154;Breukelen;24
OR2016;G1904;Stichtse Vecht;WK190402;Breukelen;BU19040215;Breukelen Midden;0311100000006303;Woonzorgcentrum de Aa/Driestroom;Tegen;365;128238;465461;52.17665;4.99595;128474;464502;52.16803;4.99478;128455;465128;52.173661;4.999154;Breukelen;24
OR2016;G1904;Stichtse Vecht;WK190402;Breukelen;BU19040215;Breukelen Midden;0311100000006303;Woonzorgcentrum de Aa/Driestroom;Geldige stemmen;545;128238;465461;52.17665;4.99595;128474;464502;52.16803;4.99478;128455;465128;52.173661;4.999154;Breukelen;24
OR2016;G1904;Stichtse Vecht;WK190402;Breukelen;BU19040215;Breukelen Midden;0311100000006303;Woonzorgcentrum de Aa/Driestroom;Blanco stemmen;2;128238;465461;52.17665;4.99595;128474;464502;52.16803;4.99478;128455;465128;52.173661;4.999154;Breukelen;24
OR2016;G1904;Stichtse Vecht;WK190402;Breukelen;BU19040215;Breukelen Midden;0311100000006303;Woonzorgcentrum de Aa/Driestroom;Ongeldige stemmen;8;128238;465461;52.17665;4.99595;128474;464502;52.16803;4.99478;128455;465128;52.173661;4.999154;Breukelen;24
OR2016;G1904;Stichtse Vecht;WK190402;Breukelen;BU19040215;Breukelen Midden;0311100000006233;OBS De Regenboog;Voor;192;128553;465327;52.17546;5.00057;128474;464502;52.16803;4.99478;128455;465128;52.173661;4.999154;Breukelen;25
OR2016;G1904;Stichtse Vecht;WK190402;Breukelen;BU19040215;Breukelen Midden;0311100000006233;OBS De Regenboog;Tegen;218;128553;465327;52.17546;5.00057;128474;464502;52.16803;4.99478;128455;465128;52.173661;4.999154;Breukelen;25
OR2016;G1904;Stichtse Vecht;WK190402;Breukelen;BU19040215;Breukelen Midden;0311100000006233;OBS De Regenboog;Geldige stemmen;410;128553;465327;52.17546;5.00057;128474;464502;52.16803;4.99478;128455;465128;52.173661;4.999154;Breukelen;25
OR2016;G1904;Stichtse Vecht;WK190402;Breukelen;BU19040215;Breukelen Midden;0311100000006233;OBS De Regenboog;Blanco stemmen;2;128553;465327;52.17546;5.00057;128474;464502;52.16803;4.99478;128455;465128;52.173661;4.999154;Breukelen;25
OR2016;G1904;Stichtse Vecht;WK190402;Breukelen;BU19040215;Breukelen Midden;0311100000006233;OBS De Regenboog;Ongeldige stemmen;1;128553;465327;52.17546;5.00057;128474;464502;52.16803;4.99478;128455;465128;52.173661;4.999154;Breukelen;25
OR2016;G1904;Stichtse Vecht;WK190402;Breukelen;BU19040207;Breukelen Noord;0311100000000392;Wijkcentrum Over-Noord;Voor;408;128395;465938;52.18094;4.99821;128474;464502;52.16803;4.99478;128585;465966;52.181202;5.000994;Breukelen;26
OR2016;G1904;Stichtse Vecht;WK190402;Breukelen;BU19040207;Breukelen Noord;0311100000000392;Wijkcentrum Over-Noord;Tegen;484;128395;465938;52.18094;4.99821;128474;464502;52.16803;4.99478;128585;465966;52.181202;5.000994;Breukelen;26
OR2016;G1904;Stichtse Vecht;WK190402;Breukelen;BU19040207;Breukelen Noord;0311100000000392;Wijkcentrum Over-Noord;Geldige stemmen;892;128395;465938;52.18094;4.99821;128474;464502;52.16803;4.99478;128585;465966;52.181202;5.000994;Breukelen;26
OR2016;G1904;Stichtse Vecht;WK190402;Breukelen;BU19040207;Breukelen Noord;0311100000000392;Wijkcentrum Over-Noord;Blanco stemmen;4;128395;465938;52.18094;4.99821;128474;464502;52.16803;4.99478;128585;465966;52.181202;5.000994;Breukelen;26
OR2016;G1904;Stichtse Vecht;WK190402;Breukelen;BU19040207;Breukelen Noord;0311100000000392;Wijkcentrum Over-Noord;Ongeldige stemmen;5;128395;465938;52.18094;4.99821;128474;464502;52.16803;4.99478;128585;465966;52.181202;5.000994;Breukelen;26
OR2016;G1904;Stichtse Vecht;WK190404;Nieuwer Ter Aa;BU19040402;Nieuwer Ter Aa;0311100000009107;Dorpshuis Ons Genoegen;Voor;84;127187;466958;52.19005;4.98047;126827;468176;52.20098;4.75099;127200;467025;52.190657;4.980660;Nieuwer Ter Aa;27
OR2016;G1904;Stichtse Vecht;WK190404;Nieuwer Ter Aa;BU19040402;Nieuwer Ter Aa;0311100000009107;Dorpshuis Ons Genoegen;Tegen;134;127187;466958;52.19005;4.98047;126827;468176;52.20098;4.75099;127200;467025;52.190657;4.980660;Nieuwer Ter Aa;27
OR2016;G1904;Stichtse Vecht;WK190404;Nieuwer Ter Aa;BU19040402;Nieuwer Ter Aa;0311100000009107;Dorpshuis Ons Genoegen;Geldige stemmen;218;127187;466958;52.19005;4.98047;126827;468176;52.20098;4.75099;127200;467025;52.190657;4.980660;Nieuwer Ter Aa;27
OR2016;G1904;Stichtse Vecht;WK190404;Nieuwer Ter Aa;BU19040402;Nieuwer Ter Aa;0311100000009107;Dorpshuis Ons Genoegen;Blanco stemmen;4;127187;466958;52.19005;4.98047;126827;468176;52.20098;4.75099;127200;467025;52.190657;4.980660;Nieuwer Ter Aa;27
OR2016;G1904;Stichtse Vecht;WK190404;Nieuwer Ter Aa;BU19040402;Nieuwer Ter Aa;0311100000009107;Dorpshuis Ons Genoegen;Ongeldige stemmen;3;127187;466958;52.19005;4.98047;126827;468176;52.20098;4.75099;127200;467025;52.190657;4.980660;Nieuwer Ter Aa;27
OR2016;G1904;Stichtse Vecht;WK190405;Kockengen;BU19040505;Kockengen Dorp;0311100000001259;Brandweerkazerne;Voor;139;125506;462305;52.14814;4.95629;125075;462783;52.15242;4.49960;125124;462389;52.148877;4.950708;Kockengen;28
OR2016;G1904;Stichtse Vecht;WK190405;Kockengen;BU19040505;Kockengen Dorp;0311100000001259;Brandweerkazerne;Tegen;302;125506;462305;52.14814;4.95629;125075;462783;52.15242;4.49960;125124;462389;52.148877;4.950708;Kockengen;28
OR2016;G1904;Stichtse Vecht;WK190405;Kockengen;BU19040505;Kockengen Dorp;0311100000001259;Brandweerkazerne;Geldige stemmen;441;125506;462305;52.14814;4.95629;125075;462783;52.15242;4.49960;125124;462389;52.148877;4.950708;Kockengen;28
OR2016;G1904;Stichtse Vecht;WK190405;Kockengen;BU19040505;Kockengen Dorp;0311100000001259;Brandweerkazerne;Blanco stemmen;0;125506;462305;52.14814;4.95629;125075;462783;52.15242;4.49960;125124;462389;52.148877;4.950708;Kockengen;28
OR2016;G1904;Stichtse Vecht;WK190405;Kockengen;BU19040505;Kockengen Dorp;0311100000001259;Brandweerkazerne;Ongeldige stemmen;2;125506;462305;52.14814;4.95629;125075;462783;52.15242;4.49960;125124;462389;52.148877;4.950708;Kockengen;28
OR2016;G1904;Stichtse Vecht;WK190405;Kockengen;BU19040505;Kockengen dorp;0311100000009480;Verzorgingshuis Overdorp;Voor;179;125107;462324;52.14829;4.95046;125075;462783;52.15242;4.49960;125124;462389;52.148877;4.950708;Kockengen;29
OR2016;G1904;Stichtse Vecht;WK190405;Kockengen;BU19040505;Kockengen dorp;0311100000009480;Verzorgingshuis Overdorp;Tegen;345;125107;462324;52.14829;4.95046;125075;462783;52.15242;4.49960;125124;462389;52.148877;4.950708;Kockengen;29
OR2016;G1904;Stichtse Vecht;WK190405;Kockengen;BU19040505;Kockengen dorp;0311100000009480;Verzorgingshuis Overdorp;Geldige stemmen;524;125107;462324;52.14829;4.95046;125075;462783;52.15242;4.49960;125124;462389;52.148877;4.950708;Kockengen;29
OR2016;G1904;Stichtse Vecht;WK190405;Kockengen;BU19040505;Kockengen dorp;0311100000009480;Verzorgingshuis Overdorp;Blanco stemmen;7;125107;462324;52.14829;4.95046;125075;462783;52.15242;4.49960;125124;462389;52.148877;4.950708;Kockengen;29
OR2016;G1904;Stichtse Vecht;WK190405;Kockengen;BU19040505;Kockengen dorp;0311100000009480;Verzorgingshuis Overdorp;Ongeldige stemmen;2;125107;462324;52.14829;4.95046;125075;462783;52.15242;4.49960;125124;462389;52.148877;4.950708;Kockengen;29
OR2016;G1904;Stichtse Vecht;WK190403;Loenen aan de Vecht;BU19040308;Driehoven;0329100000000524;Verzorgingstehuis 't Kampje;Voor;346;129885;469043;52.20892;5.01977;129821;470621;52.22310;5.18718;129845;469198;52.210312;5.019175;Loenen aan de Vecht;31
OR2016;G1904;Stichtse Vecht;WK190403;Loenen aan de Vecht;BU19040308;Driehoven;0329100000000524;Verzorgingstehuis 't Kampje;Tegen;315;129885;469043;52.20892;5.01977;129821;470621;52.22310;5.18718;129845;469198;52.210312;5.019175;Loenen aan de Vecht;31
OR2016;G1904;Stichtse Vecht;WK190403;Loenen aan de Vecht;BU19040308;Driehoven;0329100000000524;Verzorgingstehuis 't Kampje;Geldige stemmen;661;129885;469043;52.20892;5.01977;129821;470621;52.22310;5.18718;129845;469198;52.210312;5.019175;Loenen aan de Vecht;31
OR2016;G1904;Stichtse Vecht;WK190403;Loenen aan de Vecht;BU19040308;Driehoven;0329100000000524;Verzorgingstehuis 't Kampje;Blanco stemmen;6;129885;469043;52.20892;5.01977;129821;470621;52.22310;5.18718;129845;469198;52.210312;5.019175;Loenen aan de Vecht;31
OR2016;G1904;Stichtse Vecht;WK190403;Loenen aan de Vecht;BU19040308;Driehoven;0329100000000524;Verzorgingstehuis 't Kampje;Ongeldige stemmen;10;129885;469043;52.20892;5.01977;129821;470621;52.22310;5.18718;129845;469198;52.210312;5.019175;Loenen aan de Vecht;31
OR2016;G1904;Stichtse Vecht;WK190408;Nigtevecht;BU19040804;Nigtevecht Dorp;0329100000004162;Dorpshuis Nigtevecht;Voor;192;130381;476256;52.27377;5.02650;130778;476086;52.27225;5.32329;130493;476340;52.274529;5.028134;Nigtevecht;32
OR2016;G1904;Stichtse Vecht;WK190408;Nigtevecht;BU19040804;Nigtevecht Dorp;0329100000004162;Dorpshuis Nigtevecht;Tegen;256;130381;476256;52.27377;5.02650;130778;476086;52.27225;5.32329;130493;476340;52.274529;5.028134;Nigtevecht;32
OR2016;G1904;Stichtse Vecht;WK190408;Nigtevecht;BU19040804;Nigtevecht Dorp;0329100000004162;Dorpshuis Nigtevecht;Geldige stemmen;448;130381;476256;52.27377;5.02650;130778;476086;52.27225;5.32329;130493;476340;52.274529;5.028134;Nigtevecht;32
OR2016;G1904;Stichtse Vecht;WK190408;Nigtevecht;BU19040804;Nigtevecht Dorp;0329100000004162;Dorpshuis Nigtevecht;Blanco stemmen;4;130381;476256;52.27377;5.02650;130778;476086;52.27225;5.32329;130493;476340;52.274529;5.028134;Nigtevecht;32
OR2016;G1904;Stichtse Vecht;WK190408;Nigtevecht;BU19040804;Nigtevecht Dorp;0329100000004162;Dorpshuis Nigtevecht;Ongeldige stemmen;8;130381;476256;52.27377;5.02650;130778;476086;52.27225;5.32329;130493;476340;52.274529;5.028134;Nigtevecht;32
OR2016;G1904;Stichtse Vecht;WK190406;Vreeland;BU19040603;Vreeland Dorp;0329100000006066;Dorpshuis Vreeland;Voor;297;130699;471413;52.23025;5.03151;131009;472276;52.23802;5.35990;130746;471543;52.231422;5.032190;Vreeland;33
OR2016;G1904;Stichtse Vecht;WK190406;Vreeland;BU19040603;Vreeland Dorp;0329100000006066;Dorpshuis Vreeland;Tegen;290;130699;471413;52.23025;5.03151;131009;472276;52.23802;5.35990;130746;471543;52.231422;5.032190;Vreeland;33
OR2016;G1904;Stichtse Vecht;WK190406;Vreeland;BU19040603;Vreeland Dorp;0329100000006066;Dorpshuis Vreeland;Geldige stemmen;587;130699;471413;52.23025;5.03151;131009;472276;52.23802;5.35990;130746;471543;52.231422;5.032190;Vreeland;33
OR2016;G1904;Stichtse Vecht;WK190406;Vreeland;BU19040603;Vreeland Dorp;0329100000006066;Dorpshuis Vreeland;Blanco stemmen;4;130699;471413;52.23025;5.03151;131009;472276;52.23802;5.35990;130746;471543;52.231422;5.032190;Vreeland;33
OR2016;G1904;Stichtse Vecht;WK190406;Vreeland;BU19040603;Vreeland Dorp;0329100000006066;Dorpshuis Vreeland;Ongeldige stemmen;8;130699;471413;52.23025;5.03151;131009;472276;52.23802;5.35990;130746;471543;52.231422;5.032190;Vreeland;33
OR2016;G1904;Stichtse Vecht;WK190410;Loenersloot;BU19041003;Loenersloot Dorp;0329100000003287;Montessorischool Loenersloot;Voor;76;128634;471361;52.22969;5.00129;128305;470615;52.22297;4.96537;128569;471370;52.229775;5.000340;Loenersloot;34
OR2016;G1904;Stichtse Vecht;WK190410;Loenersloot;BU19041003;Loenersloot Dorp;0329100000003287;Montessorischool Loenersloot;Tegen;118;128634;471361;52.22969;5.00129;128305;470615;52.22297;4.96537;128569;471370;52.229775;5.000340;Loenersloot;34
OR2016;G1904;Stichtse Vecht;WK190410;Loenersloot;BU19041003;Loenersloot Dorp;0329100000003287;Montessorischool Loenersloot;Geldige stemmen;194;128634;471361;52.22969;5.00129;128305;470615;52.22297;4.96537;128569;471370;52.229775;5.000340;Loenersloot;34
OR2016;G1904;Stichtse Vecht;WK190410;Loenersloot;BU19041003;Loenersloot Dorp;0329100000003287;Montessorischool Loenersloot;Blanco stemmen;1;128634;471361;52.22969;5.00129;128305;470615;52.22297;4.96537;128569;471370;52.229775;5.000340;Loenersloot;34
OR2016;G1904;Stichtse Vecht;WK190410;Loenersloot;BU19041003;Loenersloot Dorp;0329100000003287;Montessorischool Loenersloot;Ongeldige stemmen;0;128634;471361;52.22969;5.00129;128305;470615;52.22297;4.96537;128569;471370;52.229775;5.000340;Loenersloot;34
OR2016;G1904;Stichtse Vecht;WK190403;Loenen aan de Vecht;BU19040310;Loenen Dorpskern;0329100000000655;Cultureel Centrum 't Web;Voor;215;130159;469202;52.21036;5.02376;129821;470621;52.22310;5.18718;128746;470350;52.220611;5.003002;Loenen aan de Vecht;35
OR2016;G1904;Stichtse Vecht;WK190403;Loenen aan de Vecht;BU19040310;Loenen Dorpskern;0329100000000655;Cultureel Centrum 't Web;Tegen;507;130159;469202;52.21036;5.02376;129821;470621;52.22310;5.18718;128746;470350;52.220611;5.003002;Loenen aan de Vecht;35
OR2016;G1904;Stichtse Vecht;WK190403;Loenen aan de Vecht;BU19040310;Loenen Dorpskern;0329100000000655;Cultureel Centrum 't Web;Geldige stemmen;722;130159;469202;52.21036;5.02376;129821;470621;52.22310;5.18718;128746;470350;52.220611;5.003002;Loenen aan de Vecht;35
OR2016;G1904;Stichtse Vecht;WK190403;Loenen aan de Vecht;BU19040310;Loenen Dorpskern;0329100000000655;Cultureel Centrum 't Web;Blanco stemmen;4;130159;469202;52.21036;5.02376;129821;470621;52.22310;5.18718;128746;470350;52.220611;5.003002;Loenen aan de Vecht;35
OR2016;G1904;Stichtse Vecht;WK190403;Loenen aan de Vecht;BU19040310;Loenen Dorpskern;0329100000000655;Cultureel Centrum 't Web;Ongeldige stemmen;5;130159;469202;52.21036;5.02376;129821;470621;52.22310;5.18718;128746;470350;52.220611;5.003002;Loenen aan de Vecht;35
