Nummer;Totaal van;Jaar;Maand;Categorie;Nationaliteit;Aantal ketenbreed vertrek
1;Jaar;2022;*Alle*;*Alle*;*Alle*;19230
2;Jaar, Maand;2022;01;*Alle*;*Alle*;1310
2;Jaar, Maand;2022;02;*Alle*;*Alle*;1370
2;Jaar, Maand;2022;03;*Alle*;*Alle*;1730
2;Jaar, Maand;2022;04;*Alle*;*Alle*;1470
2;Jaar, Maand;2022;05;*Alle*;*Alle*;1560
2;Jaar, Maand;2022;06;*Alle*;*Alle*;1560
2;Jaar, Maand;2022;07;*Alle*;*Alle*;1670
2;Jaar, Maand;2022;08;*Alle*;*Alle*;1690
2;Jaar, Maand;2022;09;*Alle*;*Alle*;1590
2;Jaar, Maand;2022;10;*Alle*;*Alle*;1690
2;Jaar, Maand;2022;11;*Alle*;*Alle*;1830
2;Jaar, Maand;2022;12;*Alle*;*Alle*;1760
3;Jaar, Maand, Categorie;2022;01;Gedwongen vertrek;*Alle*;200
3;Jaar, Maand, Categorie;2022;01;Zelfstandig vertrek;*Alle*;490
3;Jaar, Maand, Categorie;2022;01;Zelfstandig vertrek zonder toezicht;*Alle*;620
3;Jaar, Maand, Categorie;2022;02;Gedwongen vertrek;*Alle*;180
3;Jaar, Maand, Categorie;2022;02;Zelfstandig vertrek;*Alle*;490
3;Jaar, Maand, Categorie;2022;02;Zelfstandig vertrek zonder toezicht;*Alle*;700
3;Jaar, Maand, Categorie;2022;03;Gedwongen vertrek;*Alle*;240
3;Jaar, Maand, Categorie;2022;03;Zelfstandig vertrek;*Alle*;670
3;Jaar, Maand, Categorie;2022;03;Zelfstandig vertrek zonder toezicht;*Alle*;820
3;Jaar, Maand, Categorie;2022;04;Gedwongen vertrek;*Alle*;190
3;Jaar, Maand, Categorie;2022;04;Zelfstandig vertrek;*Alle*;650
3;Jaar, Maand, Categorie;2022;04;Zelfstandig vertrek zonder toezicht;*Alle*;630
3;Jaar, Maand, Categorie;2022;05;Gedwongen vertrek;*Alle*;230
3;Jaar, Maand, Categorie;2022;05;Zelfstandig vertrek;*Alle*;660
3;Jaar, Maand, Categorie;2022;05;Zelfstandig vertrek zonder toezicht;*Alle*;670
3;Jaar, Maand, Categorie;2022;06;Gedwongen vertrek;*Alle*;280
3;Jaar, Maand, Categorie;2022;06;Zelfstandig vertrek;*Alle*;640
3;Jaar, Maand, Categorie;2022;06;Zelfstandig vertrek zonder toezicht;*Alle*;640
3;Jaar, Maand, Categorie;2022;07;Gedwongen vertrek;*Alle*;270
3;Jaar, Maand, Categorie;2022;07;Zelfstandig vertrek;*Alle*;650
3;Jaar, Maand, Categorie;2022;07;Zelfstandig vertrek zonder toezicht;*Alle*;760
3;Jaar, Maand, Categorie;2022;08;Gedwongen vertrek;*Alle*;270
3;Jaar, Maand, Categorie;2022;08;Zelfstandig vertrek;*Alle*;730
3;Jaar, Maand, Categorie;2022;08;Zelfstandig vertrek zonder toezicht;*Alle*;690
3;Jaar, Maand, Categorie;2022;09;Gedwongen vertrek;*Alle*;220
3;Jaar, Maand, Categorie;2022;09;Zelfstandig vertrek;*Alle*;720
3;Jaar, Maand, Categorie;2022;09;Zelfstandig vertrek zonder toezicht;*Alle*;650
3;Jaar, Maand, Categorie;2022;10;Gedwongen vertrek;*Alle*;300
3;Jaar, Maand, Categorie;2022;10;Zelfstandig vertrek;*Alle*;710
3;Jaar, Maand, Categorie;2022;10;Zelfstandig vertrek zonder toezicht;*Alle*;680
3;Jaar, Maand, Categorie;2022;11;Gedwongen vertrek;*Alle*;300
3;Jaar, Maand, Categorie;2022;11;Zelfstandig vertrek;*Alle*;920
3;Jaar, Maand, Categorie;2022;11;Zelfstandig vertrek zonder toezicht;*Alle*;600
3;Jaar, Maand, Categorie;2022;12;Gedwongen vertrek;*Alle*;250
3;Jaar, Maand, Categorie;2022;12;Zelfstandig vertrek;*Alle*;980
3;Jaar, Maand, Categorie;2022;12;Zelfstandig vertrek zonder toezicht;*Alle*;530
4;Jaar, Categorie;2022;*Alle*;Gedwongen vertrek;*Alle*;2930
4;Jaar, Categorie;2022;*Alle*;Zelfstandig vertrek;*Alle*;8300
4;Jaar, Categorie;2022;*Alle*;Zelfstandig vertrek zonder toezicht;*Alle*;7990
5;Jaar, Maand, Nationaliteit;2022;01;*Alle*;Afghaanse;40
5;Jaar, Maand, Nationaliteit;2022;01;*Alle*;Albanese;40
5;Jaar, Maand, Nationaliteit;2022;01;*Alle*;Algerijnse;90
5;Jaar, Maand, Nationaliteit;2022;01;*Alle*;Amerikaans burger;40
5;Jaar, Maand, Nationaliteit;2022;01;*Alle*;Argentijnse;10
5;Jaar, Maand, Nationaliteit;2022;01;*Alle*;Armeense;10
5;Jaar, Maand, Nationaliteit;2022;01;*Alle*;Azerbeidzjaanse;10
5;Jaar, Maand, Nationaliteit;2022;01;*Alle*;Belarussische;10
