FID,aanlegjaar,omschrijving,thema,verhardingsfunctie,verhardingssoort,geometrie
O10002_GBI_Wegen_en_bruggen.614,1991,wegdeel vlak,Parkeren,Parkeerstrook,beton keiformaat,"MULTIPOLYGON (((177328.509 503159.03, 177332.839 503158.56, 177332.87 503158.552, 177332.903 503158.54, 177332.936 503158.519, 177332.952 503158.506, 177332.974 503158.48, 177332.986 503158.461, 177332.998 503158.431, 177333.003 503158.415, 177332.999 503158.324, 177333.459 503162.93, 177334.766 503175.81, 177334.759 503175.773, 177334.748 503175.748, 177334.735 503175.727, 177334.724 503175.714, 177334.704 503175.696, 177334.688 503175.684, 177334.66 503175.67, 177334.636 503175.663, 177334.61 503175.659, 177334.591 503175.659, 177334.579 503175.66, 177330.239 503176.12, 177328.509 503159.03)))"
O10002_GBI_Wegen_en_bruggen.615,2003,wegdeel vlak,Parkeren,Parkeervak,beton keiformaat,"MULTIPOLYGON (((176064.828 505234.393, 176061.366 505237.677, 176056.155 505231.966, 176059.695 505228.721, 176064.828 505234.393)))"
O10002_GBI_Wegen_en_bruggen.616,2007,wegdeel vlak,Parkeren,Inrit,tegels grijs,"MULTIPOLYGON (((171827.736 508746.754, 171835.384 508748.481, 171837.41 508747.249, 171840.872 508748.06, 171840.058 508751.238, 171839.252 508754.749, 171835.753 508753.925, 171834.555 508751.984, 171825.71 508749.967, 171827.736 508746.754)))"
O10002_GBI_Wegen_en_bruggen.617,2006,wegdeel vlak,Rijbaan,Rijbaan,beton keiformaat,"MULTIPOLYGON (((177455.987 504288.636, 177455.442 504283.316, 177454.383 504272.966, 177458.887 504274.286, 177459.721 504282.422, 177460.313 504288.193, 177455.987 504288.636)))"
O10002_GBI_Wegen_en_bruggen.618,2006,wegdeel vlak,Voetpad,Aanliggend voetpad,tegels grijs,"MULTIPOLYGON (((177824.29 504937.011, 177786.36 504945.149, 177786.083 504942.787, 177823.759 504934.63, 177824.29 504937.011)))"
O10002_GBI_Wegen_en_bruggen.619,1995,wegdeel vlak,Parkeren,Parkeerstrook,beton keiformaat,"MULTIPOLYGON (((172316.219 508311.436, 172363.642 508279.516, 172364.62 508280.965, 172317.21 508312.93, 172316.219 508311.436)))"
O10002_GBI_Wegen_en_bruggen.620,2003,wegdeel vlak,Parkeren,Parkeerstrook,dicht asfaltbeton,"MULTIPOLYGON (((176341.07 511397.833, 176331.581 511402.386, 176280.949 511414.628, 176264.259 511416.433, 176341.07 511397.833)))"
O10002_GBI_Wegen_en_bruggen.621,1996,wegdeel vlak,Rijbaan,Rijbaan,gebakken keiformaat,"MULTIPOLYGON (((175635.479 495986.92, 175635.021 495987.561, 175634.683 495988.193, 175634.402 495988.935, 175634.233 495989.659, 175634.155 495990.51, 175634.213 495991.437, 175634.423 495992.362, 175634.602 495992.852, 175635.016 495993.66, 175635.37 495994.173, 175635.419 495994.231, 175635.609 495994.461, 175635.909 495994.777, 175636.268 495995.099, 175638.039 495996.68, 175650.449 496007.73, 175664.309 496020.12, 175668.469 496023.86, 175668.516 496023.912, 175668.564 496023.984, 175668.604 496024.084, 175668.618 496024.158, 175668.62 496024.246, 175668.599 496024.353, 175668.567 496024.431, 175668.508 496024.519, 175644.049 496052.08, 175636.719 496045.477, 175636.348 496045.142, 175635.598 496044.465, 175635.558 496044.432, 175627.749 496037.369, 175634.169 496030.22, 175645.869 496017.1, 175646.381 496016.532, 175646.91 496015.9, 175647.201 496015.408, 175647.43 496014.849, 175647.6 496014.035, 175647.608 496013.313, 175647.504 496012.677, 175647.304 496012.077, 175647.07 496011.612, 175646.685 496011.069, 175646.385 496010.75, 175646 496010.429, 175645.669 496010.21, 175633.299 495999.17, 175632.377 495998.36, 175631.641 495997.908, 175630.61 495997.49, 175629.849 495997.315, 175628.94 495997.237, 175628.027 495997.3, 175627.321 495997.446, 175626.516 495997.728, 175625.878 495998.051, 175625.274 495998.455, 175624.833 495998.824, 175624.479 495999.18, 175624.618 495999.025, 175635.479 495986.92), (175636.609 496036.66, 175636.299 496037.03, 175643.379 496043.424, 175643.699 496043.04, 175644.649 496043.829, 175661.469 496024.96, 175660.549 496024.17, 175660.879 496023.8, 175653.749 496017.49, 175653.419 496017.86, 175652.519 496017.07, 175635.749 496035.9, 175636.609 496036.66)))"
O10002_GBI_Wegen_en_bruggen.622,1973,wegdeel vlak,Parkeren,Parkeerstrook,beton keiformaat,"MULTIPOLYGON (((177813.947 504804.155, 177813.836 504804.188, 177813.729 504804.25, 177813.644 504804.331, 177813.591 504804.41, 177813.551 504804.508, 177813.532 504804.628, 177813.532 504804.684, 177813.54 504804.741, 177814.381 504808.701, 177790.289 504813.867, 177789.425 504809.935, 177789.414 504809.878, 177789.389 504809.805, 177789.349 504809.732, 177789.323 504809.696, 177789.252 504809.624, 177789.191 504809.58, 177789.11 504809.541, 177789.063 504809.526, 177788.923 504809.51, 177788.836 504809.52, 177813.947 504804.155)))"
O10002_GBI_Wegen_en_bruggen.624,1991,wegdeel vlak,Voetpad,Voetpad,tegels grijs,"MULTIPOLYGON (((177196.009 503113.73, 177197.377 503113.165, 177198.159 503115.05, 177214.099 503153.3, 177214.758 503155.169, 177214.116 503155.127, 177213.482 503155.018, 177212.862 503154.845, 177212.264 503154.609, 177211.693 503154.312, 177211.156 503153.958, 177210.658 503153.55, 177210.205 503153.093, 177209.801 503152.592, 177209.451 503152.052, 177209.159 503151.479, 177208.459 503149.789, 177208.429 503149.691, 177208.468 503149.597, 177208.559 503149.55, 177210.029 503148.92, 177198.419 503121.06, 177196.959 503121.65, 177196.855 503121.67, 177196.757 503121.629, 177196.7 503121.539, 177194.029 503115.05, 177193.893 503114.422, 177193.827 503113.783, 177193.832 503113.14, 177193.906 503112.502, 177194.05 503111.876, 177194.262 503111.269, 177194.538 503110.689, 177194.877 503110.143, 177195.273 503109.637, 177195.722 503109.178, 177196.727 503111.599, 177196.438 503112.089, 177196.219 503112.614, 177196.075 503113.165, 177196.009 503113.73)))"
O10002_GBI_Wegen_en_bruggen.625,1980,wegdeel vlak,Parkeren,Parkeerstrook,beton keiformaat,"MULTIPOLYGON (((177409.009 502527.39, 177423.679 502521.25, 177423.676 502521.263, 177423.675 502521.284, 177423.677 502521.317, 177423.685 502521.351, 177423.699 502521.39, 177424.228 502522.58, 177424.238 502522.607, 177424.245 502522.638, 177424.247 502522.67, 177424.246 502522.696, 177424.241 502522.728, 177424.231 502522.761, 177424.212 502522.798, 177424.185 502522.834, 177424.142 502522.871, 177424.088 502522.898, 177410.009 502528.73, 177409.989 502528.736, 177409.945 502528.746, 177409.869 502528.744, 177409.826 502528.731, 177409.787 502528.711, 177409.753 502528.685, 177409.728 502528.657, 177409.707 502528.627, 177409.69 502528.589, 177409.259 502527.67, 177409.248 502527.641, 177409.227 502527.597, 177409.194 502527.544, 177409.166 502527.508, 177409.123 502527.465, 177409.068 502527.423, 177409.009 502527.39)))"
O10002_GBI_Wegen_en_bruggen.626,2007,wegdeel vlak,Rijbaan,Rijbaan,gebakken keiformaat,"MULTIPOLYGON (((171911.66 508905.912, 171912.912 508903.999, 171914.608 508901.287, 171916.512 508898.209, 171916.522 508898.193, 171924.208 508886.037, 171924.216 508886.024, 171926.128 508882.957, 171927.55 508880.73, 171929.465 508877.73, 171929.509 508877.66, 171932.184 508873.409, 171936.126 508867.02, 171940.45 508869.709, 171936.311 508876.304, 171932.476 508882.376, 171927.056 508890.962, 171925.645 508893.183, 171919.152 508903.539, 171917.028 508906.882, 171915.878 508908.672, 171911.66 508905.912)))"
O10002_GBI_Wegen_en_bruggen.627,1975,wegdeel vlak,Parkeren,Parkeerterrein,gebakken keiformaat,"MULTIPOLYGON (((172554.954 508945.923, 172549.747 508938.145, 172564.624 508928.076, 172569.919 508935.87, 172554.954 508945.923), (172561.86 508934.764, 172562.638 508935.907, 172563.819 508935.118, 172563.056 508933.912, 172561.86 508934.764), (172556.957 508937.965, 172555.725 508938.765, 172556.511 508940.011, 172557.742 508939.261, 172556.957 508937.965)))"
O10002_GBI_Wegen_en_bruggen.628,1995,wegdeel vlak,Rijbaan,verkeersdrempel,beton keiformaat,"MULTIPOLYGON (((172342.505 508368.501, 172344.506 508367.153, 172347.95 508372.708, 172346.114 508373.94, 172344.488 508375.038, 172342.374 508376.456, 172338.769 508371.009, 172340.872 508369.598, 172342.505 508368.501)))"
O10002_GBI_Wegen_en_bruggen.629,1980,wegdeel vlak,Parkeren,Parkeervak,beton keiformaat,"MULTIPOLYGON (((176023.712 496581.794, 176022.57 496572.154, 176024.259 496571.965, 176027.094 496571.56, 176027.892 496576.718, 176028.754 496581.388, 176023.712 496581.794)))"
O10002_GBI_Wegen_en_bruggen.630,2006,wegdeel vlak,Voetpad,Voetpad,tegels grijs,"MULTIPOLYGON (((171881.754 508784.97, 171882.326 508784.063, 171884.813 508785.68, 171884.249 508786.569, 171881.754 508784.97)))"
O10002_GBI_Wegen_en_bruggen.631,1973,wegdeel vlak,Parkeren,Parkeerstrook,beton keiformaat,"MULTIPOLYGON (((177756.08 504822.503, 177756.131 504822.671, 177756.202 504822.819, 177756.268 504822.918, 177756.377 504823.045, 177756.492 504823.144, 177758.332 504824.471, 177758.506 504824.642, 177758.642 504824.828, 177758.773 504825.102, 177767.653 504867.852, 177767.664 504867.914, 177767.67 504868.041, 177767.655 504868.167, 177767.624 504868.279, 177767.557 504868.42, 177766.273 504870.551, 177766.199 504870.713, 177766.16 504870.934, 177766.176 504871.118, 177756.08 504822.503)))"
O10002_GBI_Wegen_en_bruggen.632,2005,wegdeel vlak,Parkeren,Parkeerterrein,waterdoorlatende verharding,"MULTIPOLYGON (((177291.225 504249.168, 177294.919 504284.961, 177290.469 504285.399, 177286.757 504249.632, 177291.225 504249.168)))"
O10002_GBI_Wegen_en_bruggen.633,1995,wegdeel vlak,Rijbaan,Rijbaan,gebakken keiformaat,"MULTIPOLYGON (((172434.785 508352.306, 172433.614 508350.555, 172423.249 508335.095, 172424.258 508334.429, 172428.378 508331.651, 172437.258 508344.82, 172437.064 508344.94, 172443.421 508354.409, 172444.685 508356.282, 172448.371 508361.757, 172448.568 508361.621, 172450.073 508363.902, 172459.152 508377.401, 172459.498 508377.925, 172455.304 508380.659, 172454.318 508381.33, 172453.991 508380.824, 172444.852 508367.211, 172444.372 508366.484, 172439.747 508359.664, 172438.587 508357.944, 172434.785 508352.306)))"
O10002_GBI_Wegen_en_bruggen.634,1969,wegdeel vlak,Voetpad,Voetpad,tegels grijs,"MULTIPOLYGON (((172559.754 508557.455, 172527.953 508579.042, 172516.466 508586.775, 172515.602 508584.919, 172558.728 508555.765, 172556.141 508551.969, 172557.844 508550.811, 172560.349 508554.666, 172579.358 508541.978, 172576.814 508538.098, 172578.608 508536.864, 172581.197 508540.751, 172600.479 508527.881, 172610.386 508521.238, 172607.693 508517.294, 172609.534 508516.07, 172612.232 508520, 172625.225 508511.287, 172638.633 508502.256, 172639.035 508500.78, 172636.929 508497.6, 172638.519 508496.53, 172642.319 508502.15, 172640.889 508503.11, 172613.354 508521.698, 172611.758 508522.771, 172563.892 508554.633, 172561.237 508556.444, 172559.754 508557.455)))"
O10002_GBI_Wegen_en_bruggen.635,1963,wegdeel vlak,Parkeren,Parkeerstrook,gebakken keiformaat,"MULTIPOLYGON (((177578.277 503943.797, 177575.111 503912.874, 177576.667 503913.962, 177579.47 503941.801, 177578.516 503943.117, 177578.277 503943.797)))"
O10002_GBI_Wegen_en_bruggen.636,1988,wegdeel vlak,Rijbaan,Rijbaan,dicht asfaltbeton,"MULTIPOLYGON (((169977.529 501909.938, 169977.982 501906.157, 170000 501908.587, 170021.95 501911.01, 170022.282 501911.017, 170027.9 501911.14, 170046.72 501913.29, 170052.295 501914.35, 170052.82 501914.45, 170139.297 501924.07, 170322.04 501944.4, 170327.44 501944.42, 170344.2 501946.27, 170346.607 501946.763, 170348.98 501947.25, 170402.553 501953.225, 170568.64 501971.75, 170573.88 501971.73, 170591.32 501973.77, 170596.9 501974.86, 170769.03 501993.82, 170773.488 501994.332, 170792.335 501996.496, 170822.858 502000, 170865.085 502004.848, 170866.41 502005, 170866.695 502005.036, 170866.981 502005.066, 170867.267 502005.092, 170867.554 502005.113, 170867.841 502005.129, 170868.128 502005.139, 170868.416 502005.145, 170868.703 502005.146, 170868.991 502005.142, 170869.278 502005.132, 170869.565 502005.118, 170869.852 502005.099, 170870.138 502005.074, 170870.424 502005.045, 170870.709 502005.011, 170870.994 502004.971, 170871.278 502004.927, 170871.561 502004.878, 170871.844 502004.824, 170872.125 502004.764, 170872.405 502004.701, 170872.684 502004.632, 170872.962 502004.558, 170873.239 502004.479, 170873.514 502004.396, 170873.787 502004.308, 170874.059 502004.215, 170874.33 502004.117, 170874.598 502004.015, 170874.865 502003.908, 170875.13 502003.796, 170875.393 502003.68, 170875.654 502003.559, 170875.912 502003.434, 170876.169 502003.304, 170876.423 502003.17, 170876.675 502003.031, 170876.924 502002.888, 170877.171 502002.74, 170877.415 502002.589, 170877.656 502002.433, 170877.895 502002.272, 170878.131 502002.108, 170878.364 502001.94, 170878.594 502001.767, 170878.821 502001.591, 170879.13 502001.34, 170876.51 502027.879, 170876.541 502027.416, 170876.555 502027.112, 170876.564 502026.808, 170876.567 502026.504, 170876.565 502026.2, 170876.558 502025.896, 170876.545 502025.593, 170876.527 502025.289, 170876.504 502024.986, 170876.475 502024.684, 170876.442 502024.381, 170876.402 502024.08, 170876.358 502023.779, 170876.309 502023.479, 170876.254 502023.18, 170876.194 502022.882, 170876.129 502022.585, 170876.058 502022.29, 170875.983 502021.995, 170875.902 502021.702, 170875.816 502021.41, 170875.725 502021.12, 170875.63 502020.832, 170875.529 502020.545, 170875.423 502020.26, 170875.312 502019.977, 170875.196 502019.696, 170875.076 502019.417, 170874.95 502019.14, 170874.754 502018.741, 170874.628 502018.5, 170874.498 502018.261, 170874.364 502018.024, 170874.226 502017.79, 170874.084 502017.558, 170873.937 502017.328, 170873.787 502017.101, 170873.633 502016.877, 170873.475 502016.656, 170873.313 502016.437, 170873.147 502016.221, 170872.978 502016.008, 170872.804 502015.799, 170872.628 502015.592, 170872.447 502015.388, 170872.263 502015.188, 170872.139 502015.056, 170872.076 502014.99, 170871.885 502014.796, 170871.691 502014.606, 170871.494 502014.418, 170871.293 502014.235, 170871.089 502014.054, 170870.882 502013.878, 170870.672 502013.705, 170870.459 502013.536, 170870.243 502013.37, 170870.024 502013.208, 170869.803 502013.05, 170869.579 502012.896, 170869.352 502012.746, 170869.122 502012.6, 170868.89 502012.458, 170868.656 502012.32, 170868.419 502012.186, 170868.18 502012.056, 170867.938 502011.931, 170867.695 502011.81, 170867.449 502011.693, 170867.201 502011.58, 170866.952 502011.471, 170866.7 502011.367, 170866.447 502011.268, 170866.192 502011.173, 170865.936 502011.082, 170865.678 502010.996, 170865.418 502010.914, 170865.157 502010.837, 170864.895 502010.764, 170864.632 502010.696, 170864.367 502010.633, 170864.101 502010.574, 170863.835 502010.52, 170863.567 502010.47, 170863.299 502010.426, 170863.03 502010.385, 170862.76 502010.35, 170832.56 502006.41, 170817.44 502003.22, 170789.132 502000, 170768.65 501997.67, 170596.65 501978.7, 170590.07 501978.53, 170573.97 501976.92, 170569.51 501975.76, 170348.09 501951.06, 170343.87 501951.16, 170326.6 501949.35, 170321.04 501948.19, 170050.11 501918.11, 170044.7 501918, 170027.77 501916.16, 170021.88 501914.87, 170000 501912.437, 169977.529 501909.938)))"
O10002_GBI_Wegen_en_bruggen.637,1970,wegdeel vlak,Rijbaan,Rijbaan,gebakken keiformaat,"MULTIPOLYGON (((178460.6 504315.559, 178466.619 504314.16, 178465.277 504307.785, 178464.589 504304.52, 178464.35 504303.8, 178463.916 504303.05, 178463.493 504302.564, 178463.024 504302.172, 178462.399 504301.808, 178461.717 504301.563, 178460.894 504301.44, 178460.296 504301.46, 178460.019 504301.5, 178460.154 504301.471, 178470.401 504299.272, 178469.761 504299.524, 178469.49 504299.672, 178469.253 504299.824, 178468.771 504300.22, 178468.561 504300.437, 178468.182 504300.933, 178467.842 504301.582, 178467.639 504302.218, 178467.54 504303.162, 178467.628 504303.943, 178468.113 504306.085, 178472.566 504327.046, 178463.446 504328.947, 178462.807 504325.882, 178460.6 504315.559)))"
O10002_GBI_Wegen_en_bruggen.639,2005,wegdeel vlak,Voetpad,Voetpad,gebakken dikformaat,"MULTIPOLYGON (((177454.383 504272.966, 177434.579 504269.793, 177411.464 504266.073, 177411.324 504264.143, 177414.636 504259.12, 177422.59 504260.406, 177430.162 504261.63, 177433.807 504262.219, 177453.598 504265.412, 177454.383 504272.966)))"
O10002_GBI_Wegen_en_bruggen.640,2007,wegdeel vlak,Parkeren,Inrit,tegels grijs,"MULTIPOLYGON (((171864.419 508688.928, 171866.379 508685.884, 171867.968 508687.268, 171870.308 508687.151, 171873.281 508689.815, 171870.991 508692.318, 171868.724 508694.926, 171865.761 508692.285, 171865.603 508689.978, 171864.419 508688.928)))"
O10002_GBI_Wegen_en_bruggen.641,1998,wegdeel vlak,Parkeren,Parkeervak,beton keiformaat,"MULTIPOLYGON (((172051.582 508275.331, 172055.453 508272.762, 172058.956 508278.067, 172062.609 508283.516, 172058.805 508286.087, 172051.582 508275.331)))"
O10002_GBI_Wegen_en_bruggen.642,1990,wegdeel vlak,Voetpad,Voetpad,tegels grijs,"MULTIPOLYGON (((177238.009 503050.78, 177237.339 503051.07, 177237.249 503050.88, 177237.341 503050.797, 177237.387 503050.682, 177237.378 503050.558, 177230.099 503033.01, 177230.015 503032.934, 177229.909 503032.893, 177229.796 503032.891, 177226.169 503034.38, 177226.006 503034.43, 177225.835 503034.416, 177225.683 503034.34, 177225.569 503034.212, 177225.539 503034.15, 177225.519 503034.09, 177225.476 503033.96, 177225.469 503033.824, 177225.499 503033.69, 177225.618 503033.531, 177225.789 503033.43, 177230.049 503031.65, 177238.009 503050.78)))"
O10002_GBI_Wegen_en_bruggen.643,1994,wegdeel vlak,Voetpad,Voetpad,tegels grijs,"MULTIPOLYGON (((176148.499 503066.22, 176149.329 503068.22, 176147.259 503069.09, 176146.459 503067.06, 176148.499 503066.22)))"
O10002_GBI_Wegen_en_bruggen.644,1980,wegdeel vlak,Voetpad,Voetpad,tegels grijs,"MULTIPOLYGON (((178198.452 503311.471, 178197.121 503315.99, 178197.156 503316.153, 178195.011 503337.277, 178193.414 503338.718, 178194.047 503331.587, 178194.692 503324.469, 178194.593 503324.459, 178195.873 503310.882, 178198.452 503311.471)))"
O10002_GBI_Wegen_en_bruggen.645,2010,wegdeel vlak,Parkeren,Parkeervak,beton keiformaat,"MULTIPOLYGON (((175803.289 496176.73, 175799.219 496173.01, 175786.089 496161.31, 175758.48 496136.245, 175761.203 496133.15, 175761.278 496133.094, 175761.356 496133.054, 175761.438 496133.027, 175761.53 496133.012, 175761.625 496133.013, 175761.724 496133.031, 175761.8 496133.059, 175761.867 496133.094, 175761.923 496133.134, 175771.529 496141.29, 175784.549 496153.16, 175805.885 496172.364, 175805.948 496172.431, 175805.998 496172.511, 175806.032 496172.595, 175806.049 496172.685, 175806.05 496172.781, 175806.029 496172.882, 175805.994 496172.967, 175805.955 496173.03, 175805.921 496173.071, 175803.259 496176.03, 175803.198 496176.112, 175803.158 496176.197, 175803.133 496176.3, 175803.129 496176.389, 175803.138 496176.462, 175803.169 496176.558, 175803.205 496176.628, 175803.289 496176.73)))"
