AreaManagerId,DateSpecialDay,NameSpecialDay
748,20130901,KOOPZONDAG
177,20121230,KOOPZONDAG
612,20121202,KOOPZONDAG
281,20120902,KOOPZONDAG
907,20121007,KOOPZONDAG
388,20121015,FEESTDAG
344,20140824,ZONDAG
453,20150101,FEESTDAG
796,20130303,KOOPZONDAG
794,20120624,KOOPZONDAG
405,20140629,KOOPZONDAG
90,20151225,FEESTDAG
1674,20121230,KOOPZONDAG
153,20111002,KOOPZONDAG
402,20130509,FEESTDAG
796,20130505,KOOPZONDAG
90,20131202,KOOPAVOND
202,20121225,FEESTDAG
236,20130520,FEESTDAG
796,20131226,FEESTDAG
344,20141207,ZONDAG
867,20121201,EXTRA KOOPAVONDEN
150,20131103,KOOPZONDAG
153,20140504,KOOPZONDAG
1916,20121225,FEESTDAG
612,20121225,FEESTDAG
748,20121220,KOOPAVOND
928,20121201,ZATERDAG DECEMBER
453,20121225,FEESTDAG
344,20140413,ZONDAG
439,20140330,KOOPZONDAG
748,20131204,KOOPAVOND
642,20140426,FEESTDAG
375,20170505,BEVRIJDINGSDAG
569,20121225,FEESTDAG
867,20121203,EXTRA KOOPAVONDEN
388,20121226,FEESTDAG
281,20121006,FEESTDAG
344,20150101,FEESTDAG
861,20121202,KOOPZONDAG
796,20131225,FEESTDAG
268,20121007,KOOPZONDAG
642,20141229,VUURWERKKAPPEN
748,20130106,KOOPZONDAG
826,20130520,FEESTDAG
612,20131223,KOOPAVOND
984,20130101,FEESTDAG
344,20141019,ZONDAG
14,20121226,FEESTDAG
402,20131229,KOOPZONDAG
826,20120528,FEESTDAG
826,20121225,FEESTDAG
826,20121216,KOOPZONDAG
402,20141026,KOOPZONDAG
794,20121118,KOOPZONDAG
928,20121213,DO-AVOND DECEMBER
796,20150101,FEESTDAG
748,20121216,KOOPZONDAG
153,20110306,KOOPZONDAG
796,20130602,KOOPZONDAG
388,20121119,FEESTDAG
202,20121204,KOOPAVOND
153,20140421,FEESTDAG
2062,20131201,405_KOOPZONDAG
794,20121125,KOOPZONDAG
150,20130303,KOOPZONDAG
748,20121225,FEESTDAG
