X,Y,OBJECTID,SDGIDENT,RAPPORT,OPMERKING,DATUM,SDG_LEGENDA,FIGUURWEERGAVE,RICHTING,GlobalID
6.11011648600004,52.564986065,1,BC2257,"Wiertsema, grondonderzoek Dr09",DKM105,2005/03/10 00:00:00+00,99,Y:\GEO\GISProducten\Documenten\Sonderingen\Keringen\Dijkring09\DKM105.dwg,,{002F3219-AF80-4007-A4CD-9CFF27C07EA8}
6.22164242200006,52.514885733,2,BC2259,"Wiertsema, grondonderzoek Dr09",DKM107,2005/03/10 00:00:00+00,99,Y:\GEO\GISProducten\Documenten\Sonderingen\Keringen\Dijkring09\DKM107.dwg,,{E299A626-C19F-4080-8A8C-2E5BF6076FF7}
6.22822248700004,52.513074246,3,BC2260,"Wiertsema, grondonderzoek Dr09",DKM108,2005/03/10 00:00:00+00,99,Y:\GEO\GISProducten\Documenten\Sonderingen\Keringen\Dijkring09\DKM108.dwg,,{4D6529CC-2FE9-4A5E-BABE-4D8E312FC5F5}
6.24948492000004,52.5034840690001,4,BC2262,"Wiertsema, grondonderzoek Dr09",DKM110,2005/03/10 00:00:00+00,99,Y:\GEO\GISProducten\Documenten\Sonderingen\Keringen\Dijkring09\DKM110.dwg,,{1A6CE6A5-234D-46BC-9543-3F67B7C86D3E}
6.15591982300003,52.527466539,5,BC2263, ,M13,,99,Y:\GEO\GISProducten\Documenten\Sonderingen\Keringen\Dijkring09\M13 sondering.pdf,,{6B743CB7-9485-48EC-9046-70FC9C3FEED8}
6.14993699000007,52.536111007,6,BC2264, ,M14,,99,Y:\GEO\GISProducten\Documenten\Sonderingen\Keringen\Dijkring09\M14 sondering.pdf,,{4C130D3C-67E4-4876-B70B-82F632A57C4C}
6.14706525500003,52.538699754,7,BC2265, ,M15,,99,Y:\GEO\GISProducten\Documenten\Sonderingen\Keringen\Dijkring09\M15 sondering.pdf,,{F9D1A487-313F-467C-940C-344C4C4B5243}
6.15820410000003,52.5272104750001,8,BC2266,"Grondmechanica Delft, geom. onderzoek Dr09","SV36,5",1997/06/11 00:00:00+00,99,Y:\GEO\GISProducten\Documenten\Sonderingen\Keringen\Dijkring09\hass-g8.dwg,,{5652BDC9-C18F-400C-A1E4-32C80ABE7EA9}
6.15650597600006,52.5275269100001,9,BC2267,"Grondmechanica Delft, geom. onderzoek Dr09","SV35,2",1997/06/11 00:00:00+00,99,Y:\GEO\GISProducten\Documenten\Sonderingen\Keringen\Dijkring09\hass-g8.dwg,,{A97F47EE-2018-4ABD-A7D3-45D5B25D88D8}
6.14805836200003,52.5280834480001,10,BC2268,"Grondmechanica Delft, geom. onderzoek Dr09","SV27,5",1997/06/11 00:00:00+00,99,Y:\GEO\GISProducten\Documenten\Sonderingen\Keringen\Dijkring09\hass-g8.dwg,,{4F1ECDEC-3417-48E7-8D0C-7F0699396C4B}
6.14890387400004,52.533512139,11,BC2269,"Grondmechanica Delft, geom. onderzoek Dr09","SV18,5",1997/06/11 00:00:00+00,99,Y:\GEO\GISProducten\Documenten\Sonderingen\Keringen\Dijkring09\hass-g7.dwg,,{9B3336E5-B6D8-4A9F-88B2-E851381C3E06}
6.11055333800005,52.5692994190001,12,BC2271,"Grondmechanica Delft, geom. onderzoek Dr09","SH46,5",1997/06/11 00:00:00+00,99,Y:\GEO\GISProducten\Documenten\Sonderingen\Keringen\Dijkring09\hass-g5.dwg,,{DF9B3954-CF1A-478F-BEA0-6DAF5DB82CD1}
