Nummer;Totaal van;Jaar;Maand;Toezichtsmaatregel;Aantal uitstroom
1;Jaar;2019;*Alle*;*Alle*;4250
2;Jaar, Toezichtsmaatregel;2019;*Alle*;Bevel terugkeer EU lidstaat;480
2;Jaar, Toezichtsmaatregel;2019;*Alle*;Overdrachtsdossier aan DT&V als gevolg van maatregelen van bewaring of vanwege strafrechtelijke detentie (VRIS);2640
2;Jaar, Toezichtsmaatregel;2019;*Alle*;Overdrachtsdossier aan DT&V zonder meldplicht;20
2;Jaar, Toezichtsmaatregel;2019;*Alle*;Periodieke meldplicht met een overdrachtsdossier aan DT&V;270
2;Jaar, Toezichtsmaatregel;2019;*Alle*;Terugkeerbesluit zonder overdrachtsdossier aan DT&V;840
3;Jaar, Maand;2019;01;*Alle*;310
3;Jaar, Maand;2019;02;*Alle*;350
3;Jaar, Maand;2019;03;*Alle*;400
3;Jaar, Maand;2019;04;*Alle*;400
3;Jaar, Maand;2019;05;*Alle*;390
3;Jaar, Maand;2019;06;*Alle*;350
3;Jaar, Maand;2019;07;*Alle*;390
3;Jaar, Maand;2019;08;*Alle*;320
3;Jaar, Maand;2019;09;*Alle*;310
3;Jaar, Maand;2019;10;*Alle*;370
3;Jaar, Maand;2019;11;*Alle*;350
3;Jaar, Maand;2019;12;*Alle*;320
4;Jaar, Maand, Toezichtsmaatregel;2019;01;Bevel terugkeer EU lidstaat;40
4;Jaar, Maand, Toezichtsmaatregel;2019;01;Overdrachtsdossier aan DT&V als gevolg van maatregelen van bewaring of vanwege strafrechtelijke detentie (VRIS);190
4;Jaar, Maand, Toezichtsmaatregel;2019;01;Periodieke meldplicht met een overdrachtsdossier aan DT&V;30
4;Jaar, Maand, Toezichtsmaatregel;2019;01;Terugkeerbesluit zonder overdrachtsdossier aan DT&V;60
4;Jaar, Maand, Toezichtsmaatregel;2019;02;Bevel terugkeer EU lidstaat;40
4;Jaar, Maand, Toezichtsmaatregel;2019;02;Overdrachtsdossier aan DT&V als gevolg van maatregelen van bewaring of vanwege strafrechtelijke detentie (VRIS);230
4;Jaar, Maand, Toezichtsmaatregel;2019;02;Periodieke meldplicht met een overdrachtsdossier aan DT&V;20
4;Jaar, Maand, Toezichtsmaatregel;2019;02;Terugkeerbesluit zonder overdrachtsdossier aan DT&V;60
4;Jaar, Maand, Toezichtsmaatregel;2019;03;Bevel terugkeer EU lidstaat;40
4;Jaar, Maand, Toezichtsmaatregel;2019;03;Overdrachtsdossier aan DT&V als gevolg van maatregelen van bewaring of vanwege strafrechtelijke detentie (VRIS);270
4;Jaar, Maand, Toezichtsmaatregel;2019;03;Periodieke meldplicht met een overdrachtsdossier aan DT&V;20
