Nummer;Totaal van;Jaar;Soort verzoek;Antwoord;Land van aanvraag;Aantal antwoorden
1;Jaar;2020;*Alle*;*Alle*;*Alle*;2080
2;Jaar, Soort verzoek;2020;LP;*Alle*;*Alle*;1220
2;Jaar, Soort verzoek;2020;T&O;*Alle*;*Alle*;870
3;Jaar, Antwoord;2020;*Alle*;Nationaliteit bevestigd;*Alle*;970
3;Jaar, Antwoord;2020;*Alle*;Nationaliteit niet bevestigd;*Alle*;120
3;Jaar, Antwoord;2020;*Alle*;Verzoek ingetrokken door DT&V;*Alle*;1000
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Afghanistan;100
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Albanië;120
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Algerije;170
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Angola;10
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Armenië;40
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Azerbeidzjan;30
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Bangladesh;10
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Bosnië-Herzegovina;30
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Brazilië;10
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Burundi;10
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Chili;10
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;China;40
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Democratische Republiek Congo;20
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Dominicaanse Republiek;10
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Egypte;30
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Ethiopië;20
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Gambia;20
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Georgië;120
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Ghana;10
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Guinee;30
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;India;10
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Indonesië;10
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Irak;50
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Iran;100
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Italië;10
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Jordanië;10
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Kameroen;10
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Kazachstan;10
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Kosovo;30
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Letland;10
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Libanon;10
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Liberia;10
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Libië;20
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Marokko;190
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Moldavië;30
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Mongolië;10
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Niger;10
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Nigeria;90
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Oekraïne;30
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Oezbekistan;10
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Pakistan;20
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Palestijnse autoriteit;10
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Polen;120
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Republiek Noord-Macedonië;80
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Roemenië;20
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Rusland;30
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Senegal;10
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Servië;120
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Sierra Leone;10
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Soedan;20
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Sri Lanka;20
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Suriname;20
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Tanzania;10
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Tunesië;30
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Turkije;60
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Uganda;20
4;Jaar, Land van aanvraag;2020;*Alle*;*Alle*;Vietnam;10
5;Jaar, Soort verzoek, Antwoord;2020;LP;Nationaliteit bevestigd;*Alle*;230
5;Jaar, Soort verzoek, Antwoord;2020;LP;Nationaliteit niet bevestigd;*Alle*;60
5;Jaar, Soort verzoek, Antwoord;2020;LP;Verzoek ingetrokken door DT&V;*Alle*;930
5;Jaar, Soort verzoek, Antwoord;2020;T&O;Nationaliteit bevestigd;*Alle*;740
5;Jaar, Soort verzoek, Antwoord;2020;T&O;Nationaliteit niet bevestigd;*Alle*;50
5;Jaar, Soort verzoek, Antwoord;2020;T&O;Verzoek ingetrokken door DT&V;*Alle*;70
6;Jaar, Soort verzoek, Land van aanvraag;2020;LP;*Alle*;Afghanistan;100
6;Jaar, Soort verzoek, Land van aanvraag;2020;LP;*Alle*;Algerije;170
6;Jaar, Soort verzoek, Land van aanvraag;2020;LP;*Alle*;Angola;10
6;Jaar, Soort verzoek, Land van aanvraag;2020;LP;*Alle*;Bangladesh;10
6;Jaar, Soort verzoek, Land van aanvraag;2020;LP;*Alle*;Brazilië;10
6;Jaar, Soort verzoek, Land van aanvraag;2020;LP;*Alle*;Burundi;10
6;Jaar, Soort verzoek, Land van aanvraag;2020;LP;*Alle*;Chili;10
6;Jaar, Soort verzoek, Land van aanvraag;2020;LP;*Alle*;China;40
6;Jaar, Soort verzoek, Land van aanvraag;2020;LP;*Alle*;Democratische Republiek Congo;20
6;Jaar, Soort verzoek, Land van aanvraag;2020;LP;*Alle*;Dominicaanse Republiek;10
6;Jaar, Soort verzoek, Land van aanvraag;2020;LP;*Alle*;Egypte;30
6;Jaar, Soort verzoek, Land van aanvraag;2020;LP;*Alle*;Ethiopië;20
6;Jaar, Soort verzoek, Land van aanvraag;2020;LP;*Alle*;Gambia;20
6;Jaar, Soort verzoek, Land van aanvraag;2020;LP;*Alle*;Ghana;10
6;Jaar, Soort verzoek, Land van aanvraag;2020;LP;*Alle*;Guinee;30
6;Jaar, Soort verzoek, Land van aanvraag;2020;LP;*Alle*;India;10
6;Jaar, Soort verzoek, Land van aanvraag;2020;LP;*Alle*;Indonesië;10
6;Jaar, Soort verzoek, Land van aanvraag;2020;LP;*Alle*;Irak;50
6;Jaar, Soort verzoek, Land van aanvraag;2020;LP;*Alle*;Iran;100
6;Jaar, Soort verzoek, Land van aanvraag;2020;LP;*Alle*;Italië;10
6;Jaar, Soort verzoek, Land van aanvraag;2020;LP;*Alle*;Jordanië;10
6;Jaar, Soort verzoek, Land van aanvraag;2020;LP;*Alle*;Kameroen;10
6;Jaar, Soort verzoek, Land van aanvraag;2020;LP;*Alle*;Letland;10
6;Jaar, Soort verzoek, Land van aanvraag;2020;LP;*Alle*;Libanon;10
6;Jaar, Soort verzoek, Land van aanvraag;2020;LP;*Alle*;Liberia;10
6;Jaar, Soort verzoek, Land van aanvraag;2020;LP;*Alle*;Libië;20
6;Jaar, Soort verzoek, Land van aanvraag;2020;LP;*Alle*;Marokko;190
6;Jaar, Soort verzoek, Land van aanvraag;2020;LP;*Alle*;Mongolië;10
6;Jaar, Soort verzoek, Land van aanvraag;2020;LP;*Alle*;Niger;10
6;Jaar, Soort verzoek, Land van aanvraag;2020;LP;*Alle*;Nigeria;90
6;Jaar, Soort verzoek, Land van aanvraag;2020;LP;*Alle*;Oezbekistan;10
6;Jaar, Soort verzoek, Land van aanvraag;2020;LP;*Alle*;Palestijnse autoriteit;10
6;Jaar, Soort verzoek, Land van aanvraag;2020;LP;*Alle*;Polen;10
6;Jaar, Soort verzoek, Land van aanvraag;2020;LP;*Alle*;Roemenië;20
6;Jaar, Soort verzoek, Land van aanvraag;2020;LP;*Alle*;Senegal;10
6;Jaar, Soort verzoek, Land van aanvraag;2020;LP;*Alle*;Sierra Leone;10
6;Jaar, Soort verzoek, Land van aanvraag;2020;LP;*Alle*;Soedan;20
6;Jaar, Soort verzoek, Land van aanvraag;2020;LP;*Alle*;Suriname;20
6;Jaar, Soort verzoek, Land van aanvraag;2020;LP;*Alle*;Tanzania;10
6;Jaar, Soort verzoek, Land van aanvraag;2020;LP;*Alle*;Tunesië;30
6;Jaar, Soort verzoek, Land van aanvraag;2020;LP;*Alle*;Uganda;20
6;Jaar, Soort verzoek, Land van aanvraag;2020;LP;*Alle*;Vietnam;10
6;Jaar, Soort verzoek, Land van aanvraag;2020;T&O;*Alle*;Albanië;120
6;Jaar, Soort verzoek, Land van aanvraag;2020;T&O;*Alle*;Armenië;40
6;Jaar, Soort verzoek, Land van aanvraag;2020;T&O;*Alle*;Azerbeidzjan;30
6;Jaar, Soort verzoek, Land van aanvraag;2020;T&O;*Alle*;Bosnië-Herzegovina;30
6;Jaar, Soort verzoek, Land van aanvraag;2020;T&O;*Alle*;Georgië;120
6;Jaar, Soort verzoek, Land van aanvraag;2020;T&O;*Alle*;Kazachstan;10
6;Jaar, Soort verzoek, Land van aanvraag;2020;T&O;*Alle*;Kosovo;30
6;Jaar, Soort verzoek, Land van aanvraag;2020;T&O;*Alle*;Moldavië;30
6;Jaar, Soort verzoek, Land van aanvraag;2020;T&O;*Alle*;Oekraïne;30
6;Jaar, Soort verzoek, Land van aanvraag;2020;T&O;*Alle*;Pakistan;20
6;Jaar, Soort verzoek, Land van aanvraag;2020;T&O;*Alle*;Polen;110
6;Jaar, Soort verzoek, Land van aanvraag;2020;T&O;*Alle*;Republiek Noord-Macedonië;80
6;Jaar, Soort verzoek, Land van aanvraag;2020;T&O;*Alle*;Rusland;30
6;Jaar, Soort verzoek, Land van aanvraag;2020;T&O;*Alle*;Servië;120
6;Jaar, Soort verzoek, Land van aanvraag;2020;T&O;*Alle*;Sri Lanka;20
6;Jaar, Soort verzoek, Land van aanvraag;2020;T&O;*Alle*;Turkije;60
7;Jaar, Antwoord, Land van aanvraag;2020;*Alle*;Nationaliteit bevestigd;Afghanistan;10
7;Jaar, Antwoord, Land van aanvraag;2020;*Alle*;Nationaliteit bevestigd;Albanië;120
7;Jaar, Antwoord, Land van aanvraag;2020;*Alle*;Nationaliteit bevestigd;Algerije;20
7;Jaar, Antwoord, Land van aanvraag;2020;*Alle*;Nationaliteit bevestigd;Armenië;40
7;Jaar, Antwoord, Land van aanvraag;2020;*Alle*;Nationaliteit bevestigd;Azerbeidzjan;20
7;Jaar, Antwoord, Land van aanvraag;2020;*Alle*;Nationaliteit bevestigd;Bosnië-Herzegovina;20
7;Jaar, Antwoord, Land van aanvraag;2020;*Alle*;Nationaliteit bevestigd;Chili;10
7;Jaar, Antwoord, Land van aanvraag;2020;*Alle*;Nationaliteit bevestigd;China;20
7;Jaar, Antwoord, Land van aanvraag;2020;*Alle*;Nationaliteit bevestigd;Georgië;120
7;Jaar, Antwoord, Land van aanvraag;2020;*Alle*;Nationaliteit bevestigd;Indonesië;10
7;Jaar, Antwoord, Land van aanvraag;2020;*Alle*;Nationaliteit bevestigd;Kazachstan;10
7;Jaar, Antwoord, Land van aanvraag;2020;*Alle*;Nationaliteit bevestigd;Kosovo;20
7;Jaar, Antwoord, Land van aanvraag;2020;*Alle*;Nationaliteit bevestigd;Letland;10
7;Jaar, Antwoord, Land van aanvraag;2020;*Alle*;Nationaliteit bevestigd;Moldavië;30
7;Jaar, Antwoord, Land van aanvraag;2020;*Alle*;Nationaliteit bevestigd;Nigeria;50
7;Jaar, Antwoord, Land van aanvraag;2020;*Alle*;Nationaliteit bevestigd;Oekraïne;20
7;Jaar, Antwoord, Land van aanvraag;2020;*Alle*;Nationaliteit bevestigd;Oezbekistan;10
7;Jaar, Antwoord, Land van aanvraag;2020;*Alle*;Nationaliteit bevestigd;Pakistan;10
7;Jaar, Antwoord, Land van aanvraag;2020;*Alle*;Nationaliteit bevestigd;Palestijnse autoriteit;10
