JAAR;PERIODE;BELEIDSPROGRAMMA;ORGANISATIE;SUBSIDIE_BESCHIKT;BEKOSTIGD_UIT_RIJKSINKOMSTEN;WETTELIJKE_TAAK;GLOB_OVERZ_GESUB_ACTIVITEITEN;INLEES_DATUM;GEMEENTE;GEMEENTE_CODE;LAND_CODE
2021;Q2;Programma Kunst en Cultuur;Stichting Anders Kijken;1.200,00;Nee;Nee;;12-29-2021 00:00:00;Vlaardingen;0622;NL
2021;Q2;Programma Kunst en Cultuur;Stichting Restauratie en Heroprichting Stadskraan Vlaardingen;2.750,00;Nee;Nee;monumentensubsidie/onderhoudssubsidie;12-29-2021 00:00:00;Vlaardingen;0622;NL
2021;Q2;Programma Kunst en Cultuur;Kiran;4.000,00;Nee;Nee;monumentensubsidie/onderhoudssubsidie;12-29-2021 00:00:00;Vlaardingen;0622;NL
2021;Q2;Programma Kunst en Cultuur;Stichting Stadspodium ;4.000,00;Nee;Nee;Culturele activiteit;12-29-2021 00:00:00;Vlaardingen;0622;NL
2021;Q2;Programma Kunst en Cultuur;Vlaardings Centrum voor Amateurtoneel;4.750,00;Nee;Nee;Culturele activiteit;12-29-2021 00:00:00;Vlaardingen;0622;NL
2021;Q2;Programma Kunst en Cultuur;Stichting tot Exploitatie van de Grote Kerk;5.000,00;Nee;Nee;Culturele activiteit;12-29-2021 00:00:00;Vlaardingen;0622;NL
2021;Q2;Programma Kunst en Cultuur;Stichting Waterweg Cultuurprijs;6.000,00;Nee;Nee;Culturele activiteit;12-29-2021 00:00:00;Vlaardingen;0622;NL
2021;Q2;Programma Kunst en Cultuur;Stichting Van Peteghem orgel Vlaardingen;6.515,00;Nee;Nee;Cullturele activiteit;12-29-2021 00:00:00;Vlaardingen;0622;NL
2021;Q2;Programma Kunst en Cultuur;Stichting Het Vlaardings Museum;7.500,00;Nee;Nee;culturele activiteit;12-29-2021 00:00:00;Vlaardingen;0622;NL
2021;Q2;Programma Kunst en Cultuur;Stichting Kwartiermakers;7.500,00;Nee;Nee;Culturele activiteit;12-29-2021 00:00:00;Vlaardingen;0622;NL
2021;Q2;Programma Kunst en Cultuur;Stichting Buitenbios / Filmtheater Het Zeepaard;15.000,00;Nee;Nee;Culturele activiteit;12-29-2021 00:00:00;Vlaardingen;0622;NL
2021;Q2;Programma Kunst en Cultuur;DIV 3 (nieuwe NAW: nog op te nemen door DIV);20.000,00;Nee;Nee;Culturele activiteit;12-29-2021 00:00:00;Vlaardingen;0622;NL
2021;Q2;Programma Kunst en Cultuur;Stichting Kwartiermakers ;20.000,00;Nee;Nee;Culturele activiteit;12-29-2021 00:00:00;Vlaardingen;0622;NL
2021;Q2;Programma Kunst en Cultuur;Stichting Zomerterras;20.600,00;Nee;Nee;Culturele activiteit;12-29-2021 00:00:00;Vlaardingen;0622;NL
2021;Q2;Programma Kunst en Cultuur;Stichting Centrum Kunsteducatie Kade 40;50.000,00;Nee;Nee;Culturele activiteit;12-29-2021 00:00:00;Vlaardingen;0622;NL
2021;Q2;Programma Onderwijs, economie en haven;Jinc;4.079,00;Ja;Nee;Taaltrip;12-29-2021 00:00:00;Vlaardingen;0622;NL
2021;Q2;Programma Onderwijs, economie en haven;Petje af Waterweg;10.000,00;Ja;Nee;petje af;12-29-2021 00:00:00;Vlaardingen;0622;NL
2021;Q2;Programma Onderwijs, economie en haven;Stichting Zorg voor Onderwijs Nieuwe Waterweg Noord;35.648,00;Nee;Nee;het voorkomen van voortijdig schoolverlaten;12-29-2021 00:00:00;Vlaardingen;0622;NL
2021;Q2;Programma Onderwijs, economie en haven;Stichting Wijzer  in Opvang en Onderwijs;43.600,00;Ja;Nee;2e kleutergroep;12-29-2021 00:00:00;Vlaardingen;0622;NL
2021;Q2;Programma Onderwijs, economie en haven;Stichting Bibliotheek De Plataan;71.000,00;Ja;Nee;"Inzet 0,89 fte combinatiefunctionaris. De combinatiefunctionaris is werkzaam als mediacoach binnen de organisaties van het samenwerkingsverband en hij voert de activiteiten uit zoals opgenomen in het jaarplan 2020 welke bijgesloten is bij uw subsidieaanvraag._x000D_
Met de activiteiten uit het jaarplan streeft u de volgende doelen na:_x000D_
? De positie van de bibliotheek versterken, zowel onder als na schooltijd._x000D_
briefnummer_x000D_
1754188_x000D_
!n";12-29-2021 00:00:00;Vlaardingen;0622;NL
2021;Q2;Programma Sociaal domein;CJV Vlaardingen;2.500,00;Ja;Nee;Jeugdactiviteiten voor 12- 16 jarigen, jongeren vanaf 16 jaar vormen de begeleidersgroep o.l.v. professional van CJV..;12-29-2021 00:00:00;Vlaardingen;0622;NL
2021;Q2;Programma Sociaal domein;Stichting Mamacafe Vlaardingen, Schiedam en Maassluis;4.000,00;Nee;Nee;;12-29-2021 00:00:00;Vlaardingen;0622;NL
2021;Q2;Programma Sociaal domein;Stichting De Windwijzer;15.000,00;Nee;Nee;;12-29-2021 00:00:00;Vlaardingen;0622;NL
2021;Q2;Programma Sociaal domein;Stichting Dierennoodhulp West Nederland;15.000,00;Ja;Ja;Het vervoeren en tijdelijk opvangen van zwervend aangetroffen (huis)dieren.;12-29-2021 00:00:00;Vlaardingen;0622;NL
2021;Q2;Programma Sociaal domein;Stichting de Buurtvrouw;15.300,00;Nee;Nee;;12-29-2021 00:00:00;Vlaardingen;0622;NL
2021;Q2;Programma Sociaal domein;Centrum voor Jeugd en Gezin Vlaardingen;18.611,00;Ja;Ja;Het gaat hier de uitbreiding van Rijksvaccinatieprogramma (RVP) voor dit jaar.;12-29-2021 00:00:00;Vlaardingen;0622;NL
2021;Q2;Programma Sociaal domein;Stichting Enver;22.297,00;Nee;Ja;Doel het voorkomen van dat jongeren uit Vlaardingen afglijden in criminaliteit. ;12-29-2021 00:00:00;Vlaardingen;0622;NL
2021;Q2;Programma Sociaal domein;Stichting Clubhuis Nederland;36.500,00;Nee;Nee;;12-29-2021 00:00:00;Vlaardingen;0622;NL
2021;Q2;Programma Sociaal domein;Stichting Minters;44.884,00;Ja;Nee;inzet extra jongerenwerk en training gebruik social media;12-29-2021 00:00:00;Vlaardingen;0622;NL
2021;Q2;Programma Sociaal domein;Ipse de Bruggen;57.258,00;Nee;Ja;"FTE leveren aan de vier wijkteams voor jeugd en ouders._x000D_
Stichting Minters stuurt de fte van Ipse de Bruggen inhoudelijk aan.";12-29-2021 00:00:00;Vlaardingen;0622;NL
