OBJECTID,BORNAME,ELEMENTNUMMER,BEHEERGROEP,AANLEGJAAR,OPPERVLAK,SORTIMENT,PERCENTAGE,BEPLANTINGSRANDLENGTE,WATERRANDLENGTE,OMTREK,AMBITIENIVEAU,STRUCTUURGEBIED,AANWIJINGEN_UITVOERING,BEHEERDER,EIGENAAR,ONDERHOUDSPLOEG,FUNCTIE,STRUCTUURNIVEAU,BEGROTINGSPOST,BESTEMMING,OPMERKINGEN,EXTRA_INFORMATIE_1,EXTRA_INFORMATIE_2,EXTRA_INFORMATIE_3,GROENGEBIEDCODE,GROENGEBIEDNAAM,GEMEENTE,WOONPLAATS,BUURT,WIJK,STRAAT,STRAATCODE,LIGGING,BEHEEROBJECTSOORT,BEHEEROBJECTOMSCHRIJVING,LAATSTE_MUTATIE,Shape__Area,Shape__Length
1,beplantingen,8276,Vaste planten,,163.82,,,63.79,,62.92,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 2,,,,-,,,01.25.0007,Verzetstrijdersbuurt,Delft,Delft,,25 Buitenhof,Koetlaan,2836,Binnen de bebouwde kom,bpg,01.25.0007.bg8276,"23 june      2022, 15:38:47",431.308837890625,102.149366217495
2,beplantingen,8277,Heesters,,12.22,,,15,,14.94,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 2,,,,-,,,01.25.0001,Buitenhof-noord,Delft,Delft,Buitenhof-Noord,25 Buitenhof,Prinses Beatrixlaan,4324,Binnen de bebouwde kom,bpg,01.25.0001.bg8277,"11 july      2022, 21:37:26",32.18212890625,24.2573113945552
3,beplantingen,8278,Heesters,,15.08,,,16,,16.06,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 2,,,,-,,,01.25.0001,Buitenhof-noord,Delft,Delft,Buitenhof-Noord,25 Buitenhof,Prinses Beatrixlaan,4324,Binnen de bebouwde kom,bpg,01.25.0001.bg8278,"11 july      2022, 21:37:37",39.703857421875,26.0728586904033
4,beplantingen,8381,Vaste planten,,58.71,,,,,120.03,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 1,,,,-,,,01.13.0003,Ministersbuurt-oost,Delft,Delft,Ministersbuurt-Oost,13 Hof van Delft,Van Foreestweg,1511,Binnen de bebouwde kom,bpg,01.13.0003.bg8381,"23 june      2022, 15:37:39",154.758544921875,194.931413605034
5,beplantingen,8382,Struikrozen,,36,,,,,27.57,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 2,,,,-,,,01.14.0000,Kuyperwijk-noord,Delft,Delft,Kuyperwijk-Noord,14 Voordijkshoorn,Polderpad,9148,Binnen de bebouwde kom,bpg,01.14.0000.bg8382,"14 july      2022, 17:05:08",94.90966796875,44.7480504048105
6,beplantingen,8383,Heesters,,74.15,,,64,,66.05,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 2,,,,-,,,01.14.0005,Hoornse Hof,Delft,Delft,Hoornse Hof,14 Voordijkshoorn,Polderpad,9148,Binnen de bebouwde kom,bpg,01.14.0005.bg8383,"12 july      2022, 10:16:23",195.420654296875,107.25951210258
7,beplantingen,8384,Heesters,,22.01,,,19.93,,19.35,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 2,,,,-,,,01.14.0001,Kuyperwijk-zuid,Delft,Delft,Kuyperwijk-Zuid,14 Voordijkshoorn,Polderpad,9148,Binnen de bebouwde kom,bpg,01.14.0001.bg8384,"23 june      2022, 15:38:47",57.999267578125,31.4212871052789
8,beplantingen,8385,Struikrozen,,90.9,,,3.81,6.68,64.06,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 2,,,,-,,,01.14.0002,Ecodus,Delft,Delft,Ecodus,14 Voordijkshoorn,Polderpad,9148,Binnen de bebouwde kom,bpg,01.14.0002.bg8385,"14 july      2022, 17:05:08",239.5341796875,103.999767446033
9,beplantingen,8386,Struikrozen,,55.15,,,0.59,,40.59,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,Perceel 2,,,,-,,,01.14.0002,Ecodus,Delft,Delft,Ecodus,14 Voordijkshoorn,Polderpad,9148,Binnen de bebouwde kom,bpg,01.14.0002.bg8386,"14 july      2022, 17:05:08",145.3447265625,65.9074475152989
10,beplantingen,8168,Meidilandrozen,,57.91,,,,,41.69,B (voldoende) - R (basis),,,BOR,Gemeente Delft,,,Perceel 1,,,,-,,,01.11.0002,Centrum-west,Delft,Delft,Centrum-West,11 Binnenstad,Nieuwe Plantage,3689,Binnen de bebouwde kom,bpg,01.11.0002.bg8168,"23 june      2022, 15:37:39",152.633544921875,67.6854696604545
