PAND_ID,CATEGORIE,AANTAL_PV,VERMOGEN,CO2REDUCTI,TERUGVERDI,OPBRENGST,SHAPE_LENG,OBJECTID,ShapeSTArea,ShapeSTLength
106100000003157,5,27,5140,2950,9,16150,51.66870872,1,147.585648477049,51.6687087137754
106100000003290,4,29,4316,2500,11,10800,51.92538401,2,144.788309907961,51.9253839960467
106100000003512,4,29,5120,2950,10,15150,55.88439175,3,139.057664013741,55.8843917804103
106100000003513,4,35,5832,3350,10,16400,56.51591213,4,138.966613924032,56.515912113754
106100000003514,5,33,6412,3700,9,20400,61.67253557,5,138.950813984946,61.6725355641851
106100000003515,4,7,1126,650,10,3050,58.62440811,6,138.91694502783,58.6244081348209
106100000003516,4,38,6182,3550,10,17000,52.85943458,7,138.852930400383,52.8594345647748
106100000003517,4,16,2545,1450,11,6850,53.12055492,8,138.78256898743,53.1205549322481
106100000003518,4,24,3966,2300,10,11050,51.43980673,9,138.776963915388,51.439806720972
106100000003519,4,19,3082,1750,10,8450,56.0198976,10,138.763379480135,56.0198976033885
106100000003520,5,28,5388,3100,9,17050,50.88047928,11,138.719401432852,50.8804792817609
106100000003291,4,13,2127,1200,10,5850,56.18993578,12,144.773426963563,56.1899357647729
106100000003292,4,26,4500,2600,10,13100,58.60323331,13,144.75743144916,58.6032332956607
106100000003293,5,14,2820,1600,8,9200,58.52101253,14,142.55267312152,58.5210125639982
106100000003295,5,29,5270,3050,9,15950,56.02592269,15,144.675521536093,56.0259226947618
106100000003296,5,27,5248,3000,9,16700,54.35677978,16,144.638270458496,54.3567797584926
106100000003297,4,7,1039,600,11,2550,62.66598863,17,144.633381514443,62.665988611406
106100000003298,4,6,1015,550,10,2900,55.37974891,18,144.62982805858,55.3797489183792
106100000003299,4,24,4105,2350,10,11800,59.48321685,19,144.600036987618,59.4832168301801
106100000003300,5,41,8560,4950,8,28600,71.26677371,20,144.578750475949,71.2667736739924
106100000003301,5,22,3963,2300,9,11900,54.36665366,21,144.564829018205,54.3666536612113
106100000003302,4,38,5966,3450,11,15850,54.06747642,22,144.551422482727,54.0674764284873
106100000003303,4,31,5080,2950,10,14100,53.8543331,23,144.53444789214,53.8543330951725
