FID,hectometrering,km_1,km_5,km_10,districtsnaam,opmerking,info1,info2,info3,info4,info5,muteerder,mutatie,hoofdwatersysteem,watersysteemnaam,watersysteemdeel,systeemdeel,se_anno_cad_data,gdb_geomattr_data,shape
hectometrering_punten.11,49.4,-999,-999,-999,MN Z,"ARK3_49,4_Li",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK3,,,,POINT (141650.6499999985 446287.7659999989)
hectometrering_punten.12,42.8,-999,-999,-999,MN Z,"ARK2_42,8_Re",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK2,,,,POINT (136066.39699999988 449680.92599999905)
hectometrering_punten.13,40.3,-999,-999,-999,MN Z,"ARK1_40,3_Re",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK1,,,,POINT (135326.80999999866 452046.6559999995)
hectometrering_punten.14,27.8,-999,-999,-999,MN Z,"ARK1_27,8_Li",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK1,,,,POINT (129442.57699999958 462351.7659999989)
hectometrering_punten.15,28,-999,-999,-999,MN Z,"ARK1_28,0_Li",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK1,,,,POINT (129588.05299999937 462214.77800000086)
hectometrering_punten.16,14.9,-999,-999,-999,MN Z,"ARK1_14,9_Re",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK1,,,,POINT (129570.89200000092 474648.42500000075)
hectometrering_punten.17,15.7,-999,-999,-999,MN Z,"ARK1_15,7_Re",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK1,,,,POINT (129438.20699999854 473860.16000000015)
hectometrering_punten.18,15.8,-999,-999,-999,MN Z,"ARK1_15,8_Re",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK1,,,,POINT (129421.15799999982 473761.9239999987)
hectometrering_punten.19,31,-999,-999,-999,MN Z,"ARK1_31,0_Re",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK1,,,,POINT (131783.29199999943 460178.09699999914)
hectometrering_punten.20,56.5,-999,-999,-999,MN Z,"ARK3_56,5_Li",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK3,,,,POINT (148058.188000001 443239.0949999988)
hectometrering_punten.21,66.1,-999,-999,-999,MN Z,"ARK4_66,1_Re",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK4,,,,POINT (156203.98900000006 438236.9820000008)
hectometrering_punten.22,66.2,-999,-999,-999,MN Z,"ARK4_66,2_Re",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK4,,,,POINT (156283.62900000066 438176.3979999982)
hectometrering_punten.23,66.1,-999,-999,-999,MN Z,"ARK4_66,1_Re",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK4,,,,POINT (156162.76300000027 438189.73600000143)
hectometrering_punten.24,49.2,-999,-999,-999,MN Z,"ARK3_49,2_Li",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK3,,,,POINT (141457.59899999946 446353.53400000185)
hectometrering_punten.25,22.2,-999,-999,-999,MN Z,"ARK1_22,2_Re",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK1,,,,POINT (128333.00800000131 467460.5940000005)
hectometrering_punten.26,23.8,-999,-999,-999,MN Z,"ARK1_23,8_Re",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK1,,,,POINT (128056.36199999973 465876.4389999993)
hectometrering_punten.27,64,-999,-999,-999,MN Z,"ARK4_64,0_Li",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK4,,,,POINT (154641.67399999872 439655.7879999988)
hectometrering_punten.28,21.5,-999,-999,-999,MN Z,"ARK1_21,5_Re",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK1,,,,POINT (128459.23099999875 468150.0390000008)
hectometrering_punten.29,36.9,-999,-999,-999,MN Z,"ARK1_36,9_Li",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK1,,,,POINT (133987.1090000011 455122.6490000002)
hectometrering_punten.30,39.5,-999,-999,-999,MN Z,"ARK1_39,5_Re",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK1,,,,POINT (134933.2809999995 452742.5)
hectometrering_punten.31,28,-999,-999,-999,MN Z,"ARK1_28,0_Re",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK1,,,,POINT (129505.34800000116 462129.3370000012)
hectometrering_punten.32,30.4,-999,-999,-999,MN Z,"ARK1_30,4_Re",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK1,,,,POINT (131271.90399999917 460498.3729999997)
hectometrering_punten.33,58,-999,-999,-999,MN Z,"ARK3_58,0_Re",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK3,,,,POINT (149358.88800000027 442479.3979999982)
hectometrering_punten.34,38.9,-999,-999,-999,MN Z,"ARK1_38,9_Li",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK1,,,,POINT (134760.688000001 453333.38899999857)
hectometrering_punten.35,39.7,-999,-999,-999,MN Z,"ARK1_39,7_Li",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK1,,,,POINT (135157.0133999996 452636.809799999)
hectometrering_punten.36,40.6,-999,-999,-999,MN Z,"ARK1_40,6_Re",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK1,,,,POINT (135466.2049999982 451786.1559999995)
hectometrering_punten.37,17.2,-999,-999,-999,MN Z,"ARK1_17,2_Re",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK1,,,,POINT (129183.23600000143 472382.1039999984)
hectometrering_punten.38,47.6,-999,-999,-999,MN Z,"ARK3_47,6_Li",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK3,,,,POINT (139935.92599999905 446849.3359999992)
hectometrering_punten.39,47.5,-999,-999,-999,MN Z,"ARK3_47,5_Li",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK3,,,,POINT (139840.5540000014 446880.72300000116)
hectometrering_punten.40,41.5,-999,-999,-999,MN Z,"ARK1_41,5_Re",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK1,,,,POINT (135721.85700000077 450929.26399999857)
hectometrering_punten.41,47.2,-999,-999,-999,MN Z,"ARK3_47,2_Li",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK3,,,,POINT (139557.30000000075 446973.3209999986)
hectometrering_punten.42,47.2,-999,-999,-999,MN Z,"ARK3_47,2_Re",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK3,,,,POINT (139524.13800000027 446879.56599999964)
hectometrering_punten.43,18.4,-999,-999,-999,MN Z,"ARK1_18,4_Li",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK1,,,,POINT (129095.92599999905 471179.23000000045)
hectometrering_punten.44,31.3,-999,-999,-999,MN Z,"ARK1_31,3_Li",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK1,,,,POINT (132065.2250000015 460047.2049999982)
hectometrering_punten.45,34.7,-999,-999,-999,MN Z,"ARK1_34,7_Li",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK1,,,,POINT (133765.83399999887 457304.97399999946)
hectometrering_punten.46,30.9,-999,-999,-999,MN Z,"ARK1_30,9_Re",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK1,,,,POINT (131696.31599999964 460223.94299999997)
hectometrering_punten.47,45.4,-999,-999,-999,MN Z,"ARK3_45,4_Li",Goed in dtb,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK3,,,,POINT (138081.0469999984 447916.4120000005)
hectometrering_punten.48,29.4,-999,-999,-999,MN Z,"ARK1_29,4_Re",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK1,,,,POINT (130526.35599999875 461168.7980000004)
hectometrering_punten.49,45.4,-999,-999,-999,MN Z,"ARK3_45,4_Re",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK3,,,,POINT (138013.4699999988 447843.59099999815)
hectometrering_punten.50,20.4,-999,-999,-999,MN Z,"ARK1_20,4_Li",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK1,,,,POINT (128754.29500000179 469208.83199999854)
hectometrering_punten.51,20.5,-999,-999,-999,MN Z,"ARK1_20,5_Li",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK1,,,,POINT (128737.30600000173 469110.23999999836)
hectometrering_punten.52,29.2,-999,-999,-999,MN Z,"ARK1_29,2_Li",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK1,,,,POINT (130461.97800000012 461392.20899999887)
hectometrering_punten.53,27.4,-999,-999,-999,MN Z,"ARK1_27,4_Li",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK1,,,,POINT (129150.94299999997 462625.37999999896)
hectometrering_punten.54,39.1,-999,-999,-999,MN Z,"ARK1_39,1_Re",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK1,,,,POINT (134735.88800000027 453090.7190000005)
hectometrering_punten.55,38.3,-999,-999,-999,MN Z,"ARK1_38,3_Re",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK1,,,,POINT (134333.96200000122 453782.3999999985)
hectometrering_punten.56,37.8,-999,-999,-999,MN Z,"ARK1_37,8_Re",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK1,,,,POINT (134093.40100000054 454228.3429999985)
hectometrering_punten.57,42,-999,-999,-999,MN Z,"ARK1_42,0_Re",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK1,,,,POINT (135859.97700000182 450452.62999999896)
hectometrering_punten.58,43,-999,-999,-999,MN Z,"ARK3_43,0_Li",Onjuist in dtb nu nog 42.9 maar moet zijn 43.0,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:53:29,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK3,,,,POINT (136519.3759999983 449722.9759999998)
hectometrering_punten.59,68.5,-999,-999,-999,MN Z,"ARK4_68,5_Li",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK4,,,,POINT (158220.87299999967 436916.0460000001)
hectometrering_punten.60,65.8,-999,-999,-999,MN Z,"ARK4_65,8_Li",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK4,,,,POINT (156104.5780000016 438599.0370000005)
hectometrering_punten.61,66.2,-999,-999,-999,MN Z,"ARK4_66,2_Re",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK4,,,,POINT (156246.4849999994 438126.06599999964)
hectometrering_punten.62,66.3,-999,-999,-999,MN Z,"ARK4_66,3_Re",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK4,,,,POINT (156325.686999999 438066.1550000012)
hectometrering_punten.63,68.7,-999,-999,-999,MN Z,"ARK4_68,7_Li",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK4,,,,POINT (158372.43499999866 436800.8289999999)
hectometrering_punten.64,68.3,-999,-999,-999,MN Z,"ARK4_68,3_Li",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK4,,,,POINT (158065.63599999994 437035.0329999998)
hectometrering_punten.65,67.7,-999,-999,-999,MN Z,"ARK4_67,7_Li",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK4,,,,POINT (157609.57499999925 437441.506000001)
hectometrering_punten.66,65.4,-999,-999,-999,MN Z,"ARK4_65,4_Re",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK4,,,,POINT (155596.42700000107 438593.5879999995)
hectometrering_punten.67,65,-999,-999,-999,MN Z,"ARK4_65,0_Li",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK4,,,,POINT (155447.61300000176 439045.1790000014)
hectometrering_punten.68,58.4,-999,-999,-999,MN Z,"ARK3_58,4_Re",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK3,,,,POINT (149728.08199999854 442312.25400000066)
hectometrering_punten.69,56.3,-999,-999,-999,MN Z,"ARK3_56,3_Li",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK3,,,,POINT (147877.11199999973 443322.3220000006)
hectometrering_punten.70,56,-999,-999,-999,MN Z,"ARK3_56,0_Li",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK3,,,,POINT (147607.5700000003 443446.65100000054)
hectometrering_punten.71,69.5,-999,-999,-999,MN Z,"ARK4_69,5_Li",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK4,,,,POINT (159001.80999999866 436286.27600000054)
hectometrering_punten.72,70.1,-999,-999,-999,MN Z,"ARK4_70,1_Li",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK4,,,,POINT (159356.88199999928 435723.4849999994)
hectometrering_punten.73,70,-999,-999,-999,MN Z,"ARK4_70,0_Li",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK4,,,,POINT (159310.14499999955 435826.3200000003)
hectometrering_punten.74,69.9,-999,-999,-999,MN Z,"ARK4_69,9_Li",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK4,,,,POINT (159264.54300000146 435998.256000001)
hectometrering_punten.75,69.3,-999,-999,-999,MN Z,"ARK4_69,3_Re",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK4,,,,POINT (158725.69200000167 436302.7320000008)
hectometrering_punten.76,69,-999,-999,-999,MN Z,"ARK4_69,0_Re",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK4,,,,POINT (158504.32200000063 436467.9239999987)
hectometrering_punten.77,64.6,-999,-999,-999,MN Z,"ARK4_64,6_Li",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK4,,,,POINT (155150.46700000018 439327.04100000113)
hectometrering_punten.78,64.7,-999,-999,-999,MN Z,"ARK4_64,7_Re",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK4,,,,POINT (155046.94099999964 439024.5080000013)
hectometrering_punten.79,63.7,-999,-999,-999,MN Z,"ARK4_63,7_Li",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK4,,,,POINT (154398.64600000158 439837.4219999984)
hectometrering_punten.80,63.1,-999,-999,-999,MN Z,"ARK4_63,1_Re",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK4,,,,POINT (153781.79199999943 440019.6169999987)
hectometrering_punten.81,62.7,-999,-999,-999,MN Z,"ARK4_62,7_Re",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK4,,,,POINT (153402.44200000167 440151.6469999999)
hectometrering_punten.82,62.4,-999,-999,-999,MN Z,"ARK4_62,4_Li",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK4,,,,POINT (153286.9600000009 440516.54100000113)
hectometrering_punten.83,62.8,-999,-999,-999,MN Z,"ARK4_62,8_Re",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK4,,,,POINT (153491.93499999866 440105.0450000018)
hectometrering_punten.84,63,-999,-999,-999,MN Z,"ARK4_63,0_Re",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK4,,,,POINT (153673.22899999842 440017.05099999905)
hectometrering_punten.85,63.1,-999,-999,-999,MN Z,"ARK4_63,1_Re",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK4,,,,POINT (153760.5300000012 439966.18299999833)
hectometrering_punten.86,64.5,-999,-999,-999,MN Z,"ARK4_64,5_Re",Geen informatie,Geen informatie,Geen informatie,Geen informatie,Geen informatie,,2023-01-13T11:51:35,Amsterdam Rijnkanaal en Noordzeekanaal,Amsterdam Rijnkanaal,ARK4,,,,POINT (154918.7950000018 439186.23600000143)
