FID,OVW_STARTDATUM,BOOMHOOGTE,BOOMKLASSE,BOOMSOORT,BUURT,EIGENAAR,FOTO,FUNCTIE,GEOMETRIE,GEOVISIA_ID,KROONDIAMETER,NEDERLANDSE_NAAM,OBJECT_EINDDATUM,PLANTJAAR,PLANTWIJZE,REDEN_WAARDEVOL,STAMDIAMETER,STANDPLAATS,STATUS,STRAATNAAM,WIJKNAAM,LATITUDE,LONGITUDE,STATUS_AFVALLIJST,FOTO_ORG,OVW_MAX_SIZE

Monumentale_bomen.142942,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Park Schothorst,Gemeente Amersfoort,,Stadsdeel- en wijkgroen,POINT (52.179208975398325 5.390112178443078),F1C7ABDA-1F95-44C7-88B9-6DEBA670039A,15,zomereik,,1930,Bomenrij,Beeldbepalendheid,76-100 cm,Bosplantsoen,Monumentaal,Schothorsterlaan,Schothorst-Noord,52.179205342247,5.39011193633723,Categorie 1,,0

Monumentale_bomen.142943,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Birkhoven / Bokkeduinen,Gemeente Amersfoort,D759CADB-8DAE-4BA1-AF8F-8EBB8E03D52F,,POINT (52.15974923880546 5.34854997214517),B50A6DE2-EA1A-4197-A235-CD27486DE527,,zomereik,,1930,Bomenrij,Beeldbepalendheid,51-100 cm,Gazon,Monumentaal,Sportpark Bokkeduinen,Bosgebied,52.1597455054328,5.34855017896627,Categorie 1,D759CADB-8DAE-4BA1-AF8F-8EBB8E03D52F,0

Monumentale_bomen.142944,2023-02-03,0-6 m,Vormboom,Taxus baccata,Staatsliedenbuurt-Oost,Gemeente Amersfoort,48FC9277-806D-408C-81A6-4C5DC9BC9410,,POINT (52.15097991979779 5.367354708179049),E0359A4F-DF13-4442-B3E5-EA312C9D07F5,,venijnboom,,1930,Groep,"Zeldzaamheid, uniciteit en dendrologie",11-25 cm,Heesters,Monumentaal,Thorbeckeplein,De Berg-Noord,52.1509763061746,5.36735493974968,Categorie 1,48FC9277-806D-408C-81A6-4C5DC9BC9410,0

Monumentale_bomen.142945,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Stoutenburg-Noord,Gemeente Amersfoort,C93118A1-60C8-41D2-863E-7B443BB1415B,Agrarische bestemming,POINT (52.15491387182779 5.457638741715307),2B571600-088A-4F41-8749-A1F7943AA901,18,zomereik,,1930,Bomenrij,Cultuurhistorische waarde; Beeldbepalendheid,76-100 cm,Bosplantsoen,Monumentaal,Stoutenburgerlaan,Buitengebied-Oost,52.15491075071,5.45763855062081,Monumentale boom APV 2017,C93118A1-60C8-41D2-863E-7B443BB1415B,0

Monumentale_bomen.142946,2023-02-03,>24 m,Geen vrije uitgroei,Platanus x hispanica,Schimmelpenninckbuurt,Gemeente Amersfoort,5D8CFB4F-42FD-4937-A7EA-688D87011F6E,,POINT (52.15969673123392 5.38591915658748),17175FC8-54A6-410B-B53A-E0F163121046,,gewone plataan,,1840,Solitair,Beeldbepalendheid,>150 cm,Elementverharding,Monumentaal,Schimmelpenninckstraat,Stadskern,52.1596931721283,5.38591919870846,Monumentale boom APV 2017,5D8CFB4F-42FD-4937-A7EA-688D87011F6E,0

Monumentale_bomen.142947,2023-02-03,18-24 m,Vrije uitgroei,Fagus sylvatica,Park Schothorst,Gemeente Amersfoort,8D97901D-7AD6-423F-B0B0-61B2B65D6230,,POINT (52.18030788132689 5.386964529294949),D0151920-E825-4B8F-8D02-F1727EBA685D,,gewone beuk,,1930*,Groep,Beeldbepalendheid,76-100 cm,Bosplantsoen,Monumentaal,Schothorsterlaan,Schothorst-Noord,52.1803042260595,5.386964289808,,8D97901D-7AD6-423F-B0B0-61B2B65D6230,0

Monumentale_bomen.142948,2023-02-03,18-24 m,Geen vrije uitgroei,Fagus sylvatica,Grote Haag,Gemeente Amersfoort,,Buurt- en blokgroen,POINT (52.15256140678538 5.388598046203633),330C3883-742F-4FF4-B1F3-130B8556027B,15,gewone beuk,,<1930,Groep,Beeldbepalendheid,100-125 cm,Ruw gras,Monumentaal,Stadsring,Stadskern,52.152557890829,5.38859817296248,Monumentale boom APV 2017,,0

Monumentale_bomen.142949,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Birkhoven / Bokkeduinen,Gemeente Amersfoort,7B7960C9-A7F7-48AE-BA71-8678B954C2C5,,POINT (52.15961594672903 5.3485584767687735),FFCE39E2-5659-4291-987B-A3BEB4AE2D32,,zomereik,,1930,Bomenrij,Beeldbepalendheid,51-100 cm,Gazon,Monumentaal,Sportpark Bokkeduinen,Bosgebied,52.1596122139711,5.34855868505231,Categorie 1,7B7960C9-A7F7-48AE-BA71-8678B954C2C5,0

Monumentale_bomen.142950,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Birkhoven / Bokkeduinen,Gemeente Amersfoort,57650C88-38DE-4B19-A0C9-CEF156C0C971,,POINT (52.15950200230054 5.348562070710114),C58F9928-DF70-48C2-91CC-D64112E14325,,zomereik,,1930,Bomenrij,Beeldbepalendheid,> 100 cm,Gazon,Monumentaal,Sportpark Bokkeduinen,Bosgebied,52.1594982700517,5.34856228026014,Categorie 1,57650C88-38DE-4B19-A0C9-CEF156C0C971,0

Monumentale_bomen.142951,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Birkhoven / Bokkeduinen,Gemeente Amersfoort,7BF5E471-453D-486E-A7E3-2415557A4B98,,POINT (52.15888913891056 5.348570809220687),98748BE7-C776-4ACB-AE51-1B4F11B292DC,,zomereik,,1930,Bomenrij,Beeldbepalendheid,> 100 cm,Ruw gras,Monumentaal,Sportpark Bokkeduinen,Bosgebied,52.1588854093422,5.34857102562971,Categorie 1,7BF5E471-453D-486E-A7E3-2415557A4B98,0

Monumentale_bomen.142952,2023-02-03,15-18 m,Geen vrije uitgroei,Quercus robur,Birkhoven / Bokkeduinen,Gemeente Amersfoort,51D5C367-D841-4524-934F-CAA1E8600F58,,POINT (52.15883517974952 5.348565167260852),FC2B1B68-C846-47EF-9511-A9C46884BFA8,,zomereik,,1930,Bomenrij,Beeldbepalendheid,51-100 cm,Ruw gras,Monumentaal,Sportpark Bokkeduinen,Bosgebied,52.1588314503888,5.34856538430185,Categorie 1,51D5C367-D841-4524-934F-CAA1E8600F58,0

Monumentale_bomen.142953,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Grote Haag,Gemeente Amersfoort,369523F8-4814-47CE-8D04-2C5ECEF5C408,Buurt- en blokgroen,POINT (52.15298288019143 5.386502203921488),4394EC1F-D79D-4399-A677-1DA39BB25E98,18,zomereik,,1840,Solitair,Beeldbepalendheid,76-100 cm,Heesters,Monumentaal,Achter de Arnhemse Poortwal,Stadskern,52.152979351898,5.38650233344865,Monumentale boom APV 2017,369523F8-4814-47CE-8D04-2C5ECEF5C408,0

Monumentale_bomen.142954,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Birkhoven / Bokkeduinen,Gemeente Amersfoort,0E77C976-22E2-4C59-8A66-E1E73B4E088B,,POINT (52.15858029628418 5.3485824008534335),88A77FCA-2870-4532-A974-DD551D842D12,,zomereik,,1930,Bomenrij,Beeldbepalendheid,51-100 cm,Gazon,Monumentaal,Sportpark Bokkeduinen,Bosgebied,52.1585765680892,5.34858262068771,Categorie 1,0E77C976-22E2-4C59-8A66-E1E73B4E088B,0

Monumentale_bomen.142955,2023-02-03,15-18 m,Geen vrije uitgroei,Quercus robur,Birkhoven / Bokkeduinen,Gemeente Amersfoort,BB956493-7D60-4A1F-BF2C-D621F4F6F62E,,POINT (52.158469044545555 5.348589146381937),9C116269-6D71-412D-83A8-D83257B05207,,zomereik,,1930,Bomenrij,Beeldbepalendheid,51-100 cm,Gazon,Monumentaal,Sportpark Bokkeduinen,Bosgebied,52.1584653168549,5.34858936743895,Categorie 1,BB956493-7D60-4A1F-BF2C-D621F4F6F62E,0

Monumentale_bomen.142956,2023-02-03,>24 m,Geen vrije uitgroei,Fagus sylvatica,Nimmerdor,Gemeente Amersfoort,CE3F92F4-1E8C-44AF-884D-3AFED96221B4,Bos- en natuurgebieden,POINT (52.13446410584684 5.38520000148266),BC05D68F-06D1-44A5-AE94-215EA01C6AF7,18,gewone beuk,,1930*,Bomenrij,Cultuurhistorische waarde; Beeldbepalendheid,51-75 cm,Open grond,Monumentaal,Hagedispad,Leusderkwartier,52.1344606345964,5.38520038293661,,CE3F92F4-1E8C-44AF-884D-3AFED96221B4,0

Monumentale_bomen.142957,2023-02-03,,Geen vrije uitgroei,Populus alba Raket,Park van de Tijden-West,Particulier,A41E061C-8494-4E7B-A76C-A9D58A2F1446,,POINT (52.19865842765681 5.408537355267161),0F97A95B-0741-4C12-AC0B-68BCFF4A5634,,witte abeel cv.,,1960,Bomenrij,Cultuurhistorische waarde; Beeldbepalendheid,51-100 cm,Gazon,Monumentaal,Herikerberg,Vathorst-De Velden,52.1986547764457,5.40853672592721,Categorie 2,A41E061C-8494-4E7B-A76C-A9D58A2F1446,0

Monumentale_bomen.142958,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Birkhoven / Bokkeduinen,Gemeente Amersfoort,92353D7D-8B15-4777-8149-702EFB0B3281,,POINT (52.15869651925938 5.348575616721152),5EAF8739-5AB1-4BF1-94D1-86FA32B43E19,,zomereik,,1930,Bomenrij,Beeldbepalendheid,51-100 cm,Ruw gras,Monumentaal,Sportpark Bokkeduinen,Bosgebied,52.1586927905379,5.34857583527699,Categorie 1,92353D7D-8B15-4777-8149-702EFB0B3281,0

Monumentale_bomen.142959,2023-02-03,18-24 m,Geen vrije uitgroei,Acer saccharinum,Stadhuisplein,Gemeente Amersfoort,,Buurt- en blokgroen,POINT (52.15852031928639 5.384672504927865),FC6D0DD6-F982-47B4-80B1-DA5668AD3A64,21,zilveresdoorn,,1930,Groep,Beeldbepalendheid,100-125 cm,Gazon,Monumentaal,Gaslaan,Stadskern,52.158516758958,5.38467256820689,,,0

Monumentale_bomen.142960,2023-02-03,18-24 m,Geen vrije uitgroei,Aesculus hippocastanum,Snouckaertlaan e.o.,Gemeente Amersfoort,9179A272-6DB8-48B9-9CA2-9F95E6E59730,Buurt- en blokgroen,POINT (52.15430671472393 5.382463349111052),CB318748-8FCA-4FAC-B5BA-E08775D9516B,18,witte paardenkastanje,,<1930,Solitair,Beeldbepalendheid,51-75 cm,Elementverharding,Monumentaal,Burgemeester de Widtstraat,Nederberg,52.1543031608363,5.3824634775178,,9179A272-6DB8-48B9-9CA2-9F95E6E59730,0

Monumentale_bomen.142961,2023-02-03,18-24 m,Geen vrije uitgroei,Fagus sylvatica,Beestenmarkt,Gemeente Amersfoort,,Stadsdeel- en wijkgroen,POINT (52.15543452122037 5.395464623848488),AB8C7DCB-C089-4DC4-9CCB-53BB7EB89637,15,gewone beuk,,<1930,Groep,Beeldbepalendheid,100-125 cm,Ruw gras,Monumentaal,Plantsoen-Oost,Stadskern,52.1554310293517,5.39546468307686,Monumentale boom APV 2017,,0

Monumentale_bomen.142875,2023-02-03,15-18 m,Geen vrije uitgroei,Quercus robur,Park Schothorst,Gemeente Amersfoort,05EFE759-4D82-4AB2-9078-6A5E043AF360,Stadsdeel- en wijkgroen,POINT (52.18133419102307 5.381075952909315),6895CC5E-8399-4792-8458-3368CA39D747,15,zomereik,,1930,Bomenrij,Cultuurhistorische waarde; Beeldbepalendheid,51-75 cm,Ruw gras,Monumentaal,Molenweg,Schothorst-Noord,52.1813305005256,5.38107573287745,Categorie 1,05EFE759-4D82-4AB2-9078-6A5E043AF360,0

Monumentale_bomen.142876,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,De Ham,Gemeente Amersfoort,4548093E-B3A6-4C3C-B4F4-7BD304D3AE52,Buurt- en blokgroen,POINT (52.17825835092342 5.378147949282778),CBA4C545-653B-4414-A0CB-9A76078F9B4B,18,zomereik,,<1930,Bomenrij,Cultuurhistorische waarde; Beeldbepalendheid,51-75 cm,Heesters,Monumentaal,Molenweg,Hoogland,52.1782546628566,5.37814778560766,Monumentale boom APV 2017,4548093E-B3A6-4C3C-B4F4-7BD304D3AE52,0

Monumentale_bomen.142877,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,De Ham,Gemeente Amersfoort,4548093E-B3A6-4C3C-B4F4-7BD304D3AE52,Buurt- en blokgroen,POINT (52.178352728287145 5.378207873258097),3EC0EA70-6C8C-4DE3-849C-A6C95AD921E7,18,zomereik,,<1930,Bomenrij,Cultuurhistorische waarde; Beeldbepalendheid,76-100 cm,Gazon,Monumentaal,Molenweg,Hoogland,52.1783490400045,5.37820770803295,Monumentale boom APV 2017,4548093E-B3A6-4C3C-B4F4-7BD304D3AE52,0

Monumentale_bomen.142878,2023-02-03,>24 m,Geen vrije uitgroei,Quercus robur,De Ham,Gemeente Amersfoort,CE493EA1-9F01-4608-899F-FCD77EE23905,Buurt- en blokgroen,POINT (52.17857473944607 5.378345259544204),F803F3BC-349E-4181-B551-42711FD99235,18,zomereik,,<1930,Bomenrij,Cultuurhistorische waarde; Beeldbepalendheid,51-75 cm,Gazon,Monumentaal,Molenweg,Hoogland,52.1785710506367,5.37834509068992,Monumentale boom APV 2017,CE493EA1-9F01-4608-899F-FCD77EE23905,0

Monumentale_bomen.142879,2023-02-03,>24 m,Geen vrije uitgroei,Quercus robur,De Ham,Gemeente Amersfoort,CE493EA1-9F01-4608-899F-FCD77EE23905,Buurt- en blokgroen,POINT (52.17866192637354 5.378405185754217),7BA3670C-1F17-4318-8BE7-35E4505367DF,18,zomereik,,1931,Bomenrij,Cultuurhistorische waarde; Beeldbepalendheid,51-75 cm,Gazon,Monumentaal,Molenweg,Hoogland,52.1786582373859,5.37840501544093,Monumentale boom APV 2017,CE493EA1-9F01-4608-899F-FCD77EE23905,0

Monumentale_bomen.142880,2023-02-03,>24 m,Geen vrije uitgroei,Quercus robur,De Ham,Gemeente Amersfoort,CE493EA1-9F01-4608-899F-FCD77EE23905,Buurt- en blokgroen,POINT (52.178737428072154 5.378451956035119),41CA8227-0EF0-4F68-83C9-A6074E7CA3EA,18,zomereik,,1931,Bomenrij,Cultuurhistorische waarde; Beeldbepalendheid,76-100 cm,Gazon,Monumentaal,Molenweg,Hoogland,52.1787337389047,5.37845178448608,Monumentale boom APV 2017,CE493EA1-9F01-4608-899F-FCD77EE23905,0

Monumentale_bomen.142881,2023-02-03,12-15 m,Geen vrije uitgroei,Platanus orientalis,Park Schothorst,Gemeente Amersfoort,32D26F1C-0AED-4407-9883-4A241897C834,Stadsdeel- en wijkgroen,POINT (52.17767174058858 5.384126164588908),A35D73B8-4A34-4EC6-BDF7-5D7CEA535183,12,oosterse plataan,,1830,Solitair,Beeldbepalendheid,76-100 cm,Gazon,Monumentaal,Schothorsterlaan,Schothorst-Noord,52.177668085303,5.3841259759846,Monumentale boom APV 2017,32D26F1C-0AED-4407-9883-4A241897C834,0

Monumentale_bomen.142882,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,De Ham,Gemeente Amersfoort,30D4F00A-F483-4D11-ABB4-7B4ED2E6FFD7,Buurt- en blokgroen,POINT (52.18108517928861 5.38020457036088),EAC3B4A8-AE38-4186-BF39-48ACC150DCDC,15,zomereik,,1930,Bomenrij,Cultuurhistorische waarde; Beeldbepalendheid,51-75 cm,Heesters,Monumentaal,Steenhouwerstraat,Hoogland,52.1810814858653,5.38020435850349,Categorie 1,30D4F00A-F483-4D11-ABB4-7B4ED2E6FFD7,0

Monumentale_bomen.142883,2023-02-03,>24 m,Geen vrije uitgroei,Quercus robur,Park Schothorst,Gemeente Amersfoort,3B73ACF6-4F22-47C8-BED9-D93E1A04D507,Stadsdeel- en wijkgroen,POINT (52.178060835443596 5.383665826153819),A3C8CD66-9E65-4D34-9D62-3400AA94DD3D,18,zomereik,,1900,Groep,Beeldbepalendheid,100-125 cm,Ruw gras,Monumentaal,Schothorsterlaan,Schothorst-Noord,52.1780571757607,5.38366563489529,Monumentale boom APV 2017,3B73ACF6-4F22-47C8-BED9-D93E1A04D507,0

Monumentale_bomen.142884,2023-02-03,>24 m,Geen vrije uitgroei,Quercus robur,Langenoord,Gemeente Amersfoort,0B5CB3F7-1662-40E4-A1C8-075F8AF40666,Stadsdeel- en wijkgroen,POINT (52.18967592529073 5.383025663875712),756D2E7A-2F26-4274-A358-771BB1B7BB42,12,zomereik,,<1930,Bomenrij,Cultuurhistorische waarde; Beeldbepalendheid,51-75 cm,Elementverharding,Monumentaal,Engweg,Hoogland,52.1896721961123,5.38302532250073,Categorie 1,0B5CB3F7-1662-40E4-A1C8-075F8AF40666,0

Monumentale_bomen.142885,2023-02-03,>24 m,Geen vrije uitgroei,Quercus robur,Langenoord,Gemeente Amersfoort,88FBA609-2834-477D-A803-1DB35E5B3865,Stadsdeel- en wijkgroen,POINT (52.190594492995494 5.383239094362501),7D844FD8-262F-4B2C-BF06-A28B7112EBC8,15,zomereik,,1920,Bomenrij,Cultuurhistorische waarde; Beeldbepalendheid,76-100 cm,Heesters,Monumentaal,Oude Kerklaan,Hoogland,52.1905907593157,5.38323873951758,Categorie 1,88FBA609-2834-477D-A803-1DB35E5B3865,0

Monumentale_bomen.142886,2023-02-03,18-24 m,Geen vrije uitgroei,Platanus x hispanica,Beestenmarkt,Gemeente Amersfoort,720FB122-A4DA-40A9-A013-4FCC9875F96A,Stadsdeel- en wijkgroen,POINT (52.155480544968 5.395323425770086),3DB2301A-11A3-4C28-803F-708F8978B0B2,18,gewone plataan,,1930,Groep,Beeldbepalendheid,100-125 cm,Ruw gras,Monumentaal,Plantsoen-Oost,Stadskern,52.1554770521679,5.39532348494845,Monumentale boom APV 2017,720FB122-A4DA-40A9-A013-4FCC9875F96A,0

Monumentale_bomen.142887,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Park Schothorst,Gemeente Amersfoort,531669E3-829A-4CE6-B7DA-596467B44619,,POINT (52.17840064188495 5.390037751575225),02B86500-A93F-437C-B2D4-0D1AEFE961AC,15,zomereik,,1930,Bomenrij,Beeldbepalendheid,76-100 cm,Bosplantsoen,Monumentaal,Schothorsterlaan,Schothorst-Noord,52.1783970127321,5.39003752088964,Categorie 1,531669E3-829A-4CE6-B7DA-596467B44619,0

Monumentale_bomen.142888,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Birkhoven / Bokkeduinen,Gemeente Amersfoort,0E77C976-22E2-4C59-8A66-E1E73B4E088B,,POINT (52.15856296415753 5.348583990495867),654B790E-56E2-4134-9818-844504A80934,,zomereik,,1930,Bomenrij,Beeldbepalendheid,51-100 cm,Gazon,Monumentaal,Sportpark Bokkeduinen,Bosgebied,52.1585592360435,5.34858421051829,Categorie 1,0E77C976-22E2-4C59-8A66-E1E73B4E088B,0

Monumentale_bomen.142889,2023-02-03,18-24 m,Geen vrije uitgroei,Fagus sylvatica,Huijgenslaan e.o.,Gemeente Amersfoort,43A5E7B3-7252-4E82-AF02-2C00163BA1F1,Buurt- en blokgroen,POINT (52.14706438336325 5.37306498434886),BD2824F2-0833-4E13-B15C-CDE4F7FB8376,24,gewone beuk,,1920,Bomenrij,Beeldbepalendheid,76-100 cm,Gazon,Monumentaal,Huijgenslaan,De Berg-Zuid,52.1470608113254,5.37306524296205,Monumentale boom APV 2017,43A5E7B3-7252-4E82-AF02-2C00163BA1F1,0

Monumentale_bomen.142890,2023-02-03,>24 m,Geen vrije uitgroei,Quercus robur,Langenoord,Gemeente Amersfoort,1007E69C-C209-463C-AF16-1601E5BD0642,Stadsdeel- en wijkgroen,POINT (52.18994016827872 5.383011016127286),3E65DE97-73A1-49DA-ADF1-84434704B51A,12,zomereik,,<1930,Bomenrij,Cultuurhistorische waarde; Beeldbepalendheid,51-75 cm,Elementverharding,Monumentaal,Engweg,Hoogland,52.1899364374301,5.38301067134636,Categorie 1,1007E69C-C209-463C-AF16-1601E5BD0642,0

Monumentale_bomen.142996,2023-02-03,12-15 m,Geen vrije uitgroei,Quercus robur,Staatsliedenbuurt-Oost,Gemeente Amersfoort,9846BA4D-36D7-4D52-B804-78DB1A558F89,,POINT (52.15203793474232 5.366184838231494),A8DC1ED8-615C-4162-A031-6647CEB17364,,zomereik,,1930,Groep,Beeldbepalendheid,26-50 cm,Bosplantsoen,Monumentaal,Het Binnenhof,De Berg-Noord,52.1520343115808,5.36618506144047,,9846BA4D-36D7-4D52-B804-78DB1A558F89,0

Monumentale_bomen.142997,2023-02-03,18-24 m,Geen vrije uitgroei,Fagus sylvatica,Staatsliedenbuurt-Oost,Gemeente Amersfoort,9C22E8E1-7B29-4E1E-8329-0CF586C939EE,,POINT (52.15176979801425 5.364958720226163),3FC33E0C-4743-497C-8A17-A2212243A150,,gewone beuk,,1930,Groep,Beeldbepalendheid,76-100 cm,Bosplantsoen,Monumentaal,Het Binnenhof,De Berg-Noord,52.1517661702322,5.36495895159212,,9C22E8E1-7B29-4E1E-8329-0CF586C939EE,0

Monumentale_bomen.142998,2023-02-03,18-24 m,Geen vrije uitgroei,Fagus sylvatica,Staatsliedenbuurt-Oost,Gemeente Amersfoort,9C22E8E1-7B29-4E1E-8329-0CF586C939EE,,POINT (52.151770961133344 5.365029752038548),339BCE95-9C5F-432A-B912-E45D05A5A9BE,,gewone beuk,,1930,Groep,Beeldbepalendheid,76-100 cm,Bosplantsoen,Monumentaal,Het Binnenhof,De Berg-Noord,52.1517673336741,5.36502998310803,,9C22E8E1-7B29-4E1E-8329-0CF586C939EE,0

Monumentale_bomen.142999,2023-02-03,18-24 m,Geen vrije uitgroei,Fagus sylvatica,Staatsliedenbuurt-Oost,Gemeente Amersfoort,AD0A01EB-2F36-424F-9D77-B228114A0B21,,POINT (52.15182041903143 5.365108237217585),CF1DB6BD-095B-4C1D-A28C-AD1351F66D5D,,gewone beuk,,1930,Groep,Beeldbepalendheid,51-75 cm,Bosplantsoen,Monumentaal,Het Binnenhof,De Berg-Noord,52.1518167917415,5.3651084673724,,AD0A01EB-2F36-424F-9D77-B228114A0B21,0

Monumentale_bomen.143000,2023-02-03,15-18 m,Geen vrije uitgroei,Quercus robur,Heideweg e.o.,Particulier,,,POINT (52.18787751559882 5.419665853044293),F6B8F3B5-8D9E-4066-9ED9-07EBBB383CA0,,zomereik,,1900,Bomenrij,Beeldbepalendheid,51-100 cm,Gazon,Monumentaal,Caraiben,Hooglanderveen,52.1878739946645,5.41966531503844,Monumentale boom APV 2017,,0

Monumentale_bomen.143001,2023-02-03,Niet te beoordelen,Geen vrije uitgroei,Quercus robur,Heideweg e.o.,Particulier,,,POINT (52.18779938351487 5.419656016998595),D336F5D9-F570-44FE-AC25-B33DAE5A167A,,zomereik,,1900,Bomenrij,Beeldbepalendheid,51-100 cm,Gazon,Monumentaal,Caraiben,Hooglanderveen,52.1877958629871,5.41965548024779,Monumentale boom APV 2017,,0

Monumentale_bomen.143002,2023-02-03,Niet te beoordelen,Geen vrije uitgroei,Quercus robur,Heideweg e.o.,Particulier,,,POINT (52.18770722633565 5.419649430346461),B9B714AA-FB0E-4222-B078-DF439F965C47,,zomereik,,1900,Bomenrij,Beeldbepalendheid,51-100 cm,Gazon,Monumentaal,Caraiben,Hooglanderveen,52.1877037063159,5.41964889504576,Monumentale boom APV 2017,,0

Monumentale_bomen.143003,2023-02-03,>24 m,Vrije uitgroei,Fagus sylvatica,Klein Zwitserland-Hoog,Gemeente Amersfoort SRO,12925B8B-AB98-4D40-89D9-A05066B66ECD,,POINT (52.13725399563216 5.363042274544253),D26EFFD4-8782-4FBF-8D3A-59200DFE355F,,gewone beuk,,1930,Bomenrij,Beeldbepalendheid,51-100 cm,Bosplantsoen,Monumentaal,De Genestetlaan,De Berg-Zuid,52.1372504095947,5.36304268865943,,12925B8B-AB98-4D40-89D9-A05066B66ECD,0

Monumentale_bomen.143004,2023-02-03,>24 m,Vrije uitgroei,Fagus sylvatica,Klein Zwitserland-Hoog,Gemeente Amersfoort SRO,45489D87-9106-4815-84B1-E9A4EAAFB762,,POINT (52.137144231137235 5.363184559969352),2E0A877B-8CB4-42F8-8B67-78C878AFEA1D,,gewone beuk,,1930,Bomenrij,Beeldbepalendheid,51-100 cm,Bosplantsoen,Monumentaal,De Genestetlaan,De Berg-Zuid,52.1371406460864,5.36318497496067,,45489D87-9106-4815-84B1-E9A4EAAFB762,0

Monumentale_bomen.143005,2023-02-03,>24 m,Vrije uitgroei,Fagus sylvatica,Klein Zwitserland-Hoog,Gemeente Amersfoort SRO,D08F948A-01B2-493B-8CCD-CA988AB502F3,,POINT (52.1370511663469 5.36328804687962),49532AD4-9C0E-41C0-B28E-42043EF20F28,,gewone beuk,,1930,Solitair,Beeldbepalendheid,51-100 cm,Bosplantsoen,Monumentaal,De Genestetlaan,De Berg-Zuid,52.137047582054,5.36328846266902,,D08F948A-01B2-493B-8CCD-CA988AB502F3,0

Monumentale_bomen.143006,2023-02-03,12-15 m,Geen vrije uitgroei,Quercus robur,Winkelcentrum Vathorst,Gemeente Amersfoort,8A30C30A-A7EA-45F2-9345-4B37E315EADE,,POINT (52.19430076542452 5.4312368717979975),8BDADC75-FA72-47B1-A2FC-BE28E1847794,,zomereik,,1900,Solitair,Beeldbepalendheid,76-100 cm,Heesters,Monumentaal,Leeghwater,Vathorst-Centrum,52.1942972735585,5.4312361616759,Monumentale boom APV 2017,8A30C30A-A7EA-45F2-9345-4B37E315EADE,0

Monumentale_bomen.143007,2023-02-03,>24 m,Geen vrije uitgroei,Quercus robur,Componistenbuurt-Midden,Gemeente Amersfoort,D1DBB3D4-3267-48DF-9F21-B350D3F14925,Pareltjes,POINT (52.14969246571291 5.396463980359841),F21C37DB-D70E-455C-B651-B8880046E6C2,18,zomereik,,1930*,Groep,Beeldbepalendheid,76-100 cm,Heesters,Monumentaal,Bisschopsweg,Randenbroek,52.1496890017118,5.39646411559857,,D1DBB3D4-3267-48DF-9F21-B350D3F14925,0

Monumentale_bomen.143008,2023-02-03,18-24 m,Geen vrije uitgroei,Fagus sylvatica,Birkhoven / Bokkeduinen,Onderhoud Utrechts Landschap,8F3F7C24-862F-47C8-9D00-3DE3A54DF6E0,Stadsdeel- en wijkgroen,POINT (52.15877585254967 5.344138685301627),84A01F2B-BFAF-49AE-B95D-503554D8DD7B,21,gewone beuk,,1935,Groep,Beeldbepalendheid,76-100 cm,Open grond,Monumentaal,Birkstraat,Bosgebied,52.1587721048103,5.34413892237265,,8F3F7C24-862F-47C8-9D00-3DE3A54DF6E0,0

Monumentale_bomen.143009,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Park Schothorst,Gemeente Amersfoort,D14E0C0A-EDE6-48F4-A2F3-E0134BF553B8,,POINT (52.18026227441384 5.38641004832561),3DF10586-CB78-485F-90EC-891283F60BF7,15,zomereik,,1931,Bomenrij,Beeldbepalendheid,51-75 cm,Bosplantsoen,Monumentaal,Schothorsterlaan,Schothorst-Noord,52.1802586165834,5.38640981254935,Monumentale boom APV 2017,D14E0C0A-EDE6-48F4-A2F3-E0134BF553B8,0

Monumentale_bomen.143010,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Birkhoven / Bokkeduinen,Onderhoud Utrechts Landschap,38EA15EE-6259-4F94-8BA5-C93187D487BF,Stadsdeel- en wijkgroen,POINT (52.15930785651951 5.343891924596997),AA142492-6460-4E43-AB08-C4CF08427801,18,zomereik,,1935,Groep,Beeldbepalendheid,76-100 cm,Bosplantsoen,Monumentaal,Birkstraat,Bosgebied,52.1593041054637,5.3438921569011,,38EA15EE-6259-4F94-8BA5-C93187D487BF,0

